step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max
110000,3235,2.243,0.599,27.02,245375,220535,713,1001,23724,72759,869741.1,1748424.2,0.011,0.732,0.104,0.153,29,21.41,11.02,0.03,0.76,0.29,1.02,0.28,0.93,11.48,5.16,0.00,0.00,0.019,0.076,879,0.103,0.012,0.945,0.000,0.043,404098,359516,3,0.705,0.013,0.172,6825984,0.129,2.350,0.042,12.64,205535,131,24.030,0.407,0.815,33633386,1.01,29.94,0.000,0.029,0.000,9.5,22.0,32.0,128.0,39097,0.149,0.00,0.0023,0.023,214,0.859,0.000,0.856,0.417,4.47,9.75,9.53,0.00,0.000,1.01,1.01,1.01,0.860,0.00167,3.43,267.5084,7887.75,48078.3,140196.6,107.516,96.8263,225.676,195.442,0.632,0.163,4.1,5.412,201.958,263,587.9,58.17,7.249,92.411,862.3,81.493,0.134,2.00,22.7719,73667.0,2.0470,0.5869,12.09,1.764,0.387,1.3183,0.0000,0.178,0.206,0.226,0.0000,12.31,2.36,7,12,17,64
120000,4961,1.782,0.625,19.49,219018,202426,174,2831,11861,110684,598580.6,1310322.9,0.010,0.655,0.163,0.173,57,16.96,14.17,0.08,0.88,2.14,4.80,0.40,1.99,8.20,6.48,0.00,0.00,0.101,0.167,2112,0.105,0.025,0.919,0.002,0.054,258940,228797,3,0.528,0.405,0.230,13306296,0.141,1.684,0.044,11.89,101698,126,11.838,0.398,0.794,17287503,1.03,28.51,0.000,0.333,0.000,5.6,13.0,30.0,258.0,53738,0.205,0.00,0.0015,0.051,613,0.725,0.000,0.805,0.210,3.06,5.44,4.13,0.00,0.000,1.04,1.03,1.03,0.728,0.00139,1.88,188.3868,7494.38,82786.8,140196.6,38.526,67.8663,173.777,187.264,0.968,0.267,14.4,6.887,102.879,338,791.9,41.95,6.722,59.389,1488.3,51.747,0.134,2.00,7.3843,36633.6,1.0330,0.5604,10.83,1.542,0.436,0.6817,0.0000,0.299,0.225,0.414,0.0000,11.17,2.75,4,10,17,130
130000,3217,2.263,0.612,26.72,258995,232434,627,4077,23601,213202,873710.0,1808116.9,0.011,0.731,0.102,0.155,28,21.20,10.57,0.02,0.33,0.25,1.30,0.30,0.73,11.48,4.91,0.00,0.00,0.018,0.082,802,0.171,0.014,0.943,0.000,0.042,413154,354120,5,0.640,0.031,0.232,8284782,0.136,2.491,0.042,13.45,208496,139,8.481,0.355,0.810,33182964,1.01,29.65,0.000,0.023,0.000,10.7,22.0,32.0,110.0,38772,0.148,0.00,0.0024,0.021,266,0.846,0.000,0.861,0.398,4.50,9.84,9.26,0.00,0.000,1.01,1.01,1.00,0.849,0.00210,3.65,264.5708,8230.76,47889.6,140196.6,106.084,96.0196,231.622,199.610,0.683,0.158,3.6,6.745,201.471,219,508.9,72.67,7.810,92.807,836.1,81.319,0.135,2.00,22.8899,73636.7,2.0536,0.5909,12.05,1.748,0.396,1.3183,0.0000,0.187,0.206,0.246,0.0000,12.25,2.27,8,12,16,55
140000,3423,2.103,0.532,19.07,200632,185999,176,2618,11633,176011,604572.6,1250643.1,0.013,0.684,0.140,0.162,51,20.29,14.18,0.11,1.06,0.62,2.46,0.41,1.03,11.85,6.33,0.00,0.03,0.024,0.081,1139,0.183,0.027,0.936,0.001,0.036,237396,194944,4,0.571,0.091,0.279,10279700,0.135,1.786,0.039,13.89,105837,141,7.105,0.332,0.741,17055016,1.04,24.49,0.001,0.117,0.000,8.7,14.6,38.0,126.0,44503,0.170,0.00,0.0015,0.045,462,0.719,0.000,0.787,0.220,3.87,7.52,5.54,0.00,0.001,1.06,1.05,1.03,0.724,0.00226,2.12,175.8310,6483.55,75217.0,140196.6,38.134,66.4395,165.819,184.832,0.895,0.249,7.3,7.729,102.755,261,645.0,58.75,8.325,57.545,1165.0,49.591,0.135,2.00,13.9238,47661.1,1.2334,0.5835,13.00,1.502,0.433,0.6817,0.0000,0.316,0.224,0.467,0.0000,10.81,2.47,7,12,20,65
150000,3001,2.413,0.625,29.59,217459,191540,802,301,25238,35919,841343.4,1622661.9,0.015,0.732,0.095,0.158,27,22.87,11.47,0.02,0.64,0.19,1.29,0.24,0.76,11.90,5.43,0.00,0.00,0.015,0.076,867,0.115,0.011,0.949,0.000,0.040,375830,336171,6,0.530,0.099,0.175,7536743,0.133,2.354,0.045,12.45,202554,97,45.176,0.551,0.788,31213479,1.01,30.76,0.000,0.021,0.000,10.0,24.0,36.0,108.0,37082,0.141,0.00,0.0024,0.020,207,0.866,0.000,0.866,0.444,4.83,10.42,9.89,0.00,0.000,1.01,1.01,1.01,0.867,0.00151,3.41,252.4713,8207.70,49318.1,140196.6,111.418,94.0358,206.161,170.293,0.647,0.167,3.5,4.539,198.137,264,645.8,45.34,7.405,88.718,911.7,77.792,0.135,2.00,23.9987,72020.0,2.0666,0.5257,12.36,1.834,0.343,1.3183,0.0000,0.150,0.179,0.177,0.0000,12.64,2.04,7,12,18,54
160000,4084,1.978,0.616,22.09,186154,169889,183,2569,12430,148181,589286.1,1191007.1,0.017,0.692,0.129,0.163,51,19.28,13.96,0.08,0.90,1.78,3.87,0.29,0.86,9.55,7.01,0.00,0.00,0.087,0.160,1720,0.117,0.028,0.912,0.001,0.059,226504,192265,11,0.440,0.038,0.198,10174976,0.136,1.950,0.044,13.37,101868,136,8.038,0.358,0.755,17100276,1.03,26.32,0.001,0.274,0.000,6.2,15.7,36.0,158.0,47789,0.182,0.00,0.0015,0.044,500,0.740,0.000,0.795,0.239,3.54,6.58,5.14,0.00,0.000,1.04,1.03,1.02,0.744,0.00162,1.97,170.3054,7511.95,78617.9,140196.6,39.919,66.1035,157.070,177.837,0.917,0.256,13.9,6.626,101.741,313,834.0,52.04,8.297,56.427,1255.4,48.302,0.134,2.00,10.2415,41826.4,1.0982,0.5934,11.70,1.620,0.430,0.6817,0.0000,0.263,0.222,0.351,0.0000,10.81,2.35,5,10,19,79
170000,2988,2.349,0.590,29.81,228712,198825,895,4053,26035,207879,848897.8,1699006.8,0.012,0.769,0.081,0.138,26,22.59,10.92,0.04,0.74,0.10,0.84,0.34,1.14,11.95,5.15,0.00,0.00,0.008,0.055,825,0.115,0.013,0.953,0.000,0.034,382702,336096,10,0.246,0.017,0.194,7192469,0.134,2.335,0.041,13.73,207837,135,8.173,0.406,0.818,34497055,1.01,33.43,0.000,0.015,0.000,10.7,24.0,34.0,126.0,37146,0.142,0.00,0.0024,0.016,197,0.850,0.000,0.834,0.428,5.33,11.56,10.48,0.00,0.000,1.01,1.01,1.01,0.853,0.00217,3.69,250.3462,7704.22,39193.0,140196.6,109.445,92.4273,214.774,207.588,0.624,0.131,3.6,6.490,199.615,286,725.4,48.74,8.120,89.134,753.2,77.796,0.135,2.00,27.7666,82966.7,2.3716,0.5854,12.43,1.818,0.356,1.3183,0.0000,0.155,0.189,0.185,0.0000,13.00,2.53,8,12,17,63
180000,3040,2.234,0.505,21.32,145484,132835,351,758,11488,37118,562458.6,1066933.6,0.015,0.710,0.097,0.178,46,22.38,15.16,0.15,1.32,0.27,1.80,0.58,1.57,12.78,6.88,0.00,0.00,0.012,0.063,909,0.173,0.028,0.932,0.000,0.041,193000,173168,9,0.498,0.078,0.303,7919369,0.140,1.842,0.035,12.44,98285,137,28.744,0.334,0.725,18165404,1.05,26.77,0.000,0.038,0.000,9.5,18.0,42.0,124.0,41890,0.160,0.00,0.0014,0.027,262,0.808,0.000,0.817,0.301,4.71,9.17,7.50,0.00,0.000,1.06,1.06,1.05,0.809,0.00143,1.81,161.7334,6086.94,69496.5,140196.6,43.984,64.5852,141.431,195.015,0.789,0.234,4.9,4.336,99.766,293,786.7,48.91,7.889,53.446,958.5,45.682,0.135,2.00,17.8510,54266.9,1.4335,0.5172,13.78,1.576,0.430,0.6817,0.0000,0.280,0.230,0.370,0.0000,11.38,2.92,8,12,23,63
190000,2806,2.427,0.530,32.08,171011,146692,1162,203,23188,21986,776437.0,1477372.1,0.027,0.688,0.061,0.224,23,23.59,11.42,0.03,0.51,0.16,1.25,0.26,1.06,12.06,5.51,0.00,0.00,0.013,0.075,878,0.067,0.007,0.950,0.001,0.042,320483,300039,14,0.413,0.025,0.133,5518250,0.143,2.102,0.037,11.16,195565,87,67.196,0.581,0.852,29664969,1.01,36.91,0.000,0.021,0.000,10.7,24.0,36.0,168.0,35078,0.134,0.00,0.0023,0.013,118,0.895,0.000,0.890,0.486,5.66,12.79,11.70,0.00,0.000,1.01,1.01,1.01,0.896,0.00109,3.14,230.9489,6617.64,36982.7,140196.6,120.778,85.7541,187.004,174.870,0.470,0.122,2.4,3.067,192.467,333,922.1,40.19,6.932,80.908,544.0,71.725,0.133,2.00,30.7879,86390.8,2.6270,0.6130,12.50,1.891,0.289,1.3183,0.0000,0.104,0.158,0.105,0.0000,13.81,2.35,7,12,18,84
200000,2924,2.298,0.494,23.28,128428,116955,362,80,10913,13307,540019.4,989095.3,0.022,0.672,0.087,0.219,44,22.84,14.87,0.08,1.13,0.17,1.22,0.59,1.66,12.78,6.67,0.00,0.00,0.010,0.061,887,0.224,0.024,0.944,0.000,0.032,174248,158289,10,0.428,0.050,0.349,7048874,0.140,1.667,0.036,11.97,93376,82,74.329,0.525,0.723,16430795,1.03,29.43,0.000,0.042,0.000,9.5,20.0,40.0,132.0,39815,0.152,0.00,0.0014,0.035,252,0.821,0.000,0.836,0.312,5.03,10.14,8.27,0.00,0.000,1.03,1.03,1.02,0.821,0.00122,1.73,153.4616,5761.26,69434.5,140196.6,46.846,62.7948,132.618,186.674,0.706,0.234,4.1,3.564,98.217,323,816.1,38.66,7.800,51.143,1056.5,43.502,0.135,1.99,18.6733,54600.7,1.4831,0.5217,13.62,1.627,0.431,0.6817,0.0000,0.242,0.232,0.348,0.0000,12.08,3.05,8,12,21,66
210000,2567,2.565,0.599,32.97,151170,129427,1191,112,20797,15726,747306.2,1410694.0,0.028,0.666,0.049,0.257,23,25.35,11.04,0.01,0.23,0.11,0.75,0.21,1.24,12.84,5.40,0.00,0.00,0.009,0.057,810,0.048,0.005,0.954,0.000,0.040,302328,284097,9,0.415,0.122,0.102,4753073,0.148,2.426,0.043,10.09,189656,74,89.705,0.679,0.852,27413846,1.00,37.80,0.000,0.024,0.000,10.7,26.0,36.0,106.0,33834,0.129,0.00,0.0023,0.009,81,0.908,0.000,0.902,0.515,6.06,13.35,12.20,0.00,0.000,1.00,1.01,1.00,0.909,0.00095,2.85,220.4559,7549.92,37307.1,140196.6,124.964,82.5223,175.633,157.345,0.449,0.121,2.0,2.439,187.818,371,1004.9,49.57,6.332,78.085,651.8,69.320,0.135,2.00,33.1838,85182.7,2.6304,0.5959,13.18,1.923,0.248,1.3183,0.0000,0.086,0.138,0.081,0.0000,14.22,2.12,7,13,19,55
220000,2902,2.302,0.489,22.31,127021,115739,393,71,10483,11391,532500.5,1004724.0,0.023,0.642,0.092,0.243,44,22.77,14.90,0.06,0.90,0.17,1.23,0.57,1.45,12.97,6.79,0.00,0.04,0.009,0.064,883,0.189,0.019,0.949,0.000,0.032,175996,159815,11,0.456,0.100,0.334,5855362,0.138,1.719,0.035,11.22,94472,60,88.203,0.634,0.739,15595951,1.02,29.12,0.000,0.029,0.000,9.0,20.0,42.0,204.0,39959,0.152,0.00,0.0014,0.032,255,0.822,0.000,0.841,0.323,5.02,9.93,8.36,0.00,0.001,1.02,1.02,1.02,0.822,0.00116,1.59,153.9425,5835.94,66900.0,140196.6,48.309,61.3773,132.425,170.744,0.762,0.227,4.3,3.367,97.838,276,704.9,31.04,7.276,50.561,1014.5,43.432,0.136,2.00,19.7383,57280.5,1.5319,0.5083,13.77,1.603,0.435,0.6817,0.0000,0.256,0.235,0.379,0.0000,11.98,3.09,7,13,22,102
230000,3125,2.270,0.522,30.26,218797,185071,668,4055,28780,192822,812932.4,1759052.4,0.020,0.661,0.077,0.242,21,21.46,10.92,0.04,0.90,0.25,1.44,0.33,1.26,11.07,5.29,0.00,0.00,0.016,0.072,1063,0.085,0.007,0.950,0.000,0.043,390943,341581,20,0.232,0.141,0.171,6312666,0.138,2.052,0.035,12.22,237218,165,9.123,0.544,0.822,30628624,1.01,36.46,0.000,0.072,0.000,10.0,22.0,34.0,146.0,36553,0.139,0.00,0.0023,0.020,200,0.878,0.000,0.891,0.458,5.00,12.17,9.37,0.00,0.000,1.01,1.01,1.01,0.882,0.00139,3.60,247.1928,6626.80,45460.9,140196.6,111.911,94.0014,211.826,192.525,0.592,0.146,3.5,4.339,195.288,283,654.6,51.39,7.267,88.261,740.2,75.939,0.135,2.00,24.8794,77748.2,2.3742,1.2323,11.70,1.843,0.336,1.3183,0.0000,0.125,0.184,0.157,0.0000,13.65,2.58,7,11,17,73
240000,3004,2.319,0.512,22.02,150492,138537,302,278,11496,27747,567009.8,1084066.2,0.017,0.667,0.108,0.207,46,22.52,15.88,0.05,0.83,0.13,0.92,0.61,1.32,13.06,7.20,0.00,0.00,0.006,0.046,849,0.203,0.021,0.943,0.000,0.035,194079,172698,12,0.487,0.084,0.373,8630397,0.143,1.737,0.036,12.47,98279,95,39.070,0.597,0.750,17070696,1.02,28.59,0.000,0.022,0.000,9.8,16.7,42.0,138.0,41614,0.159,0.00,0.0014,0.038,261,0.796,0.000,0.829,0.279,4.89,9.68,7.95,0.00,0.000,1.03,1.02,1.02,0.796,0.00150,1.88,163.2403,6129.16,67862.9,140196.6,43.376,64.1694,145.227,193.891,0.814,0.231,4.3,4.499,99.934,293,780.7,39.67,7.742,53.960,1054.3,46.282,0.135,2.00,18.5141,55616.3,1.4361,0.7999,13.85,1.574,0.436,0.6817,0.0000,0.277,0.239,0.413,0.0000,11.85,3.21,9,12,23,69
250000,2834,2.461,0.516,32.67,165840,141749,1100,80,23081,12718,774103.2,1462168.6,0.028,0.634,0.070,0.269,23,23.95,10.93,0.02,0.36,0.08,0.63,0.26,1.18,12.32,5.35,0.00,0.00,0.006,0.048,888,0.065,0.010,0.951,0.000,0.038,313706,293215,15,0.415,0.052,0.129,5465995,0.149,2.099,0.036,10.56,194771,48,114.968,0.762,0.851,26591802,1.01,38.36,0.000,0.017,0.000,10.0,24.0,36.0,122.0,35952,0.137,0.00,0.0022,0.017,97,0.893,0.000,0.893,0.489,5.79,13.15,12.08,0.00,0.000,1.01,1.01,1.01,0.894,0.00101,2.93,229.3940,6453.94,35808.4,140196.6,121.263,85.7344,184.968,172.760,0.497,0.117,2.3,2.857,191.488,339,892.7,55.58,6.606,81.237,534.2,71.982,0.135,2.00,30.9128,87607.0,2.5505,0.6469,12.69,1.887,0.294,1.3183,0.0000,0.100,0.167,0.119,0.0000,14.24,2.35,7,12,18,61
