step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share
110000,252,3.573,0.143,10.22,18005,7983,41,9910,105,184,410215.1,24191.8,0.006,0.503,0.163,0.273,0.054,8294,54.13,14.92,31.34,11.40,1.30,4.30,0.96,2.27,20.53,7.43,1.01,3.08,0.022,0.084,92,0.147,0.889,0.099,0.000,0.012,14013,7769,3,0.536,0.000
120000,235,4.101,0.144,10.70,13110,7076,45,5957,49,277,409614.1,15592.6,0.005,0.224,0.263,0.363,0.145,11681,54.90,7.04,33.09,6.94,1.89,2.79,0.58,2.45,19.34,5.45,1.86,2.68,0.037,0.052,66,0.243,0.932,0.060,0.000,0.009,9803,4357,4,0.511,0.021
130000,237,4.116,0.152,13.17,11535,7257,41,4201,34,94,410353.3,11167.9,0.001,0.241,0.172,0.348,0.238,10402,57.14,6.13,34.68,5.38,1.98,3.53,0.15,1.09,20.33,5.69,1.97,3.47,0.032,0.056,107,0.156,0.937,0.051,0.000,0.013,8491,5120,1,1.000,0.000
140000,205,4.389,0.175,12.84,12164,6065,35,6092,4,294,409497.4,21089.2,0.002,0.137,0.291,0.338,0.232,8820,63.97,0.27,39.11,10.23,4.88,9.59,0.64,1.05,19.33,3.94,4.33,8.38,0.076,0.150,57,0.283,0.868,0.112,0.000,0.020,8648,4704,2,0.580,0.200
150000,217,4.368,0.143,11.67,8107,5809,89,2197,0,88,410188.4,7300.7,0.003,0.135,0.270,0.378,0.214,15080,63.79,1.97,41.08,7.28,1.93,6.22,0.79,2.50,20.00,1.83,1.84,5.94,0.030,0.097,46,0.138,0.935,0.065,0.000,0.000,5567,2047,3,0.479,0.000
160000,213,4.175,0.145,12.00,8031,6123,121,1790,1,58,409404.2,5848.1,0.002,0.144,0.238,0.421,0.195,16437,63.68,1.41,40.69,7.96,1.58,5.63,0.60,3.55,20.82,3.45,1.51,5.37,0.025,0.088,58,0.225,0.930,0.056,0.000,0.014,5644,2154,3,0.662,0.066
170000,220,4.291,0.149,11.88,8309,6089,122,2085,6,82,409519.8,6567.3,0.002,0.155,0.276,0.408,0.159,15262,59.99,13.72,35.61,12.99,3.80,8.32,0.57,2.24,20.01,4.44,3.63,7.94,0.059,0.130,40,0.209,0.868,0.123,0.000,0.009,5815,2502,3,0.764,0.000
180000,205,4.394,0.164,11.93,10180,6198,90,3865,42,151,409954.8,11059.3,0.003,0.173,0.291,0.386,0.147,13114,64.00,0.00,41.80,7.52,1.40,5.36,0.45,3.17,20.36,3.33,1.33,5.12,0.022,0.084,41,0.263,0.941,0.044,0.000,0.015,7313,3119,2,0.127,0.810
190000,202,4.379,0.148,11.96,11056,6415,87,4480,77,126,409722.4,11084.5,0.005,0.212,0.336,0.357,0.089,11439,63.75,2.48,41.29,7.01,1.31,5.20,1.50,1.57,19.66,3.01,1.25,4.96,0.020,0.081,45,0.252,0.950,0.045,0.000,0.005,8129,4121,4,0.827,0.054
200000,210,4.507,0.150,11.90,9592,5829,102,3646,7,181,410189.5,11939.9,0.002,0.213,0.365,0.333,0.087,13407,64.00,0.00,40.94,6.18,1.27,5.11,1.90,2.33,19.90,3.25,1.21,4.87,0.020,0.080,71,0.114,0.957,0.043,0.000,0.000,6940,3303,2,0.567,0.376
210000,376,2.850,0.113,12.39,11458,6577,104,4510,101,111,410099.3,9856.7,0.004,0.197,0.347,0.375,0.076,10604,35.72,21.12,13.87,18.56,0.02,0.22,5.07,6.10,16.76,7.45,0.02,0.21,0.000,0.003,154,0.112,0.944,0.008,0.000,0.048,8826,4249,3,0.896,0.051
220000,289,3.565,0.139,12.79,15778,7640,36,8040,149,300,409587.7,16626.2,0.010,0.141,0.349,0.424,0.076,7241,48.13,8.57,31.44,6.91,1.34,2.69,0.10,0.51,15.25,3.48,1.30,2.55,0.025,0.048,122,0.111,0.913,0.073,0.000,0.014,12594,6428,1,0.429,0.571
230000,267,3.644,0.137,12.81,14699,7439,68,7140,74,555,410269.7,15652.9,0.003,0.038,0.428,0.401,0.129,7142,45.51,17.06,26.87,12.88,3.29,6.19,0.09,0.67,15.26,5.06,3.04,5.61,0.061,0.120,93,0.120,0.652,0.300,0.000,0.049,11716,6702,2,0.697,0.150
240000,282,3.513,0.122,12.50,15422,7492,87,7732,96,328,410578.9,15603.9,0.002,0.049,0.437,0.388,0.124,8266,48.69,7.33,31.51,6.57,1.58,3.97,0.01,0.24,15.59,3.76,1.41,3.44,0.031,0.080,79,0.149,0.848,0.135,0.000,0.018,12226,5195,2,0.390,0.436
250000,294,3.380,0.118,12.37,16161,8160,99,7681,209,1118,410199.4,15207.5,0.002,0.057,0.458,0.366,0.116,7023,45.04,9.83,29.61,9.64,1.18,3.56,0.02,0.35,14.23,3.96,1.14,3.37,0.023,0.062,73,0.116,0.854,0.133,0.000,0.014,13201,6866,4,0.476,0.058
260000,260,3.841,0.139,11.68,15757,7355,68,8218,150,830,409728.5,16782.7,0.005,0.073,0.393,0.386,0.144,7741,49.84,5.25,34.29,5.30,1.20,4.18,0.01,0.12,14.35,2.39,1.07,3.70,0.021,0.072,51,0.165,0.896,0.100,0.000,0.004,12743,6188,3,0.431,0.319
270000,294,3.477,0.120,12.65,18419,7835,125,10127,298,1278,410103.5,18009.5,0.004,0.043,0.378,0.485,0.090,6042,44.33,13.33,28.04,11.61,2.23,5.52,0.03,0.41,14.02,3.42,2.10,5.22,0.040,0.095,66,0.194,0.782,0.201,0.000,0.017,15417,9479,3,0.639,0.000
280000,228,4.526,0.174,12.29,22840,8825,95,13627,359,2473,408967.9,23414.7,0.005,0.027,0.481,0.411,0.076,4622,54.86,12.23,29.66,10.78,6.94,8.49,0.18,0.96,18.08,5.21,6.49,8.00,0.115,0.137,79,0.140,0.636,0.333,0.000,0.031,19488,12689,3,0.509,0.000
290000,277,3.617,0.135,12.40,20100,9067,53,10745,186,1370,410611.6,19776.7,0.006,0.022,0.496,0.419,0.058,5810,45.97,15.22,29.40,12.13,2.38,6.04,0.09,0.76,14.10,5.31,2.08,5.30,0.046,0.125,86,0.126,0.773,0.188,0.000,0.040,16586,9918,2,0.617,0.278
300000,282,3.789,0.125,12.98,22138,8993,73,12860,207,1814,410019.3,22695.1,0.005,0.009,0.476,0.446,0.062,4960,46.95,12.34,32.57,9.94,1.61,4.75,0.00,0.00,12.77,3.73,1.50,4.29,0.027,0.074,59,0.323,0.784,0.199,0.000,0.018,18565,11494,4,0.546,0.188
310000,295,3.405,0.133,12.75,23948,9738,90,13714,393,1498,409594.8,23170.9,0.005,0.009,0.494,0.443,0.048,4371,41.32,18.03,24.69,14.70,3.19,6.71,0.01,0.17,13.42,4.89,2.93,6.19,0.059,0.131,92,0.176,0.695,0.278,0.000,0.027,20272,13722,3,0.732,0.020
320000,303,3.570,0.132,12.86,23119,9233,47,13581,250,1774,409695.4,25683.9,0.008,0.012,0.449,0.470,0.061,4325,41.07,18.29,26.49,14.18,2.02,5.34,0.05,0.46,12.51,5.07,1.92,5.04,0.034,0.083,80,0.109,0.739,0.234,0.000,0.026,19235,13126,2,0.670,0.238
330000,288,3.613,0.128,13.14,25527,8810,36,16118,578,887,410641.1,27431.9,0.008,0.023,0.463,0.433,0.073,3816,45.79,15.85,30.02,12.32,1.67,5.22,0.02,0.21,14.08,4.55,1.48,4.63,0.031,0.104,57,0.490,0.854,0.111,0.000,0.035,21598,14561,4,0.743,0.000
340000,275,3.796,0.124,12.96,31371,10386,36,20117,845,673,410902.0,30942.5,0.010,0.014,0.458,0.452,0.066,3141,47.58,14.56,30.05,12.49,2.16,6.00,0.00,0.00,15.37,4.16,2.04,5.69,0.034,0.094,54,0.531,0.869,0.113,0.000,0.018,27183,20052,3,0.775,0.022
350000,254,3.748,0.145,12.71,30845,10107,55,19829,875,626,409717.1,30219.0,0.009,0.013,0.449,0.459,0.071,3187,53.70,7.62,34.30,5.61,3.56,7.29,0.00,0.00,15.84,4.14,3.35,6.91,0.059,0.128,44,0.339,0.795,0.185,0.000,0.020,26593,19281,2,0.772,0.000
360000,325,3.161,0.121,12.84,33625,9454,68,23210,822,735,409629.3,34604.5,0.007,0.015,0.424,0.435,0.119,2992,40.85,18.46,26.30,15.71,1.21,4.57,0.02,0.33,13.32,4.81,1.00,4.12,0.024,0.099,66,0.449,0.905,0.055,0.000,0.040,28925,19190,2,0.760,0.182
370000,343,3.084,0.125,12.87,32008,9411,61,21468,1050,583,409028.5,31488.9,0.006,0.013,0.442,0.473,0.066,3271,37.77,20.66,22.92,16.48,2.22,6.22,0.09,1.01,12.54,6.21,1.99,5.62,0.039,0.117,85,0.399,0.845,0.096,0.000,0.058,27684,20447,2,0.624,0.265
380000,316,3.447,0.116,12.61,31580,9870,59,20823,855,583,409304.8,31528.4,0.006,0.012,0.459,0.450,0.073,3317,43.22,16.15,28.72,13.94,1.25,4.63,0.04,0.62,13.22,4.19,1.16,4.33,0.020,0.072,67,0.570,0.908,0.063,0.000,0.028,27377,18763,2,0.801,0.136
390000,402,2.695,0.116,12.86,31074,10028,66,20114,780,602,409369.4,31125.0,0.006,0.011,0.460,0.451,0.072,3273,31.58,21.64,17.43,17.34,1.52,5.05,0.14,1.12,12.48,6.38,1.33,4.53,0.032,0.109,115,0.224,0.861,0.100,0.002,0.037,27014,19515,2,0.928,0.000
400000,318,3.413,0.142,11.83,27358,10241,66,16722,413,948,409553.2,26874.3,0.007,0.009,0.490,0.401,0.093,3885,40.22,17.96,26.44,13.86,1.75,4.93,0.08,1.46,11.94,4.84,1.69,4.73,0.030,0.083,91,0.280,0.767,0.179,0.000,0.053,23180,15958,3,0.610,0.000
410000,276,3.653,0.142,12.83,24866,10057,69,14406,376,1109,409833.4,23537.8,0.008,0.009,0.492,0.419,0.072,4346,46.31,14.25,30.43,11.37,2.14,5.47,0.02,0.19,13.71,4.22,2.04,5.17,0.040,0.089,73,0.159,0.783,0.196,0.000,0.022,20996,13621,2,0.870,0.036
420000,266,3.747,0.132,12.88,24893,9875,56,14566,406,971,409701.9,24531.0,0.008,0.013,0.504,0.423,0.052,4268,48.38,12.56,32.38,10.39,2.38,5.84,0.03,0.44,13.59,3.50,2.27,5.53,0.040,0.091,66,0.188,0.744,0.226,0.000,0.030,21016,13375,4,0.440,0.000
430000,305,3.424,0.136,13.22,25912,10187,58,15158,470,1042,409579.3,24277.7,0.007,0.011,0.515,0.428,0.039,3907,41.88,18.86,26.41,14.91,2.36,6.03,0.04,0.49,13.07,4.57,2.13,5.59,0.049,0.129,86,0.275,0.820,0.148,0.000,0.033,21977,14842,3,0.325,0.400
440000,263,3.875,0.139,12.87,26244,10275,59,15518,434,961,410132.8,24359.0,0.006,0.012,0.506,0.432,0.044,3833,49.59,12.95,32.32,9.60,3.25,6.58,0.02,0.12,14.01,3.77,3.08,6.19,0.053,0.103,64,0.285,0.681,0.300,0.000,0.019,22544,15409,3,0.700,0.000
450000,275,3.801,0.130,12.76,24452,10015,76,13977,372,1469,410022.9,22587.2,0.008,0.009,0.511,0.431,0.040,4313,48.40,12.11,33.12,9.58,1.31,4.20,0.05,0.69,13.92,3.71,1.27,4.04,0.022,0.066,48,0.236,0.822,0.160,0.000,0.018,20599,14117,4,0.400,0.029
460000,301,3.683,0.117,12.80,26408,10369,57,15447,509,866,409895.5,24186.0,0.006,0.010,0.490,0.421,0.073,3899,45.02,15.06,30.04,12.68,1.44,4.55,0.07,0.70,13.47,4.36,1.37,4.32,0.025,0.080,92,0.206,0.821,0.159,0.000,0.020,22651,15383,4,0.362,0.000
470000,304,3.301,0.127,12.75,26649,10435,64,15711,436,1397,410002.9,24962.4,0.008,0.008,0.521,0.408,0.054,3885,44.38,16.76,27.78,14.38,2.29,5.81,0.04,0.33,14.26,4.97,2.18,5.50,0.040,0.106,89,0.132,0.757,0.204,0.000,0.039,22758,15519,4,0.283,0.092
480000,250,3.907,0.172,12.78,26622,9994,67,16239,376,895,409694.4,25500.6,0.007,0.008,0.516,0.405,0.063,4241,50.14,11.39,32.26,9.85,3.34,6.83,0.06,0.63,14.49,4.15,3.08,6.26,0.055,0.111,63,0.256,0.708,0.276,0.000,0.016,22715,15132,6,0.440,0.028
490000,342,3.118,0.122,12.50,24090,10398,69,13263,268,1214,409992.6,23016.9,0.009,0.010,0.530,0.398,0.054,4357,39.58,10.54,23.67,8.69,1.97,3.07,0.13,0.78,13.80,5.51,1.90,2.90,0.050,0.072,144,0.094,0.810,0.170,0.000,0.020,20232,13430,4,0.532,0.000
500000,255,3.875,0.166,12.71,18907,7837,37,10884,236,683,409158.1,24057.2,0.014,0.021,0.368,0.511,0.086,5763,49.25,22.81,26.90,17.06,7.00,9.82,0.00,0.00,15.35,4.93,6.81,9.69,0.111,0.159,51,0.314,0.643,0.333,0.000,0.024,15087,9392,3,0.333,0.278
510000,219,4.294,0.164,12.72,15434,8411,38,6878,143,186,410221.3,14066.1,0.009,0.020,0.437,0.464,0.069,7051,58.21,12.21,37.24,12.30,3.65,7.22,0.53,4.31,16.79,3.17,3.62,7.22,0.057,0.113,54,0.201,0.795,0.183,0.000,0.023,12292,7413,3,0.466,0.105
520000,260,3.747,0.153,12.95,13618,8156,46,5313,62,128,410350.6,12171.4,0.007,0.024,0.431,0.478,0.060,7858,51.72,16.20,34.85,13.62,0.92,4.09,0.04,0.40,15.90,5.45,0.91,4.07,0.015,0.064,87,0.265,0.935,0.031,0.000,0.035,10734,6419,3,0.919,0.000
530000,240,4.129,0.150,12.87,16596,8066,30,8225,295,267,410741.8,15470.2,0.007,0.024,0.430,0.469,0.069,6495,55.83,10.73,37.09,12.39,1.79,5.58,0.03,0.22,16.92,4.39,1.67,5.39,0.032,0.108,63,0.237,0.854,0.125,0.000,0.021,13333,7993,3,0.758,0.058
540000,242,4.010,0.148,12.90,14786,8136,38,6486,124,323,410845.8,13965.5,0.007,0.020,0.440,0.470,0.063,7196,55.81,12.19,37.37,12.04,2.50,6.53,0.07,1.03,15.87,3.79,2.50,6.53,0.039,0.102,50,0.479,0.822,0.161,0.000,0.017,11697,7389,3,0.657,0.074
550000,234,3.990,0.148,12.85,16980,7282,65,9443,198,373,410890.2,18437.0,0.005,0.028,0.400,0.411,0.156,6924,57.50,6.63,40.15,7.59,1.71,5.47,0.06,0.80,15.58,2.55,1.63,5.33,0.027,0.087,47,0.585,0.880,0.107,0.000,0.013,13504,8532,3,0.816,0.017
560000,235,3.964,0.149,12.88,17175,8255,53,8602,264,163,410858.1,16499.3,0.007,0.017,0.431,0.467,0.078,5729,58.10,3.45,40.86,5.56,1.44,5.27,0.00,0.00,15.80,2.89,1.44,5.27,0.023,0.082,49,0.566,0.940,0.055,0.000,0.004,14041,10643,2,0.932,0.000
570000,289,3.294,0.140,12.08,19673,7974,31,11127,487,330,410806.2,19359.3,0.006,0.018,0.417,0.462,0.097,6081,43.14,21.84,24.81,19.48,3.52,8.05,0.13,1.56,14.67,5.61,2.88,6.99,0.072,0.161,81,0.294,0.806,0.163,0.000,0.031,16300,11582,2,0.529,0.339
580000,234,4.210,0.153,12.95,19055,8048,50,10519,493,274,410932.2,19252.2,0.007,0.022,0.393,0.472,0.107,5091,56.38,4.88,39.97,7.82,0.65,3.35,0.07,1.04,15.69,4.44,0.65,3.35,0.010,0.052,47,0.645,0.957,0.034,0.000,0.009,15625,10101,2,0.970,0.000
590000,235,4.039,0.144,12.56,17724,7738,52,9698,235,260,410934.1,18004.4,0.007,0.017,0.434,0.458,0.084,6434,56.38,12.34,36.39,12.04,4.53,8.49,0.06,0.86,15.40,3.35,4.53,8.49,0.071,0.133,40,0.404,0.757,0.238,0.000,0.004,14387,8509,3,0.647,0.077
600000,231,4.191,0.146,12.19,18055,8618,48,9016,377,204,410885.2,17182.1,0.007,0.018,0.413,0.470,0.091,6195,51.89,16.98,32.64,15.28,3.74,7.78,0.31,4.09,15.20,4.96,3.58,7.75,0.074,0.150,59,0.364,0.823,0.165,0.000,0.013,14843,9608,2,0.489,0.325
610000,332,3.156,0.139,12.29,21220,7816,33,12843,427,421,410668.5,23866.7,0.009,0.023,0.431,0.389,0.148,5189,37.42,24.53,23.34,19.47,1.51,5.08,0.17,1.17,12.41,6.11,1.38,5.09,0.043,0.118,103,0.238,0.855,0.081,0.000,0.063,17584,10394,4,0.325,0.452
620000,246,3.972,0.144,12.50,20722,7480,57,12912,359,715,410654.5,23593.2,0.006,0.026,0.378,0.384,0.206,6325,53.16,12.89,35.93,12.48,2.25,5.99,0.29,2.17,14.69,3.51,2.00,5.45,0.043,0.107,67,0.366,0.854,0.106,0.000,0.041,16500,8553,4,0.244,0.480
630000,263,3.706,0.151,11.78,18237,8902,48,9099,171,339,410275.8,17807.1,0.010,0.033,0.429,0.456,0.072,6547,52.59,10.19,30.00,8.39,1.62,3.78,0.06,0.69,20.92,8.21,1.54,3.56,0.029,0.064,107,0.091,0.859,0.118,0.000,0.023,14911,8188,2,0.414,0.338
640000,225,4.339,0.193,11.74,13982,7405,85,6482,48,295,409191.4,15162.8,0.019,0.146,0.270,0.506,0.058,8866,60.59,4.07,38.41,7.35,1.51,4.81,0.31,1.39,20.36,8.07,1.45,4.66,0.024,0.076,57,0.182,0.911,0.062,0.000,0.027,10995,6663,1,0.502,0.498
650000,246,3.647,0.144,12.97,16419,7039,61,9034,264,272,410363.8,18515.5,0.035,0.054,0.499,0.281,0.131,7336,53.07,10.54,32.21,12.78,1.24,4.36,0.79,3.76,18.83,6.92,1.06,3.56,0.022,0.074,99,0.187,0.907,0.085,0.000,0.008,13094,7831,2,0.809,0.000
660000,254,4.019,0.149,11.25,11927,6367,56,5388,108,177,409927.8,13528.4,0.020,0.045,0.418,0.249,0.268,10643,52.92,13.92,32.75,10.94,1.46,3.36,2.22,3.18,16.49,6.90,1.26,3.17,0.034,0.100,93,0.165,0.791,0.169,0.000,0.039,9108,5205,2,0.732,0.075
670000,219,4.492,0.187,12.55,19249,7629,61,11272,322,636,409733.2,23733.9,0.023,0.093,0.416,0.191,0.277,6669,60.53,5.37,36.63,9.08,3.69,6.81,0.14,1.59,20.07,6.57,3.69,6.81,0.058,0.106,67,0.169,0.868,0.123,0.000,0.009,15628,8222,3,0.187,0.653
680000,236,4.131,0.179,12.14,19057,7253,25,11272,490,185,409960.5,22701.3,0.012,0.039,0.354,0.095,0.501,6965,55.19,11.08,33.32,8.78,2.53,5.53,0.75,2.59,18.59,6.55,2.47,5.37,0.044,0.107,88,0.153,0.805,0.178,0.000,0.017,14886,8051,2,0.661,0.305
690000,256,3.700,0.140,10.63,29754,12212,17,15955,1550,417,411829.3,21408.2,0.005,0.036,0.249,0.147,0.563,4549,54.01,6.42,31.07,6.87,0.27,1.91,0.10,1.45,22.57,7.82,0.27,1.91,0.004,0.030,79,0.215,0.969,0.023,0.000,0.008,26281,20545,2,0.977,0.000
700000,272,3.961,0.185,9.80,20445,7396,13,12719,301,213,409081.4,27711.6,0.004,0.067,0.252,0.369,0.307,7291,49.94,23.17,26.76,17.59,5.08,9.59,0.12,1.33,17.98,7.48,4.38,8.25,0.079,0.150,58,0.213,0.779,0.195,0.000,0.026,16203,10152,2,0.515,0.261
710000,244,3.834,0.148,11.55,21304,7387,28,13550,367,287,409843.8,24249.0,0.006,0.077,0.245,0.445,0.226,7342,54.36,5.90,33.02,5.21,0.84,3.39,0.07,0.67,20.44,5.93,0.84,3.39,0.015,0.059,65,0.189,0.947,0.053,0.000,0.000,17350,11466,1,0.930,0.070
720000,247,4.143,0.151,12.08,14645,7174,25,7288,155,292,410895.4,17286.4,0.004,0.113,0.263,0.438,0.181,8790,54.78,6.40,35.05,4.10,1.86,3.98,0.14,0.41,17.73,5.64,1.83,3.94,0.029,0.063,53,0.348,0.874,0.121,0.000,0.004,11577,6591,3,0.486,0.097
730000,377,3.004,0.109,11.86,24682,9214,50,14542,746,188,410459.2,23856.8,0.009,0.154,0.284,0.305,0.248,4972,33.14,17.83,18.17,14.35,1.22,3.91,0.37,1.98,13.38,7.34,1.16,3.70,0.019,0.061,114,0.252,0.873,0.090,0.000,0.037,21090,12725,1,0.546,0.454
740000,249,3.787,0.143,7.85,17922,8522,17,9095,416,164,410392.9,16453.3,0.018,0.139,0.278,0.332,0.233,8724,55.08,4.52,34.58,2.73,1.31,3.55,1.51,2.59,17.68,4.18,1.27,3.37,0.022,0.059,61,0.201,0.928,0.056,0.000,0.016,14600,8814,1,0.506,0.494
750000,366,3.076,0.111,8.84,12226,9071,59,2906,73,130,409667.1,6189.5,0.010,0.047,0.392,0.244,0.308,14617,35.96,6.40,22.17,4.05,1.99,4.45,0.05,0.50,11.75,3.95,1.51,3.12,0.045,0.098,116,0.077,0.833,0.134,0.000,0.033,9537,5598,2,0.888,0.016
760000,297,3.682,0.131,8.69,13044,8268,87,4684,74,148,409947.2,11163.5,0.008,0.133,0.345,0.277,0.238,12536,47.85,16.24,29.01,13.89,0.33,1.66,0.02,0.19,18.48,8.68,0.31,1.47,0.005,0.027,95,0.081,0.933,0.051,0.000,0.017,10271,5721,2,0.781,0.000
770000,325,3.134,0.117,10.27,15811,8478,51,7064,190,244,410802.5,14604.0,0.011,0.094,0.377,0.328,0.189,10819,42.18,10.99,24.12,7.60,0.94,2.53,0.63,2.80,16.50,6.84,0.84,2.17,0.019,0.050,117,0.068,0.880,0.086,0.000,0.034,12558,6958,2,0.815,0.003
780000,373,2.900,0.127,10.13,21159,11744,17,9197,153,410,410934.7,18822.9,0.006,0.036,0.460,0.441,0.056,6602,33.09,21.43,17.83,14.91,2.37,5.67,0.22,1.41,12.67,7.47,2.37,5.67,0.042,0.100,76,0.354,0.823,0.131,0.000,0.046,17802,12258,2,0.812,0.038
790000,244,4.039,0.162,9.11,24567,11073,24,13101,498,386,410169.4,21574.0,0.008,0.020,0.366,0.519,0.086,5859,53.81,5.99,34.09,6.76,2.96,6.88,0.05,0.40,16.71,3.86,2.67,6.19,0.048,0.109,44,0.320,0.861,0.131,0.000,0.008,21467,17653,2,0.754,0.000
800000,260,3.643,0.138,9.37,15484,8833,40,6519,76,228,410234.0,13580.7,0.004,0.007,0.476,0.455,0.058,10121,48.27,12.51,28.92,10.88,2.32,5.35,0.31,1.25,16.72,6.90,2.06,4.74,0.041,0.091,84,0.181,0.781,0.200,0.000,0.019,12417,8068,2,0.408,0.204
810000,205,4.408,0.184,8.65,28780,10272,8,17970,585,408,410647.5,31123.0,0.016,0.006,0.309,0.648,0.021,5432,63.84,0.85,40.60,5.83,2.23,5.42,1.25,1.88,19.76,3.65,2.19,5.27,0.035,0.085,49,0.122,0.868,0.112,0.000,0.020,25065,19821,2,0.420,0.507
820000,258,3.701,0.172,9.94,24840,10936,16,13530,305,241,410091.6,24636.3,0.014,0.009,0.358,0.606,0.013,5980,51.41,20.79,27.78,16.62,5.94,8.93,0.30,1.05,17.40,3.96,5.91,8.89,0.093,0.140,50,0.209,0.674,0.244,0.000,0.081,21640,16969,3,0.329,0.287
830000,433,2.578,0.123,9.12,34030,11133,8,22195,519,296,410266.2,35373.5,0.014,0.007,0.235,0.726,0.018,4096,28.99,20.21,12.40,13.56,2.53,6.69,0.61,2.05,13.44,5.93,2.32,6.12,0.040,0.108,159,0.085,0.753,0.166,0.000,0.081,30491,25049,2,0.106,0.790
840000,211,4.678,0.172,8.46,21955,8242,21,13665,249,475,409592.2,23757.7,0.018,0.013,0.336,0.615,0.018,7786,63.80,1.94,40.94,6.71,3.79,7.34,0.53,1.24,18.54,2.88,3.79,7.34,0.059,0.115,41,0.156,0.697,0.280,0.000,0.024,18668,13778,4,0.436,0.000
