step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share
190000,288,3.551,0.112,9.88,24070,8617,66,14988,373,202,409732.8,23418.1,0.012,0.099,0.442,0.446,0.001,9361,43.52,17.42,24.22,13.23,3.43,6.09,0.49,1.36,15.40,4.26,3.27,5.85,0.063,0.110,84,0.156,0.743,0.229,0.000,0.028,7377,3317,2,0.368,0.458
200000,369,2.914,0.098,10.15,26738,8416,90,17608,543,391,410195.2,26015.9,0.022,0.077,0.387,0.510,0.004,7941,37.79,14.06,23.75,13.19,0.41,1.86,0.46,1.68,13.17,4.36,0.40,1.84,0.007,0.032,99,0.268,0.894,0.057,0.000,0.049,9218,4123,3,0.461,0.106
210000,244,4.051,0.143,9.99,21106,6735,71,14160,265,332,409493.7,28059.9,0.007,0.087,0.512,0.393,0.001,9777,53.64,14.81,33.78,14.06,3.43,7.83,0.72,1.65,15.71,2.75,2.90,6.43,0.054,0.122,51,0.152,0.766,0.209,0.000,0.025,6264,3006,3,0.623,0.107
220000,367,2.906,0.124,9.63,21478,7139,44,13860,312,218,409693.4,24583.3,0.016,0.065,0.465,0.453,0.001,9649,34.96,23.71,19.56,18.17,2.32,6.50,0.75,2.37,12.33,5.56,1.91,5.39,0.041,0.114,83,0.147,0.796,0.158,0.000,0.046,7025,3670,5,0.793,0.025
230000,234,3.851,0.148,9.35,25230,5998,30,18765,570,282,410962.5,30499.6,0.017,0.056,0.338,0.588,0.002,8032,56.11,13.71,29.29,13.30,10.22,11.89,0.49,0.55,16.11,3.20,8.48,9.84,0.160,0.186,22,0.427,0.590,0.393,0.000,0.017,9574,6296,2,0.466,0.085
240000,252,3.497,0.141,8.97,26227,6830,42,18607,730,201,410932.4,28154.9,0.014,0.074,0.349,0.561,0.002,8287,46.44,24.34,17.94,13.80,12.81,11.95,0.87,2.73,14.81,5.06,10.67,9.95,0.200,0.187,34,0.528,0.500,0.472,0.000,0.028,9868,6479,2,0.548,0.198
250000,230,3.996,0.161,9.18,21268,5612,75,15202,401,158,410514.1,24159.6,0.012,0.071,0.310,0.603,0.003,10146,56.06,8.82,34.05,10.32,5.84,9.65,0.66,1.74,15.50,3.65,4.78,7.96,0.092,0.151,26,0.313,0.687,0.304,0.000,0.009,7119,4188,2,0.496,0.374
260000,210,4.114,0.168,9.43,22230,5789,36,15989,436,479,410198.6,27568.8,0.015,0.060,0.367,0.556,0.002,9790,56.53,13.00,27.40,12.45,12.39,11.88,0.60,0.76,16.14,2.95,10.35,9.88,0.194,0.186,21,0.505,0.538,0.448,0.000,0.014,7914,5020,2,0.433,0.233
270000,214,4.302,0.158,9.42,26190,6654,49,18840,643,129,410510.7,29645.8,0.015,0.073,0.386,0.523,0.003,7940,55.53,16.30,23.87,12.42,14.80,11.67,0.72,0.67,16.13,3.64,12.34,9.72,0.231,0.182,21,0.617,0.467,0.519,0.000,0.014,8980,5537,2,0.617,0.121
280000,330,2.967,0.128,9.65,29174,6342,55,21918,743,217,410524.0,32161.0,0.013,0.064,0.366,0.549,0.008,7189,36.19,25.21,15.59,16.35,7.03,10.91,0.86,2.36,12.70,5.64,5.66,8.92,0.115,0.179,57,0.276,0.706,0.245,0.000,0.048,11026,6905,2,0.291,0.461
290000,270,3.582,0.136,10.13,29030,6829,39,21511,711,183,410721.7,31826.1,0.017,0.068,0.392,0.522,0.001,6784,47.04,20.98,24.97,16.32,7.16,10.86,0.44,0.88,14.47,4.52,5.98,9.05,0.112,0.170,38,0.381,0.696,0.289,0.000,0.015,11181,6763,3,0.485,0.181
300000,250,3.985,0.129,9.42,25526,6662,69,18245,570,136,410219.9,28142.2,0.015,0.082,0.382,0.520,0.001,8023,52.30,16.00,31.25,15.09,4.38,8.41,0.70,2.54,15.97,4.55,3.70,7.00,0.069,0.131,49,0.412,0.688,0.288,0.000,0.024,8507,4635,3,0.368,0.248
310000,241,3.809,0.134,9.57,21908,6555,102,14856,404,157,410544.2,24684.1,0.014,0.077,0.395,0.513,0.001,9546,55.34,9.54,35.87,10.31,3.36,7.46,0.58,1.23,15.53,3.52,2.93,6.27,0.052,0.116,29,0.568,0.817,0.174,0.000,0.008,7110,3639,3,0.647,0.054
320000,334,3.097,0.120,9.69,19660,7262,94,11872,339,233,410141.3,19940.3,0.011,0.081,0.445,0.462,0.000,10327,38.37,22.44,23.20,17.80,1.72,5.05,0.43,1.19,13.02,5.34,1.60,4.77,0.029,0.081,76,0.335,0.862,0.120,0.000,0.018,6389,3820,2,0.805,0.060
330000,240,4.112,0.129,9.63,22084,7189,91,14460,438,395,410419.8,22699.6,0.015,0.086,0.449,0.448,0.001,9619,56.26,6.83,35.06,7.37,4.20,7.68,0.85,1.28,16.15,2.48,4.01,7.29,0.066,0.120,26,0.458,0.725,0.258,0.000,0.017,6671,3901,2,0.658,0.000
340000,284,3.504,0.129,9.64,23069,7218,91,15181,535,194,409898.2,22103.4,0.011,0.085,0.453,0.450,0.001,8807,44.69,18.70,26.40,15.81,2.43,6.30,0.60,1.58,15.26,5.83,2.32,6.00,0.038,0.099,67,0.180,0.842,0.127,0.000,0.032,7577,4423,2,0.831,0.014
350000,242,4.016,0.136,10.20,24935,6859,99,17483,536,205,409602.1,24288.5,0.019,0.094,0.412,0.473,0.001,8646,54.38,7.26,36.34,6.06,2.25,5.45,0.55,1.22,15.24,2.77,2.17,5.20,0.035,0.085,43,0.215,0.835,0.140,0.000,0.025,9078,5460,3,0.773,0.095
360000,256,3.967,0.134,9.75,25171,6502,75,17926,654,305,409823.7,26284.6,0.018,0.094,0.386,0.501,0.002,6862,48.82,20.07,24.24,14.18,7.88,9.72,1.25,1.44,15.45,4.29,7.46,9.24,0.127,0.161,35,0.391,0.641,0.340,0.000,0.020,8669,4902,2,0.406,0.262
370000,268,3.793,0.128,10.54,25505,7090,51,17687,665,227,410209.9,27941.8,0.021,0.098,0.413,0.467,0.001,7695,48.00,16.44,31.74,13.43,1.77,5.38,0.37,0.92,14.12,3.41,1.69,5.12,0.029,0.087,41,0.437,0.873,0.112,0.000,0.015,7907,4055,2,0.825,0.097
380000,241,3.965,0.136,9.83,26557,7066,90,18620,808,285,409957.2,27046.9,0.019,0.102,0.407,0.469,0.004,7532,49.11,18.69,27.34,14.39,5.68,8.70,1.33,4.10,14.76,4.09,5.41,8.25,0.089,0.136,45,0.261,0.660,0.307,0.000,0.033,8275,4388,2,0.427,0.286
390000,243,3.853,0.131,9.95,26519,7099,75,18507,836,219,409991.7,27078.3,0.015,0.107,0.407,0.470,0.001,7976,51.68,15.09,30.29,13.09,4.42,7.69,1.37,4.29,15.60,3.97,4.18,7.30,0.069,0.120,45,0.288,0.671,0.305,0.000,0.025,8111,4391,2,0.490,0.337
400000,263,3.931,0.127,10.62,25388,6734,77,17932,625,277,410030.0,27315.6,0.017,0.104,0.394,0.483,0.002,7403,51.61,11.37,33.06,11.11,2.62,6.61,0.57,1.50,15.36,4.06,2.49,6.28,0.041,0.103,49,0.308,0.856,0.137,0.000,0.008,7861,4153,2,0.837,0.038
410000,260,3.749,0.124,10.35,25595,6954,72,17923,649,225,409680.6,25841.1,0.020,0.100,0.381,0.497,0.002,7186,48.80,17.53,29.38,14.02,4.07,7.61,0.71,1.31,14.65,3.89,3.73,7.01,0.064,0.121,47,0.277,0.746,0.250,0.000,0.004,8695,4512,2,0.169,0.727
420000,216,4.189,0.139,9.35,26070,6473,80,18828,733,391,409703.8,28398.3,0.022,0.095,0.387,0.494,0.003,7483,61.71,5.31,31.14,10.08,10.95,9.49,1.82,1.47,17.80,2.74,10.36,9.02,0.174,0.157,45,0.505,0.704,0.287,0.000,0.009,9006,4857,3,0.454,0.231
430000,398,2.650,0.102,9.60,25516,6589,69,17976,700,394,409545.4,26802.4,0.023,0.097,0.423,0.455,0.003,6869,30.40,22.66,15.08,17.32,2.38,6.31,0.41,1.35,12.53,5.43,2.25,5.96,0.038,0.100,83,0.161,0.842,0.123,0.000,0.035,7914,3900,3,0.485,0.379
440000,234,4.022,0.142,10.95,21963,5824,75,15794,434,228,410524.0,27243.8,0.014,0.114,0.395,0.475,0.002,8340,59.64,9.56,39.67,8.64,1.58,4.23,0.30,0.92,18.09,3.55,1.41,3.42,0.025,0.066,64,0.231,0.915,0.073,0.000,0.013,6474,3279,4,0.671,0.256
450000,198,4.740,0.185,8.08,17811,6426,41,11244,136,363,410138.9,24172.7,0.012,0.165,0.368,0.452,0.002,10468,63.69,1.38,33.41,12.83,8.92,9.47,0.35,1.24,21.01,4.58,8.02,8.51,0.139,0.148,30,0.414,0.742,0.253,0.000,0.005,4920,2313,2,0.783,0.207
460000,233,4.132,0.143,9.13,17499,6964,38,10237,225,339,409411.9,18475.1,0.024,0.166,0.296,0.513,0.001,12196,55.76,8.97,33.60,11.47,4.49,8.14,0.30,1.21,17.38,5.80,3.92,7.23,0.072,0.131,50,0.206,0.854,0.120,0.000,0.026,5404,3080,2,0.670,0.052
470000,408,2.878,0.093,10.31,24608,8266,58,15627,482,327,409733.3,22293.1,0.019,0.107,0.418,0.454,0.002,8320,33.15,13.92,22.53,11.87,0.23,1.16,0.10,0.64,10.29,3.74,0.23,1.12,0.005,0.023,110,0.118,0.929,0.044,0.000,0.027,8795,4417,2,0.549,0.338
480000,299,3.447,0.119,10.75,29292,9255,90,19451,605,881,410409.1,26994.2,0.029,0.204,0.308,0.456,0.002,6385,46.12,9.43,30.83,5.06,1.31,3.55,0.38,1.17,13.61,3.60,1.23,3.29,0.021,0.056,104,0.154,0.863,0.134,0.000,0.003,11003,4405,3,0.462,0.144
490000,292,3.258,0.137,10.66,23321,8256,74,14685,313,443,409617.9,26185.0,0.017,0.154,0.362,0.445,0.022,8031,45.90,18.84,29.86,14.36,0.76,2.95,0.27,1.19,15.01,5.37,0.76,2.95,0.012,0.047,102,0.075,0.860,0.123,0.000,0.017,7764,3190,2,0.199,0.798
500000,342,2.967,0.119,11.29,21605,7787,51,13430,287,504,409855.7,23509.9,0.015,0.150,0.374,0.435,0.026,7958,35.36,22.85,16.91,17.26,3.51,6.73,0.20,0.69,14.74,7.25,2.46,5.62,0.073,0.141,123,0.085,0.766,0.205,0.000,0.029,7365,3109,3,0.316,0.553
510000,253,3.739,0.146,11.61,22852,7165,60,15370,346,427,409984.5,26595.9,0.017,0.121,0.392,0.465,0.004,6497,52.60,8.28,32.22,10.20,5.04,8.94,0.00,0.00,15.34,3.26,4.03,7.06,0.088,0.155,64,0.198,0.739,0.253,0.000,0.008,8131,3948,4,0.419,0.277
520000,249,4.088,0.146,11.69,21123,7961,71,12877,218,483,410097.5,21992.6,0.019,0.095,0.437,0.450,0.001,7310,51.46,15.19,29.82,14.32,5.96,9.51,0.10,0.64,15.59,4.23,5.51,8.82,0.107,0.172,52,0.257,0.719,0.265,0.000,0.016,7527,4019,2,0.683,0.040
530000,256,3.881,0.129,11.54,22359,7033,86,14865,368,413,410611.3,25070.3,0.009,0.077,0.456,0.455,0.003,6847,47.98,14.57,26.73,14.94,5.72,8.02,0.23,2.06,15.30,3.15,5.59,7.87,0.129,0.153,42,0.301,0.703,0.289,0.000,0.008,6982,3358,3,0.438,0.277
540000,251,3.853,0.138,12.27,19989,6613,129,13147,105,521,410190.1,23837.9,0.004,0.056,0.479,0.457,0.004,8000,52.44,12.78,33.02,12.21,3.88,7.46,0.29,2.26,15.25,3.61,3.88,7.46,0.067,0.128,54,0.203,0.689,0.303,0.000,0.008,5548,2703,4,0.434,0.044
550000,239,4.127,0.134,12.46,20320,7238,88,12901,105,280,410411.4,22040.0,0.005,0.055,0.468,0.468,0.004,7411,54.85,5.87,37.42,7.27,2.08,5.82,0.09,0.80,15.26,2.82,2.00,5.54,0.036,0.100,52,0.351,0.870,0.121,0.000,0.008,5912,2814,3,0.657,0.205
560000,293,3.330,0.145,10.68,19952,7996,98,11634,170,268,409807.2,19663.3,0.010,0.054,0.448,0.488,0.000,7556,40.51,20.42,21.78,15.03,5.08,8.16,0.02,0.27,13.63,5.19,5.06,8.16,0.100,0.142,78,0.218,0.618,0.352,0.000,0.031,7486,4115,4,0.235,0.457
570000,246,3.990,0.135,12.13,15996,7476,106,8367,94,246,410451.7,15431.7,0.011,0.061,0.477,0.450,0.001,9009,55.04,8.89,35.11,10.57,3.59,7.46,0.00,0.00,16.34,3.52,3.57,7.46,0.062,0.128,61,0.171,0.744,0.248,0.000,0.008,4997,2319,5,0.175,0.329
580000,273,3.666,0.135,12.27,20868,8558,89,12024,170,319,410063.1,19731.5,0.012,0.056,0.419,0.513,0.001,6683,47.48,17.58,28.94,14.59,3.22,7.05,0.44,2.51,14.88,4.85,3.17,7.03,0.056,0.122,84,0.158,0.806,0.168,0.000,0.026,7864,3908,5,0.267,0.121
590000,271,3.609,0.135,11.90,25379,7737,67,17297,280,309,410191.4,28350.1,0.017,0.057,0.418,0.507,0.000,5782,50.59,13.75,32.61,13.19,2.53,6.16,0.05,0.60,15.39,3.79,2.53,6.16,0.044,0.106,69,0.148,0.768,0.192,0.000,0.041,9872,5225,6,0.258,0.210
600000,291,3.388,0.133,10.14,24456,8057,68,16107,204,405,410186.1,27275.8,0.014,0.055,0.407,0.523,0.001,7783,43.33,16.13,23.67,15.94,3.02,6.98,0.05,0.44,16.59,4.38,3.02,6.98,0.052,0.120,66,0.144,0.784,0.196,0.000,0.021,9363,5611,5,0.409,0.072
610000,282,3.609,0.128,11.26,23852,7868,85,15640,268,291,410274.6,27265.5,0.022,0.043,0.447,0.488,0.000,8560,46.80,15.35,27.50,15.23,2.76,6.52,0.04,0.42,16.51,4.86,2.63,6.19,0.051,0.125,66,0.167,0.706,0.266,0.000,0.028,8028,4342,4,0.273,0.550
620000,267,3.604,0.147,11.40,22711,7144,101,15296,185,275,409905.0,25684.9,0.018,0.050,0.437,0.495,0.001,8404,44.21,18.09,23.58,15.70,4.90,8.20,0.07,0.78,15.67,3.92,4.74,8.13,0.089,0.146,72,0.210,0.655,0.322,0.000,0.022,7188,3647,3,0.236,0.536
630000,285,3.447,0.132,11.68,26514,7032,96,19052,316,629,410206.2,31111.1,0.006,0.064,0.447,0.482,0.000,5938,45.11,18.42,26.57,15.84,4.01,7.79,0.02,0.30,14.52,4.64,3.97,7.78,0.073,0.146,73,0.253,0.733,0.249,0.000,0.018,8760,4450,2,0.530,0.281
640000,284,3.433,0.124,11.54,25781,7304,77,18120,281,850,409683.0,30065.1,0.005,0.053,0.433,0.508,0.002,6987,46.95,16.14,28.88,14.81,3.04,6.74,0.00,0.06,15.02,3.64,2.62,6.07,0.061,0.131,82,0.201,0.757,0.211,0.000,0.032,9301,5102,3,0.507,0.085
650000,261,3.657,0.136,11.64,21863,7516,92,14060,218,1217,409629.2,24435.4,0.013,0.038,0.450,0.499,0.001,7894,48.64,15.47,29.77,13.79,3.30,6.86,0.00,0.00,15.57,3.81,3.30,6.86,0.059,0.118,71,0.195,0.674,0.310,0.000,0.015,7434,3848,5,0.330,0.042
660000,306,3.247,0.128,11.00,24059,7559,88,16170,197,440,409845.3,27992.7,0.016,0.052,0.446,0.487,0.000,6912,43.43,20.20,26.01,15.91,3.33,6.75,0.04,0.40,14.06,4.28,3.28,6.71,0.058,0.117,57,0.376,0.654,0.304,0.000,0.042,7886,3911,4,0.507,0.013
670000,240,3.976,0.127,12.39,19940,6724,88,13094,100,218,409297.1,23434.9,0.006,0.050,0.472,0.472,0.000,9477,55.18,6.16,35.12,9.42,3.85,7.17,0.03,0.24,16.19,3.61,3.75,6.88,0.069,0.124,52,0.254,0.821,0.167,0.000,0.013,6385,3424,2,0.338,0.517
680000,240,3.784,0.140,12.14,18669,7372,112,11029,156,503,409673.2,19396.7,0.006,0.055,0.451,0.485,0.003,7977,51.77,13.05,33.80,12.18,3.15,6.26,0.10,0.86,14.72,4.05,2.83,6.29,0.065,0.118,50,0.221,0.771,0.229,0.000,0.000,6173,2954,4,0.642,0.058
690000,277,3.587,0.128,12.62,21163,6976,118,13947,85,674,408854.6,24380.8,0.009,0.052,0.451,0.477,0.010,8995,47.91,16.17,28.61,15.14,3.29,7.19,0.08,0.68,15.92,4.13,3.20,6.96,0.057,0.123,69,0.220,0.794,0.188,0.000,0.018,6446,3320,2,0.661,0.195
700000,254,3.922,0.138,12.01,16959,7261,111,9501,109,333,408905.0,16994.5,0.011,0.050,0.466,0.472,0.001,7905,52.05,12.16,32.67,11.69,2.87,6.42,0.06,0.61,16.44,3.38,2.87,6.42,0.050,0.111,61,0.311,0.807,0.177,0.000,0.016,5317,2686,2,0.713,0.165
710000,294,3.205,0.137,13.40,16452,7498,103,8708,103,251,409533.8,16534.8,0.008,0.056,0.470,0.466,0.000,8808,43.59,19.01,26.83,15.60,2.20,5.63,0.12,0.92,14.44,4.75,2.20,5.63,0.039,0.097,83,0.136,0.762,0.218,0.000,0.020,5192,2710,2,0.585,0.320
720000,236,4.199,0.136,13.15,19287,7085,87,11949,224,274,409668.8,22236.0,0.007,0.067,0.424,0.501,0.000,6688,55.83,5.01,38.35,6.24,1.67,4.49,0.13,0.83,15.69,3.38,1.67,4.49,0.029,0.077,65,0.195,0.881,0.102,0.000,0.017,5984,2606,2,0.369,0.572
730000,308,3.228,0.132,12.42,22127,7236,102,14549,168,292,410241.2,25069.1,0.017,0.060,0.421,0.502,0.000,6393,41.90,19.31,24.42,15.86,2.97,6.63,0.31,0.82,14.20,4.47,2.95,6.63,0.052,0.116,86,0.224,0.701,0.276,0.000,0.023,7272,3371,4,0.380,0.081
740000,308,3.394,0.125,11.28,23129,6997,79,15938,115,381,410050.9,27806.1,0.014,0.046,0.433,0.506,0.001,6676,41.42,19.87,24.92,16.23,2.46,5.88,0.06,0.70,13.98,4.11,2.46,5.88,0.043,0.102,73,0.231,0.727,0.231,0.000,0.042,7910,3966,4,0.308,0.429
750000,350,2.962,0.121,9.73,29160,7559,84,21162,313,294,410429.2,32212.2,0.014,0.037,0.427,0.522,0.000,6268,35.52,20.07,19.91,15.01,2.99,6.73,0.02,0.37,12.60,5.21,2.99,6.73,0.052,0.116,82,0.234,0.686,0.269,0.000,0.046,12626,7897,5,0.160,0.540
760000,245,3.967,0.139,11.85,31436,7220,60,23910,351,214,409910.9,36357.3,0.031,0.056,0.390,0.523,0.000,7167,51.92,12.54,32.66,11.94,4.32,7.39,0.09,0.74,14.85,3.29,4.32,7.39,0.075,0.128,48,0.249,0.698,0.294,0.000,0.008,13617,9219,5,0.212,0.396
770000,273,3.728,0.133,11.60,26127,7090,85,18679,245,227,409627.5,32735.9,0.009,0.062,0.396,0.525,0.008,8614,48.10,16.33,29.01,14.18,4.64,7.84,0.06,0.65,14.39,4.09,4.48,7.49,0.081,0.135,49,0.220,0.593,0.396,0.000,0.011,8262,4371,2,0.542,0.267
780000,281,3.376,0.149,10.59,27712,6999,77,20237,391,262,410712.9,34367.7,0.010,0.076,0.382,0.525,0.008,7866,43.61,18.80,24.73,15.38,4.58,8.00,0.13,1.32,14.16,4.99,4.48,7.85,0.079,0.138,58,0.199,0.669,0.306,0.000,0.025,9179,5340,5,0.235,0.345
790000,267,3.525,0.171,10.07,36107,7484,58,28152,427,373,411117.9,43720.5,0.012,0.056,0.351,0.572,0.009,6252,43.02,20.36,21.75,15.16,7.08,9.21,0.00,0.00,14.19,4.59,7.08,9.21,0.123,0.159,42,0.326,0.494,0.464,0.000,0.041,14198,9113,4,0.345,0.000
800000,293,3.653,0.134,11.01,29031,7077,78,21598,252,455,410495.7,36310.5,0.010,0.076,0.386,0.520,0.008,7630,43.37,17.66,25.46,14.95,3.41,7.04,0.02,0.21,14.48,4.61,3.37,6.97,0.060,0.122,50,0.222,0.706,0.249,0.000,0.044,9907,5964,4,0.334,0.048
810000,286,3.574,0.133,11.98,26547,7152,78,18764,560,271,410799.9,31331.1,0.017,0.075,0.383,0.520,0.005,7845,47.57,15.95,29.38,15.46,2.61,5.97,0.01,0.17,15.56,6.10,2.58,5.95,0.049,0.118,63,0.224,0.710,0.259,0.000,0.031,9205,5367,4,0.339,0.245
820000,290,3.484,0.148,12.47,25655,7403,108,17689,451,203,410602.4,28710.6,0.029,0.094,0.344,0.533,0.000,5914,44.28,18.19,27.25,14.99,3.47,7.01,0.00,0.06,13.56,3.49,3.47,7.01,0.060,0.121,58,0.352,0.662,0.310,0.000,0.028,9344,5177,3,0.417,0.328
830000,301,3.424,0.132,13.28,23489,6892,90,16124,372,302,410361.7,27523.5,0.021,0.126,0.324,0.529,0.000,6401,45.87,17.91,30.94,14.47,1.96,4.64,0.14,1.08,12.83,4.98,1.96,4.64,0.037,0.082,64,0.502,0.834,0.123,0.000,0.043,7778,3826,2,0.728,0.236
840000,258,4.022,0.131,13.41,15205,7085,148,7924,91,263,409906.5,16248.6,0.011,0.121,0.366,0.502,0.000,9050,54.12,5.78,37.31,7.61,2.30,5.56,0.06,0.57,14.45,2.86,2.10,4.70,0.042,0.094,49,0.488,0.919,0.058,0.000,0.023,4678,2047,2,0.802,0.136
850000,268,3.961,0.139,11.93,17175,7113,143,9807,102,357,409089.3,18429.8,0.008,0.096,0.415,0.481,0.000,8289,48.56,16.98,29.53,15.38,3.54,7.46,0.22,1.57,15.28,5.77,3.46,7.32,0.061,0.129,65,0.321,0.713,0.246,0.000,0.041,5235,2348,3,0.478,0.325
