step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share
140000,304,3.499,0.133,11.51,20375,8226,16,11876,171,506,411006.5,21937.1,0.009,0.001,0.452,0.042,0.496,7358,45.58,11.26,29.21,8.36,0.62,2.10,0.17,0.91,15.58,4.84,0.48,1.16,0.014,0.050,122,0.066,0.908,0.082,0.000,0.010,6800,4515,1,1.000,0.000
150000,234,3.948,0.168,9.53,16878,8045,6,8830,67,375,409696.2,17699.3,0.007,0.002,0.435,0.236,0.320,12016,53.18,15.70,30.10,12.78,4.62,8.14,0.46,2.14,17.99,5.35,3.97,7.15,0.080,0.132,47,0.175,0.709,0.274,0.000,0.017,5263,3198,3,0.419,0.000
160000,306,3.312,0.125,10.76,19305,7722,17,11394,100,372,409390.8,22952.2,0.003,0.004,0.427,0.441,0.125,10187,43.98,15.57,26.55,14.61,0.77,3.50,1.43,3.31,15.23,3.83,0.64,2.98,0.013,0.056,82,0.291,0.895,0.069,0.000,0.036,6066,3940,3,0.879,0.000
170000,293,3.451,0.117,10.36,22293,7751,14,14391,150,498,409728.3,25978.1,0.002,0.004,0.383,0.484,0.127,8538,47.10,6.94,28.24,6.76,0.53,2.19,1.67,3.43,16.66,3.76,0.53,2.19,0.011,0.043,68,0.222,0.908,0.078,0.000,0.014,7246,4303,3,0.898,0.000
180000,231,3.945,0.155,10.92,17446,6016,26,11356,110,514,409970.5,23361.5,0.002,0.003,0.302,0.519,0.175,11601,59.46,8.48,37.34,9.48,1.53,5.33,0.99,1.68,19.60,3.55,1.30,4.51,0.026,0.091,46,0.333,0.922,0.074,0.000,0.004,5413,3368,1,0.944,0.056
190000,285,3.504,0.127,11.37,14974,6894,13,7946,67,258,410077.5,16563.6,0.000,0.000,0.422,0.412,0.165,12797,45.82,13.81,26.28,9.65,1.37,2.86,1.59,2.45,16.59,4.10,1.27,2.82,0.025,0.054,64,0.239,0.846,0.144,0.000,0.011,4178,2586,2,0.912,0.000
200000,290,3.346,0.120,12.31,17013,7146,39,9709,114,224,410344.9,18274.6,0.000,0.001,0.407,0.394,0.198,10325,45.11,14.99,25.92,11.81,1.63,3.91,1.28,1.51,16.28,4.80,1.30,3.54,0.034,0.073,69,0.428,0.848,0.141,0.000,0.010,4948,2838,2,0.817,0.128
210000,397,2.688,0.103,12.05,18551,7546,41,10698,159,370,410265.3,19023.7,0.000,0.001,0.422,0.383,0.193,8706,31.58,18.48,16.59,14.21,0.88,2.83,1.25,2.31,12.86,5.11,0.65,2.19,0.020,0.067,145,0.078,0.889,0.083,0.000,0.028,5671,3060,3,0.466,0.096
220000,223,4.196,0.161,12.36,16959,8041,46,8929,117,196,409276.2,17175.0,0.001,0.001,0.418,0.270,0.311,9166,58.13,7.41,36.83,6.91,1.35,3.92,1.32,3.15,18.63,4.05,1.32,3.87,0.021,0.062,86,0.130,0.924,0.067,0.000,0.009,5201,2368,1,0.803,0.197
230000,205,4.536,0.200,14.24,20377,7915,21,12363,96,491,409950.6,24941.6,0.002,0.010,0.312,0.317,0.359,6880,63.20,2.90,35.88,7.78,10.03,7.50,0.08,0.49,17.21,3.17,9.73,7.25,0.157,0.117,61,0.215,0.693,0.293,0.000,0.015,6531,3301,0,0.000,1.000
240000,244,3.802,0.156,13.36,15771,6054,34,9476,168,401,410122.5,18226.5,0.003,0.000,0.434,0.399,0.164,9319,52.38,17.46,30.90,14.67,3.74,7.34,0.25,0.50,17.49,5.65,3.45,6.98,0.065,0.134,77,0.160,0.725,0.246,0.000,0.029,4549,2736,3,0.660,0.000
250000,271,3.690,0.132,13.23,21841,6981,46,14598,189,532,410374.6,26111.9,0.001,0.001,0.454,0.398,0.147,7443,46.85,20.15,24.37,15.33,5.56,9.62,0.73,1.55,16.19,4.96,4.51,7.56,0.089,0.152,75,0.170,0.708,0.277,0.000,0.015,6833,4037,3,0.690,0.000
260000,273,3.680,0.135,12.83,19808,6829,56,12732,189,553,410564.9,23535.1,0.000,0.000,0.415,0.414,0.170,7717,49.19,14.07,29.77,13.35,1.68,4.64,0.82,1.05,16.93,3.98,1.58,4.16,0.027,0.073,60,0.275,0.788,0.187,0.000,0.026,5941,3807,3,0.821,0.000
270000,261,3.782,0.136,12.86,16458,6624,76,9676,94,467,410653.4,18799.3,0.000,0.000,0.374,0.399,0.227,8970,49.83,13.01,29.77,11.82,2.72,5.60,1.11,3.10,16.23,5.12,2.39,5.12,0.054,0.108,79,0.318,0.778,0.203,0.000,0.019,4790,2990,3,0.904,0.000
280000,222,4.243,0.162,13.18,15938,6249,69,9604,55,478,410750.5,20675.1,0.000,0.000,0.411,0.388,0.200,9673,57.59,10.69,34.87,10.44,5.27,7.62,0.13,0.45,17.32,3.93,5.27,7.62,0.083,0.119,49,0.221,0.608,0.383,0.000,0.009,4232,2484,2,0.527,0.000
290000,237,3.855,0.144,13.04,18843,6591,37,12089,111,416,410382.5,23132.9,0.003,0.000,0.443,0.394,0.159,8975,58.01,7.44,37.10,9.25,2.78,8.17,0.06,0.56,18.07,3.89,1.99,5.60,0.045,0.129,54,0.232,0.878,0.105,0.000,0.017,5423,3165,3,0.574,0.042
300000,287,3.333,0.139,12.32,25747,6962,17,18444,274,775,410531.0,33677.9,0.001,0.001,0.454,0.470,0.075,5848,44.95,23.35,25.46,18.51,2.99,7.27,0.13,0.40,16.36,5.56,2.54,6.31,0.055,0.123,57,0.230,0.760,0.202,0.000,0.038,8791,5959,1,0.679,0.321
310000,227,4.127,0.152,13.62,21391,6187,18,15116,130,651,410350.4,27591.5,0.001,0.000,0.488,0.445,0.065,8530,57.49,13.28,29.89,13.40,8.44,11.74,0.11,0.86,19.04,4.57,6.76,9.13,0.136,0.192,46,0.313,0.678,0.300,0.000,0.022,6887,4933,1,1.000,0.000
320000,226,4.157,0.143,13.00,20021,6972,26,12797,227,525,410160.2,21495.9,0.002,0.001,0.451,0.464,0.082,6977,59.25,4.74,38.47,6.92,1.00,3.57,0.10,1.03,19.68,3.76,0.70,2.51,0.017,0.060,50,0.288,0.920,0.080,0.000,0.000,6444,4227,1,0.013,0.987
330000,219,4.332,0.154,13.15,22711,6784,22,15734,178,897,410013.1,28203.5,0.004,0.000,0.458,0.453,0.086,7637,60.55,3.15,38.41,7.53,3.54,6.80,0.06,0.66,18.54,4.40,3.29,6.34,0.056,0.108,42,0.187,0.712,0.279,0.000,0.009,7398,4685,1,0.863,0.137
340000,260,3.708,0.136,14.08,16717,7420,30,9138,88,414,410483.5,19071.9,0.002,0.000,0.409,0.506,0.083,8199,52.09,3.51,31.03,8.76,4.93,7.86,0.11,0.50,16.02,3.29,4.60,7.34,0.093,0.149,56,0.254,0.846,0.154,0.000,0.000,5061,3375,2,0.658,0.000
350000,246,4.118,0.131,14.70,18554,7596,29,10783,160,338,410530.1,20377.6,0.001,0.001,0.455,0.451,0.093,6675,50.15,4.21,30.93,8.23,4.07,8.03,0.11,0.71,15.05,2.98,3.49,6.89,0.075,0.146,45,0.516,0.837,0.150,0.000,0.012,5565,2993,2,0.772,0.000
360000,290,3.515,0.147,14.40,18630,7521,28,10971,66,333,410405.7,22508.1,0.004,0.000,0.404,0.523,0.069,6525,44.87,14.86,28.17,14.06,2.07,5.42,0.12,0.69,14.50,4.17,1.24,3.48,0.043,0.112,88,0.210,0.845,0.134,0.000,0.021,5651,3554,2,0.928,0.000
370000,299,3.338,0.116,14.83,19110,7971,46,10946,138,645,409813.4,19708.9,0.002,0.001,0.398,0.520,0.080,6010,43.36,10.03,28.93,9.41,0.75,3.35,0.53,1.63,13.15,3.19,0.42,1.89,0.017,0.075,80,0.458,0.946,0.050,0.000,0.003,5738,3444,1,0.930,0.070
380000,215,4.426,0.164,13.30,19923,7647,31,12231,98,611,409572.0,25750.6,0.002,0.001,0.371,0.527,0.100,6792,60.81,3.75,35.57,10.31,5.02,9.66,0.63,3.01,19.59,4.22,3.81,7.49,0.080,0.156,47,0.312,0.800,0.191,0.000,0.009,5710,3631,1,1.000,0.000
390000,245,3.753,0.161,12.55,19068,7186,19,11795,38,485,409897.5,24947.2,0.001,0.000,0.358,0.489,0.151,7584,54.27,10.58,33.64,14.02,3.45,7.22,0.11,0.65,17.07,4.62,2.82,6.64,0.061,0.121,51,0.241,0.865,0.127,0.000,0.008,5329,3125,1,0.833,0.167
400000,263,3.675,0.133,13.60,17322,6571,40,10583,110,350,410326.1,22188.8,0.005,0.000,0.357,0.474,0.163,8644,51.00,7.92,31.29,7.01,1.87,4.28,0.85,4.56,17.00,4.41,1.71,3.86,0.033,0.071,72,0.262,0.810,0.183,0.000,0.008,5300,2928,2,0.422,0.335
410000,263,3.727,0.141,12.90,16356,6735,17,9573,31,240,410175.9,22235.1,0.002,0.001,0.371,0.438,0.188,8723,48.95,12.42,29.12,10.16,2.07,5.93,0.98,3.19,16.78,5.48,1.49,3.82,0.036,0.098,83,0.141,0.795,0.194,0.000,0.011,4659,2204,2,0.806,0.019
420000,308,3.350,0.120,12.89,17057,7628,37,9291,56,266,410622.8,17361.9,0.001,0.001,0.388,0.385,0.225,8901,42.45,10.56,26.86,9.71,1.32,3.77,0.00,0.00,14.28,3.18,1.14,3.07,0.027,0.073,95,0.250,0.825,0.140,0.000,0.036,5376,2656,1,0.994,0.006
430000,246,3.794,0.152,12.77,15705,6577,103,9062,25,268,410633.2,18336.5,0.001,0.001,0.311,0.474,0.212,9282,51.40,9.95,31.70,8.72,3.21,8.57,0.00,0.06,16.49,3.92,2.08,5.17,0.052,0.135,84,0.159,0.870,0.122,0.000,0.008,4660,2107,2,0.833,0.142
440000,304,3.251,0.129,11.18,18816,7116,4,11528,110,432,409398.7,24569.1,0.003,0.006,0.311,0.232,0.448,7868,42.11,13.93,20.69,13.13,2.55,6.84,0.16,1.94,18.71,5.44,1.53,3.92,0.047,0.124,105,0.148,0.819,0.132,0.000,0.049,6198,3379,1,0.359,0.641
450000,263,3.719,0.140,12.00,17309,6775,26,10349,200,431,409697.7,21281.2,0.001,0.007,0.319,0.289,0.385,8662,49.75,9.17,32.23,7.47,1.65,4.28,0.20,1.13,15.67,3.01,1.44,3.68,0.030,0.079,58,0.555,0.837,0.141,0.004,0.019,5704,3147,2,0.909,0.072
460000,316,3.112,0.119,11.71,15578,7493,56,7892,84,252,409638.0,15114.2,0.000,0.002,0.334,0.324,0.340,9706,42.46,9.20,27.39,8.09,0.66,1.32,0.00,0.00,14.41,3.88,0.64,1.18,0.017,0.034,87,0.253,0.848,0.142,0.000,0.009,4956,3698,1,0.886,0.114
470000,266,3.703,0.146,11.61,15547,5895,19,9602,81,359,410832.8,23170.9,0.000,0.006,0.317,0.344,0.333,10901,51.96,14.35,32.13,14.37,2.45,7.39,1.54,3.50,15.84,3.57,1.85,5.61,0.040,0.119,59,0.241,0.868,0.102,0.000,0.030,4254,2209,1,0.910,0.090
480000,279,3.543,0.132,10.42,18784,6086,19,12558,108,302,410695.6,27701.1,0.000,0.006,0.299,0.355,0.340,9804,44.70,20.06,21.56,15.69,7.32,10.96,0.68,1.10,15.15,4.35,5.48,8.25,0.133,0.178,47,0.265,0.659,0.301,0.000,0.039,5666,3816,2,0.760,0.000
490000,237,3.825,0.149,10.51,18419,5540,35,12792,94,427,409492.7,27047.7,0.000,0.004,0.237,0.602,0.158,11149,57.34,10.24,37.64,13.26,2.20,6.82,0.19,0.81,17.32,3.81,2.02,6.25,0.034,0.107,28,0.586,0.920,0.076,0.000,0.004,5420,4114,2,0.848,0.000
500000,262,3.425,0.154,10.22,23742,5260,38,18116,303,604,408759.0,31184.3,0.000,0.007,0.165,0.731,0.097,10281,44.30,22.48,20.24,18.26,8.37,10.91,0.60,2.76,15.08,4.12,6.90,9.97,0.160,0.187,42,0.298,0.672,0.298,0.000,0.031,7958,6453,2,0.298,0.405
510000,224,4.045,0.157,10.39,21064,4449,65,16344,244,760,409037.2,28903.8,0.000,0.006,0.205,0.691,0.098,8654,60.72,1.45,42.09,7.00,2.19,6.82,0.03,0.28,16.42,3.47,1.92,6.12,0.034,0.107,14,0.772,0.893,0.094,0.000,0.013,6183,4307,2,0.915,0.000
520000,222,4.170,0.163,10.85,23269,4891,69,17794,517,343,409918.8,28439.4,0.000,0.003,0.226,0.679,0.092,7535,60.47,4.70,39.70,9.31,4.22,9.13,0.06,0.58,16.48,2.00,3.87,8.37,0.066,0.143,21,0.351,0.842,0.153,0.000,0.005,9148,7353,2,0.820,0.000
530000,225,4.280,0.155,10.47,18692,5013,58,13199,419,276,410311.3,23074.1,0.000,0.003,0.194,0.681,0.121,9258,61.93,2.08,40.50,8.36,4.26,8.86,0.00,0.00,17.17,1.72,3.93,8.13,0.067,0.139,18,0.258,0.822,0.169,0.000,0.009,6602,5247,2,0.836,0.000
540000,226,4.082,0.162,10.35,13557,5021,73,8316,146,227,410272.4,16302.7,0.000,0.003,0.175,0.696,0.126,13908,61.85,2.25,41.46,8.49,2.76,7.53,0.28,2.43,17.36,3.19,2.30,6.52,0.043,0.118,34,0.403,0.881,0.111,0.000,0.009,3896,3010,2,0.898,0.000
550000,252,3.703,0.155,10.96,17287,5272,52,11648,289,299,410887.3,20736.3,0.000,0.003,0.238,0.638,0.120,10551,46.81,22.11,25.26,18.64,5.64,10.07,0.08,0.73,15.84,3.61,5.17,9.21,0.090,0.158,44,0.230,0.698,0.258,0.000,0.044,5648,4467,2,0.766,0.000
560000,211,4.598,0.206,10.97,14781,4933,52,9785,52,329,409974.3,23842.2,0.000,0.002,0.241,0.633,0.124,14194,60.17,10.43,37.29,14.32,6.91,10.41,0.05,0.31,15.92,3.03,6.57,10.25,0.112,0.169,39,0.275,0.754,0.232,0.000,0.014,4000,3082,2,0.711,0.000
570000,261,3.896,0.151,11.13,18048,5881,37,11911,169,538,410746.0,23248.0,0.000,0.005,0.399,0.378,0.217,10482,49.97,14.20,30.43,13.19,2.56,5.03,0.97,2.66,16.02,4.49,2.26,4.50,0.049,0.088,75,0.192,0.774,0.195,0.000,0.031,5884,4031,1,0.739,0.261
580000,215,4.359,0.175,10.39,13357,6581,42,6757,23,312,410091.1,17823.5,0.000,0.001,0.426,0.279,0.293,14361,59.23,4.82,37.67,8.42,3.13,7.53,0.47,2.76,17.97,3.30,2.57,6.25,0.050,0.118,38,0.549,0.865,0.121,0.000,0.014,3467,2129,2,0.879,0.009
590000,240,3.974,0.160,10.12,13695,7763,13,5883,11,264,410624.0,14538.6,0.001,0.002,0.438,0.140,0.419,14984,54.50,14.19,33.20,13.59,3.40,7.88,0.50,1.43,17.39,4.59,2.70,6.54,0.060,0.137,48,0.363,0.850,0.138,0.000,0.013,3864,2505,3,0.708,0.121
600000,254,3.946,0.150,10.85,13761,7167,31,6474,75,302,410372.8,14091.3,0.001,0.003,0.337,0.237,0.422,15895,52.13,15.61,31.60,14.10,3.35,8.19,0.41,2.62,16.76,4.26,2.30,6.10,0.066,0.156,52,0.264,0.870,0.110,0.000,0.020,3880,1987,3,0.575,0.000
610000,325,3.177,0.115,11.47,14536,6810,41,7442,172,427,410562.3,14259.1,0.001,0.001,0.298,0.312,0.388,12735,41.92,6.75,24.26,4.71,1.60,2.83,0.20,1.22,15.86,4.92,1.35,2.20,0.036,0.062,67,0.289,0.834,0.154,0.000,0.012,4478,2482,1,0.455,0.545
620000,290,3.545,0.133,12.43,17326,8178,15,9118,50,370,410070.5,19372.9,0.000,0.004,0.472,0.173,0.351,9936,46.44,15.10,28.49,12.33,1.74,5.18,0.39,1.15,15.81,4.10,1.54,4.58,0.030,0.087,78,0.134,0.848,0.117,0.000,0.034,5266,2415,2,0.907,0.000
630000,251,3.886,0.153,12.42,16450,7421,61,8951,56,228,409630.8,17519.2,0.000,0.002,0.408,0.206,0.384,9883,51.01,5.49,34.45,3.13,2.26,4.93,0.24,1.10,14.07,2.51,2.02,4.60,0.038,0.081,45,0.215,0.892,0.108,0.000,0.000,5120,2618,2,0.825,0.000
640000,337,3.260,0.114,11.93,18478,7552,86,10645,109,391,409224.8,19216.8,0.001,0.003,0.409,0.186,0.401,9499,42.55,13.29,29.00,11.08,0.92,3.46,0.03,0.29,12.59,3.32,0.82,3.17,0.016,0.059,60,0.228,0.890,0.092,0.000,0.018,6393,3139,3,0.650,0.157
650000,298,3.504,0.126,12.23,18808,8669,89,9893,196,342,409982.3,17723.6,0.004,0.005,0.384,0.184,0.423,9612,46.25,10.27,30.55,9.34,1.72,5.13,0.29,2.02,13.68,3.22,1.43,4.60,0.031,0.088,74,0.285,0.886,0.084,0.000,0.030,6837,3356,3,0.735,0.000
660000,304,3.393,0.133,12.46,20311,8214,35,11843,213,368,410447.0,22427.6,0.000,0.001,0.366,0.182,0.451,7809,41.55,19.01,25.66,13.73,3.51,7.03,0.15,0.93,12.23,4.94,2.90,6.16,0.063,0.125,67,0.355,0.766,0.194,0.000,0.039,6761,3705,3,0.480,0.306
670000,316,3.307,0.137,12.29,14864,7543,84,7156,69,212,409503.6,13868.6,0.000,0.001,0.335,0.243,0.420,10762,42.68,12.29,28.04,11.56,1.17,3.16,0.09,0.64,13.38,2.54,0.73,2.39,0.024,0.063,81,0.123,0.902,0.076,0.000,0.022,4797,2546,3,0.630,0.142
680000,312,3.461,0.129,12.08,14065,7327,97,6625,20,260,410344.2,13703.2,0.000,0.001,0.318,0.296,0.385,11614,43.30,13.93,28.31,12.41,1.39,5.53,0.07,0.49,13.53,4.05,0.82,3.36,0.028,0.106,59,0.420,0.907,0.077,0.000,0.016,4279,2106,3,0.545,0.160
690000,252,3.602,0.154,9.77,18114,6357,62,11681,74,506,410425.5,25513.8,0.001,0.003,0.355,0.338,0.303,9593,50.58,17.43,27.90,16.51,5.35,9.46,0.42,1.60,16.91,4.11,3.55,6.60,0.098,0.171,46,0.321,0.742,0.242,0.000,0.016,5177,2871,2,0.913,0.000
700000,225,3.909,0.151,10.03,28443,7301,16,20749,404,1315,410936.2,35487.4,0.002,0.005,0.644,0.140,0.210,7323,58.22,5.66,38.79,6.96,1.42,4.60,0.28,1.01,17.74,4.35,1.17,3.53,0.022,0.072,53,0.449,0.902,0.093,0.000,0.004,11373,8291,1,0.964,0.036
710000,225,4.258,0.173,10.84,20401,6476,17,13638,270,604,410672.1,26373.7,0.003,0.005,0.280,0.222,0.489,9561,58.23,11.64,37.00,12.65,3.77,7.97,0.15,0.93,17.31,4.33,3.02,6.50,0.066,0.141,67,0.218,0.853,0.129,0.000,0.018,7905,6006,1,1.000,0.000
720000,219,4.265,0.146,9.77,11621,5863,27,5717,20,212,410526.1,15113.8,0.001,0.003,0.375,0.321,0.299,18060,61.55,7.05,38.28,9.96,3.06,4.49,1.66,2.22,18.55,2.76,2.68,3.53,0.051,0.076,29,0.557,0.872,0.128,0.000,0.000,2943,1870,3,0.954,0.000
730000,292,3.565,0.128,10.08,13479,5706,63,7626,11,317,411100.4,17883.2,0.000,0.009,0.312,0.584,0.095,16447,46.90,11.89,29.50,10.76,1.29,4.13,0.43,2.91,15.68,4.46,1.13,3.58,0.023,0.073,48,0.586,0.873,0.113,0.000,0.014,3218,2608,1,0.914,0.086
740000,253,4.135,0.142,10.24,15477,7544,41,7879,52,370,410290.5,16216.5,0.001,0.010,0.383,0.465,0.142,12920,53.17,7.17,32.31,7.15,4.49,7.91,0.39,2.22,15.98,2.95,3.92,6.83,0.073,0.127,42,0.292,0.775,0.209,0.000,0.016,4314,3147,1,1.000,0.000
750000,210,4.319,0.178,10.61,17133,7455,46,9636,39,314,409899.7,19207.4,0.002,0.010,0.338,0.533,0.118,11680,58.03,10.80,32.00,10.10,9.91,10.63,0.22,0.76,15.90,3.54,8.42,9.00,0.156,0.168,44,0.300,0.619,0.362,0.000,0.019,5117,3775,1,1.000,0.000
760000,208,4.262,0.173,10.93,13139,5903,39,7180,19,310,410122.8,16525.5,0.001,0.012,0.339,0.466,0.181,15838,57.95,7.87,31.63,6.74,8.01,9.11,0.91,1.84,17.39,4.53,6.39,7.27,0.129,0.151,46,0.250,0.678,0.317,0.000,0.005,3323,2177,1,0.620,0.380
770000,272,3.902,0.129,11.65,16286,6947,40,9100,135,294,410399.5,17959.4,0.001,0.011,0.478,0.308,0.202,11169,50.04,10.64,29.77,8.02,2.57,3.72,1.33,1.57,16.37,3.87,2.50,3.67,0.047,0.073,54,0.195,0.713,0.276,0.000,0.011,4824,2848,2,0.511,0.022
780000,268,3.862,0.145,13.02,18873,8858,65,9860,94,532,410646.1,18540.1,0.001,0.003,0.370,0.483,0.143,8634,48.66,10.55,30.33,8.31,1.85,4.63,0.05,0.44,16.43,6.11,1.59,4.05,0.032,0.078,74,0.265,0.869,0.104,0.000,0.026,5965,3484,2,0.534,0.004
790000,230,4.337,0.167,13.82,18147,7367,79,10595,144,406,410109.2,20717.3,0.001,0.002,0.397,0.457,0.142,7690,59.33,7.88,35.76,7.84,6.14,7.65,0.01,0.13,17.43,4.15,6.05,7.64,0.097,0.121,79,0.235,0.696,0.300,0.000,0.004,5478,2668,1,0.917,0.083
800000,204,4.261,0.176,13.32,18329,6646,20,11499,190,768,410329.3,23922.6,0.003,0.002,0.489,0.366,0.141,8248,62.65,4.56,42.65,7.94,1.40,3.91,0.14,0.98,18.46,3.43,1.25,3.40,0.023,0.064,48,0.333,0.946,0.044,0.000,0.010,5386,2957,2,0.353,0.632
810000,252,3.754,0.150,13.29,13521,6012,43,7407,11,333,410395.9,17429.7,0.002,0.001,0.522,0.313,0.162,11082,52.35,18.10,29.15,16.61,5.42,8.42,0.18,1.20,17.58,4.76,4.75,8.03,0.112,0.148,62,0.250,0.675,0.298,0.000,0.028,3426,1791,3,0.401,0.313
820000,220,4.150,0.161,13.58,11828,6098,52,5686,24,305,410306.8,13920.3,0.003,0.002,0.573,0.293,0.129,12595,59.95,13.23,35.30,13.21,5.10,9.21,0.15,0.75,19.39,4.16,4.30,7.69,0.081,0.145,50,0.186,0.695,0.300,0.000,0.005,2667,1329,2,0.541,0.273
830000,235,3.893,0.151,15.58,12481,6078,42,6314,32,207,409605.9,16071.2,0.001,0.015,0.531,0.287,0.166,10631,54.40,17.56,30.39,15.40,5.38,10.31,1.22,2.41,17.41,4.68,3.65,7.01,0.098,0.171,65,0.145,0.757,0.221,0.000,0.021,2935,1307,3,0.651,0.289
840000,257,3.886,0.151,16.93,11076,5918,57,5013,66,170,410212.2,13074.2,0.001,0.074,0.467,0.209,0.249,9074,47.97,23.02,25.83,18.66,5.60,10.24,0.51,1.83,16.04,5.07,4.20,8.17,0.095,0.173,84,0.152,0.720,0.237,0.000,0.043,2933,1789,2,0.358,0.623
