step,lat,wood_class,cells,grown,grass,wood,temp,bodies
2000,0,1,1744,692.8477,672.92,844.52,30.14,84
2000,0,2,4798,978.7661,706.86,15265.92,44.58,347
2000,10,0,3018,467.8513,458.33,51.56,24.91,74
2000,10,1,2733,819.3009,731.08,1359.36,33.80,61
2000,10,2,3694,565.5064,433.50,9742.49,57.89,79
2000,20,0,3997,295.0221,328.44,61.77,30.00,20
2000,20,1,3278,704.2020,748.55,1555.60,49.18,25
2000,20,2,1170,256.9140,206.08,2059.37,66.05,39
2000,30,0,6747,565.9659,589.67,85.01,43.10,45
2000,30,1,2301,417.6586,374.47,995.48,42.29,51
2000,30,2,226,103.9040,95.34,250.65,19.24,24
2000,40,0,6690,574.5495,462.18,63.39,43.94,113
2000,40,1,1253,295.9331,232.94,495.32,28.54,85
2000,40,2,227,65.2721,57.93,269.99,16.88,20
2000,50,0,5132,535.6520,479.21,13.43,41.77,41
2000,50,1,573,273.1722,171.02,143.41,18.66,72
2000,50,2,11,6.4718,5.04,14.09,26.53,1
2000,60,0,3853,181.4588,187.03,0.77,34.55,0
2000,60,1,2,2.1692,2.44,0.34,35.46,0
2000,70,0,4656,46.7034,42.33,0.15,26.53,0
2000,80,0,3564,7.2051,6.76,0.06,26.15,0
3000,-60,0,5356,1.3344,225.35,91.47,-15.88,3
3000,-60,1,2376,0.1782,153.98,573.79,-18.05,0
3000,-60,2,2,0.0000,0.00,2.32,-14.98,0
3000,-50,0,7155,179.4681,404.61,95.44,-3.48,25
3000,-50,1,1539,99.1851,196.15,466.58,-20.52,7
3000,-50,2,4,0.0132,0.01,6.42,-10.77,0
3000,-40,0,6347,490.7017,462.67,62.04,6.34,148
3000,-40,1,1732,255.5650,193.86,625.21,-11.75,75
3000,-40,2,2,0.0000,0.00,2.34,27.50,0
3000,-30,0,4332,470.6017,304.01,87.90,12.09,185
3000,-30,1,3234,704.9026,479.81,1512.45,2.95,275
3000,-30,2,611,164.1900,109.62,867.94,-1.79,43
3000,-20,0,1819,367.2361,275.55,41.42,14.49,71
3000,-20,1,2506,658.8678,367.98,1068.31,19.88,240
3000,-20,2,3894,719.8516,280.53,11158.66,6.93,576
3000,-10,0,1811,590.9484,593.88,24.50,12.59,34
3000,-10,1,2058,779.7771,327.50,916.35,31.37,172
3000,-10,2,4355,849.4138,355.47,15911.30,11.08,639
3000,0,0,1825,477.6891,591.35,30.59,24.16,8
3000,0,1,1745,795.7697,688.90,844.45,37.49,19
3000,0,2,4797,1141.0430,654.62,15261.95,16.99,584
3000,10,0,3026,517.8203,621.08,50.06,35.83,12
3000,10,1,2748,1025.3385,1053.38,1368.78,39.59,73
3000,10,2,3671,900.9035,626.33,9693.13,10.42,399
3000,20,0,4005,450.0501,538.82,61.67,30.01,11
3000,20,1,3295,1118.2652,1282.05,1559.79,23.74,56
3000,20,2,1145,377.2323,371.69,2023.61,18.17,44
3000,30,0,6759,834.2869,955.19,84.86,23.69,61
3000,30,1,2292,585.0750,632.69,986.61,33.32,32
3000,30,2,223,89.8936,86.26,247.92,36.98,1
3000,40,0,6694,630.3235,649.56,63.16,19.30,81
3000,40,1,1249,310.3828,249.52,498.56,39.83,57
3000,40,2,227,85.7134,75.97,272.95,41.55,8
3000,50,0,5128,508.2943,564.56,13.07,12.37,63
3000,50,1,577,296.0926,184.45,147.86,37.17,43
3000,50,2,11,7.6059,3.96,14.62,40.85,2
3000,60,0,3853,186.7010,234.56,0.78,12.87,6
3000,60,1,2,3.9333,4.60,0.35,1.61,0
3000,70,0,4656,89.9008,95.78,0.15,24.33,1
3000,80,0,3564,37.5026,33.73,0.06,32.21,0
4000,-60,0,5423,0.9786,136.87,93.57,-7.67,2
4000,-60,1,2309,0.1975,86.68,539.29,-9.62,3
4000,-60,2,2,0.0000,0.00,2.22,5.87,0
4000,-50,0,7183,192.4655,360.69,94.51,3.24,22
4000,-50,1,1511,106.3567,130.17,448.00,15.77,33
4000,-50,2,4,0.0550,0.05,6.21,12.12,0
4000,-40,0,6354,466.9816,442.94,61.68,17.35,110
4000,-40,1,1725,262.3878,211.81,618.41,29.81,31
4000,-40,2,2,0.0000,0.00,2.32,-2.46,0
4000,-30,0,4331,376.6947,257.94,87.44,27.66,163
4000,-30,1,3222,637.6483,330.82,1506.59,36.69,265
4000,-30,2,624,130.2166,44.70,891.71,45.18,75
4000,-20,0,1815,338.9972,193.55,41.09,42.85,134
4000,-20,1,2489,490.0118,244.16,1055.52,38.95,202
4000,-20,2,3915,487.9721,207.54,11238.75,44.80,473
4000,-10,0,1813,560.8604,284.63,24.65,59.98,88
4000,-10,1,2047,491.8892,246.40,910.21,44.56,105
4000,-10,2,4364,592.8667,268.65,15984.17,51.18,560
4000,0,0,1828,547.1999,503.19,30.58,61.86,6
4000,0,1,1752,802.2625,644.96,847.08,44.94,15
4000,0,2,4787,951.4546,672.80,15278.84,55.34,449
4000,10,0,3037,637.4984,849.93,50.27,57.53,3
4000,10,1,2781,1155.3959,1354.86,1393.02,42.78,13
4000,10,2,3627,801.4577,571.55,9634.34,56.87,255
4000,20,0,4016,604.8350,757.79,61.73,59.35,4
4000,20,1,3307,1531.5606,1857.26,1562.30,51.76,15
4000,20,2,1122,451.2564,302.00,1988.58,44.13,56
4000,30,0,6772,1069.0880,1303.23,84.74,54.03,24
4000,30,1,2279,841.8220,890.99,975.27,46.05,34
4000,30,2,223,141.9700,124.82,248.16,57.93,2
4000,40,0,6699,698.9498,817.77,62.96,50.95,61
4000,40,1,1239,477.4010,329.82,496.64,45.04,24
4000,40,2,232,150.5380,67.06,280.83,51.67,9
4000,50,0,5125,400.5500,456.24,12.77,48.53,36
4000,50,1,580,281.6612,194.12,152.22,50.19,25
4000,50,2,11,4.9504,2.47,15.14,28.92,1
4000,60,0,3853,125.9672,168.91,0.77,41.02,3
4000,60,1,2,2.4007,0.00,0.37,54.07,0
4000,70,0,4656,51.7905,97.64,0.14,33.90,0
4000,80,0,3564,19.1001,34.77,0.05,30.58,0
5000,-60,0,5472,34.0197,105.00,94.35,-13.64,5
5000,-60,1,2260,15.6475,60.27,510.42,-15.16,2
5000,-60,2,2,0.0000,0.00,2.15,-8.91,0
5000,-50,0,7199,376.2901,433.66,93.63,-7.31,58
5000,-50,1,1495,152.9722,104.39,437.75,-5.90,48
5000,-50,2,4,0.2252,0.08,6.07,-6.09,0
5000,-40,0,6358,596.3151,448.88,61.38,0.99,254
5000,-40,1,1721,334.9001,177.03,615.52,2.50,140
5000,-40,2,2,0.0000,0.00,2.32,25.20,0
5000,-30,0,4325,514.4182,324.61,86.81,11.61,233
5000,-30,1,3215,621.6297,380.24,1506.91,10.39,205
5000,-30,2,637,109.6876,65.92,917.67,11.43,71
5000,-20,0,1809,214.5614,164.49,40.47,11.99,18
5000,-20,1,2469,454.8604,268.11,1037.57,22.04,137
5000,-20,2,3941,519.6487,241.12,11322.08,17.10,449
5000,-10,0,1812,352.8759,365.47,24.37,13.18,20
5000,-10,1,2041,451.7200,313.78,903.08,31.20,51
5000,-10,2,4371,455.6206,200.93,16018.16,22.22,509
5000,0,0,1837,498.0297,661.37,31.09,14.08,6
5000,0,1,1759,823.2557,802.18,853.90,38.52,80
5000,0,2,4771,739.8436,420.96,15248.62,24.80,401
5000,10,0,3097,725.1322,1063.78,50.44,12.37,1
5000,10,1,2780,1345.9970,1762.32,1406.90,41.57,15
5000,10,2,3568,686.2235,506.82,9544.54,32.62,251
5000,20,0,4027,732.5992,947.67,61.73,12.41,14
5000,20,1,3304,1731.2466,2032.14,1554.68,35.83,64
5000,20,2,1114,241.3775,109.45,1971.06,41.04,70
5000,30,0,6798,1263.3246,1382.33,84.45,22.91,84
5000,30,1,2251,1191.9326,1209.35,964.11,28.79,43
5000,30,2,225,164.5005,75.55,251.56,-1.62,30
5000,40,0,6695,901.4568,686.42,62.28,20.98,148
5000,40,1,1234,578.1106,161.33,494.13,14.76,198
5000,40,2,241,127.7166,21.10,293.85,-2.37,45
5000,50,0,5123,339.2777,184.89,12.58,12.58,70
5000,50,1,582,320.6488,76.17,156.34,-0.23,143
5000,50,2,11,5.1109,2.41,15.58,18.16,2
5000,60,0,3853,96.6288,100.41,0.76,4.64,3
5000,60,1,2,0.0000,0.00,0.38,6.62,0
5000,70,0,4656,30.5145,82.49,0.14,-1.63,0
5000,80,0,3564,4.0026,23.93,0.05,-1.84,0
6000,-60,0,5487,296.9658,285.60,94.39,16.72,21
6000,-60,1,2245,188.7502,154.35,501.73,14.59,48
6000,-60,2,2,0.0000,0.00,2.13,26.76,0
6000,-50,0,7204,815.4535,479.66,93.43,29.36,374
6000,-50,1,1490,235.1556,112.82,437.88,15.68,91
6000,-50,2,4,0.2916,0.23,6.04,33.40,0
6000,-40,0,6356,648.9075,322.65,61.01,37.17,326
6000,-40,1,1722,325.0776,181.99,618.36,21.04,125
6000,-40,2,3,0.0011,0.00,3.38,30.49,1
6000,-30,0,4317,557.8550,323.48,86.34,38.62,224
6000,-30,1,3204,810.6978,371.81,1507.87,29.38,347
6000,-30,2,656,157.5565,70.20,952.93,29.48,99
6000,-20,0,1805,240.6559,193.57,39.91,54.12,49
6000,-20,1,2438,527.7947,294.07,1009.04,29.68,116
6000,-20,2,3976,623.0578,268.31,11407.58,30.03,540
6000,-10,0,1811,450.4065,512.19,24.02,55.10,14
6000,-10,1,2038,591.5269,555.68,895.66,31.86,38
6000,-10,2,4375,490.4205,298.20,16010.95,28.55,367
6000,0,0,1844,652.4560,913.38,31.41,61.09,3
6000,0,1,1763,924.3465,1134.23,858.14,36.03,2
6000,0,2,4760,695.2482,595.37,15205.03,28.99,262
6000,10,0,3108,943.7870,1274.73,50.83,63.90,35
6000,10,1,2801,1716.8977,2092.51,1425.45,37.28,113
6000,10,2,3536,637.7460,558.68,9489.56,8.95,287
6000,20,0,4039,961.6471,1025.37,62.33,47.11,108
6000,20,1,3299,1926.2537,1193.93,1557.37,22.93,372
6000,20,2,1107,157.2189,76.77,1958.53,-1.52,62
6000,30,0,6806,1272.0732,735.22,84.49,20.91,362
6000,30,1,2236,1112.7662,392.67,961.91,30.10,441
6000,30,2,232,74.7969,27.93,262.11,52.56,37
6000,40,0,6695,648.2052,309.93,62.13,9.68,297
6000,40,1,1225,202.1776,53.72,492.92,34.01,89
6000,40,2,250,25.6990,8.67,308.00,48.22,13
6000,50,0,5119,160.3544,114.35,12.14,-1.74,87
6000,50,1,586,99.5586,51.75,159.41,32.41,32
6000,50,2,11,2.0199,0.47,15.79,26.98,3
6000,60,0,3853,41.1850,89.47,0.74,-9.78,1
6000,60,1,2,0.0000,0.00,0.38,-1.86,0
6000,70,0,4656,11.2517,57.89,0.13,-14.81,0
6000,80,0,3564,0.0496,14.52,0.05,-23.14,0
7000,-60,0,5472,895.6132,396.66,93.66,24.57,353
7000,-60,1,2260,622.3799,225.06,513.32,17.88,280
7000,-60,2,2,0.0027,0.00,2.16,23.28,0
7000,-50,0,7192,785.4968,432.07,92.50,25.90,277
7000,-50,1,1502,303.5074,114.56,446.47,43.65,160
7000,-50,2,4,0.0995,0.00,6.10,24.40,0
7000,-40,0,6356,505.2976,339.60,60.81,34.56,92
7000,-40,1,1721,332.3189,144.95,622.07,49.38,119
7000,-40,2,4,0.0000,0.00,4.45,15.99,1
7000,-30,0,4308,568.8136,416.04,85.35,39.33,43
7000,-30,1,3196,679.6476,382.14,1502.43,50.72,86
7000,-30,2,673,126.8844,58.26,978.59,55.81,16
7000,-20,0,1806,242.9521,255.84,39.59,33.50,11
7000,-20,1,2434,648.3160,561.14,1007.02,45.31,37
7000,-20,2,3979,510.0747,232.09,11418.64,55.45,211
7000,-10,0,1812,543.2243,723.22,23.84,38.98,5
7000,-10,1,2037,947.5132,1068.31,890.97,38.81,1
7000,-10,2,4375,590.0836,402.31,15985.27,55.00,361
7000,0,0,1860,809.9949,1178.81,31.60,31.49,9
7000,0,1,1768,1264.1683,1580.09,872.09,30.05,5
7000,0,2,4739,1010.2501,921.27,15196.05,49.46,416
7000,10,0,3115,1100.5664,1383.54,51.11,22.07,23
7000,10,1,2796,1973.0690,2128.35,1424.95,22.39,122
7000,10,2,3534,711.2045,469.42,9518.02,51.95,263
7000,20,0,4046,686.7921,396.00,62.69,18.98,191
7000,20,1,3277,1038.5572,530.64,1548.42,29.49,401
7000,20,2,1122,157.9306,91.28,1978.99,46.88,96
7000,30,0,6811,615.7536,432.56,84.31,18.67,234
7000,30,1,2224,339.5707,152.05,959.76,17.06,150
7000,30,2,239,52.3508,36.64,270.23,3.66,11
7000,40,0,6700,286.3349,299.20,62.00,9.74,68
7000,40,1,1218,142.7218,92.80,490.40,2.34,45
7000,40,2,252,22.5517,17.70,310.29,-1.07,4
7000,50,0,5122,62.1860,101.50,12.21,-0.64,19
7000,50,1,583,86.1288,84.76,157.23,-6.64,4
7000,50,2,11,0.1099,0.07,15.65,1.49,2
7000,60,0,3853,4.9137,55.65,0.71,-14.45,0
7000,60,1,2,0.0000,0.00,0.37,0.51,0
7000,70,0,4656,0.0263,34.79,0.12,-26.61,0
7000,80,0,3564,0.0000,8.80,0.05,-30.74,0
8000,-60,0,5440,852.2019,462.34,91.98,25.52,176
8000,-60,1,2292,622.6197,271.48,534.19,25.03,213
8000,-60,2,2,0.0011,0.00,2.23,4.04,0
8000,-50,0,7184,690.8608,570.09,91.79,33.38,56
8000,-50,1,1510,311.6572,188.75,453.17,5.09,86
8000,-50,2,4,0.0000,0.00,6.24,5.54,0
8000,-40,0,6359,682.4225,662.88,60.41,33.88,55
8000,-40,1,1718,300.6519,258.43,619.04,11.13,12
8000,-40,2,4,0.0000,0.00,4.48,60.62,0
8000,-30,0,4310,806.1834,857.26,84.75,33.10,26
8000,-30,1,3202,841.3973,825.45,1499.81,21.11,15
8000,-30,2,665,173.1446,158.70,963.89,13.60,6
8000,-20,0,1812,351.3635,434.52,39.70,23.31,2
8000,-20,1,2427,988.8119,1109.91,998.60,35.43,3
8000,-20,2,3980,683.1021,582.48,11361.24,18.38,88
8000,-10,0,1811,703.3263,982.75,23.46,10.20,10
8000,-10,1,2042,1396.2854,1690.84,892.07,39.69,7
8000,-10,2,4371,725.3682,564.58,15934.52,15.41,391
8000,0,0,1860,941.9490,1154.02,31.49,10.25,58
8000,0,1,1762,1496.5832,1519.38,867.12,37.14,61
8000,0,2,4745,1242.4366,910.09,15218.81,11.92,404
8000,10,0,3116,1059.5661,479.89,51.06,7.87,336
8000,10,1,2771,1428.8816,570.34,1408.26,26.61,441
8000,10,2,3558,538.1362,237.62,9557.01,4.22,334
8000,20,0,4053,393.7855,204.63,62.95,-1.23,225
8000,20,1,3268,582.9844,303.88,1549.72,4.36,184
8000,20,2,1124,160.4910,90.29,1980.44,5.21,67
8000,30,0,6823,441.1111,459.17,84.28,-6.35,118
8000,30,1,2220,262.3639,194.67,963.78,-1.92,105
8000,30,2,231,67.3410,56.60,259.78,-13.98,12
8000,40,0,6712,182.6893,285.61,61.69,-14.85,37
8000,40,1,1216,120.7483,128.94,489.52,-10.10,14
8000,40,2,242,36.6162,32.26,295.29,-13.99,3
8000,50,0,5130,10.6909,67.18,12.52,-24.31,3
8000,50,1,575,23.4035,63.18,150.09,-19.87,0
8000,50,2,11,0.1692,0.00,15.19,-5.52,2
8000,60,0,3853,0.0169,33.24,0.67,-30.16,0
8000,60,1,2,0.0000,0.00,0.35,-17.03,0
8000,70,0,4656,0.0000,20.83,0.12,-31.61,0
8000,80,0,3564,0.0000,5.33,0.04,-30.78,0
9000,-60,0,5409,1104.2307,924.61,90.09,54.03,68
9000,-60,1,2323,919.3145,339.19,557.19,53.79,307
9000,-60,2,2,0.0000,0.00,2.34,69.17,0
9000,-50,0,7185,1054.2737,1126.03,90.91,56.82,50
9000,-50,1,1509,563.8668,493.24,457.60,72.98,30
9000,-50,2,4,0.0000,0.00,6.44,71.50,1
9000,-40,0,6368,906.6515,1080.87,60.24,60.22,50
9000,-40,1,1711,540.2022,577.34,614.36,72.42,16
9000,-40,2,2,0.0000,0.00,2.47,21.12,0
9000,-30,0,4323,1049.3232,1156.94,84.40,59.68,46
9000,-30,1,3210,1273.0663,1403.18,1500.04,63.46,26
9000,-30,2,644,189.4824,138.15,929.28,69.39,31
9000,-20,0,1819,476.1081,588.17,39.85,70.37,4
9000,-20,1,2435,1354.5808,1664.07,1002.79,52.24,5
9000,-20,2,3965,1046.6197,738.49,11298.94,57.90,273
9000,-10,0,1811,838.9129,1136.33,23.23,72.90,56
9000,-10,1,2047,1642.1627,2067.68,895.01,46.02,66
9000,-10,2,4366,874.0355,714.88,15951.28,50.71,464
9000,0,0,1859,950.6530,1132.88,31.36,62.26,138
9000,0,1,1755,1401.8004,1204.78,863.59,38.20,221
9000,0,2,4753,1162.2280,533.27,15293.57,42.13,488
9000,10,0,3116,528.2619,336.26,51.07,45.97,124
9000,10,1,2733,628.2011,298.27,1380.43,28.41,286
9000,10,2,3596,447.6425,208.60,9616.25,26.32,362
9000,20,0,4061,274.1797,238.06,63.17,30.26,66
9000,20,1,3257,655.8026,454.21,1546.51,19.74,210
9000,20,2,1127,163.7607,91.45,1978.97,4.91,104
9000,30,0,6835,450.7657,528.69,83.80,9.94,62
9000,30,1,2216,308.2574,246.51,962.26,10.05,75
9000,30,2,223,44.7927,22.37,247.48,15.08,11
9000,40,0,6731,110.6902,243.34,61.36,-3.03,30
9000,40,1,1212,69.6087,102.67,486.05,0.19,15
9000,40,2,227,22.7106,11.14,272.11,6.08,7
9000,50,0,5143,0.2552,39.79,13.18,-16.18,7
9000,50,1,562,0.6798,34.61,141.59,-7.26,2
9000,50,2,11,0.0050,0.00,14.53,-5.54,0
9000,60,0,3853,0.0000,19.94,0.64,-28.41,0
9000,60,1,2,0.0000,0.00,0.34,-7.94,0
9000,70,0,4656,0.0000,12.62,0.11,-31.78,0
9000,80,0,3564,0.0000,3.23,0.04,-30.80,0
10000,-60,0,5385,1815.9435,1479.22,88.70,17.88,226
10000,-60,1,2347,809.2627,259.41,579.00,15.17,288
10000,-60,2,2,0.0000,0.00,2.43,12.22,0
10000,-50,0,7187,1610.8248,1587.01,90.50,17.81,103
10000,-50,1,1507,803.3285,274.43,460.54,26.08,143
10000,-50,2,4,0.0000,0.00,6.62,12.59,0
10000,-40,0,6376,1111.6985,1453.72,59.91,22.34,45
10000,-40,1,1703,786.0349,464.89,607.24,29.40,11
10000,-40,2,2,0.0000,0.00,2.48,32.92,0
10000,-30,0,4345,1054.4876,1457.15,84.91,28.62,17
10000,-30,1,3205,1460.9041,1599.00,1491.42,30.98,11
10000,-30,2,627,160.5902,189.40,895.43,31.96,8
10000,-20,0,1834,548.0647,695.59,40.70,21.53,14
10000,-20,1,2444,1486.1663,2045.37,1012.81,32.55,3
10000,-20,2,3941,933.9365,908.88,11214.31,33.37,114
10000,-10,0,1812,758.9726,804.29,23.04,19.69,139
10000,-10,1,2049,1616.4662,2236.26,894.98,30.12,2
10000,-10,2,4363,788.6577,740.93,15981.91,32.28,311
10000,0,0,1859,627.1062,407.85,31.26,14.32,204
10000,0,1,1740,976.2444,693.58,853.04,28.65,71
10000,0,2,4768,580.0862,202.20,15383.90,27.12,442
10000,10,0,3115,413.3547,179.58,51.00,7.34,226
10000,10,1,2703,528.7281,278.85,1360.48,24.79,226
10000,10,2,3627,429.9083,222.07,9688.88,28.48,394
10000,20,0,4069,341.9158,279.14,63.42,2.49,115
10000,20,1,3238,563.7985,302.58,1536.42,19.50,254
10000,20,2,1138,154.0681,100.58,1994.33,26.33,82
10000,30,0,6846,508.9112,394.29,83.40,3.04,184
10000,30,1,2222,329.2922,210.58,969.06,8.12,108
10000,30,2,206,22.1628,19.76,226.15,-12.89,8
10000,40,0,6748,109.9404,164.48,60.95,-5.13,59
10000,40,1,1205,77.9637,107.50,478.39,-7.13,16
10000,40,2,217,14.9571,17.14,254.46,-14.93,0
10000,50,0,5149,0.3102,23.61,13.14,-16.88,5
10000,50,1,556,0.6842,19.47,134.21,-17.69,1
10000,50,2,11,0.0047,0.01,13.92,-3.22,0
10000,60,0,3853,0.0000,11.85,0.61,-27.39,0
10000,60,1,2,0.0000,0.00,0.32,-13.83,0
10000,70,0,4656,0.0000,7.64,0.11,-31.42,0
10000,80,0,3564,0.0000,1.96,0.04,-30.81,0
11000,-60,0,5356,1699.7764,854.53,87.16,27.06,650
11000,-60,1,2376,684.6523,289.07,602.94,26.43,272
11000,-60,2,2,0.0000,0.00,2.50,25.88,0
11000,-50,0,7183,2117.2436,1951.29,90.16,39.33,327
11000,-50,1,1511,531.1020,309.48,467.23,12.17,152
11000,-50,2,4,0.0000,0.00,6.77,30.93,1
11000,-40,0,6381,1579.9867,2060.06,59.29,43.05,60
11000,-40,1,1698,883.2796,831.94,605.29,16.47,54
11000,-40,2,2,0.0000,0.00,2.47,48.95,0
11000,-30,0,4363,1344.2915,1879.13,84.94,40.86,23
11000,-30,1,3205,1571.2351,1892.63,1480.05,26.80,18
11000,-30,2,609,208.6296,183.28,864.79,22.45,4
11000,-20,0,1839,628.3219,892.09,40.59,46.54,2
11000,-20,1,2464,1555.9835,2009.61,1025.77,30.40,1
11000,-20,2,3916,1000.7673,1046.56,11137.75,25.60,182
11000,-10,0,1814,553.1802,772.97,22.94,39.05,10
11000,-10,1,2052,1559.4417,2144.66,895.75,31.68,7
11000,-10,2,4358,748.2982,809.07,15986.84,22.20,276
11000,0,0,1863,380.3231,338.35,31.49,43.22,10
11000,0,1,1717,912.3993,869.23,836.35,32.16,23
11000,0,2,4787,530.2403,306.85,15457.93,20.75,365
11000,10,0,3112,341.2837,235.98,50.84,46.12,88
11000,10,1,2672,637.5833,374.14,1339.10,29.80,170
11000,10,2,3661,498.1141,233.22,9767.34,1.70,366
11000,20,0,4070,356.0755,255.17,63.22,28.37,105
11000,20,1,3222,579.8675,319.25,1528.99,10.89,237
11000,20,2,1153,249.3874,127.49,2020.25,-2.25,165
11000,30,0,6851,457.0695,383.48,82.96,6.49,182
11000,30,1,2221,307.3615,148.64,972.07,16.34,136
11000,30,2,202,28.4889,14.34,220.81,28.95,9
11000,40,0,6755,163.4303,164.93,60.41,-4.93,56
11000,40,1,1210,166.1069,71.14,482.42,17.10,112
11000,40,2,205,45.2392,33.46,239.49,26.39,12
11000,50,0,5156,5.9112,16.55,13.36,-15.94,12
11000,50,1,549,16.6430,22.16,128.57,10.41,7
11000,50,2,11,0.0472,0.00,13.55,13.91,2
11000,60,0,3853,0.0119,7.08,0.58,-23.00,0
11000,60,1,2,0.0000,0.00,0.30,-16.54,0
11000,70,0,4656,0.0000,4.63,0.10,-27.20,0
11000,80,0,3564,0.0000,1.18,0.04,-30.74,0
12000,-60,0,5345,606.6192,280.79,86.41,13.51,226
12000,-60,1,2387,559.2076,254.72,614.35,8.41,143
12000,-60,2,2,0.0000,0.00,2.54,19.36,0
12000,-50,0,7175,1285.6102,484.62,89.38,19.30,589
12000,-50,1,1518,308.3912,65.81,474.32,36.14,128
12000,-50,2,5,0.0000,0.00,7.87,22.50,1
12000,-40,0,6381,1634.3817,1214.49,58.94,30.87,334
12000,-40,1,1698,722.7258,163.79,610.40,46.22,258
12000,-40,2,2,0.0000,0.00,2.43,0.56,0
12000,-30,0,4370,1589.0741,1743.89,84.63,37.76,140
12000,-30,1,3202,1565.5876,1154.44,1478.10,50.17,250
12000,-30,2,605,245.8793,118.57,855.68,56.66,72
12000,-20,0,1844,683.4649,792.12,40.65,38.63,8
12000,-20,1,2475,1604.3803,1639.18,1036.05,48.43,58
12000,-20,2,3900,1068.2505,1030.22,11129.51,56.29,412
12000,-10,0,1817,632.8712,792.88,22.96,49.46,3
12000,-10,1,2055,1539.2376,2087.57,897.46,46.11,0
12000,-10,2,4352,677.0402,869.50,16006.69,58.80,298
12000,0,0,1862,410.2562,442.23,31.09,44.70,6
12000,0,1,1714,970.3754,996.54,831.81,38.70,3
12000,0,2,4791,666.3324,418.00,15514.36,56.67,365
12000,10,0,3112,442.0083,324.64,50.85,35.50,25
12000,10,1,2641,775.3195,493.00,1317.66,29.95,34
12000,10,2,3692,542.8059,258.24,9877.12,60.26,334
12000,20,0,4070,396.2767,290.12,63.15,35.49,116
12000,20,1,3203,610.3953,292.58,1525.06,40.65,195
