step,lat,wood_class,cells,grown,grass,wood,temp,bodies
4000,30,1,2279,1068.1455,1260.68,974.94,46.05,97
4000,30,2,223,158.3102,153.68,248.16,57.93,2
4000,40,0,6699,914.1584,987.71,61.47,50.95,100
4000,40,1,1239,406.1092,230.01,496.64,45.04,37
4000,40,2,232,164.2574,119.66,280.83,51.67,5
4000,50,0,5125,418.8645,512.52,12.77,48.53,36
4000,50,1,580,255.0102,86.59,152.22,50.19,28
4000,50,2,11,0.2128,0.00,15.14,28.92,2
4000,60,0,3853,129.3837,206.49,0.77,41.02,4
4000,60,1,2,4.2407,5.36,0.37,54.07,0
4000,70,0,4656,51.3746,94.30,0.14,33.90,0
4000,80,0,3564,18.4434,32.18,0.05,30.58,0
5000,-60,0,5472,32.8947,105.94,94.35,-13.64,6
5000,-60,1,2260,11.8631,60.06,510.42,-15.16,2
5000,-60,2,2,0.0001,0.00,2.15,-8.91,0
5000,-50,0,7199,441.3352,520.77,93.63,-7.31,54
5000,-50,1,1495,208.5419,210.81,437.75,-5.90,28
5000,-50,2,4,0.0010,0.00,6.07,-6.09,0
5000,-40,0,6358,600.7899,399.75,61.37,0.99,275
5000,-40,1,1721,349.0228,305.48,615.52,2.50,83
5000,-40,2,2,0.5125,0.00,2.32,25.20,0
5000,-30,0,4325,458.6917,257.82,86.79,11.61,262
5000,-30,1,3215,657.4939,307.40,1506.95,10.39,315
5000,-30,2,637,153.1841,69.97,917.67,11.43,89
5000,-20,0,1818,195.5897,151.33,40.42,12.03,50
5000,-20,1,2460,492.3142,249.69,1036.15,22.05,192
5000,-20,2,3941,570.5259,248.68,11321.63,17.10,518
5000,-10,0,1812,355.6661,470.97,24.37,13.18,20
5000,-10,1,2041,365.7644,277.13,903.07,31.20,33
5000,-10,2,4371,613.5783,282.13,16017.50,22.22,592
5000,0,0,1837,472.1888,615.60,31.10,14.08,5
5000,0,1,1755,596.7057,619.13,853.12,38.52,14
5000,0,2,4775,813.2047,636.73,15252.22,24.82,425
5000,10,0,3058,662.1701,962.03,51.48,12.39,9
5000,10,1,2796,1330.8778,1727.45,1408.95,41.19,22
5000,10,2,3591,730.1708,704.67,9570.17,32.64,222
5000,20,0,4026,685.6483,888.72,61.80,12.41,62
5000,20,1,3305,1675.3846,2141.47,1555.05,35.82,51
5000,20,2,1114,208.5351,198.70,1970.81,41.04,30
5000,30,0,6781,1382.9344,1680.28,84.48,22.94,59
5000,30,1,2268,1411.4523,1479.30,967.99,28.67,210
5000,30,2,225,200.6815,74.18,251.56,-1.62,45
5000,40,0,6695,1160.7528,1258.24,60.80,20.98,165
5000,40,1,1234,507.9990,202.30,494.13,14.76,148
5000,40,2,241,178.9714,32.95,293.85,-2.37,54
5000,50,0,5123,500.3937,647.81,12.58,12.58,47
5000,50,1,582,160.8920,34.08,156.34,-0.23,42
5000,50,2,11,0.1396,0.00,15.58,18.16,0
5000,60,0,3853,133.6712,226.23,0.76,4.64,1
5000,60,1,2,3.4552,5.95,0.38,6.62,0
5000,70,0,4656,28.8222,78.41,0.13,-1.63,0
5000,80,0,3564,3.7206,22.16,0.05,-1.84,0
6000,-60,0,5487,296.7362,279.82,94.39,16.72,35
6000,-60,1,2245,193.5967,172.92,501.73,14.59,38
6000,-60,2,2,0.0125,0.01,2.13,26.76,0
6000,-50,0,7203,892.6026,618.67,93.34,29.37,333
6000,-50,1,1491,335.0264,90.67,437.98,15.69,175
6000,-50,2,4,0.0088,0.00,6.04,33.40,0
6000,-40,0,6356,646.8509,337.22,60.99,37.17,426
6000,-40,1,1722,410.0303,168.32,618.36,21.04,214
6000,-40,2,3,0.5219,0.27,3.38,30.49,2
6000,-30,0,4316,490.3536,265.25,86.17,38.62,219
6000,-30,1,3205,668.2888,340.81,1508.00,29.38,246
6000,-30,2,656,176.0451,113.27,952.93,29.48,78
6000,-20,0,1814,216.8199,185.38,39.86,53.92,18
6000,-20,1,2431,508.8740,294.59,1009.52,29.75,124
6000,-20,2,3974,514.9246,234.46,11405.11,30.02,411
6000,-10,0,1811,437.0247,614.81,24.02,55.10,14
6000,-10,1,2038,546.2847,499.39,895.65,31.86,6
6000,-10,2,4375,527.6330,272.51,16010.16,28.55,448
6000,0,0,1843,641.6734,858.64,31.33,61.12,7
6000,0,1,1760,895.2821,962.25,857.46,35.98,1
6000,0,2,4764,931.2308,790.48,15208.44,29.01,390
6000,10,0,3070,862.6608,1215.60,51.95,64.05,13
6000,10,1,2816,1618.9278,2051.62,1427.36,37.36,21
6000,10,2,3559,883.5642,823.87,9514.80,9.23,320
6000,20,0,4038,850.0435,898.18,62.40,47.11,143
6000,20,1,3300,1933.3650,1853.88,1557.74,22.94,234
6000,20,2,1107,308.6777,156.51,1958.29,-1.52,177
6000,30,0,6790,1461.1902,957.63,84.62,20.83,531
6000,30,1,2252,1101.9306,548.92,965.64,30.26,293
6000,30,2,232,60.9648,15.43,262.11,52.56,16
6000,40,0,6695,984.6591,518.82,60.64,9.68,493
6000,40,1,1225,318.5939,127.44,492.92,34.01,137
6000,40,2,250,38.8746,11.04,308.00,48.22,13
6000,50,0,5119,352.3933,327.38,12.14,-1.74,202
6000,50,1,586,142.6148,93.81,159.41,32.41,36
6000,50,2,11,0.2916,0.04,15.79,26.98,5
6000,60,0,3853,81.8065,177.15,0.74,-9.78,7
6000,60,1,2,1.7193,1.25,0.38,-1.86,0
6000,70,0,4656,10.7657,54.72,0.13,-14.81,0
6000,80,0,3564,0.0457,13.45,0.05,-23.14,0
7000,-60,0,5472,1001.6331,582.42,93.66,24.57,386
7000,-60,1,2260,881.8008,481.65,513.32,17.88,382
7000,-60,2,2,0.0597,0.03,2.16,23.28,0
7000,-50,0,7191,1014.7724,659.14,92.40,25.90,360
7000,-50,1,1503,272.0702,159.13,446.58,43.65,116
7000,-50,2,4,0.1333,0.06,6.10,24.40,1
7000,-40,0,6356,546.6845,361.34,60.82,34.56,149
7000,-40,1,1721,290.0245,178.48,622.07,49.38,87
7000,-40,2,4,0.9971,0.18,4.45,15.99,0
7000,-30,0,4309,524.7415,396.63,85.38,39.34,97
7000,-30,1,3195,685.4779,425.59,1502.35,50.72,76
7000,-30,2,673,209.5225,115.39,978.59,55.81,51
7000,-20,0,1815,255.3436,289.17,39.55,33.71,11
7000,-20,1,2427,649.8843,567.58,1007.46,45.19,16
7000,-20,2,3977,414.5467,217.66,11416.03,55.46,260
7000,-10,0,1812,535.0144,719.59,23.77,38.98,8
7000,-10,1,2037,896.2096,1006.49,890.96,38.81,2
7000,-10,2,4375,428.1055,254.85,15984.48,55.00,366
7000,0,0,1845,735.1657,543.52,31.26,31.32,9
7000,0,1,1779,1139.3901,1089.84,874.82,30.31,5
7000,0,2,4743,966.9345,811.94,15199.47,49.42,407
7000,10,0,3084,860.3165,422.92,52.06,21.89,127
7000,10,1,2804,1749.1704,1373.34,1424.15,22.75,194
7000,10,2,3557,1013.1548,645.72,9542.91,51.63,360
7000,20,0,4045,577.0460,235.22,62.66,18.97,253
7000,20,1,3278,1438.2558,549.98,1548.60,29.50,435
7000,20,2,1122,227.3856,111.68,1978.74,46.88,119
7000,30,0,6795,633.4321,284.49,84.40,18.73,277
7000,30,1,2240,467.7765,117.37,963.53,16.90,193
7000,30,2,239,54.4281,32.20,270.23,3.66,18
7000,40,0,6700,243.2852,194.96,60.51,9.74,94
7000,40,1,1218,218.9222,99.31,490.40,2.34,91
7000,40,2,252,44.6517,36.95,310.29,-1.07,9
7000,50,0,5122,54.8656,70.60,12.21,-0.64,19
7000,50,1,583,103.9050,65.10,157.23,-6.64,25
7000,50,2,11,0.1191,0.00,15.65,1.49,0
7000,60,0,3853,8.0013,45.87,0.71,-14.45,0
7000,60,1,2,0.6329,1.21,0.37,0.51,0
7000,70,0,4656,0.0260,33.15,0.12,-26.61,0
7000,80,0,3564,0.0000,8.15,0.04,-30.74,0
8000,-60,0,5440,1140.2861,660.24,91.98,25.52,298
8000,-60,1,2292,1022.5759,354.12,534.19,25.03,411
8000,-60,2,2,0.3950,0.23,2.23,4.04,0
8000,-50,0,7184,895.2873,659.51,91.72,33.38,103
8000,-50,1,1510,404.9747,229.14,453.18,5.09,121
8000,-50,2,4,0.1610,0.00,6.24,5.54,2
8000,-40,0,6359,699.6008,700.23,59.84,33.88,49
8000,-40,1,1718,345.0362,262.43,619.04,11.13,36
8000,-40,2,4,0.6141,0.06,4.48,60.62,0
8000,-30,0,4314,763.2263,758.43,84.33,33.08,26
8000,-30,1,3198,947.2008,842.16,1499.05,21.13,45
8000,-30,2,665,221.5612,200.20,963.89,13.60,14
8000,-20,0,1822,357.2154,421.51,39.75,23.19,11
8000,-20,1,2418,971.3557,752.07,997.96,35.56,17
8000,-20,2,3979,511.7149,409.06,11359.56,18.38,126
8000,-10,0,1809,624.7424,807.92,23.20,10.14,14
8000,-10,1,2044,1163.5131,739.11,892.28,39.71,89
8000,-10,2,4371,534.0450,419.57,15933.64,15.41,307
8000,0,0,1845,599.0504,606.86,31.13,10.25,27
8000,0,1,1772,926.2164,349.49,869.56,36.85,115
8000,0,2,4750,1139.6548,774.62,15223.54,11.96,431
8000,10,0,3085,464.4123,341.84,51.99,8.19,59
8000,10,1,2779,1042.2055,420.42,1407.32,25.74,310
8000,10,2,3581,706.6360,297.40,9582.01,4.59,427
8000,20,0,4052,233.6823,169.79,62.92,-1.22,55
8000,20,1,3269,552.2660,287.24,1549.90,4.34,184
8000,20,2,1124,164.0882,96.18,1980.20,5.21,97
8000,30,0,6808,275.4618,290.64,84.47,-6.42,56
8000,30,1,2235,213.6892,176.03,967.50,-1.73,38
8000,30,2,231,60.0291,61.92,259.78,-13.98,3
8000,40,0,6712,108.8032,154.45,60.22,-14.85,38
8000,40,1,1216,124.3615,131.88,489.52,-10.10,9
8000,40,2,242,59.9136,65.00,295.29,-13.99,1
8000,50,0,5130,5.3090,39.16,12.51,-24.31,3
8000,50,1,575,16.7641,36.73,150.09,-19.87,0
8000,50,2,11,0.0276,0.02,15.19,-5.52,1
8000,60,0,3853,0.0389,25.57,0.67,-30.16,0
8000,60,1,2,0.0089,0.74,0.35,-17.03,0
8000,70,0,4656,0.0000,19.89,0.11,-31.61,0
8000,80,0,3564,0.0000,4.94,0.04,-30.78,0
9000,-60,0,5409,1054.7361,750.99,90.10,54.03,76
9000,-60,1,2323,985.8847,448.24,557.19,53.79,253
9000,-60,2,2,1.0430,0.00,2.34,69.17,1
9000,-50,0,7185,1117.0069,1212.42,91.30,56.82,6
9000,-50,1,1509,505.6000,418.75,457.61,72.98,26
9000,-50,2,4,0.0081,0.00,6.44,71.50,1
9000,-40,0,6368,881.8986,1101.32,59.68,60.22,27
9000,-40,1,1711,506.0171,554.76,614.36,72.42,8
9000,-40,2,2,0.3297,0.04,2.47,21.12,2
9000,-30,0,4324,1023.3538,1193.06,84.03,59.68,21
9000,-30,1,3209,1279.9992,1480.76,1499.75,63.46,13
9000,-30,2,644,217.3016,226.99,929.28,69.39,10
9000,-20,0,1831,498.1866,650.93,40.13,70.38,4
9000,-20,1,2424,1092.1714,1313.14,1001.90,52.15,4
9000,-20,2,3964,868.7579,760.50,11297.13,57.89,217
9000,-10,0,1809,735.4556,1060.12,22.98,72.98,6
9000,-10,1,2049,955.6544,1121.73,895.24,45.98,5
9000,-10,2,4366,727.9650,611.83,15950.30,50.71,367
9000,0,0,1845,755.3449,809.03,31.10,62.23,32
9000,0,1,1764,770.2771,592.76,865.92,38.45,73
9000,0,2,4758,1322.4376,915.49,15298.33,42.11,580
9000,10,0,3085,576.5743,335.27,51.99,45.63,166
9000,10,1,2741,640.0026,367.30,1379.31,29.06,242
9000,10,2,3619,516.6339,275.88,9641.71,26.28,392
9000,20,0,4060,287.3210,245.26,63.14,30.24,107
9000,20,1,3258,582.2023,357.64,1546.70,19.77,231
9000,20,2,1127,173.4608,75.64,1978.73,4.91,116
9000,30,0,6819,349.0021,400.38,83.88,9.95,73
9000,30,1,2232,376.1707,317.10,966.10,10.00,120
9000,30,2,223,70.4007,65.72,247.48,15.08,29
9000,40,0,6731,65.1681,137.92,59.94,-3.03,17
9000,40,1,1212,97.2452,150.03,486.05,0.19,6
9000,40,2,227,53.0993,54.73,272.11,6.08,35
9000,50,0,5143,0.1011,23.61,13.17,-16.18,3
9000,50,1,562,0.6370,22.44,141.59,-7.26,0
9000,50,2,11,0.0144,0.02,14.53,-5.54,0
9000,60,0,3853,0.0000,15.46,0.64,-28.41,0
9000,60,1,2,0.0000,0.45,0.34,-7.94,0
9000,70,0,4656,0.0000,12.05,0.11,-31.78,0
9000,80,0,3564,0.0000,2.99,0.04,-30.80,0
10000,-60,0,5385,1598.8259,1498.27,88.72,17.88,111
10000,-60,1,2347,1273.8501,610.83,579.00,15.17,388
10000,-60,2,2,0.3832,0.03,2.43,12.22,2
10000,-50,0,7192,1823.3576,2148.71,90.94,17.82,29
10000,-50,1,1502,937.0805,919.87,459.66,26.07,30
10000,-50,2,4,0.0016,0.00,6.62,12.59,1
10000,-40,0,6380,1113.4084,1534.71,58.93,22.36,28
10000,-40,1,1699,830.1998,999.33,606.77,29.36,11
10000,-40,2,2,0.0541,0.00,2.48,32.92,0
10000,-30,0,4349,1132.1736,1492.01,84.24,28.61,29
10000,-30,1,3202,1503.3971,1956.77,1487.56,30.99,30
10000,-30,2,626,218.2962,259.16,894.39,31.95,5
10000,-20,0,1846,582.9676,835.99,40.21,21.61,11
10000,-20,1,2433,1403.5257,1623.95,1011.85,32.54,147
10000,-20,2,3940,960.8626,830.55,11212.42,33.37,200
10000,-10,0,1810,750.3103,1076.32,22.63,19.63,31
10000,-10,1,2051,1225.6438,1170.33,895.24,30.16,125
10000,-10,2,4363,695.9798,488.30,15980.88,32.28,432
10000,0,0,1846,647.7882,560.68,31.09,14.23,121
10000,0,1,1748,797.9013,232.74,855.23,28.68,289
10000,0,2,4773,965.8469,310.48,15388.61,27.10,687
10000,10,0,3084,394.9180,218.55,51.91,7.45,169
10000,10,1,2711,600.1729,296.08,1359.07,24.60,323
10000,10,2,3650,549.2469,279.92,9714.97,28.36,447
10000,20,0,4068,296.8930,267.94,63.39,2.50,80
10000,20,1,3239,641.3322,425.93,1536.62,19.48,206
10000,20,2,1138,172.1077,109.40,1994.10,26.33,92
10000,30,0,6829,441.1598,437.96,83.37,3.08,110
10000,30,1,2239,389.1399,293.20,973.01,7.96,83
10000,30,2,206,24.0584,17.27,226.15,-12.89,0
10000,40,0,6748,81.6488,118.85,59.56,-5.13,52
10000,40,1,1205,95.9546,75.09,478.39,-7.13,45
10000,40,2,217,12.7041,12.70,254.46,-14.93,4
10000,50,0,5149,0.1286,13.85,13.14,-16.88,3
10000,50,1,556,0.6189,11.89,134.21,-17.69,1
10000,50,2,11,0.0167,0.03,13.92,-3.22,0
10000,60,0,3853,0.0000,9.07,0.61,-27.39,0
10000,60,1,2,0.0000,0.27,0.32,-13.83,0
10000,70,0,4656,0.0000,7.30,0.10,-31.42,0
10000,80,0,3564,0.0000,1.81,0.04,-30.81,0
11000,-60,0,5356,1694.6632,494.87,87.18,27.06,689
11000,-60,1,2376,975.7560,279.73,602.92,26.43,443
11000,-60,2,2,0.0318,0.00,2.50,25.88,1
11000,-50,0,7188,2418.8051,1472.38,90.60,39.30,557
11000,-50,1,1506,1068.0537,410.47,466.35,12.20,400
11000,-50,2,4,0.0000,0.00,6.77,30.93,1
11000,-40,0,6384,1595.4514,1821.65,58.57,43.03,88
11000,-40,1,1695,1098.0709,653.68,605.26,16.51,151
11000,-40,2,2,0.0089,0.00,2.47,48.95,0
11000,-30,0,4365,1373.3309,1772.83,84.22,40.90,22
11000,-30,1,3204,1680.4912,1671.07,1486.18,26.72,58
11000,-30,2,608,218.1281,158.20,863.78,22.49,14
11000,-20,0,1851,685.4722,1013.60,40.12,46.26,4
11000,-20,1,2453,1250.6578,1512.38,1024.87,30.54,13
11000,-20,2,3915,953.1023,795.64,11136.61,25.60,275
11000,-10,0,1811,717.3357,1203.64,22.44,39.05,13
11000,-10,1,2055,910.7039,1257.23,896.15,31.69,2
11000,-10,2,4358,630.8094,610.08,15985.64,22.20,333
11000,0,0,1850,516.3574,670.64,31.31,43.48,6
11000,0,1,1725,426.4232,345.89,838.47,31.91,55
11000,0,2,4792,625.5316,313.40,15462.67,20.78,512
11000,10,0,3083,423.2730,331.84,51.93,46.34,81
11000,10,1,2678,589.0011,300.61,1337.17,29.48,228
11000,10,2,3684,552.8113,270.55,9793.96,2.05,466
11000,20,0,4069,380.1030,238.16,63.17,28.37,162
11000,20,1,3223,745.7289,321.25,1529.19,10.90,409
11000,20,2,1153,207.9877,67.11,2020.02,-2.25,167
11000,30,0,6834,552.4120,366.35,82.93,6.39,231
11000,30,1,2238,567.4800,404.93,976.09,16.58,188
11000,30,2,202,43.5725,20.93,220.81,28.95,13
11000,40,0,6755,165.9096,153.44,59.04,-4.93,58
11000,40,1,1210,128.5453,99.97,482.42,17.10,63
11000,40,2,205,25.2213,11.19,239.49,26.39,16
11000,50,0,5156,2.9628,10.24,13.36,-15.94,8
11000,50,1,549,10.3451,14.63,128.57,10.41,1
11000,50,2,11,0.1207,0.12,13.55,13.91,0
11000,60,0,3853,0.0197,4.99,0.58,-23.00,0
11000,60,1,2,0.0074,0.17,0.30,-16.54,0
11000,70,0,4656,0.0000,4.42,0.10,-27.20,0
11000,80,0,3564,0.0000,1.10,0.04,-30.74,0
12000,-60,0,5345,524.3304,221.11,86.42,13.51,207
12000,-60,1,2387,520.2532,252.82,614.33,8.41,146
12000,-60,2,2,0.0004,0.00,2.54,19.36,0
12000,-50,0,7180,1133.1898,350.37,89.76,19.31,652
12000,-50,1,1513,431.0630,156.13,473.42,36.11,216
12000,-50,2,5,0.0000,0.00,7.87,22.50,3
12000,-40,0,6384,1600.6417,908.10,58.21,30.88,544
12000,-40,1,1695,853.5403,377.03,610.37,46.20,340
12000,-40,2,2,0.0033,0.00,2.43,0.56,0
12000,-30,0,4371,1655.0074,1489.04,83.77,37.74,187
12000,-30,1,3202,1979.9915,1719.72,1484.48,50.20,372
12000,-30,2,604,249.5945,215.05,854.66,56.64,30
12000,-20,0,1859,879.4556,1177.92,40.43,38.95,24
12000,-20,1,2461,1691.1821,1970.25,1032.90,48.25,57
12000,-20,2,3899,847.0053,394.18,11128.27,56.29,402
12000,-10,0,1814,779.2865,1333.33,22.48,49.53,7
12000,-10,1,2058,1157.1362,1631.78,897.86,46.05,7
12000,-10,2,4352,635.4404,410.15,16005.18,58.80,456
12000,0,0,1849,612.9278,848.47,30.92,44.48,11
12000,0,1,1722,619.5428,582.21,833.86,39.03,15
12000,0,2,4796,767.6742,475.34,15518.97,56.64,474
12000,10,0,3083,616.2344,486.80,51.94,35.17,57
12000,10,1,2647,624.7829,413.41,1315.47,30.54,108
12000,10,2,3715,558.6664,289.76,9903.94,59.97,387
12000,20,0,4069,360.3664,188.91,63.11,35.48,168
12000,20,1,3204,619.4919,298.45,1525.26,40.66,252
