step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
110000,3471,1.321,0.027,9.17,277757,261860,3015,5,12776,292,1554248.1,69.8,0.595,0.077,0.072,0.131,0.126,1435,5.49,3.35,0.05,0.82,0.04,0.38,0.14,1.33,5.25,2.79,0.00,0.03,0.006,0.051,326,0.077,0.860,0.001,0.000,0.139,263367,227976,11,0.398,0.034,0.030,940850,0.078,0.077,0.006,162.07,88424,1028,0.239,0.000,0.000,2365395,1.02,20.06,0.000,0.003,0.000
120000,3537,1.322,0.026,9.21,303462,287053,3491,15,12837,1012,1554292.0,244.3,0.645,0.064,0.059,0.120,0.112,1371,5.22,2.72,0.01,0.21,0.04,0.46,0.14,1.24,5.04,2.45,0.00,0.00,0.005,0.045,318,0.116,0.836,0.000,0.000,0.164,289052,255066,13,0.455,0.097,0.027,1087298,0.090,0.079,0.006,162.04,98953,861,0.241,0.267,0.000,1831580,1.00,20.45,0.000,0.004,0.000
130000,3377,1.338,0.028,9.22,318351,301919,3452,4,13136,429,1545597.4,93.6,0.667,0.060,0.056,0.112,0.105,1306,5.78,4.01,0.06,0.82,0.09,1.04,0.13,1.35,5.50,3.26,0.00,0.11,0.006,0.057,356,0.086,0.830,0.000,0.000,0.170,306687,275356,13,0.316,0.043,0.024,876407,0.089,0.081,0.006,162.22,104056,1806,0.218,0.250,0.000,1975491,1.02,19.91,0.000,0.004,0.001
140000,3499,1.328,0.029,9.10,295992,279642,3463,0,12765,248,1500350.4,45.0,0.639,0.069,0.064,0.115,0.113,1370,5.43,3.60,0.06,0.80,0.05,0.79,0.12,1.73,5.20,2.96,0.00,0.05,0.005,0.050,343,0.094,0.854,0.001,0.000,0.145,283151,251668,14,0.426,0.022,0.025,1109035,0.094,0.086,0.007,162.11,95013,0,0.181,0.000,0.000,2184339,1.02,20.53,0.000,0.003,0.001
150000,3409,1.356,0.029,9.31,271114,256090,3307,0,11807,289,1557438.8,50.7,0.587,0.086,0.079,0.126,0.124,1277,5.64,3.56,0.03,0.60,0.07,0.76,0.18,1.51,5.36,2.95,0.00,0.03,0.005,0.045,359,0.131,0.878,0.001,0.000,0.121,257384,221589,13,0.190,0.143,0.038,1023964,0.119,0.075,0.004,162.12,87306,0,0.175,0.000,0.000,2624892,1.01,20.21,0.000,0.005,0.001
160000,3460,1.340,0.029,8.91,271831,256593,3112,13,12062,923,1576202.2,233.8,0.563,0.088,0.081,0.136,0.132,1433,5.53,3.25,0.04,0.90,0.07,0.44,0.13,1.03,5.30,2.82,0.00,0.02,0.009,0.050,351,0.111,0.863,0.000,0.000,0.137,258430,220436,12,0.199,0.055,0.041,1174012,0.126,0.077,0.005,162.34,86279,788,0.253,0.231,0.000,2730001,1.01,20.21,0.000,0.029,0.000
170000,3495,1.328,0.033,9.17,286102,270089,3560,12,12406,995,1546588.2,262.1,0.610,0.076,0.070,0.123,0.122,1423,5.25,2.96,0.02,0.61,0.06,0.53,0.15,1.29,5.01,2.44,0.00,0.07,0.007,0.051,360,0.102,0.883,0.001,0.000,0.116,272778,239531,13,0.274,0.085,0.039,1274715,0.112,0.083,0.006,162.30,88743,268,0.263,0.500,0.000,2189906,1.01,20.61,0.000,0.020,0.001
180000,3444,1.329,0.031,9.30,253025,237758,3087,2,12229,539,1509257.6,119.2,0.556,0.081,0.077,0.141,0.145,1439,5.50,3.15,0.01,0.14,0.04,0.36,0.15,1.31,5.30,2.77,0.00,0.00,0.005,0.037,339,0.156,0.890,0.000,0.000,0.110,238843,201813,14,0.411,0.054,0.038,1015481,0.124,0.080,0.005,162.20,79957,28,0.221,1.000,0.000,2426118,1.00,20.32,0.000,0.001,0.000
190000,3449,1.331,0.029,9.29,260266,244714,3005,1,12541,331,1547340.6,64.1,0.551,0.083,0.076,0.145,0.144,1440,5.43,3.47,0.03,0.41,0.07,0.79,0.12,1.44,5.22,2.97,0.00,0.05,0.007,0.059,355,0.109,0.882,0.000,0.000,0.118,245774,209195,10,0.284,0.097,0.021,1015287,0.110,0.076,0.005,162.40,81165,1831,0.194,0.000,0.000,2377032,1.01,20.49,0.000,0.004,0.001
200000,3563,1.317,0.030,9.19,260793,245281,3107,1,12290,240,1484044.1,22.6,0.572,0.069,0.064,0.149,0.146,1269,4.90,2.66,0.02,0.39,0.03,0.37,0.10,0.91,4.75,2.42,0.00,0.03,0.004,0.034,286,0.141,0.892,0.000,0.000,0.108,247278,211714,17,0.404,0.031,0.026,948340,0.103,0.078,0.005,162.39,81741,126,0.094,0.000,0.000,2207410,1.01,21.07,0.000,0.003,0.000
210000,3520,1.311,0.026,8.70,261212,245583,3544,7,12121,248,1536591.9,38.9,0.594,0.068,0.066,0.137,0.135,1450,5.44,3.53,0.07,0.76,0.04,0.58,0.14,1.38,5.18,3.00,0.00,0.03,0.004,0.042,313,0.078,0.857,0.001,0.000,0.143,248560,216714,14,0.521,0.000,0.028,952156,0.082,0.076,0.005,162.31,82589,296,0.157,0.286,0.000,2159012,1.02,20.18,0.000,0.002,0.000
220000,3474,1.355,0.031,8.63,301849,284536,3814,10,13535,260,1538822.2,51.6,0.670,0.057,0.056,0.109,0.108,1442,5.30,3.36,0.03,0.58,0.03,0.30,0.12,0.98,5.12,3.01,0.00,0.03,0.005,0.052,306,0.127,0.868,0.000,0.000,0.132,290554,264965,15,0.516,0.000,0.035,971443,0.083,0.088,0.007,162.33,88041,903,0.199,0.400,0.000,1831613,1.01,20.46,0.000,0.001,0.000
230000,3480,1.357,0.029,9.03,278741,261549,3842,2,13342,192,1560885.4,36.1,0.614,0.063,0.061,0.132,0.130,1437,5.39,3.15,0.02,0.38,0.04,0.68,0.11,1.26,5.22,2.69,0.00,0.03,0.004,0.046,283,0.116,0.860,0.000,0.000,0.140,266535,237148,11,0.441,0.014,0.018,900485,0.088,0.076,0.004,162.25,88685,26,0.188,1.000,0.000,2246170,1.01,20.29,0.000,0.006,0.000
240000,3518,1.334,0.028,8.93,280733,263899,3380,0,13416,82,1567249.9,5.0,0.576,0.074,0.068,0.140,0.142,1433,5.27,3.08,0.03,0.61,0.02,0.36,0.13,1.23,5.08,2.66,0.00,0.00,0.002,0.030,265,0.126,0.855,0.000,0.000,0.145,265967,235370,11,0.493,0.084,0.028,925413,0.100,0.078,0.005,162.38,84849,0,0.061,0.000,0.000,2367674,1.01,20.52,0.000,0.000,0.000
250000,3477,1.315,0.025,8.64,304238,285878,3748,2,14651,94,1573631.1,19.0,0.630,0.070,0.067,0.117,0.116,1269,5.37,3.23,0.03,0.77,0.02,0.37,0.17,1.50,5.16,2.67,0.00,0.02,0.002,0.032,279,0.145,0.831,0.000,0.000,0.169,289765,263378,12,0.652,0.043,0.032,1028850,0.082,0.072,0.004,162.26,93806,634,0.203,0.500,0.000,1671172,1.01,20.35,0.000,0.001,0.000
260000,3529,1.343,0.030,8.89,331633,311698,3987,0,15896,65,1523028.0,5.3,0.688,0.054,0.052,0.104,0.102,1375,5.05,2.99,0.01,0.33,0.03,0.58,0.18,1.46,4.83,2.58,0.00,0.00,0.004,0.052,254,0.145,0.834,0.000,0.000,0.166,318255,298223,13,0.686,0.005,0.038,1022400,0.075,0.086,0.006,162.34,104415,0,0.082,0.000,0.000,1332622,1.00,20.75,0.000,0.002,0.000
270000,3527,1.323,0.029,8.70,306094,286638,4311,0,15147,118,1514730.1,21.4,0.677,0.054,0.051,0.110,0.107,1399,5.29,3.63,0.01,0.22,0.04,0.56,0.21,2.11,5.03,2.96,0.00,0.00,0.004,0.042,259,0.111,0.836,0.000,0.000,0.164,291956,271266,12,0.678,0.002,0.029,1374377,0.064,0.082,0.006,162.11,95771,0,0.181,0.000,0.000,1347655,1.00,20.43,0.000,0.001,0.000
280000,3531,1.324,0.032,9.04,312685,293210,3861,2,15608,100,1531125.6,32.1,0.670,0.058,0.055,0.111,0.107,1386,5.15,3.21,0.00,0.21,0.04,0.31,0.25,1.95,4.86,2.52,0.00,0.00,0.005,0.036,265,0.176,0.882,0.000,0.000,0.118,298922,276731,11,0.593,0.006,0.067,1977302,0.079,0.086,0.006,162.26,96305,881,0.321,0.500,0.000,1528454,1.00,20.63,0.000,0.000,0.000
290000,3564,1.316,0.027,8.61,288989,270326,3798,5,14827,83,1491333.0,8.1,0.635,0.069,0.066,0.116,0.114,1410,5.15,3.07,0.01,0.34,0.02,0.37,0.26,1.63,4.87,2.52,0.00,0.00,0.002,0.037,240,0.141,0.844,0.000,0.000,0.156,274076,248317,10,0.681,0.008,0.072,2268319,0.090,0.078,0.005,162.13,88373,1341,0.097,0.400,0.000,1545148,1.00,20.55,0.000,0.000,0.000
300000,3526,1.322,0.034,9.24,298237,279021,4120,0,15134,259,1512189.8,74.2,0.658,0.061,0.055,0.112,0.113,1243,5.15,3.54,0.01,0.37,0.02,0.34,0.28,2.20,4.84,2.66,0.00,0.00,0.003,0.039,291,0.178,0.889,0.000,0.000,0.111,283272,261125,12,0.602,0.001,0.072,2394694,0.087,0.092,0.009,162.19,96113,0,0.287,0.000,0.000,1388915,1.00,20.78,0.001,0.000,0.000
310000,3492,1.322,0.031,9.22,273009,254262,3761,0,15020,64,1514478.5,10.4,0.603,0.069,0.066,0.132,0.129,1439,5.16,2.94,0.02,0.47,0.01,0.24,0.21,1.36,4.93,2.44,0.00,0.00,0.001,0.028,265,0.252,0.878,0.000,0.000,0.122,258229,229847,11,0.611,0.009,0.057,1921673,0.086,0.087,0.008,162.12,86143,0,0.162,0.000,0.000,1629119,1.01,20.53,0.000,0.000,0.000
320000,3530,1.323,0.030,9.02,294257,274548,3778,0,15893,28,1559172.6,1.9,0.627,0.073,0.071,0.115,0.114,1409,5.24,3.38,0.02,0.50,0.01,0.19,0.21,1.72,4.99,2.86,0.00,0.00,0.002,0.028,264,0.265,0.850,0.000,0.000,0.150,279219,250164,11,0.657,0.010,0.044,1761863,0.082,0.083,0.006,162.26,92633,0,0.068,0.000,0.000,1546773,1.01,20.40,0.001,0.000,0.000
330000,3490,1.330,0.030,8.98,307410,287375,3927,0,16148,217,1575122.9,29.1,0.650,0.067,0.066,0.108,0.109,1342,5.31,3.00,0.02,0.57,0.05,0.65,0.23,1.29,5.01,2.52,0.00,0.02,0.005,0.036,278,0.285,0.842,0.000,0.000,0.158,294574,267424,11,0.652,0.025,0.077,2179523,0.067,0.084,0.007,162.37,100646,0,0.134,0.000,0.000,1512735,1.01,20.21,0.000,0.001,0.000
340000,3474,1.323,0.027,8.96,294487,275328,3590,0,15585,78,1565000.9,8.6,0.636,0.066,0.065,0.116,0.116,1418,5.30,3.22,0.01,0.63,0.03,0.36,0.25,1.73,5.01,2.64,0.00,0.00,0.004,0.039,274,0.208,0.858,0.000,0.000,0.142,283654,256756,8,0.638,0.013,0.079,2556369,0.072,0.084,0.008,162.29,91946,0,0.110,0.000,0.000,1682897,1.01,20.33,0.000,0.000,0.000
350000,3498,1.303,0.024,9.68,283390,265745,3657,0,13964,43,1543632.2,3.5,0.629,0.067,0.067,0.119,0.117,1236,5.32,3.26,0.01,0.31,0.03,0.31,0.28,1.62,4.99,2.85,0.00,0.00,0.004,0.030,320,0.142,0.860,0.000,0.000,0.140,272662,248052,8,0.628,0.000,0.092,3390690,0.072,0.079,0.006,162.21,90711,0,0.082,0.000,0.000,1778040,1.01,20.43,0.000,0.000,0.000
360000,3496,1.337,0.024,9.28,305315,287131,4072,0,14114,193,1576237.4,24.1,0.662,0.064,0.064,0.107,0.104,1350,5.39,3.37,0.02,0.39,0.02,0.30,0.27,1.59,5.09,2.90,0.00,0.00,0.003,0.031,310,0.126,0.855,0.000,0.000,0.145,295475,270809,9,0.590,0.036,0.081,2742942,0.067,0.073,0.004,162.23,101949,0,0.125,0.000,0.000,1615812,1.01,20.39,0.000,0.000,0.000
370000,3529,1.308,0.025,9.59,292289,274088,4007,0,14161,66,1543603.9,9.2,0.646,0.070,0.068,0.109,0.108,1385,5.27,3.29,0.02,0.72,0.02,0.31,0.25,1.60,4.98,2.70,0.00,0.00,0.004,0.047,305,0.114,0.850,0.001,0.000,0.149,281559,258508,8,0.627,0.003,0.073,2673089,0.072,0.080,0.006,162.18,96247,0,0.139,0.000,0.000,1645253,1.01,20.49,0.000,0.000,0.000
380000,3524,1.315,0.022,9.52,297183,279061,4109,9,14009,192,1572861.1,52.0,0.659,0.062,0.060,0.110,0.109,1376,5.63,3.45,0.03,0.54,0.05,0.62,0.30,1.78,5.24,2.71,0.00,0.05,0.005,0.043,376,0.069,0.834,0.000,0.000,0.166,287470,264029,8,0.627,0.003,0.104,2455621,0.066,0.071,0.005,162.14,97776,1235,0.271,0.000,0.000,1705033,1.01,20.02,0.000,0.001,0.001
390000,3474,1.343,0.029,9.28,290213,273080,3762,1,13420,237,1566205.5,57.8,0.626,0.070,0.069,0.118,0.117,1378,5.49,3.10,0.01,0.21,0.02,0.16,0.29,1.78,5.17,2.45,0.00,0.00,0.003,0.029,297,0.091,0.841,0.000,0.000,0.159,279321,253278,7,0.606,0.029,0.099,3047743,0.078,0.083,0.007,162.29,97817,262,0.244,0.000,0.000,1645581,1.00,20.32,0.000,0.000,0.000
400000,3472,1.345,0.029,9.73,270104,253822,3701,0,12583,205,1520068.2,51.0,0.588,0.073,0.072,0.137,0.130,1246,5.33,3.12,0.02,0.34,0.05,0.33,0.29,1.70,4.98,2.57,0.00,0.00,0.007,0.049,318,0.101,0.878,0.000,0.000,0.122,256673,228466,8,0.585,0.015,0.083,2865775,0.085,0.076,0.005,162.27,90668,0,0.249,0.000,0.000,1622003,1.01,20.61,0.000,0.003,0.000
410000,3530,1.333,0.027,9.51,271562,254523,3721,0,13260,113,1540952.0,10.1,0.583,0.075,0.072,0.137,0.133,1383,5.38,3.39,0.01,0.28,0.03,0.36,0.28,1.91,5.06,2.77,0.00,0.02,0.003,0.035,345,0.079,0.871,0.000,0.000,0.128,258813,227480,7,0.600,0.038,0.074,2412629,0.071,0.079,0.005,162.21,91558,0,0.090,0.000,0.000,1673167,1.01,20.53,0.000,0.001,0.000
420000,3470,1.341,0.031,9.41,266474,250429,3361,98,12646,5499,1520342.8,1505.4,0.586,0.061,0.061,0.147,0.146,1377,5.26,3.21,0.03,0.60,0.02,0.26,0.22,1.60,4.99,2.66,0.00,0.05,0.003,0.043,389,0.094,0.880,0.002,0.000,0.118,253951,224554,9,0.569,0.000,0.076,2483670,0.070,0.084,0.007,162.14,89324,695,0.274,0.245,0.000,2174608,1.01,20.62,0.000,0.127,0.001
430000,3442,1.328,0.030,9.68,266157,250232,3360,0,12593,298,1587889.8,67.0,0.548,0.071,0.071,0.157,0.153,1403,5.65,3.18,0.05,0.70,0.04,0.31,0.26,1.61,5.30,2.60,0.00,0.00,0.006,0.049,334,0.098,0.883,0.001,0.000,0.117,251790,219757,9,0.512,0.000,0.088,3196855,0.074,0.074,0.004,162.30,86490,0,0.225,0.000,0.000,1860946,1.02,20.12,0.000,0.001,0.000
440000,3411,1.353,0.031,9.74,267648,251868,3174,0,12637,90,1564029.2,10.8,0.556,0.076,0.076,0.148,0.144,1387,5.54,3.34,0.06,1.10,0.03,0.26,0.24,1.38,5.21,2.79,0.00,0.00,0.005,0.043,352,0.094,0.873,0.000,0.000,0.126,253465,222392,10,0.529,0.000,0.089,2911162,0.078,0.081,0.005,162.41,88756,0,0.120,0.000,0.000,1756434,1.02,20.32,0.000,0.000,0.000
450000,3483,1.338,0.029,9.71,265973,250141,3550,0,12210,59,1574559.8,5.5,0.577,0.080,0.084,0.130,0.129,1244,5.38,3.17,0.05,0.81,0.05,0.71,0.22,1.46,5.05,2.46,0.00,0.00,0.006,0.056,303,0.086,0.868,0.000,0.000,0.132,252829,225190,9,0.490,0.101,0.079,3077249,0.089,0.079,0.006,162.31,91342,0,0.093,0.000,0.000,1849006,1.02,20.39,0.000,0.001,0.000
460000,3460,1.336,0.029,9.91,269255,253299,3612,1,12366,299,1555223.8,63.8,0.583,0.075,0.078,0.132,0.132,1383,5.54,3.16,0.05,0.79,0.06,0.43,0.27,1.50,5.16,2.52,0.00,0.00,0.008,0.058,325,0.102,0.886,0.000,0.000,0.114,255787,225338,10,0.423,0.135,0.100,3331745,0.081,0.076,0.005,162.17,92507,37,0.214,1.000,0.000,1745878,1.01,20.07,0.000,0.001,0.000
470000,3405,1.370,0.033,9.69,262392,246646,3363,0,12438,111,1540723.8,19.3,0.571,0.065,0.062,0.153,0.149,1371,5.53,3.31,0.03,0.67,0.04,0.65,0.31,1.52,5.14,2.79,0.00,0.05,0.005,0.044,343,0.125,0.878,0.000,0.000,0.122,247650,215776,13,0.566,0.013,0.107,3572528,0.086,0.082,0.005,162.11,87278,0,0.174,0.000,0.000,1503579,1.01,20.18,0.000,0.000,0.000
480000,3466,1.307,0.026,10.25,270254,254289,3520,6,12378,305,1557619.6,71.9,0.572,0.073,0.067,0.148,0.141,1363,5.51,3.24,0.02,0.56,0.02,0.38,0.30,1.73,5.16,2.62,0.00,0.02,0.003,0.044,365,0.089,0.887,0.000,0.000,0.113,255399,225469,10,0.409,0.234,0.114,3855866,0.085,0.075,0.004,162.20,90801,816,0.236,0.333,0.000,1212907,1.01,20.13,0.000,0.005,0.000
490000,3513,1.324,0.022,9.54,288278,271707,3670,0,12854,68,1579748.9,7.3,0.608,0.064,0.060,0.136,0.131,1347,5.39,3.24,0.04,0.82,0.01,0.25,0.28,1.33,5.06,2.62,0.00,0.05,0.002,0.036,353,0.102,0.855,0.000,0.000,0.145,276659,247789,11,0.484,0.159,0.112,3188301,0.084,0.070,0.004,162.23,94784,0,0.108,0.000,0.000,1408308,1.01,20.26,0.000,0.001,0.000
500000,3505,1.311,0.025,9.33,312970,294254,3797,0,14927,71,1558456.2,4.6,0.657,0.061,0.057,0.114,0.111,1187,5.36,3.10,0.02,0.60,0.03,0.39,0.27,1.59,5.03,2.51,0.00,0.02,0.004,0.048,350,0.118,0.821,0.000,0.000,0.179,300513,277111,11,0.678,0.029,0.080,3248925,0.078,0.075,0.005,162.20,101900,0,0.064,0.000,0.000,1050328,1.01,20.45,0.000,0.000,0.000
510000,3464,1.348,0.026,9.49,309232,291117,3860,0,14296,104,1554549.9,10.7,0.660,0.061,0.052,0.117,0.110,1322,5.34,3.17,0.03,0.52,0.06,0.43,0.22,1.36,5.03,2.78,0.00,0.07,0.007,0.044,351,0.083,0.862,0.000,0.000,0.138,297457,272383,11,0.611,0.017,0.072,2741466,0.077,0.083,0.007,162.14,101909,0,0.103,0.000,0.000,1166622,1.01,20.51,0.000,0.000,0.000
520000,3504,1.319,0.021,8.68,295127,276048,3822,1,15216,301,1569852.4,57.2,0.642,0.080,0.071,0.105,0.102,1367,5.27,3.32,0.02,0.36,0.03,0.41,0.27,1.71,4.95,2.74,0.00,0.00,0.003,0.027,312,0.142,0.843,0.000,0.000,0.157,283971,256235,12,0.666,0.055,0.070,2342279,0.073,0.073,0.005,162.01,92439,14,0.190,1.000,0.000,1537394,1.01,20.58,0.000,0.001,0.000
530000,3570,1.327,0.022,8.07,351877,330503,4182,0,17126,86,1549534.8,9.1,0.743,0.058,0.052,0.074,0.072,1381,5.21,3.93,0.08,1.24,0.03,0.29,0.32,2.25,4.78,2.77,0.00,0.12,0.004,0.028,315,0.167,0.842,0.000,0.000,0.157,343066,323752,12,0.725,0.009,0.079,2373122,0.070,0.083,0.007,162.26,100069,0,0.106,0.000,0.000,1370644,1.02,20.94,0.000,0.001,0.000
540000,3512,1.331,0.022,8.28,301068,281710,4654,0,14762,105,1496943.6,12.6,0.704,0.068,0.061,0.085,0.083,1434,5.17,3.23,0.03,0.50,0.04,0.30,0.35,1.90,4.75,2.51,0.00,0.00,0.006,0.048,300,0.149,0.858,0.001,0.000,0.142,291676,269680,8,0.729,0.016,0.092,2752568,0.064,0.087,0.009,161.76,84382,0,0.120,0.000,0.000,1322396,1.01,21.04,0.000,0.001,0.000
550000,3474,1.357,0.023,9.42,305737,287814,4004,0,13957,69,1595942.0,7.6,0.666,0.070,0.065,0.100,0.099,1255,5.55,3.55,0.02,0.61,0.01,0.22,0.27,1.97,5.25,2.78,0.00,0.02,0.002,0.019,326,0.156,0.849,0.000,0.000,0.151,294663,272846,7,0.653,0.006,0.069,2676218,0.076,0.069,0.004,162.42,92050,0,0.110,0.000,0.000,1337484,1.01,20.42,0.000,0.001,0.000
560000,3474,1.337,0.021,9.92,290727,273663,3608,0,13456,40,1612420.5,6.0,0.602,0.076,0.067,0.128,0.126,1376,5.44,3.35,0.04,0.64,0.03,0.34,0.18,1.35,5.20,2.70,0.00,0.02,0.003,0.028,279,0.163,0.848,0.000,0.000,0.152,278462,253299,8,0.657,0.036,0.060,1898810,0.113,0.061,0.003,162.83,90056,0,0.151,0.000,0.000,1777619,1.01,20.50,0.000,0.000,0.000
570000,3529,1.318,0.023,9.87,301503,283843,3937,0,13668,75,1595427.8,12.8,0.640,0.071,0.062,0.114,0.112,1336,5.26,3.11,0.05,1.19,0.02,0.30,0.20,1.37,4.98,2.41,0.00,0.05,0.002,0.035,267,0.239,0.844,0.000,0.000,0.155,288698,265723,8,0.694,0.041,0.065,2166651,0.102,0.066,0.003,162.73,97917,0,0.171,0.000,0.000,1418445,1.02,20.74,0.000,0.003,0.001
580000,3516,1.313,0.027,10.40,303527,285775,4071,0,13694,64,1586634.4,9.5,0.649,0.072,0.064,0.109,0.106,1326,5.36,3.35,0.08,1.05,0.01,0.25,0.20,1.57,5.06,2.47,0.00,0.04,0.002,0.029,270,0.222,0.867,0.001,0.000,0.133,289972,268689,10,0.595,0.008,0.068,2085375,0.105,0.067,0.003,162.71,102918,0,0.149,0.000,0.000,1316520,1.03,20.53,0.000,0.000,0.001
