step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
490000,3520,1.334,0.024,7.99,299518,280449,3556,18,15473,792,1581976.8,148.1,0.630,0.093,0.095,0.096,0.087,681,5.12,3.54,0.05,0.60,0.05,0.69,0.06,0.68,4.96,3.19,0.00,0.05,0.004,0.040,264,0.401,0.858,0.001,0.000,0.142,286486,259977,11,0.455,0.034,0.015,387481,0.084,0.067,0.004,162.09,85560,284,0.187,0.500,0.000,2287479,1.02,22.38,0.001,0.006,0.000
500000,3494,1.310,0.025,7.57,301140,281140,3669,29,16328,883,1589520.0,166.1,0.627,0.093,0.096,0.097,0.086,623,5.31,3.61,0.04,0.85,0.05,0.79,0.08,0.78,5.14,3.15,0.00,0.00,0.003,0.040,295,0.438,0.839,0.001,0.000,0.160,288332,260816,11,0.653,0.024,0.020,503240,0.084,0.075,0.005,162.24,83815,639,0.188,0.310,0.000,2237393,1.01,22.21,0.001,0.007,0.000
510000,3534,1.295,0.028,7.96,288619,269562,3678,8,15331,677,1571822.5,117.2,0.613,0.105,0.106,0.096,0.080,721,5.01,3.40,0.02,0.50,0.05,0.74,0.05,0.67,4.89,2.97,0.00,0.00,0.004,0.049,250,0.437,0.879,0.000,0.000,0.121,275618,247226,10,0.577,0.055,0.009,450663,0.078,0.079,0.005,162.28,78460,163,0.173,0.500,0.000,2228359,1.01,22.45,0.000,0.006,0.000
520000,3480,1.353,0.029,7.93,282108,264437,3344,18,14363,716,1571677.5,129.5,0.585,0.105,0.109,0.109,0.092,682,5.19,3.37,0.05,1.13,0.04,0.54,0.06,1.05,5.04,2.69,0.00,0.14,0.004,0.052,262,0.334,0.881,0.001,0.000,0.118,267640,235970,12,0.580,0.017,0.010,379038,0.080,0.076,0.005,162.32,76759,257,0.181,0.500,0.000,2357714,1.02,22.12,0.001,0.009,0.001
530000,3488,1.324,0.027,7.65,289913,272179,3351,88,14287,2054,1554165.9,432.0,0.627,0.100,0.102,0.093,0.077,713,5.30,3.89,0.03,0.56,0.06,0.89,0.10,1.28,5.12,3.32,0.00,0.02,0.005,0.055,305,0.364,0.843,0.001,0.000,0.156,276334,247280,14,0.640,0.005,0.015,330221,0.079,0.077,0.005,162.21,78989,797,0.210,0.239,0.000,2194513,1.01,22.13,0.001,0.020,0.001
540000,3539,1.332,0.026,8.02,298695,280492,3471,34,14647,1168,1592339.8,223.5,0.622,0.103,0.105,0.093,0.077,694,5.11,2.82,0.03,0.47,0.03,0.42,0.05,0.79,4.99,2.47,0.00,0.05,0.004,0.047,269,0.425,0.858,0.002,0.000,0.140,285550,255369,14,0.578,0.031,0.009,363681,0.085,0.073,0.005,162.28,82478,911,0.191,0.265,0.000,2131547,1.01,22.28,0.000,0.016,0.001
550000,3517,1.307,0.020,7.05,305035,286154,3192,48,15663,1330,1619185.0,254.7,0.630,0.099,0.100,0.092,0.079,612,5.11,3.15,0.06,0.78,0.02,0.47,0.07,0.97,4.96,2.76,0.00,0.04,0.002,0.038,249,0.521,0.796,0.001,0.000,0.203,293826,262972,12,0.731,0.007,0.012,381145,0.093,0.070,0.005,162.38,86514,647,0.191,0.271,0.000,2414948,1.03,22.44,0.000,0.007,0.001
560000,3455,1.343,0.021,7.61,326564,305192,3158,2154,16122,26599,1593715.9,6033.0,0.663,0.092,0.093,0.084,0.068,666,5.37,3.40,0.06,1.25,0.06,0.84,0.04,0.60,5.22,3.05,0.00,0.07,0.005,0.058,277,0.390,0.856,0.000,0.000,0.144,316253,287540,10,0.498,0.129,0.007,467730,0.090,0.067,0.004,162.17,91379,629,0.227,0.299,0.000,2257557,1.03,22.05,0.001,0.039,0.000
570000,3461,1.354,0.022,7.67,287773,269443,3097,334,14893,5866,1594875.9,1230.1,0.600,0.107,0.106,0.102,0.084,662,5.42,4.14,0.06,1.25,0.04,0.68,0.07,0.88,5.25,3.59,0.00,0.00,0.004,0.060,267,0.357,0.863,0.000,0.000,0.137,276986,241847,9,0.590,0.035,0.012,471192,0.084,0.068,0.004,162.37,81385,528,0.210,0.251,0.000,2663332,1.03,21.88,0.001,0.002,0.000
580000,3437,1.319,0.024,7.98,312244,291638,3526,90,17014,1753,1583321.2,397.0,0.659,0.092,0.090,0.087,0.073,728,5.46,4.06,0.07,1.29,0.07,1.29,0.07,0.70,5.24,3.38,0.00,0.07,0.004,0.053,311,0.365,0.848,0.001,0.000,0.151,301623,273365,10,0.597,0.050,0.017,493156,0.060,0.067,0.003,162.23,81010,628,0.226,0.244,0.000,2011370,1.03,21.97,0.001,0.021,0.000
590000,3482,1.345,0.026,7.62,297948,278479,3370,134,15920,2356,1614654.1,661.5,0.640,0.096,0.094,0.092,0.079,719,5.27,3.46,0.06,0.92,0.04,0.48,0.09,0.92,5.09,2.93,0.00,0.02,0.005,0.053,282,0.433,0.859,0.000,0.000,0.140,287245,257077,11,0.646,0.062,0.019,585208,0.046,0.079,0.005,162.09,80177,641,0.281,0.142,0.000,2235704,1.03,22.15,0.000,0.004,0.000
