step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share
110000,3405,1.335,0.032,9.04,315865,297674,3306,1,14922,249,1598179.4,23.9,0.645,0.088,0.116,0.075,0.076,535,5.71,3.60,0.08,1.17,0.05,0.39,0.20,1.74,5.38,2.79,0.00,0.00,0.006,0.048,314,0.135,0.828,0.000,0.000,0.172,302258,271083,15,0.586,0.021,0.045,1318328,0.022,0.087,0.006,162.29,113647,60,0.096,0.000,0.000,2337783,1.02,19.85,0.001,0.001,0.000
120000,3404,1.333,0.025,8.47,307280,289025,3229,6,15021,327,1621048.9,56.5,0.637,0.089,0.114,0.079,0.082,586,5.78,3.82,0.09,1.33,0.08,0.74,0.24,1.35,5.37,3.14,0.00,0.00,0.009,0.049,310,0.193,0.849,0.000,0.000,0.151,295930,265254,16,0.390,0.212,0.078,1732846,0.023,0.076,0.005,162.14,103890,546,0.173,0.167,0.000,2808553,1.03,19.77,0.000,0.001,0.000
130000,3395,1.324,0.028,8.84,257505,242799,2931,3,11781,210,1568544.8,21.3,0.532,0.119,0.151,0.097,0.101,695,5.47,3.51,0.04,0.93,0.12,0.52,0.18,1.84,5.13,2.70,0.00,0.00,0.015,0.061,270,0.173,0.899,0.000,0.000,0.101,245454,207438,14,0.444,0.017,0.037,1704766,0.021,0.079,0.005,162.21,83328,452,0.101,0.000,0.000,3581176,1.01,20.24,0.000,0.001,0.000
140000,3356,1.343,0.030,9.01,268311,252574,3162,12,12602,399,1578279.5,54.9,0.562,0.116,0.143,0.088,0.091,702,5.81,3.70,0.06,1.02,0.12,0.74,0.13,1.58,5.49,2.92,0.00,0.02,0.016,0.064,266,0.155,0.897,0.001,0.000,0.103,256090,218746,13,0.470,0.037,0.022,975658,0.033,0.074,0.004,162.12,82789,664,0.138,0.333,0.000,3378035,1.02,19.75,0.000,0.000,0.000
150000,3409,1.305,0.030,8.64,262214,247080,2977,2,12102,272,1580404.1,40.3,0.545,0.118,0.146,0.092,0.098,644,5.56,3.59,0.07,1.26,0.11,0.64,0.20,1.94,5.18,2.51,0.00,0.02,0.013,0.055,273,0.143,0.884,0.000,0.000,0.116,250285,211478,12,0.540,0.004,0.029,902007,0.038,0.084,0.006,162.16,84708,540,0.148,0.000,0.000,3556454,1.02,20.13,0.001,0.001,0.000
160000,3369,1.355,0.025,9.55,268532,252081,3230,22,13239,742,1589592.9,144.0,0.572,0.103,0.129,0.095,0.101,632,5.86,3.34,0.05,0.84,0.12,0.66,0.16,1.28,5.54,2.80,0.00,0.10,0.014,0.059,331,0.113,0.893,0.001,0.000,0.105,257743,222925,13,0.453,0.024,0.036,1310560,0.027,0.075,0.005,162.19,90943,338,0.194,0.409,0.001,3819748,1.02,19.76,0.000,0.013,0.001
170000,2720,1.433,0.028,11.20,227380,211665,1947,3875,10542,184611,1570940.8,35081.8,0.412,0.152,0.190,0.117,0.129,580,8.94,6.89,0.51,1.89,0.59,2.65,0.10,0.92,7.73,4.59,0.18,0.88,0.024,0.102,908,0.028,0.860,0.079,0.000,0.062,215873,158493,10,0.256,0.163,0.024,857281,0.058,0.074,0.004,162.53,87905,407,0.190,0.156,0.030,5206384,1.11,15.99,0.000,0.482,0.050
180000,3070,1.427,0.030,10.44,224048,207056,1331,1720,13591,126777,1620939.4,22067.5,0.349,0.175,0.225,0.121,0.130,541,7.12,3.92,0.04,0.97,0.04,0.84,0.35,1.86,6.69,3.24,0.00,0.00,0.002,0.031,379,0.079,0.900,0.000,0.000,0.100,209307,144477,13,0.270,0.014,0.065,1105818,0.085,0.073,0.005,162.84,85865,319,0.174,0.152,0.000,4420623,1.02,18.16,0.000,0.004,0.000
190000,3116,1.384,0.027,10.74,272216,249612,2198,23,20337,994,1630093.2,195.4,0.491,0.145,0.192,0.082,0.091,481,7.01,4.83,0.12,1.22,0.04,0.54,0.20,1.56,6.65,4.24,0.00,0.05,0.003,0.041,467,0.111,0.856,0.001,0.000,0.143,256733,206593,14,0.289,0.235,0.052,2235870,0.079,0.072,0.004,162.78,104414,569,0.197,0.261,0.000,2992905,1.04,18.91,0.000,0.002,0.000
200000,3249,1.387,0.034,10.86,269259,245845,2563,3,20715,576,1605459.1,65.0,0.498,0.131,0.172,0.093,0.106,404,6.33,4.03,0.08,1.24,0.05,0.87,0.18,1.47,6.01,3.32,0.00,0.05,0.003,0.037,424,0.096,0.893,0.000,0.000,0.107,252692,203613,17,0.191,0.126,0.052,1563629,0.057,0.082,0.005,162.66,107941,97,0.113,0.333,0.000,2982180,1.03,19.65,0.000,0.001,0.000
210000,3243,1.372,0.029,10.35,277956,254318,2791,0,20853,213,1606627.4,24.3,0.536,0.122,0.156,0.087,0.098,455,6.27,4.06,0.05,0.84,0.05,0.71,0.20,1.63,5.97,3.58,0.00,0.11,0.004,0.047,424,0.088,0.868,0.000,0.000,0.131,262680,214012,17,0.244,0.018,0.061,1478282,0.039,0.076,0.005,162.44,111049,0,0.114,0.000,0.000,2390400,1.02,19.57,0.000,0.004,0.001
220000,3246,1.390,0.031,10.51,254839,234549,2479,0,17808,243,1612711.5,23.7,0.492,0.132,0.170,0.095,0.111,501,6.34,3.98,0.08,1.34,0.04,0.88,0.15,1.07,6.07,3.43,0.00,0.00,0.003,0.036,448,0.082,0.883,0.000,0.000,0.117,239658,187273,18,0.211,0.025,0.058,1885216,0.041,0.074,0.004,162.55,98068,0,0.097,0.000,0.000,3019402,1.03,19.56,0.000,0.000,0.000
230000,3268,1.384,0.030,11.09,263830,242312,2503,0,18993,237,1609740.6,19.6,0.514,0.122,0.162,0.093,0.109,487,6.17,3.63,0.04,0.71,0.03,0.40,0.12,1.46,5.98,3.12,0.00,0.00,0.002,0.031,382,0.129,0.884,0.000,0.000,0.116,248459,196480,15,0.290,0.102,0.018,867846,0.074,0.072,0.003,162.69,106464,0,0.083,0.000,0.000,2710073,1.02,19.65,0.000,0.000,0.000
240000,3294,1.371,0.033,11.29,260304,237705,2604,0,19969,282,1597485.0,23.2,0.491,0.132,0.168,0.101,0.110,457,5.97,3.63,0.08,1.39,0.03,0.27,0.07,0.84,5.79,3.14,0.00,0.00,0.004,0.037,408,0.060,0.891,0.001,0.000,0.108,244244,188078,16,0.205,0.077,0.018,598715,0.089,0.078,0.004,162.64,110246,0,0.082,0.000,0.000,2679588,1.03,20.03,0.000,0.002,0.000
250000,3352,1.363,0.029,11.44,250932,229016,2738,4,19116,432,1571320.2,63.9,0.497,0.138,0.174,0.091,0.101,419,5.89,3.53,0.07,0.99,0.02,0.30,0.06,0.80,5.74,3.22,0.00,0.00,0.002,0.028,460,0.089,0.895,0.000,0.000,0.104,235845,184201,18,0.172,0.058,0.016,592142,0.068,0.076,0.004,162.57,108777,65,0.148,0.750,0.000,2756044,1.03,20.18,0.000,0.006,0.000
260000,3317,1.373,0.029,11.55,250944,229304,2654,11,19010,966,1584861.4,150.6,0.511,0.133,0.167,0.087,0.103,436,6.12,4.06,0.13,1.50,0.05,0.68,0.19,1.78,5.75,3.08,0.00,0.00,0.005,0.048,519,0.086,0.871,0.003,0.000,0.125,239014,186593,20,0.194,0.116,0.043,822120,0.058,0.077,0.004,162.60,109785,412,0.156,0.273,0.000,3165520,1.04,19.96,0.000,0.010,0.000
270000,3299,1.384,0.027,11.52,260495,237190,3241,5,20077,591,1608535.1,95.6,0.549,0.116,0.149,0.086,0.100,435,6.01,3.96,0.09,1.13,0.02,0.38,0.15,1.22,5.75,3.39,0.00,0.02,0.002,0.037,479,0.054,0.886,0.002,0.000,0.112,247822,196178,17,0.184,0.059,0.033,1211940,0.043,0.070,0.003,162.54,113861,504,0.162,0.400,0.000,2624030,1.03,20.29,0.000,0.004,0.000
280000,3332,1.341,0.021,11.55,259693,236348,2824,5,20483,528,1614845.6,98.4,0.523,0.122,0.157,0.093,0.104,403,6.09,4.32,0.10,1.00,0.02,0.47,0.10,1.12,5.86,3.81,0.00,0.02,0.002,0.031,516,0.061,0.872,0.002,0.000,0.126,248642,193384,20,0.229,0.029,0.023,1098870,0.066,0.064,0.003,162.66,115988,76,0.186,0.800,0.000,3237750,1.03,20.23,0.000,0.002,0.000
290000,3306,1.378,0.023,11.73,307239,280204,3344,0,23717,326,1592299.6,46.6,0.625,0.105,0.132,0.065,0.073,368,6.01,3.91,0.17,1.32,0.01,0.27,0.13,1.00,5.69,3.40,0.00,0.05,0.001,0.024,523,0.076,0.851,0.000,0.000,0.148,298403,250954,18,0.251,0.041,0.038,1095716,0.075,0.069,0.003,162.70,138598,0,0.143,0.000,0.000,2408005,1.06,20.05,0.000,0.002,0.000
300000,3279,1.349,0.018,11.40,303040,277012,3697,3,22355,1369,1610244.9,207.9,0.639,0.104,0.127,0.062,0.068,360,6.44,4.61,0.22,1.79,0.04,0.48,0.15,1.45,6.03,3.95,0.00,0.05,0.004,0.045,567,0.048,0.788,0.002,0.000,0.210,294676,251084,20,0.324,0.104,0.027,1172996,0.067,0.058,0.002,162.57,139553,913,0.152,0.000,0.000,2282482,1.08,19.65,0.000,0.020,0.002
310000,3294,1.371,0.023,11.62,338825,309151,3653,25,25981,1907,1610517.8,281.0,0.676,0.091,0.115,0.057,0.061,329,6.12,3.82,0.15,1.26,0.01,0.30,0.11,1.04,5.84,3.40,0.00,0.00,0.001,0.030,496,0.065,0.836,0.002,0.000,0.163,330766,292479,27,0.192,0.048,0.026,891321,0.068,0.066,0.003,162.65,157452,295,0.147,0.320,0.000,2003280,1.06,20.05,0.000,0.001,0.000
320000,3360,1.376,0.022,11.63,283854,258199,3763,6,21820,352,1590985.9,54.9,0.610,0.103,0.139,0.070,0.077,399,5.88,3.56,0.09,1.16,0.03,0.64,0.08,0.85,5.67,2.97,0.00,0.00,0.004,0.048,474,0.079,0.890,0.001,0.000,0.109,275187,226791,27,0.248,0.033,0.020,910342,0.069,0.063,0.003,162.56,127636,758,0.156,0.000,0.000,2483861,1.03,20.27,0.000,0.004,0.000
330000,3442,1.340,0.027,11.41,283111,256503,3779,11,22736,494,1555699.5,73.2,0.623,0.102,0.137,0.065,0.073,410,5.46,3.31,0.06,0.89,0.05,0.74,0.06,0.63,5.29,2.95,0.00,0.03,0.004,0.049,451,0.112,0.888,0.000,0.000,0.112,274299,223068,22,0.354,0.037,0.020,698647,0.091,0.081,0.006,162.55,123685,645,0.148,0.455,0.000,2404979,1.02,20.74,0.000,0.002,0.000
340000,3384,1.332,0.019,11.11,318838,289769,4129,0,24998,350,1591495.4,26.2,0.680,0.085,0.115,0.057,0.064,378,5.94,4.38,0.10,1.10,0.08,0.79,0.19,1.55,5.56,3.65,0.00,0.00,0.007,0.056,564,0.114,0.813,0.003,0.000,0.184,310901,268887,24,0.395,0.051,0.033,1068825,0.073,0.064,0.003,162.68,144237,0,0.075,0.000,0.000,2034306,1.04,20.28,0.000,0.002,0.000
350000,3417,1.337,0.018,10.94,315088,289164,3605,40,22246,1833,1579207.9,388.2,0.675,0.087,0.120,0.055,0.064,342,5.88,4.25,0.16,1.32,0.11,1.05,0.22,1.93,5.40,3.29,0.00,0.05,0.008,0.065,501,0.141,0.811,0.004,0.000,0.185,306855,263988,20,0.599,0.042,0.035,1081779,0.063,0.065,0.003,162.62,143121,823,0.212,0.250,0.000,2076504,1.05,20.20,0.001,0.006,0.001
360000,3496,1.331,0.021,11.06,309405,284009,3736,26,21555,1382,1570536.2,240.9,0.692,0.075,0.102,0.061,0.069,387,5.60,3.93,0.14,1.75,0.09,0.82,0.14,1.21,5.23,2.90,0.00,0.04,0.009,0.060,427,0.150,0.841,0.003,0.000,0.157,302029,260250,18,0.618,0.030,0.032,1074233,0.071,0.067,0.003,162.58,138908,737,0.174,0.231,0.000,2199745,1.05,20.37,0.000,0.006,0.001
370000,3398,1.344,0.022,11.34,277928,255927,3448,3,18648,945,1621775.6,113.8,0.590,0.110,0.150,0.071,0.080,392,5.81,3.74,0.17,1.63,0.04,0.58,0.09,1.06,5.50,2.95,0.00,0.02,0.003,0.039,430,0.092,0.877,0.003,0.000,0.119,269270,222138,15,0.343,0.006,0.034,989365,0.080,0.060,0.002,162.83,124222,70,0.120,0.667,0.000,2833608,1.06,20.11,0.000,0.013,0.000
380000,3403,1.364,0.019,11.26,313884,288314,3570,23,21972,2247,1621240.6,271.5,0.664,0.085,0.121,0.059,0.072,378,5.71,3.72,0.16,1.62,0.05,0.58,0.12,1.02,5.39,2.91,0.00,0.07,0.004,0.044,447,0.165,0.874,0.002,0.000,0.124,306041,260525,16,0.411,0.024,0.033,1201411,0.072,0.058,0.002,162.79,133664,1136,0.121,0.217,0.000,2111807,1.06,20.15,0.000,0.006,0.001
390000,3438,1.346,0.023,11.34,272020,248864,3297,1,19823,558,1633089.6,66.5,0.563,0.116,0.158,0.074,0.088,407,5.66,3.41,0.14,1.41,0.05,0.54,0.11,1.00,5.35,2.63,0.00,0.05,0.005,0.046,422,0.161,0.880,0.001,0.000,0.119,262966,210198,22,0.248,0.045,0.024,989534,0.091,0.066,0.003,162.90,118702,39,0.119,1.000,0.000,2991565,1.05,20.27,0.000,0.003,0.002
400000,3410,1.317,0.022,11.32,291288,267060,3637,5,20614,727,1608723.0,94.1,0.620,0.104,0.143,0.061,0.071,373,5.81,4.30,0.22,1.83,0.08,0.75,0.19,1.78,5.33,3.17,0.00,0.05,0.008,0.063,443,0.140,0.821,0.003,0.000,0.176,281859,231104,22,0.318,0.012,0.037,914553,0.091,0.066,0.003,162.76,127776,816,0.129,0.400,0.000,2325773,1.07,20.16,0.000,0.010,0.001
410000,3362,1.337,0.035,11.23,335789,309576,3934,3,22324,994,1612190.4,69.6,0.713,0.084,0.112,0.043,0.048,344,6.03,4.17,0.15,1.42,0.13,0.98,0.15,1.12,5.60,3.29,0.00,0.09,0.012,0.065,483,0.165,0.841,0.005,0.000,0.155,327531,292231,15,0.373,0.018,0.039,1411222,0.067,0.122,0.018,162.65,153036,930,0.070,0.333,0.000,1720140,1.05,19.94,0.000,0.002,0.001
420000,3382,1.334,0.030,11.35,308399,284172,3731,5,20471,962,1584202.4,102.3,0.672,0.098,0.129,0.049,0.052,375,5.86,4.38,0.22,1.86,0.11,0.78,0.16,1.49,5.36,3.26,0.00,0.09,0.010,0.055,494,0.162,0.838,0.006,0.000,0.156,298872,259060,15,0.437,0.026,0.037,1491934,0.063,0.089,0.008,162.56,139757,310,0.106,0.600,0.000,1606480,1.08,20.11,0.000,0.003,0.002
430000,3397,1.347,0.041,11.58,295494,270922,3394,11,21152,1307,1595547.4,176.8,0.626,0.107,0.140,0.060,0.067,389,5.63,4.05,0.14,1.73,0.08,0.85,0.10,1.21,5.32,2.92,0.00,0.00,0.007,0.052,423,0.087,0.893,0.002,0.000,0.105,285436,243807,12,0.206,0.096,0.016,977945,0.076,0.118,0.016,162.65,132974,786,0.135,0.182,0.000,2017472,1.05,20.45,0.000,0.002,0.000
440000,3394,1.364,0.026,11.45,262745,241323,3405,4,18016,542,1610157.6,58.9,0.578,0.122,0.162,0.065,0.073,406,5.79,3.63,0.16,1.46,0.07,0.69,0.12,1.06,5.44,2.87,0.00,0.04,0.006,0.041,437,0.070,0.877,0.002,0.000,0.121,251756,201406,13,0.266,0.026,0.027,887143,0.092,0.072,0.004,162.66,117312,925,0.109,0.250,0.000,2145492,1.06,20.10,0.000,0.004,0.001
450000,3406,1.355,0.027,11.59,259931,239394,3396,7,17122,820,1596209.0,89.1,0.572,0.122,0.156,0.069,0.081,399,5.72,3.93,0.20,2.01,0.11,0.91,0.15,1.18,5.27,2.82,0.00,0.08,0.010,0.067,454,0.112,0.872,0.002,0.000,0.126,249406,201299,17,0.304,0.023,0.036,971479,0.087,0.075,0.005,162.76,113654,914,0.109,0.143,0.000,2181762,1.07,20.30,0.000,0.005,0.001
460000,3353,1.365,0.032,11.24,281936,259217,3647,0,19125,612,1597984.0,65.6,0.631,0.099,0.128,0.066,0.077,395,5.87,4.19,0.27,2.22,0.11,0.86,0.20,1.51,5.29,2.90,0.00,0.09,0.011,0.059,463,0.189,0.848,0.003,0.000,0.149,271796,224760,18,0.285,0.020,0.044,1225124,0.071,0.097,0.010,162.63,124018,0,0.107,0.000,0.000,1966423,1.09,20.24,0.000,0.003,0.001
470000,3356,1.358,0.034,11.36,306471,281773,3897,3,20795,946,1587637.6,126.3,0.680,0.085,0.111,0.058,0.066,374,6.04,4.35,0.22,1.67,0.14,0.94,0.14,1.20,5.54,3.39,0.01,0.12,0.013,0.071,476,0.210,0.833,0.004,0.000,0.163,296474,259089,14,0.306,0.067,0.028,1255239,0.052,0.101,0.012,162.53,137043,743,0.134,0.333,0.000,1442791,1.07,19.98,0.001,0.010,0.002
480000,3398,1.356,0.033,11.37,311082,286759,3725,10,20546,922,1604948.0,84.0,0.665,0.087,0.115,0.062,0.070,363,5.86,4.11,0.14,1.22,0.11,0.77,0.16,1.46,5.44,3.35,0.00,0.07,0.012,0.065,471,0.239,0.840,0.002,0.000,0.158,300222,263409,18,0.415,0.009,0.029,1194208,0.053,0.095,0.011,162.63,142386,944,0.091,0.400,0.000,1519550,1.05,20.07,0.000,0.004,0.002
490000,3453,1.334,0.026,11.42,292815,270478,3599,10,18673,812,1588286.5,92.3,0.646,0.103,0.133,0.055,0.063,386,5.77,4.01,0.19,1.87,0.11,0.89,0.14,1.15,5.33,3.03,0.00,0.11,0.012,0.072,455,0.257,0.839,0.002,0.000,0.158,282603,245249,13,0.433,0.094,0.037,1387515,0.057,0.076,0.005,162.60,133740,1007,0.114,0.100,0.000,1734685,1.07,20.26,0.000,0.004,0.001
500000,3428,1.330,0.029,11.42,312846,288879,3926,6,20060,954,1589633.2,115.0,0.694,0.088,0.113,0.048,0.057,342,5.57,3.49,0.17,1.33,0.12,0.78,0.12,0.94,5.16,2.88,0.00,0.12,0.013,0.071,471,0.228,0.821,0.004,0.000,0.174,304631,267739,15,0.361,0.018,0.036,1473606,0.051,0.094,0.010,162.57,143824,132,0.121,0.667,0.000,1680336,1.07,20.32,0.000,0.013,0.001
510000,3343,1.350,0.026,11.58,295825,273553,3706,15,18636,1162,1613359.0,110.8,0.652,0.100,0.130,0.053,0.065,377,5.81,3.87,0.19,1.55,0.06,0.54,0.06,0.69,5.50,3.18,0.00,0.07,0.007,0.055,403,0.245,0.891,0.002,0.000,0.107,286874,246987,14,0.385,0.072,0.017,1150614,0.074,0.068,0.003,162.62,134245,943,0.095,0.200,0.000,2019850,1.07,20.27,0.001,0.006,0.001
520000,3346,1.346,0.034,11.77,258572,240673,2826,4,15066,674,1616781.2,73.1,0.538,0.133,0.175,0.068,0.086,414,5.94,4.05,0.12,1.08,0.10,1.09,0.20,1.59,5.52,3.09,0.00,0.12,0.008,0.061,464,0.114,0.889,0.001,0.000,0.110,246125,200799,14,0.256,0.171,0.058,1581972,0.071,0.084,0.005,162.76,114811,1657,0.109,0.250,0.000,2224105,1.05,20.17,0.000,0.004,0.001
530000,3397,1.349,0.037,11.51,257847,239412,2938,2,15444,850,1599854.8,123.7,0.545,0.133,0.171,0.068,0.083,425,5.84,3.91,0.16,1.45,0.08,0.68,0.16,1.27,5.43,2.96,0.00,0.00,0.009,0.051,453,0.147,0.880,0.001,0.000,0.118,244672,201115,16,0.173,0.109,0.049,1613750,0.069,0.098,0.009,162.65,114415,2491,0.146,0.000,0.000,2073610,1.05,20.15,0.000,0.007,0.000
540000,3455,1.329,0.029,11.81,260269,240642,3202,11,16356,786,1595344.0,89.6,0.551,0.123,0.159,0.073,0.094,411,5.53,3.41,0.16,1.29,0.08,0.91,0.09,0.91,5.20,2.67,0.00,0.06,0.007,0.065,408,0.212,0.894,0.003,0.000,0.103,246639,198843,19,0.248,0.060,0.022,1280153,0.086,0.070,0.003,162.70,117545,445,0.114,0.273,0.000,2091472,1.06,20.69,0.000,0.004,0.001
550000,3406,1.337,0.032,11.86,250890,231664,2664,5,16606,721,1626055.4,83.5,0.507,0.130,0.166,0.083,0.114,386,5.77,3.91,0.18,1.35,0.05,0.72,0.14,1.12,5.39,3.09,0.00,0.12,0.004,0.050,408,0.190,0.876,0.002,0.000,0.122,237769,188382,16,0.268,0.019,0.030,808003,0.103,0.079,0.006,162.81,115722,569,0.116,0.000,0.000,2686788,1.06,20.31,0.000,0.009,0.001
560000,3475,1.322,0.025,12.15,257475,237139,3154,12,17101,779,1612225.0,88.0,0.536,0.128,0.157,0.074,0.104,388,5.57,3.38,0.18,1.51,0.05,0.56,0.11,1.08,5.23,2.62,0.00,0.07,0.005,0.047,419,0.248,0.879,0.003,0.000,0.119,245100,194254,15,0.278,0.067,0.023,869539,0.103,0.065,0.003,162.87,120576,663,0.113,0.583,0.000,2299487,1.06,20.41,0.000,0.001,0.001
570000,3416,1.316,0.026,12.22,258304,238529,3067,2,16765,596,1615319.5,78.8,0.526,0.134,0.164,0.073,0.103,395,5.75,3.85,0.13,1.15,0.05,0.46,0.17,1.71,5.40,2.96,0.00,0.07,0.005,0.043,407,0.225,0.894,0.000,0.000,0.106,246265,195887,13,0.366,0.062,0.030,847664,0.102,0.060,0.002,162.89,117936,1226,0.132,0.000,0.000,2458457,1.05,20.36,0.000,0.002,0.000
580000,3428,1.319,0.024,12.04,273581,252313,3360,3,17893,759,1600644.5,104.3,0.577,0.123,0.149,0.061,0.089,390,5.58,3.67,0.16,1.30,0.08,0.86,0.14,1.33,5.20,2.88,0.00,0.11,0.007,0.058,443,0.226,0.873,0.003,0.000,0.124,261700,216065,11,0.352,0.046,0.036,1065729,0.092,0.070,0.004,162.86,124559,332,0.137,0.667,0.000,2041302,1.05,20.50,0.000,0.011,0.002
590000,3420,1.312,0.026,12.21,287568,264534,3830,9,19203,1351,1593283.8,197.8,0.624,0.112,0.132,0.054,0.078,368,5.62,3.65,0.12,1.20,0.04,0.46,0.09,1.01,5.37,2.95,0.00,0.00,0.004,0.044,385,0.178,0.900,0.000,0.000,0.100,277086,233160,15,0.339,0.091,0.019,1139337,0.075,0.065,0.002,162.72,133036,997,0.146,0.444,0.000,1840781,1.04,20.49,0.000,0.005,0.000
