step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
110000,3687,0.736,0.457,26.67,147181,133134,2563,4574,6368,310210,1133049.9,503772.4,0.020,0.681,0.013,0.285,33,19.11,19.09,0.16,1.36,1.32,2.09,1.35,6.81,8.81,8.65,0.00,0.10,0.082,0.106,2153,0.076,0.073,0.884,0.001,0.042,292661,257371,5,0.675,0.057,0.135,6799970,0.132,2.062,0.037,7.15,141679,504,1.624,0.326,0.234,34990069,1.06,23.59,0.001,0.373,0.000,5.8,14.0,38.0,372.0,42917,0.164,0.00,0.0035,0.052,965,0.900,0.000,0.940,0.499,3.71,8.10,4.15,0.00,0.001,1.05,1.06,1.07,0.907,0.00067,3.63,47.4029,1281.07,86454.6,140196.6,26.031,78.2321,219.940,0.000,1.000,0.046,83.2,98.497,242.815,397,1390.2,32.92,9.512,171.017,4484.6,111.385,0.135,2.00,11.4061,42054.5,1.5022,0.7119,11.64,1.716,0.459,1.5288,0.0000,0.422,0.122,0.164,0.0000,10.79,2.00,4,8,22,186,90.5813,5.4649,0.5902,0.0000,0.0000,42.6438,100.00,65.7794,580.9328,0.0,0.0000,0.0000
120000,3420,0.691,0.327,20.09,54068,50074,1327,1216,1718,132086,462800.9,159270.1,0.020,0.679,0.011,0.290,73,13.05,11.29,0.26,1.62,1.16,2.22,0.42,3.17,7.31,6.22,0.00,0.11,0.092,0.130,1894,0.082,0.088,0.858,0.004,0.049,81760,67948,2,0.503,0.043,0.047,1787973,0.118,1.696,0.026,11.05,37758,647,1.206,0.284,0.312,11423327,1.08,24.75,0.001,0.447,0.001,4.0,10.8,23.1,168.0,31287,0.119,0.00,0.0019,0.067,940,0.752,0.000,0.857,0.352,3.32,6.04,5.06,0.01,0.002,1.06,1.08,1.12,0.760,0.00064,3.16,12.5873,804.55,102238.2,140196.6,1.369,20.7960,92.235,0.000,1.000,0.272,72.1,42.754,64.472,289,1000.9,34.20,4.707,50.920,3168.0,35.291,0.136,2.00,8.5606,29277.3,1.4712,0.6332,9.15,1.483,0.490,0.4712,0.0000,0.393,0.075,0.053,0.0000,10.43,1.74,3,8,16,84,39.3149,1.2541,0.5029,0.0000,0.0000,10.7060,100.00,103.4592,323.4769,0.0,0.0000,0.0000
130000,3962,0.675,0.422,25.50,169783,154879,2431,4922,7009,364691,1178621.5,526412.4,0.019,0.669,0.011,0.301,35,16.00,12.72,0.14,1.11,1.36,2.07,0.62,4.06,7.62,6.22,0.01,0.18,0.091,0.115,2128,0.165,0.075,0.867,0.003,0.054,308034,268322,4,0.632,0.048,0.072,3044234,0.138,2.002,0.034,8.10,144205,496,1.443,0.320,0.253,35203639,1.05,25.29,0.001,0.389,0.003,4.9,14.0,28.0,164.0,38630,0.147,0.00,0.0039,0.059,1003,0.881,0.000,0.936,0.451,3.48,7.70,3.92,0.01,0.003,1.05,1.05,1.06,0.889,0.00076,4.28,44.8047,1114.95,88163.5,140196.6,30.376,64.2564,237.543,0.000,1.000,0.063,95.8,106.540,241.984,346,1184.4,30.33,10.156,164.105,4291.1,115.739,0.135,2.00,10.3671,41074.4,1.4729,0.6658,9.75,1.690,0.453,1.5288,0.0000,0.397,0.101,0.107,0.0000,10.87,1.82,4,8,17,103,99.3229,4.2001,0.5734,0.0000,0.0000,43.6139,100.00,67.7892,612.6828,0.0,0.0000,0.0000
140000,3589,0.701,0.282,19.11,59113,55154,1287,1035,2010,119626,481749.4,156014.5,0.016,0.671,0.010,0.302,79,14.19,12.20,0.24,1.66,1.01,1.87,0.43,3.79,8.34,6.46,0.00,0.02,0.068,0.111,2017,0.142,0.083,0.870,0.003,0.044,87705,75004,3,0.412,0.020,0.038,1176337,0.111,1.598,0.022,12.08,38415,544,1.304,0.295,0.312,11279491,1.08,23.19,0.000,0.461,0.000,4.4,12.4,24.0,206.0,35985,0.137,0.00,0.0016,0.062,1036,0.734,0.000,0.853,0.338,3.46,6.05,5.55,0.00,0.001,1.07,1.07,1.10,0.741,0.00068,3.84,12.3546,771.28,102931.4,140196.6,2.005,17.3516,96.219,0.000,1.000,0.283,80.8,45.062,61.922,218,798.1,36.14,4.503,48.854,2751.9,36.209,0.134,2.00,8.0867,29023.2,1.2059,0.6515,10.03,1.443,0.486,0.4712,0.0000,0.403,0.087,0.070,0.0000,10.37,1.67,4,8,17,120,41.6029,1.0320,0.5302,0.0000,0.0000,10.4234,100.00,104.2749,340.9906,0.0,0.0000,0.0000
150000,3844,0.715,0.377,23.91,174913,159400,2246,5056,7956,385086,1180845.1,546900.1,0.013,0.666,0.014,0.307,36,16.59,13.26,0.21,1.39,1.21,1.97,0.64,4.92,8.32,6.36,0.00,0.10,0.075,0.104,2134,0.212,0.062,0.889,0.002,0.047,322036,291552,3,0.605,0.031,0.066,2554668,0.140,1.861,0.030,8.30,145908,475,1.420,0.318,0.263,34465226,1.06,23.83,0.000,0.398,0.001,5.2,16.0,30.0,174.0,39867,0.152,0.00,0.0037,0.055,1061,0.876,0.000,0.933,0.459,3.57,7.50,4.56,0.00,0.001,1.04,1.06,1.09,0.885,0.00087,4.71,45.5572,1130.33,85736.9,140196.6,30.662,62.9565,238.459,0.000,1.000,0.036,93.5,106.835,240.971,296,987.9,33.42,9.926,163.213,3765.1,115.825,0.135,2.00,11.4905,44169.3,1.5487,0.6583,10.37,1.634,0.477,1.5288,0.0000,0.409,0.107,0.109,0.0000,10.67,1.79,4,8,18,166,99.6259,3.8769,0.5653,0.0000,0.0000,43.5926,100.00,68.9529,617.4107,0.0,0.0000,0.0000
160000,3761,0.742,0.290,18.93,57368,53249,1328,954,1920,114950,482216.9,157109.1,0.014,0.680,0.008,0.298,89,13.76,10.30,0.24,1.59,1.07,2.33,0.47,3.25,8.09,5.76,0.00,0.11,0.069,0.113,2066,0.162,0.091,0.867,0.002,0.040,88205,77838,2,0.574,0.007,0.059,1210655,0.119,1.521,0.024,12.06,37606,537,1.367,0.319,0.300,11281574,1.08,23.42,0.000,0.457,0.001,4.0,13.0,22.0,128.0,37126,0.142,0.00,0.0016,0.064,977,0.731,0.000,0.853,0.360,3.51,6.26,5.43,0.01,0.002,1.08,1.08,1.09,0.738,0.00064,4.03,13.1799,916.10,100483.0,140196.6,1.594,18.3153,95.317,0.000,1.000,0.240,81.0,44.623,61.229,227,777.6,52.47,4.055,49.403,2736.9,36.276,0.134,2.00,8.2563,31051.8,1.2629,0.6638,9.87,1.438,0.487,0.4712,0.0000,0.404,0.077,0.067,0.0000,10.43,1.53,3,8,17,96,40.8993,1.3329,0.4951,0.0000,0.0000,10.1186,100.00,103.0597,329.6439,0.0,0.0000,0.0000
170000,3829,0.727,0.424,25.56,164683,150946,2422,4637,6610,357280,1173744.6,535243.9,0.011,0.683,0.009,0.296,38,17.79,13.94,0.17,1.44,1.35,2.09,0.88,4.85,8.60,7.06,0.00,0.06,0.083,0.107,2132,0.218,0.072,0.879,0.004,0.045,312717,282602,5,0.656,0.066,0.107,4352708,0.119,2.031,0.034,7.77,148923,488,1.498,0.324,0.262,36186773,1.05,23.99,0.000,0.393,0.002,6.0,16.0,32.0,143.0,42116,0.161,0.00,0.0036,0.056,1086,0.892,0.000,0.939,0.475,3.67,8.18,4.24,0.00,0.002,1.04,1.06,1.07,0.901,0.00080,4.25,46.6427,1089.79,88230.2,140196.6,30.341,65.4388,235.648,0.000,1.000,0.052,90.2,105.732,242.144,389,1371.8,41.40,9.915,164.627,4239.6,115.569,0.135,2.00,10.6525,40788.4,1.3966,0.6683,11.00,1.699,0.456,1.5288,0.0000,0.409,0.109,0.119,0.0000,10.85,1.74,4,8,20,101,99.1769,3.5002,0.5808,0.0000,0.0000,43.4925,100.00,67.1534,609.0419,0.0,0.0000,0.0000
180000,3589,0.667,0.303,20.12,60258,56092,1129,1324,1953,143584,475545.9,166877.9,0.014,0.689,0.008,0.289,85,12.41,11.01,0.21,1.35,1.10,2.11,0.39,3.07,7.09,6.20,0.00,0.12,0.093,0.131,1860,0.115,0.095,0.863,0.001,0.041,88349,74720,4,0.455,0.012,0.049,1436599,0.107,1.632,0.024,10.77,40955,537,1.162,0.323,0.312,11825769,1.07,24.91,0.000,0.429,0.001,4.0,9.8,21.0,160.0,31564,0.120,0.00,0.0019,0.069,999,0.746,0.000,0.869,0.331,3.24,5.59,5.13,0.00,0.002,1.06,1.07,1.10,0.755,0.00064,3.12,12.2080,647.65,103232.3,140196.6,1.530,18.9337,95.728,0.000,1.000,0.282,76.9,44.434,64.642,239,793.4,34.18,4.804,51.093,3123.6,36.862,0.134,2.01,7.9786,28635.3,1.4990,0.6318,8.79,1.484,0.482,0.4712,0.0000,0.409,0.076,0.063,0.0000,10.30,1.49,3,7,16,92,41.0350,1.1017,0.5447,0.0000,0.0000,10.6829,100.00,103.9786,330.5134,0.0,0.0000,0.0000
190000,3857,0.692,0.390,24.92,174399,157779,2443,5722,8187,394273,1176651.1,548940.2,0.016,0.675,0.012,0.297,40,16.58,14.14,0.25,1.91,1.33,2.49,0.78,4.34,8.12,7.70,0.00,0.12,0.088,0.114,2211,0.128,0.059,0.896,0.004,0.041,319344,278076,4,0.630,0.111,0.097,4107274,0.125,2.009,0.030,7.91,146644,501,1.392,0.320,0.285,35822945,1.08,24.29,0.001,0.396,0.001,5.3,14.0,31.0,181.0,40423,0.154,0.00,0.0038,0.057,1049,0.874,0.000,0.933,0.456,3.53,7.49,4.20,0.01,0.002,1.06,1.08,1.09,0.883,0.00079,4.35,44.9001,1186.14,89247.6,140196.6,29.238,65.5544,238.215,0.000,1.000,0.058,90.3,106.551,241.850,285,1031.5,55.53,9.588,165.597,3903.3,115.846,0.134,2.00,10.5069,40525.2,1.4961,0.6734,10.48,1.669,0.464,1.5288,0.0000,0.413,0.106,0.131,0.0000,10.64,1.80,4,8,19,101,98.7497,4.7428,0.5748,0.0000,0.0000,43.3776,100.00,69.1160,617.4746,0.0,0.0000,0.0000
200000,3283,0.748,0.315,20.10,55665,52053,1225,1154,1807,134582,470331.4,163136.1,0.018,0.692,0.011,0.279,85,15.10,12.62,0.37,2.14,1.20,2.68,0.68,4.86,8.39,6.66,0.01,0.17,0.078,0.125,1851,0.140,0.094,0.846,0.003,0.056,85530,71916,6,0.454,0.015,0.069,1269498,0.106,1.857,0.024,11.71,38974,642,1.212,0.287,0.284,11188074,1.11,21.95,0.000,0.440,0.004,4.6,12.3,26.1,147.0,34896,0.133,0.00,0.0017,0.059,918,0.729,0.000,0.852,0.362,3.57,6.31,5.18,0.01,0.004,1.11,1.11,1.15,0.738,0.00075,3.75,12.5884,952.75,100270.3,140196.6,1.679,19.2812,93.296,0.000,1.000,0.243,68.6,43.322,62.253,203,750.7,39.75,4.372,49.788,3130.7,35.432,0.134,2.00,9.5205,31255.7,1.3351,0.6378,10.63,1.472,0.487,0.4712,0.0000,0.388,0.084,0.072,0.0000,10.10,1.93,4,8,19,143,39.7685,1.0850,0.5126,0.0000,0.0000,10.2806,100.00,104.0328,327.9774,0.0,0.0000,0.0000
