step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
110000,3591,0.679,0.519,17.10,111749,84983,2737,14809,8508,453590,1105708.2,669741.8,0.064,0.572,0.146,0.218,80,21.41,18.60,0.63,3.09,4.44,6.88,1.97,3.91,7.76,7.22,0.01,0.13,0.125,0.177,2060,0.021,0.071,0.901,0.000,0.027,333266,292448,5,0.576,0.161,0.289,10183368,0.118,2.745,0.037,5.29,131806,567,1.477,0.215,0.331,23279198,1.19,11.08,0.065,0.425,0.003,3.6,14.4,48.0,122.0,53120,0.203,0.00,0.0040,0.049,1013,0.870,0.000,0.910,0.666,3.29,3.99,4.95,0.03,0.013,1.13,1.25,1.20,0.877,0.00090,3.39,69.0413,2899.00,93987.7,140196.6,12.153,111.2033,186.173,0.000,1.000,0.034,72.0,80.550,243.049,155,566.2,93.87,4.038,187.269,4837.5,109.663,0.135,2.00,9.3733,33659.7,1.1540,0.7262,14.79,1.388,0.419,1.5288,0.0000,0.278,0.178,0.031,0.0000,7.12,1.44,3,12,29,65,68.6903,8.6411,0.6307,0.0000,0.0000,42.3680,100.00,71.3052,535.2280,0.0,0.0000,0.0000
120000,3009,0.767,0.418,17.04,39201,31791,1573,4487,1932,203678,448313.9,220281.5,0.061,0.675,0.122,0.142,161,22.25,18.51,0.34,2.25,4.52,7.06,2.32,4.93,8.70,7.14,0.00,0.05,0.124,0.173,1661,0.022,0.103,0.875,0.000,0.022,87813,73002,11,0.647,0.014,0.274,5465459,0.095,2.312,0.032,12.16,36664,630,1.082,0.189,0.326,9852564,1.10,10.02,0.092,0.425,0.001,4.2,16.1,47.0,174.0,47771,0.182,0.00,0.0017,0.070,850,0.732,0.000,0.812,0.563,3.47,4.07,5.58,0.02,0.008,1.05,1.13,1.11,0.739,0.00107,3.62,18.1440,1873.09,103866.4,140196.6,0.472,26.2755,82.717,0.000,1.000,0.204,60.3,37.589,60.742,139,499.7,80.01,2.677,50.720,4251.8,32.893,0.134,2.00,8.5675,25779.6,1.0157,0.5998,15.88,1.369,0.427,0.4712,0.0000,0.292,0.186,0.038,0.0000,7.21,1.43,4,14,28,100,32.7457,1.6092,0.5856,0.0000,0.0000,10.2338,100.00,104.9639,269.9958,0.0,0.0000,0.0000
130000,3320,0.768,0.517,18.14,109177,83351,3067,13556,8892,419044,1130346.5,674655.6,0.061,0.600,0.149,0.190,89,22.37,17.14,0.51,2.90,4.42,6.55,2.10,4.08,8.36,7.66,0.01,0.18,0.126,0.169,2001,0.013,0.073,0.900,0.001,0.027,337014,295651,15,0.470,0.181,0.326,11558958,0.122,2.630,0.038,5.24,135103,577,1.610,0.213,0.344,25615455,1.16,10.12,0.176,0.416,0.005,3.9,18.0,44.0,166.4,51107,0.195,0.00,0.0041,0.045,1000,0.886,0.000,0.895,0.677,3.29,4.03,5.02,0.02,0.010,1.10,1.19,1.18,0.892,0.00091,3.19,70.9972,2817.83,91761.0,140196.6,15.132,106.2552,190.657,0.000,1.000,0.038,67.3,82.573,243.139,192,614.8,76.40,4.183,184.794,4786.2,112.508,0.134,2.00,10.8017,35861.6,1.2023,0.7603,15.39,1.432,0.436,1.5288,0.0000,0.273,0.198,0.070,0.0000,6.94,1.70,3,15,26,74,70.6280,8.9303,0.6102,0.0000,0.0000,42.1088,100.00,69.6531,545.6417,0.0,0.0000,0.0000
140000,2892,0.700,0.445,17.10,38952,31663,1612,4334,1771,209848,438584.6,215375.2,0.060,0.663,0.141,0.137,161,22.24,17.04,0.42,2.39,4.47,6.71,2.44,4.38,8.83,8.32,0.01,0.15,0.124,0.176,1553,0.018,0.084,0.891,0.000,0.025,84206,70078,10,0.528,0.093,0.298,5750140,0.121,2.366,0.032,11.95,34917,619,1.026,0.192,0.334,9845886,1.13,11.38,0.174,0.399,0.003,4.2,17.6,42.0,221.0,46722,0.178,0.00,0.0017,0.064,804,0.746,0.000,0.776,0.548,3.52,3.69,6.01,0.04,0.016,1.08,1.15,1.16,0.752,0.00105,3.50,17.6775,1798.13,106048.7,140196.6,0.280,27.5366,81.797,0.000,1.000,0.187,58.0,37.065,61.159,120,434.2,54.85,2.922,51.222,4804.2,32.059,0.135,2.00,8.1217,23488.0,0.9581,0.5806,16.16,1.374,0.438,0.4712,0.0000,0.271,0.181,0.017,0.0000,7.53,2.05,4,16,25,121,32.3785,1.6486,0.5985,0.0000,0.0000,10.2554,100.00,104.4408,260.6664,0.0,0.0000,0.0000
150000,3468,0.638,0.538,17.61,120964,92057,2934,16098,9299,495964,1079624.0,644426.3,0.078,0.574,0.139,0.209,88,21.59,17.37,0.54,2.86,4.61,6.88,2.42,4.41,7.46,7.35,0.01,0.15,0.129,0.180,1921,0.015,0.077,0.900,0.000,0.023,315337,274108,19,0.248,0.259,0.308,11966863,0.138,2.506,0.043,4.87,125404,540,1.299,0.209,0.344,24794333,1.16,13.15,0.173,0.398,0.004,3.6,15.5,43.0,165.0,52128,0.199,0.00,0.0042,0.046,971,0.900,0.000,0.894,0.618,3.25,3.76,5.32,0.03,0.014,1.09,1.20,1.20,0.908,0.00087,2.89,61.7335,2082.33,98665.2,140196.6,9.644,113.6772,186.256,0.000,1.000,0.000,66.2,81.082,244.296,256,975.2,75.59,4.498,190.632,5559.4,107.056,0.135,2.00,8.3443,28938.1,1.0428,0.6888,15.03,1.404,0.440,1.5288,0.0000,0.276,0.196,0.080,0.0000,7.69,2.21,3,13,25,72,68.6456,9.4145,0.6399,0.0000,0.0000,42.4404,100.00,74.4054,540.7511,0.0,0.0000,0.0000
160000,2874,0.675,0.430,16.91,36760,30054,1738,3947,1615,220991,421209.3,200565.0,0.083,0.613,0.144,0.161,153,24.46,18.13,0.47,2.76,4.86,7.08,3.07,6.12,10.35,9.49,0.01,0.14,0.135,0.185,1586,0.056,0.103,0.872,0.000,0.024,79011,66492,16,0.368,0.072,0.338,6294930,0.139,2.256,0.033,10.32,33236,647,0.908,0.192,0.324,9762245,1.12,11.49,0.220,0.381,0.005,5.3,19.1,44.0,284.0,53880,0.206,0.00,0.0014,0.058,777,0.790,0.000,0.799,0.545,3.86,4.14,6.42,0.02,0.012,1.07,1.14,1.13,0.798,0.00093,2.97,16.2650,1445.12,103487.9,140196.6,0.070,29.0861,78.079,0.000,1.000,0.142,56.0,35.132,63.719,128,508.4,46.04,3.404,53.416,4903.4,32.108,0.134,2.00,9.1376,26261.4,0.8681,0.5194,18.75,1.331,0.458,0.4712,0.0000,0.289,0.187,0.051,0.0000,7.98,2.36,5,18,32,115,31.0282,1.4279,0.6406,0.0000,0.0000,10.4268,100.00,105.3008,246.1748,0.0,0.0000,0.0000
170000,3216,0.615,0.529,18.05,109969,83602,2884,15506,7635,491429,1068683.2,630157.0,0.057,0.537,0.160,0.247,89,21.88,17.82,0.48,2.93,4.86,7.10,2.44,4.61,7.53,7.26,0.02,0.23,0.132,0.179,1771,0.039,0.078,0.900,0.000,0.021,299634,260028,17,0.281,0.386,0.316,12082857,0.171,2.629,0.040,5.21,119012,540,1.282,0.200,0.346,21335471,1.14,12.55,0.209,0.415,0.010,3.3,16.9,43.0,226.0,49253,0.188,0.00,0.0044,0.061,934,0.875,0.000,0.887,0.634,3.20,3.84,4.95,0.04,0.018,1.11,1.16,1.16,0.884,0.00095,3.52,61.3899,2315.95,98163.2,140196.6,10.425,116.6327,182.000,0.000,1.000,0.055,64.8,78.500,242.321,208,756.7,68.85,4.028,190.451,5373.2,104.498,0.135,2.00,9.3046,29923.6,1.1514,0.6848,15.31,1.400,0.469,1.5288,0.0000,0.267,0.202,0.096,0.0000,7.44,2.19,3,14,25,87,66.2294,9.2266,0.6437,0.0000,0.0000,40.8664,100.00,73.2340,526.5713,0.0,0.0000,0.0000
180000,2640,0.655,0.475,17.27,38864,31164,1587,4773,1916,225792,427963.1,204854.2,0.052,0.617,0.148,0.184,159,23.29,18.22,0.46,2.80,5.14,7.22,2.70,4.80,8.77,8.58,0.02,0.22,0.137,0.183,1428,0.029,0.093,0.883,0.000,0.025,79630,66216,10,0.559,0.036,0.355,5870816,0.153,2.349,0.036,11.59,33039,600,0.907,0.202,0.336,8708056,1.13,12.29,0.228,0.425,0.007,3.5,19.1,43.0,290.0,45040,0.172,0.00,0.0018,0.064,689,0.728,0.000,0.794,0.523,3.49,4.18,5.47,0.04,0.013,1.10,1.14,1.14,0.736,0.00109,3.47,15.7230,1506.48,106822.0,140196.6,0.217,28.0782,79.989,0.000,1.000,0.255,53.9,36.294,61.276,150,564.3,45.00,2.837,51.921,5462.9,31.464,0.134,2.00,8.5542,22583.0,0.9326,0.5473,17.06,1.351,0.496,0.4712,0.0000,0.272,0.199,0.051,0.0000,7.79,2.21,4,17,25,100,31.4268,1.9891,0.6223,0.0000,0.0000,10.0091,100.00,105.3496,261.0640,0.0,0.0000,0.0000
190000,3233,0.672,0.511,17.42,113454,85969,2786,15493,8613,461747,1066952.1,616309.1,0.051,0.531,0.194,0.225,69,22.26,18.94,0.35,2.24,5.00,7.73,2.13,4.96,7.93,7.07,0.01,0.20,0.127,0.179,1789,0.011,0.084,0.891,0.000,0.025,297397,258030,14,0.556,0.186,0.334,12074409,0.157,2.548,0.039,4.55,120563,554,1.335,0.205,0.311,20806919,1.12,13.35,0.204,0.383,0.006,3.4,14.1,48.0,120.7,49807,0.190,0.00,0.0042,0.051,949,0.881,0.000,0.897,0.620,3.25,4.09,4.97,0.04,0.018,1.10,1.14,1.12,0.890,0.00090,2.94,61.9144,2013.75,93079.7,140196.6,9.702,118.7445,179.395,0.000,1.000,0.027,68.0,76.823,244.429,202,770.9,83.73,4.046,192.390,5356.2,105.133,0.134,2.00,10.8478,35070.8,1.1584,0.7000,15.41,1.383,0.482,1.5288,0.0000,0.274,0.205,0.084,0.0000,7.75,2.27,3,13,25,81,64.4581,9.4603,0.6353,0.0000,0.0000,40.8948,100.00,72.4841,523.4887,0.0,0.0000,0.0000
200000,2583,0.750,0.476,18.24,38217,30783,1448,4866,1770,237673,428892.6,212646.5,0.055,0.626,0.163,0.156,111,24.57,19.09,0.22,1.97,5.11,7.41,2.98,5.53,9.37,8.71,0.01,0.13,0.131,0.170,1457,0.036,0.094,0.887,0.000,0.019,79028,64954,7,0.578,0.130,0.416,6385078,0.140,2.321,0.036,10.16,35949,566,0.895,0.207,0.319,9343604,1.06,12.20,0.257,0.417,0.003,4.0,19.2,48.7,168.0,45679,0.174,0.00,0.0018,0.046,693,0.775,0.000,0.812,0.530,3.64,4.38,5.57,0.02,0.009,1.05,1.07,1.06,0.784,0.00105,2.80,17.3071,1682.72,104141.5,140196.6,0.199,29.1762,79.887,0.000,1.000,0.147,54.3,35.868,64.271,161,563.8,43.02,3.553,53.774,5216.8,32.942,0.133,2.00,9.6795,25002.1,0.9876,0.5174,17.68,1.413,0.484,0.4712,0.0000,0.271,0.202,0.057,0.0000,7.86,2.43,4,16,29,100,31.5037,1.6417,0.6156,0.0000,0.0000,10.2721,100.00,104.3310,263.7821,0.0,0.0000,0.0000
210000,3035,0.873,0.513,20.47,90872,68360,2757,13267,6036,467343,1079966.8,661310.0,0.076,0.605,0.155,0.164,61,25.30,17.57,0.29,1.81,4.88,6.42,2.17,4.27,9.19,7.27,0.01,0.16,0.132,0.161,1633,0.040,0.077,0.906,0.000,0.016,291757,252041,11,0.451,0.098,0.418,14944540,0.146,2.592,0.039,4.85,135821,536,1.415,0.217,0.301,22809303,1.09,10.14,0.320,0.365,0.007,4.7,22.7,49.0,134.0,50186,0.191,0.00,0.0039,0.043,933,0.911,0.000,0.890,0.690,3.25,4.39,4.84,0.04,0.014,1.07,1.10,1.10,0.919,0.00090,2.61,73.1168,2306.39,85148.4,140196.6,12.314,118.6972,175.239,0.000,1.000,0.018,66.1,72.474,244.717,277,977.0,90.82,5.274,188.216,4888.2,106.702,0.135,2.00,13.9683,42393.8,1.2294,0.6683,16.54,1.529,0.470,1.5288,0.0000,0.240,0.217,0.079,0.0000,7.02,2.33,4,16,25,78,63.4231,6.3211,0.6168,0.0000,0.0000,42.4766,100.00,66.2881,493.7924,0.0,0.0000,0.0000
220000,2419,1.028,0.497,23.04,36396,28905,1283,5638,1186,238185,440778.4,231453.7,0.087,0.643,0.143,0.126,117,25.79,13.80,0.20,2.30,4.85,4.90,1.96,3.96,9.54,6.89,0.01,0.14,0.153,0.148,1174,0.152,0.104,0.879,0.000,0.017,82316,69326,5,0.403,0.099,0.547,6703593,0.127,2.549,0.039,10.49,41324,451,0.972,0.266,0.286,8638642,1.05,6.95,0.476,0.332,0.002,7.0,28.4,46.0,119.1,40045,0.153,0.00,0.0019,0.048,719,0.759,0.000,0.768,0.568,2.95,3.97,5.27,0.01,0.003,1.05,1.06,1.05,0.768,0.00110,2.62,20.2608,1597.32,93383.8,140196.6,0.368,29.1674,80.828,0.000,1.000,0.102,52.0,35.379,64.287,354,1227.5,123.05,3.804,53.233,5071.2,33.886,0.133,2.00,14.4194,34880.6,1.1821,0.5327,16.55,1.631,0.483,0.4712,0.0000,0.170,0.205,0.033,0.0000,6.28,2.57,6,16,25,70,31.5558,1.1660,0.5614,0.0000,0.0000,10.4911,100.00,101.4398,263.6350,0.0,0.0000,0.0000
