step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
11000,10276,3774,38735,68373,55140,29240,398,27550,3924,27,340455,3694734,25019.672,11678.573,0.3129,5021.338,0.072,0.759,0.112,0.056,0.526,0.328,2879,0.1245,0.7583,0.128,11.8,28.9,53.2,26.82,0.68,9.43,0.47,16.24,6.77,1.131,0.312,0.034,0.039,8.631,0.452,0.0032,180,613,1762,21600,589,16,0.767,5981,21,1084,9171,616,1617,8043,7.00,25.00,7903,12.1003,66783,4336,244216,801.0,-0.0,796359,18.733,2631002.543,2.23e-14,0.00098,16.93,22382,18.838,1.338,17.116,0.384,18.840,3049,3561,3666,0.4354,0.959,1.020,1.518,1.170,0.976,1.249,10818.528,7056.989,9981.181,10645.389,9414.439,1820.479,2198.623,2638.133,0.548,0.532,0.506,0.489,0.362,0.451,3268,6415,0.4919,0.9998,1.0000,0.1226,1.0000,1.0000,0.8187,1.1124,1.0164,0.0402,0.0187,0.0166,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,1840,0.9991,0.9268,0.8422,0.9976,0.0544,0.0692,0.1049,0.1070,0.1046,0.4863,0.5225,0.4850,5.4448,5.5649,5.7864,0.0654
12000,11141,3925,41673,75206,62511,33197,336,26005,3392,25,342927,3528185,27751.889,12073.078,0.2927,5799.626,0.062,0.779,0.112,0.047,0.506,0.341,2483,0.1199,0.7436,0.125,14.0,31.0,60.5,29.83,0.80,10.21,0.68,18.15,6.88,1.124,0.307,0.036,0.042,8.831,0.454,0.0031,163,558,1538,20140,542,13,0.546,6359,309,1749,9083,768,1590,8783,7.00,25.04,7318,14.4121,67013,4100,226845,871.9,0.0,815010,18.285,2631002.543,7.08e-16,0.00061,31.67,24582,19.099,1.308,17.371,0.420,19.099,4053,3658,3430,0.4077,0.964,1.030,1.441,1.186,0.977,1.206,10321.010,6398.403,15298.229,10141.585,8111.700,2629.528,1773.780,1870.145,0.552,0.509,0.458,0.536,0.303,0.413,3198,10024,0.4698,1.0000,0.9998,0.0972,1.0000,1.0000,0.7362,1.0797,0.9542,0.0365,0.0180,0.0200,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,1362,0.9998,0.8991,0.8449,0.9985,0.0546,0.0785,0.1055,0.1092,0.1058,0.4794,0.5220,0.4842,5.4761,5.6074,5.6663,0.0589
13000,10226,3527,36575,59610,47539,22649,386,26455,2785,13,307233,3265896,24665.496,9941.093,0.2997,4186.456,0.064,0.768,0.122,0.046,0.496,0.349,2165,0.1249,0.7427,0.122,12.7,31.0,57.2,28.78,0.64,9.95,0.48,17.70,6.92,1.125,0.304,0.039,0.046,8.836,0.448,0.0033,181,610,1448,17603,347,14,0.584,5766,261,1403,8562,900,1266,8060,7.27,25.11,8269,13.1585,67061,3922,211701,780.1,0.0,831674,18.363,2631002.543,1.95e-15,0.00148,10.33,19123,18.155,1.322,16.490,0.343,18.155,3424,3604,3198,0.4181,0.975,1.029,1.435,1.213,0.982,1.193,10134.979,6305.793,10879.239,9941.605,8031.108,2236.663,1599.272,1918.703,0.528,0.521,0.440,0.454,0.284,0.403,3049,6929,0.4458,1.0000,0.9997,0.1044,1.0000,1.0000,0.7701,1.1288,0.9720,0.0353,0.0133,0.0148,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,1308,0.9997,0.9428,0.8389,0.9985,0.0573,0.0801,0.1061,0.1100,0.1059,0.4716,0.5265,0.4938,5.4288,5.5953,5.6689,0.0609
14000,10878,3556,34378,54696,43634,20027,291,24003,2177,11,263868,3078005,23803.653,8593.124,0.2972,3691.437,0.066,0.777,0.117,0.040,0.495,0.353,1904,0.1088,0.7456,0.114,13.6,31.0,56.3,29.08,0.86,9.47,0.46,18.29,6.89,1.100,0.295,0.042,0.049,8.460,0.437,0.0032,183,603,1363,14966,437,12,0.327,5947,316,1837,8725,991,1188,8699,7.25,25.10,10516,14.1977,67100,3847,201077,614.6,0.0,841878,17.135,2631002.543,8.32e-15,0.00052,33.24,17779,16.557,1.311,14.858,0.388,16.558,3508,4039,3331,0.4411,0.968,1.019,1.407,1.177,0.981,1.163,10187.707,6392.580,9611.348,10006.441,7877.302,1692.074,1579.051,1630.561,0.515,0.519,0.448,0.467,0.279,0.348,2752,6279,0.5125,0.9999,1.0000,0.1259,1.0000,1.0000,0.7788,1.0840,0.9602,0.0463,0.0195,0.0189,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,1256,1.0000,0.9072,0.8185,0.9989,0.0559,0.0844,0.1073,0.1113,0.1075,0.4734,0.5232,0.4988,5.4587,5.6073,5.6839,0.0582
15000,9940,3436,37518,70148,58051,32280,350,25106,2555,15,327451,3398871,27580.909,11675.086,0.2913,5713.769,0.069,0.775,0.111,0.045,0.506,0.347,1587,0.1229,0.7236,0.137,13.4,30.7,55.5,28.38,0.99,9.18,0.27,17.93,6.89,1.111,0.292,0.044,0.054,8.812,0.445,0.0031,186,584,1539,15870,413,13,0.170,5618,73,1366,8501,438,1191,8311,7.75,25.45,6484,11.2550,67117,4076,191374,686.6,-0.0,857849,18.399,2631002.543,7.08e-16,0.00448,23.67,22878,18.851,1.329,17.172,0.350,18.851,2864,3807,3269,0.4380,0.967,1.024,1.424,1.214,0.980,1.171,10134.415,5929.583,15869.746,9945.757,7479.175,2795.499,1651.992,1513.826,0.564,0.505,0.442,0.590,0.298,0.365,2870,9283,0.5770,1.0000,0.9999,0.0938,1.0000,1.0000,0.7732,1.0918,0.9741,0.0659,0.0188,0.0203,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,1497,0.9998,0.9221,0.8412,0.9986,0.0532,0.0818,0.1053,0.1106,0.1086,0.4627,0.5309,0.5085,5.3353,5.5678,5.6161,0.0612
16000,10542,3588,34805,58816,46746,23694,317,25286,2652,16,284607,3301533,23977.383,9513.012,0.3038,4109.426,0.063,0.781,0.117,0.039,0.511,0.343,1385,0.1117,0.7444,0.114,13.3,30.0,57.7,28.47,0.84,9.34,0.28,18.02,6.84,1.116,0.297,0.035,0.043,8.556,0.449,0.0033,186,615,1537,16314,443,18,0.263,5734,73,1989,8480,502,1761,8279,7.16,24.58,7467,10.9574,67028,4168,183896,833.3,-0.0,866134,17.691,2631002.543,1.43e-14,0.00067,15.34,18742,16.644,1.304,14.953,0.387,16.644,3241,3710,3591,0.4220,0.976,1.027,1.450,1.204,0.982,1.175,10971.195,6646.655,8666.143,10757.621,8663.044,1447.612,1987.694,1968.281,0.516,0.539,0.472,0.479,0.321,0.441,2713,4864,0.4838,1.0000,0.9999,0.1400,1.0000,1.0000,0.7813,1.0810,0.9722,0.0576,0.0122,0.0161,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,1385,0.9995,0.9035,0.8417,0.9969,0.0530,0.0785,0.1074,0.1096,0.1087,0.4727,0.5411,0.5064,5.3616,5.5935,5.6830,0.0603
17000,10196,3599,37146,64418,52094,26898,374,25419,2753,12,303273,3362206,25594.268,10902.160,0.3085,5054.620,0.069,0.789,0.104,0.039,0.505,0.347,1955,0.1204,0.7352,0.107,14.0,31.0,56.7,28.69,0.85,9.36,0.35,18.13,6.81,1.132,0.293,0.039,0.050,8.357,0.462,0.0032,177,591,1157,15399,206,21,0.136,5668,99,1571,8526,662,1346,8188,7.00,24.18,7716,12.3239,67116,4449,176225,828.2,-0.0,875666,18.003,2631002.543,2.37e-14,0.00038,36.12,20706,16.761,1.296,15.070,0.395,16.761,3097,3556,3543,0.4183,0.968,1.030,1.480,1.225,0.977,1.204,10672.895,6674.445,11374.839,10495.116,8778.933,1793.521,1807.213,2246.805,0.504,0.535,0.472,0.513,0.310,0.428,2813,7556,0.4667,1.0000,1.0000,0.1237,1.0000,1.0000,0.7628,1.0706,0.9854,0.0544,0.0162,0.0160,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,1752,0.9991,0.8823,0.8333,0.9969,0.0543,0.0783,0.1070,0.1099,0.1076,0.4614,0.5478,0.5129,5.4328,5.5475,5.6369,0.0580
18000,10915,3512,40493,67337,53804,26580,264,27375,3557,5,376359,3549358,26374.671,11460.651,0.2902,4635.303,0.070,0.804,0.091,0.035,0.494,0.352,2650,0.1264,0.7388,0.110,13.8,32.0,56.6,28.49,0.72,10.31,0.27,17.20,6.64,1.164,0.314,0.036,0.046,7.848,0.428,0.0033,176,574,1350,18112,327,23,0.221,6151,124,1294,9497,1170,1439,8306,9.51,26.72,8230,13.0901,67097,4394,167649,885.7,-0.0,885514,18.760,2631002.543,3.38e-14,0.00024,9.52,21972,18.292,1.304,16.550,0.439,18.293,3996,3457,3462,0.3896,0.968,1.049,1.514,1.267,0.978,1.229,10940.877,6867.690,11536.798,10746.964,8726.212,2471.656,2000.713,2352.979,0.506,0.517,0.458,0.495,0.294,0.372,2879,6955,0.4553,0.9999,0.9997,0.1111,1.0000,1.0000,0.7773,1.0723,0.9877,0.0386,0.0158,0.0160,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,1882,0.9990,0.8830,0.8265,0.9973,0.0501,0.0742,0.1078,0.1091,0.1075,0.4650,0.5455,0.5002,5.5756,5.4325,5.5076,0.0543
19000,10452,3720,39317,71259,58443,31676,266,25928,2964,5,351077,3533408,27375.961,11762.074,0.2893,5413.252,0.065,0.808,0.086,0.041,0.497,0.351,2371,0.1297,0.7312,0.121,14.5,32.0,52.9,28.74,0.89,9.66,0.41,17.78,6.56,1.123,0.300,0.039,0.051,8.489,0.436,0.0031,174,575,1285,16598,293,19,0.358,6183,881,1246,8325,956,1554,7942,8.73,26.20,7305,13.5194,67062,4212,159352,826.6,-0.0,896600,18.538,2631002.543,2.65e-15,0.00013,24.64,23642,18.794,1.309,17.064,0.421,18.795,4067,3160,3225,0.4174,0.954,1.030,1.495,1.158,0.979,1.219,10227.155,6588.594,14322.426,10053.797,8412.989,2650.538,1703.111,1995.173,0.527,0.500,0.465,0.550,0.301,0.401,2908,9109,0.4202,1.0000,0.9997,0.0935,1.0000,1.0000,0.8144,1.0717,1.0379,0.0511,0.0121,0.0200,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,1774,0.9999,0.9057,0.8553,0.9981,0.0491,0.0692,0.1099,0.1092,0.1092,0.4759,0.5491,0.4994,5.3298,5.4068,5.4843,0.0596
20000,9161,3245,34153,56092,44273,21756,183,23627,2853,11,316462,3122348,22613.931,9940.929,0.2986,4034.310,0.065,0.824,0.083,0.029,0.483,0.361,2774,0.1365,0.7388,0.125,14.0,31.9,53.2,27.75,0.71,9.87,0.31,16.85,6.48,1.160,0.304,0.041,0.053,8.305,0.449,0.0032,178,607,1158,15937,240,16,0.283,5279,133,1040,7988,562,1031,7568,9.50,27.40,9134,12.9057,67069,4196,153001,538.9,-0.0,904463,16.669,2631002.543,1.26e-14,0.00030,20.54,18963,15.835,1.309,14.215,0.311,15.866,2842,3183,3136,0.4026,0.978,1.040,1.552,1.287,0.983,1.224,9317.839,6158.194,9900.211,9157.897,7590.133,2303.009,1736.699,1866.910,0.481,0.500,0.467,0.491,0.279,0.371,3153,7760,0.5305,1.0000,0.9998,0.1049,1.0000,1.0000,0.8356,1.0926,1.0332,0.0419,0.0175,0.0176,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,1193,0.9997,0.9048,0.8549,0.9979,0.0505,0.0718,0.1082,0.1099,0.1086,0.4503,0.5391,0.4961,5.6674,5.3596,5.4573,0.0585
21000,11052,3509,37828,70498,59063,32437,233,23009,2569,4,307283,3242611,26789.573,10939.392,0.3033,5113.630,0.062,0.817,0.088,0.034,0.493,0.357,1762,0.1100,0.7235,0.132,14.0,32.0,57.8,29.48,0.74,9.47,0.48,18.80,6.61,1.156,0.283,0.033,0.041,8.249,0.407,0.0031,171,570,1141,14487,250,16,0.277,6118,74,1286,9692,864,1914,8274,8.85,25.00,7710,13.5601,66956,4088,148429,1013.3,-0.0,911169,16.513,2631002.543,1.50e-14,0.00046,8.53,22818,17.035,1.311,15.297,0.427,17.036,3984,3532,3536,0.3999,0.958,1.041,1.587,1.236,0.978,1.243,9455.958,6857.736,13993.167,9312.785,8597.250,2232.036,1544.053,2049.674,0.505,0.498,0.480,0.547,0.315,0.464,3011,8922,0.4477,1.0000,1.0000,0.0976,1.0000,1.0000,0.7690,1.0853,1.0492,0.0320,0.0187,0.0213,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,1433,0.9998,0.8915,0.8667,0.9982,0.0532,0.0724,0.1069,0.1108,0.1094,0.4726,0.5296,0.4824,5.4223,5.4466,5.5222,0.0565
