step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill
11000,11069,3880,38461,76867,65183,37937,469,26569,3031,37,322013,3613691,28665.803,11741.879,0.2849,6007.664,0.104,0.771,0.086,0.039,0.531,0.350,2283,0.0870,0.7273,0.177,12.0,32.0,64.8,31.31,1.52,9.08,0.91,19.79,7.05,1.106,0.261,0.069,0.068,9.913,0.441,0.0033,172,610,2174,21624,716,35,0.266,6840,37,1426,9606,646,1926,8497,5.50,17.78,9236,15.8282,66794,4427,251173,1027.1,0.0,783530,18.718,2631075.518,1.93e-14,0.00091,16.93,27318,24.408,1.390,22.415,0.603,24.408,3917,3488,3664,0.4228,0.946,1.029,1.423,1.141,0.975,1.192,10289.776,6795.180,15826.820,10092.535,8754.113,1975.793,1871.317,1887.104,0.595,0.495,0.525,0.640,0.332,0.399,3461,6636,0.4469,0.9997,1.0000,0.1216,0.9999,1.0000,0.7412,1.0384,1.0306,0.0640,0.0320,0.0402,0.0000,0.2188,0.9371,0.0473,0.6605,0.9412,0.00249,1747,0.9993,0.8508,0.8490,0.9973,0.0548,0.0767,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0702
12000,11831,4306,40492,72859,61555,31960,407,27916,3268,17,324699,3779096,28419.086,11252.806,0.2817,5535.124,0.109,0.777,0.081,0.033,0.533,0.352,1701,0.0819,0.7268,0.179,11.4,31.0,67.4,31.81,1.69,8.95,1.20,19.96,6.92,1.107,0.256,0.071,0.072,9.655,0.463,0.0033,170,583,1846,21780,629,30,0.307,7118,110,1495,10226,1059,1567,9205,4.50,15.66,9435,16.1173,67015,4230,234062,823.2,-0.0,801666,19.278,2631075.518,1.68e-14,0.00040,31.67,25853,24.649,1.383,22.583,0.683,24.650,4352,3649,3830,0.4159,0.946,1.027,1.416,1.145,0.976,1.187,10467.506,6607.247,15115.077,10295.569,8543.565,2005.923,1974.695,1737.064,0.608,0.500,0.515,0.566,0.314,0.401,3621,6610,0.4897,1.0000,1.0000,0.1160,1.0000,0.9999,0.6860,1.0761,1.0283,0.0729,0.0289,0.0392,0.0000,0.7468,0.9383,0.2621,0.6599,0.9485,0.00244,1919,0.9993,0.8910,0.8594,0.9974,0.0502,0.0815,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0664
13000,11953,3894,39754,71555,59884,31506,295,28704,2743,20,309035,3721412,27491.034,10418.224,0.2777,5055.401,0.097,0.777,0.093,0.034,0.525,0.360,1589,0.0812,0.7325,0.188,11.0,31.0,61.7,30.52,1.34,8.75,1.04,19.39,6.72,1.114,0.256,0.058,0.060,9.097,0.434,0.0034,174,606,1806,18557,478,26,0.304,7011,268,1790,9895,783,1390,9780,5.25,17.48,10080,15.7391,67062,4512,219690,983.3,-0.0,817249,19.544,2631075.518,1.66e-14,0.00038,10.33,25692,24.527,1.388,22.441,0.697,24.527,3890,4133,3930,0.4338,0.939,1.027,1.469,1.178,0.970,1.203,10368.888,6882.852,13774.971,10212.397,8559.066,2046.129,1613.875,1702.819,0.600,0.495,0.505,0.584,0.308,0.379,3563,6481,0.4415,1.0000,1.0000,0.1104,1.0000,0.9999,0.7058,1.0494,1.0149,0.0569,0.0264,0.0420,0.0000,0.0000,0.8274,0.1762,0.6233,0.9563,0.00248,1684,0.9997,0.9031,0.8697,0.9985,0.0493,0.0829,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0644
14000,10515,3700,42312,76837,65164,34221,304,30438,3192,18,336513,4047610,27914.156,11644.900,0.2813,5727.922,0.098,0.793,0.082,0.028,0.532,0.358,1470,0.0931,0.7488,0.166,9.0,29.4,66.0,29.25,1.57,8.00,1.10,18.58,6.69,1.129,0.243,0.063,0.064,8.867,0.447,0.0035,169,553,1705,18248,500,23,0.355,6190,340,1845,8330,745,1389,8381,5.50,17.71,9251,14.6290,67099,4307,208592,984.7,0.0,830850,19.332,2631075.518,6.02e-15,0.00044,33.24,27869,24.723,1.391,22.714,0.618,24.724,3411,3595,3509,0.4232,0.950,1.035,1.512,1.215,0.975,1.204,10535.613,6760.597,14471.022,10380.820,8790.237,2376.235,1736.716,1804.026,0.591,0.504,0.525,0.573,0.314,0.419,3245,8263,0.4714,0.9999,0.9999,0.1138,1.0000,0.9999,0.6689,1.0997,1.0418,0.0712,0.0335,0.0444,0.0000,0.7572,0.9652,0.0775,0.6548,0.9787,0.00250,1839,1.0000,0.9183,0.8740,0.9983,0.0438,0.0802,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0672
15000,12525,3838,43484,76368,64385,32609,275,30381,3703,12,337155,3867298,27250.902,11075.592,0.2843,5085.305,0.093,0.791,0.084,0.032,0.521,0.367,1716,0.0776,0.7609,0.166,9.8,30.0,65.2,30.54,1.37,7.80,0.71,20.66,6.77,1.109,0.238,0.053,0.055,8.329,0.446,0.0035,163,537,1559,20689,483,26,0.310,7157,180,1751,10594,1091,2104,9330,5.15,17.05,9193,14.2515,67108,4160,200295,1098.1,-0.0,839909,18.128,2631075.518,1.40e-14,0.00167,23.67,27855,23.774,1.384,21.564,0.826,23.775,4415,3960,4150,0.4452,0.921,1.017,1.493,1.150,0.971,1.198,11111.282,6892.351,12231.719,10959.193,9145.294,2032.701,2112.494,1845.093,0.564,0.503,0.518,0.563,0.315,0.414,3159,5570,0.4379,0.9999,0.9995,0.1355,1.0000,1.0000,0.6690,1.0793,1.0608,0.0519,0.0344,0.0409,0.0000,0.2819,0.9314,0.1919,0.6827,0.9948,0.00250,1808,0.9996,0.8858,0.8708,0.9977,0.0436,0.0773,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0641
16000,12271,4030,44608,77797,65859,32892,297,31823,3734,15,337514,4147286,28242.195,11788.949,0.2787,5910.243,0.095,0.787,0.088,0.030,0.533,0.361,1386,0.0788,0.7497,0.150,9.0,28.0,59.1,27.57,0.98,7.62,0.89,18.07,6.50,1.132,0.243,0.045,0.048,8.125,0.465,0.0035,169,546,1542,19583,381,26,0.318,6943,40,1772,10459,693,1393,10185,5.13,16.61,7032,11.6237,67013,4431,192902,871.4,-0.0,852494,19.932,2631075.518,8.50e-15,0.00057,15.34,28898,24.698,1.366,22.524,0.807,24.698,3326,4470,4475,0.4362,0.944,1.025,1.556,1.228,0.974,1.218,11341.973,7033.264,13781.463,11197.223,9173.752,2012.617,1979.242,1886.848,0.597,0.505,0.525,0.564,0.313,0.384,3298,7266,0.4800,1.0000,0.9999,0.1181,1.0000,0.9999,0.6952,1.0838,1.0600,0.0351,0.0293,0.0427,0.0000,0.0229,0.9110,0.0494,0.6444,0.9855,0.00253,2024,0.9996,0.8959,0.8730,0.9976,0.0441,0.0747,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0660
17000,11940,3479,41206,68170,56376,26688,276,31299,3636,19,324606,3895876,25082.933,10154.582,0.2860,4351.583,0.091,0.798,0.087,0.024,0.517,0.368,1429,0.0860,0.7693,0.141,9.5,28.1,61.9,27.77,1.04,8.33,0.56,17.85,6.58,1.131,0.255,0.039,0.039,7.936,0.423,0.0036,172,572,1396,19209,342,27,0.470,6712,112,2262,9566,684,2022,9234,6.75,19.36,9416,13.9085,67099,4579,184817,756.9,-0.0,859378,18.777,2631075.518,4.42e-15,0.00005,36.12,24669,22.892,1.374,20.779,0.739,22.893,4056,4050,3834,0.4378,0.934,1.025,1.602,1.214,0.972,1.212,10893.967,6786.635,10020.275,10739.074,8675.167,2107.146,1893.628,1802.225,0.593,0.488,0.508,0.548,0.286,0.352,3276,4735,0.5228,1.0000,0.9994,0.1307,1.0000,0.9998,0.7747,1.0750,1.0586,0.0423,0.0278,0.0401,0.0000,0.8136,0.9543,0.2285,0.6720,0.9671,0.00249,1848,0.9988,0.8949,0.8930,0.9976,0.0430,0.0680,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0641
18000,10758,3549,45310,84943,72338,39339,294,32722,4024,8,379286,3999439,28152.474,13238.149,0.2869,6436.267,0.103,0.759,0.104,0.035,0.521,0.363,1815,0.0971,0.7611,0.151,10.3,28.2,60.3,27.17,0.98,8.06,0.67,17.46,6.54,1.161,0.257,0.040,0.040,8.358,0.456,0.0035,165,529,1350,20300,249,28,0.391,6257,168,1336,9254,681,1617,8460,5.71,19.10,9460,15.4940,67075,4642,175971,930.6,-0.0,869767,19.540,2631075.518,1.24e-15,0.00026,9.52,31355,25.933,1.391,23.814,0.729,25.935,3674,3334,3750,0.4109,0.941,1.042,1.704,1.265,0.978,1.221,10562.172,6786.188,15358.586,10430.192,8799.962,3058.461,1949.524,1793.897,0.578,0.476,0.534,0.615,0.297,0.405,3282,8076,0.4823,0.9999,1.0000,0.1099,1.0000,1.0000,0.7582,1.0764,1.0658,0.0404,0.0250,0.0390,0.0000,0.0000,0.7510,0.2293,0.6411,0.9510,0.00249,1662,0.9995,0.9112,0.8814,0.9988,0.0472,0.0756,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0666
19000,13030,4006,44543,80612,67752,35794,275,31535,3648,18,336699,3830435,28727.774,11362.092,0.2876,5310.945,0.089,0.771,0.110,0.031,0.505,0.374,1999,0.0835,0.7671,0.170,9.0,29.0,74.1,30.67,1.12,7.14,0.76,21.65,6.78,1.143,0.227,0.039,0.040,8.270,0.427,0.0035,167,541,1499,18809,461,30,0.386,6876,981,1266,10783,1478,1662,9890,5.49,19.42,11728,19.1258,67039,3977,168357,1215.7,-0.0,874623,18.728,2631075.518,1.15e-14,0.00005,24.64,28721,25.286,1.395,23.015,0.877,25.287,4896,4044,4090,0.4187,0.927,1.033,1.619,1.214,0.971,1.228,10727.175,6990.601,14455.767,10626.202,8956.750,2326.884,1950.697,1773.565,0.576,0.458,0.517,0.611,0.296,0.396,2920,5724,0.4200,1.0000,0.9999,0.1112,1.0000,1.0000,0.6324,1.0884,1.0614,0.0412,0.0274,0.0326,0.0000,0.5700,0.9495,0.1120,0.6545,0.9455,0.00251,1346,0.9996,0.9249,0.8957,0.9992,0.0453,0.0724,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0653
20000,10911,3837,44048,84630,71570,40261,321,32111,3981,22,381196,3785266,29203.905,13771.292,0.2914,6828.618,0.092,0.757,0.116,0.034,0.494,0.383,1452,0.1017,0.7437,0.158,9.0,27.8,69.2,27.42,1.24,8.23,0.72,17.23,6.58,1.195,0.254,0.046,0.049,8.369,0.467,0.0035,172,568,1561,20726,350,28,0.418,6548,682,988,9241,835,1584,8492,5.48,20.43,8199,14.8650,67041,3584,161405,830.0,-0.0,887563,20.207,2631075.518,2.09e-14,0.00013,20.54,31950,27.343,1.403,25.216,0.724,27.374,4153,3266,3492,0.3935,0.941,1.054,1.786,1.324,0.976,1.246,9419.196,6061.019,19025.267,9324.620,7682.636,3604.082,1768.273,1570.319,0.575,0.429,0.496,0.628,0.281,0.340,2731,8770,0.4838,0.9999,0.9997,0.0835,1.0000,1.0000,0.7255,1.0651,1.0722,0.0571,0.0242,0.0424,0.0000,0.3531,0.9048,0.2450,0.7352,0.9551,0.00248,1283,0.9998,0.9117,0.9020,0.9982,0.0464,0.0716,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0682
21000,11063,3453,38918,63165,51451,24062,185,28007,3675,18,325517,3222587,22867.076,9806.868,0.2871,3965.562,0.089,0.778,0.106,0.027,0.478,0.389,1264,0.0960,0.7676,0.156,9.0,26.8,62.7,26.34,1.15,7.60,0.58,17.01,6.52,1.148,0.253,0.050,0.048,7.780,0.437,0.0035,164,567,1495,18925,353,26,0.454,6527,26,1126,9911,538,2097,8428,7.00,23.32,10000,14.2209,66922,3834,156526,794.1,-0.0,892879,16.702,2631075.518,1.24e-14,0.00016,8.53,23722,23.115,1.483,20.891,0.741,23.116,3770,3663,3630,0.4389,0.938,1.027,1.700,1.249,0.977,1.217,9245.700,5823.078,10554.410,9133.399,7144.830,2668.196,1800.857,1372.253,0.548,0.437,0.478,0.549,0.246,0.281,2825,5844,0.4397,1.0000,1.0000,0.0962,1.0000,1.0000,0.7700,1.0427,1.0371,0.0536,0.0307,0.0414,0.0000,0.0000,0.9094,0.0740,0.6577,0.9451,0.00251,1222,0.9998,0.8840,0.8870,0.9979,0.0429,0.0704,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.0000,5.0000,5.0000,0.0670
