run,bx,by,land,stand,lawn
w0r0,43,1,1.000,0.000,1.000
w0r0,44,1,1.000,0.000,0.250
w0r0,45,1,1.000,0.000,0.000
w0r0,46,1,1.000,0.000,0.000
w0r0,47,1,1.000,0.000,0.000
w0r0,48,1,1.000,0.000,0.000
w0r0,49,1,1.000,0.000,0.000
w0r0,50,1,1.000,0.000,0.000
w0r0,51,1,1.000,0.000,0.000
w0r0,52,1,1.000,0.000,0.000
w0r0,53,1,1.000,0.000,0.000
w0r0,54,1,1.000,0.000,0.000
w0r0,55,1,1.000,0.000,0.188
w0r0,56,1,1.000,0.000,0.000
w0r0,57,1,1.000,0.000,0.062
w0r0,58,1,1.000,0.000,0.000
w0r0,59,1,1.000,0.000,0.000
w0r0,70,1,0.188,0.000,1.000
w0r0,71,1,1.000,0.000,1.000
w0r0,72,1,1.000,0.000,1.000
w0r0,73,1,1.000,0.000,1.000
w0r0,74,1,1.000,0.000,1.000
w0r0,75,1,1.000,0.000,1.000
w0r0,76,1,1.000,0.000,1.000
w0r0,77,1,1.000,0.000,1.000
w0r0,78,1,1.000,0.000,1.000
w0r0,79,1,1.000,0.000,1.000
w0r0,80,1,1.000,0.000,1.000
w0r0,81,1,1.000,0.000,1.000
w0r0,82,1,1.000,0.000,1.000
w0r0,83,1,1.000,0.000,1.000
w0r0,84,1,1.000,0.000,1.000
w0r0,85,1,1.000,0.000,1.000
w0r0,86,1,1.000,0.000,1.000
w0r0,87,1,1.000,0.000,1.000
w0r0,88,1,1.000,0.000,0.500
w0r0,89,1,1.000,0.000,0.000
w0r0,90,1,1.000,0.000,0.000
w0r0,91,1,1.000,0.000,0.000
w0r0,92,1,1.000,0.000,0.000
w0r0,93,1,1.000,0.000,0.000
w0r0,94,1,1.000,0.000,0.000
w0r0,95,1,1.000,0.000,0.000
w0r0,96,1,1.000,0.000,0.000
w0r0,97,1,1.000,0.000,0.000
w0r0,98,1,1.000,0.000,0.000
w0r0,99,1,1.000,0.000,0.375
w0r0,100,1,1.000,0.000,0.938
w0r0,101,1,0.812,0.000,0.692
w0r0,31,2,0.250,0.000,1.000
w0r0,32,2,1.000,0.000,1.000
w0r0,33,2,1.000,0.000,1.000
w0r0,34,2,1.000,0.000,1.000
w0r0,35,2,1.000,0.000,1.000
w0r0,36,2,1.000,0.000,1.000
w0r0,37,2,1.000,0.000,1.000
w0r0,38,2,1.000,0.000,1.000
w0r0,39,2,1.000,0.000,1.000
w0r0,40,2,1.000,0.000,1.000
w0r0,41,2,1.000,0.000,1.000
w0r0,42,2,1.000,0.000,1.000
w0r0,43,2,1.000,0.000,0.562
w0r0,44,2,1.000,0.000,0.062
w0r0,45,2,1.000,0.000,0.000
w0r0,46,2,1.000,0.000,0.000
w0r0,47,2,1.000,0.000,0.000
w0r0,48,2,1.000,0.000,0.000
w0r0,49,2,1.000,0.000,0.000
w0r0,50,2,1.000,0.000,0.000
w0r0,51,2,1.000,0.000,0.000
w0r0,52,2,1.000,0.000,0.000
w0r0,53,2,1.000,0.000,0.000
w0r0,54,2,1.000,0.000,0.000
w0r0,55,2,1.000,0.000,0.000
w0r0,56,2,1.000,0.000,0.000
w0r0,57,2,1.000,0.000,0.000
w0r0,58,2,1.000,0.000,0.000
w0r0,59,2,0.812,0.000,0.000
w0r0,69,2,0.125,0.000,1.000
w0r0,70,2,0.812,0.000,1.000
w0r0,71,2,1.000,0.000,1.000
w0r0,72,2,1.000,0.000,1.000
w0r0,73,2,1.000,0.000,1.000
w0r0,74,2,1.000,0.000,1.000
w0r0,75,2,1.000,0.000,1.000
w0r0,76,2,1.000,0.000,1.000
w0r0,77,2,1.000,0.000,1.000
w0r0,78,2,1.000,0.000,1.000
w0r0,79,2,1.000,0.000,1.000
w0r0,80,2,1.000,0.000,1.000
w0r0,81,2,1.000,0.000,1.000
w0r0,82,2,1.000,0.000,1.000
w0r0,83,2,1.000,0.000,1.000
w0r0,84,2,1.000,0.000,1.000
w0r0,85,2,1.000,0.000,1.000
w0r0,86,2,1.000,0.000,1.000
w0r0,87,2,1.000,0.000,1.000
w0r0,88,2,1.000,0.000,0.688
w0r0,89,2,1.000,0.000,0.438
w0r0,90,2,1.000,0.000,0.062
w0r0,91,2,1.000,0.000,0.000
w0r0,92,2,1.000,0.000,0.000
w0r0,93,2,1.000,0.000,0.000
w0r0,94,2,1.000,0.000,0.000
w0r0,95,2,1.000,0.000,0.000
w0r0,96,2,1.000,0.000,0.000
w0r0,97,2,1.000,0.000,0.000
w0r0,98,2,1.000,0.000,0.438
w0r0,99,2,1.000,0.000,1.000
w0r0,100,2,1.000,0.000,1.000
w0r0,101,2,0.875,0.000,0.929
w0r0,32,3,0.625,0.000,1.000
w0r0,33,3,1.000,0.000,1.000
w0r0,34,3,1.000,0.000,1.000
w0r0,35,3,1.000,0.000,1.000
w0r0,36,3,1.000,0.000,1.000
w0r0,37,3,1.000,0.000,1.000
w0r0,38,3,1.000,0.000,1.000
w0r0,39,3,1.000,0.000,1.000
w0r0,40,3,1.000,0.000,1.000
w0r0,41,3,1.000,0.000,1.000
w0r0,42,3,1.000,0.000,0.438
w0r0,43,3,1.000,0.000,0.438
w0r0,44,3,1.000,0.000,0.625
w0r0,45,3,1.000,0.000,0.500
w0r0,46,3,1.000,0.000,0.000
w0r0,47,3,1.000,0.000,0.000
w0r0,48,3,1.000,0.000,0.000
w0r0,49,3,1.000,0.000,0.000
w0r0,50,3,1.000,0.000,0.000
w0r0,51,3,1.000,0.000,0.000
w0r0,52,3,1.000,0.000,0.000
w0r0,53,3,1.000,0.000,0.000
w0r0,54,3,1.000,0.000,0.000
w0r0,55,3,1.000,0.000,0.000
w0r0,56,3,1.000,0.000,0.000
w0r0,57,3,1.000,0.000,0.000
w0r0,58,3,1.000,0.000,0.000
w0r0,59,3,1.000,0.062,0.000
w0r0,60,3,0.188,0.333,0.000
w0r0,69,3,0.938,0.000,1.000
w0r0,70,3,1.000,0.000,1.000
w0r0,71,3,1.000,0.000,1.000
w0r0,72,3,1.000,0.000,1.000
w0r0,73,3,1.000,0.000,1.000
w0r0,74,3,1.000,0.000,1.000
w0r0,75,3,1.000,0.000,1.000
w0r0,76,3,1.000,0.000,1.000
w0r0,77,3,1.000,0.000,1.000
w0r0,78,3,1.000,0.000,1.000
w0r0,79,3,1.000,0.000,1.000
w0r0,80,3,1.000,0.000,1.000
w0r0,81,3,1.000,0.000,1.000
w0r0,82,3,1.000,0.000,1.000
w0r0,83,3,1.000,0.000,1.000
w0r0,84,3,1.000,0.000,1.000
w0r0,85,3,1.000,0.000,1.000
w0r0,86,3,1.000,0.000,1.000
w0r0,87,3,1.000,0.000,1.000
w0r0,88,3,1.000,0.000,1.000
w0r0,89,3,1.000,0.000,1.000
w0r0,90,3,1.000,0.000,1.000
w0r0,91,3,1.000,0.000,0.938
w0r0,92,3,1.000,0.000,0.688
w0r0,93,3,1.000,0.000,0.375
w0r0,94,3,1.000,0.000,0.500
w0r0,95,3,1.000,0.000,0.562
w0r0,96,3,1.000,0.000,0.750
w0r0,97,3,1.000,0.000,0.875
w0r0,98,3,1.000,0.000,1.000
w0r0,99,3,1.000,0.000,1.000
w0r0,100,3,1.000,0.000,1.000
w0r0,101,3,1.000,0.000,1.000
w0r0,102,3,0.562,0.000,0.667
w0r0,32,4,0.188,0.000,1.000
w0r0,33,4,1.000,0.000,1.000
w0r0,34,4,1.000,0.000,1.000
w0r0,35,4,1.000,0.000,1.000
w0r0,36,4,1.000,0.000,1.000
w0r0,37,4,1.000,0.000,1.000
w0r0,38,4,1.000,0.000,1.000
w0r0,39,4,1.000,0.000,0.500
w0r0,40,4,1.000,0.000,0.375
w0r0,41,4,1.000,0.000,1.000
w0r0,42,4,1.000,0.000,1.000
w0r0,43,4,1.000,0.000,1.000
w0r0,44,4,1.000,0.000,1.000
w0r0,45,4,1.000,0.000,0.562
w0r0,46,4,1.000,0.000,0.000
w0r0,47,4,1.000,0.000,0.000
w0r0,48,4,1.000,0.000,0.000
w0r0,49,4,1.000,0.000,0.000
w0r0,50,4,1.000,0.000,0.000
w0r0,51,4,1.000,0.000,0.000
w0r0,52,4,1.000,0.000,0.000
w0r0,53,4,1.000,0.000,0.000
w0r0,54,4,1.000,0.000,0.000
w0r0,55,4,1.000,0.000,0.000
w0r0,56,4,1.000,0.000,0.000
w0r0,57,4,1.000,0.000,0.000
w0r0,58,4,1.000,0.000,0.000
w0r0,59,4,1.000,0.000,0.000
w0r0,60,4,0.812,0.231,0.000
w0r0,68,4,0.125,0.000,1.000
w0r0,69,4,1.000,0.000,1.000
w0r0,70,4,1.000,0.000,1.000
w0r0,71,4,1.000,0.000,1.000
w0r0,72,4,1.000,0.000,1.000
w0r0,73,4,1.000,0.000,1.000
w0r0,74,4,1.000,0.000,1.000
w0r0,75,4,1.000,0.000,1.000
w0r0,76,4,1.000,0.000,1.000
w0r0,77,4,1.000,0.000,1.000
w0r0,78,4,1.000,0.000,1.000
w0r0,79,4,1.000,0.000,1.000
w0r0,80,4,1.000,0.000,1.000
w0r0,81,4,1.000,0.000,1.000
w0r0,82,4,1.000,0.000,1.000
w0r0,83,4,1.000,0.000,1.000
w0r0,84,4,1.000,0.000,1.000
w0r0,85,4,1.000,0.000,1.000
w0r0,86,4,1.000,0.000,1.000
w0r0,87,4,1.000,0.000,1.000
w0r0,88,4,1.000,0.000,1.000
w0r0,89,4,1.000,0.000,1.000
w0r0,90,4,1.000,0.000,1.000
w0r0,91,4,1.000,0.000,1.000
w0r0,92,4,1.000,0.000,1.000
w0r0,93,4,1.000,0.000,1.000
w0r0,94,4,1.000,0.000,1.000
w0r0,95,4,1.000,0.000,1.000
w0r0,96,4,1.000,0.000,1.000
w0r0,97,4,1.000,0.000,1.000
w0r0,98,4,1.000,0.000,1.000
w0r0,99,4,1.000,0.000,1.000
w0r0,100,4,1.000,0.000,1.000
w0r0,101,4,1.000,0.000,1.000
w0r0,102,4,0.688,0.000,0.909
w0r0,32,5,0.500,0.000,1.000
w0r0,33,5,1.000,0.000,1.000
w0r0,34,5,1.000,0.000,1.000
w0r0,35,5,1.000,0.000,1.000
w0r0,36,5,1.000,0.000,0.562
w0r0,37,5,1.000,0.000,0.125
w0r0,38,5,1.000,0.000,0.000
w0r0,39,5,1.000,0.000,0.125
w0r0,40,5,1.000,0.000,0.438
w0r0,41,5,1.000,0.000,1.000
w0r0,42,5,1.000,0.000,1.000
w0r0,43,5,1.000,0.000,1.000
w0r0,44,5,1.000,0.000,0.500
w0r0,45,5,1.000,0.000,0.000
w0r0,46,5,1.000,0.000,0.000
w0r0,47,5,1.000,0.000,0.000
w0r0,48,5,1.000,0.000,0.000
w0r0,49,5,1.000,0.000,0.000
w0r0,50,5,1.000,0.000,0.000
w0r0,51,5,1.000,0.000,0.000
w0r0,52,5,1.000,0.000,0.000
w0r0,53,5,1.000,0.000,0.000
w0r0,54,5,1.000,0.000,0.000
w0r0,55,5,1.000,0.000,0.000
w0r0,56,5,1.000,0.000,0.000
w0r0,57,5,1.000,0.000,0.000
w0r0,58,5,1.000,0.000,0.000
w0r0,59,5,1.000,0.000,0.000
w0r0,60,5,1.000,0.000,0.000
w0r0,61,5,0.188,0.333,0.000
w0r0,68,5,0.250,0.000,1.000
w0r0,69,5,1.000,0.000,1.000
w0r0,70,5,1.000,0.000,1.000
w0r0,71,5,1.000,0.000,1.000
w0r0,72,5,1.000,0.000,1.000
w0r0,73,5,1.000,0.000,1.000
w0r0,74,5,1.000,0.000,1.000
w0r0,75,5,1.000,0.000,1.000
w0r0,76,5,1.000,0.000,1.000
w0r0,77,5,1.000,0.000,1.000
w0r0,78,5,1.000,0.000,1.000
w0r0,79,5,1.000,0.000,1.000
w0r0,80,5,1.000,0.000,1.000
w0r0,81,5,1.000,0.000,1.000
w0r0,82,5,1.000,0.000,1.000
w0r0,83,5,1.000,0.000,1.000
w0r0,84,5,1.000,0.000,1.000
w0r0,85,5,1.000,0.000,1.000
w0r0,86,5,1.000,0.000,1.000
w0r0,87,5,1.000,0.000,1.000
w0r0,88,5,1.000,0.000,1.000
w0r0,89,5,1.000,0.000,1.000
w0r0,90,5,1.000,0.000,1.000
w0r0,91,5,1.000,0.000,1.000
w0r0,92,5,1.000,0.000,1.000
w0r0,93,5,1.000,0.000,1.000
w0r0,94,5,1.000,0.000,1.000
w0r0,95,5,1.000,0.000,1.000
w0r0,96,5,1.000,0.000,1.000
w0r0,97,5,1.000,0.000,1.000
w0r0,98,5,1.000,0.000,1.000
w0r0,99,5,1.000,0.000,1.000
w0r0,100,5,1.000,0.000,1.000
w0r0,101,5,1.000,0.000,1.000
w0r0,102,5,1.000,0.000,0.938
w0r0,103,5,0.250,0.000,0.500
w0r0,32,6,0.250,0.000,1.000
w0r0,33,6,1.000,0.000,1.000
w0r0,34,6,1.000,0.000,1.000
w0r0,35,6,1.000,0.000,0.500
w0r0,36,6,1.000,0.000,0.062
w0r0,37,6,1.000,0.000,0.375
w0r0,38,6,1.000,0.000,0.688
w0r0,39,6,1.000,0.000,0.625
w0r0,40,6,1.000,0.000,0.938
w0r0,41,6,1.000,0.000,1.000
w0r0,42,6,1.000,0.000,1.000
w0r0,43,6,1.000,0.000,1.000
w0r0,44,6,1.000,0.000,0.938
w0r0,45,6,1.000,0.000,0.125
w0r0,46,6,1.000,0.000,0.000
w0r0,47,6,1.000,0.000,0.000
w0r0,48,6,1.000,0.000,0.000
w0r0,49,6,1.000,0.000,0.000
w0r0,50,6,1.000,0.000,0.000
w0r0,51,6,1.000,0.000,0.000
w0r0,52,6,1.000,0.000,0.000
w0r0,53,6,1.000,0.000,0.000
w0r0,54,6,1.000,0.000,0.000
w0r0,55,6,1.000,0.000,0.000
w0r0,56,6,1.000,0.000,0.000
w0r0,57,6,1.000,0.000,0.000
w0r0,58,6,1.000,0.000,0.000
w0r0,59,6,1.000,0.000,0.000
w0r0,60,6,1.000,0.000,0.000
w0r0,61,6,0.312,0.200,0.000
w0r0,68,6,0.188,0.000,0.667
w0r0,69,6,0.938,0.000,0.933
w0r0,70,6,1.000,0.000,1.000
w0r0,71,6,1.000,0.000,1.000
w0r0,72,6,1.000,0.000,1.000
w0r0,73,6,1.000,0.000,1.000
w0r0,74,6,1.000,0.000,1.000
w0r0,75,6,1.000,0.000,1.000
w0r0,76,6,1.000,0.000,1.000
w0r0,77,6,1.000,0.000,1.000
w0r0,78,6,1.000,0.000,1.000
w0r0,79,6,1.000,0.000,1.000
w0r0,80,6,1.000,0.000,1.000
w0r0,81,6,1.000,0.000,1.000
w0r0,82,6,1.000,0.000,1.000
w0r0,83,6,1.000,0.000,1.000
w0r0,84,6,1.000,0.000,1.000
w0r0,85,6,1.000,0.000,1.000
w0r0,86,6,1.000,0.000,1.000
w0r0,87,6,1.000,0.000,1.000
w0r0,88,6,1.000,0.000,1.000
w0r0,89,6,1.000,0.000,1.000
w0r0,90,6,1.000,0.000,1.000
w0r0,91,6,1.000,0.000,1.000
w0r0,92,6,1.000,0.000,1.000
w0r0,93,6,1.000,0.000,1.000
w0r0,94,6,1.000,0.000,1.000
w0r0,95,6,1.000,0.000,1.000
w0r0,96,6,1.000,0.000,1.000
w0r0,97,6,1.000,0.000,1.000
w0r0,98,6,1.000,0.000,1.000
w0r0,99,6,1.000,0.000,1.000
w0r0,100,6,1.000,0.000,1.000
w0r0,101,6,1.000,0.000,1.000
w0r0,102,6,1.000,0.000,1.000
w0r0,103,6,0.438,0.000,1.000
w0r0,31,7,0.188,0.000,1.000
w0r0,32,7,0.875,0.000,1.000
w0r0,33,7,1.000,0.000,1.000
w0r0,34,7,1.000,0.000,1.000
w0r0,35,7,1.000,0.000,0.000
w0r0,36,7,1.000,0.000,0.500
w0r0,37,7,1.000,0.000,1.000
w0r0,38,7,1.000,0.000,1.000
w0r0,39,7,1.000,0.000,1.000
w0r0,40,7,1.000,0.000,1.000
w0r0,41,7,1.000,0.000,0.562
w0r0,42,7,1.000,0.000,0.375
w0r0,43,7,1.000,0.000,0.500
w0r0,44,7,1.000,0.000,0.688
w0r0,45,7,1.000,0.000,0.062
w0r0,46,7,1.000,0.000,0.000
w0r0,47,7,1.000,0.000,0.000
w0r0,48,7,1.000,0.000,0.000
w0r0,49,7,1.000,0.000,0.000
w0r0,50,7,1.000,0.000,0.000
w0r0,51,7,1.000,0.000,0.000
w0r0,52,7,1.000,0.000,0.000
w0r0,53,7,1.000,0.000,0.000
w0r0,54,7,1.000,0.000,0.000
w0r0,55,7,1.000,0.000,0.000
w0r0,56,7,1.000,0.000,0.000
w0r0,57,7,1.000,0.000,0.000
w0r0,58,7,1.000,0.000,0.000
w0r0,59,7,1.000,0.000,0.000
w0r0,60,7,1.000,0.000,0.000
w0r0,61,7,0.062,0.000,0.000
w0r0,69,7,0.312,0.000,0.400
w0r0,70,7,0.875,0.000,0.786
w0r0,71,7,1.000,0.000,1.000
w0r0,72,7,1.000,0.000,1.000
w0r0,73,7,1.000,0.000,1.000
w0r0,74,7,1.000,0.000,1.000
w0r0,75,7,1.000,0.000,1.000
w0r0,76,7,1.000,0.000,1.000
w0r0,77,7,1.000,0.000,1.000
w0r0,78,7,1.000,0.000,1.000
w0r0,79,7,1.000,0.000,1.000
w0r0,80,7,1.000,0.000,1.000
w0r0,81,7,1.000,0.000,1.000
w0r0,82,7,1.000,0.000,1.000
w0r0,83,7,1.000,0.000,1.000
w0r0,84,7,1.000,0.000,1.000
w0r0,85,7,1.000,0.000,1.000
w0r0,86,7,1.000,0.000,1.000
w0r0,87,7,1.000,0.000,1.000
w0r0,88,7,1.000,0.000,1.000
w0r0,89,7,1.000,0.000,1.000
w0r0,90,7,1.000,0.000,1.000
w0r0,91,7,1.000,0.000,1.000
w0r0,92,7,1.000,0.000,1.000
w0r0,93,7,1.000,0.000,1.000
w0r0,94,7,1.000,0.000,1.000
w0r0,95,7,1.000,0.000,1.000
w0r0,96,7,1.000,0.000,1.000
w0r0,97,7,1.000,0.000,1.000
w0r0,98,7,1.000,0.000,1.000
w0r0,99,7,1.000,0.000,1.000
w0r0,100,7,1.000,0.000,1.000
w0r0,101,7,1.000,0.000,1.000
w0r0,102,7,1.000,0.000,1.000
w0r0,103,7,0.250,0.000,1.000
w0r0,30,8,0.312,0.000,1.000
w0r0,31,8,0.938,0.000,1.000
w0r0,32,8,1.000,0.000,1.000
w0r0,33,8,1.000,0.000,1.000
w0r0,34,8,1.000,0.000,1.000
w0r0,35,8,1.000,0.000,0.250
w0r0,36,8,1.000,0.000,0.250
w0r0,37,8,1.000,0.000,1.000
w0r0,38,8,1.000,0.000,1.000
w0r0,39,8,1.000,0.000,1.000
w0r0,40,8,1.000,0.000,1.000
w0r0,41,8,1.000,0.000,0.250
w0r0,42,8,1.000,0.000,0.000
w0r0,43,8,1.000,0.000,0.000
w0r0,44,8,1.000,0.000,0.000
w0r0,45,8,1.000,0.000,0.000
w0r0,46,8,1.000,0.000,0.000
w0r0,47,8,1.000,0.000,0.000
w0r0,48,8,1.000,0.000,0.000
w0r0,49,8,1.000,0.000,0.062
w0r0,50,8,1.000,0.000,0.000
w0r0,51,8,1.000,0.000,0.000
w0r0,52,8,1.000,0.000,0.000
w0r0,53,8,1.000,0.000,0.000
w0r0,54,8,1.000,0.000,0.000
w0r0,55,8,1.000,0.000,0.000
w0r0,56,8,1.000,0.000,0.062
w0r0,57,8,1.000,0.000,0.000
w0r0,58,8,1.000,0.000,0.000
w0r0,59,8,1.000,0.000,0.000
w0r0,60,8,1.000,0.000,0.062
w0r0,61,8,0.062,0.000,0.000
w0r0,70,8,0.562,0.000,0.111
w0r0,71,8,1.000,0.000,1.000
w0r0,72,8,1.000,0.000,1.000
w0r0,73,8,1.000,0.000,1.000
w0r0,74,8,1.000,0.000,1.000
w0r0,75,8,1.000,0.000,1.000
w0r0,76,8,1.000,0.000,1.000
w0r0,77,8,1.000,0.000,1.000
w0r0,78,8,1.000,0.000,1.000
w0r0,79,8,1.000,0.000,1.000
w0r0,80,8,1.000,0.000,1.000
w0r0,81,8,1.000,0.000,1.000
w0r0,82,8,1.000,0.000,1.000
w0r0,83,8,1.000,0.000,1.000
w0r0,84,8,1.000,0.000,1.000
w0r0,85,8,1.000,0.000,1.000
w0r0,86,8,1.000,0.000,1.000
w0r0,87,8,1.000,0.000,1.000
w0r0,88,8,1.000,0.000,1.000
w0r0,89,8,1.000,0.000,1.000
w0r0,90,8,1.000,0.000,1.000
w0r0,91,8,1.000,0.000,1.000
w0r0,92,8,1.000,0.000,1.000
w0r0,93,8,1.000,0.000,1.000
w0r0,94,8,1.000,0.000,1.000
w0r0,95,8,1.000,0.000,1.000
w0r0,96,8,1.000,0.000,1.000
w0r0,97,8,1.000,0.000,1.000
w0r0,98,8,1.000,0.000,1.000
w0r0,99,8,1.000,0.000,1.000
w0r0,100,8,1.000,0.000,1.000
w0r0,101,8,1.000,0.000,1.000
w0r0,102,8,1.000,0.000,1.000
w0r0,103,8,0.562,0.000,0.889
w0r0,29,9,0.250,0.000,1.000
w0r0,30,9,1.000,0.000,1.000
w0r0,31,9,1.000,0.000,1.000
w0r0,32,9,1.000,0.000,1.000
w0r0,33,9,1.000,0.000,1.000
w0r0,34,9,1.000,0.000,1.000
w0r0,35,9,1.000,0.000,0.312
w0r0,36,9,1.000,0.000,0.000
w0r0,37,9,1.000,0.000,0.562
w0r0,38,9,1.000,0.000,1.000
w0r0,39,9,1.000,0.000,1.000
w0r0,40,9,1.000,0.000,1.000
w0r0,41,9,1.000,0.000,0.500
w0r0,42,9,1.000,0.000,0.000
w0r0,43,9,1.000,0.000,0.000
w0r0,44,9,1.000,0.000,0.000
w0r0,45,9,1.000,0.000,0.000
w0r0,46,9,1.000,0.000,0.000
w0r0,47,9,1.000,0.000,0.000
w0r0,48,9,1.000,0.000,0.188
w0r0,49,9,1.000,0.000,0.062
w0r0,50,9,1.000,0.000,0.062
w0r0,51,9,1.000,0.000,0.000
w0r0,52,9,1.000,0.000,0.000
w0r0,53,9,1.000,0.000,0.000
w0r0,54,9,1.000,0.000,0.250
w0r0,55,9,1.000,0.000,0.000
w0r0,56,9,1.000,0.000,0.000
w0r0,57,9,1.000,0.000,0.000
w0r0,58,9,1.000,0.000,0.000
w0r0,59,9,1.000,0.000,0.062
w0r0,60,9,1.000,0.000,0.500
w0r0,61,9,0.375,0.000,0.333
w0r0,70,9,0.250,0.000,0.000
w0r0,71,9,1.000,0.000,0.812
w0r0,72,9,1.000,0.000,1.000
w0r0,73,9,1.000,0.000,1.000
w0r0,74,9,1.000,0.000,1.000
w0r0,75,9,1.000,0.000,1.000
w0r0,76,9,1.000,0.000,1.000
w0r0,77,9,1.000,0.000,1.000
w0r0,78,9,1.000,0.000,1.000
w0r0,79,9,1.000,0.000,1.000
w0r0,80,9,1.000,0.000,1.000
w0r0,81,9,1.000,0.000,1.000
w0r0,82,9,1.000,0.000,1.000
w0r0,83,9,1.000,0.000,1.000
w0r0,84,9,1.000,0.000,1.000
w0r0,85,9,1.000,0.000,1.000
w0r0,86,9,1.000,0.000,1.000
w0r0,87,9,1.000,0.000,1.000
w0r0,88,9,1.000,0.000,1.000
w0r0,89,9,1.000,0.000,1.000
w0r0,90,9,1.000,0.000,1.000
w0r0,91,9,1.000,0.000,1.000
w0r0,92,9,1.000,0.000,1.000
w0r0,93,9,1.000,0.000,1.000
w0r0,94,9,1.000,0.000,1.000
w0r0,95,9,1.000,0.000,1.000
w0r0,96,9,1.000,0.000,1.000
w0r0,97,9,1.000,0.000,1.000
w0r0,98,9,1.000,0.000,1.000
w0r0,99,9,1.000,0.000,1.000
w0r0,100,9,1.000,0.000,1.000
w0r0,101,9,1.000,0.000,1.000
w0r0,102,9,1.000,0.000,1.000
w0r0,103,9,1.000,0.000,1.000
w0r0,104,9,1.000,0.000,1.000
w0r0,105,9,0.875,0.143,0.714
w0r0,106,9,0.125,0.000,0.000
w0r0,30,10,0.938,0.000,1.000
w0r0,31,10,1.000,0.000,1.000
w0r0,32,10,1.000,0.000,1.000
w0r0,33,10,1.000,0.000,1.000
w0r0,34,10,1.000,0.000,1.000
w0r0,35,10,1.000,0.000,0.562
w0r0,36,10,1.000,0.000,0.000
w0r0,37,10,1.000,0.000,0.000
w0r0,38,10,1.000,0.000,0.125
w0r0,39,10,1.000,0.000,0.812
w0r0,40,10,1.000,0.000,1.000
w0r0,41,10,1.000,0.000,0.812
w0r0,42,10,1.000,0.000,0.000
w0r0,43,10,1.000,0.000,0.000
w0r0,44,10,1.000,0.000,0.000
w0r0,45,10,1.000,0.000,0.000
w0r0,46,10,1.000,0.000,0.062
w0r0,47,10,1.000,0.000,0.250
