step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
110000,827,4.720,0.084,7.67,61985,50660,0,11332,0,561,1608190.6,64911.5,0.005,0.448,0.269,0.134,0.145,3995,63.82,1.40,43.41,7.19,2.71,7.25,0.00,0.00,17.70,3.27,2.69,7.19,0.043,0.114,69,0.510,0.912,0.076,0.000,0.012,36628,22303,2,0.883,0.000,0.000,17788,0.158,0.162,0.038,158.53,15713,17,5.73,0.912,0.029
120000,833,4.659,0.098,7.66,65408,51894,3,13504,1,667,1608616.5,80482.5,0.005,0.462,0.275,0.120,0.139,3849,63.86,1.22,43.29,8.51,3.03,8.65,0.01,0.30,17.52,4.22,2.60,7.18,0.047,0.135,74,0.322,0.917,0.065,0.000,0.018,38180,24656,2,0.882,0.000,0.002,18884,0.176,0.184,0.055,158.45,16303,18,5.96,0.897,0.036
130000,836,4.650,0.090,7.50,61477,50216,7,11250,1,545,1609165.0,65455.0,0.004,0.459,0.270,0.126,0.140,4036,63.87,1.26,43.80,7.66,2.41,7.10,0.00,0.00,17.66,4.29,2.29,6.74,0.038,0.112,73,0.530,0.931,0.055,0.000,0.014,36499,23200,2,0.903,0.000,0.000,13471,0.159,0.176,0.047,158.57,15624,17,5.82,0.906,0.010
140000,815,4.759,0.075,7.52,57332,46704,10,10638,1,524,1618298.5,57691.8,0.005,0.459,0.267,0.130,0.138,3946,63.86,1.15,43.67,7.76,2.53,7.14,0.03,0.77,17.64,4.23,2.45,7.00,0.040,0.112,60,0.548,0.920,0.072,0.000,0.007,35579,21970,2,0.896,0.000,0.002,16605,0.151,0.154,0.033,159.32,14618,14,5.42,0.933,0.006
150000,831,4.725,0.085,8.05,55540,44962,10,10552,0,627,1615209.9,56722.5,0.006,0.435,0.277,0.139,0.143,3905,63.87,1.33,43.48,7.86,2.57,7.41,0.01,0.28,17.81,4.56,2.39,6.82,0.040,0.116,88,0.330,0.921,0.066,0.000,0.013,35075,21494,2,0.720,0.182,0.001,16335,0.145,0.169,0.042,159.13,15217,14,5.38,0.931,0.032
160000,824,4.702,0.090,7.78,63186,51005,1,12187,0,685,1606950.5,69519.5,0.005,0.443,0.277,0.131,0.144,3474,63.78,1.82,43.63,7.64,2.01,6.48,0.00,0.03,18.14,5.10,1.95,6.28,0.032,0.101,98,0.250,0.943,0.046,0.000,0.011,37431,24103,2,0.917,0.000,0.001,25348,0.163,0.167,0.042,158.55,17552,16,5.70,0.910,0.022
170000,807,4.777,0.092,7.80,67832,53219,1,14628,1,1038,1600549.6,92750.7,0.007,0.443,0.278,0.126,0.147,3351,63.83,1.79,43.45,7.88,2.85,7.54,0.01,0.28,17.52,3.15,2.75,7.28,0.045,0.119,81,0.377,0.918,0.064,0.000,0.017,39574,25716,2,0.725,0.151,0.001,26970,0.152,0.174,0.047,158.07,18875,20,6.34,0.889,0.022
180000,850,4.550,0.076,7.59,70294,53281,3,16966,1,1065,1589942.8,109976.8,0.005,0.434,0.257,0.148,0.156,3253,63.77,1.68,44.10,6.95,2.12,6.58,0.03,0.58,17.52,3.32,2.02,6.32,0.034,0.106,79,0.291,0.931,0.055,0.000,0.014,43543,26068,2,0.879,0.035,0.005,20493,0.142,0.156,0.038,156.88,18631,22,6.48,0.877,0.013
190000,825,4.704,0.065,7.27,57353,45928,12,11438,0,742,1602531.5,58244.9,0.006,0.426,0.266,0.152,0.151,3766,63.87,1.19,44.44,6.85,1.96,6.34,0.00,0.00,17.47,3.83,1.96,6.34,0.031,0.099,67,0.293,0.930,0.055,0.000,0.016,39574,23965,2,0.918,0.000,0.000,10598,0.157,0.155,0.035,157.59,15561,12,5.09,0.945,0.007
200000,776,4.836,0.072,7.00,64445,45997,5,18492,0,1663,1423983.0,132039.2,0.004,0.396,0.260,0.174,0.166,3691,63.69,1.55,43.62,9.00,3.04,7.89,0.02,0.32,17.02,4.98,2.97,7.68,0.048,0.123,75,0.235,0.923,0.061,0.000,0.017,46483,31403,2,0.874,0.023,0.003,25372,0.101,0.172,0.043,142.91,16632,23,7.14,0.910,0.013
210000,766,4.919,0.080,6.98,53100,41165,49,11895,1,839,1502560.2,69743.8,0.001,0.390,0.256,0.184,0.169,4201,63.96,0.51,44.86,8.78,3.28,8.25,0.01,0.18,15.82,2.82,3.20,8.09,0.051,0.129,50,0.324,0.910,0.070,0.000,0.020,37676,25942,2,0.869,0.000,0.001,9275,0.177,0.187,0.052,147.80,13920,16,5.86,0.921,0.013
220000,773,4.789,0.092,6.99,50237,39959,19,10252,0,612,1548481.2,53242.6,0.001,0.402,0.264,0.175,0.159,4046,63.97,0.58,44.79,9.04,2.86,7.62,0.03,0.58,16.29,4.40,2.80,7.56,0.045,0.119,64,0.401,0.943,0.049,0.000,0.008,34568,21710,2,0.886,0.000,0.003,8749,0.206,0.197,0.057,151.95,13489,12,5.19,0.947,0.008
230000,805,4.609,0.082,7.00,49398,39895,14,9457,0,538,1567449.5,50368.9,0.001,0.409,0.271,0.166,0.153,4672,63.85,1.79,45.57,8.14,2.28,6.99,0.00,0.00,15.99,4.06,2.27,6.98,0.036,0.109,66,0.396,0.938,0.051,0.000,0.011,32826,17552,2,0.908,0.000,0.000,9244,0.182,0.186,0.051,153.69,12926,13,5.33,0.942,0.012
240000,828,4.752,0.085,7.08,48211,39003,32,9152,1,459,1544152.2,48248.4,0.001,0.401,0.266,0.171,0.161,4525,63.96,0.53,45.63,7.88,2.38,7.12,0.00,0.00,15.95,3.19,2.35,7.06,0.037,0.111,66,0.458,0.937,0.051,0.000,0.012,33179,19929,2,0.905,0.000,0.000,5982,0.178,0.180,0.049,151.69,12525,13,5.27,0.943,0.010
250000,839,4.681,0.094,7.15,53461,41793,7,11650,0,642,1568635.0,68911.8,0.001,0.396,0.267,0.172,0.164,3839,62.87,5.01,43.42,11.52,2.34,6.54,0.51,2.49,16.61,4.95,2.04,6.32,0.039,0.107,79,0.564,0.928,0.061,0.000,0.011,34543,20813,2,0.927,0.000,0.057,18364,0.254,0.187,0.054,154.10,14694,17,5.92,0.905,0.024
260000,775,4.786,0.096,7.05,52535,41390,5,11187,17,626,1571867.5,66051.0,0.001,0.402,0.271,0.167,0.158,4008,63.89,1.72,45.36,8.81,2.22,6.94,0.01,0.19,16.29,5.43,2.13,6.71,0.035,0.109,60,0.459,0.929,0.053,0.000,0.018,34101,20840,2,0.910,0.000,0.004,17866,0.272,0.198,0.063,154.66,15306,18,5.90,0.904,0.015
270000,794,4.897,0.082,7.13,48671,39148,19,9485,0,496,1579081.6,51530.4,0.001,0.405,0.261,0.170,0.163,4725,63.91,1.03,44.91,8.79,3.17,8.21,0.01,0.22,15.83,3.04,3.03,7.91,0.049,0.128,52,0.348,0.924,0.062,0.000,0.014,32774,18366,2,0.873,0.000,0.003,7182,0.174,0.178,0.046,154.89,13184,14,5.43,0.934,0.013
280000,784,4.935,0.091,7.12,49621,40124,8,9499,0,448,1589364.0,52868.4,0.001,0.404,0.263,0.170,0.163,4220,63.96,0.39,45.68,8.09,2.35,7.18,0.00,0.00,15.93,3.94,2.31,7.04,0.037,0.112,49,0.481,0.930,0.051,0.000,0.019,32084,17818,2,0.906,0.000,0.000,10828,0.190,0.187,0.052,155.81,13641,15,5.57,0.929,0.005
290000,807,4.820,0.084,7.04,47506,37855,12,9616,0,506,1596974.9,53476.5,0.001,0.413,0.274,0.162,0.150,4368,63.91,1.06,45.42,8.32,2.26,6.89,0.00,0.11,16.22,4.45,2.24,6.86,0.035,0.108,50,0.461,0.938,0.052,0.000,0.010,30537,17233,2,0.910,0.000,0.001,7971,0.204,0.174,0.045,156.53,12548,15,5.56,0.929,0.019
300000,778,4.847,0.083,7.10,46811,38214,6,8618,2,449,1593842.6,47034.8,0.001,0.408,0.267,0.166,0.158,4086,63.96,0.42,45.45,7.90,2.67,7.74,0.00,0.00,15.84,2.49,2.57,7.37,0.042,0.121,58,0.387,0.932,0.060,0.000,0.008,30215,16772,2,0.893,0.000,0.000,7592,0.172,0.183,0.047,156.24,12804,14,5.46,0.931,0.010
310000,802,4.922,0.098,7.17,47301,38537,16,8723,1,451,1578882.5,49349.7,0.001,0.402,0.265,0.170,0.162,4656,63.87,1.48,45.90,7.33,2.02,7.05,0.01,0.18,15.94,3.39,1.84,6.27,0.032,0.110,81,0.449,0.940,0.037,0.000,0.022,30658,17465,2,0.928,0.000,0.001,6293,0.174,0.187,0.054,154.93,12522,16,5.66,0.918,0.010
320000,795,4.962,0.081,7.17,54948,43654,3,11293,5,617,1563333.2,68288.5,0.001,0.386,0.254,0.184,0.175,3994,63.92,0.67,45.34,8.45,2.26,6.92,0.04,0.45,16.29,4.77,2.20,6.82,0.035,0.108,64,0.353,0.946,0.044,0.000,0.010,35508,21210,2,0.912,0.000,0.009,12183,0.192,0.179,0.049,153.85,15094,19,6.05,0.892,0.013
330000,845,4.744,0.084,7.12,60910,45350,5,15505,0,1077,1550662.2,101535.6,0.001,0.375,0.242,0.195,0.188,3773,63.91,0.85,43.46,10.60,3.27,8.25,0.00,0.00,17.18,6.75,3.09,7.74,0.051,0.129,80,0.503,0.918,0.066,0.000,0.015,40739,24673,2,0.883,0.000,0.000,17155,0.186,0.177,0.046,152.15,16851,21,6.55,0.883,0.036
340000,822,4.731,0.100,7.14,60670,45891,0,14798,4,1033,1564578.5,91361.2,0.001,0.387,0.253,0.188,0.171,3782,63.91,0.61,42.91,9.15,2.95,8.12,0.00,0.00,18.05,5.99,2.72,7.33,0.046,0.127,121,0.355,0.921,0.062,0.000,0.017,37731,23921,2,0.899,0.000,0.000,9232,0.201,0.188,0.055,154.80,17649,19,6.17,0.894,0.015
350000,778,5.025,0.089,7.35,65114,47678,2,17477,1,1257,1571340.8,113889.2,0.001,0.385,0.253,0.192,0.169,3513,63.80,1.91,45.50,8.05,2.26,6.77,0.00,0.00,16.04,4.06,2.23,6.75,0.035,0.106,75,0.443,0.925,0.055,0.000,0.019,40356,24951,2,0.909,0.000,0.000,24262,0.154,0.184,0.053,154.08,18548,21,6.52,0.877,0.005
360000,794,4.974,0.089,7.21,54469,42481,8,11959,5,698,1542587.2,67625.7,0.001,0.373,0.233,0.207,0.186,4229,63.61,4.38,43.97,9.85,3.23,8.14,0.03,0.54,16.38,4.89,3.12,7.88,0.051,0.127,67,0.472,0.929,0.062,0.000,0.009,37326,24345,2,0.868,0.000,0.003,29451,0.224,0.187,0.054,151.41,15574,16,5.65,0.919,0.030
370000,765,4.999,0.101,7.18,55209,43976,5,11254,3,721,1553451.4,67252.7,0.001,0.371,0.232,0.206,0.190,3723,63.87,1.22,45.25,8.04,2.81,7.76,0.00,0.00,15.80,2.63,2.70,7.42,0.044,0.123,65,0.559,0.933,0.054,0.000,0.013,37180,24997,2,0.892,0.000,0.000,11158,0.174,0.205,0.067,152.34,16511,18,5.98,0.910,0.007
380000,831,4.924,0.083,7.23,53967,42822,14,11060,5,658,1555519.8,59764.0,0.001,0.371,0.234,0.205,0.189,3896,63.77,2.32,45.30,8.35,2.23,7.26,0.02,0.33,16.22,3.87,1.99,6.48,0.035,0.114,73,0.572,0.939,0.049,0.000,0.012,37148,25175,2,0.917,0.000,0.005,9362,0.179,0.176,0.048,152.47,16161,14,5.40,0.929,0.016
390000,844,4.642,0.090,7.11,61534,51764,3,9754,0,689,1570367.0,60379.5,0.001,0.403,0.263,0.176,0.157,3492,63.32,3.31,37.94,10.31,1.78,5.73,0.02,0.49,23.58,9.68,1.61,5.40,0.028,0.090,149,0.249,0.948,0.040,0.000,0.012,37043,26443,2,0.949,0.000,0.002,54236,0.142,0.167,0.041,156.26,18670,19,6.19,0.892,0.008
400000,774,5.047,0.114,7.18,72623,55923,0,16747,23,1113,1533370.1,117788.0,0.002,0.403,0.262,0.182,0.152,3219,63.91,1.31,45.20,8.62,2.40,7.05,0.01,0.22,16.30,4.96,2.34,6.95,0.038,0.110,71,0.474,0.934,0.049,0.000,0.017,42423,27527,2,0.903,0.000,0.005,14606,0.176,0.208,0.070,151.08,21072,32,7.03,0.809,0.013
410000,976,4.186,0.084,7.35,75401,46678,1,27785,735,1173,1563923.0,115790.2,0.004,0.385,0.273,0.181,0.157,3090,53.45,21.96,35.86,19.13,2.78,7.64,0.03,0.63,14.79,5.69,2.70,7.53,0.045,0.124,123,0.162,0.906,0.079,0.000,0.015,42703,26095,3,0.701,0.000,0.003,16069,0.190,0.174,0.046,153.94,22359,35,4.17,0.784,0.029
420000,767,4.951,0.112,7.16,85706,48296,0,36923,696,1667,1562125.0,149922.0,0.009,0.405,0.253,0.176,0.157,2737,63.48,4.45,44.09,9.93,3.07,7.89,0.00,0.00,16.32,4.32,2.95,7.76,0.049,0.126,83,0.206,0.917,0.073,0.000,0.010,50527,27176,2,0.876,0.000,0.000,193473,0.116,0.206,0.070,154.25,25526,37,4.06,0.781,0.034
430000,852,4.874,0.095,7.14,65736,49232,0,16412,7,1139,1552631.9,122605.6,0.002,0.386,0.238,0.190,0.184,3712,63.80,1.96,43.39,10.01,3.67,8.61,0.07,0.48,16.67,5.08,3.52,8.32,0.058,0.137,101,0.214,0.906,0.068,0.000,0.026,39787,23697,2,0.847,0.000,0.031,19429,0.184,0.186,0.055,152.78,18220,28,7.47,0.827,0.046
440000,723,4.710,0.117,7.19,61652,46617,3,15160,1,1028,1524363.5,102937.5,0.002,0.398,0.253,0.176,0.172,3604,63.86,1.36,42.39,9.77,4.92,8.97,0.11,0.86,16.44,3.79,4.70,8.54,0.077,0.140,77,0.213,0.877,0.113,0.000,0.010,38106,21602,2,0.506,0.304,0.073,77186,0.108,0.231,0.079,150.58,18339,23,6.79,0.870,0.037
450000,857,4.541,0.071,7.34,62573,46295,3,16134,7,994,1505191.8,103189.3,0.028,0.395,0.248,0.167,0.161,3508,62.78,3.86,39.04,8.35,2.58,6.49,0.01,0.29,21.14,6.76,2.36,5.98,0.042,0.104,212,0.103,0.926,0.054,0.000,0.020,38089,22235,2,0.908,0.048,0.002,214982,0.156,0.158,0.035,151.73,18351,23,6.40,0.866,0.028
460000,859,4.631,0.069,7.78,79589,59052,2,20518,15,1576,1581802.5,177073.5,0.008,0.368,0.248,0.174,0.201,2630,63.17,2.81,39.98,6.88,2.60,6.96,0.04,0.87,20.55,4.23,2.35,6.27,0.041,0.110,119,0.127,0.919,0.071,0.000,0.010,51492,31258,1,1.000,0.000,0.003,25490,0.188,0.140,0.025,159.75,24552,37,8.63,0.818,0.026
470000,860,4.530,0.066,8.20,66148,51769,0,14289,89,1251,1625061.8,92197.9,0.003,0.356,0.241,0.194,0.206,3115,63.43,3.18,40.07,6.61,2.51,6.88,0.01,0.37,20.84,3.38,2.37,6.52,0.039,0.107,80,0.431,0.920,0.058,0.000,0.022,41768,20338,2,0.591,0.000,0.001,11202,0.201,0.130,0.020,161.56,20198,25,6.45,0.871,0.003
480000,857,4.469,0.076,8.20,55979,43196,1,12689,96,828,1625622.1,71500.4,0.002,0.325,0.245,0.218,0.209,3616,63.64,1.61,38.79,7.85,4.08,8.53,0.00,0.00,20.78,2.81,3.80,7.96,0.065,0.135,53,0.501,0.902,0.081,0.000,0.018,33804,15555,4,0.613,0.000,0.000,4162,0.230,0.138,0.024,161.77,16816,19,5.63,0.911,0.014
490000,841,4.642,0.075,8.47,55902,44400,11,11389,118,853,1625625.1,61689.7,0.002,0.341,0.250,0.204,0.202,3434,63.41,2.72,39.39,6.56,2.58,6.92,0.00,0.00,21.45,3.03,2.46,6.59,0.041,0.110,84,0.482,0.930,0.058,0.000,0.012,33078,15027,2,0.837,0.000,0.000,4793,0.208,0.140,0.027,161.65,17762,18,5.42,0.922,0.005
500000,871,4.462,0.075,8.89,60658,44838,10,15632,148,979,1625739.6,79325.7,0.002,0.337,0.246,0.215,0.200,3142,63.73,3.14,39.74,7.31,2.93,7.44,0.00,0.00,21.06,3.67,2.76,7.05,0.046,0.116,76,0.328,0.922,0.071,0.000,0.007,36477,16796,4,0.355,0.248,0.000,6207,0.189,0.140,0.026,161.46,18993,19,5.07,0.910,0.007
510000,845,4.618,0.077,8.77,55970,44185,6,11725,80,696,1628743.9,52835.1,0.003,0.345,0.246,0.213,0.193,3420,63.42,4.39,39.61,7.22,2.83,7.47,0.01,0.21,20.98,4.00,2.63,6.87,0.044,0.117,82,0.413,0.916,0.060,0.000,0.024,33654,13037,4,0.327,0.050,0.001,3857,0.225,0.141,0.025,161.40,16283,12,4.51,0.946,0.007
520000,820,4.607,0.081,8.65,54481,43064,5,11350,87,613,1627730.2,50295.3,0.003,0.343,0.250,0.207,0.198,3598,63.58,2.75,38.70,8.30,3.80,8.47,0.02,0.45,21.05,4.48,3.56,7.85,0.059,0.132,67,0.298,0.899,0.090,0.000,0.011,32748,12986,4,0.334,0.045,0.004,4120,0.197,0.144,0.027,161.48,15919,12,4.43,0.941,0.004
530000,842,4.620,0.078,8.69,58445,43870,1,14429,123,929,1631940.9,69615.7,0.002,0.344,0.247,0.211,0.195,3576,63.27,5.37,39.05,8.08,3.17,7.71,0.03,0.96,21.01,4.39,2.97,7.27,0.050,0.121,79,0.336,0.906,0.080,0.000,0.014,35187,14023,4,0.461,0.000,0.001,4800,0.256,0.143,0.025,161.57,16198,15,4.82,0.923,0.013
540000,819,4.762,0.079,8.75,57674,44789,3,12786,119,742,1632616.6,56978.8,0.002,0.353,0.244,0.208,0.192,3429,63.63,2.72,39.80,7.06,2.54,7.29,0.00,0.00,21.28,3.64,2.28,6.50,0.040,0.114,61,0.447,0.937,0.055,0.000,0.009,34377,13207,6,0.303,0.000,0.000,3802,0.212,0.143,0.027,161.47,16686,12,4.46,0.938,0.005
550000,821,4.653,0.084,8.69,58974,45688,10,13111,163,769,1630724.9,59329.9,0.002,0.360,0.241,0.205,0.192,3245,63.52,3.71,39.82,6.96,2.71,7.30,0.00,0.00,20.99,3.39,2.47,6.70,0.044,0.120,80,0.453,0.916,0.069,0.000,0.015,34881,14327,5,0.320,0.041,0.000,3411,0.185,0.149,0.030,161.40,16976,14,4.53,0.927,0.006
560000,820,4.675,0.089,8.56,72362,48833,3,23413,114,1952,1588061.0,149677.4,0.003,0.327,0.221,0.212,0.237,2861,63.25,3.74,40.08,9.47,4.02,8.80,0.00,0.03,19.15,4.94,3.64,7.92,0.063,0.138,124,0.174,0.909,0.076,0.000,0.016,43436,23794,3,0.439,0.235,0.001,5613,0.190,0.165,0.040,158.54,20481,21,6.39,0.902,0.020
570000,836,4.652,0.072,8.68,72795,53600,0,19106,73,1734,1622561.8,119059.8,0.002,0.329,0.192,0.245,0.231,2914,63.61,2.62,39.84,7.99,2.86,7.46,0.00,0.00,20.92,4.46,2.58,6.80,0.045,0.117,97,0.330,0.917,0.066,0.000,0.017,43807,22191,5,0.406,0.000,0.000,7049,0.189,0.136,0.022,161.04,19891,22,6.23,0.887,0.007
580000,834,4.696,0.067,8.98,62144,48540,3,13540,63,732,1629302.1,60891.3,0.003,0.338,0.206,0.234,0.219,3460,63.32,4.39,39.82,7.98,2.65,7.35,0.00,0.00,20.84,4.60,2.41,6.63,0.042,0.115,101,0.414,0.909,0.071,0.000,0.020,37908,17472,3,0.526,0.118,0.000,6398,0.186,0.136,0.024,161.76,16425,11,4.50,0.952,0.005
590000,835,4.574,0.063,9.05,63845,49343,3,14439,59,1107,1632371.2,66350.2,0.003,0.343,0.204,0.230,0.220,3271,63.78,1.82,39.53,7.87,3.75,8.44,0.00,0.00,20.51,3.65,3.50,7.81,0.059,0.132,80,0.356,0.891,0.091,0.000,0.018,41883,19742,3,0.450,0.172,0.000,6896,0.181,0.125,0.017,161.83,17516,11,4.60,0.955,0.001
600000,837,4.780,0.074,9.04,61752,48848,4,12840,58,797,1627220.8,54842.6,0.003,0.325,0.191,0.252,0.229,3164,63.73,1.95,39.47,7.71,3.70,8.28,0.02,0.52,20.54,3.84,3.47,7.75,0.058,0.129,82,0.372,0.894,0.096,0.000,0.011,38528,18746,4,0.495,0.000,0.001,3344,0.152,0.138,0.025,161.63,17258,9,4.27,0.969,0.011
610000,824,4.654,0.074,9.01,62255,48716,5,13351,196,911,1616336.5,60029.9,0.002,0.335,0.196,0.247,0.221,2973,63.54,4.23,39.77,7.80,2.88,7.37,0.00,0.00,20.89,3.55,2.72,7.00,0.045,0.115,71,0.186,0.913,0.075,0.000,0.012,37711,14299,4,0.468,0.000,0.000,5992,0.169,0.137,0.023,161.62,17956,10,4.50,0.957,0.006
620000,835,4.705,0.061,8.98,62056,48368,11,13290,376,908,1618724.4,58145.3,0.001,0.329,0.197,0.251,0.222,3269,63.57,3.16,39.72,8.20,3.46,8.09,0.00,0.00,20.39,3.81,3.22,7.49,0.054,0.127,84,0.261,0.896,0.085,0.000,0.019,38316,17606,3,0.490,0.000,0.000,2832,0.163,0.126,0.017,161.56,18134,10,4.38,0.959,0.012
630000,820,4.790,0.060,9.22,62462,48538,16,13567,356,1067,1625528.4,56945.0,0.003,0.314,0.190,0.256,0.237,2840,63.73,2.00,39.68,7.45,3.57,8.18,0.00,0.00,20.48,3.31,3.35,7.62,0.056,0.128,70,0.293,0.894,0.085,0.000,0.021,42711,20566,3,0.527,0.000,0.000,2390,0.160,0.130,0.020,161.17,18556,8,4.20,0.973,0.009
640000,813,4.679,0.071,9.51,69575,49334,6,19834,408,1636,1607148.0,117434.2,0.003,0.308,0.186,0.265,0.239,2807,63.55,2.65,38.88,8.65,4.31,8.81,0.00,0.00,20.36,4.41,4.05,8.26,0.068,0.138,79,0.428,0.878,0.098,0.000,0.023,45514,25216,3,0.647,0.000,0.000,1403,0.166,0.145,0.027,159.16,18647,18,5.92,0.937,0.009
650000,868,4.455,0.065,9.59,61093,46967,9,13675,387,829,1614874.6,56314.1,0.003,0.309,0.188,0.258,0.242,2672,62.92,6.55,40.09,8.10,2.62,7.37,0.00,0.00,20.22,4.62,2.36,6.57,0.041,0.115,109,0.161,0.917,0.058,0.000,0.025,39960,23452,3,0.618,0.030,0.000,737,0.246,0.132,0.022,160.65,18344,9,4.12,0.967,0.003
660000,866,4.518,0.069,9.02,59117,45379,16,13415,309,789,1621967.5,58179.7,0.002,0.297,0.177,0.267,0.257,2705,62.74,7.73,38.98,8.89,3.32,7.91,0.02,0.65,20.41,4.32,3.09,7.36,0.053,0.128,97,0.229,0.897,0.085,0.000,0.017,36188,19938,3,0.572,0.048,0.001,4687,0.214,0.132,0.020,161.45,17426,12,4.34,0.949,0.013
