step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
110000,901,4.506,0.070,13.25,74573,54684,13,19865,17,1439,1635298.4,157141.3,0.070,0.298,0.235,0.181,0.215,1366,63.11,4.79,42.22,8.84,2.33,7.14,0.14,1.03,18.43,4.57,2.05,6.27,0.037,0.112,160,0.331,0.922,0.055,0.000,0.022,47905,21795,4,0.366,0.140,0.034,358993,0.173,0.137,0.023,161.88,31507,35,7.91,0.805,0.044
120000,905,4.280,0.046,14.39,60123,53467,12,6638,2,1117,1626215.1,55424.7,0.032,0.286,0.259,0.194,0.229,1488,63.12,2.43,33.58,6.23,2.06,4.20,1.52,3.04,25.96,6.24,2.00,3.99,0.032,0.066,334,0.040,0.894,0.087,0.000,0.019,40763,17787,3,0.492,0.391,0.326,672657,0.212,0.095,0.006,162.62,27516,38,8.35,0.807,0.015
130000,846,4.711,0.074,13.64,96040,57411,4,38679,5,4194,1592281.4,314344.3,0.060,0.257,0.243,0.208,0.231,1102,63.98,0.26,43.62,9.10,4.24,8.84,0.06,0.80,16.06,2.45,4.10,8.57,0.066,0.138,100,0.208,0.889,0.099,0.000,0.012,68140,38740,3,0.807,0.074,0.013,1542134,0.203,0.153,0.030,158.59,37648,31,8.13,0.870,0.045
140000,860,4.475,0.074,13.85,63453,42050,42,21320,27,1691,1628063.9,146414.4,0.025,0.299,0.270,0.188,0.219,1603,63.19,5.04,44.22,9.42,2.35,7.02,0.08,0.80,16.54,3.53,2.17,6.49,0.037,0.110,147,0.255,0.922,0.064,0.000,0.014,43511,22498,2,0.708,0.203,0.017,126708,0.206,0.149,0.030,160.23,25293,24,6.87,0.874,0.029
150000,886,4.638,0.078,13.22,65048,44009,58,20943,12,1937,1625764.5,159734.6,0.016,0.313,0.293,0.175,0.204,1541,62.67,3.49,42.07,9.66,3.49,8.05,0.15,1.29,16.96,4.18,3.42,7.95,0.055,0.126,145,0.305,0.891,0.088,0.000,0.021,40849,19351,4,0.175,0.639,0.024,343453,0.233,0.145,0.027,161.10,26102,29,7.63,0.865,0.025
160000,856,4.691,0.083,13.87,61466,42469,74,18953,0,1464,1634631.9,132958.0,0.011,0.300,0.287,0.182,0.220,1652,63.97,0.53,46.10,6.54,1.71,6.05,0.04,0.37,16.11,2.42,1.67,5.89,0.027,0.095,106,0.422,0.954,0.037,0.000,0.008,38421,17299,4,0.708,0.008,0.014,225668,0.223,0.148,0.030,161.01,25260,24,7.02,0.868,0.020
170000,873,4.396,0.063,13.32,59031,52172,37,6805,0,930,1617017.1,52850.8,0.017,0.293,0.248,0.199,0.242,1588,62.67,2.76,37.49,6.25,3.37,6.32,0.18,1.78,21.63,5.41,3.03,5.26,0.053,0.099,245,0.136,0.910,0.082,0.000,0.008,38096,15320,5,0.441,0.156,0.025,463343,0.215,0.116,0.013,162.60,26196,31,7.77,0.848,0.031
180000,870,4.441,0.069,13.64,75344,58646,3,16697,1,1610,1615062.8,139790.9,0.025,0.280,0.234,0.210,0.251,1455,63.89,0.99,42.25,6.69,2.56,6.83,0.11,0.88,18.98,3.07,2.48,6.57,0.040,0.107,161,0.209,0.920,0.062,0.000,0.018,47897,21527,5,0.363,0.161,0.028,342413,0.206,0.127,0.020,162.20,31366,34,8.37,0.846,0.033
190000,863,4.418,0.069,13.81,66600,51360,10,15236,1,741,1605297.4,106651.7,0.011,0.314,0.265,0.187,0.223,1574,63.90,1.25,40.87,8.21,3.94,8.36,0.12,1.08,18.96,2.75,3.83,8.02,0.062,0.131,139,0.337,0.884,0.100,0.000,0.016,41560,17445,7,0.578,0.051,0.048,262990,0.172,0.128,0.017,162.05,27309,24,7.00,0.862,0.023
200000,844,4.467,0.073,14.05,70883,51177,12,19713,0,1027,1610936.8,145507.5,0.006,0.291,0.253,0.198,0.253,1416,63.87,1.51,43.04,8.15,3.42,8.22,0.03,0.43,17.38,2.66,3.29,7.87,0.053,0.128,98,0.491,0.910,0.075,0.000,0.015,44740,24033,3,0.752,0.000,0.008,112788,0.176,0.138,0.024,161.40,28649,26,7.38,0.876,0.033
210000,824,4.693,0.081,14.08,78932,49868,6,29060,18,1785,1609341.1,210168.1,0.004,0.298,0.249,0.204,0.245,1358,63.82,2.03,45.67,7.90,2.13,6.84,0.09,0.88,15.93,3.56,2.04,6.51,0.033,0.107,132,0.234,0.933,0.050,0.000,0.017,48754,21614,3,0.126,0.783,0.019,114330,0.176,0.166,0.041,158.95,31227,26,7.23,0.867,0.024
220000,862,4.565,0.068,14.74,63645,45409,16,18170,12,1267,1630029.8,135522.7,0.007,0.317,0.264,0.194,0.217,1478,63.60,2.95,45.16,7.56,1.53,5.76,0.05,0.52,16.85,4.23,1.48,5.57,0.024,0.090,139,0.241,0.963,0.029,0.000,0.008,42656,18504,5,0.332,0.118,0.022,198959,0.188,0.138,0.025,161.09,26532,29,7.46,0.835,0.021
230000,859,4.607,0.076,14.45,61901,42900,30,18953,21,1192,1638317.8,130726.8,0.018,0.298,0.244,0.207,0.233,1454,63.89,1.58,46.24,6.55,1.72,6.26,0.02,0.21,15.91,2.05,1.66,6.02,0.027,0.098,100,0.264,0.945,0.040,0.000,0.015,39639,14477,7,0.300,0.000,0.010,185838,0.166,0.145,0.029,161.77,26178,29,6.90,0.824,0.017
240000,866,4.491,0.068,14.19,57951,42261,30,15637,16,1147,1641818.0,118465.6,0.027,0.291,0.250,0.202,0.230,1800,63.33,4.97,43.82,9.57,2.89,7.58,0.06,0.44,16.55,3.43,2.85,7.49,0.045,0.118,114,0.194,0.918,0.067,0.000,0.015,37136,14389,6,0.357,0.015,0.024,155984,0.178,0.136,0.024,162.07,23817,32,7.58,0.809,0.046
250000,853,4.583,0.066,14.42,69265,47196,18,21978,86,1778,1634563.6,159734.5,0.024,0.314,0.260,0.187,0.215,1349,63.82,1.36,45.70,6.46,1.09,4.78,0.13,1.20,16.90,3.69,1.09,4.76,0.017,0.075,125,0.156,0.970,0.019,0.000,0.012,46548,20615,6,0.346,0.033,0.027,236493,0.189,0.133,0.021,161.77,29357,34,7.27,0.819,0.013
260000,908,4.361,0.061,14.58,63459,49432,17,13931,24,1020,1620651.5,79398.3,0.024,0.328,0.243,0.182,0.224,1277,59.91,12.35,39.74,13.47,1.26,4.56,1.07,3.24,17.84,4.60,1.17,4.36,0.021,0.073,206,0.143,0.942,0.040,0.000,0.019,45854,15739,10,0.264,0.076,0.139,335700,0.200,0.122,0.017,161.60,28882,23,5.70,0.871,0.022
270000,837,4.689,0.078,14.32,64167,44127,18,20081,12,1343,1607969.5,147113.4,0.023,0.331,0.253,0.176,0.217,1396,63.97,0.60,45.14,8.44,3.16,8.14,0.13,1.46,15.54,1.95,3.11,8.01,0.049,0.127,78,0.179,0.909,0.081,0.000,0.010,45975,22400,5,0.335,0.062,0.017,258684,0.217,0.150,0.031,159.26,27342,25,7.33,0.912,0.024
280000,831,4.809,0.075,14.33,49246,36799,35,12417,1,534,1640640.9,60203.6,0.021,0.315,0.260,0.180,0.223,1607,63.99,0.11,45.53,7.87,2.77,7.76,0.03,0.33,15.65,1.34,2.68,7.49,0.043,0.121,58,0.272,0.918,0.073,0.000,0.008,35826,13655,6,0.258,0.202,0.012,109964,0.169,0.137,0.024,161.38,22263,10,4.85,0.961,0.013
290000,828,4.809,0.072,14.24,48369,36197,53,12122,0,447,1650163.6,61118.7,0.025,0.320,0.259,0.178,0.217,1784,63.97,0.43,45.18,8.43,3.13,8.18,0.09,0.81,15.58,1.73,3.04,7.95,0.049,0.128,66,0.191,0.908,0.082,0.000,0.010,33465,9321,6,0.243,0.133,0.019,87179,0.171,0.138,0.023,162.24,21698,11,5.04,0.953,0.012
300000,854,4.671,0.079,14.38,47645,35886,56,11677,0,471,1649391.6,58817.8,0.022,0.320,0.259,0.181,0.219,1665,63.99,0.11,46.58,6.10,1.55,5.85,0.01,0.15,15.85,1.65,1.55,5.85,0.024,0.091,65,0.282,0.939,0.048,0.000,0.013,33591,10587,6,0.308,0.176,0.002,96684,0.171,0.139,0.023,162.19,21702,11,5.04,0.953,0.007
310000,839,4.892,0.075,14.36,47127,35729,75,11336,2,447,1650704.9,59650.1,0.025,0.285,0.235,0.202,0.252,1816,63.98,0.25,46.33,6.63,1.87,6.37,0.02,0.18,15.76,1.82,1.87,6.37,0.029,0.100,68,0.330,0.946,0.046,0.000,0.007,31254,9914,8,0.341,0.027,0.014,103121,0.155,0.136,0.023,162.50,21406,13,5.26,0.936,0.010
320000,852,4.716,0.074,14.22,47197,35357,42,11785,0,455,1652946.8,60084.4,0.026,0.305,0.245,0.192,0.231,1684,63.96,0.49,45.85,7.33,2.38,7.12,0.03,0.28,15.70,1.49,2.38,7.12,0.037,0.111,73,0.304,0.921,0.066,0.000,0.013,32304,9266,11,0.209,0.117,0.015,117181,0.159,0.133,0.020,162.43,21442,12,5.10,0.947,0.007
330000,842,4.701,0.067,14.50,48870,36249,47,12584,0,561,1649753.9,62134.1,0.025,0.309,0.256,0.187,0.223,1681,63.86,1.64,45.42,7.84,2.72,7.60,0.04,0.46,15.67,1.83,2.68,7.45,0.043,0.119,71,0.330,0.922,0.067,0.000,0.012,34900,11301,10,0.210,0.018,0.013,149795,0.147,0.130,0.019,162.09,21823,10,4.94,0.956,0.011
340000,851,4.700,0.061,14.47,47893,35222,55,12607,0,514,1653981.2,61993.8,0.020,0.304,0.256,0.194,0.225,1616,63.94,1.23,45.54,7.67,2.56,7.40,0.04,0.66,15.80,1.53,2.52,7.29,0.040,0.116,57,0.365,0.933,0.059,0.000,0.008,33394,8981,10,0.203,0.021,0.011,108070,0.175,0.120,0.014,162.58,21767,11,4.92,0.957,0.013
350000,820,4.836,0.060,14.57,46805,34639,112,12085,0,392,1651491.2,60975.7,0.019,0.299,0.258,0.198,0.226,1613,63.91,1.33,45.40,8.01,2.72,7.57,0.08,1.14,15.71,1.55,2.71,7.57,0.042,0.118,60,0.345,0.916,0.073,0.000,0.011,32378,8857,10,0.226,0.000,0.012,117464,0.173,0.125,0.017,162.47,21238,12,5.05,0.948,0.015
360000,841,4.719,0.062,14.57,44209,32743,161,11284,0,343,1657333.6,55531.8,0.018,0.286,0.249,0.209,0.238,1788,63.85,2.02,45.75,7.42,2.18,6.90,0.05,0.42,15.88,1.40,2.14,6.80,0.034,0.108,69,0.398,0.938,0.056,0.000,0.006,31071,8198,9,0.181,0.000,0.015,88562,0.181,0.126,0.018,162.52,20234,11,4.92,0.958,0.014
370000,851,4.684,0.060,14.58,44069,33532,134,10393,0,413,1655665.5,52755.4,0.017,0.286,0.252,0.208,0.237,1938,63.96,0.46,45.96,7.03,2.13,6.85,0.02,0.22,15.85,1.54,2.09,6.69,0.033,0.107,61,0.402,0.935,0.055,0.000,0.009,30617,8293,9,0.190,0.055,0.008,91394,0.169,0.120,0.014,162.56,19758,12,5.08,0.951,0.007
380000,848,4.565,0.061,14.50,43831,33131,121,10581,1,358,1654545.0,53572.2,0.014,0.294,0.253,0.206,0.232,1724,63.95,0.59,46.34,6.69,1.74,6.18,0.06,0.83,15.82,1.95,1.72,6.15,0.027,0.097,76,0.387,0.940,0.050,0.000,0.011,30517,8488,8,0.190,0.068,0.017,141235,0.167,0.125,0.018,162.61,20146,12,5.06,0.953,0.005
390000,870,4.674,0.066,14.95,44560,34227,94,10217,0,415,1655946.8,54116.4,0.016,0.288,0.249,0.218,0.230,1809,63.96,0.59,45.91,7.29,2.27,7.21,0.03,0.32,15.75,1.50,2.12,6.71,0.036,0.113,77,0.430,0.932,0.055,0.000,0.013,30410,7785,8,0.379,0.000,0.013,161232,0.173,0.123,0.016,162.65,20743,13,5.30,0.936,0.018
400000,858,4.759,0.074,14.86,45655,35004,58,10604,1,381,1649353.2,56100.5,0.019,0.273,0.226,0.241,0.242,1629,63.96,0.53,46.04,6.98,2.09,6.84,0.02,0.24,15.80,1.73,2.03,6.62,0.033,0.107,68,0.464,0.942,0.047,0.000,0.012,30097,7827,7,0.216,0.138,0.012,87765,0.159,0.131,0.019,162.58,21062,13,5.29,0.931,0.019
410000,831,4.731,0.070,15.01,44535,34021,62,10479,0,370,1646530.2,55552.5,0.019,0.283,0.229,0.235,0.235,1760,63.91,0.86,46.58,6.25,1.59,5.93,0.04,0.38,15.70,1.57,1.59,5.93,0.025,0.093,74,0.474,0.946,0.046,0.000,0.008,29587,7372,7,0.413,0.049,0.017,94440,0.166,0.134,0.023,162.61,20947,13,5.30,0.936,0.008
420000,856,4.586,0.068,14.80,45682,34446,96,11115,0,497,1649595.4,64097.8,0.019,0.278,0.228,0.248,0.227,1594,63.55,4.19,44.81,8.24,2.11,6.69,0.13,0.98,16.49,3.57,2.11,6.69,0.033,0.105,119,0.430,0.938,0.053,0.000,0.009,30530,9555,9,0.326,0.030,0.042,186885,0.177,0.122,0.014,162.58,21255,16,5.77,0.928,0.016
430000,859,4.751,0.073,14.79,50721,36482,85,14150,1,767,1648633.8,100554.6,0.018,0.263,0.221,0.263,0.236,1510,63.94,1.06,45.32,7.94,2.81,7.71,0.07,0.76,15.74,1.49,2.78,7.63,0.044,0.121,65,0.511,0.917,0.072,0.000,0.010,32912,11995,7,0.329,0.175,0.022,259121,0.166,0.125,0.017,162.14,22561,26,7.11,0.888,0.014
440000,847,4.769,0.073,14.80,43707,32893,81,10744,1,402,1650903.8,57040.6,0.018,0.272,0.228,0.252,0.229,1837,63.98,0.62,45.84,7.21,2.31,7.06,0.11,0.84,15.72,1.27,2.31,7.06,0.036,0.110,68,0.549,0.923,0.065,0.000,0.012,28623,8797,8,0.331,0.018,0.048,310231,0.152,0.125,0.018,162.47,20029,13,5.31,0.936,0.001
450000,845,4.744,0.075,14.61,41197,31026,141,10032,0,389,1649731.4,51715.5,0.017,0.284,0.227,0.244,0.227,1889,63.94,1.28,45.64,7.57,2.49,7.37,0.07,0.46,15.74,1.54,2.45,7.22,0.039,0.115,76,0.459,0.927,0.060,0.000,0.013,26904,8497,7,0.370,0.001,0.038,285447,0.164,0.133,0.021,162.47,19376,12,5.16,0.940,0.004
460000,839,4.806,0.076,14.79,42907,32316,143,10454,0,452,1651085.9,54894.3,0.018,0.278,0.220,0.248,0.236,1844,63.93,0.80,45.80,7.39,2.24,6.97,0.08,0.40,15.80,2.10,2.24,6.97,0.035,0.109,66,0.549,0.927,0.064,0.000,0.008,28321,8720,6,0.436,0.020,0.054,346194,0.148,0.133,0.019,162.42,20000,13,5.25,0.939,0.012
470000,845,4.714,0.082,14.98,44048,33015,133,10894,0,460,1650676.5,59014.5,0.019,0.251,0.205,0.272,0.253,1826,63.99,0.23,46.20,6.70,1.86,6.47,0.11,0.49,15.81,1.70,1.83,6.34,0.029,0.101,72,0.543,0.938,0.051,0.000,0.011,28850,8498,5,0.400,0.148,0.073,513119,0.125,0.134,0.021,162.43,20463,14,5.42,0.933,0.008
480000,848,4.681,0.070,14.84,42851,32047,144,10657,0,431,1649686.8,57558.6,0.018,0.252,0.211,0.266,0.253,1897,63.99,0.19,45.94,6.91,2.10,6.77,0.10,0.46,15.84,1.31,2.07,6.69,0.033,0.106,60,0.535,0.942,0.052,0.000,0.006,28030,8530,8,0.255,0.045,0.072,642197,0.126,0.127,0.017,162.48,19791,14,5.40,0.926,0.004
490000,848,4.665,0.063,14.70,43412,31379,248,11735,50,489,1654321.9,59723.5,0.016,0.272,0.230,0.245,0.236,1971,63.96,0.57,45.97,6.98,2.16,6.85,0.09,0.70,15.74,1.48,2.16,6.85,0.034,0.107,74,0.402,0.932,0.059,0.000,0.009,29554,8729,7,0.200,0.038,0.031,274984,0.165,0.119,0.015,162.58,19545,16,5.09,0.923,0.007
500000,847,4.698,0.061,14.77,44734,33343,172,11220,0,499,1644586.5,59532.1,0.015,0.275,0.224,0.248,0.237,1926,63.89,0.71,45.77,7.12,1.46,5.63,0.09,0.90,16.57,4.41,1.46,5.63,0.023,0.088,100,0.349,0.953,0.037,0.000,0.011,31758,9825,8,0.208,0.000,0.030,336512,0.157,0.116,0.012,162.12,20144,13,5.31,0.935,0.008
510000,825,4.820,0.061,14.77,44199,33064,168,10989,0,510,1650209.6,62191.6,0.016,0.262,0.220,0.257,0.246,1919,63.98,0.46,46.41,6.70,1.76,6.63,0.13,0.58,15.67,1.77,1.58,5.90,0.027,0.104,83,0.448,0.945,0.044,0.000,0.011,31683,9749,8,0.183,0.046,0.072,330919,0.157,0.118,0.013,162.32,20092,15,5.66,0.926,0.013
520000,845,4.698,0.053,14.77,42398,31458,209,10711,0,448,1653372.0,57578.5,0.016,0.262,0.223,0.254,0.245,2051,63.99,0.21,46.22,6.76,1.91,6.44,0.14,0.62,15.72,1.97,1.91,6.44,0.030,0.101,65,0.440,0.936,0.049,0.000,0.015,29721,8204,8,0.195,0.000,0.099,708876,0.127,0.112,0.011,162.71,19402,14,5.38,0.937,0.008
530000,857,4.583,0.051,14.80,43698,31698,273,11715,0,463,1651476.1,56213.4,0.013,0.252,0.213,0.264,0.258,1966,63.96,0.55,46.20,6.72,1.86,6.40,0.12,0.60,15.78,2.02,1.86,6.40,0.029,0.100,98,0.459,0.946,0.044,0.000,0.009,33512,10404,7,0.226,0.014,0.068,813969,0.125,0.112,0.013,162.45,20414,10,4.80,0.963,0.011
540000,852,4.789,0.052,14.85,42833,31560,264,11014,0,521,1653892.4,58825.2,0.017,0.248,0.209,0.264,0.262,2124,63.91,1.48,46.19,6.70,1.80,6.48,0.14,0.79,15.77,1.55,1.73,6.16,0.028,0.101,77,0.555,0.947,0.041,0.000,0.012,30331,7814,7,0.221,0.039,0.068,620766,0.134,0.112,0.012,162.76,19330,14,5.34,0.936,0.013
550000,856,4.761,0.063,14.76,45178,33187,183,11804,0,503,1650248.4,62800.1,0.017,0.254,0.209,0.268,0.252,2002,63.89,1.33,45.05,8.47,2.77,7.94,0.14,0.70,15.94,2.29,2.57,7.34,0.043,0.124,98,0.444,0.922,0.064,0.000,0.014,32030,8885,8,0.202,0.079,0.070,475232,0.140,0.121,0.015,162.43,20503,13,5.32,0.936,0.030
560000,852,4.657,0.062,14.74,44075,31919,199,11917,44,475,1652237.0,66066.7,0.018,0.243,0.207,0.273,0.259,2155,63.92,0.58,45.43,7.62,2.44,7.31,0.18,1.43,15.87,1.78,2.40,7.16,0.038,0.114,78,0.502,0.925,0.066,0.000,0.009,29235,8559,9,0.210,0.089,0.072,571222,0.148,0.117,0.012,162.69,19663,21,5.54,0.892,0.018
570000,837,4.803,0.065,14.83,43278,32331,184,10777,1,548,1649862.6,73281.4,0.017,0.258,0.215,0.261,0.249,2134,63.99,0.11,46.31,6.45,1.82,6.33,0.09,0.56,15.78,1.23,1.82,6.33,0.028,0.099,65,0.491,0.938,0.049,0.000,0.013,29579,9530,10,0.225,0.000,0.055,474783,0.159,0.122,0.015,162.63,19478,23,6.80,0.903,0.014
580000,846,4.651,0.071,14.89,46743,33871,197,12645,21,822,1645770.2,86765.0,0.019,0.248,0.213,0.266,0.254,1915,63.91,0.93,42.84,10.05,2.41,7.29,0.96,4.00,17.69,5.59,2.35,7.12,0.038,0.114,126,0.440,0.934,0.056,0.000,0.011,31258,10528,7,0.215,0.128,0.139,745857,0.167,0.124,0.017,162.60,22071,28,6.86,0.869,0.011
590000,840,4.747,0.069,14.88,43699,32218,201,11286,0,615,1650917.5,70475.4,0.019,0.226,0.208,0.284,0.263,1949,63.90,1.77,45.66,7.61,2.28,7.02,0.12,0.74,15.83,2.17,2.28,7.02,0.036,0.110,73,0.533,0.929,0.065,0.000,0.006,28967,8987,7,0.262,0.013,0.051,452448,0.149,0.131,0.021,162.45,20903,19,6.24,0.906,0.013
600000,851,4.609,0.064,14.88,42510,31457,180,10862,0,581,1653335.4,55310.5,0.018,0.244,0.215,0.268,0.255,2024,63.99,0.26,45.99,6.94,2.04,6.69,0.12,0.91,15.83,1.57,2.02,6.62,0.032,0.105,65,0.548,0.944,0.047,0.000,0.009,29225,7843,8,0.197,0.019,0.047,283750,0.153,0.120,0.014,162.52,19969,12,5.09,0.947,0.008
610000,850,4.601,0.062,14.98,42130,31569,189,10373,0,407,1655577.0,51815.8,0.016,0.232,0.208,0.280,0.263,2019,63.96,0.67,45.74,7.39,2.30,7.10,0.04,0.45,15.87,1.63,2.28,7.01,0.036,0.111,62,0.627,0.929,0.062,0.000,0.008,29816,8482,8,0.225,0.053,0.018,367808,0.135,0.126,0.018,162.55,20049,11,5.00,0.951,0.009
620000,836,4.740,0.064,15.03,42985,32197,221,10581,0,511,1653936.8,53849.6,0.019,0.242,0.216,0.274,0.250,2011,63.99,0.13,45.87,7.08,2.21,7.13,0.10,0.70,15.82,1.25,2.11,6.75,0.034,0.111,71,0.569,0.934,0.057,0.000,0.008,29416,8369,9,0.208,0.000,0.044,244478,0.158,0.123,0.017,162.59,20433,12,5.09,0.944,0.007
630000,821,4.757,0.060,14.98,43164,32273,195,10711,0,462,1650398.5,52367.5,0.017,0.235,0.213,0.276,0.259,1915,63.97,0.48,45.55,7.62,2.62,7.49,0.13,0.61,15.68,1.39,2.61,7.45,0.041,0.117,65,0.558,0.921,0.073,0.000,0.006,31479,10082,9,0.220,0.002,0.062,419773,0.141,0.121,0.015,162.23,20704,11,4.89,0.954,0.012
640000,832,4.596,0.052,15.10,44493,32119,220,12142,1,609,1647486.5,63083.9,0.015,0.241,0.215,0.274,0.255,1926,63.97,0.68,46.13,7.07,2.14,6.86,0.18,1.46,15.51,1.90,2.12,6.78,0.033,0.107,77,0.553,0.923,0.066,0.000,0.011,33599,10790,9,0.254,0.036,0.060,417908,0.133,0.113,0.013,161.98,21654,12,5.20,0.953,0.010
650000,853,4.548,0.055,15.06,41402,30225,283,10873,0,466,1651773.4,53251.2,0.016,0.247,0.227,0.264,0.246,2026,63.97,0.43,46.00,6.91,2.06,6.74,0.08,0.37,15.82,1.45,2.05,6.69,0.032,0.105,66,0.496,0.930,0.057,0.000,0.013,30403,8014,9,0.213,0.047,0.066,405338,0.129,0.113,0.012,162.49,19617,11,4.90,0.956,0.022
660000,846,4.780,0.067,15.01,41144,30402,304,10443,2,498,1654754.0,56681.1,0.017,0.229,0.212,0.280,0.262,2108,63.98,0.43,46.41,6.36,1.73,6.22,0.06,0.34,15.78,1.34,1.70,6.11,0.027,0.097,75,0.546,0.948,0.047,0.000,0.005,28157,6774,10,0.259,0.069,0.039,329541,0.134,0.120,0.014,162.74,19386,15,5.43,0.922,0.015
