step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
210000,783,5.005,0.070,12.27,49614,36076,45,13465,0,488,1567646.5,49360.4,0.007,0.204,0.253,0.226,0.310,2203,63.97,0.29,44.05,9.81,3.79,8.73,0.00,0.00,16.14,4.43,3.77,8.70,0.059,0.136,59,0.464,0.895,0.096,0.000,0.009,36491,17354,5,0.287,0.255,0.000,3335,0.151,0.166,0.039,153.75,19620,6,3.67,0.985,0.005
220000,816,4.839,0.075,12.53,48931,35537,37,13324,0,510,1585022.0,49097.5,0.006,0.210,0.264,0.221,0.298,2355,63.98,0.43,44.30,9.25,3.88,8.82,0.01,0.38,15.78,2.10,3.86,8.78,0.061,0.138,55,0.341,0.881,0.104,0.000,0.015,34209,13639,4,0.326,0.120,0.001,3858,0.161,0.157,0.034,155.34,18593,6,3.68,0.984,0.002
230000,775,4.814,0.071,12.63,50093,35999,26,14109,0,541,1592858.1,51919.4,0.004,0.227,0.262,0.208,0.299,2250,63.98,0.31,43.90,9.84,4.17,9.07,0.02,0.61,15.89,3.40,4.15,9.04,0.065,0.142,73,0.272,0.893,0.097,0.000,0.010,34293,15444,5,0.392,0.095,0.003,4725,0.154,0.159,0.036,156.10,18645,7,3.68,0.983,0.003
240000,810,4.851,0.082,12.58,52199,37626,6,14532,0,565,1580978.1,53559.9,0.005,0.231,0.270,0.203,0.292,2069,63.96,0.45,44.06,9.45,3.97,8.90,0.00,0.00,15.94,3.18,3.93,8.84,0.062,0.139,71,0.311,0.885,0.099,0.000,0.016,37218,17755,4,0.390,0.236,0.000,5840,0.142,0.168,0.041,154.95,20589,6,3.69,0.984,0.005
250000,807,4.772,0.087,12.31,50963,36506,7,14453,0,496,1602514.0,53563.0,0.004,0.233,0.281,0.199,0.284,2191,63.99,0.23,45.13,8.57,3.01,7.93,0.00,0.11,15.84,2.95,2.95,7.81,0.047,0.124,70,0.325,0.910,0.078,0.000,0.012,33552,14542,5,0.299,0.033,0.001,5646,0.144,0.167,0.040,157.08,19597,7,3.71,0.981,0.005
260000,823,4.804,0.077,12.40,49892,35619,19,14238,0,513,1608299.2,52690.0,0.004,0.234,0.286,0.197,0.278,2228,63.97,0.46,44.77,8.67,3.23,8.15,0.01,0.35,15.95,2.98,3.23,8.14,0.051,0.127,64,0.363,0.906,0.081,0.000,0.012,33176,14316,4,0.425,0.045,0.002,6599,0.163,0.156,0.035,157.63,18892,7,3.70,0.979,0.002
270000,766,4.844,0.082,12.70,50486,36611,16,13916,0,468,1603582.0,51218.6,0.004,0.231,0.278,0.201,0.286,2307,63.95,0.69,43.82,9.67,4.45,9.35,0.00,0.00,15.68,2.07,4.40,9.25,0.070,0.146,54,0.269,0.869,0.115,0.000,0.016,34696,16270,3,0.469,0.012,0.000,5027,0.164,0.184,0.049,156.90,18626,7,3.68,0.982,0.003
280000,818,4.562,0.079,12.40,49600,36278,26,13244,0,474,1607838.8,49042.5,0.004,0.219,0.270,0.211,0.297,2042,63.94,0.75,45.07,8.40,2.90,7.77,0.00,0.00,15.96,3.34,2.89,7.75,0.045,0.122,70,0.424,0.917,0.068,0.000,0.015,32777,14217,4,0.456,0.000,0.000,5454,0.165,0.163,0.038,157.59,18906,7,3.70,0.982,0.006
290000,813,4.706,0.077,12.51,48660,35952,27,12686,0,406,1615715.5,47050.9,0.003,0.232,0.296,0.197,0.271,2246,63.99,0.19,44.64,9.18,3.62,8.57,0.00,0.00,15.73,3.01,3.62,8.57,0.057,0.134,56,0.338,0.882,0.101,0.000,0.017,32338,14695,4,0.408,0.031,0.000,7266,0.155,0.158,0.035,158.40,18824,8,3.71,0.974,0.004
300000,790,4.790,0.078,12.74,47871,35533,32,12329,0,459,1614267.1,45752.8,0.003,0.234,0.300,0.198,0.265,2264,63.98,0.46,44.34,9.28,3.93,8.92,0.00,0.00,15.70,2.60,3.89,8.79,0.061,0.139,67,0.285,0.885,0.105,0.000,0.010,31913,14225,4,0.487,0.092,0.000,7698,0.152,0.166,0.039,158.16,18675,9,3.71,0.972,0.006
310000,787,4.793,0.089,12.62,50169,36744,17,13411,0,430,1603039.1,49794.5,0.004,0.230,0.294,0.202,0.270,2114,63.96,0.61,44.55,9.12,3.30,8.22,0.10,1.57,16.01,3.04,3.30,8.22,0.052,0.129,62,0.389,0.910,0.078,0.000,0.013,33319,14263,3,0.404,0.113,0.005,7718,0.171,0.172,0.043,157.27,19448,8,3.71,0.976,0.000
320000,776,4.735,0.081,12.86,52001,37325,19,14668,0,525,1596904.1,54278.4,0.004,0.219,0.267,0.215,0.295,2027,63.98,0.38,44.46,9.11,3.79,8.80,0.00,0.04,15.73,2.25,3.74,8.66,0.059,0.137,49,0.470,0.889,0.097,0.000,0.014,34764,15439,4,0.323,0.072,0.001,6916,0.140,0.179,0.047,156.42,19785,7,3.70,0.980,0.005
330000,793,4.723,0.082,12.55,53007,38195,13,14782,0,564,1573697.1,54478.6,0.005,0.213,0.248,0.218,0.316,2127,63.95,0.46,45.07,8.30,3.04,7.91,0.00,0.00,15.85,2.41,3.03,7.90,0.047,0.124,64,0.484,0.907,0.079,0.000,0.014,36888,17613,5,0.342,0.000,0.000,6783,0.120,0.170,0.040,154.34,20807,7,3.69,0.982,0.005
340000,809,4.816,0.090,12.52,49237,35826,23,13372,0,445,1601874.4,49560.9,0.003,0.223,0.262,0.214,0.297,2168,63.98,0.22,45.45,8.04,2.65,7.44,0.00,0.00,15.88,2.78,2.64,7.44,0.041,0.116,68,0.420,0.918,0.074,0.000,0.007,32187,14595,3,0.483,0.089,0.000,6295,0.151,0.168,0.044,157.06,18812,8,3.71,0.970,0.006
350000,805,4.807,0.074,12.63,49782,37273,3,12510,0,406,1605559.0,46682.5,0.003,0.221,0.255,0.223,0.298,2199,63.91,0.86,45.08,8.65,3.29,8.27,0.00,0.00,15.54,2.43,3.27,8.21,0.051,0.129,66,0.349,0.902,0.080,0.000,0.019,32059,12775,4,0.471,0.188,0.000,4999,0.145,0.159,0.035,157.62,19176,10,3.73,0.960,0.004
360000,842,4.611,0.073,12.86,50223,37847,5,12333,1,461,1579368.1,45311.8,0.010,0.198,0.221,0.251,0.319,1955,63.96,0.42,45.63,8.24,2.69,7.56,0.00,0.00,15.63,3.00,2.69,7.56,0.042,0.118,57,0.337,0.907,0.076,0.000,0.017,35844,15428,5,0.417,0.000,0.000,3147,0.213,0.157,0.035,155.62,20195,8,3.67,0.974,0.001
370000,812,4.796,0.076,12.58,48984,37674,3,11337,0,378,1613247.1,41932.3,0.012,0.189,0.209,0.253,0.336,2057,63.93,0.91,45.11,8.34,3.09,8.08,0.00,0.00,15.74,1.74,3.05,7.98,0.048,0.126,54,0.320,0.909,0.081,0.000,0.010,34269,13145,5,0.397,0.083,0.000,3404,0.183,0.151,0.031,158.11,20168,8,3.70,0.971,0.005
380000,817,4.680,0.078,12.62,49637,37684,9,11939,0,411,1599963.8,44031.0,0.017,0.179,0.201,0.260,0.344,1941,63.98,0.23,45.01,8.77,3.47,8.41,0.00,0.00,15.50,1.86,3.46,8.40,0.054,0.131,65,0.284,0.892,0.094,0.000,0.013,35250,15727,7,0.319,0.013,0.000,3758,0.179,0.156,0.034,157.66,20023,8,3.69,0.972,0.000
390000,816,4.728,0.097,11.99,49994,37814,5,12176,0,379,1607729.9,45246.3,0.017,0.182,0.209,0.249,0.343,1996,63.97,0.36,45.67,8.07,2.70,7.55,0.00,0.00,15.60,2.27,2.69,7.52,0.042,0.118,71,0.213,0.915,0.067,0.000,0.017,32540,14054,6,0.328,0.227,0.000,6107,0.184,0.169,0.044,158.52,20072,10,3.72,0.963,0.004
400000,819,4.682,0.097,11.34,47937,37091,9,10834,0,384,1583798.8,41108.9,0.012,0.191,0.227,0.245,0.325,2537,63.93,0.77,46.43,7.29,1.96,6.62,0.02,0.45,15.51,2.99,1.93,6.47,0.031,0.103,77,0.330,0.938,0.053,0.000,0.010,30227,14367,8,0.400,0.000,0.001,10092,0.188,0.177,0.048,158.00,17634,14,3.79,0.927,0.005
410000,836,4.625,0.087,11.30,47252,36573,27,10634,1,397,1618533.2,41292.9,0.014,0.199,0.247,0.234,0.306,2805,63.93,0.86,43.52,9.83,2.67,7.37,0.00,0.10,17.75,5.53,2.33,6.49,0.042,0.115,116,0.323,0.915,0.067,0.000,0.018,29777,14196,6,0.376,0.000,0.001,10628,0.158,0.163,0.039,158.94,16489,20,3.88,0.890,0.000
420000,833,4.717,0.094,11.20,48262,37431,33,10801,0,402,1621493.9,41700.1,0.016,0.195,0.244,0.236,0.309,2676,63.86,1.15,45.86,7.44,1.65,6.07,0.01,0.14,16.34,3.90,1.61,5.95,0.026,0.095,85,0.457,0.945,0.044,0.000,0.011,30831,16431,5,0.393,0.000,0.004,13911,0.189,0.168,0.040,159.23,15815,20,3.86,0.895,0.001
430000,887,4.248,0.065,11.00,56848,43673,15,13095,11,508,1597802.8,51661.5,0.016,0.192,0.248,0.232,0.311,2065,62.19,8.22,38.01,9.66,1.31,5.19,0.41,1.99,22.46,6.26,1.01,3.93,0.021,0.082,209,0.078,0.933,0.043,0.000,0.024,34606,17433,5,0.508,0.024,0.048,212892,0.228,0.129,0.020,160.07,20824,29,3.95,0.852,0.003
440000,798,4.839,0.097,10.32,62196,45411,1,16871,2,743,1576310.4,66870.1,0.008,0.190,0.258,0.224,0.320,2089,63.91,1.40,45.77,8.12,2.30,7.05,0.00,0.00,15.84,3.36,2.26,6.96,0.036,0.110,76,0.381,0.917,0.063,0.000,0.020,38686,20440,3,0.653,0.000,0.000,23411,0.234,0.186,0.056,155.15,20956,25,3.96,0.900,0.000
450000,809,4.785,0.086,10.58,53436,41764,7,11654,0,481,1593603.2,43956.4,0.008,0.185,0.241,0.227,0.338,2739,63.95,0.66,44.27,9.03,3.40,8.34,0.06,0.85,16.21,3.18,3.38,8.32,0.053,0.130,76,0.412,0.907,0.085,0.000,0.007,33481,21623,3,0.752,0.000,0.006,8975,0.215,0.172,0.045,157.25,14242,10,3.77,0.960,0.000
460000,775,4.880,0.107,10.42,53553,41315,13,12259,0,405,1582559.9,45961.2,0.009,0.186,0.236,0.230,0.339,2798,63.85,1.53,44.87,9.41,3.58,8.54,0.00,0.00,15.40,2.57,3.57,8.53,0.056,0.133,70,0.252,0.881,0.103,0.000,0.015,34035,22168,3,0.701,0.000,0.000,5633,0.174,0.196,0.063,157.46,15468,10,3.75,0.967,0.001
470000,782,4.928,0.098,10.56,55649,42849,3,12790,0,498,1559513.4,48235.3,0.008,0.196,0.240,0.218,0.339,2632,64.00,0.00,44.54,9.67,4.09,9.01,0.00,0.00,15.37,2.79,4.05,8.96,0.064,0.141,73,0.318,0.882,0.101,0.000,0.017,35024,21386,3,0.720,0.000,0.000,4911,0.166,0.183,0.051,156.18,16924,10,3.77,0.963,0.003
480000,771,4.920,0.110,11.00,56653,44483,1,12179,1,478,1593832.1,46230.9,0.012,0.184,0.228,0.217,0.358,2366,63.97,0.60,44.90,8.90,3.40,8.34,0.01,0.25,15.66,2.41,3.36,8.29,0.053,0.130,70,0.224,0.896,0.093,0.000,0.010,35161,21469,3,0.754,0.000,0.003,6018,0.189,0.191,0.054,157.41,17736,13,3.80,0.939,0.003
490000,817,4.814,0.107,10.86,57016,44449,8,12513,0,353,1606816.9,47279.0,0.016,0.180,0.227,0.214,0.363,2391,63.99,0.21,45.56,7.96,2.60,7.42,0.01,0.38,15.82,2.65,2.59,7.39,0.041,0.116,89,0.282,0.914,0.073,0.000,0.012,35895,19450,4,0.376,0.000,0.001,8935,0.194,0.187,0.053,157.62,17224,13,3.78,0.933,0.004
500000,816,4.792,0.107,10.88,56721,43864,1,12856,1,508,1608792.1,48878.6,0.017,0.175,0.219,0.222,0.366,2523,63.96,0.84,44.77,8.93,3.28,8.27,0.00,0.07,15.91,3.24,3.20,8.08,0.051,0.129,82,0.232,0.902,0.081,0.000,0.017,35322,18344,4,0.408,0.000,0.001,8548,0.170,0.179,0.049,157.88,17855,14,3.80,0.930,0.007
510000,829,4.720,0.106,10.76,56785,43831,0,12941,0,512,1609108.6,48761.9,0.020,0.179,0.219,0.219,0.364,2472,63.87,1.50,45.55,8.29,2.40,7.10,0.01,0.17,15.92,3.29,2.32,6.97,0.037,0.111,107,0.269,0.924,0.059,0.000,0.017,35281,18279,3,0.363,0.396,0.001,11587,0.143,0.177,0.050,157.49,17501,12,3.77,0.943,0.006
520000,824,4.619,0.106,10.78,55628,42842,5,12785,1,476,1601899.8,48870.6,0.020,0.168,0.207,0.234,0.372,2576,63.99,0.22,45.34,8.21,2.73,7.69,0.00,0.03,15.92,2.72,2.57,7.34,0.043,0.120,86,0.197,0.922,0.062,0.000,0.016,34106,16059,4,0.339,0.181,0.001,14267,0.176,0.187,0.054,157.16,18569,16,3.82,0.916,0.007
530000,797,4.765,0.106,10.60,53283,42931,4,10375,0,409,1600212.8,39464.0,0.021,0.161,0.205,0.238,0.376,2583,63.97,0.71,44.35,8.42,2.45,7.29,0.18,1.43,16.99,4.31,2.26,6.69,0.038,0.114,101,0.198,0.918,0.061,0.000,0.020,32611,14757,5,0.340,0.024,0.020,33626,0.243,0.181,0.048,157.73,17397,15,3.80,0.924,0.006
540000,838,4.640,0.102,10.65,56946,44986,10,11909,0,504,1604664.2,46494.2,0.019,0.156,0.202,0.240,0.384,2377,63.91,1.19,43.58,8.72,1.91,6.47,0.00,0.07,18.41,6.19,1.75,6.08,0.030,0.101,153,0.128,0.931,0.045,0.000,0.024,34550,15878,4,0.575,0.000,0.001,99067,0.268,0.174,0.046,158.09,19267,23,3.90,0.889,0.016
550000,845,4.555,0.106,10.86,54943,41863,9,13063,1,585,1594920.2,50041.0,0.019,0.179,0.236,0.219,0.346,2254,63.99,0.15,45.62,7.85,2.51,7.33,0.00,0.00,15.86,2.65,2.51,7.33,0.039,0.115,95,0.243,0.914,0.072,0.000,0.014,33496,15721,5,0.355,0.000,0.000,27080,0.156,0.180,0.048,156.71,19097,16,3.83,0.921,0.002
560000,819,4.619,0.109,10.82,51097,39281,2,11840,0,381,1596422.9,44645.3,0.017,0.178,0.235,0.225,0.345,2449,63.99,0.14,45.83,7.76,2.42,7.22,0.00,0.00,15.74,2.75,2.38,7.09,0.038,0.113,82,0.225,0.917,0.066,0.000,0.017,31434,13648,5,0.314,0.057,0.000,28249,0.149,0.185,0.052,157.05,17617,14,3.77,0.925,0.005
570000,822,4.759,0.100,10.67,50834,39242,10,11579,0,419,1602341.4,43781.8,0.016,0.176,0.229,0.229,0.349,2505,63.99,0.25,46.03,7.67,2.26,7.19,0.01,0.21,15.69,3.16,2.15,6.73,0.035,0.112,88,0.190,0.921,0.061,0.000,0.018,31656,13437,6,0.249,0.000,0.001,20432,0.147,0.172,0.045,157.73,17655,13,3.78,0.933,0.001
580000,807,4.783,0.094,10.72,50438,39372,18,11063,0,348,1613357.9,41611.5,0.016,0.178,0.232,0.230,0.345,2447,63.98,0.43,45.77,8.15,2.39,7.13,0.00,0.00,15.82,3.50,2.32,7.05,0.037,0.111,87,0.201,0.913,0.071,0.000,0.016,31579,12881,6,0.238,0.000,0.000,21726,0.144,0.180,0.046,158.11,17036,13,3.76,0.938,0.002
590000,824,4.733,0.086,10.83,50347,38889,21,11419,1,381,1618067.5,42355.3,0.020,0.172,0.213,0.246,0.349,2564,64.00,0.00,45.75,7.51,2.43,7.22,0.01,0.16,15.82,1.87,2.43,7.22,0.038,0.113,76,0.261,0.925,0.069,0.000,0.006,33410,15005,5,0.288,0.051,0.002,17131,0.125,0.167,0.038,158.31,16863,10,3.71,0.969,0.001
600000,837,4.661,0.104,10.75,50978,39795,22,11148,0,415,1610084.2,41734.1,0.017,0.170,0.219,0.242,0.351,2256,64.00,0.10,45.96,7.33,2.23,6.94,0.00,0.00,15.80,2.16,2.23,6.94,0.035,0.108,91,0.186,0.924,0.066,0.000,0.011,32355,13462,6,0.252,0.000,0.000,20605,0.137,0.182,0.052,158.10,17898,11,3.74,0.958,0.005
610000,812,4.754,0.104,10.60,51495,40102,6,11412,0,423,1609786.5,43330.2,0.016,0.171,0.226,0.233,0.353,2183,63.96,0.71,45.96,7.66,2.10,6.80,0.03,0.75,15.87,3.15,2.02,6.54,0.033,0.106,111,0.233,0.936,0.053,0.000,0.011,31877,13940,5,0.284,0.000,0.005,40545,0.134,0.188,0.054,158.13,17298,14,3.80,0.933,0.002
620000,826,4.627,0.089,10.73,51339,40104,13,11208,0,401,1611489.0,42249.3,0.017,0.170,0.224,0.235,0.354,2658,63.98,0.28,45.66,7.89,2.52,7.40,0.02,0.22,15.79,2.45,2.40,7.10,0.039,0.116,86,0.206,0.921,0.070,0.000,0.008,32356,14430,5,0.252,0.000,0.006,30884,0.152,0.169,0.039,158.32,17160,13,3.77,0.943,0.001
630000,823,4.793,0.090,10.73,50663,39429,21,11216,0,365,1595387.8,42080.1,0.026,0.172,0.211,0.244,0.346,2752,63.95,1.08,45.97,7.71,2.35,7.09,0.01,0.21,15.62,1.89,2.31,7.04,0.037,0.111,87,0.273,0.910,0.070,0.000,0.019,34440,16955,5,0.310,0.000,0.004,24290,0.154,0.183,0.050,156.72,16878,11,3.75,0.961,0.009
640000,777,4.860,0.100,10.81,51762,40012,13,11783,0,466,1592920.2,45240.7,0.024,0.174,0.216,0.238,0.348,2801,63.90,1.03,45.89,7.60,2.32,6.84,0.02,0.19,15.66,2.75,2.29,6.78,0.036,0.107,93,0.196,0.920,0.066,0.000,0.014,33726,16453,5,0.398,0.000,0.018,65851,0.130,0.191,0.057,157.19,17553,15,3.84,0.930,0.003
650000,838,4.612,0.081,10.30,56114,42477,18,13558,0,760,1609342.8,53959.4,0.030,0.179,0.212,0.230,0.349,2541,63.72,1.95,42.33,8.75,1.45,5.69,0.05,0.58,19.89,6.91,1.37,5.52,0.023,0.089,163,0.155,0.957,0.031,0.000,0.012,36542,17486,5,0.341,0.030,0.011,53993,0.128,0.155,0.034,158.28,19179,28,3.98,0.869,0.005
660000,834,4.795,0.091,10.84,55814,42494,13,13311,0,564,1605217.0,50982.1,0.030,0.188,0.245,0.203,0.333,2479,64.00,0.03,45.25,8.23,2.91,7.79,0.01,0.16,15.83,2.54,2.91,7.77,0.046,0.122,90,0.213,0.920,0.071,0.000,0.010,35153,17042,4,0.333,0.034,0.007,39309,0.179,0.165,0.038,157.39,18956,17,3.83,0.922,0.017
