step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
170000,1044,3.862,0.099,10.78,107401,39817,2,65075,2355,1628,1518226.8,110551.5,0.070,0.153,0.185,0.275,0.317,1617,47.79,25.21,29.70,21.16,4.17,8.86,0.26,2.54,13.66,4.61,4.05,8.73,0.072,0.154,137,0.418,0.798,0.174,0.000,0.028,69032,39809,5,0.349,0.000,0.019,175176,0.230,0.206,0.064,150.35,37397,53,1.70,0.672,0.016
180000,798,4.666,0.111,12.15,83465,40217,5,42348,1141,1865,1534742.6,96386.4,0.063,0.161,0.192,0.262,0.322,1764,63.28,4.39,43.01,11.47,2.97,7.72,0.73,4.16,16.56,3.57,2.93,7.65,0.046,0.121,83,0.670,0.904,0.080,0.000,0.016,49402,27672,4,0.693,0.049,0.071,271636,0.201,0.203,0.066,151.09,31567,42,2.28,0.736,0.010
190000,1048,3.890,0.088,10.99,93646,41998,2,48804,2592,663,1561157.2,118167.9,0.042,0.201,0.192,0.245,0.321,1577,46.44,26.78,28.90,21.14,3.93,8.48,0.19,2.15,13.42,6.41,3.75,8.13,0.062,0.134,127,0.410,0.824,0.158,0.000,0.017,54745,31614,6,0.429,0.082,0.021,312073,0.173,0.183,0.054,154.87,33216,50,2.42,0.715,0.016
200000,1071,3.829,0.077,10.67,105974,43843,4,59076,3028,1015,1578208.9,140069.9,0.059,0.195,0.182,0.234,0.331,1511,47.98,25.80,30.18,20.91,3.91,8.67,0.16,1.83,13.73,6.09,3.79,8.41,0.061,0.136,143,0.406,0.839,0.140,0.000,0.021,62461,32117,4,0.337,0.003,0.018,280986,0.168,0.159,0.038,156.32,35730,53,2.37,0.697,0.025
210000,1135,3.800,0.065,10.74,105876,43300,4,58792,3716,762,1607488.5,125476.2,0.067,0.186,0.168,0.249,0.331,1615,46.27,27.01,29.20,21.22,3.52,8.23,0.18,2.10,13.37,6.49,3.38,7.93,0.055,0.129,150,0.347,0.864,0.122,0.000,0.013,65583,35758,5,0.303,0.079,0.023,247995,0.179,0.146,0.028,159.01,34415,60,2.13,0.673,0.023
220000,1011,4.027,0.067,11.22,84834,40076,6,42392,2484,643,1614545.9,104424.5,0.077,0.209,0.193,0.234,0.288,1770,52.22,23.34,34.92,19.41,3.10,7.88,0.15,1.61,14.05,5.10,3.05,7.81,0.049,0.126,128,0.407,0.854,0.131,0.000,0.016,54599,27012,4,0.273,0.141,0.017,149010,0.186,0.146,0.030,159.13,30155,52,2.46,0.713,0.016
230000,1065,3.870,0.072,11.02,93099,41053,5,49452,2535,537,1600201.9,108865.7,0.060,0.176,0.166,0.274,0.324,1672,49.14,25.25,33.16,20.91,2.36,6.95,0.25,2.34,13.37,5.38,2.30,6.84,0.037,0.109,105,0.515,0.869,0.104,0.000,0.027,61467,33056,5,0.325,0.000,0.024,206066,0.172,0.151,0.030,159.56,31727,65,2.20,0.672,0.029
240000,1029,4.049,0.075,10.97,92835,41473,4,49278,2116,539,1603833.6,98070.5,0.069,0.182,0.182,0.270,0.297,1757,51.35,23.34,34.42,19.23,2.92,7.44,0.12,1.37,13.90,5.69,2.89,7.40,0.046,0.117,123,0.493,0.847,0.137,0.000,0.016,57217,31478,5,0.369,0.015,0.016,151979,0.205,0.159,0.034,159.39,31282,58,1.99,0.679,0.012
250000,1073,3.873,0.061,10.53,79917,39935,2,38475,1461,337,1609343.9,82717.7,0.079,0.193,0.190,0.253,0.286,1808,48.37,24.71,31.20,20.19,3.61,8.48,0.13,1.59,13.43,5.44,3.59,8.45,0.057,0.133,113,0.444,0.822,0.157,0.000,0.021,49701,24981,5,0.361,0.000,0.008,170834,0.202,0.147,0.029,158.99,28644,53,2.15,0.697,0.027
260000,1046,3.984,0.064,10.79,77615,40335,17,35785,1505,452,1570013.8,76692.0,0.112,0.211,0.195,0.241,0.240,1674,51.26,24.39,35.14,19.84,2.69,7.40,0.15,1.34,13.29,5.64,2.65,7.37,0.045,0.128,122,0.362,0.843,0.134,0.000,0.023,49783,26118,6,0.376,0.108,0.018,107422,0.206,0.144,0.028,156.11,28707,56,2.14,0.696,0.011
270000,1019,4.006,0.070,11.05,75102,41821,27,31510,1771,487,1601335.6,69201.1,0.109,0.213,0.199,0.263,0.216,1723,53.31,22.26,36.39,18.59,3.04,7.79,0.14,1.72,13.74,4.61,3.04,7.79,0.048,0.125,98,0.464,0.844,0.135,0.000,0.021,47613,20945,8,0.179,0.232,0.010,123576,0.199,0.154,0.033,158.23,27993,58,2.20,0.692,0.007
280000,1032,4.056,0.077,10.98,77716,42007,30,33883,1783,398,1588246.4,74289.2,0.132,0.205,0.193,0.258,0.212,1684,52.60,22.31,35.69,18.96,2.70,7.42,0.18,1.80,14.03,4.81,2.65,7.31,0.042,0.116,136,0.517,0.828,0.152,0.000,0.020,50273,22773,8,0.199,0.051,0.029,139877,0.166,0.160,0.036,157.90,27607,58,2.19,0.692,0.009
290000,1053,3.951,0.067,10.91,82920,40198,18,40330,2353,391,1616831.1,84713.4,0.095,0.214,0.196,0.236,0.258,1812,52.01,23.74,35.81,19.62,2.54,7.26,0.16,1.94,13.50,5.20,2.53,7.26,0.040,0.113,105,0.484,0.861,0.119,0.000,0.020,51229,22534,9,0.203,0.000,0.009,268585,0.162,0.148,0.031,159.54,28382,52,2.10,0.686,0.010
300000,1108,3.850,0.071,10.59,76156,38201,27,35505,2368,382,1615477.0,71902.8,0.114,0.218,0.204,0.224,0.240,1941,49.42,25.02,33.68,20.69,2.45,7.10,0.11,1.57,13.17,5.09,2.45,7.10,0.040,0.118,91,0.500,0.841,0.135,0.000,0.023,46201,19928,8,0.255,0.106,0.008,128493,0.206,0.147,0.030,159.35,26628,48,2.03,0.704,0.008
310000,1074,3.895,0.071,10.93,77833,37860,40,37571,2396,432,1611857.8,76974.2,0.097,0.195,0.183,0.273,0.251,1731,51.37,23.86,34.95,20.03,2.75,7.34,0.18,2.35,13.49,5.16,2.74,7.33,0.043,0.115,117,0.440,0.818,0.159,0.000,0.022,45191,18338,8,0.176,0.145,0.014,92991,0.217,0.149,0.032,159.67,27453,53,2.05,0.685,0.012
320000,1041,3.951,0.073,10.95,77800,38759,15,36154,2905,356,1618934.0,74236.0,0.084,0.199,0.190,0.239,0.288,1835,51.52,23.80,34.83,19.96,2.76,7.59,0.28,2.62,13.65,5.26,2.72,7.51,0.043,0.119,99,0.481,0.860,0.121,0.000,0.019,47418,21654,8,0.228,0.103,0.026,155101,0.212,0.150,0.031,159.87,26727,53,2.05,0.691,0.008
330000,977,4.242,0.065,11.21,78602,39638,22,36615,2391,441,1612833.5,76306.7,0.093,0.219,0.194,0.236,0.258,1676,56.35,18.96,38.53,17.23,3.11,7.89,0.20,1.45,14.51,3.79,3.07,7.81,0.049,0.124,97,0.550,0.807,0.171,0.000,0.023,48595,21153,9,0.229,0.000,0.028,166054,0.217,0.136,0.023,159.24,28329,50,2.08,0.706,0.018
340000,962,4.287,0.062,11.17,61869,36770,8,24146,960,510,1628993.6,63035.7,0.101,0.209,0.199,0.243,0.248,2062,56.97,16.48,37.91,16.59,3.75,8.49,0.15,1.74,15.16,3.19,3.71,8.49,0.066,0.143,93,0.499,0.840,0.138,0.000,0.022,40451,17220,8,0.212,0.025,0.010,266262,0.191,0.138,0.025,160.08,23397,44,2.61,0.753,0.021
350000,1087,3.787,0.057,10.53,71934,36759,14,33690,1346,943,1621275.6,84072.4,0.113,0.224,0.215,0.230,0.219,1845,49.76,24.94,32.76,20.61,3.52,8.46,0.10,1.64,13.39,5.39,3.48,8.43,0.055,0.132,99,0.362,0.855,0.121,0.000,0.025,47459,20741,8,0.252,0.000,0.008,146879,0.229,0.137,0.024,159.92,26412,42,2.50,0.757,0.012
360000,890,4.427,0.069,11.49,75918,37235,45,36835,2000,1229,1622331.4,86445.5,0.107,0.212,0.187,0.284,0.209,1868,61.65,8.80,41.32,12.59,4.39,8.93,0.15,1.65,15.79,1.92,4.35,8.90,0.075,0.145,62,0.476,0.842,0.146,0.000,0.012,50286,22830,8,0.269,0.019,0.013,169740,0.179,0.148,0.029,159.74,26697,50,2.35,0.754,0.016
370000,1149,3.613,0.070,11.69,66667,36366,14,28526,1502,405,1617480.6,71649.0,0.092,0.193,0.182,0.242,0.292,1750,45.51,27.30,28.46,21.37,4.19,9.03,0.19,2.27,12.67,6.18,4.04,8.80,0.067,0.145,120,0.332,0.819,0.153,0.000,0.028,45052,19783,7,0.218,0.126,0.015,293708,0.171,0.157,0.036,160.07,26777,43,2.51,0.750,0.036
380000,1180,3.641,0.058,11.47,101039,39610,34,56913,4451,1259,1625958.9,112395.0,0.097,0.162,0.154,0.264,0.323,1207,45.42,26.84,29.17,21.80,3.45,8.28,0.10,1.60,12.71,5.51,3.13,7.98,0.067,0.156,145,0.265,0.858,0.125,0.000,0.017,70551,33452,6,0.234,0.111,0.007,206964,0.169,0.133,0.023,160.10,40119,52,1.97,0.696,0.019
390000,1401,3.340,0.061,10.88,109091,40664,29,62722,5455,1626,1621431.0,111336.1,0.091,0.155,0.159,0.275,0.320,1204,37.92,29.38,23.94,22.57,3.07,7.85,0.04,0.86,10.88,6.12,2.87,7.67,0.060,0.151,155,0.196,0.872,0.108,0.000,0.019,74797,42322,6,0.441,0.000,0.004,106096,0.196,0.139,0.027,160.10,39766,62,1.78,0.652,0.022
400000,1367,3.296,0.067,11.05,111139,40330,13,66360,4470,2287,1610728.9,120359.8,0.104,0.158,0.170,0.273,0.295,1259,39.02,28.56,23.69,22.47,3.59,8.42,0.03,0.62,11.71,5.98,3.19,7.99,0.072,0.159,180,0.247,0.862,0.116,0.000,0.023,70818,38433,6,0.434,0.004,0.005,110367,0.203,0.149,0.030,159.18,41244,53,1.81,0.683,0.022
410000,1101,3.809,0.065,11.57,105618,39891,45,62156,3792,1897,1616055.0,118542.8,0.099,0.167,0.171,0.270,0.293,1301,49.85,25.00,32.27,20.29,3.99,8.89,0.14,1.86,13.45,5.74,3.85,8.71,0.067,0.152,123,0.326,0.845,0.141,0.000,0.015,69197,37046,6,0.278,0.082,0.015,149758,0.177,0.141,0.025,159.67,38579,61,1.91,0.656,0.021
420000,1329,3.454,0.060,11.15,110338,42219,25,62676,5190,1548,1604347.8,109012.3,0.101,0.161,0.163,0.260,0.314,1203,40.87,28.74,25.86,22.11,3.12,7.97,0.15,1.32,11.73,6.43,2.94,7.66,0.054,0.139,155,0.149,0.831,0.146,0.000,0.023,70198,35321,6,0.327,0.067,0.038,272541,0.184,0.136,0.025,159.47,39936,64,1.74,0.633,0.022
430000,1166,3.740,0.077,11.23,114521,42187,16,66662,5819,1432,1607823.9,123353.2,0.100,0.167,0.177,0.252,0.304,1161,46.91,26.23,30.76,21.70,2.95,7.65,0.14,2.00,13.06,5.52,2.68,7.25,0.056,0.147,168,0.283,0.855,0.117,0.000,0.028,71166,36486,7,0.407,0.083,0.015,189751,0.170,0.156,0.036,159.00,41761,57,1.85,0.645,0.017
440000,1345,3.412,0.065,11.16,109536,41684,11,62259,5403,2434,1611187.8,119442.5,0.098,0.185,0.198,0.228,0.291,1392,39.99,28.84,25.77,22.75,2.33,6.89,0.13,1.54,11.76,6.78,2.06,6.46,0.046,0.136,170,0.173,0.865,0.111,0.000,0.024,66406,31939,7,0.352,0.059,0.015,175133,0.190,0.135,0.025,159.50,39842,59,1.92,0.631,0.019
450000,1136,3.741,0.074,11.50,101627,38431,20,58247,5138,1734,1609886.5,105180.1,0.093,0.190,0.205,0.228,0.284,1380,47.52,26.43,31.78,21.28,2.67,7.40,0.12,1.46,12.94,6.06,2.58,7.24,0.045,0.125,125,0.220,0.836,0.143,0.000,0.021,62391,33044,7,0.291,0.007,0.011,145279,0.188,0.157,0.034,159.68,36920,61,1.81,0.620,0.011
460000,1148,3.653,0.070,11.56,101865,39818,16,56771,5248,1471,1611885.5,105259.8,0.097,0.189,0.189,0.245,0.280,1375,46.82,26.23,29.51,21.22,3.68,8.53,0.11,1.27,13.52,5.85,3.48,8.27,0.061,0.143,153,0.259,0.831,0.148,0.000,0.021,64964,34517,7,0.254,0.277,0.013,125824,0.193,0.142,0.026,159.83,37864,57,1.85,0.629,0.039
470000,1356,3.441,0.073,11.04,122276,43004,6,73226,5832,1810,1610965.2,138366.6,0.086,0.152,0.146,0.284,0.333,1297,39.24,29.22,25.09,22.44,3.00,7.79,0.01,0.29,11.14,6.20,2.90,7.66,0.056,0.148,128,0.276,0.855,0.122,0.000,0.023,77461,40032,5,0.417,0.018,0.004,173059,0.166,0.148,0.031,159.20,44163,60,1.89,0.637,0.015
480000,1109,3.841,0.067,11.62,101092,41105,9,56073,4152,2295,1613931.1,108803.9,0.093,0.166,0.157,0.277,0.307,1391,49.81,24.61,33.11,20.59,3.01,7.66,0.09,1.02,13.61,5.71,2.91,7.56,0.057,0.138,120,0.388,0.872,0.109,0.000,0.019,61588,28483,10,0.256,0.060,0.020,177763,0.192,0.138,0.025,159.54,37347,56,1.94,0.666,0.013
490000,1091,3.923,0.064,11.72,90867,40302,14,47230,3339,1517,1624627.0,101492.8,0.093,0.191,0.175,0.254,0.287,1586,49.43,25.47,34.20,20.76,1.94,6.44,0.23,2.22,13.06,5.68,1.87,6.31,0.034,0.111,133,0.370,0.896,0.086,0.000,0.018,59454,27328,7,0.250,0.109,0.020,277296,0.189,0.143,0.029,160.03,34878,55,2.15,0.693,0.013
500000,1093,3.826,0.062,11.82,72011,38303,18,31609,2079,1092,1607286.1,73252.2,0.115,0.216,0.191,0.232,0.246,1846,50.44,24.32,33.37,20.29,3.31,8.11,0.14,1.10,13.62,5.42,3.22,8.04,0.059,0.146,146,0.206,0.833,0.141,0.000,0.027,46240,20228,8,0.277,0.005,0.026,134938,0.185,0.142,0.027,159.13,28574,48,2.32,0.723,0.011
510000,858,4.565,0.070,12.83,54478,35428,24,18535,726,643,1619892.2,60381.0,0.122,0.220,0.194,0.237,0.226,2158,63.63,4.41,45.20,8.81,2.53,7.27,0.20,2.47,15.69,2.33,2.50,7.20,0.039,0.114,70,0.534,0.893,0.092,0.000,0.015,37873,14955,8,0.456,0.108,0.009,127699,0.198,0.149,0.031,159.84,23105,52,3.26,0.765,0.005
520000,874,4.564,0.055,12.76,50562,34431,24,15785,306,314,1637028.8,56645.5,0.089,0.234,0.200,0.236,0.240,2129,63.72,2.46,45.19,8.41,2.27,7.01,0.34,2.87,15.91,2.20,2.25,6.97,0.036,0.110,88,0.491,0.908,0.078,0.000,0.014,34829,12777,6,0.422,0.027,0.021,196463,0.211,0.129,0.020,160.62,22602,31,3.59,0.818,0.002
530000,1182,3.675,0.049,12.03,63872,35361,44,26989,1170,383,1632471.5,69581.4,0.122,0.204,0.184,0.239,0.251,1838,47.35,25.98,30.61,21.45,3.22,8.12,0.16,1.20,13.36,5.86,3.20,8.12,0.051,0.127,119,0.289,0.863,0.113,0.000,0.025,45974,16598,8,0.343,0.037,0.048,170015,0.185,0.124,0.019,160.58,27982,37,2.58,0.784,0.018
540000,1072,3.939,0.056,12.30,46591,31473,63,14716,449,211,1646905.9,47105.8,0.102,0.198,0.200,0.251,0.249,2397,52.14,23.35,35.83,19.57,2.22,6.93,0.23,1.98,13.86,5.13,2.21,6.92,0.035,0.108,103,0.369,0.882,0.068,0.001,0.049,32682,10175,6,0.323,0.249,0.023,137120,0.199,0.128,0.020,161.31,20126,29,3.20,0.847,0.005
550000,1029,4.093,0.068,12.29,63941,37842,37,24887,1218,343,1615484.4,63418.1,0.117,0.181,0.170,0.236,0.296,1718,53.98,21.51,36.85,18.71,2.72,7.44,0.16,2.27,14.25,4.54,2.72,7.44,0.043,0.118,126,0.292,0.849,0.126,0.000,0.024,42827,15365,9,0.151,0.234,0.013,212087,0.161,0.146,0.029,159.90,27944,54,2.55,0.739,0.005
560000,937,4.310,0.070,12.47,60083,36553,19,22753,850,278,1625296.1,62049.7,0.085,0.190,0.171,0.269,0.285,1940,58.51,17.15,40.94,15.18,2.80,7.53,0.12,1.60,14.65,3.80,2.79,7.52,0.044,0.118,89,0.379,0.890,0.104,0.000,0.006,38171,12871,7,0.232,0.257,0.015,126738,0.160,0.141,0.025,160.49,25384,56,2.73,0.720,0.004
570000,844,4.597,0.070,12.65,57060,35492,38,20694,929,219,1624717.9,55909.0,0.091,0.214,0.196,0.266,0.233,2031,63.68,3.82,45.36,8.37,2.51,7.18,0.21,2.13,15.61,2.23,2.48,7.11,0.039,0.112,77,0.432,0.899,0.091,0.000,0.009,36785,13207,9,0.306,0.000,0.017,94807,0.195,0.141,0.026,160.50,24069,50,2.70,0.746,0.004
580000,991,4.269,0.077,12.39,55961,35489,49,19211,1065,239,1624585.6,55555.6,0.090,0.207,0.183,0.263,0.257,2169,56.33,20.01,39.48,16.84,2.14,6.66,0.15,1.65,14.56,5.23,2.10,6.58,0.034,0.108,128,0.394,0.902,0.085,0.000,0.013,37036,14547,9,0.238,0.112,0.013,162356,0.193,0.148,0.028,160.59,23086,50,2.89,0.750,0.015
590000,998,4.179,0.069,11.98,56430,36161,27,19706,529,521,1626784.0,57214.2,0.087,0.205,0.183,0.268,0.256,2230,55.97,19.33,38.51,17.37,2.70,7.36,0.18,1.88,14.59,4.41,2.63,7.30,0.044,0.118,114,0.366,0.874,0.109,0.000,0.017,36417,14120,9,0.201,0.039,0.018,143860,0.197,0.141,0.024,160.75,22308,50,2.90,0.740,0.009
600000,881,4.489,0.066,12.48,50528,35896,36,14437,276,287,1629942.0,49988.4,0.104,0.225,0.202,0.243,0.225,2196,62.92,7.79,43.76,10.68,3.29,8.23,0.27,2.70,15.60,3.06,3.29,8.23,0.051,0.129,72,0.554,0.891,0.098,0.000,0.011,34445,12762,9,0.271,0.000,0.017,139941,0.179,0.135,0.023,160.47,21221,31,3.46,0.826,0.011
610000,906,4.333,0.064,12.35,56306,35955,41,19477,808,443,1630611.8,55620.6,0.113,0.200,0.183,0.263,0.240,1927,59.87,14.11,41.23,14.28,3.12,7.90,0.11,1.22,15.42,4.05,3.06,7.86,0.050,0.127,105,0.482,0.864,0.125,0.000,0.011,38413,14391,7,0.195,0.119,0.012,166341,0.152,0.139,0.025,160.43,25352,41,2.86,0.764,0.007
620000,926,4.405,0.066,12.63,52909,35707,50,16574,558,579,1624454.2,51318.4,0.106,0.228,0.211,0.246,0.209,2170,60.39,12.76,42.33,13.09,2.61,7.30,0.09,0.94,15.36,3.36,2.60,7.29,0.041,0.114,108,0.455,0.868,0.118,0.000,0.014,35446,10589,7,0.159,0.176,0.012,117368,0.201,0.136,0.023,160.69,23273,34,3.10,0.796,0.009
630000,909,4.373,0.064,12.54,52975,36026,60,16609,297,301,1621097.1,53071.9,0.127,0.210,0.197,0.245,0.220,1950,59.87,13.82,41.54,14.33,2.80,7.56,0.49,3.24,15.04,3.05,2.80,7.56,0.044,0.118,119,0.535,0.851,0.127,0.000,0.022,37174,11392,8,0.211,0.013,0.056,260646,0.180,0.142,0.027,159.92,24268,36,3.20,0.794,0.006
640000,937,4.766,0.059,12.45,49961,36038,113,13506,276,190,1616867.6,44825.7,0.193,0.204,0.190,0.213,0.200,2013,63.06,6.65,45.18,9.85,2.52,7.27,0.06,1.22,15.31,3.06,2.52,7.27,0.039,0.114,95,0.498,0.875,0.095,0.001,0.029,36997,13361,9,0.247,0.030,0.005,119568,0.187,0.139,0.027,159.56,22867,29,3.32,0.830,0.005
650000,946,4.255,0.062,12.56,50061,36047,75,13594,336,254,1628412.5,45209.2,0.138,0.214,0.195,0.225,0.229,1939,57.76,18.07,40.12,15.99,2.91,7.79,0.10,1.56,14.62,4.17,2.90,7.78,0.046,0.124,96,0.534,0.878,0.104,0.000,0.018,35544,12241,8,0.190,0.062,0.007,99614,0.206,0.142,0.027,160.43,21561,34,3.33,0.822,0.002
660000,999,4.112,0.074,13.16,48137,33422,45,14143,474,285,1639659.8,46761.1,0.091,0.215,0.192,0.264,0.238,2181,53.31,20.86,36.06,19.50,1.86,6.36,0.50,2.18,14.89,4.44,1.82,6.30,0.030,0.104,163,0.427,0.910,0.066,0.000,0.024,32007,9449,8,0.425,0.040,0.116,111629,0.170,0.151,0.031,161.03,20911,33,3.31,0.820,0.014
