step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,gain_mean,kills_young_share,meat_majority
130000,832,4.561,0.071,16.71,72251,52466,5,19785,3,1190,1616720.4,72274.3,0.014,0.098,0.162,0.310,0.416,1096,63.66,1.95,39.32,8.53,3.98,8.20,0.36,1.30,20.01,3.58,3.92,8.07,0.062,0.128,133,0.174,0.870,0.118,0.000,0.012,43675,16403,4,0.333,0.028,0.107,576167,0.153,0.138,0.024,161.76,33261,13,3.65,0.944,0.012
140000,808,4.725,0.083,16.14,77898,48819,3,29099,1,1654,1605895.4,114469.2,0.011,0.110,0.180,0.299,0.400,1026,63.76,1.24,42.04,10.05,4.72,9.46,0.17,1.20,16.83,3.34,4.50,8.98,0.074,0.148,105,0.264,0.869,0.121,0.000,0.010,45001,19791,6,0.527,0.026,0.037,436665,0.171,0.158,0.035,159.76,33759,26,3.93,0.901,0.005
150000,809,4.707,0.076,15.88,63010,45943,1,17065,0,734,1620794.4,62907.0,0.011,0.111,0.175,0.312,0.391,1358,63.70,3.14,41.89,9.35,3.92,8.82,0.16,0.86,17.74,3.03,3.71,8.30,0.062,0.138,98,0.305,0.885,0.104,0.001,0.010,38692,20106,4,0.486,0.036,0.054,329663,0.156,0.150,0.030,160.44,26943,13,3.69,0.954,0.009
160000,808,4.720,0.073,15.76,65340,40296,4,25040,1,925,1609842.4,97875.8,0.011,0.106,0.162,0.320,0.401,1314,63.87,0.92,42.09,10.25,5.29,9.89,0.34,1.81,16.16,2.72,5.28,9.87,0.083,0.154,94,0.285,0.865,0.120,0.000,0.015,38935,20763,4,0.684,0.000,0.087,566687,0.143,0.152,0.030,157.74,27340,21,3.91,0.919,0.001
170000,801,4.876,0.074,15.42,57898,39988,11,17906,0,608,1607388.5,64617.4,0.013,0.115,0.182,0.312,0.378,1594,63.91,1.11,42.33,10.99,5.84,10.28,0.12,0.87,15.62,2.66,5.77,10.24,0.092,0.161,64,0.236,0.866,0.119,0.000,0.015,38295,20390,2,0.758,0.000,0.040,224302,0.153,0.157,0.035,157.73,23056,8,3.61,0.977,0.000
180000,794,4.836,0.087,15.68,56905,39433,13,17464,2,609,1612279.8,62242.4,0.011,0.122,0.187,0.309,0.372,1533,63.97,0.43,41.79,11.10,6.51,10.64,0.13,1.36,15.54,2.15,6.51,10.64,0.102,0.166,75,0.268,0.851,0.135,0.000,0.014,36988,18905,2,0.728,0.000,0.037,211626,0.151,0.171,0.042,158.05,22808,5,3.56,0.987,0.001
190000,785,4.860,0.089,15.51,59820,40751,3,19074,1,768,1593899.2,67699.4,0.014,0.108,0.152,0.328,0.398,1578,63.95,0.53,42.40,10.78,5.95,10.36,0.10,0.89,15.51,2.27,5.94,10.34,0.093,0.162,62,0.265,0.845,0.138,0.000,0.018,40092,22512,2,0.753,0.000,0.020,205832,0.143,0.171,0.043,156.23,24794,4,3.55,0.987,0.001
200000,807,4.640,0.086,15.51,57273,39897,2,17352,0,686,1600764.9,62004.3,0.013,0.099,0.150,0.334,0.404,1440,63.95,0.84,44.11,9.60,4.12,9.02,0.11,0.98,15.61,2.55,4.10,8.99,0.064,0.141,72,0.265,0.884,0.105,0.000,0.011,38335,21840,3,0.357,0.139,0.022,190381,0.149,0.168,0.041,156.88,24914,5,3.57,0.982,0.002
210000,832,4.653,0.077,15.51,53009,38478,9,14497,0,544,1614176.9,52471.0,0.011,0.107,0.165,0.330,0.387,1559,63.97,0.38,44.34,9.33,3.74,8.65,0.13,1.01,15.77,3.01,3.72,8.63,0.058,0.135,74,0.248,0.893,0.089,0.000,0.018,35405,17473,3,0.659,0.000,0.036,240536,0.140,0.151,0.031,158.40,22886,7,3.62,0.966,0.000
220000,816,4.863,0.079,15.62,52835,38559,14,14278,0,490,1625216.6,51979.4,0.009,0.122,0.198,0.311,0.360,1499,63.98,0.31,44.34,9.28,4.03,8.94,0.08,0.63,15.54,1.90,4.03,8.94,0.063,0.140,68,0.222,0.892,0.102,0.000,0.006,34663,16020,3,0.468,0.151,0.025,323141,0.144,0.151,0.031,159.65,21963,9,3.64,0.963,0.001
230000,838,4.745,0.083,15.97,52610,38381,7,14197,3,458,1621212.1,52103.3,0.009,0.113,0.191,0.316,0.370,1450,63.94,0.79,45.48,8.48,2.73,7.58,0.37,2.62,15.36,2.77,2.71,7.57,0.043,0.119,91,0.382,0.919,0.067,0.000,0.014,35126,16809,3,0.555,0.135,0.142,496169,0.131,0.154,0.030,159.84,22906,10,3.67,0.957,0.001
240000,808,4.793,0.086,16.03,53505,39495,11,14029,0,411,1623353.1,51373.4,0.010,0.130,0.218,0.292,0.350,1405,63.92,0.92,45.18,8.53,3.02,7.93,0.23,0.70,15.49,2.51,3.02,7.93,0.047,0.124,94,0.420,0.916,0.077,0.000,0.007,35764,19028,3,0.647,0.015,0.177,1347914,0.121,0.160,0.038,160.38,25068,10,3.66,0.955,0.005
250000,838,4.796,0.082,16.14,54964,40124,9,14800,1,550,1619091.5,54081.7,0.010,0.130,0.223,0.296,0.342,1284,63.95,0.60,45.48,8.41,2.71,7.57,0.48,2.03,15.27,2.88,2.67,7.51,0.042,0.119,98,0.402,0.912,0.076,0.000,0.012,36235,19972,3,0.692,0.000,0.235,1944887,0.115,0.145,0.028,160.25,25652,10,3.65,0.952,0.004
260000,807,4.937,0.084,16.00,54960,40292,10,14688,1,555,1626154.4,53659.8,0.011,0.124,0.220,0.296,0.350,1297,63.96,0.50,44.84,8.91,3.07,7.99,0.22,1.09,15.83,3.40,2.98,7.83,0.048,0.125,95,0.499,0.917,0.074,0.000,0.009,36076,19155,3,0.686,0.000,0.126,1784081,0.122,0.159,0.035,160.26,26182,11,3.65,0.948,0.005
270000,823,4.739,0.072,16.07,50195,37623,14,12542,0,403,1630828.0,46038.5,0.012,0.113,0.204,0.312,0.359,1395,63.97,0.41,45.16,8.68,3.06,8.02,0.25,1.33,15.50,2.75,3.00,7.89,0.048,0.125,89,0.509,0.906,0.081,0.000,0.012,34161,14707,3,0.731,0.000,0.120,1130840,0.140,0.146,0.029,160.85,23627,12,3.67,0.949,0.004
280000,822,4.889,0.076,16.00,50658,37770,18,12871,0,456,1626339.4,46863.0,0.013,0.100,0.182,0.330,0.376,1495,63.74,2.08,45.29,8.56,2.22,6.88,0.25,1.16,15.98,3.14,2.17,6.81,0.035,0.108,92,0.465,0.932,0.060,0.000,0.009,35222,15191,3,0.375,0.318,0.111,793528,0.139,0.142,0.027,160.05,22896,10,3.64,0.953,0.002
290000,833,4.722,0.068,16.00,50041,36631,22,13376,1,419,1634824.4,48529.3,0.014,0.098,0.174,0.339,0.376,1479,63.96,0.48,45.46,8.21,2.68,7.51,0.18,1.34,15.64,2.82,2.67,7.50,0.042,0.117,65,0.559,0.916,0.074,0.000,0.010,35769,16202,4,0.581,0.000,0.065,529879,0.148,0.139,0.024,160.23,21519,8,3.63,0.971,0.004
300000,838,4.712,0.066,15.95,51449,37507,53,13884,0,499,1624702.6,50485.5,0.015,0.096,0.164,0.343,0.382,1466,63.80,2.33,44.56,9.26,3.34,8.28,0.16,1.36,15.73,2.53,3.32,8.25,0.052,0.129,65,0.550,0.885,0.092,0.000,0.023,37599,19680,3,0.415,0.261,0.043,359940,0.162,0.142,0.025,159.19,23418,8,3.64,0.972,0.001
310000,820,4.651,0.077,16.07,49374,36136,70,13186,0,406,1632649.4,47923.5,0.012,0.109,0.182,0.330,0.367,1486,63.90,0.94,44.78,8.88,3.27,8.21,0.37,1.36,15.47,3.03,3.27,8.21,0.051,0.128,93,0.433,0.912,0.083,0.000,0.005,34378,14950,4,0.335,0.101,0.141,538071,0.185,0.158,0.034,160.46,22039,9,3.63,0.958,0.000
320000,802,4.812,0.070,16.15,51661,37624,28,14027,0,419,1621720.9,51105.2,0.013,0.099,0.174,0.335,0.379,1378,63.95,0.43,45.38,8.16,2.75,7.65,0.27,1.31,15.56,2.82,2.73,7.60,0.043,0.120,85,0.426,0.913,0.075,0.000,0.012,36998,15199,4,0.511,0.094,0.101,855474,0.190,0.145,0.027,159.63,23668,9,3.64,0.960,0.002
330000,814,4.707,0.071,16.16,51635,37327,24,14272,0,499,1617997.4,51839.7,0.013,0.101,0.173,0.333,0.380,1373,63.93,0.77,45.14,8.72,3.03,7.95,0.34,1.88,15.41,3.03,3.02,7.93,0.047,0.124,81,0.501,0.908,0.085,0.000,0.007,37119,15248,5,0.606,0.000,0.079,700889,0.201,0.150,0.032,159.38,23693,9,3.63,0.961,0.006
340000,830,4.748,0.068,16.05,51304,37150,23,14114,1,442,1607497.5,51445.8,0.014,0.094,0.166,0.340,0.386,1384,63.96,0.42,44.76,8.74,3.38,8.37,0.37,1.57,15.45,2.63,3.33,8.25,0.053,0.131,87,0.387,0.907,0.086,0.000,0.007,37790,16773,5,0.496,0.030,0.111,888935,0.201,0.144,0.028,158.76,23963,10,3.65,0.956,0.006
350000,825,4.684,0.071,16.14,49926,36333,34,13564,0,360,1622175.0,49455.9,0.013,0.101,0.176,0.334,0.376,1384,63.98,0.24,45.61,8.06,2.60,7.42,0.42,1.69,15.35,2.48,2.57,7.38,0.041,0.116,78,0.484,0.924,0.064,0.000,0.012,35522,14309,6,0.575,0.000,0.152,923675,0.197,0.145,0.028,160.20,22742,10,3.65,0.952,0.004
360000,814,4.773,0.073,16.08,49043,35727,53,13274,0,403,1621133.2,48261.1,0.013,0.094,0.161,0.345,0.387,1356,63.97,0.31,44.34,9.23,3.81,8.84,0.37,1.18,15.45,2.27,3.73,8.68,0.060,0.139,71,0.409,0.904,0.088,0.000,0.007,34435,15053,5,0.554,0.000,0.162,1169083,0.197,0.146,0.030,160.17,22423,10,3.64,0.955,0.004
370000,834,4.898,0.075,16.01,50544,36662,19,13843,0,477,1604927.1,50096.4,0.014,0.095,0.162,0.340,0.390,1556,63.89,1.17,45.41,8.26,2.50,7.29,0.70,1.97,15.28,2.58,2.48,7.25,0.039,0.114,76,0.327,0.930,0.064,0.000,0.006,36559,17290,5,0.285,0.094,0.278,1551240,0.193,0.154,0.032,159.33,22998,9,3.62,0.961,0.004
380000,814,4.714,0.072,16.29,51821,38330,8,13502,1,425,1608063.6,51258.5,0.013,0.111,0.172,0.321,0.382,1568,63.94,0.45,43.05,8.62,3.09,8.42,1.02,2.35,16.78,3.55,2.54,6.88,0.048,0.132,165,0.189,0.907,0.071,0.000,0.022,35977,15464,5,0.387,0.286,0.371,2264954,0.195,0.146,0.029,160.41,23599,19,3.80,0.912,0.001
390000,834,4.605,0.065,16.24,60435,44056,8,16351,0,723,1604915.2,64326.2,0.017,0.100,0.159,0.328,0.397,1228,63.63,1.55,42.78,8.49,2.41,7.23,1.13,2.88,17.30,4.15,2.08,6.36,0.038,0.114,180,0.071,0.916,0.070,0.000,0.014,42781,18298,6,0.438,0.014,0.299,2525108,0.165,0.135,0.023,160.01,28479,27,3.93,0.897,0.006
400000,833,4.671,0.076,16.27,59611,38606,12,20994,0,792,1602462.8,86206.7,0.015,0.111,0.165,0.325,0.384,1342,63.89,0.86,45.92,7.71,2.11,6.73,0.54,1.75,15.31,3.11,2.11,6.73,0.033,0.105,92,0.353,0.924,0.059,0.000,0.017,40833,18825,5,0.355,0.071,0.242,1992710,0.183,0.142,0.027,159.58,26442,35,4.11,0.893,0.001
410000,828,4.773,0.079,16.33,50793,37142,32,13623,1,356,1619701.0,49842.4,0.012,0.133,0.203,0.303,0.348,1547,63.86,1.60,45.18,8.68,2.92,7.88,0.40,1.92,15.36,2.96,2.86,7.74,0.046,0.123,104,0.378,0.915,0.071,0.000,0.013,34258,14829,4,0.373,0.186,0.117,1538354,0.188,0.143,0.026,160.45,23166,13,3.66,0.933,0.004
420000,818,4.797,0.082,16.32,50357,37235,23,13108,1,316,1625108.2,47844.6,0.012,0.128,0.206,0.304,0.350,1633,63.93,0.65,45.60,8.15,2.14,6.76,0.53,2.08,15.67,3.28,2.01,6.55,0.034,0.106,102,0.456,0.936,0.051,0.000,0.012,34377,13508,5,0.444,0.112,0.165,1174883,0.212,0.156,0.034,160.68,21893,12,3.65,0.932,0.005
430000,840,4.751,0.076,16.22,49556,36839,29,12665,1,351,1619949.9,46448.0,0.012,0.131,0.200,0.306,0.351,1711,63.92,1.09,45.56,7.96,2.67,7.51,0.43,1.34,15.26,2.24,2.64,7.48,0.042,0.118,81,0.442,0.912,0.074,0.000,0.014,33850,12404,6,0.327,0.000,0.179,1455388,0.217,0.148,0.031,160.59,21763,13,3.67,0.927,0.006
440000,818,4.772,0.079,16.29,49833,37276,16,12563,0,274,1618402.2,46092.3,0.012,0.126,0.200,0.312,0.350,1694,63.97,0.34,45.88,7.68,2.23,6.88,0.47,1.54,15.39,2.83,2.21,6.87,0.035,0.108,79,0.436,0.923,0.065,0.000,0.012,34070,12607,5,0.350,0.000,0.175,1401454,0.210,0.148,0.031,160.53,22779,13,3.67,0.934,0.002
450000,815,4.873,0.071,16.15,48396,35963,27,12409,0,343,1621769.1,45177.1,0.012,0.121,0.186,0.322,0.359,1771,63.95,0.80,45.10,8.50,3.07,7.97,0.52,1.94,15.27,2.42,3.07,7.97,0.048,0.125,72,0.434,0.899,0.088,0.000,0.012,33963,13328,5,0.309,0.017,0.207,1607219,0.208,0.142,0.028,160.53,21960,11,3.64,0.945,0.001
460000,822,4.780,0.073,16.10,47174,34809,79,12279,0,285,1621240.0,44525.7,0.012,0.111,0.176,0.332,0.369,1871,63.97,0.44,45.25,8.02,2.92,7.89,0.49,1.04,15.31,2.09,2.89,7.78,0.046,0.123,66,0.401,0.914,0.078,0.000,0.009,32354,13499,5,0.319,0.040,0.238,1765113,0.202,0.142,0.025,160.89,21052,11,3.63,0.949,0.002
470000,815,4.809,0.082,16.18,48952,36208,28,12723,0,325,1617397.9,46139.3,0.011,0.114,0.178,0.325,0.372,1793,63.96,0.45,45.47,8.11,2.63,7.45,0.54,1.58,15.31,2.57,2.61,7.42,0.041,0.117,83,0.383,0.923,0.066,0.000,0.011,33188,13878,5,0.291,0.032,0.205,1722230,0.196,0.150,0.031,160.47,21304,11,3.63,0.947,0.001
480000,817,4.808,0.082,16.20,50264,37355,12,12895,0,367,1616402.0,47024.4,0.011,0.114,0.178,0.324,0.373,1681,63.96,0.50,45.37,8.05,2.75,7.62,0.57,1.44,15.27,2.61,2.75,7.62,0.043,0.119,84,0.388,0.920,0.075,0.000,0.005,34077,14054,5,0.264,0.000,0.234,1866993,0.199,0.148,0.030,160.38,23350,12,3.65,0.941,0.004
490000,822,4.757,0.078,16.13,49477,36337,11,13124,0,342,1615615.5,47662.4,0.011,0.111,0.179,0.327,0.373,1707,63.96,0.51,45.10,7.98,2.65,7.48,0.67,2.22,15.54,2.59,2.65,7.47,0.041,0.117,82,0.405,0.917,0.071,0.000,0.012,33601,14144,5,0.339,0.000,0.225,1695046,0.205,0.141,0.026,160.59,22873,11,3.63,0.948,0.002
500000,827,4.709,0.072,16.06,49761,36139,57,13560,0,382,1623526.1,49173.3,0.012,0.102,0.171,0.333,0.381,1713,63.97,0.40,45.29,8.21,2.80,7.71,0.43,1.39,15.45,2.74,2.77,7.64,0.044,0.121,81,0.406,0.908,0.079,0.000,0.013,33950,13657,3,0.368,0.310,0.161,1609194,0.202,0.150,0.031,160.66,22918,10,3.63,0.954,0.001
510000,836,4.599,0.056,16.10,50855,36964,53,13829,0,351,1617015.5,50589.2,0.017,0.086,0.163,0.345,0.388,1639,63.97,0.52,45.59,7.80,2.35,7.07,0.36,1.81,15.67,2.79,2.30,6.96,0.037,0.111,92,0.478,0.932,0.060,0.000,0.008,37885,15304,5,0.469,0.000,0.108,1052454,0.218,0.135,0.023,159.39,23305,12,3.66,0.950,0.002
520000,811,4.566,0.049,15.89,52442,37270,94,15102,1,419,1603417.5,54172.3,0.023,0.060,0.127,0.374,0.416,1579,64.00,0.08,44.36,9.32,3.97,8.99,0.20,0.98,15.46,2.42,3.89,8.77,0.062,0.140,74,0.509,0.887,0.100,0.000,0.014,42398,21982,6,0.682,0.000,0.080,774006,0.170,0.132,0.024,157.42,24628,6,3.59,0.981,0.005
530000,811,4.656,0.051,16.05,47694,33913,124,13657,0,453,1631479.9,48885.6,0.020,0.069,0.135,0.376,0.401,1767,63.98,0.27,44.19,9.51,3.98,8.89,0.42,2.49,15.38,2.78,3.95,8.86,0.062,0.139,74,0.465,0.878,0.112,0.000,0.010,36426,17144,6,0.525,0.000,0.142,651121,0.167,0.129,0.023,160.45,21772,6,3.58,0.980,0.002
540000,819,4.756,0.055,16.19,47186,33649,104,13425,0,349,1623705.5,49005.4,0.019,0.078,0.144,0.365,0.394,1759,63.94,0.81,44.93,8.52,3.07,8.03,0.41,1.76,15.53,2.69,3.04,7.96,0.048,0.126,82,0.413,0.897,0.090,0.000,0.012,35782,16210,5,0.338,0.000,0.181,1367281,0.159,0.131,0.022,160.28,22123,11,3.65,0.960,0.004
550000,814,4.794,0.061,16.12,46634,33920,66,12651,2,318,1621901.4,45900.3,0.019,0.088,0.158,0.352,0.382,1727,63.90,0.94,45.01,8.69,2.59,7.27,0.51,2.25,15.79,3.53,2.48,7.04,0.040,0.114,87,0.456,0.903,0.080,0.000,0.017,36141,16286,6,0.425,0.077,0.176,1255044,0.177,0.134,0.024,160.06,21006,10,3.63,0.962,0.004
560000,809,4.738,0.062,16.22,45505,33023,81,12404,2,328,1618730.6,45416.4,0.015,0.098,0.162,0.346,0.380,1802,63.96,0.48,45.05,8.53,3.12,7.99,0.37,1.31,15.43,2.69,3.11,7.98,0.049,0.125,91,0.507,0.902,0.082,0.000,0.016,33494,13549,6,0.431,0.089,0.169,1797495,0.180,0.136,0.023,160.46,20563,12,3.66,0.950,0.002
570000,815,4.774,0.067,16.39,46209,33046,70,13086,1,346,1616195.1,47168.1,0.015,0.095,0.155,0.353,0.383,1627,63.91,1.01,44.64,8.63,3.38,8.44,0.50,1.48,15.39,2.04,3.30,8.22,0.053,0.132,77,0.296,0.896,0.093,0.000,0.011,33485,14923,5,0.266,0.061,0.237,1630789,0.189,0.146,0.028,160.47,21534,9,3.60,0.965,0.004
580000,798,4.879,0.079,16.37,47169,33660,46,13477,3,358,1619922.0,48665.9,0.012,0.109,0.168,0.344,0.368,1729,63.94,0.91,44.91,8.83,3.06,7.97,0.58,2.37,15.39,3.04,3.00,7.86,0.048,0.124,89,0.356,0.910,0.078,0.000,0.013,32487,13331,5,0.249,0.064,0.231,1852814,0.187,0.149,0.029,160.82,21039,9,3.61,0.962,0.000
590000,800,4.860,0.079,16.42,49443,35090,25,14325,1,401,1618990.1,51701.0,0.013,0.107,0.172,0.339,0.369,1647,63.88,1.44,45.04,8.72,2.96,7.86,0.41,1.41,15.46,3.18,2.94,7.82,0.046,0.123,85,0.466,0.902,0.081,0.000,0.016,35248,15550,5,0.385,0.000,0.189,1744412,0.184,0.152,0.033,160.26,22393,9,3.61,0.964,0.004
600000,807,4.707,0.059,16.21,50984,36363,19,14595,0,432,1621875.8,52311.2,0.016,0.089,0.159,0.351,0.385,1597,63.98,0.31,44.54,8.95,3.57,8.52,0.39,1.97,15.48,2.59,3.53,8.46,0.056,0.133,76,0.550,0.884,0.097,0.000,0.020,38130,18399,4,0.425,0.295,0.119,1150748,0.187,0.142,0.029,159.43,23581,7,3.58,0.975,0.006
610000,812,4.785,0.075,16.41,49269,35068,37,14158,1,407,1619155.5,50810.4,0.015,0.092,0.156,0.354,0.383,1819,63.94,0.42,44.58,9.12,3.26,8.15,0.63,2.84,15.48,3.17,3.23,8.13,0.051,0.127,87,0.435,0.903,0.081,0.000,0.016,36139,16527,6,0.261,0.000,0.218,1061494,0.158,0.145,0.028,159.86,23103,8,3.59,0.971,0.002
620000,821,4.720,0.079,16.49,48827,34961,26,13781,50,366,1615190.5,49321.4,0.011,0.124,0.174,0.327,0.363,1765,63.21,6.78,43.93,10.22,3.58,8.49,0.46,1.47,15.24,2.93,3.52,8.40,0.056,0.133,82,0.362,0.905,0.088,0.000,0.007,33276,12897,6,0.276,0.012,0.328,2323274,0.142,0.151,0.031,160.65,22506,12,3.58,0.947,0.009
630000,823,4.837,0.071,16.46,48664,34450,34,14172,6,321,1624350.1,51477.8,0.012,0.127,0.178,0.325,0.359,1931,63.45,4.57,43.71,10.44,3.57,8.51,0.44,1.62,15.73,3.09,3.51,8.40,0.056,0.133,82,0.445,0.891,0.094,0.000,0.016,33079,14046,6,0.349,0.000,0.237,2702727,0.147,0.146,0.030,160.91,21803,11,3.63,0.946,0.006
640000,1038,4.076,0.074,15.47,73850,39204,32,32806,1593,605,1619394.4,77999.0,0.012,0.097,0.145,0.341,0.405,1483,49.28,25.37,33.56,20.71,2.39,7.07,0.51,2.48,12.83,5.60,2.38,7.05,0.038,0.111,158,0.367,0.901,0.081,0.000,0.018,43991,20289,8,0.236,0.000,0.189,1761856,0.137,0.145,0.027,160.48,31681,43,2.38,0.759,0.011
650000,969,4.163,0.069,15.85,58937,38184,15,20217,590,521,1612141.6,59025.7,0.012,0.114,0.162,0.327,0.385,1723,52.81,23.18,36.41,19.04,2.74,7.55,0.43,2.05,13.22,5.54,2.68,7.46,0.047,0.127,116,0.305,0.875,0.104,0.000,0.021,38077,16645,7,0.257,0.000,0.209,1902900,0.143,0.136,0.021,160.71,24944,40,2.92,0.816,0.006
660000,978,4.229,0.064,15.94,69841,39905,30,29190,707,609,1624689.0,69480.4,0.013,0.125,0.172,0.317,0.373,1483,54.17,21.17,36.38,17.88,3.74,8.61,0.52,2.03,13.53,5.23,3.67,8.53,0.060,0.137,136,0.296,0.856,0.124,0.000,0.020,43448,20418,7,0.267,0.000,0.226,2434653,0.146,0.136,0.024,160.84,30048,45,2.38,0.737,0.014
