step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
460000,3599,4.174,0.156,11.29,216621,87858,613,126883,1686,4263,6048292.5,288487.4,0.003,0.239,0.341,0.177,0.239,673,57.84,12.35,34.72,14.37,5.75,8.66,0.07,1.00,17.30,3.60,5.73,8.64,0.105,0.158,379,0.295,0.759,0.228,0.000,0.014,63012,34210,5,0.572,0.080,0.013,512430,0.109,0.130,0.019,655.28
470000,3839,4.049,0.149,11.92,234017,89382,689,141238,2468,3617,6030081.0,280428.7,0.004,0.257,0.283,0.209,0.246,584,55.15,15.61,34.19,14.56,3.51,7.35,0.05,0.82,17.40,4.36,3.42,7.16,0.064,0.134,610,0.137,0.831,0.155,0.000,0.014,71745,36624,6,0.509,0.112,0.011,475429,0.118,0.126,0.016,655.32
480000,3914,4.000,0.148,11.92,315460,86587,709,223637,4452,11424,5991009.5,391860.2,0.005,0.272,0.244,0.205,0.275,472,53.44,17.25,32.69,15.48,3.55,6.99,0.05,0.66,17.14,4.93,3.40,6.77,0.066,0.131,690,0.141,0.719,0.264,0.000,0.016,106026,60780,6,0.308,0.109,0.016,612922,0.114,0.126,0.017,655.32
490000,3802,4.104,0.147,12.77,234767,83047,751,148741,2340,5607,5969998.5,307490.5,0.004,0.276,0.246,0.191,0.282,586,54.64,14.28,32.62,14.05,4.71,7.84,0.06,0.71,17.25,4.40,4.60,7.72,0.087,0.146,769,0.215,0.724,0.259,0.000,0.017,71798,39134,6,0.312,0.097,0.015,433510,0.112,0.124,0.015,655.25
500000,3772,4.093,0.145,12.10,227015,88921,875,134462,2787,4449,6045667.0,267055.8,0.006,0.326,0.189,0.143,0.336,563,56.27,13.81,34.30,13.55,3.69,7.37,0.04,0.46,18.24,4.53,3.64,7.30,0.067,0.135,746,0.165,0.828,0.159,0.000,0.013,67729,34349,5,0.447,0.043,0.018,667426,0.099,0.122,0.014,655.34
510000,3721,4.209,0.155,12.23,227819,82338,635,142645,2252,4133,6067165.0,319629.5,0.003,0.354,0.152,0.116,0.374,561,56.20,14.18,34.48,15.13,4.70,8.13,0.07,0.55,16.95,3.33,4.63,8.05,0.085,0.148,629,0.200,0.787,0.202,0.000,0.011,67071,34960,4,0.453,0.176,0.026,797366,0.098,0.130,0.019,655.32
520000,3742,4.155,0.154,12.22,234993,77824,980,153844,2324,4121,6029243.5,322741.3,0.003,0.268,0.262,0.192,0.276,537,55.30,15.40,33.68,15.46,5.36,8.69,0.02,0.43,16.24,3.59,5.31,8.63,0.095,0.155,494,0.218,0.735,0.249,0.000,0.015,71623,36344,7,0.483,0.077,0.005,608641,0.107,0.128,0.018,655.33
530000,3912,3.956,0.146,13.48,251937,94298,1023,154404,2042,2794,5969191.5,312746.9,0.002,0.334,0.157,0.123,0.384,478,52.99,10.67,32.01,11.72,5.38,8.55,0.07,0.58,15.53,3.01,5.27,8.41,0.098,0.156,675,0.245,0.747,0.237,0.000,0.015,78539,44565,3,0.640,0.034,0.033,722829,0.093,0.122,0.014,655.34
540000,4099,3.755,0.139,13.37,211150,91714,618,117871,760,2759,6044049.0,296828.8,0.001,0.387,0.085,0.079,0.447,562,51.23,14.37,31.76,13.43,3.88,7.48,0.08,0.60,15.51,3.49,3.83,7.44,0.072,0.140,869,0.187,0.777,0.209,0.000,0.014,55713,27124,6,0.581,0.119,0.040,1355970,0.086,0.115,0.009,655.33
550000,3801,4.102,0.148,12.29,222114,87009,815,133555,1033,3401,6054400.5,299069.8,0.003,0.283,0.230,0.163,0.321,541,55.69,13.38,34.67,12.85,3.08,6.70,0.05,0.67,17.89,4.49,2.99,6.53,0.055,0.121,697,0.123,0.797,0.187,0.000,0.016,62638,29608,9,0.245,0.128,0.014,978309,0.084,0.124,0.015,655.34
560000,3655,4.183,0.147,12.81,223073,89265,780,131679,1495,2972,6066936.0,294512.8,0.002,0.332,0.152,0.130,0.385,561,57.78,8.77,35.96,10.84,4.15,7.79,0.05,0.47,17.62,3.41,4.03,7.55,0.074,0.140,680,0.173,0.779,0.209,0.000,0.013,64128,33449,9,0.387,0.017,0.029,1187466,0.085,0.124,0.015,655.33
570000,3972,3.941,0.138,13.52,236713,94000,792,140026,1578,2838,5998780.5,291637.5,0.002,0.331,0.148,0.122,0.397,509,53.16,10.78,33.39,11.22,3.33,6.95,0.13,1.06,16.31,3.01,3.28,6.89,0.061,0.128,729,0.236,0.817,0.166,0.000,0.017,69977,38450,4,0.757,0.013,0.051,1308439,0.088,0.113,0.007,655.34
580000,3666,4.262,0.149,12.72,214554,95590,527,118086,657,2869,6085836.5,303763.2,0.001,0.401,0.081,0.056,0.460,541,57.65,9.19,35.35,11.70,4.92,8.28,0.06,0.51,17.32,3.50,4.82,8.09,0.088,0.148,615,0.209,0.760,0.226,0.000,0.015,54669,27808,6,0.389,0.004,0.035,1465075,0.083,0.124,0.015,655.34
590000,4050,3.871,0.139,13.03,216016,82551,616,131506,959,3357,6166717.5,323928.5,0.001,0.342,0.179,0.125,0.352,566,51.45,14.94,30.07,14.53,5.42,8.48,0.07,0.89,15.89,3.13,5.34,8.40,0.100,0.158,612,0.264,0.741,0.240,0.000,0.018,58226,28894,4,0.509,0.075,0.031,1155627,0.084,0.116,0.009,655.32
600000,3897,3.990,0.138,13.23,229363,86262,672,141499,1083,3983,6068685.0,343049.3,0.002,0.374,0.129,0.088,0.407,494,54.72,9.64,34.26,11.11,3.70,7.25,0.11,0.80,16.65,2.79,3.66,7.22,0.067,0.133,770,0.167,0.792,0.197,0.000,0.012,63267,32417,4,0.639,0.020,0.056,1118516,0.089,0.113,0.008,655.33
610000,3887,4.007,0.143,13.11,209184,89757,866,117702,869,2944,6027718.5,283776.9,0.001,0.382,0.113,0.082,0.422,549,53.87,12.13,33.26,12.49,4.04,7.53,0.08,0.66,16.49,3.66,3.94,7.39,0.074,0.138,886,0.176,0.761,0.225,0.000,0.014,55215,25675,4,0.571,0.038,0.032,1245961,0.088,0.119,0.011,655.35
620000,3748,4.167,0.150,13.17,234818,90242,525,143186,1004,4373,6106360.0,362251.8,0.001,0.425,0.066,0.051,0.457,506,54.53,11.59,31.73,12.85,6.16,8.80,0.11,0.80,16.53,3.26,6.03,8.61,0.111,0.157,669,0.251,0.735,0.249,0.000,0.016,62181,33009,5,0.533,0.017,0.046,1579528,0.085,0.123,0.013,655.34
630000,3846,4.028,0.145,12.81,235998,80645,695,153242,1318,4218,6048425.0,362683.3,0.001,0.381,0.114,0.101,0.402,513,54.74,12.10,33.43,13.02,4.85,8.12,0.05,0.45,16.42,3.13,4.75,7.99,0.088,0.148,547,0.219,0.767,0.214,0.000,0.019,66473,37084,6,0.465,0.042,0.020,1021226,0.092,0.120,0.012,655.33
640000,3677,4.202,0.154,12.48,223826,80756,722,141043,1474,4054,6046765.0,331236.3,0.001,0.375,0.118,0.105,0.401,544,56.45,12.10,32.86,13.65,6.50,9.01,0.03,0.68,17.05,3.48,6.39,8.88,0.117,0.162,551,0.283,0.719,0.265,0.000,0.016,62588,34657,3,0.361,0.033,0.007,666042,0.102,0.131,0.020,655.34
650000,3884,3.954,0.151,11.52,288316,77231,720,206830,3328,5309,6024986.5,427617.8,0.003,0.329,0.171,0.147,0.350,438,52.08,19.48,29.50,17.81,5.72,8.82,0.07,1.07,16.80,4.54,5.49,8.51,0.102,0.158,598,0.197,0.725,0.253,0.000,0.022,92821,53229,4,0.456,0.170,0.012,695489,0.106,0.127,0.017,655.33
660000,3949,3.875,0.145,12.83,304048,82765,856,214827,5535,5275,6018849.0,378404.4,0.002,0.275,0.234,0.191,0.299,484,52.24,17.11,31.18,15.28,4.52,7.81,0.06,0.57,16.47,4.66,4.39,7.62,0.084,0.147,811,0.156,0.724,0.259,0.000,0.016,105338,62726,5,0.350,0.130,0.017,497933,0.110,0.122,0.014,655.32
670000,3912,3.969,0.152,11.76,251428,79848,820,168283,2514,6055,6010502.0,341662.4,0.003,0.319,0.196,0.158,0.325,521,51.73,19.58,29.68,17.07,5.52,8.78,0.06,0.61,16.48,4.66,5.25,8.44,0.099,0.158,670,0.188,0.747,0.234,0.000,0.019,79533,42920,4,0.413,0.169,0.016,411255,0.115,0.129,0.019,655.33
680000,3738,4.092,0.146,12.54,263545,87090,744,173362,2523,4833,6060701.5,329446.4,0.003,0.302,0.224,0.170,0.300,523,56.37,11.31,34.64,12.11,4.21,7.54,0.04,0.37,17.48,3.43,4.15,7.43,0.076,0.137,721,0.169,0.797,0.191,0.000,0.012,88204,50767,5,0.293,0.030,0.017,506905,0.095,0.121,0.013,655.33
690000,3628,4.258,0.151,12.15,234810,80487,735,151706,1992,5752,6060987.0,321867.7,0.002,0.312,0.220,0.156,0.311,574,57.04,11.50,33.92,12.97,5.89,8.73,0.02,0.28,17.21,3.49,5.79,8.60,0.107,0.158,476,0.252,0.716,0.268,0.000,0.016,70546,36886,5,0.409,0.017,0.008,222782,0.106,0.126,0.017,655.33
700000,3615,4.219,0.156,13.01,227393,78274,796,146447,1889,4122,6165269.5,324316.1,0.002,0.355,0.164,0.120,0.359,524,57.45,5.80,33.87,11.49,7.20,8.97,0.01,0.27,16.37,2.38,7.16,8.91,0.131,0.163,575,0.347,0.768,0.225,0.000,0.007,67753,36014,3,0.455,0.099,0.005,184939,0.118,0.129,0.019,655.33
710000,3586,4.172,0.157,11.98,220838,77983,346,141302,1236,4913,6170260.0,365139.2,0.001,0.383,0.164,0.113,0.338,559,57.46,12.61,33.95,14.93,6.59,9.03,0.01,0.24,16.91,3.17,6.56,9.00,0.120,0.164,417,0.337,0.725,0.266,0.000,0.009,59671,30326,4,0.349,0.133,0.005,309737,0.120,0.131,0.020,655.30
720000,3828,4.064,0.147,12.47,228218,84679,762,140604,1931,4041,6046036.0,283844.8,0.002,0.343,0.155,0.135,0.364,554,54.73,14.59,33.51,13.76,4.14,7.62,0.05,0.54,17.02,4.42,4.08,7.52,0.075,0.139,753,0.183,0.776,0.212,0.000,0.012,69356,37759,6,0.316,0.124,0.016,590849,0.092,0.123,0.014,655.34
