step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
170000,3548,4.400,0.164,10.07,272464,71999,1966,195482,3367,4315,6198955.5,401821.6,0.000,0.097,0.273,0.250,0.379,808,58.82,11.72,37.41,15.52,5.60,8.87,0.00,0.04,15.82,2.50,5.38,8.55,0.100,0.157,292,0.187,0.700,0.289,0.000,0.011,73883,31667,7,0.430,0.006,0.001,97804,0.129,0.131,0.019,655.34
180000,3683,4.263,0.161,9.58,270899,69920,2006,195509,3329,4932,6175226.0,399987.8,0.000,0.095,0.271,0.248,0.386,825,56.44,15.61,36.44,16.84,4.35,8.06,0.01,0.43,15.64,3.39,4.11,7.64,0.078,0.144,441,0.128,0.759,0.222,0.000,0.019,73806,32061,6,0.474,0.006,0.002,76310,0.130,0.130,0.018,655.34
190000,3724,4.203,0.161,9.54,289802,71669,1953,212637,3502,5335,6187278.0,425959.0,0.000,0.103,0.274,0.250,0.373,806,56.85,15.38,37.06,16.82,4.11,7.99,0.01,0.33,15.66,3.16,3.95,7.72,0.073,0.140,410,0.108,0.744,0.242,0.000,0.015,79254,35020,6,0.486,0.000,0.001,111710,0.124,0.130,0.019,655.34
200000,3674,4.206,0.165,9.70,279851,71511,1950,203229,3211,5049,6141175.5,412743.8,0.000,0.100,0.281,0.249,0.370,762,55.96,15.73,35.40,17.04,5.07,8.61,0.02,0.55,15.47,3.18,4.81,8.25,0.091,0.153,351,0.158,0.726,0.257,0.000,0.017,75342,31472,6,0.446,0.013,0.002,111310,0.134,0.133,0.022,655.35
210000,3694,4.240,0.162,9.71,273928,71283,1956,197295,3374,4758,6183830.0,400946.9,0.000,0.100,0.277,0.245,0.378,830,55.93,15.78,35.91,17.07,4.35,7.88,0.02,0.52,15.66,3.63,4.03,7.35,0.081,0.147,423,0.170,0.783,0.203,0.000,0.014,74496,32018,6,0.460,0.018,0.002,99530,0.124,0.132,0.020,655.34
220000,3666,4.279,0.165,9.58,285028,72668,1948,206921,3519,5162,6185305.5,411574.5,0.000,0.099,0.282,0.247,0.372,791,57.12,15.44,38.01,16.18,3.84,7.84,0.01,0.15,15.26,3.20,3.63,7.49,0.068,0.137,384,0.106,0.766,0.215,0.000,0.019,80278,34910,6,0.448,0.029,0.002,115978,0.124,0.133,0.022,655.34
230000,3865,4.001,0.161,9.21,266251,71585,2003,189487,2977,5166,6148170.0,390153.4,0.000,0.092,0.285,0.246,0.377,835,52.92,19.62,34.23,18.44,3.76,7.90,0.02,0.41,14.91,3.77,3.55,7.59,0.065,0.137,451,0.092,0.766,0.210,0.000,0.024,72424,29864,5,0.340,0.000,0.004,89281,0.136,0.130,0.019,655.34
240000,3555,4.329,0.167,9.79,269052,71777,2016,192387,3182,4461,6187431.0,384880.1,0.000,0.102,0.282,0.240,0.376,839,59.73,11.76,40.11,14.17,3.86,7.63,0.00,0.16,15.76,3.25,3.54,7.03,0.069,0.136,392,0.116,0.790,0.199,0.000,0.012,73351,30902,5,0.409,0.097,0.001,118473,0.125,0.132,0.021,655.34
250000,3592,4.331,0.158,9.85,270719,73620,1943,192164,2955,5024,6180285.0,386922.1,0.000,0.102,0.283,0.243,0.372,763,58.78,12.74,38.91,15.26,3.97,7.73,0.02,0.62,15.88,3.40,3.69,7.27,0.073,0.142,407,0.130,0.790,0.200,0.000,0.011,73819,30897,5,0.430,0.148,0.004,138510,0.121,0.125,0.014,655.34
260000,3659,4.267,0.164,9.73,268046,72219,2078,190886,2796,5382,6207302.5,392611.8,0.000,0.095,0.287,0.244,0.374,816,56.02,16.08,35.90,17.04,4.50,8.29,0.04,0.92,15.58,3.31,4.31,8.01,0.079,0.145,398,0.116,0.752,0.230,0.000,0.018,71969,29319,5,0.354,0.041,0.005,140955,0.118,0.132,0.021,655.34
270000,3712,4.183,0.161,9.65,271460,70640,2101,195441,3225,4536,6170150.5,389647.9,0.000,0.096,0.289,0.239,0.375,787,55.55,16.73,36.16,17.06,4.01,7.61,0.04,0.43,15.34,3.50,3.79,7.21,0.072,0.136,470,0.102,0.761,0.222,0.000,0.017,75125,31788,5,0.357,0.149,0.018,166305,0.117,0.129,0.018,655.34
280000,3921,4.008,0.153,9.42,290829,71066,2010,214072,3472,4925,6150486.0,438158.8,0.000,0.104,0.287,0.233,0.376,776,54.00,18.10,35.30,17.86,3.43,7.35,0.02,0.48,15.25,3.79,3.17,6.90,0.063,0.135,443,0.117,0.805,0.174,0.000,0.021,78958,32711,5,0.353,0.075,0.003,197100,0.110,0.123,0.013,655.34
290000,3858,4.043,0.157,9.35,280612,71686,2107,203104,3778,4804,6167858.0,410392.4,0.000,0.100,0.295,0.236,0.369,804,53.91,18.48,34.89,18.11,3.88,7.88,0.02,0.48,15.12,3.93,3.30,6.87,0.068,0.139,467,0.093,0.747,0.230,0.000,0.023,75206,30496,6,0.285,0.046,0.003,152419,0.130,0.128,0.017,655.34
300000,3941,3.918,0.157,9.19,276133,71565,2061,199192,3232,4231,6170821.0,400277.8,0.000,0.105,0.291,0.237,0.366,765,52.19,19.93,33.65,18.92,3.47,7.78,0.05,0.61,15.03,4.14,2.97,6.89,0.060,0.135,477,0.105,0.789,0.189,0.000,0.022,73845,29773,6,0.324,0.002,0.010,185623,0.129,0.129,0.018,655.34
310000,3609,4.287,0.158,9.76,272396,71583,2156,195563,3426,4383,6209407.0,393987.0,0.000,0.106,0.293,0.236,0.365,848,58.75,13.36,39.30,15.54,3.53,7.60,0.01,0.28,15.91,2.89,2.99,6.60,0.063,0.134,369,0.175,0.800,0.189,0.000,0.011,71947,29000,7,0.410,0.003,0.001,170732,0.115,0.126,0.016,655.34
320000,3622,4.261,0.164,9.76,280982,72869,2067,202176,3857,4779,6141592.0,405340.7,0.000,0.112,0.288,0.227,0.372,803,56.96,15.38,36.58,16.85,4.76,8.68,0.01,0.14,15.62,3.51,4.10,7.69,0.083,0.151,365,0.147,0.745,0.240,0.000,0.015,74999,30654,7,0.301,0.037,0.003,159964,0.114,0.133,0.022,655.34
330000,3595,4.398,0.161,9.76,276400,72641,2111,198261,3414,4535,6158479.0,401553.8,0.000,0.116,0.294,0.232,0.358,785,58.56,13.58,38.46,15.81,4.29,8.35,0.02,0.43,15.79,3.31,3.73,7.45,0.074,0.144,380,0.108,0.750,0.239,0.000,0.011,75878,31019,8,0.262,0.053,0.004,187941,0.097,0.126,0.016,655.34
340000,3591,4.344,0.163,9.64,276730,71966,2132,199137,3499,4662,6159801.0,408338.2,0.000,0.125,0.296,0.230,0.348,795,58.25,14.27,38.98,15.68,3.61,7.80,0.02,0.47,15.65,3.22,3.13,6.97,0.062,0.134,360,0.119,0.790,0.197,0.000,0.013,73744,29182,8,0.286,0.006,0.003,163745,0.115,0.130,0.019,655.34
350000,3681,4.278,0.161,9.57,296031,72988,2061,217104,3788,5201,6159484.5,435266.8,0.000,0.133,0.288,0.226,0.353,714,56.86,15.84,37.05,16.81,4.20,8.14,0.03,0.79,15.59,3.59,3.61,7.13,0.073,0.142,435,0.095,0.756,0.228,0.000,0.016,81160,34328,8,0.257,0.026,0.003,189568,0.109,0.130,0.019,655.34
360000,3714,4.280,0.160,9.50,286803,72226,2083,209294,3167,5489,6162600.5,420933.8,0.000,0.124,0.299,0.232,0.345,794,55.90,16.82,36.32,17.29,4.08,8.23,0.02,0.56,15.48,3.61,3.57,7.44,0.070,0.142,420,0.086,0.770,0.214,0.000,0.016,78377,32227,9,0.169,0.116,0.004,187597,0.126,0.128,0.017,655.35
370000,3831,4.066,0.159,9.35,287296,73698,2135,207673,3673,5007,6167291.0,417961.8,0.000,0.131,0.302,0.226,0.341,817,53.86,18.38,34.76,17.97,3.91,8.00,0.05,0.83,15.15,3.81,3.41,7.11,0.068,0.138,470,0.093,0.751,0.226,0.000,0.023,77640,32003,10,0.201,0.028,0.007,228827,0.110,0.128,0.017,655.35
380000,3768,4.159,0.155,9.55,287292,73880,2224,207761,3490,5147,6176274.0,422554.9,0.000,0.139,0.296,0.223,0.341,763,55.43,17.28,36.56,17.24,3.57,7.70,0.05,0.86,15.25,3.50,3.15,6.96,0.061,0.133,458,0.123,0.765,0.217,0.000,0.019,80872,34616,9,0.295,0.001,0.008,257007,0.113,0.123,0.012,655.35
390000,3753,4.154,0.159,9.42,278268,75769,2125,196878,3511,4626,6197406.5,403546.4,0.001,0.139,0.298,0.232,0.331,789,54.57,18.48,35.95,17.88,3.45,7.53,0.08,1.15,15.09,3.93,2.94,6.57,0.060,0.132,445,0.136,0.775,0.206,0.000,0.019,77151,31631,9,0.221,0.144,0.018,243617,0.110,0.126,0.015,655.35
400000,3871,4.126,0.157,9.31,284045,75346,2252,203072,3257,4759,6201135.0,403252.9,0.000,0.139,0.301,0.228,0.331,760,53.36,19.22,34.61,18.40,3.73,7.71,0.11,1.32,14.91,3.96,3.25,6.88,0.066,0.136,475,0.165,0.768,0.210,0.000,0.022,77980,32597,9,0.320,0.000,0.012,369314,0.109,0.128,0.018,655.35
410000,3860,4.089,0.157,9.37,295111,73941,2213,215875,3093,4628,6172022.5,422042.3,0.000,0.142,0.297,0.223,0.338,797,54.60,18.34,35.78,17.94,3.58,7.89,0.04,0.65,15.20,3.76,3.08,6.97,0.062,0.137,456,0.178,0.789,0.191,0.000,0.020,80164,34884,7,0.250,0.224,0.005,268145,0.156,0.127,0.017,655.35
420000,3867,4.114,0.158,9.40,294956,74442,2202,214847,3458,4969,6156527.5,420900.3,0.001,0.147,0.295,0.225,0.333,784,52.95,20.24,33.95,18.32,4.05,7.96,0.08,0.99,14.88,3.99,3.85,7.64,0.067,0.133,482,0.160,0.737,0.237,0.000,0.026,81305,34952,7,0.228,0.191,0.009,224954,0.149,0.127,0.017,655.35
430000,4026,3.963,0.151,9.09,310984,73348,2059,231455,3963,4727,6143208.0,455242.8,0.001,0.148,0.292,0.226,0.334,780,51.86,20.01,33.68,18.60,3.35,7.49,0.05,0.67,14.77,3.89,2.97,6.73,0.058,0.130,525,0.135,0.788,0.193,0.000,0.019,85103,36417,9,0.312,0.000,0.011,236276,0.143,0.123,0.014,655.35
440000,3814,4.142,0.156,9.49,291958,74016,2108,212903,3143,5085,6141170.0,420023.8,0.001,0.138,0.297,0.225,0.339,799,55.69,17.45,37.36,17.24,3.16,7.35,0.06,0.77,15.11,3.40,2.78,6.59,0.055,0.128,444,0.189,0.777,0.202,0.000,0.021,84110,37281,8,0.347,0.101,0.015,477047,0.105,0.124,0.015,655.35
450000,3918,4.031,0.151,9.37,290867,74971,2123,210645,3024,5476,6148725.0,423594.9,0.001,0.139,0.291,0.224,0.345,718,52.57,18.60,32.83,18.43,4.30,8.39,0.14,1.49,15.31,3.64,3.70,7.56,0.078,0.146,553,0.141,0.762,0.215,0.000,0.023,89949,43260,8,0.246,0.128,0.023,361641,0.103,0.122,0.013,655.35
460000,3825,4.074,0.162,9.49,285197,75908,2100,204646,2636,5065,6154566.0,416704.5,0.001,0.140,0.291,0.230,0.338,780,53.26,19.04,33.50,18.54,4.59,8.72,0.04,0.65,15.13,4.05,3.97,7.61,0.080,0.152,464,0.153,0.737,0.241,0.000,0.022,84712,38506,8,0.281,0.126,0.007,653970,0.094,0.131,0.020,655.34
470000,3907,4.019,0.153,9.48,292802,75629,1933,211740,3418,4355,6155477.5,436161.8,0.001,0.132,0.287,0.231,0.348,756,53.61,18.71,34.65,18.32,3.73,7.91,0.06,0.80,15.16,3.85,3.24,6.93,0.066,0.140,514,0.186,0.792,0.188,0.000,0.020,86295,38758,8,0.327,0.006,0.011,641917,0.098,0.125,0.016,655.34
480000,3712,4.215,0.161,9.45,286225,74401,2007,206030,3982,5587,6126785.5,419982.8,0.001,0.129,0.290,0.230,0.351,778,55.88,16.71,36.48,17.19,3.97,8.14,0.03,0.82,15.39,3.69,3.54,7.38,0.069,0.142,447,0.197,0.767,0.213,0.000,0.020,85371,39775,8,0.226,0.069,0.003,253491,0.118,0.128,0.017,655.34
490000,3813,4.088,0.163,9.25,271476,73859,2124,191925,3467,4773,6141268.5,396294.7,0.001,0.128,0.299,0.231,0.341,806,54.58,17.68,35.85,17.50,3.20,7.43,0.08,0.95,15.44,3.61,2.86,6.73,0.054,0.127,535,0.201,0.805,0.176,0.000,0.019,81396,36628,8,0.252,0.017,0.011,271268,0.119,0.133,0.022,655.35
500000,3752,4.134,0.161,9.49,286249,79400,1976,201602,3332,4842,6127329.5,408202.3,0.002,0.145,0.291,0.227,0.335,704,55.45,16.97,35.97,17.32,3.98,8.08,0.09,1.22,15.41,3.82,3.48,7.15,0.069,0.141,463,0.218,0.761,0.220,0.000,0.018,91369,45876,9,0.266,0.097,0.013,550382,0.123,0.129,0.017,655.34
510000,3788,4.074,0.159,9.38,292876,78405,1955,208547,3933,4960,6092662.0,428879.5,0.003,0.146,0.287,0.228,0.336,742,54.72,17.49,35.56,17.73,3.68,7.96,0.05,0.89,15.42,3.56,3.23,7.04,0.063,0.137,460,0.223,0.777,0.204,0.000,0.020,92264,45443,8,0.265,0.003,0.009,309159,0.128,0.129,0.019,655.34
520000,3674,4.248,0.160,9.62,287146,78749,1960,202524,4027,4780,6103024.0,412935.3,0.002,0.138,0.300,0.233,0.326,741,56.99,15.28,37.70,16.54,3.63,7.75,0.09,0.82,15.57,3.33,3.19,6.91,0.064,0.137,448,0.256,0.776,0.207,0.000,0.017,88094,41930,9,0.323,0.065,0.016,375461,0.119,0.127,0.016,655.34
530000,3723,4.323,0.161,9.73,290271,76404,2073,207816,3929,5724,6166061.0,423829.3,0.001,0.147,0.299,0.226,0.327,767,56.29,16.30,36.72,16.90,4.17,8.22,0.05,0.87,15.35,3.54,3.63,7.21,0.074,0.146,425,0.269,0.761,0.223,0.000,0.015,87138,41205,10,0.342,0.007,0.008,306582,0.132,0.129,0.018,655.34
540000,3828,4.091,0.161,9.52,306923,79264,1952,222577,3025,7282,6129659.5,461253.3,0.002,0.171,0.286,0.220,0.322,705,53.52,19.08,34.68,18.03,3.52,7.38,0.10,1.26,15.22,4.21,3.28,7.00,0.063,0.131,545,0.240,0.760,0.213,0.000,0.028,96411,47665,10,0.299,0.008,0.012,431889,0.128,0.129,0.019,655.34
550000,3853,4.063,0.158,9.48,310739,78392,1835,226801,3686,6196,6158438.0,477069.0,0.001,0.187,0.271,0.219,0.322,648,53.08,18.39,33.35,18.11,3.88,7.60,0.08,1.04,15.78,4.19,3.73,7.34,0.066,0.129,541,0.221,0.752,0.222,0.000,0.026,96843,48906,7,0.258,0.032,0.016,300763,0.129,0.129,0.018,655.34
560000,3778,4.210,0.162,9.54,299950,79774,1862,215387,3002,6708,6149344.0,454114.4,0.001,0.179,0.277,0.220,0.322,701,55.10,17.52,34.98,17.54,4.42,8.47,0.10,1.28,15.60,4.09,4.25,8.20,0.073,0.140,443,0.230,0.740,0.236,0.000,0.023,95661,48281,7,0.273,0.048,0.014,351252,0.115,0.130,0.019,655.34
570000,3686,4.283,0.163,9.62,291889,80186,1935,207325,2535,6620,6217121.0,433891.6,0.001,0.180,0.271,0.221,0.327,732,56.32,16.72,36.91,17.11,3.57,7.38,0.07,0.84,15.78,4.17,3.42,7.14,0.062,0.128,375,0.285,0.793,0.190,0.000,0.017,91722,47666,7,0.369,0.059,0.012,478579,0.128,0.132,0.021,655.34
580000,3602,4.265,0.168,9.83,301060,79651,1875,216990,2628,7066,6144807.0,455550.0,0.001,0.177,0.278,0.225,0.318,720,57.43,14.70,36.57,16.81,4.52,8.06,0.04,0.55,16.28,4.36,4.32,7.79,0.080,0.143,442,0.235,0.755,0.227,0.000,0.018,91743,45702,7,0.331,0.144,0.010,492124,0.137,0.135,0.023,655.34
590000,3726,4.260,0.159,9.44,304744,82083,1912,217105,3520,7864,6141896.0,447473.2,0.001,0.177,0.277,0.227,0.318,730,57.04,15.76,37.96,16.51,3.22,6.98,0.05,1.00,15.81,4.39,2.98,6.68,0.057,0.122,382,0.291,0.798,0.183,0.000,0.019,94947,49980,8,0.366,0.003,0.006,309577,0.130,0.126,0.015,655.34
600000,3743,4.252,0.163,9.41,309162,81653,2010,222013,3469,9000,6082003.5,456292.7,0.001,0.167,0.284,0.226,0.322,691,54.94,17.79,36.06,17.29,3.73,7.57,0.07,0.93,15.09,4.10,3.44,7.15,0.066,0.132,465,0.249,0.752,0.226,0.000,0.022,98094,52232,9,0.306,0.124,0.010,367050,0.119,0.131,0.021,655.35
610000,3728,4.233,0.164,9.47,299504,81425,1992,213593,2509,9032,6165509.0,442723.0,0.001,0.170,0.280,0.222,0.327,720,55.59,17.52,36.27,17.06,3.50,7.37,0.06,0.96,15.75,5.09,3.23,6.87,0.059,0.122,555,0.253,0.783,0.190,0.000,0.026,93881,49256,7,0.369,0.136,0.010,339222,0.117,0.133,0.022,655.34
620000,3863,4.010,0.155,9.20,320869,82312,1869,234123,2430,7442,6154899.5,481552.8,0.001,0.178,0.278,0.225,0.318,713,52.75,19.22,33.43,18.50,3.89,7.93,0.08,1.20,15.35,4.32,3.64,7.58,0.066,0.133,459,0.216,0.752,0.224,0.000,0.024,101256,53194,8,0.280,0.004,0.010,396281,0.112,0.125,0.014,655.34
630000,3857,4.099,0.156,9.15,320006,81786,1947,233450,2829,7341,6109113.5,484233.2,0.001,0.193,0.285,0.226,0.294,719,54.13,18.80,35.26,17.82,3.61,7.67,0.04,0.83,15.22,4.45,3.35,7.29,0.061,0.128,462,0.250,0.774,0.205,0.000,0.020,101814,51920,7,0.330,0.000,0.004,394366,0.106,0.125,0.015,655.35
640000,3836,4.053,0.158,9.22,333974,81875,1976,247709,2435,6628,6094766.0,502467.3,0.002,0.219,0.280,0.220,0.279,725,53.56,18.95,34.70,18.04,3.73,7.86,0.05,0.85,15.08,4.09,3.41,7.34,0.064,0.137,449,0.284,0.776,0.204,0.000,0.020,105962,52815,6,0.339,0.002,0.008,374050,0.108,0.127,0.016,655.35
650000,3761,4.219,0.162,9.50,319886,81610,1941,234325,2085,6462,6150965.0,483121.6,0.001,0.216,0.284,0.222,0.277,697,54.64,17.50,35.38,17.65,3.61,7.71,0.05,0.68,15.59,4.03,3.26,7.06,0.063,0.135,495,0.314,0.781,0.196,0.000,0.023,96914,46423,6,0.376,0.003,0.009,343693,0.106,0.130,0.019,655.35
660000,3860,4.082,0.153,9.32,302943,78872,1979,219157,2836,6430,6128522.5,462528.1,0.001,0.185,0.301,0.227,0.286,754,54.86,17.29,36.96,17.09,2.65,6.58,0.06,1.00,15.19,3.36,2.49,6.24,0.047,0.117,403,0.386,0.818,0.161,0.000,0.021,87029,38532,7,0.455,0.000,0.006,334154,0.107,0.122,0.012,655.34
670000,3848,4.056,0.158,9.52,303776,79459,1980,219252,3097,5851,6140525.0,455898.0,0.001,0.194,0.301,0.229,0.275,751,53.99,18.10,35.45,17.87,3.33,7.19,0.09,1.31,15.13,3.75,3.11,6.80,0.061,0.134,494,0.361,0.787,0.188,0.000,0.024,86970,37537,7,0.455,0.016,0.008,288834,0.115,0.126,0.015,655.35
680000,3595,4.207,0.149,9.83,199083,85878,1868,110469,1121,4883,6176824.5,256100.6,0.000,0.035,0.395,0.260,0.310,920,58.59,12.45,36.89,10.91,3.24,6.25,0.00,0.05,18.47,4.24,3.08,5.89,0.053,0.106,809,0.061,0.788,0.199,0.000,0.013,51173,15572,4,0.730,0.213,0.001,71690,0.115,0.118,0.010,655.36
690000,3620,4.278,0.149,9.91,268481,90045,1276,175961,1174,7888,6153788.0,382126.8,0.000,0.001,0.414,0.221,0.364,675,57.39,15.31,35.38,14.07,4.28,8.24,0.01,0.23,17.72,3.63,3.99,7.82,0.069,0.131,560,0.191,0.706,0.278,0.000,0.015,71626,26315,12,0.490,0.236,0.002,32785,0.130,0.119,0.010,655.36
700000,3957,3.938,0.143,9.55,284757,90536,1613,191653,618,5606,6133317.0,392112.1,0.000,0.000,0.402,0.211,0.387,668,52.81,19.28,31.79,16.07,3.98,7.96,0.00,0.10,17.04,4.46,3.75,7.59,0.064,0.127,648,0.226,0.717,0.257,0.000,0.026,73095,30218,10,0.413,0.323,0.001,36864,0.136,0.116,0.009,655.36
710000,3767,4.092,0.152,9.08,301795,94896,1321,204796,972,6712,6085880.5,408697.1,0.001,0.000,0.380,0.214,0.405,729,54.66,17.53,33.20,14.69,4.61,8.47,0.01,0.22,16.85,4.40,4.35,7.99,0.073,0.136,509,0.240,0.708,0.271,0.000,0.022,87689,46104,7,0.409,0.136,0.001,57308,0.136,0.121,0.013,655.36
720000,3945,3.927,0.150,8.89,316320,97721,1178,215877,1366,7670,6101664.5,443269.2,0.001,0.000,0.367,0.215,0.417,766,51.80,19.97,31.25,16.18,4.08,8.09,0.01,0.31,16.45,4.87,3.81,7.65,0.067,0.135,571,0.245,0.730,0.246,0.000,0.024,97200,56065,10,0.432,0.009,0.001,68193,0.144,0.121,0.012,655.36
