step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
220000,3692,4.317,0.065,12.68,249114,146159,264,97788,4899,1675,6039244.5,216016.7,0.002,0.285,0.263,0.225,0.226,516,57.17,18.57,38.85,15.48,2.17,6.55,0.01,0.24,16.15,4.55,2.14,6.50,0.034,0.103,387,0.185,0.883,0.104,0.000,0.012,144258,50047,15,0.119,0.001,0.002,105405,0.153,0.132,0.020,645.61
230000,3672,4.402,0.062,12.53,244980,146324,264,93938,4474,1699,6029056.0,209579.7,0.002,0.291,0.265,0.219,0.224,515,57.11,18.84,38.97,15.56,1.90,6.27,0.02,0.63,16.21,4.85,1.83,6.00,0.030,0.098,367,0.244,0.888,0.096,0.000,0.016,143117,48269,15,0.132,0.000,0.003,102342,0.151,0.130,0.020,645.32
240000,3447,4.565,0.060,13.02,234769,143791,327,86810,4066,1520,6072899.5,196588.2,0.002,0.295,0.269,0.213,0.220,535,61.22,12.34,42.26,11.39,1.82,6.09,0.01,0.38,17.13,4.07,1.79,5.99,0.028,0.095,343,0.218,0.905,0.082,0.000,0.013,139773,44724,16,0.129,0.089,0.003,93771,0.146,0.125,0.017,645.67
250000,3752,4.284,0.060,12.64,242027,143910,390,92010,5412,1854,6052113.5,206096.6,0.002,0.288,0.268,0.218,0.223,488,56.22,19.80,38.05,16.38,2.20,6.66,0.02,0.41,15.95,4.96,2.19,6.63,0.035,0.104,349,0.173,0.888,0.098,0.000,0.014,143100,47917,17,0.132,0.026,0.003,93632,0.151,0.128,0.019,645.37
260000,3523,4.500,0.058,12.75,234560,143560,455,86966,3808,1584,6065161.5,204036.7,0.003,0.301,0.280,0.206,0.212,511,59.50,15.70,40.64,13.42,2.22,6.63,0.01,0.28,16.63,4.35,2.21,6.61,0.035,0.104,303,0.206,0.879,0.108,0.000,0.012,144094,53191,18,0.181,0.035,0.003,83632,0.155,0.129,0.020,643.75
270000,3673,4.381,0.057,12.55,230816,145268,455,81416,3527,1510,6042779.0,191241.0,0.003,0.307,0.274,0.205,0.211,529,57.15,17.02,38.18,15.11,1.98,6.27,0.01,0.26,16.99,5.52,1.93,6.12,0.032,0.099,454,0.205,0.892,0.091,0.000,0.017,142011,51476,15,0.160,0.090,0.004,113308,0.169,0.125,0.018,645.40
280000,3544,4.461,0.061,12.91,230042,146844,462,79705,3160,1504,6073548.5,192891.7,0.004,0.302,0.273,0.205,0.217,534,59.30,15.61,40.20,13.41,2.21,6.54,0.01,0.32,16.87,4.60,2.18,6.46,0.035,0.102,387,0.160,0.889,0.095,0.000,0.016,138069,48377,15,0.146,0.110,0.003,276714,0.243,0.129,0.019,644.20
290000,3687,4.413,0.065,12.59,261351,155563,312,101233,4100,1835,6060272.0,224632.5,0.007,0.307,0.270,0.205,0.211,472,56.92,18.18,37.37,15.03,2.49,6.71,0.01,0.30,17.05,5.51,2.43,6.56,0.040,0.107,532,0.154,0.876,0.108,0.000,0.016,151060,56760,15,0.130,0.171,0.003,206630,0.169,0.134,0.022,644.54
300000,3736,4.299,0.062,12.49,260188,150632,256,104930,4321,1971,6081328.0,234988.0,0.011,0.300,0.267,0.209,0.213,462,56.21,19.72,37.78,16.32,2.20,6.58,0.02,0.36,16.21,5.28,2.17,6.50,0.035,0.103,413,0.147,0.884,0.102,0.000,0.014,148915,55097,16,0.132,0.040,0.004,143840,0.163,0.132,0.021,643.83
310000,3831,4.252,0.061,12.29,257483,149200,360,103025,4803,1652,6067746.5,220045.5,0.005,0.293,0.269,0.218,0.215,485,54.62,21.62,36.85,17.30,2.08,6.50,0.03,0.62,15.65,5.84,2.06,6.43,0.033,0.102,385,0.195,0.891,0.092,0.000,0.017,151800,58848,13,0.157,0.105,0.004,134245,0.154,0.131,0.021,644.64
320000,4052,4.067,0.058,12.09,275248,152454,291,116214,6068,1521,6025519.0,231882.6,0.018,0.285,0.267,0.218,0.211,480,52.22,23.54,34.98,18.70,2.13,6.62,0.06,0.83,15.05,5.90,2.06,6.42,0.033,0.104,441,0.147,0.898,0.090,0.000,0.012,160092,59764,18,0.155,0.058,0.009,255903,0.146,0.130,0.019,642.65
330000,3706,4.376,0.064,12.45,285414,156084,296,123771,5609,1765,6030226.5,245343.4,0.014,0.288,0.260,0.221,0.218,476,56.87,18.43,37.87,15.47,2.20,6.53,0.03,0.60,16.78,5.69,2.15,6.41,0.035,0.104,501,0.126,0.886,0.101,0.000,0.013,163732,61021,16,0.101,0.044,0.005,260358,0.168,0.135,0.022,643.88
340000,3638,4.397,0.064,12.38,289194,154654,255,128838,5515,1998,6076535.0,274944.1,0.020,0.294,0.270,0.212,0.204,466,57.58,18.27,38.56,15.44,2.90,7.54,0.03,0.58,16.08,4.86,2.84,7.40,0.045,0.118,429,0.123,0.874,0.111,0.000,0.015,162542,62291,18,0.159,0.078,0.007,173415,0.159,0.135,0.021,640.21
350000,3820,4.327,0.065,12.20,276632,158561,256,112213,5420,1605,6044576.5,226447.4,0.012,0.289,0.254,0.227,0.218,456,55.27,20.97,36.83,16.71,2.41,6.90,0.05,0.72,15.97,5.87,2.35,6.74,0.038,0.109,431,0.120,0.866,0.116,0.000,0.017,153895,60880,15,0.150,0.040,0.010,237051,0.151,0.133,0.022,643.69
360000,3796,4.292,0.064,12.18,267363,153907,296,107650,5534,1668,6048206.0,226344.3,0.008,0.291,0.257,0.224,0.219,495,54.75,21.36,36.68,17.24,2.18,6.54,0.02,0.45,15.87,5.71,2.12,6.41,0.034,0.103,443,0.193,0.881,0.104,0.000,0.014,148033,58353,18,0.155,0.024,0.005,210410,0.147,0.133,0.022,642.51
370000,3752,4.355,0.062,12.18,263739,154550,284,103532,5417,1730,6066039.0,237817.2,0.012,0.296,0.262,0.218,0.212,495,55.34,20.77,36.52,17.10,2.29,6.67,0.02,0.43,16.51,7.10,2.26,6.60,0.036,0.104,489,0.161,0.882,0.103,0.000,0.015,148340,55725,15,0.168,0.170,0.005,185719,0.149,0.134,0.022,641.44
380000,3818,4.320,0.061,12.02,266562,156484,245,104133,5634,1951,6036187.0,228617.0,0.007,0.302,0.262,0.221,0.208,492,54.96,21.23,36.58,16.99,2.32,6.76,0.01,0.18,16.04,5.76,2.27,6.62,0.036,0.106,416,0.215,0.886,0.102,0.000,0.012,152218,62377,16,0.199,0.079,0.005,237053,0.148,0.129,0.019,642.24
390000,3639,4.366,0.063,12.20,255586,149999,325,99592,5849,1799,6072267.5,219798.2,0.003,0.306,0.254,0.219,0.218,525,57.18,18.69,38.05,15.38,2.42,6.94,0.04,0.52,16.68,5.46,2.34,6.72,0.038,0.110,382,0.187,0.887,0.101,0.000,0.012,143045,54312,15,0.117,0.115,0.009,238071,0.152,0.136,0.023,643.86
400000,3693,4.366,0.062,12.24,250771,149734,360,95274,5349,1720,6159358.0,208428.4,0.005,0.305,0.259,0.210,0.221,494,56.67,18.99,38.06,15.90,2.35,6.90,0.01,0.23,16.24,4.61,2.24,6.62,0.037,0.109,402,0.191,0.878,0.106,0.000,0.016,143212,53000,15,0.205,0.091,0.004,337574,0.173,0.128,0.019,644.84
410000,3780,4.298,0.062,12.18,263280,150413,321,104549,7910,1694,6131643.5,214883.8,0.007,0.293,0.258,0.214,0.228,509,55.89,20.06,37.89,16.22,1.76,5.96,0.01,0.26,16.22,5.08,1.69,5.68,0.028,0.094,432,0.169,0.893,0.090,0.000,0.017,147956,55391,18,0.147,0.065,0.004,161267,0.145,0.130,0.020,644.77
420000,4032,4.069,0.062,12.08,278351,151650,380,117653,8416,1821,6110566.0,250965.9,0.012,0.293,0.264,0.216,0.214,482,51.82,23.63,34.54,18.98,2.17,6.71,0.04,0.85,15.06,5.65,2.10,6.49,0.034,0.106,415,0.174,0.893,0.088,0.000,0.019,154687,59918,15,0.208,0.018,0.006,198974,0.138,0.136,0.023,641.42
430000,3927,4.301,0.068,12.20,310517,148236,244,151983,10159,1959,6260004.0,330269.8,0.018,0.297,0.273,0.215,0.196,426,52.59,23.17,35.88,19.40,2.99,7.87,0.03,0.46,13.70,4.95,2.97,7.84,0.047,0.123,364,0.217,0.885,0.099,0.000,0.016,170789,72742,18,0.181,0.008,0.006,233183,0.157,0.140,0.025,631.74
440000,3857,4.271,0.063,12.26,277160,141272,460,126193,9305,1907,6235707.5,263015.9,0.022,0.306,0.277,0.204,0.191,471,53.75,22.16,36.43,18.66,3.20,8.04,0.02,0.30,14.11,4.83,3.18,8.02,0.051,0.127,389,0.256,0.876,0.106,0.000,0.018,158697,67498,20,0.197,0.101,0.004,248108,0.147,0.141,0.026,637.16
450000,3810,4.323,0.066,12.32,305301,143429,503,151679,9737,2006,6210900.0,311079.8,0.033,0.302,0.272,0.204,0.188,410,53.65,22.14,36.54,18.74,2.85,7.61,0.02,0.59,14.25,4.95,2.82,7.55,0.045,0.121,422,0.249,0.891,0.091,0.000,0.018,178053,71476,20,0.108,0.248,0.002,268058,0.176,0.144,0.028,638.14
460000,4232,3.986,0.058,11.87,386644,150936,412,222522,12352,3308,6140459.0,421140.7,0.023,0.304,0.268,0.212,0.192,375,48.60,25.55,32.23,21.01,2.93,7.72,0.02,0.31,13.42,5.48,2.87,7.65,0.047,0.122,468,0.225,0.878,0.107,0.000,0.015,229378,102725,23,0.120,0.055,0.006,217504,0.180,0.133,0.023,637.68
470000,3721,4.426,0.067,12.28,317583,141127,509,166314,10144,2446,6255225.5,316334.4,0.016,0.306,0.266,0.211,0.201,439,55.67,20.35,38.42,17.50,2.79,7.60,0.02,0.40,14.44,4.60,2.77,7.54,0.044,0.119,340,0.253,0.879,0.105,0.000,0.017,180567,73901,22,0.127,0.170,0.003,197779,0.162,0.142,0.026,637.96
480000,3970,4.176,0.060,11.80,284943,137972,637,139216,6869,1782,6287283.5,268819.1,0.010,0.302,0.271,0.217,0.199,485,51.46,24.07,35.36,19.80,2.39,7.05,0.03,0.65,13.68,5.57,2.34,6.96,0.038,0.112,409,0.228,0.887,0.099,0.000,0.013,161349,65312,20,0.159,0.006,0.005,154544,0.148,0.136,0.024,639.23
490000,4077,4.075,0.059,11.88,272508,135195,637,131137,5432,1971,6272021.5,248705.5,0.012,0.291,0.265,0.223,0.209,506,50.97,24.57,35.22,19.95,2.23,6.86,0.02,0.43,13.50,5.72,2.20,6.80,0.035,0.108,369,0.259,0.897,0.089,0.000,0.014,157115,63670,17,0.215,0.021,0.005,192907,0.151,0.134,0.023,638.56
500000,3687,4.329,0.057,12.33,254764,136894,461,113523,4276,1245,6259417.0,233466.8,0.013,0.299,0.271,0.210,0.207,474,56.09,20.05,38.96,17.09,2.71,7.51,0.02,0.43,14.41,4.61,2.69,7.47,0.042,0.117,348,0.273,0.890,0.097,0.000,0.013,154090,62456,17,0.125,0.074,0.005,170623,0.148,0.134,0.023,635.08
510000,3740,4.347,0.062,12.15,257542,136906,540,114472,5571,1175,6249515.5,232765.8,0.013,0.299,0.269,0.212,0.206,507,55.31,20.81,38.40,17.70,2.65,7.45,0.02,0.59,14.24,4.76,2.63,7.42,0.042,0.117,335,0.249,0.901,0.087,0.000,0.012,152878,61472,17,0.174,0.038,0.001,156365,0.150,0.137,0.023,636.96
520000,4051,4.078,0.060,11.97,264090,133889,601,123348,5941,1307,6250121.0,237053.0,0.018,0.294,0.267,0.218,0.203,511,51.61,24.00,35.50,19.67,2.53,7.30,0.00,0.12,13.57,5.32,2.51,7.26,0.040,0.116,378,0.210,0.893,0.092,0.000,0.015,155323,58765,17,0.203,0.046,0.001,176106,0.150,0.135,0.023,640.46
530000,3823,4.206,0.059,12.06,266465,136906,530,124263,4994,1345,6311120.0,247324.3,0.015,0.307,0.276,0.201,0.201,515,54.77,21.40,38.06,18.01,2.47,7.20,0.03,0.77,14.20,5.27,2.41,7.07,0.040,0.116,415,0.263,0.891,0.089,0.000,0.020,159720,58843,18,0.167,0.064,0.004,177636,0.189,0.133,0.022,640.23
540000,3654,4.391,0.060,12.14,232870,135943,384,93455,3257,1091,6380830.5,212114.2,0.014,0.305,0.272,0.195,0.214,551,57.02,18.68,39.91,16.52,2.34,7.01,0.01,0.28,14.76,4.24,2.28,6.87,0.037,0.110,402,0.284,0.887,0.095,0.000,0.018,141709,52927,16,0.163,0.008,0.004,136469,0.162,0.136,0.023,641.06
550000,3542,4.502,0.059,12.32,224201,136639,336,85201,2137,1021,6402735.0,211094.7,0.011,0.308,0.272,0.189,0.220,530,58.86,16.50,41.44,14.78,2.41,7.08,0.03,0.33,14.98,4.17,2.41,7.08,0.038,0.112,360,0.268,0.899,0.088,0.000,0.013,142780,50135,15,0.176,0.091,0.008,136681,0.151,0.135,0.023,639.64
560000,3769,4.278,0.056,12.19,242623,139495,386,99685,2830,1117,6350875.5,231221.0,0.011,0.300,0.270,0.196,0.222,526,55.39,20.86,37.96,17.66,2.96,7.86,0.02,0.34,14.45,5.40,2.94,7.80,0.046,0.123,363,0.323,0.899,0.089,0.000,0.012,152472,55542,15,0.147,0.171,0.006,178104,0.153,0.134,0.023,639.51
570000,3682,4.450,0.063,12.12,257342,142897,251,110184,4097,1188,6349687.0,238085.8,0.025,0.297,0.265,0.197,0.216,512,57.14,18.88,40.22,16.29,2.37,7.05,0.02,0.29,14.54,4.46,2.33,6.95,0.037,0.111,364,0.362,0.899,0.089,0.000,0.012,156514,55818,16,0.268,0.155,0.006,255564,0.152,0.137,0.023,641.71
580000,3787,4.358,0.059,12.05,257065,140332,415,112171,4042,1048,6357815.5,235967.1,0.023,0.292,0.263,0.202,0.220,513,56.01,20.00,39.42,17.21,2.12,6.75,0.03,0.48,14.44,4.53,2.06,6.59,0.033,0.106,369,0.359,0.903,0.083,0.000,0.014,152689,56236,16,0.205,0.000,0.005,236602,0.138,0.132,0.021,642.67
590000,3712,4.403,0.063,11.87,247319,142718,378,100942,3356,957,6356675.5,223159.2,0.020,0.285,0.254,0.211,0.231,530,56.13,19.91,38.91,17.05,2.51,7.21,0.02,0.37,14.69,4.99,2.49,7.19,0.039,0.113,373,0.358,0.891,0.096,0.000,0.013,147586,54275,16,0.229,0.058,0.006,282604,0.152,0.134,0.022,643.57
600000,3589,4.476,0.062,12.01,269218,144651,368,119264,5058,1246,6344225.5,244195.4,0.008,0.284,0.260,0.215,0.234,478,57.92,17.32,40.23,15.51,2.70,7.34,0.03,0.57,14.97,4.14,2.63,7.20,0.043,0.115,372,0.333,0.879,0.108,0.000,0.013,156147,63299,14,0.250,0.093,0.005,201903,0.160,0.133,0.022,643.77
610000,3775,4.362,0.067,12.00,268777,145958,329,116635,5669,1123,6326834.5,243902.9,0.005,0.295,0.271,0.207,0.223,485,55.09,20.35,37.61,17.56,2.67,7.37,0.02,0.49,14.79,4.83,2.61,7.19,0.042,0.116,419,0.274,0.862,0.121,0.000,0.017,155312,64453,10,0.215,0.066,0.004,183238,0.149,0.140,0.025,643.02
620000,3680,4.417,0.061,11.97,258989,145266,303,108607,4908,1109,6353932.5,234382.4,0.006,0.304,0.277,0.200,0.213,512,56.87,18.76,39.01,16.35,2.71,7.33,0.02,0.46,15.12,4.94,2.68,7.24,0.043,0.115,372,0.241,0.870,0.114,0.000,0.016,150077,61024,14,0.245,0.056,0.004,180488,0.142,0.133,0.022,642.91
630000,3671,4.390,0.063,12.02,253866,146483,299,103336,3757,1194,6373153.0,240540.9,0.006,0.311,0.282,0.190,0.211,504,57.02,18.72,39.16,16.40,2.56,7.19,0.02,0.43,15.28,5.32,2.53,7.09,0.040,0.113,394,0.202,0.883,0.103,0.000,0.014,149249,66769,13,0.243,0.000,0.005,168151,0.155,0.136,0.023,641.22
640000,3787,4.353,0.065,11.96,270946,153593,205,112683,4349,1422,6315672.0,248545.0,0.006,0.304,0.278,0.197,0.214,479,54.91,20.83,37.62,17.63,2.50,7.10,0.02,0.31,14.77,5.26,2.47,7.04,0.040,0.112,404,0.175,0.878,0.103,0.000,0.019,160105,70586,14,0.219,0.046,0.005,193396,0.148,0.136,0.023,641.14
650000,3840,4.277,0.059,11.85,255218,149838,307,101578,3442,1370,6409545.0,236772.9,0.005,0.314,0.285,0.186,0.210,467,54.08,21.82,37.05,18.13,2.79,7.57,0.04,0.48,14.22,5.40,2.76,7.50,0.044,0.118,395,0.246,0.891,0.093,0.000,0.015,153578,68239,14,0.252,0.012,0.009,235259,0.141,0.131,0.021,641.35
660000,3629,4.417,0.062,12.26,259854,152617,295,103884,3269,1817,6478080.5,251216.8,0.005,0.306,0.281,0.191,0.217,497,57.13,18.93,39.08,16.49,3.40,8.30,0.04,0.52,14.62,4.47,3.37,8.25,0.053,0.130,299,0.254,0.890,0.097,0.000,0.013,154987,70405,12,0.236,0.072,0.010,410138,0.131,0.136,0.023,641.90
670000,3737,4.395,0.061,12.36,245052,141790,333,100103,2718,1632,6410329.5,236036.0,0.005,0.306,0.277,0.195,0.217,522,56.40,19.91,39.28,16.87,2.67,7.49,0.01,0.25,14.43,4.57,2.66,7.47,0.042,0.118,267,0.215,0.907,0.078,0.000,0.014,143074,59031,12,0.209,0.004,0.006,364689,0.126,0.133,0.021,643.49
680000,3831,4.318,0.060,12.30,246582,146751,332,96661,2744,1741,6412107.5,237888.3,0.006,0.311,0.284,0.189,0.210,500,54.72,21.30,37.50,18.17,2.94,7.86,0.03,0.43,14.25,4.42,2.91,7.79,0.046,0.123,293,0.194,0.895,0.088,0.000,0.017,149082,63025,8,0.210,0.049,0.009,241072,0.122,0.130,0.021,643.13
690000,3417,4.636,0.070,12.56,239544,146020,274,91588,2076,1634,6458237.0,230969.1,0.005,0.311,0.281,0.187,0.215,525,60.27,14.17,41.69,13.85,3.36,8.32,0.01,0.27,15.21,3.22,3.31,8.21,0.053,0.131,274,0.240,0.894,0.092,0.000,0.013,141965,55126,9,0.278,0.001,0.003,153994,0.130,0.144,0.028,643.29
700000,3620,4.479,0.065,12.57,244544,147671,240,93486,2944,1610,6434966.0,237111.9,0.006,0.316,0.277,0.188,0.213,490,57.97,17.71,40.11,15.92,2.98,7.89,0.01,0.25,14.88,4.30,2.93,7.79,0.047,0.123,321,0.215,0.902,0.085,0.000,0.013,142942,54281,10,0.270,0.060,0.002,90587,0.132,0.133,0.022,642.80
710000,3584,4.556,0.072,12.77,229767,142746,301,84852,1904,1551,6476312.0,227985.7,0.004,0.312,0.271,0.197,0.215,521,58.73,16.73,40.82,15.09,2.95,7.84,0.01,0.27,14.96,4.05,2.92,7.78,0.047,0.125,275,0.316,0.896,0.085,0.000,0.019,135471,49607,9,0.369,0.105,0.001,63085,0.139,0.139,0.024,645.11
720000,3348,4.747,0.068,13.22,217697,138563,361,77736,1273,1399,6503167.0,222190.7,0.003,0.316,0.263,0.202,0.217,534,62.46,8.69,43.38,11.23,3.36,8.30,0.00,0.07,15.72,2.81,3.34,8.25,0.053,0.130,246,0.343,0.895,0.089,0.000,0.015,129975,49832,7,0.394,0.076,0.001,49453,0.134,0.138,0.024,645.71
