step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
740000,207,4.580,0.089,14.14,13497,10406,16,3091,0,42,405868.1,10822.9,0.012,0.272,0.233,0.233,0.249,6697,63.68,1.78,43.16,8.38,2.88,7.61,0.19,1.49,17.43,3.70,2.79,7.51,0.045,0.120,35,0.382,0.913,0.072,0.000,0.014,8803,4455,2,0.874,0.005,0.024,78175,0.203,0.151,0.032,40.37
750000,210,4.434,0.078,14.36,14136,10548,17,3568,0,52,406226.0,12544.5,0.014,0.286,0.243,0.221,0.235,6222,63.73,1.46,43.75,7.59,2.49,7.10,0.15,1.22,17.34,3.49,2.40,6.88,0.039,0.111,39,0.281,0.895,0.081,0.000,0.024,9169,4460,2,0.605,0.295,0.024,58844,0.204,0.127,0.018,40.41
760000,201,4.532,0.105,14.14,12284,8103,3,4187,0,88,382101.0,14817.5,0.005,0.196,0.174,0.358,0.266,7009,63.50,0.50,43.59,10.16,4.49,9.32,0.19,1.46,15.22,2.97,4.49,9.32,0.070,0.146,24,0.438,0.886,0.109,0.000,0.005,7395,4696,2,0.816,0.000,0.020,57909,0.145,0.183,0.055,38.20
770000,192,4.524,0.104,14.16,11617,7879,20,3727,0,63,390822.8,13199.6,0.001,0.178,0.172,0.330,0.319,6799,63.86,1.20,43.69,9.40,4.39,9.28,0.03,0.24,15.77,1.57,4.37,9.24,0.069,0.145,18,0.516,0.891,0.099,0.000,0.010,7756,5476,2,0.818,0.000,0.016,20797,0.210,0.181,0.056,39.26
780000,198,4.775,0.099,14.18,11708,7765,36,3901,0,72,392860.2,13672.1,0.004,0.192,0.203,0.315,0.285,6564,63.93,0.65,42.78,10.09,4.96,9.63,0.19,2.69,16.00,2.71,4.92,9.62,0.078,0.150,16,0.611,0.859,0.121,0.000,0.020,7798,5523,2,0.798,0.000,0.005,14845,0.210,0.166,0.042,39.66
790000,200,4.633,0.098,14.19,11383,7691,50,3640,0,76,393643.1,12724.1,0.007,0.202,0.210,0.306,0.276,6983,63.94,0.50,42.74,10.16,5.43,9.98,0.04,0.20,15.73,1.66,5.43,9.98,0.085,0.156,15,0.525,0.845,0.140,0.000,0.015,7507,5140,2,0.775,0.000,0.040,40250,0.124,0.162,0.041,39.70
800000,208,4.584,0.092,14.24,11219,7655,56,3500,0,72,393666.3,12328.3,0.005,0.203,0.206,0.306,0.279,7273,63.99,0.21,42.58,10.24,5.55,10.11,0.12,0.33,15.73,1.23,5.55,10.11,0.087,0.158,8,0.611,0.837,0.159,0.000,0.005,7358,5021,2,0.769,0.000,0.125,142296,0.101,0.165,0.041,39.70
810000,197,4.736,0.098,14.39,11681,7884,56,3752,0,58,395071.5,13166.0,0.005,0.209,0.206,0.293,0.288,7259,64.00,0.00,41.82,10.55,5.92,10.24,0.12,0.56,16.14,2.99,5.92,10.24,0.092,0.160,19,0.396,0.853,0.137,0.000,0.010,7790,4541,2,0.751,0.000,0.071,215112,0.102,0.167,0.044,39.84
820000,202,4.811,0.095,14.33,12707,8497,50,4155,0,88,395331.9,14610.7,0.005,0.232,0.214,0.261,0.287,6292,63.93,0.70,42.14,10.34,5.82,10.29,0.00,0.07,15.96,1.58,5.82,10.29,0.091,0.161,13,0.446,0.847,0.134,0.000,0.020,8467,5545,2,0.757,0.000,0.005,49864,0.143,0.153,0.034,39.92
830000,189,4.967,0.109,14.42,13012,8509,37,4479,0,81,395262.5,15800.8,0.006,0.230,0.207,0.265,0.292,5933,63.93,0.83,41.86,10.56,6.10,10.38,0.06,0.80,15.91,2.91,6.10,10.38,0.095,0.162,18,0.450,0.836,0.148,0.000,0.016,8701,6109,2,0.751,0.000,0.011,16677,0.221,0.185,0.058,39.90
840000,202,4.679,0.095,14.39,12958,8620,37,4287,1,119,395281.2,15045.4,0.006,0.238,0.212,0.259,0.284,5908,63.86,1.18,42.69,10.37,5.54,10.07,0.03,0.49,15.59,2.61,5.54,10.07,0.087,0.157,16,0.450,0.871,0.109,0.000,0.020,8772,5984,2,0.762,0.000,0.005,14194,0.232,0.159,0.039,39.91
850000,208,4.745,0.094,14.41,12600,8313,49,4231,1,113,395722.4,14795.8,0.005,0.232,0.210,0.266,0.287,5927,63.92,0.92,42.81,10.08,5.38,9.94,0.00,0.00,15.74,1.67,5.38,9.94,0.084,0.155,11,0.433,0.861,0.120,0.000,0.019,8419,5835,2,0.779,0.000,0.000,14873,0.216,0.161,0.036,39.96
860000,205,4.611,0.096,14.47,12748,8408,50,4293,0,92,395966.3,15031.3,0.005,0.234,0.211,0.262,0.288,6219,63.91,0.93,41.96,10.68,5.97,10.38,0.09,0.73,15.89,2.38,5.97,10.38,0.093,0.162,15,0.522,0.829,0.146,0.000,0.024,8444,5866,2,0.746,0.000,0.015,18002,0.220,0.165,0.040,39.99
870000,205,4.658,0.086,14.42,12668,8317,46,4305,0,111,395630.7,15095.1,0.005,0.237,0.210,0.262,0.286,6109,63.94,0.45,43.17,10.21,5.18,9.83,0.03,0.49,15.56,2.14,5.11,9.72,0.081,0.154,17,0.502,0.873,0.117,0.000,0.010,8507,5885,2,0.785,0.000,0.005,14817,0.210,0.146,0.027,39.92
880000,199,4.673,0.096,14.41,12718,8536,51,4137,0,121,395639.3,14435.5,0.005,0.235,0.211,0.262,0.286,6125,63.91,1.01,42.66,10.22,5.11,9.79,0.00,0.00,16.15,3.65,5.11,9.79,0.080,0.153,18,0.442,0.869,0.126,0.000,0.005,8589,5898,2,0.779,0.000,0.000,16337,0.231,0.159,0.039,39.96
890000,197,4.985,0.092,14.44,12487,8514,43,3932,0,94,396611.4,13801.3,0.006,0.239,0.220,0.253,0.282,6446,63.90,1.14,42.27,10.59,5.60,10.15,0.01,0.07,16.02,3.41,5.60,10.15,0.088,0.159,17,0.345,0.858,0.122,0.000,0.020,8400,4940,2,0.766,0.000,0.005,13521,0.227,0.159,0.040,40.03
900000,205,4.699,0.090,14.55,13001,8592,48,4353,0,118,396853.5,15368.8,0.005,0.236,0.210,0.262,0.288,6185,63.98,0.35,42.09,11.01,6.34,10.56,0.00,0.00,15.54,2.18,6.34,10.56,0.099,0.165,16,0.600,0.829,0.151,0.000,0.020,8769,5652,2,0.727,0.000,0.000,14660,0.237,0.147,0.030,40.08
910000,203,4.598,0.099,14.37,12676,8478,32,4168,0,84,395802.8,14705.1,0.005,0.229,0.208,0.269,0.289,6289,63.95,0.70,43.60,9.54,4.49,9.36,0.00,0.00,15.86,1.82,4.49,9.36,0.070,0.146,14,0.488,0.877,0.108,0.000,0.015,8600,5094,2,0.808,0.000,0.000,16967,0.221,0.166,0.045,39.98
920000,202,4.548,0.095,14.32,12611,8567,32,4013,0,80,396119.8,14073.6,0.007,0.231,0.211,0.263,0.288,6414,63.88,1.12,43.37,9.50,4.66,9.39,0.00,0.00,15.85,1.78,4.66,9.39,0.073,0.147,14,0.530,0.871,0.099,0.000,0.030,8414,5350,2,0.807,0.000,0.000,17884,0.229,0.175,0.049,40.01
930000,204,4.647,0.094,14.45,12523,8479,37,4005,0,89,396570.8,14100.2,0.007,0.240,0.217,0.256,0.279,6636,64.00,0.00,41.86,10.55,6.17,10.48,0.00,0.00,15.97,1.64,6.16,10.45,0.096,0.164,13,0.353,0.828,0.157,0.000,0.015,8456,5476,2,0.745,0.000,0.000,17314,0.221,0.154,0.035,40.03
940000,204,4.574,0.090,14.39,12530,8548,26,3956,0,91,395642.1,13967.7,0.008,0.239,0.219,0.255,0.280,6964,63.89,0.99,43.08,9.94,5.17,9.83,0.10,1.17,15.53,2.36,5.17,9.83,0.081,0.154,16,0.382,0.873,0.108,0.000,0.020,8400,4939,2,0.789,0.000,0.010,18836,0.216,0.148,0.031,39.95
950000,196,5.016,0.090,14.29,12557,8549,37,3979,0,74,395884.9,14003.1,0.008,0.240,0.223,0.252,0.277,6822,63.90,0.64,43.50,9.54,4.46,9.34,0.13,1.10,15.81,1.90,4.43,9.27,0.070,0.146,19,0.429,0.878,0.117,0.000,0.005,8480,4970,2,0.816,0.000,0.020,21404,0.233,0.155,0.036,39.99
960000,197,4.899,0.100,14.36,12485,8409,35,4040,0,76,396150.0,14218.9,0.009,0.239,0.226,0.251,0.276,6670,63.97,0.36,43.09,10.05,5.15,9.79,0.00,0.00,15.73,2.08,5.15,9.79,0.080,0.153,17,0.391,0.838,0.142,0.000,0.020,8388,4735,2,0.777,0.000,0.000,20915,0.199,0.167,0.041,39.96
970000,213,4.768,0.092,14.37,12342,8232,33,4061,0,96,395694.9,14368.1,0.008,0.238,0.222,0.254,0.278,6962,63.97,0.42,43.70,9.45,4.46,9.29,0.00,0.00,15.80,2.10,4.46,9.28,0.070,0.145,20,0.324,0.854,0.122,0.000,0.023,8281,4779,2,0.817,0.000,0.000,15931,0.222,0.146,0.025,39.96
980000,199,4.727,0.093,14.42,12304,8288,35,3995,0,126,395403.8,14115.9,0.008,0.234,0.219,0.259,0.281,7168,63.95,0.47,42.51,10.06,5.35,9.95,0.03,0.36,16.06,2.63,5.35,9.94,0.084,0.155,23,0.528,0.874,0.121,0.000,0.005,8242,4404,2,0.769,0.000,0.010,16506,0.226,0.169,0.044,39.93
990000,208,4.722,0.086,14.49,12569,8432,37,4091,0,88,396097.2,14414.1,0.008,0.231,0.220,0.259,0.283,6748,63.92,0.77,42.00,10.56,6.01,10.39,0.00,0.00,15.91,2.22,6.01,10.39,0.094,0.162,12,0.500,0.856,0.135,0.000,0.010,8502,4733,2,0.543,0.207,0.000,17736,0.223,0.142,0.028,39.99
1000000,205,4.475,0.095,14.40,12611,8461,32,4121,0,75,395804.5,14477.4,0.007,0.231,0.216,0.262,0.284,6796,63.86,1.18,43.65,9.92,4.68,9.44,0.00,0.00,15.53,2.89,4.68,9.44,0.073,0.147,22,0.385,0.849,0.122,0.000,0.029,8477,4896,2,0.800,0.000,0.000,16915,0.219,0.162,0.041,39.97
