step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth
110000,4291,3.857,0.054,12.89,433258,163972,230,257901,11386,6750,6080623.5,462532.3,0.082,0.232,0.228,0.192,0.266,302,49.45,24.52,31.27,19.89,2.82,7.33,1.01,2.32,14.37,5.50,2.73,7.25,0.047,0.121,713,0.102,0.879,0.100,0.000,0.021,287320,124528,13,0.358,0.293,0.342,15501087,0.226,0.119,0.016,648.79
120000,4814,3.547,0.052,12.31,402220,161450,245,226132,13870,4570,6157266.5,396551.5,0.099,0.244,0.257,0.174,0.226,320,44.36,26.62,26.96,21.11,2.39,6.88,0.99,2.33,14.02,6.34,2.22,6.55,0.041,0.120,721,0.070,0.886,0.090,0.000,0.024,276099,124955,11,0.218,0.221,0.306,15231018,0.238,0.110,0.011,649.17
130000,4770,3.588,0.054,12.48,401909,163149,298,224593,13913,4125,6145809.5,379713.7,0.092,0.263,0.265,0.170,0.209,310,44.35,27.07,27.44,20.87,2.07,6.43,1.01,2.40,13.82,6.73,2.00,6.24,0.034,0.105,770,0.078,0.889,0.089,0.000,0.022,278641,140272,16,0.183,0.199,0.309,14463951,0.243,0.114,0.014,649.79
140000,4125,3.915,0.055,12.83,366598,162005,306,191310,13622,3540,6225354.5,339868.6,0.082,0.270,0.267,0.174,0.207,342,52.29,22.55,32.50,18.55,2.61,7.03,1.21,2.72,15.98,5.34,2.54,6.89,0.042,0.113,669,0.105,0.877,0.104,0.000,0.019,253131,123360,21,0.125,0.169,0.376,15281054,0.237,0.113,0.012,650.33
150000,3833,4.187,0.058,13.48,386497,159435,321,213567,13466,4334,6166824.5,420733.0,0.084,0.253,0.249,0.186,0.229,317,56.18,18.91,37.57,16.31,2.33,6.80,0.91,2.23,15.39,4.55,2.25,6.67,0.039,0.112,542,0.139,0.878,0.102,0.000,0.020,255882,122349,19,0.106,0.116,0.334,12399433,0.235,0.118,0.015,645.47
160000,3716,4.305,0.059,13.82,322970,151904,439,161463,9281,3508,6259305.0,311351.2,0.089,0.239,0.235,0.196,0.241,372,57.90,17.50,39.35,14.84,2.02,6.34,1.10,2.44,15.43,4.69,1.97,6.23,0.033,0.101,552,0.084,0.887,0.097,0.000,0.016,213029,93583,23,0.178,0.026,0.416,15162555,0.223,0.119,0.015,649.13
170000,3954,4.123,0.058,13.30,264482,147272,523,111161,5288,3189,6261072.0,245737.2,0.088,0.237,0.239,0.195,0.241,433,54.49,20.55,36.12,17.11,2.18,6.48,1.10,2.35,15.10,5.49,2.13,6.42,0.035,0.104,624,0.098,0.871,0.112,0.000,0.017,175958,69916,21,0.199,0.093,0.408,16148972,0.217,0.115,0.013,649.88
180000,4047,4.011,0.061,13.01,306832,149095,509,152222,4913,3199,6190630.0,306627.4,0.079,0.240,0.240,0.195,0.246,405,52.54,21.86,34.38,18.19,2.24,6.58,1.02,2.40,14.91,5.72,2.19,6.51,0.037,0.109,649,0.107,0.861,0.116,0.000,0.023,202913,84538,26,0.128,0.023,0.389,15729030,0.221,0.122,0.016,650.18
190000,3753,4.317,0.070,13.34,299804,149681,515,143911,5991,4019,6211827.5,294419.7,0.083,0.233,0.235,0.201,0.249,410,56.90,17.66,37.43,15.47,2.55,6.99,1.20,2.92,15.71,5.33,2.41,6.77,0.044,0.119,593,0.122,0.865,0.112,0.000,0.023,194781,82428,22,0.136,0.006,0.435,17450373,0.213,0.128,0.017,650.33
200000,3682,4.319,0.062,13.77,280542,147520,484,129936,2673,5792,6259712.0,295987.1,0.087,0.241,0.235,0.198,0.240,410,59.71,13.48,39.96,13.13,2.24,6.52,1.26,3.04,16.25,4.70,2.09,6.21,0.041,0.112,544,0.092,0.898,0.084,0.000,0.018,184912,74641,16,0.143,0.046,0.472,16532108,0.210,0.115,0.013,649.98
210000,3549,4.447,0.064,13.85,235649,146103,485,88814,380,4888,6318431.5,241290.9,0.098,0.238,0.230,0.199,0.235,459,61.08,9.99,40.36,11.91,2.58,6.77,1.38,2.80,16.75,4.25,2.43,6.39,0.050,0.117,497,0.100,0.904,0.085,0.000,0.011,160510,60486,13,0.170,0.082,0.484,17724350,0.208,0.120,0.015,648.93
220000,3480,4.467,0.065,13.99,209861,142177,552,67152,49,2286,6299437.5,210482.7,0.084,0.240,0.231,0.207,0.239,484,62.41,7.47,41.90,10.39,2.53,6.96,1.31,3.20,16.67,3.50,2.42,6.72,0.043,0.114,462,0.085,0.911,0.076,0.000,0.013,144305,53912,16,0.194,0.074,0.464,17189310,0.209,0.122,0.016,648.52
230000,3527,4.563,0.061,14.14,211713,143443,603,67593,27,2181,6272961.0,211871.6,0.101,0.240,0.229,0.200,0.230,482,63.01,5.78,42.31,9.63,2.22,6.58,1.35,3.14,17.12,4.26,2.10,6.27,0.037,0.107,523,0.071,0.902,0.067,0.000,0.030,148285,54857,17,0.155,0.111,0.458,16675063,0.202,0.119,0.014,648.36
240000,3446,4.579,0.064,14.26,196231,144535,553,51223,1,1078,6256633.5,177743.1,0.110,0.248,0.230,0.195,0.217,494,63.95,0.48,43.72,7.57,1.85,6.19,1.13,2.80,17.25,4.13,1.79,6.03,0.029,0.098,492,0.107,0.922,0.057,0.000,0.021,143521,49273,16,0.187,0.131,0.388,14755906,0.201,0.121,0.016,648.28
250000,3404,4.511,0.064,14.14,187338,138111,639,48630,0,938,6336117.5,169328.5,0.074,0.254,0.240,0.202,0.230,494,63.94,0.48,43.84,7.62,1.97,6.40,1.02,2.76,17.11,3.83,1.88,6.17,0.031,0.101,448,0.085,0.925,0.063,0.000,0.012,133121,44022,16,0.189,0.111,0.379,13772831,0.200,0.124,0.016,649.18
260000,3404,4.559,0.058,14.10,184045,136997,745,46303,0,782,6358689.0,160941.4,0.059,0.247,0.238,0.214,0.243,532,64.00,0.03,43.98,7.24,1.88,6.29,1.10,2.87,17.04,3.70,1.86,6.25,0.029,0.098,416,0.115,0.932,0.055,0.000,0.013,130731,42815,12,0.210,0.014,0.398,13976818,0.213,0.118,0.014,650.03
270000,3413,4.563,0.062,14.15,183441,137847,726,44859,0,713,6351286.0,156058.6,0.064,0.243,0.233,0.215,0.245,531,64.00,0.12,43.84,7.54,1.88,6.29,1.42,3.68,16.85,3.89,1.86,6.22,0.029,0.098,477,0.086,0.923,0.060,0.000,0.017,131272,43488,10,0.191,0.036,0.430,14539938,0.217,0.121,0.015,650.05
280000,3443,4.521,0.062,14.21,186297,140165,643,45459,0,643,6341051.5,157991.3,0.059,0.247,0.235,0.214,0.244,529,64.00,0.13,43.67,7.70,1.76,6.02,1.36,3.27,17.21,4.46,1.71,5.96,0.027,0.094,511,0.072,0.936,0.053,0.000,0.010,132702,43536,12,0.178,0.000,0.457,13818595,0.213,0.122,0.015,649.95
290000,3463,4.546,0.059,14.24,193526,146028,515,46962,1,723,6335081.5,165386.3,0.080,0.238,0.227,0.212,0.243,501,63.99,0.20,44.04,7.34,1.80,6.13,1.29,3.13,16.87,3.89,1.76,6.06,0.028,0.096,505,0.104,0.930,0.053,0.000,0.017,140307,50785,11,0.200,0.087,0.441,14498771,0.213,0.118,0.014,648.87
300000,3424,4.517,0.061,14.13,191172,144115,496,46600,0,696,6351554.0,163083.1,0.086,0.236,0.225,0.208,0.245,484,64.00,0.17,44.08,7.30,1.82,6.16,1.07,2.77,17.03,3.96,1.81,6.13,0.028,0.096,446,0.138,0.927,0.061,0.000,0.013,138716,49376,11,0.211,0.016,0.386,14045829,0.214,0.117,0.013,649.12
310000,3390,4.579,0.064,14.11,193458,144887,660,47945,0,821,6365824.5,166904.9,0.063,0.240,0.225,0.217,0.257,513,63.98,0.83,43.87,7.44,1.95,6.42,1.15,3.35,17.01,3.75,1.89,6.25,0.031,0.101,430,0.152,0.928,0.056,0.000,0.016,137726,47034,13,0.177,0.019,0.393,14033010,0.208,0.123,0.016,649.87
320000,3391,4.584,0.060,14.16,193478,143843,688,48946,0,873,6352860.0,169883.2,0.059,0.241,0.224,0.217,0.260,515,63.99,0.56,44.03,7.17,1.84,6.16,0.97,2.66,17.15,3.84,1.80,6.10,0.029,0.096,444,0.133,0.932,0.053,0.000,0.014,136795,45380,15,0.168,0.000,0.369,13108951,0.201,0.121,0.015,650.01
330000,3501,4.557,0.057,14.29,212592,160976,655,50851,0,1003,6344281.5,176487.8,0.144,0.221,0.205,0.198,0.232,448,63.98,0.37,43.86,7.50,1.55,5.65,1.30,3.21,17.28,4.51,1.51,5.59,0.024,0.088,589,0.083,0.941,0.046,0.000,0.013,160830,60649,13,0.166,0.132,0.379,13012196,0.200,0.114,0.013,647.35
340000,3462,4.578,0.058,14.09,200869,150824,575,49507,2,1006,6341407.5,171807.4,0.123,0.228,0.210,0.201,0.239,486,63.99,0.31,44.03,7.32,1.99,6.45,0.89,2.72,17.07,3.79,1.95,6.35,0.031,0.101,450,0.125,0.936,0.054,0.000,0.010,148233,52810,15,0.179,0.075,0.345,12521510,0.215,0.118,0.014,648.39
350000,3442,4.563,0.062,14.17,193016,143653,636,48747,0,921,6302444.5,169200.2,0.094,0.231,0.215,0.210,0.251,483,63.92,1.14,43.99,7.23,1.88,6.25,1.06,2.61,17.00,3.72,1.85,6.21,0.029,0.098,475,0.098,0.931,0.054,0.000,0.015,141043,50279,16,0.169,0.057,0.389,12799119,0.207,0.121,0.016,649.24
360000,3412,4.573,0.064,14.30,190637,143103,571,46992,1,872,6333525.0,163981.8,0.085,0.227,0.214,0.216,0.258,502,63.97,0.56,43.91,7.31,1.67,5.98,1.38,3.27,17.01,4.27,1.65,5.90,0.026,0.093,496,0.073,0.939,0.047,0.000,0.014,137761,48989,13,0.179,0.025,0.472,15265943,0.210,0.121,0.015,649.69
370000,3492,4.565,0.057,14.27,191127,142705,481,47860,1,840,6324035.5,167123.6,0.095,0.227,0.215,0.212,0.251,511,63.93,1.65,44.29,6.84,1.42,5.53,1.41,3.23,16.80,3.47,1.37,5.37,0.022,0.086,539,0.063,0.943,0.044,0.000,0.013,139911,46887,14,0.184,0.066,0.453,15321869,0.209,0.113,0.011,649.10
380000,3492,4.524,0.056,14.26,191688,143767,562,47359,0,818,6348728.5,164929.8,0.120,0.221,0.211,0.205,0.243,498,63.95,0.77,44.10,7.01,1.54,5.73,1.40,3.40,16.90,3.53,1.49,5.60,0.024,0.090,537,0.090,0.942,0.045,0.000,0.013,142494,49218,16,0.182,0.042,0.446,15175824,0.213,0.114,0.012,648.48
390000,3491,4.547,0.058,14.24,185559,139295,808,45456,1,820,6294231.0,157643.7,0.101,0.227,0.213,0.207,0.252,524,63.94,0.69,44.14,7.08,1.53,5.75,1.26,2.80,17.01,4.10,1.49,5.62,0.024,0.090,477,0.079,0.938,0.047,0.000,0.014,135276,43677,15,0.157,0.022,0.439,15121265,0.207,0.117,0.013,649.35
400000,3417,4.468,0.061,14.17,183046,136842,678,45583,17,758,6357648.5,156542.5,0.096,0.226,0.212,0.213,0.253,504,63.96,1.17,44.18,6.84,1.63,5.87,1.22,2.71,16.93,3.61,1.60,5.81,0.026,0.092,428,0.110,0.942,0.049,0.000,0.010,132440,44209,17,0.226,0.021,0.459,16120854,0.210,0.117,0.013,649.78
410000,3466,4.584,0.060,14.24,185063,139472,596,44945,1,703,6335283.5,156505.8,0.072,0.229,0.217,0.221,0.261,523,63.97,0.36,43.71,7.46,1.66,5.89,1.44,3.24,17.16,4.17,1.63,5.83,0.026,0.092,489,0.088,0.937,0.049,0.000,0.015,130527,45252,15,0.209,0.031,0.469,15802356,0.207,0.114,0.012,650.24
420000,3393,4.589,0.063,14.22,187149,141778,586,44858,0,767,6355846.0,156762.5,0.070,0.233,0.221,0.218,0.258,511,63.96,1.16,44.24,6.87,1.42,5.49,1.34,3.16,16.97,3.51,1.37,5.36,0.022,0.086,486,0.101,0.946,0.040,0.000,0.014,132886,45792,15,0.187,0.008,0.465,15218973,0.210,0.118,0.014,650.18
430000,3791,4.210,0.057,13.73,281152,154632,577,122893,2652,4127,6165762.5,271250.7,0.102,0.224,0.214,0.209,0.251,367,57.26,16.42,37.37,15.64,2.53,6.88,1.24,3.25,16.12,4.01,2.32,6.77,0.044,0.116,657,0.106,0.883,0.101,0.000,0.016,192289,69354,16,0.181,0.031,0.429,15710644,0.207,0.112,0.011,649.69
440000,3754,4.241,0.055,13.72,348015,158774,509,183144,5625,5858,6186612.5,363909.0,0.082,0.243,0.226,0.205,0.244,345,58.28,16.19,38.53,15.14,2.46,6.96,1.19,3.31,16.08,4.38,2.31,6.73,0.041,0.114,586,0.094,0.880,0.103,0.000,0.017,230747,97698,15,0.158,0.116,0.413,14616967,0.204,0.115,0.013,650.29
450000,3968,4.058,0.057,13.18,315679,155682,653,153902,5228,5136,6259030.5,312890.4,0.081,0.239,0.222,0.204,0.254,360,54.06,21.38,35.87,18.00,2.08,6.49,0.81,2.09,15.30,5.23,1.95,6.33,0.039,0.122,501,0.096,0.910,0.076,0.000,0.015,211517,88893,15,0.146,0.132,0.363,14313530,0.204,0.114,0.012,650.09
460000,4261,3.777,0.056,12.73,349678,156902,747,186841,4895,7280,6091758.0,344143.4,0.079,0.257,0.238,0.194,0.232,368,49.76,23.83,31.51,19.95,2.63,7.14,0.74,2.53,14.88,5.25,2.46,6.99,0.049,0.133,628,0.102,0.860,0.117,0.000,0.023,233502,100863,15,0.266,0.004,0.306,13820681,0.194,0.113,0.012,650.63
470000,4200,3.883,0.051,13.02,339815,153978,659,177819,7420,6683,6153182.0,336308.7,0.077,0.244,0.227,0.210,0.242,379,52.01,22.95,34.01,19.03,1.92,6.16,1.18,3.17,14.90,5.39,1.77,5.91,0.036,0.120,600,0.070,0.878,0.095,0.000,0.027,223102,98562,13,0.214,0.035,0.399,15391857,0.202,0.110,0.012,650.08
480000,4101,3.975,0.053,13.21,345838,156812,785,180780,7560,6928,6239622.5,335056.2,0.091,0.232,0.218,0.214,0.244,372,53.08,22.08,35.30,18.52,1.87,6.04,1.08,2.58,14.83,4.94,1.74,5.78,0.037,0.125,551,0.084,0.871,0.103,0.000,0.025,232168,106956,14,0.199,0.002,0.422,16427955,0.213,0.112,0.012,650.26
490000,4114,3.968,0.052,13.21,306743,152510,886,147145,6189,5688,6185210.0,294139.4,0.094,0.226,0.213,0.216,0.251,402,52.42,22.76,35.02,18.80,1.59,5.68,1.01,2.46,14.80,5.50,1.49,5.47,0.028,0.101,506,0.075,0.896,0.083,0.000,0.020,207330,86838,12,0.204,0.009,0.409,17349695,0.215,0.110,0.011,650.46
500000,3897,4.181,0.050,13.35,337781,159351,1028,170207,7412,6062,6136177.5,322286.3,0.109,0.223,0.210,0.211,0.248,364,56.30,18.68,37.35,16.43,2.25,6.60,1.14,2.77,15.56,4.40,2.13,6.39,0.038,0.116,524,0.083,0.866,0.108,0.000,0.026,231069,103011,13,0.179,0.007,0.437,16646654,0.209,0.113,0.014,650.24
510000,3941,4.132,0.049,13.49,331185,160641,982,163614,5904,6690,6150135.5,324450.9,0.105,0.222,0.209,0.214,0.249,384,55.99,18.03,37.30,16.14,1.91,5.95,1.18,2.59,15.59,3.96,1.82,5.82,0.036,0.107,565,0.081,0.906,0.077,0.000,0.017,225858,100601,12,0.177,0.071,0.446,16342106,0.208,0.105,0.010,650.11
520000,3759,4.260,0.049,13.70,316818,155224,927,155439,5410,5492,6152009.0,316609.1,0.107,0.229,0.216,0.206,0.242,397,57.82,16.82,38.82,14.94,2.05,6.41,1.32,3.05,15.62,4.25,1.89,6.06,0.036,0.109,550,0.091,0.895,0.089,0.000,0.016,213697,91299,13,0.202,0.023,0.447,17166082,0.209,0.111,0.012,650.00
530000,4207,3.978,0.046,13.12,316019,159655,884,150601,4431,6140,6124078.0,320626.6,0.130,0.220,0.209,0.202,0.239,386,53.45,20.30,34.78,17.73,2.09,6.29,1.28,3.40,15.29,4.65,1.76,5.92,0.039,0.110,676,0.081,0.882,0.087,0.000,0.031,222910,97466,12,0.145,0.037,0.398,16314948,0.213,0.105,0.011,648.83
540000,4103,4.018,0.050,13.17,322798,157450,793,157891,6768,5650,6231027.0,309538.6,0.098,0.230,0.218,0.208,0.246,388,53.52,21.21,35.58,18.27,1.71,5.99,1.02,2.64,15.22,4.30,1.60,5.66,0.028,0.100,520,0.068,0.891,0.086,0.000,0.023,225631,101991,11,0.202,0.027,0.417,16705985,0.202,0.108,0.011,649.77
550000,3813,4.211,0.053,13.81,262865,146105,882,111152,5016,3223,6232880.5,243344.8,0.105,0.218,0.215,0.206,0.255,408,58.25,16.93,39.36,14.94,1.77,5.97,1.18,3.15,15.93,4.45,1.72,5.86,0.028,0.096,531,0.084,0.899,0.089,0.000,0.012,182034,76483,11,0.162,0.055,0.433,16147968,0.203,0.113,0.013,649.88
560000,4076,4.134,0.048,13.38,302966,156294,906,138213,7290,3425,6110896.5,273427.7,0.145,0.211,0.209,0.193,0.242,392,54.81,20.70,36.75,17.58,1.91,6.14,1.04,2.60,15.11,4.66,1.84,6.04,0.032,0.103,560,0.074,0.868,0.106,0.000,0.025,206131,91473,14,0.169,0.030,0.410,16752660,0.192,0.107,0.010,649.37
570000,3963,4.140,0.055,13.35,311962,157373,959,145977,7766,3395,6129526.5,289113.7,0.134,0.210,0.211,0.198,0.248,384,55.12,20.31,36.48,17.09,1.87,6.15,1.21,3.03,15.56,5.06,1.79,5.97,0.030,0.099,548,0.073,0.878,0.106,0.000,0.016,213215,96097,16,0.173,0.009,0.436,16639395,0.193,0.114,0.013,648.93
580000,3822,4.250,0.055,13.60,268711,148444,728,114221,5459,2059,6237511.0,248512.2,0.094,0.217,0.217,0.209,0.263,440,57.81,17.52,39.05,15.12,2.11,6.44,1.07,2.56,15.58,4.36,2.05,6.34,0.035,0.106,485,0.095,0.879,0.104,0.000,0.017,180057,73922,14,0.183,0.009,0.451,16973427,0.197,0.113,0.013,649.47
590000,3865,4.220,0.059,13.50,286702,149253,605,129904,6897,3220,6188043.0,271862.5,0.086,0.227,0.225,0.203,0.259,430,55.98,19.40,37.64,16.43,1.97,6.16,1.06,2.55,15.31,4.70,1.90,6.03,0.034,0.104,504,0.077,0.870,0.109,0.000,0.021,185784,80796,12,0.219,0.000,0.451,17515377,0.191,0.114,0.013,649.71
600000,3872,4.220,0.059,13.73,268388,145607,632,115568,6574,2247,6209242.5,242711.9,0.074,0.233,0.231,0.203,0.258,423,56.74,18.91,38.05,16.06,1.94,6.12,1.18,2.85,15.57,4.86,1.86,5.97,0.032,0.101,543,0.085,0.869,0.108,0.000,0.022,171957,72146,12,0.248,0.000,0.480,18521669,0.187,0.118,0.014,650.26
610000,3944,4.127,0.059,13.31,278547,151183,660,120240,6392,2124,6178583.0,260623.8,0.083,0.241,0.239,0.191,0.246,423,55.64,18.56,36.70,16.47,2.03,6.28,1.07,2.96,15.85,4.50,1.97,6.17,0.032,0.101,571,0.084,0.881,0.098,0.000,0.021,181151,77197,11,0.216,0.080,0.436,17946860,0.183,0.115,0.013,650.07
620000,3772,4.250,0.060,13.41,302696,155033,564,141342,5929,2201,6217844.0,308810.7,0.068,0.253,0.243,0.192,0.243,421,57.51,15.87,37.27,14.65,2.55,7.00,1.10,2.95,16.59,4.57,2.48,6.87,0.040,0.111,571,0.105,0.874,0.104,0.000,0.022,198005,86536,9,0.265,0.058,0.464,17179835,0.182,0.114,0.012,650.66
630000,3713,4.305,0.061,13.48,297728,157582,384,137071,2750,1662,6193557.0,317365.5,0.064,0.269,0.249,0.185,0.233,427,58.39,15.03,37.99,14.35,2.59,6.92,1.10,2.71,16.71,4.46,2.54,6.84,0.041,0.109,612,0.090,0.865,0.113,0.000,0.022,194222,84780,10,0.187,0.036,0.480,17685521,0.174,0.115,0.012,650.42
640000,3749,4.248,0.056,13.69,311028,159540,518,147591,3343,2135,6186047.5,328395.9,0.072,0.265,0.248,0.183,0.232,412,57.97,15.27,38.11,14.22,2.21,6.50,1.08,2.88,16.58,5.02,2.15,6.43,0.037,0.106,612,0.083,0.891,0.083,0.000,0.026,205047,91960,11,0.200,0.114,0.489,18564092,0.174,0.114,0.013,650.33
650000,3450,4.574,0.059,14.68,201530,142627,584,58519,99,1067,6319324.5,193353.5,0.087,0.233,0.230,0.200,0.250,463,63.93,1.21,43.10,7.63,1.74,5.99,1.64,3.71,17.45,4.08,1.70,5.92,0.027,0.094,526,0.122,0.933,0.054,0.000,0.012,143330,55650,10,0.288,0.013,0.602,19655492,0.180,0.115,0.013,649.66
660000,4095,3.972,0.059,14.32,277236,149992,521,122584,3494,1346,6147635.5,261511.9,0.082,0.242,0.231,0.197,0.248,364,53.21,21.89,34.83,18.28,1.78,5.88,1.12,2.80,15.49,5.64,1.74,5.83,0.028,0.093,633,0.079,0.874,0.105,0.000,0.021,185463,79090,13,0.192,0.113,0.451,19420185,0.186,0.118,0.014,650.43
670000,3836,4.258,0.060,14.24,288754,149598,634,135615,3166,2248,6177093.5,308271.9,0.083,0.243,0.240,0.192,0.241,367,56.46,17.62,37.45,15.49,2.41,6.78,1.07,2.57,15.52,4.71,2.30,6.68,0.041,0.113,623,0.092,0.888,0.095,0.000,0.017,192675,80401,11,0.180,0.081,0.473,17786825,0.188,0.118,0.014,648.96
680000,3978,4.134,0.057,14.19,296801,152847,638,141574,1600,2589,6178865.0,316665.7,0.093,0.246,0.236,0.192,0.232,367,54.78,19.18,36.43,16.44,2.10,6.40,1.07,2.54,15.19,4.40,2.03,6.37,0.037,0.106,631,0.104,0.901,0.081,0.000,0.017,201819,83308,13,0.182,0.027,0.482,18278172,0.190,0.114,0.012,649.70
690000,4144,3.994,0.056,14.26,311778,156487,785,152562,1778,3286,6099991.0,313783.1,0.104,0.232,0.228,0.196,0.240,342,52.25,21.83,34.56,17.97,2.28,6.66,0.91,2.57,14.50,4.91,2.19,6.61,0.042,0.117,549,0.102,0.890,0.088,0.000,0.022,212196,93658,14,0.216,0.013,0.436,18869263,0.187,0.116,0.014,649.54
700000,4060,4.122,0.059,14.17,325902,160131,630,163387,1838,4063,6110381.5,332842.1,0.124,0.225,0.219,0.195,0.237,315,53.67,20.28,35.53,17.07,2.26,6.53,1.11,2.81,14.76,4.49,2.16,6.45,0.041,0.110,665,0.098,0.876,0.100,0.000,0.024,222638,99011,14,0.163,0.078,0.462,18665521,0.190,0.120,0.016,648.62
710000,3996,4.109,0.058,14.00,308761,160305,598,146703,1219,4159,6217021.0,321321.1,0.135,0.231,0.216,0.189,0.229,347,53.84,20.27,35.00,17.48,2.36,6.79,1.14,3.27,15.33,4.61,2.28,6.73,0.040,0.112,669,0.093,0.889,0.092,0.000,0.019,212636,91716,10,0.188,0.028,0.424,17628960,0.191,0.118,0.015,648.52
720000,3933,4.165,0.059,14.08,341459,164812,552,174737,1421,4767,6111693.0,368760.0,0.138,0.246,0.225,0.178,0.212,328,55.22,18.28,36.48,16.07,2.34,6.70,0.91,2.56,15.49,4.41,2.18,6.50,0.045,0.115,656,0.124,0.890,0.091,0.000,0.019,234786,104087,13,0.162,0.052,0.400,16185552,0.185,0.115,0.013,648.27
