step,pop,grown,births,children,sexual,no_room,empty,deaths_hunger,deaths_broken,deaths_wear,cells_broken,contacts,plant_intake,meat_intake,kill_gain,scavenged,stay,forward,left,right,blocked,stalled,shoves,moved,turned,sense_used,mass_p10,mass_p50,mass_p90,size_mean,hard_mean,muscle_mean,sensor_mean,digestive_mean,side_mean,density_mean,speed_mean,tooth,born_tooth,fat_mean,on_fat,short,age_death_p50,age_death_p90,worn,cut_break,cut_wear,lineages,top_lineage,shapes,pop_cold,pop_mild,pop_hot,pop_dry,pop_moist,pop_wet,travel_p50,path_mean,grass,grass_grown,wood,algae,litter,carrion,air,soil_land,spent,matter,matter_err,burnt,land_temp,develops,ms_step,ms_world,ms_bodies,ms_lineage,ms_wall,pop_land,pop_surface,pop_bottom,light_share,density_p10,density_p50,density_p90,density_land,density_surface,density_bottom,algae_intake,detritus_intake,intake_land,intake_surface,intake_bottom,kills_land,kills_surface,kills_bottom,blocked_land,blocked_surface,blocked_bottom,no_room_land,no_room_surface,no_room_bottom,litter_sea,deaths_thirst,fill_land,fill_surface,fill_bottom,drinking_land,drinking_surface,drinking_bottom,open_land,open_surface,open_bottom,hard_land,hard_surface,hard_bottom,dry_air_p10,dry_air_p50,dry_air_p90,dry_ground_p10,dry_ground_p50,dry_ground_p90,pool_share,deaths_suffocation,breath_land,breath_surface,breath_bottom,inhaling_land,inhaling_surface,inhaling_bottom,breed_land,breed_surface,breed_bottom,share_land,share_surface,share_bottom,store_land,store_surface,store_bottom,fat_fill,feeling,sighted,sight_front,sight_back,sight_left,sight_right,deaths_cold,warm_land,warm_surface,warm_bottom,cool_land,cool_surface,cool_bottom,btemp_land,btemp_surface,btemp_bottom,wood_intake,climbed,ate_sea,spent_land,spent_sea,matter_land,matter_sea,carried,carried_to_sea,browse,browse_intake,temp_day_land,invaders,invaders_land,invader_grown,invader_lineages
87000,7094,2552,40901,74199,63734,32752,546,12177,1292,2,186859,2314317,28145.325,9731.952,0.2940,6298.567,0.065,0.810,0.078,0.047,0.517,0.370,512,0.0845,0.6657,0.054,13.0,41.1,72.0,29.81,1.97,9.22,0.33,18.29,6.81,1.388,0.224,0.249,0.259,9.022,0.367,0.0024,91,399,646,11253,80,12,0.256,4487,35,1672,5387,171,1173,5750,8.25,13.86,21299,20.0542,66303,13830,145876,1944.0,-0.0,965534,9.959,2631075.518,1.77e-16,0.00034,34.08,31030,16.688,1.556,14.782,0.350,16.688,2848,1626,2620,0.2475,0.978,1.374,1.996,1.543,0.959,1.486,8320.939,11940.514,9539.102,8287.769,16617.021,1327.540,685.160,1420.684,0.567,0.457,0.526,0.441,0.359,0.501,27571,23128,0.7096,0.2499,0.3530,0.9989,0.0216,0.0508,0.6553,1.1074,0.9389,0.1182,0.0124,0.0255,0.0000,0.7446,0.9541,0.1881,0.6793,0.9948,0.00271,3111,0.9981,0.9246,0.7780,0.9976,0.0217,0.0508,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.0885,4.9052,6.0715,0.0489,0.0533,0.0374,0.039,0.056,0.067,0.042,724,0.0688,0.0049,0.0028,0.00204,0.00056,0.00092,27.65,26.19,26.43,1429.6561,0.0550,25.1077,4.1395,5.8198,1175202,1450538,3.1256,0.3205,2744.0,1429.6561,26.44,0,0,0,0
88000,8387,2767,42406,75541,64090,32672,463,13102,1463,0,219102,2543216,27590.676,9937.639,0.2914,5947.868,0.045,0.831,0.068,0.056,0.521,0.365,608,0.0782,0.6704,0.049,12.1,39.9,72.0,29.91,1.66,8.94,0.30,19.02,6.75,1.381,0.220,0.208,0.218,8.612,0.358,0.0024,94,414,728,10925,107,19,0.322,5180,99,1621,6667,168,1390,6829,7.50,13.83,23622,21.5623,66197,14774,152579,1505.2,-0.0,961211,11.034,2631075.518,2.37e-14,0.00032,10.34,31087,17.101,1.554,15.056,0.490,17.101,3192,2150,3045,0.2699,0.921,1.404,1.996,1.605,0.920,1.472,8372.302,9837.884,11334.275,8331.654,13872.615,1698.734,719.499,1571.539,0.578,0.435,0.529,0.459,0.370,0.469,31392,22740,0.7297,0.1910,0.3434,0.9988,0.0208,0.0443,0.6820,1.0229,0.9238,0.1033,0.0143,0.0269,0.0000,0.0000,0.8437,0.1407,0.6475,0.9690,0.00273,2744,0.9991,0.8676,0.7815,0.9981,0.0209,0.0443,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.4311,5.1444,5.7758,0.0473,0.0475,0.0346,0.048,0.051,0.060,0.046,1064,0.0960,0.0044,0.0032,0.00207,0.00063,0.00094,24.07,26.93,26.63,1455.5795,0.0623,22.3949,5.3058,5.7283,1175777,1449206,2.2842,0.2301,2807.4,1455.5795,21.85,0,0,0,0
89000,10558,3172,43991,89899,77784,45420,488,13363,2071,3,267851,2699237,31553.405,11892.006,0.3018,6839.089,0.046,0.843,0.065,0.047,0.523,0.359,929,0.0674,0.6570,0.052,12.3,44.9,74.7,31.64,1.91,8.37,0.30,21.05,6.98,1.373,0.200,0.208,0.212,8.656,0.305,0.0023,93,431,771,13683,137,20,0.458,5982,334,1981,8243,992,2362,7204,6.00,13.07,22303,23.6291,66191,15791,158687,2296.7,-0.0,957832,10.958,2631075.518,1.98e-14,0.00004,32.05,33729,18.091,1.553,15.927,0.611,18.091,5294,1808,3456,0.2292,0.951,1.358,1.995,1.491,0.959,1.409,7160.289,10095.730,17695.070,7155.998,13541.425,2561.009,703.981,1787.928,0.584,0.414,0.517,0.620,0.363,0.466,34642,23214,0.5619,0.1430,0.3248,0.9996,0.0262,0.0395,0.6399,1.0594,0.9725,0.0841,0.0204,0.0299,0.0000,0.7488,0.9614,0.1184,0.6574,0.9552,0.00272,2285,0.9998,0.9380,0.8165,0.9993,0.0262,0.0396,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.8352,5.0613,5.7692,0.0457,0.0389,0.0257,0.037,0.038,0.042,0.042,884,0.0597,0.0044,0.0036,0.00214,0.00064,0.00079,24.75,27.20,27.39,1609.4882,0.0716,20.8603,5.6268,5.3316,1174534,1448548,1.1819,0.0753,2709.7,1609.4882,21.14,0,0,0,0
90000,9404,3170,56657,114444,99756,56976,811,17732,2620,5,348172,3438299,37184.615,15602.734,0.3001,9073.054,0.055,0.813,0.074,0.058,0.531,0.348,1681,0.0977,0.6574,0.056,13.1,36.6,73.4,30.54,1.82,9.45,0.26,19.01,6.80,1.324,0.243,0.218,0.227,8.228,0.365,0.0024,95,441,893,19352,140,16,0.483,5776,749,1295,7360,1028,1365,7011,7.00,14.26,19645,20.6148,66163,12653,158590,3061.1,-0.0,962476,15.900,2631075.518,1.61e-14,0.00005,15.85,42161,22.688,1.561,20.586,0.540,22.715,4264,2010,3130,0.2654,0.839,1.304,1.993,1.480,0.864,1.406,10393.843,12221.683,18289.828,10360.959,17606.881,3272.589,1032.339,2224.752,0.576,0.479,0.511,0.532,0.470,0.499,34252,32035,0.5567,0.1629,0.3521,0.9997,0.0240,0.0338,0.6440,0.9780,1.0114,0.0974,0.0201,0.0177,0.0000,0.1410,0.8427,0.2900,0.6625,0.9472,0.00268,3707,0.9997,0.8010,0.7769,0.9990,0.0240,0.0338,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7937,5.5059,5.4858,0.0438,0.0383,0.0265,0.034,0.039,0.052,0.031,1712,0.0974,0.0042,0.0048,0.00194,0.00100,0.00090,26.04,28.48,27.06,1634.6366,0.0858,28.1336,8.8118,7.0879,1176503,1448049,0.6657,0.0153,2595.4,1634.6366,21.22,0,0,0,0
91000,6519,2285,43429,88252,77795,44164,659,11852,1495,3,238015,2205034,29639.408,11835.739,0.2951,7445.539,0.065,0.804,0.076,0.056,0.498,0.372,837,0.1040,0.6562,0.050,17.1,44.3,81.2,34.13,2.43,9.61,0.37,21.73,7.15,1.369,0.224,0.234,0.241,9.278,0.355,0.0023,77,426,582,12878,53,11,0.268,4143,577,866,5076,929,887,4703,7.75,15.03,17413,19.7908,66017,14273,158718,1688.0,-0.0,966808,10.690,2631075.518,2.39e-14,0.00005,12.95,30409,15.041,1.558,13.220,0.262,15.042,3101,1255,2163,0.2312,0.915,1.389,1.908,1.469,0.918,1.488,6468.855,8775.577,18298.090,6460.878,12325.978,2418.254,574.485,1397.461,0.554,0.414,0.472,0.565,0.394,0.486,35043,29219,0.5119,0.1890,0.3034,0.9998,0.0267,0.0402,0.5986,1.0361,0.9688,0.1133,0.0218,0.0211,0.0000,0.1205,0.9313,0.1007,0.6418,0.9445,0.00271,2478,0.9996,0.9211,0.8661,0.9988,0.0267,0.0402,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5918,5.3939,5.2583,0.0452,0.0471,0.0377,0.045,0.064,0.075,0.062,1267,0.0838,0.0060,0.0056,0.00209,0.00059,0.00082,23.62,26.77,26.79,1459.8787,0.0688,18.8630,5.9631,4.7274,1177697,1448255,1.0820,0.1865,2652.6,1459.8787,16.59,0,0,0,0
92000,6098,2120,43814,98434,89110,53698,922,10357,1380,2,189795,2197207,31303.874,10094.685,0.2553,7065.977,0.057,0.784,0.108,0.051,0.545,0.341,802,0.0901,0.6531,0.047,18.8,47.2,79.0,34.04,2.49,9.19,0.33,22.02,7.07,1.368,0.206,0.280,0.287,9.566,0.362,0.0022,76,355,609,13176,50,11,0.439,3663,307,682,5109,834,945,4319,5.75,12.07,20706,21.2371,65994,12508,155068,1303.2,0.0,964213,9.530,2631075.518,1.47e-14,0.00007,29.72,34997,15.227,1.538,13.503,0.187,15.228,3173,1051,1874,0.1860,0.970,1.416,1.872,1.500,0.917,1.397,8853.181,12491.645,12270.316,8838.684,17260.851,1098.853,1025.590,904.264,0.582,0.519,0.526,0.520,0.538,0.574,31371,30158,0.6810,0.1673,0.3019,0.9998,0.0274,0.0359,0.6069,1.0601,0.9191,0.1122,0.0226,0.0208,0.0000,0.6927,0.9475,0.1939,0.7609,0.9595,0.00265,1473,0.9996,0.8010,0.8106,0.9990,0.0274,0.0359,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.2755,5.7925,5.2776,0.0440,0.0435,0.0238,0.039,0.062,0.071,0.036,865,0.0890,0.0031,0.0042,0.00208,0.00123,0.00113,26.28,26.48,27.16,1444.0804,0.0439,26.2051,4.7073,4.8230,1178091,1448094,2.0234,0.3727,2696.9,1444.0804,20.13,0,0,0,0
93000,8898,2420,39742,85044,77556,44699,603,9924,698,1,144802,2040907,29881.134,8437.875,0.2781,5920.867,0.058,0.793,0.101,0.049,0.535,0.358,447,0.0542,0.6400,0.053,18.9,42.8,77.6,36.38,1.80,7.88,0.82,25.88,7.23,1.294,0.177,0.200,0.207,8.608,0.318,0.0022,79,398,610,7871,74,13,0.467,4874,33,1148,7717,373,1668,6857,5.75,11.82,22653,23.2900,65909,13298,156290,1961.7,-0.0,959815,9.582,2631075.518,4.42e-15,0.00005,7.39,26783,13.385,1.543,11.469,0.372,13.385,3741,2033,3124,0.2496,0.927,1.201,1.853,1.469,0.917,1.329,7591.105,10650.303,14100.668,7558.933,14142.400,1299.166,466.962,750.880,0.593,0.506,0.482,0.592,0.446,0.534,30699,24386,0.5899,0.1650,0.2793,0.9996,0.0223,0.0437,0.6221,0.8942,0.8219,0.0905,0.0152,0.0199,0.0000,0.0000,0.7397,0.1277,0.6720,0.9482,0.00264,962,0.9994,0.8064,0.7549,0.9986,0.0223,0.0437,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5397,5.6033,5.1831,0.0418,0.1195,0.0943,0.075,0.129,0.196,0.075,971,0.0937,0.0032,0.0039,0.00211,0.00087,0.00107,25.25,27.95,27.86,1447.0164,0.0488,21.8456,4.9452,4.6365,1177962,1446361,2.5417,0.3962,2741.4,1447.0164,17.88,0,0,0,0
94000,6934,2784,51147,118650,107818,66752,751,11688,1453,1,242972,2503528,39739.287,14778.602,0.2757,10591.409,0.061,0.765,0.111,0.063,0.543,0.346,664,0.0866,0.6307,0.061,19.9,47.6,84.1,36.55,3.22,10.13,0.51,22.68,7.21,1.352,0.212,0.318,0.331,10.732,0.388,0.0021,75,357,680,11850,45,9,0.374,4647,146,1307,5481,371,2035,4528,5.25,11.56,20832,24.1171,65934,12424,153749,2112.3,-0.0,960369,11.107,2631075.518,3.26e-14,0.00027,25.94,41352,19.892,1.570,18.033,0.289,19.892,4436,867,1631,0.2257,0.864,1.362,1.993,1.442,0.923,1.337,9919.363,13254.616,20965.545,9874.680,19490.471,2112.376,768.233,1306.584,0.610,0.490,0.489,0.624,0.492,0.557,27065,36531,0.6751,0.1520,0.2397,0.9999,0.0262,0.0408,0.5900,1.0718,0.9676,0.1191,0.0233,0.0172,0.0000,0.6110,0.9527,0.0373,0.6723,0.9418,0.00264,2581,0.9998,0.8300,0.7933,0.9988,0.0262,0.0408,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9802,5.8005,5.3801,0.0460,0.0800,0.0508,0.057,0.069,0.067,0.077,857,0.0618,0.0026,0.0039,0.00224,0.00094,0.00124,24.87,26.24,27.21,1449.3113,0.0590,29.6337,5.7518,5.3556,1177820,1447072,2.4335,0.2580,2769.7,1449.3113,18.38,0,0,0,0
95000,8607,3668,38895,81743,72513,42442,406,12491,994,0,228074,2515144,31474.016,11869.908,0.2857,7797.369,0.065,0.782,0.088,0.066,0.562,0.333,651,0.0648,0.6041,0.046,21.0,49.0,90.5,37.65,2.46,9.79,0.43,24.97,7.29,1.383,0.206,0.269,0.278,11.064,0.396,0.0023,102,493,791,11603,63,12,0.483,5510,153,1279,7175,865,2189,5553,4.25,10.42,16563,21.5679,66078,15256,157991,2205.1,-0.0,965006,12.689,2631075.518,2.90e-14,0.00011,22.75,29429,18.583,1.571,16.558,0.454,18.583,4863,1349,2395,0.1903,0.926,1.405,1.979,1.528,0.884,1.369,5746.086,7677.180,23103.348,5714.671,10453.366,2764.309,589.282,718.948,0.633,0.457,0.478,0.621,0.344,0.446,32301,20969,0.6245,0.2686,0.3091,0.9998,0.0322,0.0392,0.5881,1.0456,0.8888,0.0947,0.0115,0.0176,0.0000,0.3884,0.9102,0.3041,0.6543,0.9463,0.00259,1680,0.9997,0.9066,0.7485,0.9992,0.0322,0.0392,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,6.0223,6.0466,5.1984,0.0423,0.0611,0.0332,0.055,0.032,0.051,0.046,1088,0.0625,0.0038,0.0052,0.00184,0.00062,0.00096,27.78,27.03,27.65,1588.6523,0.0681,16.3275,7.9617,4.7271,1177348,1445848,1.9383,0.0739,2658.1,1588.6523,22.86,0,0,0,0
96000,9263,3127,49382,126642,116278,76689,571,13501,1174,3,234244,2440102,41582.088,13767.505,0.2822,9635.967,0.044,0.727,0.125,0.104,0.531,0.350,622,0.0695,0.6185,0.068,20.5,46.9,84.5,41.78,2.76,8.53,1.03,29.46,7.52,1.213,0.182,0.259,0.268,9.932,0.343,0.0023,93,437,905,10564,108,14,0.188,5632,292,1090,7881,1566,1428,6269,6.25,12.52,12616,19.5356,66076,11695,153853,5257.2,-0.0,971858,13.653,2631075.518,1.06e-15,0.00007,11.79,48339,22.556,1.575,20.410,0.571,22.556,4642,1804,2817,0.3607,0.798,1.074,1.791,1.293,0.901,1.281,11325.792,13236.411,21895.327,11339.690,17983.039,2411.136,617.745,1102.657,0.614,0.473,0.441,0.695,0.509,0.578,30520,28561,0.5629,0.1770,0.2384,0.9998,0.0347,0.0349,0.5656,0.8129,0.8106,0.1077,0.0177,0.0181,0.0000,0.0000,0.8984,0.1245,0.6181,0.9531,0.00265,4450,0.9994,0.7452,0.7047,0.9992,0.0347,0.0349,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.5865,5.5029,4.9112,0.0433,0.0914,0.0694,0.059,0.165,0.111,0.196,1037,0.0719,0.0038,0.0053,0.00202,0.00115,0.00108,24.44,28.25,27.91,1537.0361,0.0684,29.4341,7.8658,5.7871,1178430,1444794,2.0150,0.0271,2618.8,1537.0361,20.41,0,0,0,0
97000,6142,2471,35480,79397,70271,43671,246,11448,1049,3,191503,2157591,28510.110,11666.917,0.2800,8315.587,0.051,0.792,0.085,0.072,0.532,0.350,695,0.0928,0.6120,0.072,19.5,48.1,79.7,36.30,2.74,10.21,0.48,22.87,7.08,1.328,0.218,0.314,0.321,10.459,0.381,0.0024,100,490,791,8416,88,15,0.323,4102,230,1140,4772,805,916,4421,5.50,12.04,11934,16.3006,66142,12811,149482,1861.3,-0.0,979574,11.350,2631075.518,3.54e-16,0.00008,37.87,31614,17.101,1.547,15.317,0.238,17.102,3022,1069,2051,0.2302,0.917,1.320,1.912,1.449,0.930,1.357,6615.570,9200.747,16901.470,6609.814,13314.412,1694.080,759.754,897.496,0.630,0.413,0.478,0.622,0.428,0.551,30022,22649,0.6550,0.1254,0.2789,0.9999,0.0293,0.0451,0.5939,0.9628,0.9063,0.1257,0.0173,0.0149,0.0000,0.8388,0.9645,0.1455,0.6578,0.9769,0.00268,2723,0.9998,0.8408,0.7198,0.9996,0.0293,0.0451,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.9163,5.8670,5.5215,0.0437,0.0565,0.0417,0.066,0.053,0.045,0.071,729,0.0483,0.0081,0.0065,0.00224,0.00060,0.00084,26.74,25.88,26.34,1688.0306,0.0587,20.0436,6.3652,4.9848,1180547,1445266,2.7368,0.1881,2451.6,1688.0306,25.00,0,0,0,0
98000,7071,2428,30138,51966,44577,21660,168,9386,827,0,174526,1935971,21706.125,7145.286,0.2640,4266.059,0.038,0.836,0.079,0.047,0.538,0.344,538,0.0723,0.6215,0.048,15.5,40.0,73.1,31.98,2.77,9.51,0.60,19.10,6.88,1.282,0.232,0.317,0.329,9.312,0.365,0.0023,97,486,704,9376,52,15,0.258,4690,150,1535,5386,759,738,5574,6.50,11.96,15445,16.3767,66074,14657,151705,1253.7,-0.0,979329,9.600,2631075.518,3.54e-15,0.00036,16.14,20527,12.564,1.539,10.705,0.321,12.566,2835,1653,2583,0.3086,0.869,1.209,1.860,1.380,0.926,1.401,6697.703,7194.643,9419.335,6686.680,9866.168,1383.757,814.470,681.000,0.627,0.442,0.498,0.486,0.366,0.416,34237,15770,0.7030,0.1903,0.3156,1.0000,0.0367,0.0432,0.6072,1.0695,0.9587,0.1505,0.0326,0.0298,0.0000,0.0279,0.8835,0.1557,0.6694,0.9922,0.00270,2516,0.9990,0.8850,0.7661,0.9988,0.0367,0.0432,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7445,5.8163,5.6351,0.0441,0.0680,0.0461,0.079,0.054,0.057,0.092,710,0.0730,0.0054,0.0042,0.00195,0.00067,0.00079,25.48,25.31,26.35,1766.3789,0.0561,16.6858,5.1353,4.4644,1181178,1444502,3.1834,0.3118,2253.4,1766.3789,25.09,0,0,0,0
99000,6984,2459,42861,78717,68517,35522,334,11575,1123,0,213629,2351228,29512.735,9241.262,0.2522,5874.144,0.038,0.823,0.081,0.057,0.537,0.341,1073,0.0923,0.6559,0.054,17.7,41.1,76.9,33.87,2.73,9.45,0.51,21.18,6.99,1.285,0.218,0.301,0.311,9.579,0.363,0.0023,78,381,844,10009,133,13,0.238,4590,34,1587,5363,132,1210,5642,6.50,12.81,18487,18.5308,65980,14181,151446,1595.2,-0.0,976440,10.490,2631075.518,1.12e-14,0.00010,23.57,31249,15.849,1.529,14.019,0.301,15.850,2907,1514,2563,0.2920,0.887,1.214,1.851,1.377,0.933,1.387,9359.447,11578.407,10263.630,9332.782,15790.467,1394.188,1129.297,843.633,0.611,0.458,0.527,0.429,0.385,0.511,33552,27083,0.7373,0.2098,0.3264,0.9997,0.0314,0.0392,0.6014,0.9429,0.9262,0.1360,0.0342,0.0337,0.0000,0.5690,0.9425,0.0143,0.6510,0.9899,0.00272,2373,0.9994,0.8414,0.8554,0.9983,0.0314,0.0392,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.7835,5.7548,5.4317,0.0486,0.0640,0.0504,0.043,0.107,0.085,0.087,794,0.0777,0.0046,0.0028,0.00209,0.00086,0.00093,23.05,26.32,26.43,1672.4276,0.0602,25.2778,4.8265,5.6639,1181709,1443817,3.0745,0.3239,2186.8,1672.4276,22.18,0,0,0,0
100000,7751,2499,36718,61759,52174,24792,249,11405,1005,2,213144,2332967,25874.372,8202.917,0.2693,4614.796,0.040,0.844,0.060,0.057,0.539,0.342,829,0.0791,0.6512,0.061,15.6,39.5,75.9,33.05,2.50,9.79,0.37,20.38,6.91,1.275,0.234,0.286,0.303,9.048,0.351,0.0024,94,434,871,12439,162,15,0.208,5232,39,1714,5998,257,1463,6031,7.00,12.68,21610,20.9232,66023,15170,155591,1347.7,-0.0,972277,10.427,2631075.518,1.75e-14,0.00066,30.54,24484,14.427,1.543,12.471,0.413,14.461,3340,1680,2731,0.3225,0.839,1.212,1.814,1.335,0.924,1.419,7664.244,8829.100,10996.523,7624.233,11868.412,1700.394,831.035,1056.692,0.600,0.475,0.519,0.465,0.342,0.409,36315,20025,0.6354,0.2267,0.3369,0.9992,0.0301,0.0412,0.6073,0.9335,0.9991,0.1277,0.0274,0.0258,0.0000,0.6486,0.9336,0.2671,0.6716,0.9706,0.00270,2719,0.9988,0.7244,0.7785,0.9980,0.0301,0.0412,0.1000,0.1000,0.1000,0.5000,0.5000,0.5000,5.6789,5.9133,5.6542,0.0478,0.0544,0.0439,0.039,0.098,0.071,0.055,795,0.0725,0.0038,0.0043,0.00232,0.00077,0.00075,28.73,26.88,26.07,1676.1224,0.0653,19.6727,5.0903,5.3369,1182132,1443021,2.1591,0.2163,2132.9,1676.1224,25.19,0,0,0,0
