step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
84000,2865,0.4304,78801.6,904,917,994,954,114,125,112,9208,13407,20937
85000,2879,0.4116,82086.5,925,877,1052,950,132,141,120,9034,12196,18198
86000,2919,0.4443,82175.0,953,882,1012,1025,121,155,141,9243,12986,19133
87000,2830,0.4233,80228.0,960,874,986,970,111,145,117,9548,13368,19546
88000,2717,0.4343,74526.7,938,856,931,930,143,111,108,9987,16922,22251
89000,2614,0.4338,70378.8,951,817,945,852,125,141,111,10879,19220,25577
90000,2450,0.4453,63435.4,947,870,870,710,128,125,117,12303,21907,29748
91000,2079,0.4959,52199.7,1001,794,703,582,101,121,110,14858,28208,35396
92000,1720,0.5157,38814.4,995,738,598,384,95,126,108,17457,34870,42107
93000,1213,0.5482,24914.0,1026,632,345,236,81,113,119,19767,40505,49944
94000,737,0.5712,14942.9,1099,489,149,99,59,80,75,21460,44912,55144
95000,585,0.5419,11810.7,869,453,86,46,18,68,46,19993,46871,58584
96000,656,0.5259,10296.6,666,495,115,46,10,104,45,19398,47146,59931
97000,854,0.4555,14081.8,733,549,184,121,21,135,111,17348,45214,59099
98000,1267,0.4901,22021.8,761,630,356,281,53,173,174,15047,41077,56003
99000,1772,0.4594,31846.7,786,709,578,485,76,177,196,14420,35252,50692
100000,2104,0.4368,46335.8,857,718,733,653,95,142,174,12963,28541,42617
101000,2395,0.4242,61679.0,877,798,862,735,93,122,122,11517,20861,33449
102000,2592,0.4140,70989.7,911,858,938,796,120,128,114,9489,17040,27446
103000,2842,0.4377,75003.6,897,916,984,942,132,142,123,9071,15267,23879
104000,2890,0.4107,80332.4,923,929,995,966,148,122,118,8663,14335,20205
105000,2911,0.4277,80985.9,934,940,952,1019,155,110,122,8987,14073,18258
106000,2789,0.4213,79921.4,997,897,974,918,130,136,153,9816,14096,18814
107000,2868,0.4317,76269.4,947,926,988,954,122,147,151,10246,16486,21064
108000,2762,0.4312,74979.0,953,897,990,875,105,150,128,10199,17515,22023
109000,2759,0.4505,67077.7,929,953,958,848,127,144,148,11515,20343,26486
110000,2431,0.4492,57678.7,938,818,832,781,123,152,150,13327,24713,32351
111000,2005,0.4768,51160.6,1023,747,673,585,116,113,110,14950,29177,35861
112000,1726,0.5214,39460.3,1004,719,551,456,116,99,123,16500,34857,42620
113000,1240,0.5605,25099.8,1053,658,309,273,86,122,128,19110,40820,49948
114000,824,0.6189,15512.2,1131,534,180,110,59,112,88,20629,45525,55366
115000,632,0.5570,10882.1,858,486,98,48,20,86,46,19193,48159,59435
116000,626,0.5543,10113.9,760,473,92,61,8,84,61,17604,48156,60906
117000,866,0.4700,13919.6,764,551,184,131,22,141,124,15650,45984,60025
118000,1381,0.4946,20862.7,716,689,379,313,63,185,175,14586,42132,57076
119000,1807,0.4665,30902.5,782,713,631,463,78,194,221,13903,36227,51844
120000,2171,0.4454,44182.9,877,796,755,620,101,172,200,12022,29329,44380
121000,2432,0.4445,58584.6,891,814,870,748,106,131,170,10341,22167,36177
122000,2590,0.4421,68514.5,906,882,895,813,149,137,142,9766,17792,29962
123000,2723,0.3941,73580.2,908,888,970,865,124,167,153,8548,15124,26543
124000,2938,0.4278,76693.3,911,853,1022,1063,147,167,171,7861,15008,24377
125000,2962,0.4281,81460.2,966,891,1042,1029,141,178,169,7792,13616,22028
126000,2978,0.4362,78284.3,947,936,995,1047,159,156,156,8561,14168,22473
127000,2797,0.4537,75750.3,990,866,936,995,147,168,161,8558,15532,25170
128000,2721,0.4432,74085.1,1020,859,965,897,170,166,172,9373,16274,26526
129000,2651,0.4542,69977.3,991,896,917,838,160,151,174,10075,18743,28963
130000,2343,0.4819,60460.4,1007,793,785,765,148,141,126,11521,23169,34204
131000,2118,0.4816,51332.5,997,806,702,610,117,128,165,12613,27551,38827
132000,1739,0.5296,37419.3,1011,782,500,457,107,124,147,15645,33866,46127
133000,1231,0.6028,23637.4,1129,636,328,267,94,121,143,18028,41057,53166
134000,843,0.6121,14292.9,1107,554,164,125,59,98,96,18768,45566,58240
135000,603,0.5373,9261.0,837,477,90,36,17,81,35,17829,48168,61989
136000,636,0.5173,9990.6,779,465,103,68,7,100,68,15912,48166,63092
137000,859,0.5111,14088.5,799,539,177,143,17,137,123,14396,45810,61757
138000,1242,0.4815,22406.7,847,626,350,266,52,171,174,12579,41399,57899
139000,1827,0.4444,31004.6,778,758,583,486,94,180,203,12748,35874,52924
140000,2240,0.4344,44578.7,855,759,800,681,114,196,173,11646,28950,45347
141000,2471,0.4298,58677.8,910,806,870,795,131,151,143,10761,22176,36273
142000,2614,0.4193,70771.2,956,841,918,855,132,144,144,9036,17626,28385
143000,2808,0.4309,74172.4,954,825,1003,980,118,139,127,8568,15927,25722
144000,3064,0.4302,81930.2,937,930,1091,1043,153,155,133,8059,12979,21449
145000,3031,0.4058,84372.9,969,945,1037,1049,124,157,129,9149,12415,18393
146000,2990,0.4385,81940.1,1007,873,1064,1053,151,161,126,8905,12866,20229
147000,3056,0.4287,82281.2,995,955,1039,1062,125,176,115,9756,13551,18884
148000,3060,0.4513,78518.7,968,963,1092,1005,117,145,113,11368,15066,20336
149000,2977,0.4337,72417.7,931,1016,1019,942,165,151,134,12118,17822,23502
150000,2709,0.4799,65676.0,980,1008,890,811,133,151,130,13207,21369,28516
151000,2401,0.5190,54605.0,988,923,825,653,128,141,146,15104,26137,34870
152000,1937,0.5276,37787.4,967,895,545,497,144,105,145,18908,33736,42744
153000,1334,0.5997,24593.7,1087,735,358,241,99,120,117,21489,39663,50105
154000,873,0.5773,16499.9,1105,609,159,105,74,86,87,21543,43613,54662
155000,774,0.5336,12754.2,821,622,103,49,22,82,43,20271,45953,57989
156000,690,0.5464,11238.6,801,554,79,57,9,69,54,18553,46720,59786
157000,918,0.4423,15205.2,768,595,211,112,18,147,94,16293,44822,58866
158000,1391,0.4572,22182.1,756,695,360,336,39,181,173,14679,40894,55747
159000,1986,0.4728,32163.0,781,797,687,502,81,197,177,13514,35401,50668
160000,2346,0.4527,44786.4,833,873,790,683,101,159,162,12131,28801,43577
161000,2748,0.4221,59894.5,867,991,931,826,126,153,152,10483,21353,34473
162000,2937,0.4161,71795.3,899,908,1038,991,109,153,123,9773,16726,26738
163000,3173,0.4315,76735.2,886,1019,1140,1014,141,140,131,9722,14666,22400
164000,3330,0.4423,78683.8,905,1117,1109,1104,151,143,159,9677,13744,21157
165000,3430,0.4507,81136.1,918,1120,1142,1168,146,157,165,9333,13156,19580
166000,3404,0.4345,80535.0,921,1155,1128,1121,162,125,152,9621,12501,19974
167000,3412,0.4308,79742.6,912,1087,1136,1189,144,139,151,10479,13496,20561
168000,3209,0.4543,76502.3,958,1031,1112,1066,140,167,131,11140,14952,22156
169000,2997,0.4581,69916.1,966,1007,1035,955,138,128,125,12775,17205,25568
170000,2823,0.4435,63790.5,918,1047,943,833,118,138,120,13011,20175,29434
171000,2545,0.4974,53969.7,894,994,815,736,120,138,144,14677,26087,35540
172000,2087,0.5621,37597.1,941,913,642,532,127,127,129,17740,33246,44640
173000,1422,0.5844,23383.8,1018,755,366,301,97,93,129,20593,39556,51501
174000,995,0.5849,15254.0,1024,719,189,87,66,108,58,20897,43826,56411
175000,668,0.5629,10653.6,910,566,85,17,21,66,17,20375,46183,59236
176000,687,0.5211,10474.6,797,562,96,29,14,75,29,19239,46295,59829
177000,992,0.4748,14415.1,697,635,231,126,26,108,99,17030,44571,58664
178000,1482,0.4622,21535.2,656,740,381,361,62,133,151,15204,40736,55638
179000,1953,0.4639,31859.0,761,799,596,558,79,159,178,14396,35406,50433
180000,2236,0.4441,46361.2,876,875,723,638,105,134,141,12646,27998,42533
181000,2688,0.4453,63135.9,904,932,906,850,115,154,159,10224,20832,32843
182000,2990,0.4428,68802.0,892,1019,1073,898,111,144,135,9843,17669,27372
183000,3236,0.4558,73676.9,884,1016,1190,1030,132,170,122,9120,15708,25226
184000,3346,0.4417,79521.9,895,1162,1114,1070,163,133,138,8735,13618,21763
185000,3319,0.4492,79300.0,930,1126,1091,1102,164,117,136,9221,14088,20639
186000,3332,0.4562,78122.6,942,1163,1123,1046,148,132,128,8910,14142,21771
187000,3228,0.4600,77097.5,925,1095,1110,1023,160,150,133,8978,15094,23103
188000,3017,0.4614,72093.7,951,998,1074,945,145,121,106,9797,17151,24940
189000,2915,0.4683,69527.2,941,1042,1006,867,137,127,131,9965,19835,27389
190000,2767,0.4648,60683.2,911,972,959,836,118,128,120,11302,23905,31398
191000,2488,0.4883,51295.7,920,941,827,720,108,130,122,12813,28254,37088
192000,1970,0.5711,38304.0,970,767,674,529,103,138,152,16476,34092,44154
193000,1385,0.5776,24398.8,1009,695,377,313,80,111,157,19787,40239,50457
194000,915,0.5814,13916.4,968,677,136,102,64,70,80,21846,44666,55272
195000,694,0.5562,11030.3,865,579,77,38,27,62,36,20644,47000,58448
196000,791,0.5209,10000.3,705,639,91,61,12,78,60,18561,47622,60082
197000,968,0.4762,12772.3,678,663,187,118,22,119,90,16874,45668,59227
198000,1406,0.4801,21951.0,757,692,410,304,49,188,153,14762,41464,55975
199000,2018,0.4678,30688.1,774,819,659,540,85,187,204,13611,36090,51615
200000,2416,0.4437,46709.5,797,889,811,716,106,150,153,11934,28340,42861
201000,2749,0.4554,59497.3,868,994,935,820,133,143,118,11144,22599,34732
202000,3034,0.4103,69710.0,859,1003,1089,942,127,145,116,9726,17652,26627
203000,3226,0.4392,74994.1,886,1071,1053,1102,166,143,123,9712,15782,23394
204000,3198,0.4378,74386.8,917,1152,1024,1022,165,136,127,9241,15796,23554
205000,3369,0.4304,80051.6,885,1128,1209,1032,144,161,125,8366,12987,20664
206000,3295,0.4404,77290.4,921,1052,1122,1121,148,149,113,8481,14297,22475
207000,3266,0.4385,76025.8,914,1037,1153,1076,138,160,123,8804,15542,23466
208000,3142,0.4736,71713.7,911,1070,1137,935,142,147,125,9809,17207,24695
209000,2991,0.4577,69440.4,927,1026,1005,960,136,143,143,9988,19326,27975
210000,2807,0.4906,61522.4,953,883,1049,875,134,154,157,11150,22934,32541
211000,2564,0.5043,48866.3,905,951,850,763,118,125,135,14271,28750,37995
212000,1946,0.5555,35035.2,960,807,597,542,112,123,118,16894,35047,45738
213000,1423,0.5882,22136.7,1017,756,403,264,83,110,127,19158,41787,51616
214000,948,0.5781,14168.7,993,671,183,94,59,106,79,20363,45418,56350
215000,659,0.5827,10132.1,914,548,68,43,37,56,40,19338,47820,59712
216000,699,0.5494,10423.3,833,589,80,30,15,65,30,17332,47609,60706
217000,1046,0.4465,13832.9,641,662,246,138,31,115,76,15915,45368,59296
218000,1467,0.4744,20721.4,667,718,441,308,85,154,133,14680,41743,56497
219000,2033,0.4383,30438.3,727,872,595,566,113,152,189,13623,36613,51426
220000,2443,0.4490,45106.2,807,903,816,724,107,138,176,12302,29206,43013
221000,2686,0.4267,60666.0,875,960,931,795,126,145,133,10444,21931,34020
222000,2859,0.4012,67487.0,882,937,1032,890,119,164,133,9689,18697,28019
223000,3033,0.4220,76336.1,916,1014,1055,964,134,118,162,8866,15184,23559
224000,3247,0.4306,77854.5,893,1018,1222,1007,128,137,144,8910,13345,21933
225000,3331,0.4476,81264.3,922,1108,1129,1094,163,128,150,9401,12595,20121
226000,3321,0.4366,81566.1,954,1148,1171,1002,151,136,141,9201,13325,19836
227000,3399,0.4413,78737.4,912,1131,1189,1079,123,157,163,10431,14116,20017
228000,3292,0.4623,73244.4,921,1150,1176,966,137,153,136,11118,16057,23977
229000,3117,0.4565,69450.9,932,1080,1070,967,121,113,126,11684,17568,26801
230000,2737,0.4921,63395.9,958,985,982,770,119,130,112,12317,21679,30681
231000,2526,0.5051,51120.8,909,957,877,692,122,102,128,15504,27626,36578
232000,1980,0.5303,36953.8,958,836,625,519,112,107,132,17987,33526,43567
233000,1360,0.6125,23407.2,1036,742,347,271,98,102,126,21158,39726,50292
234000,981,0.5688,15685.2,997,696,178,107,64,80,78,22267,43609,54647
235000,730,0.5397,11189.2,828,605,72,53,19,62,51,21294,46253,58157
236000,676,0.5163,11096.1,794,540,88,48,7,79,48,19152,46490,59515
237000,1021,0.4799,15539.2,692,688,225,108,25,131,66,16861,44203,58243
238000,1509,0.4877,21080.5,668,760,436,313,56,171,136,15646,41068,55652
239000,2120,0.4788,30037.7,696,895,673,552,78,161,148,14658,35858,50914
240000,2430,0.4531,45252.4,793,969,783,678,112,114,140,12407,28608,43198
241000,2744,0.4399,59132.3,820,1002,968,774,104,131,114,11267,22032,34511
242000,2965,0.4361,67426.8,863,1056,1093,816,121,125,105,10198,18112,28839
243000,3005,0.4243,72145.5,894,1065,1075,865,129,122,120,8762,15080,27398
244000,3336,0.4254,74793.0,837,1058,1231,1047,143,105,118,8691,13944,24275
245000,3345,0.4583,78628.0,905,1041,1141,1163,127,129,133,8560,13878,21239
246000,3324,0.4591,78569.9,930,1089,1091,1144,167,114,172,9012,14344,21260
247000,3419,0.4525,77407.2,912,1060,1220,1139,153,142,144,9886,15014,21279
248000,3230,0.4570,73630.6,943,1089,1092,1049,130,121,166,11207,17303,21927
249000,3203,0.4892,71610.8,941,1148,1054,1001,141,105,139,11398,18035,25079
250000,2936,0.4649,63479.8,926,1088,960,888,133,131,144,13844,21019,28543
251000,2565,0.4924,52192.6,934,1014,801,750,142,131,134,15192,27365,35481
252000,2091,0.5189,37229.7,953,927,591,573,110,116,145,17241,33597,43842
253000,1364,0.5674,23787.2,1045,731,327,306,97,98,118,19972,40130,50747
254000,968,0.5764,14403.7,987,686,165,117,42,88,85,21505,44801,55556
255000,736,0.4932,9972.9,786,634,65,37,14,51,36,19887,47571,59261
256000,771,0.5136,10507.9,753,617,111,43,15,87,41,17391,47719,60740
257000,964,0.4969,13472.6,751,637,196,131,35,143,107,15383,46029,60366
258000,1498,0.5327,19398.4,688,744,434,320,62,182,151,14423,42347,57420
259000,1993,0.4787,29689.8,730,797,657,539,84,152,164,13462,36852,52089
260000,2482,0.4718,44368.9,791,900,872,710,108,166,167,12082,29837,44259
261000,2829,0.4369,59306.1,848,1006,1013,810,135,146,140,10216,23053,35334
262000,2981,0.4371,69779.4,880,1010,1044,927,120,133,128,9451,18923,27875
263000,3116,0.4442,74736.0,882,1067,1091,958,132,125,125,8603,15739,25160
264000,3245,0.4422,76504.4,892,994,1234,1017,131,180,125,8730,15158,22385
265000,3274,0.4304,79836.3,914,1047,1225,1002,132,139,118,8830,14097,20125
266000,3350,0.4275,79382.4,905,1061,1186,1103,124,171,120,9491,14733,19345
267000,3183,0.4386,80585.8,940,1105,1101,977,134,144,111,9068,14904,19191
268000,3057,0.4275,74690.1,956,1057,1035,965,135,126,117,10047,17847,21813
269000,2845,0.4425,66197.1,919,976,996,873,120,139,127,11018,22605,25611
270000,2704,0.4859,64312.4,942,886,1022,796,122,132,140,11790,23815,28574
271000,2321,0.4869,53769.7,998,854,835,632,124,127,154,14401,26869,34702
272000,2041,0.5345,39114.1,964,873,674,494,130,115,165,18252,33581,42120
273000,1445,0.5550,23630.7,956,785,369,291,86,100,126,21183,40567,49438
274000,1001,0.6004,15553.1,998,672,205,124,45,111,99,21447,44968,54778
275000,723,0.5297,10237.3,828,604,92,27,24,71,26,20332,47819,58569
276000,689,0.4877,9702.2,773,557,94,38,13,82,38,18340,48286,60412
277000,957,0.4754,14896.0,790,603,217,137,19,143,122,15281,45904,59645
278000,1377,0.4771,21780.7,794,693,384,300,68,189,187,13665,41837,56692
279000,1999,0.4747,32465.5,779,800,673,526,101,183,210,12361,36242,51834
280000,2412,0.4548,42358.6,797,902,869,641,104,181,152,12576,29841,45496
281000,2696,0.4473,58622.6,877,941,1001,754,135,176,116,10462,22797,36542
282000,2891,0.4334,66753.3,901,928,1069,894,127,160,112,8990,18455,31116
283000,3072,0.4424,69862.3,881,984,1110,978,154,147,127,9524,17746,26490
284000,3107,0.4519,73418.0,925,991,1143,973,116,155,123,8431,16359,26104
285000,3213,0.4500,73019.2,904,1026,1180,1007,136,138,110,7534,16439,24447
286000,3054,0.4463,75556.8,951,957,1090,1007,150,148,110,8027,16605,22825
287000,3032,0.4311,73938.9,948,1006,1097,929,159,141,115,8397,16888,24471
288000,2915,0.4257,69594.7,940,956,1039,920,117,149,130,9023,18615,26123
289000,2844,0.4511,67042.0,920,894,1039,911,125,146,139,9576,21060,28534
290000,2556,0.4487,58659.6,956,911,864,781,124,118,142,11032,25417,32870
291000,2361,0.4981,49159.7,918,896,758,707,144,119,133,13600,29325,38357
292000,1903,0.5276,38145.5,975,828,631,444,141,101,123,16244,35226,43574
293000,1380,0.5870,23800.7,1058,742,348,290,102,110,150,19637,41300,50285
294000,975,0.5651,15030.1,974,674,180,121,53,77,95,20530,45670,55326
295000,713,0.5316,10494.7,841,574,87,52,15,67,50,19642,47928,58735
296000,702,0.5385,10737.6,766,567,81,54,13,70,54,17898,48103,60085
297000,1011,0.4659,14509.6,720,682,195,134,35,134,120,15352,45999,59543
298000,1518,0.4868,20924.8,687,776,405,337,71,175,175,13948,42350,56849
299000,2020,0.5005,30308.5,766,861,620,539,101,189,227,12848,37302,52453
300000,2340,0.4321,41979.7,837,882,742,716,128,140,178,11386,31162,45379
