step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry
160000,1,868,21.19,0.09,4.34,0.03,8.40,0.01,1.04,0.009,0.128,133108.9,74380.9,5,116,2.38,1.06,1.04,4.5413,542.49,33096.5,0.0231,5.2882,5461,14.4324,60,11.1514,80109.7,80.85,3.9199
160000,2,781,21.08,0.13,4.55,0.00,8.18,0.02,1.05,0.010,0.115,102467.1,58065.9,5,141,2.49,1.06,1.04,3.3575,330.45,42855.5,0.0098,4.2390,5461,14.4324,66,8.1915,60244.5,65.92,6.0004
170000,0,999,24.78,0.16,5.48,0.03,7.95,0.01,1.09,0.007,0.156,406528.9,262737.1,10,136,2.32,1.10,1.09,31.2182,1221.44,24879.3,5.3664,2.0144,5462,24.6741,44,63.7134,388659.9,153.22,1.8941
170000,1,966,24.48,0.15,5.08,0.01,8.75,0.01,1.06,0.006,0.154,401730.1,260251.6,8,104,2.33,1.07,1.07,27.5199,1392.53,25649.4,7.5647,3.1456,5461,24.6696,81,59.1705,372526.6,80.85,15.0976
170000,2,793,23.05,0.28,4.37,0.03,8.67,0.02,1.14,0.009,0.121,338183.3,214612.4,7,133,2.43,1.19,1.15,19.7018,913.95,28022.7,8.4378,4.0361,5461,24.6696,81,46.1395,299865.8,65.92,26.0198
180000,0,969,22.67,0.16,5.20,0.10,7.92,0.03,1.07,0.013,0.148,270129.0,162521.2,9,151,2.44,1.09,1.08,13.5660,824.14,23812.7,0.3170,5.0195,5462,14.0866,50,32.9745,221566.7,153.22,0.9947
180000,1,893,20.87,0.09,4.47,0.05,8.43,0.02,1.05,0.006,0.134,138857.7,83381.1,7,127,2.58,1.05,1.05,5.4778,464.12,31967.1,0.0292,5.0065,5461,14.0840,70,12.3030,88859.0,80.85,3.8542
180000,2,730,22.22,0.11,4.91,0.07,8.30,0.03,1.04,0.015,0.111,98434.4,56890.8,7,146,2.43,1.05,1.03,3.2170,419.94,41716.9,0.0059,4.3456,5461,14.0840,64,8.0016,55408.5,65.92,5.9098
190000,0,981,26.07,0.16,6.10,0.10,7.73,0.03,1.06,0.015,0.158,387168.8,244099.9,6,112,2.40,1.07,1.05,26.7809,1229.59,26791.9,6.0976,2.2663,5462,23.6112,91,59.9186,366522.2,153.22,1.6472
190000,1,828,25.69,0.12,6.14,0.06,7.80,0.02,1.05,0.006,0.134,384436.2,244652.3,7,121,2.36,1.05,1.04,26.6498,1265.39,26650.1,8.6433,2.8096,5461,23.6069,71,60.0804,357929.2,80.85,15.9052
190000,2,825,25.49,0.15,5.79,0.19,8.36,0.02,1.07,0.008,0.137,344119.2,214901.9,7,148,2.36,1.07,1.05,21.9977,795.75,26067.5,5.2467,3.0552,5461,23.6069,97,50.9748,315584.1,65.92,26.5029
200000,0,901,24.90,0.26,5.72,0.18,8.36,0.01,1.12,0.007,0.150,267310.3,155690.2,6,116,2.41,1.13,1.11,13.1287,748.85,23546.6,0.6974,4.5176,5462,13.8767,55,32.9752,223656.1,153.22,0.9015
200000,1,877,22.95,0.20,4.78,0.06,8.60,0.00,1.10,0.001,0.138,135165.7,71042.1,6,135,2.57,1.10,1.12,5.1283,354.06,31170.0,0.0273,4.8517,5461,13.8742,56,12.3167,86684.6,80.85,3.8758
200000,2,862,21.21,0.32,3.77,0.03,9.02,0.01,1.13,0.007,0.129,103122.0,55267.0,6,148,2.53,1.11,1.14,3.5176,344.36,40589.9,0.0276,4.1841,5461,13.8742,49,8.7067,61464.6,65.92,6.0001
210000,0,987,26.03,0.13,5.08,0.10,9.16,0.01,1.07,0.003,0.163,398974.4,241298.9,5,130,2.42,1.08,1.07,29.6963,1195.38,22996.5,5.4183,2.4477,5462,24.0149,99,61.8844,376302.6,153.22,1.9420
210000,1,924,25.65,0.11,5.26,0.21,8.70,0.02,1.07,0.006,0.151,399407.0,247069.2,4,164,2.35,1.07,1.06,29.5234,842.45,25565.2,7.0507,2.8096,5461,24.0105,93,59.5256,373701.0,80.85,16.2374
210000,2,799,26.50,0.32,5.16,0.05,9.74,0.01,1.15,0.003,0.140,342463.7,211752.2,5,118,2.53,1.16,1.18,21.0127,848.83,24263.5,9.0017,3.6792,5461,24.0105,100,47.4436,307843.6,65.92,25.4781
220000,0,1017,23.28,0.09,4.65,0.46,8.51,0.01,1.03,0.006,0.159,264301.5,149089.6,5,154,2.50,1.04,1.02,14.3683,847.74,24979.4,0.6075,5.4235,5462,13.7902,46,30.9132,211298.9,153.22,0.9445
220000,1,856,20.65,0.12,3.84,0.10,8.47,0.03,1.06,0.013,0.124,140580.8,76667.9,5,127,2.48,1.09,1.06,6.3045,581.80,31355.6,0.0580,5.0686,5461,13.7876,49,12.8061,89774.5,80.85,4.0603
220000,2,779,20.28,0.07,3.69,0.36,8.41,0.02,1.03,0.008,0.111,103252.4,52864.6,5,139,2.45,1.04,1.03,3.8557,327.13,40193.6,0.0187,4.3248,5461,13.7876,55,8.3836,60112.0,65.92,5.8801
230000,0,893,26.58,0.06,5.77,0.10,8.28,0.02,1.03,0.009,0.146,388741.8,249200.3,6,154,2.13,1.03,1.02,30.7990,1672.95,24776.8,3.3139,2.2125,5462,24.2030,75,58.8959,368866.3,153.22,1.9115
230000,1,906,26.25,0.08,5.66,0.11,8.57,0.02,1.04,0.009,0.149,425639.5,264543.6,6,128,2.38,1.05,1.03,30.8743,1038.68,22135.7,10.5435,3.4519,5461,24.1986,67,63.0966,393589.7,80.85,15.4966
230000,2,809,23.64,0.05,4.25,0.07,9.79,0.01,1.02,0.007,0.131,337568.6,216551.7,5,113,2.53,1.02,1.02,20.1941,627.93,23515.5,8.7413,4.4654,5461,24.1986,55,44.2699,294558.9,65.92,25.7835
240000,0,1008,23.18,0.08,4.69,0.22,8.34,0.00,1.04,0.002,0.153,273139.9,158535.0,5,125,2.28,1.05,1.03,15.5481,881.33,24901.1,0.6728,5.2729,5462,13.9981,56,31.9058,221592.2,153.22,0.9416
240000,1,854,20.21,0.06,3.53,0.22,8.74,0.01,1.02,0.005,0.124,139382.0,74320.3,5,125,2.46,1.02,1.01,6.0440,446.44,32453.5,0.0828,5.3676,5461,13.9955,48,11.6614,85589.4,80.85,3.9876
240000,2,750,20.66,0.12,3.71,0.08,8.82,0.01,1.05,0.003,0.108,100253.0,53545.9,4,124,2.42,1.05,1.04,3.4153,266.49,41139.5,0.0262,4.4532,5461,13.9955,56,7.7501,55993.3,65.92,6.0812
250000,0,976,25.22,0.07,5.31,0.11,8.46,0.02,1.03,0.006,0.156,386343.8,255044.1,3,135,2.26,1.04,1.03,31.3888,1441.70,27659.7,5.6279,2.5800,5462,23.5072,82,57.7565,363124.2,153.22,1.6444
250000,1,910,25.66,0.12,5.31,0.07,8.52,0.02,1.04,0.009,0.145,414249.2,256217.7,3,119,2.22,1.04,1.03,31.2935,1729.10,25225.1,10.2845,3.4500,5461,23.5029,49,61.9250,381960.2,80.85,16.0772
250000,2,831,22.37,0.11,4.20,0.12,9.04,0.02,1.04,0.008,0.129,330505.9,204606.1,3,120,2.45,1.06,1.03,18.8731,420.60,22644.0,11.0748,4.8203,5461,23.5029,81,41.1564,283904.7,65.92,25.5705
260000,0,992,22.70,0.07,4.88,0.21,7.87,0.01,1.03,0.006,0.148,272782.0,154460.9,5,147,2.22,1.04,1.03,14.1818,938.30,23568.2,0.8990,6.1725,5462,14.0970,51,30.3234,212161.3,153.22,0.8757
260000,1,769,20.84,0.06,4.19,0.18,8.02,0.01,1.03,0.005,0.109,142510.1,76341.0,4,146,2.40,1.04,1.02,6.3963,334.25,31612.9,0.1582,5.6979,5461,14.0944,40,11.7976,85402.9,80.85,4.1129
260000,2,750,21.04,0.07,4.41,0.19,7.78,0.01,1.02,0.007,0.107,99209.5,52888.0,5,168,2.42,1.03,1.02,3.1486,242.17,41023.7,0.1107,4.8611,5461,14.0944,55,7.0664,50885.3,65.92,5.8192
270000,0,898,26.14,0.06,5.78,0.12,8.34,0.02,1.03,0.010,0.148,421221.4,255742.5,6,117,2.32,1.03,1.02,33.9796,1732.15,24088.9,6.4722,2.6111,5462,23.1113,83,66.2162,397066.6,153.22,1.9379
270000,1,783,26.17,0.11,5.56,0.08,8.82,0.02,1.04,0.015,0.130,344610.8,219614.9,6,121,2.36,1.05,1.03,22.5285,942.77,22355.0,8.9582,3.9554,5461,23.1070,85,47.2175,307202.6,80.85,14.7150
270000,2,750,25.16,0.04,5.26,0.11,9.00,0.01,1.02,0.007,0.124,362572.7,221919.3,7,117,2.43,1.02,1.01,24.7749,877.62,26022.4,8.0689,3.8572,5461,23.1070,60,51.7864,325401.8,65.92,26.2107
280000,0,1013,22.30,0.05,4.86,0.32,7.88,0.00,1.02,0.004,0.152,274397.6,156071.9,2,134,2.38,1.02,1.01,14.6774,963.29,23658.0,1.3422,5.4363,5462,13.9113,48,31.4114,221007.1,153.22,0.9645
280000,1,729,20.16,0.06,3.79,0.34,8.31,0.02,1.02,0.011,0.104,133535.2,70710.0,2,124,2.37,1.03,1.01,5.4558,468.78,31428.5,0.0877,5.5154,5461,13.9087,40,10.9103,78216.7,80.85,3.7606
280000,2,782,19.98,0.03,3.92,0.07,8.37,0.01,1.01,0.003,0.111,105724.6,55783.7,2,133,2.40,1.01,1.01,4.0937,436.88,40126.7,0.0509,4.4693,5461,13.9087,44,8.2744,61177.0,65.92,5.9687
290000,0,1119,23.96,0.21,4.85,0.35,7.95,0.01,1.07,0.007,0.171,419230.4,257271.5,3,138,2.26,1.08,1.08,33.7509,2452.30,26547.8,6.2192,2.6305,5462,23.3662,76,65.5394,394805.6,153.22,2.4786
290000,1,831,25.37,0.08,5.00,0.12,9.13,0.00,1.04,0.004,0.136,363583.3,225847.9,3,135,2.46,1.05,1.04,25.7044,1231.57,28623.3,8.2645,3.4050,5461,23.3619,98,51.7573,331512.2,80.85,15.4244
290000,2,786,24.81,0.09,5.26,0.14,8.37,0.00,1.04,0.001,0.125,333533.6,213481.3,3,111,2.40,1.05,1.04,19.2449,548.54,22460.5,10.9401,4.0945,5461,23.3619,97,44.6160,294418.2,65.92,26.9993
300000,0,949,23.29,0.05,4.57,0.10,9.10,0.01,1.02,0.007,0.151,271758.4,162150.8,2,142,2.31,1.03,1.01,13.9382,1201.57,22519.7,1.2047,5.4895,5462,14.1375,56,30.8967,217910.3,153.22,0.9130
300000,1,840,20.41,0.06,4.10,0.21,7.93,0.01,1.02,0.005,0.117,139039.2,77538.4,2,139,2.39,1.02,1.02,5.7107,434.49,32642.4,0.0666,5.3846,5461,14.1349,49,11.7800,85061.6,80.85,4.0493
300000,2,730,20.31,0.11,3.59,0.41,8.85,0.02,1.03,0.008,0.109,102660.1,52513.2,2,150,2.51,1.03,1.03,3.1604,287.37,40437.3,0.0765,4.8189,5461,14.1349,72,7.5680,54630.3,65.92,5.9603
