step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry
40000,1,533,27.16,0.66,8.42,0.01,9.79,0.00,1.28,0.004,0.117,84120.0,39380.6,2,117,3.68,1.22,1.27,0.7639,68.36,45845.7,6.1130,7.6958,5461,9.2454,72,1.0825,7762.5,81.35,4.2375
40000,2,472,28.41,0.77,8.82,0.19,9.28,0.01,1.30,0.004,0.102,65255.4,29891.4,3,194,3.78,1.30,1.28,0.5097,61.54,27180.0,2.1300,6.2574,5461,9.2454,50,0.4342,3246.3,53.21,7.6325
50000,0,716,16.52,0.98,3.65,0.39,9.31,0.03,1.35,0.010,0.117,206140.2,164014.2,2,119,3.34,1.33,1.36,4.6157,132.89,56916.2,41.5316,13.7883,5462,16.5080,82,9.9314,71551.6,165.42,2.3184
50000,1,574,16.90,1.17,3.80,0.15,9.05,0.07,1.45,0.023,0.093,171871.3,136521.3,2,136,3.24,1.46,1.45,3.0912,78.31,41795.2,47.3924,13.0575,5461,16.5050,66,6.1586,44212.2,81.35,18.6952
50000,2,488,17.45,0.79,4.53,0.15,8.21,0.02,1.31,0.004,0.076,148544.6,114838.8,2,177,3.19,1.29,1.30,2.0318,63.52,26758.9,25.8507,13.1006,5461,16.5050,30,2.4154,18921.6,53.21,34.4208
60000,0,547,24.10,8.81,5.51,0.10,12.04,1.38,2.99,0.360,0.165,132874.6,50499.5,3,103,4.46,3.96,1.80,1.2163,27.63,49333.9,14.5214,11.5191,5462,9.1015,153,2.7336,19261.3,165.42,0.8388
60000,1,478,24.88,9.26,5.97,0.17,11.64,1.36,3.09,0.372,0.148,82281.0,37712.9,3,123,4.47,4.10,1.85,0.8792,50.78,49491.7,6.9560,7.5288,5461,9.0999,120,1.2029,8289.0,81.35,4.4049
60000,2,427,27.17,9.50,7.71,0.14,12.11,1.35,3.07,0.363,0.145,61926.2,29063.4,3,147,4.64,4.17,1.77,0.6046,52.43,30078.9,2.4250,5.9534,5461,9.0999,80,0.4721,3412.7,53.21,7.6775
70000,0,529,22.54,7.65,5.55,0.37,12.22,1.22,2.77,0.272,0.156,121149.8,28459.5,5,112,4.45,3.53,1.58,1.2311,38.97,66858.5,49.8433,8.5878,5462,10.0958,100,6.0204,37819.5,165.42,2.4933
70000,1,480,21.63,7.02,6.08,0.25,11.91,1.35,2.60,0.287,0.141,105826.3,24986.0,5,121,4.50,3.30,1.34,0.8120,34.51,31990.4,57.1803,8.5309,5461,10.0940,67,3.5394,22837.3,81.35,17.5191
70000,2,432,21.13,6.86,5.56,0.27,12.35,1.26,2.52,0.287,0.122,85427.3,21312.7,5,181,4.48,3.27,1.31,0.6125,29.67,24397.5,35.1256,7.6310,5461,10.0940,56,1.7667,11166.7,53.21,34.7692
80000,0,444,25.33,9.14,7.66,0.12,12.09,1.65,3.08,0.340,0.147,96152.8,20015.2,5,78,4.74,3.89,1.53,0.7688,97.26,67663.2,20.5152,7.7974,5462,6.6982,102,3.3421,19615.1,165.42,1.0491
80000,1,433,30.33,12.91,9.84,0.18,10.61,2.28,4.07,0.473,0.166,55253.1,16988.1,5,108,5.03,5.17,1.76,0.4168,13.49,38513.9,9.8194,5.1326,5461,6.6969,140,0.8980,5138.6,81.35,4.3818
80000,2,382,28.47,12.17,8.84,0.07,10.48,2.11,3.86,0.432,0.138,46577.7,15497.7,5,125,4.82,4.91,1.69,0.3279,42.95,23702.8,3.9784,4.4690,5461,6.6969,73,0.4154,2594.2,53.21,7.3759
90000,0,418,26.93,11.39,7.17,0.19,11.07,1.44,3.61,0.306,0.142,114319.0,35465.2,5,70,4.99,4.43,2.06,1.6234,16.49,76665.0,52.6516,7.3996,5462,9.0032,136,7.0536,42935.6,165.42,2.3209
90000,1,349,36.59,17.06,11.95,0.23,10.28,2.30,4.86,0.493,0.157,83979.2,26979.9,5,74,5.68,6.07,2.24,0.5790,10.06,36464.6,61.3387,6.6825,5461,9.0016,181,3.3319,19277.9,81.35,19.7477
90000,2,307,34.29,15.83,11.71,0.06,9.53,2.22,4.50,0.459,0.132,73908.1,26119.7,4,87,5.52,5.69,2.12,0.3322,21.63,18206.7,34.6357,6.7397,5461,9.0016,90,1.3768,8091.2,53.21,30.7589
100000,0,474,33.60,16.32,10.41,0.40,9.62,1.95,4.91,0.443,0.198,97055.5,30533.9,5,92,5.40,5.96,2.32,0.8131,78.13,73202.3,19.3991,7.7728,5462,6.3612,183,3.9944,20856.5,165.42,0.8547
100000,1,465,34.84,17.39,11.95,0.07,8.31,2.15,4.99,0.484,0.204,52547.4,20138.3,5,104,5.54,6.22,2.26,0.2942,31.65,39067.3,10.4658,4.8229,5461,6.3600,186,1.0578,5127.8,81.35,4.2710
100000,2,378,34.07,16.83,10.44,0.12,9.19,1.85,4.89,0.426,0.156,45113.9,16639.8,5,108,5.40,6.00,2.33,0.1940,17.21,18055.6,3.9632,4.3655,5461,6.3600,95,0.3534,2065.6,53.21,7.2243
