step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed
110000,3269,0.998,0.471,21.54,134109,101032,1853,26014,4845,795905,1130722.0,839249.0,0.006,0.774,0.059,0.161,80,21.66,13.26,0.24,1.33,4.74,5.67,0.23,1.57,7.40,6.04,0.04,0.30,0.154,0.173,1538,0.047,0.087,0.887,0.000,0.026,334827,265895,13,0.377,0.186,0.045,1580484,0.188,2.717,0.034,8.09,167053,384,1.054,0.184,0.350,27486646,1.10,10.15,0.308,0.460,0.018,4.0,24.0,32.0,106.0,41239,0.157,0.00,0.0047,0.091,933,0.800,0.000,0.824,0.602,2.47,3.45,4.20,0.07,0.026,1.11,1.10,1.10,0.811,0.00248,3.42,73.9290,3006.29,87177.3,139882.8,17.434,98.6619,204.540,0.000,1.000,0.014,79.3,80.828,236.361,148,471.0,125.47,6.399,173.173,3882.3,109.727,0.134,2.00,12.3089,40237.7,1.3507,0.5965,12.62,1.635,0.392,1.5005,0.0000,0.427,0.145,0.327,0.0000,6.31,2.35,3,14,20,64,69.1458,3.5868,0.4839,0.0000,0.0000,43.7192,100.00,65.7618,514.4581
120000,2881,0.936,0.395,19.95,60890,49083,688,9602,1905,360905,514098.9,299100.0,0.014,0.767,0.060,0.159,162,20.61,14.80,0.23,1.44,4.40,6.18,0.18,1.58,8.22,7.86,0.05,0.38,0.136,0.178,1567,0.042,0.108,0.861,0.001,0.030,102677,76845,14,0.378,0.130,0.032,728548,0.172,2.185,0.030,15.65,50820,434,0.829,0.172,0.321,8946702,1.09,14.25,0.260,0.464,0.020,3.4,18.3,36.0,140.0,37539,0.143,0.00,0.0022,0.093,776,0.562,0.000,0.700,0.420,2.69,3.56,4.42,0.09,0.030,1.10,1.08,1.09,0.574,0.00225,3.74,18.8038,1617.67,104465.4,139882.8,1.250,22.6297,101.145,0.000,1.000,0.229,67.1,45.004,63.153,221,719.2,106.94,4.481,50.251,3838.1,35.876,0.134,2.00,8.6746,24991.5,1.1289,0.5351,13.03,1.481,0.423,0.4995,0.0000,0.473,0.161,0.486,0.0000,7.48,2.85,3,14,24,79,37.6466,0.8797,0.4734,0.0000,0.0000,10.9495,100.00,107.3362,323.2541
130000,3150,1.027,0.475,22.91,148355,112315,2110,27543,6118,782933,1140726.6,769568.3,0.020,0.764,0.078,0.137,80,21.16,13.50,0.27,1.64,4.59,5.37,0.10,1.09,7.26,6.05,0.04,0.37,0.151,0.170,1543,0.049,0.097,0.880,0.000,0.023,308788,237138,11,0.376,0.305,0.019,767434,0.191,2.692,0.036,8.75,158543,344,0.983,0.202,0.326,26799429,1.11,11.85,0.323,0.457,0.018,3.7,24.0,32.0,112.0,38491,0.147,0.00,0.0050,0.097,987,0.776,0.000,0.809,0.523,2.36,3.52,4.02,0.08,0.029,1.14,1.12,1.10,0.787,0.00260,3.38,66.0250,2539.96,85310.4,139882.8,19.193,91.6321,211.893,0.000,1.000,0.019,74.2,85.435,236.727,228,799.7,143.94,8.019,170.232,4173.1,110.093,0.135,2.00,13.3825,42154.8,1.4212,0.5641,12.22,1.608,0.422,1.5005,0.0000,0.415,0.182,0.358,0.0000,6.69,2.91,3,14,16,84,73.8680,3.3648,0.4657,0.0000,0.0000,44.2834,100.00,65.6386,525.3476
140000,2770,1.025,0.344,21.09,64530,50845,822,11220,2023,379243,518459.1,300028.5,0.010,0.777,0.071,0.142,160,20.85,13.13,0.12,1.15,4.36,5.53,0.06,0.80,8.20,7.24,0.02,0.22,0.139,0.167,1248,0.066,0.103,0.873,0.000,0.025,101839,75269,12,0.382,0.116,0.010,193430,0.205,1.905,0.027,15.79,51815,371,0.791,0.208,0.324,8580294,1.06,12.90,0.338,0.425,0.011,3.5,21.7,32.0,94.2,35294,0.135,0.00,0.0023,0.106,830,0.536,0.000,0.685,0.382,2.42,3.39,4.41,0.05,0.020,1.07,1.05,1.06,0.548,0.00233,3.72,18.9433,1318.40,102686.8,139882.8,0.979,22.9824,102.076,0.000,1.000,0.211,65.0,44.987,62.457,162,582.9,44.41,4.316,50.441,3442.0,36.174,0.135,2.00,9.9294,27504.4,1.1693,0.5186,12.74,1.546,0.426,0.4995,0.0000,0.333,0.187,0.230,0.0000,7.07,2.89,3,15,18,80,37.8354,0.7056,0.4643,0.0000,0.0000,10.9133,100.00,106.0762,312.4071
150000,3003,1.086,0.479,24.79,127814,95103,2338,26214,3926,806812,1133065.0,782327.3,0.015,0.804,0.061,0.121,76,24.23,12.69,0.24,1.48,5.09,5.13,0.05,0.60,8.35,6.72,0.02,0.22,0.166,0.161,1389,0.066,0.088,0.889,0.001,0.022,304934,239156,6,0.503,0.166,0.014,306400,0.217,2.360,0.039,9.06,162410,290,0.970,0.222,0.331,25553695,1.09,8.57,0.436,0.400,0.012,5.6,30.0,32.0,100.0,41256,0.157,0.00,0.0045,0.096,900,0.784,0.000,0.768,0.584,2.39,3.61,4.37,0.05,0.023,1.12,1.08,1.10,0.796,0.00267,2.97,74.2057,2467.64,80733.1,139882.8,19.628,98.7977,200.187,0.000,1.000,0.000,74.3,78.863,237.437,278,971.2,69.44,9.105,170.793,4176.4,108.156,0.135,2.00,15.4880,46510.5,1.4024,0.5157,13.74,1.689,0.403,1.5005,0.0000,0.300,0.187,0.209,0.0000,6.07,2.68,4,16,18,64,68.6573,2.1881,0.4832,0.0000,0.0000,43.3785,100.00,59.2325,487.0824
160000,2656,1.048,0.378,22.24,56335,44774,917,9222,1769,368701,510121.4,294919.3,0.011,0.797,0.066,0.126,158,21.83,12.62,0.20,1.37,4.58,5.43,0.02,0.57,8.32,7.10,0.01,0.17,0.149,0.169,1278,0.048,0.110,0.864,0.001,0.026,99361,74006,5,0.485,0.071,0.003,216427,0.201,2.186,0.028,14.98,51139,365,0.800,0.215,0.338,8558601,1.08,12.41,0.372,0.405,0.008,3.6,24.0,32.0,96.0,34820,0.133,0.00,0.0023,0.101,781,0.565,0.000,0.672,0.447,2.45,3.40,4.73,0.03,0.013,1.09,1.08,1.08,0.577,0.00231,3.34,20.9249,1568.56,98897.1,139882.8,1.176,24.9827,98.097,0.000,1.000,0.174,60.4,43.300,63.638,174,566.1,102.36,4.448,51.485,3738.1,36.150,0.136,1.99,11.5927,30790.1,1.2565,0.4925,13.11,1.588,0.420,0.4995,0.0000,0.340,0.190,0.321,0.0000,7.08,3.14,3,16,18,71,36.5926,0.5658,0.4488,0.0000,0.0000,10.8655,100.00,104.4981,304.7487
170000,2758,1.173,0.534,25.53,108999,83491,2568,19612,3226,684121,1120330.1,730395.6,0.012,0.834,0.056,0.099,76,24.18,12.11,0.19,1.18,5.02,4.95,0.02,0.42,8.43,6.22,0.01,0.15,0.164,0.154,1207,0.068,0.093,0.881,0.000,0.026,293012,228648,10,0.478,0.110,0.006,277690,0.241,3.063,0.038,9.20,160264,313,1.068,0.223,0.309,24281021,1.10,7.65,0.463,0.361,0.007,5.8,32.0,32.0,118.0,37687,0.144,0.00,0.0048,0.087,793,0.785,0.000,0.734,0.631,2.36,3.71,4.22,0.02,0.012,1.12,1.10,1.09,0.795,0.00275,3.24,78.4399,3527.93,78551.4,139882.8,21.369,102.1717,188.621,0.000,1.000,0.001,68.9,74.013,236.360,206,708.7,100.90,8.313,169.023,4266.1,106.105,0.135,2.00,17.3858,47950.0,1.5018,0.5122,13.66,1.699,0.415,1.5005,0.0000,0.301,0.183,0.204,0.0000,5.84,2.49,4,16,17,56,64.2742,2.1671,0.4674,0.0000,0.0000,43.0116,100.00,56.4901,462.4068
180000,2592,1.109,0.404,22.35,56244,43966,1009,9923,1512,383166,508184.6,302333.1,0.012,0.788,0.072,0.128,155,21.92,13.16,0.12,0.87,4.87,5.70,0.07,0.80,8.20,7.12,0.02,0.28,0.156,0.170,1306,0.129,0.108,0.872,0.000,0.020,101615,75592,9,0.345,0.046,0.019,153446,0.220,2.172,0.030,14.37,53009,342,0.789,0.210,0.334,8406160,1.05,10.80,0.365,0.429,0.011,3.6,24.0,32.0,98.6,34381,0.131,0.00,0.0024,0.107,730,0.572,0.000,0.653,0.460,2.48,3.49,4.45,0.04,0.016,1.06,1.06,1.05,0.585,0.00236,3.08,22.2608,1708.20,97496.8,139882.8,0.352,27.2907,97.041,0.000,1.000,0.134,59.3,42.255,64.707,184,648.5,66.99,4.742,53.279,3895.0,36.583,0.134,2.00,12.2298,31699.6,1.2918,0.4812,13.26,1.580,0.430,0.4995,0.0000,0.345,0.156,0.177,0.0000,6.62,2.75,3,16,20,90,35.6740,0.4640,0.4606,0.0000,0.0000,10.7587,100.00,103.8841,292.2825
190000,2634,1.203,0.562,27.30,106822,80274,2613,20590,3303,684652,1091980.1,696239.8,0.017,0.805,0.064,0.113,79,25.77,12.54,0.14,1.23,6.02,5.21,0.11,1.82,7.95,6.36,0.02,0.23,0.193,0.158,1130,0.168,0.087,0.894,0.001,0.017,276695,216411,9,0.596,0.121,0.023,541116,0.243,3.132,0.040,8.13,148134,309,1.017,0.223,0.319,23655056,1.06,6.77,0.530,0.351,0.010,6.0,32.0,32.0,114.0,37459,0.143,0.00,0.0052,0.088,825,0.802,0.000,0.767,0.617,2.38,3.83,4.03,0.05,0.017,1.06,1.05,1.06,0.812,0.00263,2.69,75.4284,3290.73,79509.6,139882.8,19.988,106.4812,183.723,0.000,1.000,0.000,68.0,70.825,238.537,259,889.4,110.87,8.252,170.974,4764.2,104.004,0.134,2.00,17.6783,46564.5,1.5055,0.5100,14.22,1.757,0.396,1.5005,0.0000,0.307,0.164,0.161,0.0000,5.60,2.49,4,16,17,95,61.6940,2.2056,0.4727,0.0000,0.0000,44.0553,100.00,56.5808,452.8576
200000,2640,1.144,0.353,22.73,52582,41903,995,8361,1317,358940,506170.5,281757.5,0.024,0.796,0.061,0.119,154,23.05,13.75,0.26,1.66,4.77,5.53,0.09,1.36,8.65,7.25,0.01,0.17,0.149,0.160,1213,0.073,0.115,0.863,0.001,0.022,95794,70887,6,0.432,0.059,0.011,285055,0.216,2.012,0.027,13.55,49692,348,0.785,0.209,0.315,8252320,1.12,10.50,0.391,0.413,0.005,4.5,28.0,32.0,100.9,36362,0.139,0.00,0.0022,0.095,862,0.582,0.000,0.695,0.467,2.50,3.54,4.56,0.02,0.008,1.11,1.12,1.13,0.594,0.00224,2.76,21.7745,1447.28,95306.6,139882.8,0.752,27.5067,95.223,0.000,1.000,0.124,60.0,41.625,66.264,160,570.8,74.83,5.058,53.999,3432.9,37.181,0.135,2.00,13.0671,34497.0,1.2702,0.4688,13.77,1.592,0.447,0.4995,0.0000,0.343,0.171,0.263,0.0000,6.61,2.78,4,16,22,66,35.3181,0.3945,0.4576,0.0000,0.0000,10.7773,100.00,103.4399,294.9737
210000,2710,1.184,0.506,25.91,99270,76423,2684,17210,2883,606229,1117978.4,694330.7,0.021,0.814,0.057,0.108,77,26.04,12.76,0.18,1.14,5.16,4.93,0.12,1.33,9.18,7.23,0.01,0.17,0.161,0.146,989,0.160,0.104,0.876,0.000,0.020,283785,227091,6,0.628,0.042,0.019,853888,0.226,3.022,0.036,8.94,150107,319,1.145,0.214,0.272,22995888,1.09,7.67,0.550,0.285,0.004,6.5,32.0,32.0,93.8,39684,0.151,0.00,0.0045,0.108,799,0.790,0.000,0.745,0.653,2.43,3.75,4.30,0.02,0.009,1.10,1.10,1.09,0.799,0.00261,2.92,80.2323,2886.66,72825.2,139882.8,21.471,103.5062,184.094,0.000,1.000,0.000,72.2,72.036,237.305,292,926.5,140.38,8.862,168.854,4154.2,105.785,0.137,1.99,19.9522,54070.5,1.5848,0.5047,14.64,1.726,0.403,1.5005,0.0000,0.293,0.175,0.249,0.0000,5.91,2.64,5,16,20,100,62.8771,2.0939,0.4845,0.0000,0.0000,43.6576,100.00,54.1649,446.9573
220000,2652,1.085,0.373,20.62,50263,40157,1130,7710,1324,296036,508153.3,278346.8,0.016,0.795,0.062,0.127,155,21.55,13.96,0.09,1.12,4.11,5.26,0.32,2.24,8.47,6.55,0.02,0.24,0.126,0.153,1007,0.121,0.109,0.866,0.000,0.025,98167,76242,5,0.507,0.046,0.049,562220,0.225,2.180,0.028,14.82,49598,384,0.940,0.208,0.294,7822767,1.04,12.59,0.394,0.377,0.009,4.0,21.9,32.0,119.5,34432,0.131,0.00,0.0023,0.106,779,0.544,0.000,0.630,0.502,2.48,3.66,4.05,0.02,0.010,1.05,1.04,1.03,0.554,0.00216,3.35,24.5285,1756.68,96528.7,139882.8,0.684,27.9247,94.166,0.000,1.000,0.106,61.8,41.365,63.577,150,496.4,87.78,4.162,52.103,3529.9,36.119,0.135,2.00,12.5065,33167.3,1.2810,0.5110,12.98,1.567,0.428,0.4995,0.0000,0.342,0.194,0.429,0.0000,6.96,2.84,4,15,18,81,35.0682,0.5679,0.4615,0.0000,0.0000,10.8850,100.00,101.7729,285.0649
230000,2608,1.263,0.509,25.68,105472,79709,2720,20045,3042,654499,1130823.0,724931.2,0.017,0.822,0.053,0.108,77,25.55,12.27,0.06,0.65,5.26,5.01,0.09,1.41,8.85,5.72,0.02,0.19,0.165,0.144,883,0.223,0.101,0.879,0.000,0.020,294937,237817,6,0.532,0.069,0.013,755262,0.267,3.133,0.035,10.13,149970,291,1.108,0.226,0.274,22622524,1.03,7.82,0.565,0.296,0.008,6.9,32.0,32.0,98.0,37202,0.142,0.00,0.0049,0.108,809,0.762,0.000,0.713,0.646,2.34,3.83,4.07,0.02,0.011,1.04,1.02,1.03,0.772,0.00300,3.65,81.8674,3339.56,70428.0,139882.8,22.599,101.1819,185.890,0.000,1.000,0.000,64.8,72.600,234.803,197,670.6,111.40,8.906,166.262,4049.6,105.701,0.135,2.00,21.6352,56424.7,1.6870,0.4912,14.26,1.733,0.398,1.5005,0.0000,0.262,0.186,0.251,0.0000,5.89,2.69,5,16,16,81,62.7069,2.0706,0.4479,0.0000,0.0000,43.1915,100.00,53.7210,448.4912
