step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2
76000,682,0.5220,8977.8,697,481,121,80,11,111,80,95952,31115,2176
77000,983,0.4354,12013.6,623,593,240,150,35,164,140,94658,28999,1610
78000,1527,0.4565,13847.2,516,794,415,318,97,164,195,93889,26270,1232
79000,1976,0.4605,21025.3,516,897,709,370,115,129,190,90362,21923,605
80000,2252,0.4538,32980.8,622,1032,788,432,136,108,180,83162,15077,270
81000,2556,0.4104,41075.4,616,1213,861,482,155,103,126,77102,10275,189
82000,2615,0.4447,49103.5,713,1221,903,491,150,83,110,69879,7395,254
83000,2814,0.4506,56184.5,734,1430,875,509,158,98,104,62356,6014,516
84000,2686,0.4397,56439.1,790,1404,775,507,148,73,107,60885,5494,486
85000,2878,0.4371,62548.4,737,1480,847,551,147,78,125,56980,4008,398
86000,2634,0.4324,61161.2,762,1330,781,523,132,69,85,57369,4342,237
87000,2515,0.4266,62094.5,820,1332,691,492,94,79,92,57580,4016,205
88000,2583,0.4293,64092.9,844,1339,699,545,93,92,96,56420,4055,377
89000,2479,0.4361,57970.1,805,1245,745,489,97,87,95,61728,5561,246
90000,2360,0.4564,48675.4,729,1157,713,490,101,97,85,70077,8787,546
91000,2066,0.4981,39971.8,780,985,678,403,115,89,103,77407,12820,671
92000,1791,0.5472,29638.5,789,909,573,309,127,102,100,84406,18805,897
93000,1284,0.5678,17473.6,839,780,299,205,109,77,124,91853,25424,1190
94000,964,0.5664,10510.9,778,671,184,109,55,95,81,95775,29715,1530
95000,661,0.5098,7867.0,722,527,90,44,28,77,43,97202,31588,1692
96000,802,0.5100,8258.1,601,582,143,77,23,122,77,96914,31331,1661
97000,1006,0.4592,12285.4,696,563,267,176,29,204,162,95068,28867,1087
98000,1475,0.4542,16556.2,606,719,450,306,68,220,186,93311,25220,738
99000,1985,0.4751,21713.8,510,955,644,386,121,133,170,90194,20931,516
100000,2172,0.4627,32377.4,622,965,797,410,131,129,156,83866,15211,469
