step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry
40000,1,502,22.80,1.11,4.91,0.21,7.28,0.01,1.35,0.010,0.077,37348.3,11449.6,3,72,3.44,1.32,1.37,0.2933,21.14,26353.5,9.0540,3.3314,5461,4.7582,167,1.0148,3843.0,68.47,7.0934
40000,2,458,22.37,1.14,5.05,0.05,6.75,0.00,1.37,0.002,0.068,29807.1,10114.4,3,127,3.30,1.30,1.44,0.2582,37.53,11227.8,3.6077,2.7820,5461,4.7582,70,0.4680,1531.1,37.77,10.5344
50000,0,557,21.19,0.54,4.69,0.11,8.15,0.00,1.20,0.002,0.087,152430.9,88144.0,2,79,3.18,1.20,1.19,4.3869,146.04,91283.7,56.0970,7.0482,5462,10.2529,172,14.4088,84119.0,193.75,3.5990
50000,1,419,20.65,0.19,5.53,0.04,6.71,0.02,1.08,0.007,0.059,91009.3,51642.5,2,93,2.90,1.09,1.08,1.2630,19.35,24193.3,43.6994,7.2880,5461,10.2511,55,3.2247,18772.9,68.47,26.8153
50000,2,360,19.30,0.01,5.44,0.01,5.96,0.01,1.01,0.003,0.047,85610.8,49284.9,2,140,2.83,1.01,1.01,0.8554,27.63,12373.2,21.2592,7.9549,5461,10.2511,33,1.0478,6771.9,37.77,45.8723
60000,0,552,23.05,0.46,6.60,0.18,6.33,0.01,1.15,0.004,0.085,113628.8,62389.0,3,106,3.15,1.12,1.15,2.4009,158.13,83865.4,18.8998,7.6204,5462,6.5594,224,6.6981,38183.3,193.75,1.3858
60000,1,404,21.21,0.07,6.93,0.01,5.21,0.01,1.02,0.002,0.057,57051.5,27587.7,3,115,3.05,1.02,1.01,0.6166,17.29,26419.6,6.0884,5.3448,5461,6.5582,116,0.7512,4503.4,68.47,6.6448
60000,2,355,20.92,0.13,6.75,0.01,5.15,0.01,1.04,0.003,0.049,39739.2,18829.8,3,173,2.98,1.03,1.04,0.4427,53.48,17038.6,2.8936,3.8312,5461,6.5582,51,0.3017,1852.6,37.77,10.9157
70000,0,578,22.35,0.46,5.98,0.08,6.55,0.01,1.18,0.005,0.086,158774.1,99325.2,5,97,3.17,1.12,1.22,5.5746,74.13,84310.8,51.9053,7.2064,5462,10.0873,166,15.0540,89042.1,193.75,3.3783
70000,1,436,23.76,0.66,6.88,0.11,5.84,0.01,1.21,0.005,0.067,93363.6,50970.4,5,98,3.14,1.15,1.26,1.6182,56.85,26503.9,43.2386,7.3661,5461,10.0854,105,3.4976,20866.6,68.47,30.4539
70000,2,332,19.42,0.16,5.57,0.08,5.76,0.01,1.06,0.003,0.044,82489.1,37337.0,6,162,3.01,1.05,1.07,1.0835,14.74,16794.9,22.3053,7.4532,5461,10.0854,52,1.4408,8838.4,37.77,44.9484
80000,0,662,19.40,0.52,4.72,0.32,6.32,0.02,1.17,0.017,0.090,133546.0,74251.6,2,129,3.06,1.16,1.19,2.6298,103.52,73373.3,16.4233,9.3230,5462,7.2078,105,6.2367,40534.1,193.75,1.2281
80000,1,555,17.86,0.20,4.78,0.23,5.85,0.01,1.06,0.007,0.070,59851.7,30810.1,2,158,2.93,1.06,1.07,0.7186,77.76,31591.2,6.1470,5.5041,5461,7.2065,60,0.8319,5436.0,68.47,6.9692
80000,2,415,20.33,0.46,5.43,0.02,5.46,0.00,1.10,0.005,0.054,41311.1,22360.6,2,174,3.03,1.09,1.11,0.5079,67.35,20006.2,2.5183,3.9338,5461,7.2065,33,0.3665,2360.9,37.77,10.7873
90000,0,662,19.53,0.34,4.59,0.35,6.99,0.00,1.11,0.002,0.094,167503.4,110777.7,3,107,2.95,1.10,1.12,4.9371,107.63,84266.3,53.3023,8.6627,5462,12.4530,129,12.9596,84098.8,193.75,3.6260
90000,1,513,20.90,0.33,5.48,0.10,6.34,0.00,1.11,0.000,0.071,122367.9,72855.9,3,116,3.01,1.07,1.12,2.0243,21.75,27621.8,38.3989,9.7475,5461,12.4507,66,3.7878,26311.8,68.47,26.3549
90000,2,421,20.64,0.26,5.41,0.10,6.11,0.00,1.07,0.000,0.057,111156.5,66621.4,3,173,2.94,1.07,1.08,1.5752,101.18,13714.6,19.6181,9.8501,5461,12.4507,41,1.9452,13427.5,37.77,46.2594
100000,0,760,29.61,0.38,10.33,0.15,5.53,0.01,1.10,0.004,0.143,133814.0,65552.2,4,117,3.42,1.09,1.14,2.2405,98.92,69169.9,16.1640,9.8833,5462,7.3828,133,5.1085,35278.2,193.75,1.3973
100000,1,615,32.15,0.32,12.25,0.01,4.69,0.00,1.08,0.002,0.121,59202.8,29077.1,3,206,3.59,1.07,1.09,0.6862,93.99,35206.1,6.3310,5.4126,5461,7.3814,122,0.9014,6062.5,68.47,7.0571
100000,2,507,37.73,0.25,14.99,0.07,4.70,0.00,1.07,0.000,0.116,41702.3,19649.1,4,229,3.76,1.04,1.10,0.4840,52.04,20822.5,1.9862,3.9958,5461,7.3814,83,0.3765,2375.6,37.77,10.3315
