step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry
70000,2,965,31.56,0.40,5.54,1.00,11.28,0.03,1.12,0.006,0.202,333515.8,141450.2,2,95,3.88,1.10,1.11,14.3028,311.60,30974.3,6.0106,3.1608,5461,28.4948,108,47.7058,304260.1,64.42,28.3353
80000,0,1123,29.95,0.20,5.78,0.95,10.78,0.02,1.06,0.005,0.227,225711.5,84339.0,2,126,3.86,1.05,1.05,7.6794,284.81,21745.3,0.9684,5.3594,5462,13.6094,62,25.9738,173765.7,138.87,1.6427
80000,1,1048,24.84,0.16,4.79,0.87,9.45,0.00,1.05,0.001,0.184,138258.0,49049.2,2,100,3.65,1.04,1.05,4.0556,352.23,34619.8,0.0457,4.7013,5461,13.6070,66,13.4030,91138.8,96.71,2.4262
80000,2,1002,21.68,0.20,3.95,1.05,8.50,0.02,1.06,0.005,0.157,92185.5,33827.5,2,166,3.46,1.05,1.06,2.5648,315.88,46067.1,0.0170,4.1191,5461,13.6070,50,7.4743,51201.5,64.42,6.2394
90000,0,1380,30.11,0.27,5.32,0.96,10.34,0.00,1.11,0.002,0.267,391555.5,175629.1,2,92,3.71,1.12,1.11,19.1514,659.73,26707.4,6.8633,2.3452,5462,29.2494,69,58.8575,370279.8,138.87,4.1532
90000,1,1288,32.05,0.20,5.95,0.90,10.94,0.01,1.08,0.002,0.265,404648.1,173254.0,2,106,3.84,1.08,1.08,19.9138,539.10,28532.3,9.1068,2.1433,5461,29.2441,127,64.8661,385788.2,96.71,10.5091
90000,2,974,30.59,0.20,5.86,1.44,10.19,0.00,1.07,0.000,0.197,345128.7,140457.2,2,87,3.91,1.07,1.07,15.1744,435.52,34478.0,5.4237,2.8675,5461,29.2441,158,51.2548,319549.3,64.42,27.5016
100000,0,1132,28.13,0.23,5.69,0.62,10.02,0.01,1.08,0.003,0.215,228350.3,94409.6,3,84,3.73,1.08,1.08,7.3472,623.30,20787.2,1.4368,5.8517,5462,13.6811,62,24.9055,171391.4,138.87,1.5613
100000,1,1137,26.64,0.37,5.58,1.10,9.08,0.01,1.12,0.004,0.208,130624.4,48351.8,2,137,3.76,1.09,1.13,3.6943,426.08,36745.2,0.0220,4.6329,5461,13.6786,71,13.1643,83994.4,96.71,2.5513
100000,2,900,21.92,0.19,5.04,0.68,8.31,0.00,1.07,0.001,0.147,92910.6,31904.5,2,166,3.58,1.06,1.08,2.2152,273.41,47476.7,0.0063,4.2464,5461,13.6786,35,7.3474,50372.8,64.42,6.0176
110000,0,1346,29.72,0.34,6.10,0.62,9.24,0.03,1.12,0.007,0.250,373346.1,157767.3,4,90,3.64,1.13,1.13,17.8037,1044.61,28567.1,7.1485,2.0987,5462,28.0980,131,59.3881,354837.9,138.87,4.3735
110000,1,1345,32.30,0.26,6.72,0.83,10.04,0.03,1.10,0.007,0.276,407806.0,180332.3,3,114,3.80,1.10,1.10,20.6852,496.77,26281.0,8.4837,1.9770,5461,28.0928,108,65.3378,390811.9,96.71,11.2042
110000,2,1102,33.50,0.25,7.29,0.80,10.03,0.01,1.08,0.002,0.231,334622.7,141578.8,2,108,3.92,1.10,1.09,15.6325,406.63,32309.1,4.5802,2.6987,5461,28.0928,144,51.5627,310812.3,64.42,27.5921
120000,0,1162,24.12,0.26,5.12,1.09,8.46,0.00,1.08,0.002,0.198,218235.5,79952.4,2,140,3.57,1.06,1.09,6.5217,327.19,22484.1,1.2933,5.8368,5462,13.2175,58,25.0009,161032.1,138.87,1.7022
120000,1,1123,22.82,0.31,4.70,0.90,8.10,0.00,1.11,0.000,0.180,131477.3,46764.5,2,101,3.48,1.08,1.12,3.7689,308.41,35922.1,0.0291,4.6805,5461,13.2151,50,13.0656,84361.7,96.71,2.4803
120000,2,941,18.85,0.19,3.75,1.09,7.25,0.01,1.07,0.004,0.133,89532.7,29524.2,2,158,3.40,1.06,1.07,2.4671,172.93,45779.5,0.0013,3.9954,5461,13.2151,66,8.0006,49600.4,64.42,5.9873
130000,0,1419,27.40,0.27,5.07,1.01,9.05,0.01,1.08,0.004,0.249,378685.4,157624.3,3,98,3.56,1.07,1.08,18.1557,723.59,30697.2,6.0379,2.0099,5462,28.8958,97,60.4246,360680.3,138.87,3.8922
130000,1,1411,26.12,0.11,4.68,1.56,9.20,0.00,1.04,0.002,0.251,398366.8,171440.2,5,97,3.65,1.04,1.05,18.2708,864.55,26100.6,10.0221,2.2707,5461,28.8905,95,63.5759,377009.2,96.71,10.9632
130000,2,1129,23.96,0.36,4.43,1.01,8.50,0.01,1.12,0.004,0.186,340251.6,141327.3,4,110,3.53,1.11,1.12,14.5811,509.23,31962.2,5.7377,2.6922,5461,28.8905,83,50.7309,315553.0,64.42,27.4447
140000,0,1237,25.16,0.60,4.36,1.68,8.38,0.03,1.18,0.009,0.212,227346.7,82938.4,3,154,3.65,1.22,1.14,7.8697,479.30,22417.6,0.7542,5.2645,5462,13.5232,38,26.6735,176277.2,138.87,1.6121
140000,1,1158,21.60,0.66,3.97,1.14,7.61,0.04,1.19,0.013,0.177,132877.6,48539.6,3,97,3.53,1.18,1.19,3.7294,386.97,35661.0,0.0392,4.7863,5461,13.5208,55,12.9948,85058.4,96.71,2.4277
140000,2,942,21.61,0.56,3.81,0.95,7.99,0.05,1.17,0.017,0.145,93314.3,33259.0,4,141,3.52,1.20,1.14,2.4019,228.68,45250.1,0.0009,4.1494,5461,13.5208,34,7.4062,52184.1,64.42,6.0131
150000,0,1368,28.03,0.67,4.70,0.90,9.32,0.04,1.21,0.015,0.245,377523.4,148154.3,5,98,3.65,1.25,1.17,17.5696,638.15,27080.5,6.3510,1.9825,5462,28.3427,119,60.3466,360240.9,138.87,3.8623
150000,1,1278,27.71,0.50,4.99,1.08,9.10,0.04,1.14,0.016,0.226,417520.7,173761.5,7,89,3.61,1.20,1.11,20.5945,721.18,25913.2,9.1030,1.8577,5461,28.3375,104,67.8818,400375.2,96.71,11.7268
150000,2,1094,27.31,0.62,5.10,1.00,8.97,0.03,1.20,0.012,0.198,323609.3,130414.4,5,110,3.71,1.20,1.18,14.4723,328.57,33433.9,5.6706,2.7434,5461,28.3375,57,47.7041,298900.0,64.42,26.9292
160000,0,1361,22.45,0.24,4.65,0.75,7.97,0.03,1.07,0.010,0.211,229212.2,83620.2,2,146,3.47,1.06,1.07,7.0541,420.38,20375.6,1.4793,5.6276,5462,13.7875,60,25.3131,174408.6,138.87,1.7230
160000,1,1155,21.98,0.56,4.56,0.68,7.69,0.03,1.15,0.010,0.178,135077.3,46410.8,2,144,3.53,1.13,1.17,3.8235,265.33,35857.2,0.0518,4.6604,5461,13.7850,65,13.1701,88402.8,96.71,2.5588
160000,2,896,20.92,0.58,4.12,0.70,7.90,0.03,1.16,0.004,0.138,91832.2,29714.4,2,188,3.62,1.12,1.15,2.3026,278.69,47118.3,0.0020,4.0848,5461,13.7850,52,7.3140,51516.2,64.42,5.9770
170000,0,1333,28.01,0.39,5.66,0.85,8.82,0.03,1.12,0.010,0.239,377659.0,159216.8,5,88,3.65,1.14,1.11,18.0136,610.47,25533.9,6.6808,1.9900,5462,29.5175,87,57.9111,359842.9,138.87,4.1554
170000,1,1382,31.70,0.71,5.94,1.40,8.96,0.05,1.20,0.024,0.271,441012.9,177066.7,6,88,3.79,1.26,1.17,20.8629,693.83,26312.0,10.5315,1.9581,5461,29.5121,116,68.7081,422153.3,96.71,11.0370
170000,2,1048,31.20,0.62,6.12,1.14,9.29,0.07,1.18,0.019,0.204,327008.8,130987.3,5,97,3.88,1.21,1.14,13.7304,468.10,33795.9,5.2999,2.7440,5461,29.5121,87,47.9105,302034.8,64.42,27.2686
180000,0,1117,24.61,0.67,4.94,0.73,8.37,0.07,1.18,0.021,0.188,224945.7,76394.8,3,126,3.66,1.21,1.15,7.2209,541.56,20918.4,1.4970,4.6720,5462,13.3293,41,26.5259,179590.6,138.87,1.6055
180000,1,1129,22.04,0.42,4.23,0.83,8.64,0.02,1.11,0.007,0.183,129282.0,44838.1,3,110,3.63,1.09,1.11,3.8955,401.92,35380.1,0.0281,4.2013,5461,13.3268,42,13.2921,87064.4,96.71,2.7001
180000,2,974,21.47,0.40,4.26,0.80,8.26,0.02,1.13,0.007,0.153,91494.8,28804.9,3,174,3.54,1.12,1.13,2.4616,259.63,45802.2,0.0014,3.8392,5461,13.3268,56,8.3503,53446.2,64.42,5.9929
190000,0,1394,28.37,0.56,4.90,1.19,9.64,0.10,1.15,0.027,0.259,383654.7,155708.0,2,109,3.72,1.20,1.13,17.8175,551.29,25377.1,7.9500,2.2714,5462,29.1525,109,58.6320,363266.4,138.87,4.5570
190000,1,1384,27.28,0.79,4.91,1.01,8.69,0.09,1.23,0.033,0.245,414076.1,165743.9,3,88,3.62,1.27,1.21,19.8658,750.42,26696.3,9.6835,1.8672,5461,29.1472,122,65.6379,397160.8,96.71,12.0170
190000,2,1063,25.06,0.41,4.26,0.90,9.19,0.03,1.12,0.010,0.180,328733.3,137083.8,3,105,3.64,1.14,1.11,14.8085,415.39,35535.1,5.0754,2.9135,5461,29.1472,120,48.2813,302802.4,64.42,26.7858
200000,0,1151,26.01,0.49,5.32,1.08,8.80,0.04,1.14,0.013,0.207,227409.3,81681.6,3,94,3.81,1.14,1.13,7.6703,420.35,20751.0,1.4662,5.0607,5462,13.5385,67,26.0329,178383.7,138.87,1.6471
200000,1,977,23.78,0.44,4.83,0.59,9.20,0.03,1.12,0.011,0.167,131278.4,44505.7,3,92,3.73,1.10,1.13,3.8194,291.69,35833.6,0.0434,4.4631,5461,13.5361,72,13.2959,86493.4,96.71,2.4488
200000,2,835,23.84,0.50,4.82,0.73,8.77,0.06,1.15,0.013,0.143,93998.9,28741.5,3,183,3.72,1.11,1.17,2.3051,240.93,45508.6,0.0132,4.2326,5461,13.5361,33,7.4007,51775.9,64.42,6.0229
210000,0,1311,31.35,0.38,6.46,1.00,10.02,0.02,1.10,0.009,0.269,367180.3,157367.2,4,75,3.95,1.12,1.09,18.7761,559.68,26935.9,5.8286,1.5412,5462,27.6765,96,59.7922,354820.3,138.87,3.8486
210000,1,1314,36.90,0.50,7.37,1.44,11.19,0.05,1.12,0.019,0.306,408159.2,168955.1,5,79,4.20,1.16,1.10,20.1228,613.39,27598.2,10.1914,1.8411,5461,27.6714,162,67.8707,391947.0,96.71,10.4976
210000,2,992,33.18,0.54,6.80,1.29,9.72,0.03,1.14,0.015,0.209,323726.1,133218.9,4,71,3.95,1.18,1.13,15.3957,688.46,34092.5,3.8128,2.4537,5461,27.6714,139,51.3576,302453.2,64.42,27.4623
220000,0,1199,25.81,0.29,5.92,0.66,8.71,0.02,1.09,0.003,0.214,215520.2,73848.8,3,121,3.78,1.07,1.10,6.9202,280.98,21678.8,0.6948,4.8272,5462,12.7192,74,27.7231,168803.0,138.87,1.8269
220000,1,1142,26.33,0.48,5.69,0.60,8.83,0.01,1.14,0.005,0.203,126766.9,41790.6,3,145,3.76,1.10,1.14,3.6817,338.06,34288.2,0.0186,4.1053,5461,12.7169,69,13.1259,85507.7,96.71,2.3103
220000,2,783,24.69,0.42,4.49,1.07,9.75,0.04,1.13,0.014,0.142,87747.6,25375.7,2,162,3.79,1.13,1.11,2.2764,148.33,44398.0,0.0120,3.8340,5461,12.7169,34,7.8851,49432.1,64.42,6.1693
230000,0,1349,32.89,0.56,6.67,0.90,10.23,0.04,1.15,0.011,0.283,369140.6,150715.1,2,96,3.93,1.18,1.13,18.2820,745.74,31327.3,4.2027,1.6618,5462,27.6114,111,64.9700,355140.5,138.87,4.6515
230000,1,1285,33.50,0.53,7.51,1.02,9.22,0.02,1.15,0.005,0.270,391914.2,165512.9,4,86,3.83,1.18,1.12,18.9707,409.63,25840.1,8.3551,1.6564,5461,27.6063,137,64.3047,377421.7,96.71,9.8285
230000,2,1124,31.96,0.39,7.76,0.85,9.35,0.02,1.12,0.009,0.236,325874.7,143354.7,2,90,3.89,1.10,1.13,14.9669,333.20,32360.4,5.7599,2.4188,5461,27.6063,122,50.6936,304098.9,64.42,27.9840
240000,0,1162,29.46,0.34,7.55,0.70,8.65,0.00,1.10,0.002,0.229,217898.5,79294.6,2,113,3.91,1.11,1.09,7.2786,479.73,22494.4,0.7623,4.7243,5462,12.8358,95,26.9487,172083.9,138.87,1.9831
240000,1,1187,22.99,0.36,5.11,0.43,8.54,0.01,1.11,0.004,0.195,125207.8,39652.8,2,145,3.61,1.08,1.12,3.5028,254.38,34833.0,0.0218,4.2095,5461,12.8334,49,13.4497,83006.3,96.71,2.6359
240000,2,752,26.81,0.25,6.91,0.62,8.54,0.02,1.07,0.005,0.142,87064.9,26178.7,2,177,3.83,1.05,1.07,1.9956,253.34,45587.3,0.0004,3.5847,5461,12.8334,43,8.4226,51430.8,64.42,6.1808
250000,0,1354,30.63,0.59,7.24,1.00,8.42,0.01,1.19,0.003,0.267,362021.4,154538.9,2,77,3.82,1.16,1.18,17.7415,1102.92,27523.5,4.0290,1.5487,5462,26.6338,77,61.9416,348231.2,138.87,4.3320
250000,1,1433,32.44,0.31,8.38,1.00,8.20,0.01,1.09,0.003,0.293,384465.0,155184.7,2,98,3.84,1.10,1.10,18.2498,1049.05,29793.0,6.4885,1.6953,5461,26.6289,155,71.2491,369127.3,96.71,11.6198
250000,2,1057,31.96,0.46,8.12,0.82,8.73,0.02,1.15,0.004,0.220,316165.6,131142.0,2,107,3.96,1.15,1.15,14.2569,490.67,34427.0,2.9073,2.5110,5461,26.6289,96,51.5593,293496.1,64.42,26.4570
260000,0,1083,27.11,0.36,6.79,0.42,8.59,0.01,1.10,0.004,0.202,209846.2,71596.4,2,92,3.79,1.10,1.11,6.7643,614.99,22622.8,0.7401,4.3296,5462,12.3461,49,27.4841,167517.7,138.87,1.9567
260000,1,1067,24.55,0.36,5.49,0.64,8.88,0.01,1.12,0.006,0.187,125300.3,38296.0,2,93,3.85,1.13,1.12,3.2982,317.65,33855.8,0.0176,3.8681,5461,12.3438,55,14.3778,86208.7,96.71,2.3982
260000,2,855,21.35,0.24,4.47,0.50,8.60,0.01,1.06,0.004,0.135,88133.0,26611.6,2,173,3.60,1.08,1.04,2.0322,177.44,42228.6,0.0002,3.8399,5461,12.3438,31,7.8716,49974.9,64.42,6.0195
270000,0,1411,29.82,0.57,7.09,0.70,8.14,0.06,1.16,0.020,0.265,350646.0,153499.5,3,93,3.72,1.23,1.11,17.0650,684.00,30191.9,4.3053,1.7498,5462,26.6438,108,59.0053,334177.7,138.87,3.9932
270000,1,1406,31.96,0.81,6.71,0.88,8.82,0.05,1.25,0.021,0.276,401593.2,171388.6,3,88,3.86,1.36,1.18,19.9398,400.72,27220.0,7.9490,1.5721,5461,26.6389,160,72.8365,387951.8,96.71,10.4306
270000,2,1029,32.38,0.76,7.73,0.80,9.07,0.05,1.21,0.020,0.218,303985.2,133181.4,3,97,4.00,1.24,1.18,14.0024,674.47,34853.3,4.2220,2.2247,5461,26.6389,104,50.0366,284512.9,64.42,28.3849
280000,0,1256,26.32,0.48,6.08,0.77,8.54,0.07,1.14,0.017,0.230,216674.8,82064.1,2,96,3.78,1.14,1.12,7.4869,555.32,22167.9,0.4902,4.0930,5462,12.6365,48,28.7930,177080.5,138.87,1.6619
280000,1,1027,25.23,0.38,6.05,0.67,8.32,0.03,1.13,0.010,0.178,123463.5,40001.1,2,95,3.81,1.15,1.14,3.2126,624.07,34875.8,0.0175,4.0339,5461,12.6342,37,13.0498,82727.7,96.71,2.4526
280000,2,811,25.40,0.43,6.31,0.71,7.85,0.03,1.12,0.007,0.143,89723.7,28796.9,2,155,3.69,1.10,1.13,2.3317,439.66,45003.7,0.0007,3.5702,5461,12.6342,74,8.5150,54395.0,64.42,6.2416
290000,0,1473,29.74,0.39,7.14,0.92,8.23,0.05,1.11,0.014,0.280,364572.8,159552.3,2,94,3.81,1.16,1.09,17.1048,622.66,26214.7,4.2365,1.7323,5462,26.9123,99,62.4891,349287.1,138.87,4.8705
290000,1,1414,33.19,0.68,7.71,0.57,9.28,0.04,1.21,0.015,0.296,379547.7,166573.5,2,129,3.98,1.30,1.16,18.6297,752.84,26733.2,7.6110,1.5259,5461,26.9074,147,67.1062,367186.7,96.71,10.1218
290000,2,1087,30.81,0.66,7.59,0.66,8.15,0.06,1.19,0.017,0.212,313236.1,124107.6,2,102,3.86,1.23,1.16,13.6725,560.82,35525.2,3.2073,2.1989,5461,26.9074,131,53.2747,293995.3,64.42,28.6419
300000,0,1224,25.85,0.24,6.35,0.70,8.11,0.03,1.07,0.007,0.215,215872.5,79555.3,2,122,3.74,1.08,1.07,6.9547,269.57,22420.2,1.0005,4.6362,5462,12.8990,62,26.7515,170329.9,138.87,1.5670
300000,1,1066,28.82,0.48,6.74,0.91,9.19,0.01,1.14,0.005,0.213,129862.0,45859.0,2,120,3.93,1.14,1.13,3.6747,327.26,36322.4,0.0110,3.8318,5461,12.8967,60,15.0050,91224.5,96.71,2.8564
300000,2,842,24.15,0.45,5.14,0.73,9.00,0.01,1.13,0.006,0.147,87564.4,28176.5,2,170,3.83,1.13,1.13,2.1867,212.72,45578.9,0.0001,3.7957,5461,12.8967,35,7.3901,49859.4,64.42,5.9254
