step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed
110000,2431,1.399,0.441,36.46,50944,41774,3856,4987,0,221377,1143971.2,730447.2,0.136,0.770,0.052,0.042,63,30.41,10.85,0.01,0.19,3.74,3.98,0.00,0.02,11.44,6.30,0.01,0.18,0.123,0.128,675,0.245,0.091,0.900,0.000,0.008,296810,236538,28,0.218,0.288,0.000,13358,0.207,3.061,0.024,18.82,194638,557,3.300,0.213,0.245,16194654,1.01,0.63,0.765,0.235,0.004,20.0,32.0,32.0,284.0,36929,0.141,0.00,0.0041,0.113,781,0.674,0.000,0.337,0.829,3.13,3.94,3.92,0.01,0.004,1.01,1.00,1.01,0.677,0.00317,6.63,101.3874,3610.77,70391.3,140234.7,41.347,87.0967,175.108,0.000,1.000,0.088,67.1,70.088,226.379,117,307.3,101.41,7.457,139.734,2806.6,97.812,0.134,2.00,23.7263,57678.7,1.8045,0.7953,15.19,2.000,0.000,1.5131,0.0000,0.882,0.111,0.980,0.0000,4.08,0.37,10,16,16,142,60.5445,1.8301,0.4492,0.0000,0.0000,41.3644,100.00,44.3067,382.7017
120000,2171,1.368,0.364,36.02,24273,20248,1796,2489,0,114950,500612.4,233218.8,0.109,0.816,0.042,0.033,147,30.58,8.08,0.03,0.25,3.93,4.39,0.00,0.04,11.31,5.42,0.03,0.30,0.127,0.139,491,0.278,0.111,0.881,0.000,0.007,80973,61298,23,0.207,0.100,0.000,3254,0.256,2.109,0.023,18.54,54004,490,2.029,0.221,0.175,6528047,1.01,0.55,0.801,0.199,0.011,24.0,32.0,32.0,128.0,33133,0.126,0.00,0.0020,0.126,620,0.528,0.000,0.323,0.704,3.10,3.94,3.92,0.03,0.012,1.01,1.00,1.01,0.532,0.00280,3.64,27.6455,2196.14,85730.7,140234.7,5.313,21.7228,88.232,0.000,1.000,0.245,54.7,40.005,59.136,214,566.0,63.18,4.579,41.657,2536.5,31.678,0.136,1.99,20.3514,44182.9,1.5027,0.6323,15.26,2.000,0.001,0.4869,0.0000,0.870,0.112,0.977,0.0000,4.06,0.29,12,16,16,64,33.6801,0.2411,0.4454,0.0000,0.0000,10.6326,100.00,90.6390,327.7128
130000,2343,1.308,0.385,36.18,50847,41582,3994,5099,0,239056,1111323.6,690946.3,0.133,0.795,0.038,0.034,68,30.82,7.19,0.02,0.18,4.23,4.24,0.00,0.02,11.13,4.85,0.03,0.27,0.135,0.133,534,0.232,0.082,0.910,0.000,0.008,271698,211075,28,0.301,0.251,0.000,11063,0.219,2.382,0.023,18.37,177115,484,2.890,0.228,0.249,17214479,1.01,0.47,0.813,0.187,0.012,24.0,32.0,32.0,72.0,36050,0.138,0.00,0.0043,0.123,765,0.695,0.000,0.381,0.814,3.07,3.95,3.95,0.03,0.013,1.01,1.00,1.01,0.699,0.00316,6.19,94.1793,2908.24,68893.5,140234.7,47.537,80.4804,175.126,0.000,1.000,0.057,66.0,69.942,228.409,178,477.0,65.77,8.024,133.731,2345.6,94.860,0.135,2.00,25.8047,60460.4,1.8422,0.7111,15.39,2.000,0.000,1.5131,0.0000,0.822,0.131,0.963,0.0000,4.06,0.26,12,16,16,36,61.0223,1.5280,0.4819,0.0000,0.0000,42.0681,100.00,45.8308,390.6233
140000,2240,1.360,0.321,35.79,24353,19762,2015,2679,0,132800,494390.8,222068.3,0.106,0.834,0.032,0.028,153,30.32,7.52,0.06,0.31,4.15,3.84,0.00,0.00,10.90,4.93,0.08,0.45,0.136,0.125,623,0.216,0.123,0.871,0.000,0.006,74177,55778,18,0.229,0.077,0.000,3734,0.121,1.777,0.021,18.85,49444,348,1.672,0.254,0.166,7075599,1.02,0.55,0.733,0.266,0.035,22.0,32.0,32.0,72.0,33833,0.129,0.00,0.0020,0.138,681,0.560,0.000,0.355,0.677,3.10,3.94,3.93,0.08,0.035,1.03,1.00,1.02,0.564,0.00279,3.69,25.9640,1440.65,85943.3,140234.7,6.386,20.1513,88.866,0.000,1.000,0.249,56.6,40.641,59.215,285,777.6,64.03,4.973,40.236,2234.7,30.831,0.136,2.00,19.9012,44578.7,1.5052,0.5154,15.10,2.000,0.000,0.4869,0.0000,0.842,0.141,0.949,0.0000,4.07,0.28,11,16,16,36,34.2432,0.1494,0.4344,0.0000,0.0000,10.6195,100.00,91.6101,339.6975
150000,2709,1.261,0.391,35.60,51893,41847,4219,5356,2,271059,1125608.0,751245.2,0.141,0.777,0.044,0.038,65,29.00,8.28,0.23,0.60,4.44,4.08,0.00,0.00,9.60,4.80,0.34,0.91,0.150,0.125,1115,0.163,0.071,0.919,0.000,0.010,288906,227582,28,0.380,0.137,0.000,7581,0.212,2.347,0.025,16.78,187320,440,2.772,0.238,0.310,18564248,1.06,0.67,0.568,0.432,0.135,18.0,32.0,32.0,128.0,38665,0.147,0.00,0.0043,0.105,811,0.728,0.000,0.457,0.821,3.05,3.91,3.88,0.35,0.137,1.12,1.01,1.05,0.732,0.00246,5.80,98.5180,2777.24,63092.1,140234.7,47.504,79.7298,180.753,0.000,1.000,0.000,70.8,70.876,230.117,188,449.1,85.47,8.134,136.112,2631.7,98.203,0.133,2.00,24.2436,65676.0,1.8961,0.7084,14.27,2.000,0.000,1.5131,0.0000,0.877,0.105,0.985,0.0000,4.06,0.27,9,16,16,64,62.8409,1.3840,0.4799,0.0000,0.0000,41.7067,100.00,43.2055,388.7303
160000,2346,1.369,0.384,35.27,26598,22019,2049,2893,0,153917,496639.2,254185.4,0.131,0.788,0.044,0.037,145,29.20,8.94,0.26,0.74,4.61,3.81,0.00,0.00,9.47,5.12,0.37,0.95,0.159,0.127,1009,0.165,0.097,0.896,0.000,0.006,82444,62758,9,0.533,0.110,0.000,5210,0.278,1.968,0.027,14.72,54103,386,1.651,0.280,0.177,8223667,1.07,0.66,0.552,0.448,0.142,18.0,32.0,32.0,114.0,33640,0.128,0.00,0.0022,0.111,683,0.632,0.000,0.532,0.681,3.03,3.94,3.90,0.37,0.144,1.14,1.02,1.07,0.636,0.00216,2.71,26.9747,1915.59,84509.9,140234.7,4.210,23.5827,91.783,0.000,1.000,0.206,56.6,40.794,64.278,306,817.4,59.06,5.127,47.516,2948.4,35.215,0.135,2.00,19.0905,44786.4,1.5885,0.6302,14.34,2.000,0.000,0.4869,0.0000,0.892,0.090,0.988,0.0000,4.07,0.31,9,16,16,49,35.6007,0.1282,0.4527,0.0000,0.0000,10.6189,100.00,89.9991,321.3654
170000,2823,1.345,0.510,35.13,56992,46699,4197,5618,1,324147,1114879.1,731049.1,0.153,0.749,0.056,0.043,68,28.34,8.44,0.43,0.89,4.74,3.72,0.00,0.03,8.57,4.65,0.56,1.09,0.166,0.122,1494,0.121,0.066,0.927,0.000,0.007,270733,212825,13,0.353,0.249,0.001,19032,0.154,3.022,0.033,12.14,175163,439,2.255,0.265,0.285,20473148,1.12,0.75,0.457,0.543,0.227,16.0,32.0,34.0,82.0,38801,0.148,0.00,0.0046,0.091,833,0.767,0.000,0.582,0.790,3.05,3.90,3.85,0.57,0.230,1.23,1.02,1.13,0.772,0.00194,4.49,88.6554,4035.37,62620.8,140234.7,45.846,81.2045,188.316,0.000,1.000,0.000,65.7,73.386,235.340,208,546.4,101.04,7.750,144.637,3343.6,102.068,0.135,2.00,22.5967,63790.5,1.8861,0.7469,13.74,2.000,0.000,1.5131,0.0000,0.881,0.087,0.992,0.0000,4.05,0.25,8,15,16,36,66.7090,1.2034,0.4435,0.0000,0.0000,40.7828,100.00,43.8440,412.3520
180000,2236,1.401,0.379,35.34,27127,23369,1888,2457,0,160159,496641.8,258442.6,0.125,0.783,0.050,0.042,144,29.12,7.94,0.35,0.79,4.41,3.61,0.01,0.57,9.45,4.73,0.43,0.98,0.151,0.119,999,0.179,0.090,0.903,0.000,0.007,83769,62419,20,0.167,0.041,0.001,2328,0.114,2.108,0.023,14.48,54729,385,1.614,0.282,0.183,8966787,1.10,0.62,0.550,0.450,0.173,18.0,32.0,34.0,92.0,31793,0.121,0.00,0.0024,0.107,638,0.673,0.000,0.595,0.680,3.03,3.92,3.89,0.43,0.175,1.18,1.02,1.10,0.678,0.00219,2.62,26.3754,2054.02,83177.5,140234.7,3.868,24.2431,92.003,0.000,1.000,0.177,52.6,40.718,65.171,304,778.8,97.02,5.587,48.429,2670.2,35.475,0.134,2.00,20.7340,46361.2,1.6772,0.6567,14.22,2.000,0.000,0.4869,0.0000,0.874,0.105,0.981,0.0000,4.05,0.24,8,16,16,46,35.6044,0.2127,0.4441,0.0000,0.0000,10.3867,100.00,90.6540,325.6947
190000,2767,1.355,0.461,34.88,54699,45306,4030,4831,1,302490,1105988.1,727839.7,0.148,0.754,0.053,0.046,68,28.52,9.39,0.48,0.92,4.17,3.60,0.00,0.02,9.12,5.03,0.53,1.06,0.146,0.120,1406,0.132,0.077,0.916,0.000,0.007,275091,215252,26,0.216,0.342,0.000,14925,0.166,2.887,0.028,12.59,176501,487,2.406,0.256,0.286,20434708,1.16,0.88,0.470,0.530,0.217,16.0,32.0,34.0,98.0,38116,0.145,0.00,0.0044,0.089,836,0.784,0.000,0.619,0.802,3.02,3.87,3.87,0.53,0.220,1.26,1.04,1.17,0.788,0.00189,4.15,89.9799,3388.79,66605.2,140234.7,45.280,83.8676,182.877,0.000,1.000,0.018,66.6,71.416,236.470,231,682.7,113.02,8.597,144.351,2974.6,100.585,0.135,2.00,21.9310,60683.2,1.8841,0.7879,13.78,2.000,0.001,1.5131,0.0000,0.873,0.097,0.988,0.0000,4.07,0.31,7,15,16,49,64.6287,1.5641,0.4648,0.0000,0.0000,41.5316,100.00,44.8325,407.2057
200000,2416,1.384,0.339,34.99,27361,23460,1836,2416,0,155654,495694.4,256454.8,0.121,0.785,0.050,0.043,144,29.59,10.31,0.42,0.95,4.00,3.74,0.00,0.00,9.95,5.65,0.44,0.98,0.137,0.124,1077,0.150,0.108,0.885,0.000,0.007,83287,62473,21,0.155,0.136,0.000,6675,0.156,1.894,0.022,15.07,54314,423,1.648,0.290,0.198,8595080,1.13,0.77,0.534,0.466,0.183,18.0,32.0,36.0,128.0,34726,0.132,0.00,0.0021,0.106,716,0.656,0.000,0.591,0.675,3.06,3.93,3.89,0.44,0.185,1.22,1.03,1.14,0.660,0.00210,2.71,26.1020,1793.30,83134.8,140234.7,5.017,22.7883,91.499,0.000,1.000,0.198,56.3,40.520,64.322,267,729.7,44.66,5.489,46.581,2376.2,34.722,0.134,2.00,19.3334,46709.5,1.6145,0.6600,14.37,2.000,0.000,0.4869,0.0000,0.883,0.099,0.987,0.0000,4.09,0.36,8,16,16,64,35.2472,0.1857,0.4437,0.0000,0.0000,10.3977,100.00,90.6872,327.9281
210000,2807,1.235,0.424,35.36,55647,46220,3901,5132,3,307644,1108409.5,719787.1,0.144,0.754,0.056,0.046,69,28.53,8.32,0.38,0.84,4.40,3.61,0.00,0.02,9.11,4.82,0.43,0.98,0.152,0.120,1281,0.157,0.091,0.902,0.000,0.007,272639,212538,27,0.180,0.194,0.000,8812,0.193,2.576,0.025,13.90,174889,469,2.340,0.278,0.281,20282325,1.12,0.75,0.514,0.486,0.175,16.0,32.0,34.0,128.0,38978,0.149,0.00,0.0043,0.103,875,0.773,0.000,0.609,0.797,2.98,3.88,3.85,0.43,0.176,1.20,1.03,1.13,0.777,0.00201,4.48,88.3953,2754.52,66625.7,140234.7,46.442,81.6582,184.071,0.000,1.000,0.056,73.2,72.705,235.400,273,785.1,85.44,9.306,142.113,2782.7,99.581,0.135,2.00,21.9175,61522.4,1.7899,0.7637,13.89,2.000,0.000,1.5131,0.0000,0.886,0.095,0.987,0.0000,4.04,0.22,8,16,16,64,65.3119,1.7418,0.4906,0.0000,0.0000,40.9675,100.00,45.3533,407.9518
220000,2443,1.338,0.359,35.10,27819,23804,1846,2533,0,162632,491095.6,248941.7,0.124,0.780,0.050,0.045,146,28.59,8.02,0.35,0.86,4.19,3.60,0.00,0.00,9.40,4.58,0.35,0.89,0.146,0.120,1039,0.155,0.121,0.871,0.000,0.007,80482,59750,18,0.145,0.159,0.000,3361,0.080,1.860,0.025,14.80,52622,384,1.531,0.294,0.182,9042612,1.12,0.72,0.549,0.450,0.146,16.0,32.0,32.0,98.0,34061,0.130,0.00,0.0021,0.100,724,0.679,0.000,0.604,0.659,2.96,3.88,3.86,0.36,0.152,1.19,1.03,1.12,0.684,0.00200,2.58,24.4230,1830.79,84520.7,140234.7,5.355,22.0493,92.010,0.000,1.000,0.203,58.2,41.075,65.338,299,783.8,52.51,5.971,46.537,2624.2,34.569,0.135,2.00,18.4635,45106.2,1.5585,0.6437,13.94,2.000,0.000,0.4869,0.0000,0.883,0.094,0.991,0.0000,4.04,0.21,8,16,16,49,36.0103,0.1781,0.4490,0.0000,0.0000,10.5057,100.00,91.1222,336.1564
230000,2737,1.287,0.426,34.51,55738,46091,4108,5244,1,316822,1114909.1,741754.0,0.140,0.767,0.052,0.041,69,28.96,11.19,0.59,1.20,4.27,3.95,0.00,0.00,9.02,4.91,0.55,1.08,0.147,0.119,1388,0.125,0.067,0.927,0.000,0.006,278838,220020,31,0.234,0.187,0.000,12986,0.172,2.584,0.028,13.20,177129,453,2.341,0.273,0.293,20901995,1.19,0.84,0.477,0.523,0.229,16.0,32.0,36.0,268.0,38001,0.145,0.00,0.0045,0.091,770,0.782,0.000,0.599,0.801,3.11,3.89,3.86,0.55,0.232,1.31,1.04,1.21,0.787,0.00202,4.44,91.2222,2849.17,64677.2,140234.7,45.508,80.7112,185.493,0.000,1.000,0.034,68.9,72.652,235.358,254,699.4,114.07,8.533,142.151,2905.3,101.029,0.134,2.00,23.1625,63395.9,1.9528,0.7400,13.88,2.000,0.000,1.5131,0.0000,0.877,0.100,0.986,0.0000,4.07,0.36,7,15,16,114,65.7240,1.4004,0.4921,0.0000,0.0000,42.6098,100.00,44.2142,407.7798
