step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,cover,plant_intake,meat_intake,lineages,movers,foot,shell_front,shell_back,dead,carrion,soil,barren,regrowth,cells,rain,trees,fruit,fruit_intake,water,dry
60000,0,359,49.76,2.51,21.48,0.00,10.57,0.08,1.55,0.031,0.140,59406.0,21231.6,3,128,5.27,1.46,1.63,0.5027,25.97,118936.5,22.1992,5.2237,5462,4.7459,112,1.5348,7630.4,203.14,4.6322
60000,1,303,36.48,1.55,14.24,0.00,11.11,0.05,1.34,0.013,0.095,49367.3,16681.2,2,51,4.50,1.30,1.47,0.3641,9.07,7075.5,6.1216,4.7007,5461,4.7450,26,0.5599,2537.6,63.17,7.9251
60000,2,278,34.98,1.10,14.40,0.00,11.01,0.09,1.24,0.025,0.084,39983.8,15659.3,2,84,4.53,1.22,1.24,0.2387,14.78,3871.0,1.5730,3.9522,5461,4.7450,13,0.0952,642.6,33.67,11.0857
70000,0,246,43.45,1.24,16.48,0.01,15.00,0.07,1.23,0.016,0.091,64704.3,24545.1,2,52,5.14,1.19,1.26,0.6516,7.99,130526.0,57.5918,5.3414,5462,6.7839,119,2.4271,12242.7,203.14,10.5134
70000,1,181,39.32,0.91,14.99,0.00,13.60,0.13,1.11,0.033,0.062,67692.5,28389.2,2,40,4.73,1.09,1.12,0.4468,13.58,2626.1,36.0945,6.3052,5461,6.7826,46,0.9534,5492.4,63.17,31.2965
70000,2,170,34.99,1.26,13.55,0.02,11.89,0.09,1.19,0.024,0.052,70573.8,28627.9,2,78,4.54,1.13,1.23,0.2938,5.90,899.8,18.9262,6.9660,5461,6.7826,11,0.2194,1554.6,33.67,51.7861
80000,0,404,19.81,1.13,6.34,0.00,11.44,0.06,1.19,0.040,0.087,45133.2,9793.1,2,92,4.29,1.09,1.22,0.6235,96.62,126206.8,23.7468,3.8488,5462,3.3883,23,1.3151,6506.9,203.14,5.0151
80000,1,347,20.52,1.36,6.88,0.00,11.28,0.18,1.20,0.092,0.079,36294.2,7940.1,2,79,4.37,1.23,1.13,0.3881,112.52,2019.2,7.2157,3.4867,5461,3.3876,18,0.2400,1497.4,63.17,8.4094
80000,2,336,20.09,1.23,6.46,0.00,11.41,0.10,1.22,0.062,0.073,31876.7,8580.1,2,113,4.34,1.19,1.20,0.3739,100.84,1777.4,2.8005,3.0903,5461,3.3876,10,0.1451,1031.7,33.67,11.9326
90000,0,310,35.00,0.75,11.42,0.21,12.68,0.06,1.21,0.023,0.089,99473.8,43207.6,3,82,4.75,1.17,1.24,1.6040,93.67,127672.2,44.6701,7.9157,5462,9.2785,113,3.2032,21889.3,203.14,11.7168
90000,1,282,30.55,0.51,10.26,0.04,12.17,0.03,1.12,0.014,0.072,93167.7,38201.4,3,66,4.48,1.10,1.13,0.5468,20.18,2181.6,31.0842,8.9644,5461,9.2768,32,0.6074,4584.4,63.17,31.6151
90000,2,292,29.43,1.03,9.58,0.10,11.22,0.09,1.33,0.041,0.075,92142.7,37627.2,3,122,4.34,1.33,1.31,0.4999,10.90,2043.9,15.9208,9.0353,5461,9.2768,35,0.3426,2685.5,33.67,49.4445
100000,0,357,29.34,0.31,9.16,0.69,12.80,0.03,1.06,0.011,0.094,56325.0,23370.4,3,104,4.48,1.05,1.09,0.5866,22.63,125613.1,21.0690,4.9171,5462,4.9058,42,1.4289,7582.2,203.14,4.9345
100000,1,295,30.71,0.05,8.70,0.64,14.72,0.01,1.01,0.007,0.081,53355.3,20950.0,3,80,4.56,1.01,1.00,0.3104,14.34,1853.3,4.9295,5.2516,5461,4.9049,29,0.1873,1380.1,63.17,8.3688
100000,2,319,32.76,0.14,10.02,0.73,14.33,0.02,1.02,0.009,0.092,43477.8,18072.3,4,115,4.75,1.02,1.03,0.2722,76.06,3091.3,1.4769,4.2857,5461,4.9049,19,0.1188,865.4,33.67,11.4194
