step,pop,on_fat,fat_stock,age_mean
198000,2005,0.5401,19540.8,802
199000,2434,0.5238,19066.4,584
200000,2956,0.4675,24368.4,484
201000,3294,0.5161,30271.2,534
202000,3510,0.5513,35478.0,627
203000,3864,0.5427,39633.1,693
204000,4164,0.6294,37205.5,715
205000,4125,0.6056,42341.0,850
206000,3894,0.5924,44682.4,993
207000,4332,0.5815,41077.7,708
208000,3936,0.5823,40255.7,806
209000,3593,0.6101,39938.4,970
210000,3387,0.6064,30138.8,719
211000,2952,0.6362,27859.5,824
212000,2426,0.6451,26274.9,1082
213000,1881,0.6252,17942.2,896
214000,1404,0.6239,13431.2,1031
215000,1097,0.6244,13050.7,1171
216000,1155,0.5567,13829.3,988
217000,1288,0.5148,17090.6,904
218000,1533,0.5264,23923.7,966
219000,2353,0.4930,26159.1,717
220000,2378,0.5181,29785.0,673
221000,2469,0.5395,42221.7,878
222000,2956,0.5105,45836.2,841
223000,3394,0.5333,41583.9,690
224000,3494,0.5280,50073.3,837
225000,3535,0.5123,49446.4,841
226000,3662,0.4981,45791.5,657
227000,3451,0.5787,47019.7,746
228000,3221,0.5539,41255.5,785
229000,3217,0.5589,35128.0,665
230000,2939,0.5975,36349.4,750
231000,2703,0.6012,32480.5,852
232000,2206,0.6142,23036.5,819
233000,1616,0.6429,17544.2,945
234000,1364,0.6584,12420.4,947
235000,1043,0.6836,9724.4,1032
236000,1064,0.5414,9989.3,826
237000,1254,0.5502,11911.1,696
238000,1580,0.6051,14023.2,652
239000,1703,0.5978,22013.0,786
240000,2150,0.5795,31523.3,833
241000,2865,0.5347,36852.0,747
242000,3247,0.5408,45167.5,832
243000,3518,0.5881,50163.3,919
244000,3893,0.5428,48764.1,807
245000,3945,0.5719,53423.7,846
246000,4181,0.5896,55017.8,895
247000,4140,0.5744,51761.2,866
248000,3934,0.6042,49612.7,917
249000,3937,0.5900,44949.7,804
250000,3439,0.6418,35660.0,874
251000,2949,0.6660,32942.3,993
252000,2432,0.6476,26283.1,1046
253000,1975,0.6223,19572.4,926
254000,1386,0.6494,15173.2,1123
255000,1207,0.6065,12543.0,1167
256000,1118,0.5564,12610.8,1031
257000,1436,0.4965,16136.7,909
258000,2190,0.5365,18370.0,772
259000,2507,0.5876,22816.1,786
260000,3128,0.5540,27398.7,767
261000,3271,0.5595,36664.5,823
262000,3701,0.5920,47215.5,877
263000,4154,0.5568,48884.7,831
264000,4407,0.5555,49807.2,822
265000,4370,0.5787,53051.1,851
266000,4389,0.5881,55616.6,850
267000,4435,0.5928,56193.2,827
268000,4187,0.6124,51116.0,939
269000,4066,0.5910,46698.4,869
270000,3481,0.6360,38713.5,880
271000,2837,0.6845,29843.3,983
272000,2268,0.6869,23047.1,1055
273000,1773,0.6554,17394.8,1067
274000,1356,0.6748,14290.9,1133
275000,1061,0.5533,13897.2,1158
276000,1269,0.4949,14230.5,990
277000,1623,0.5096,16354.2,880
278000,2146,0.5764,15706.3,701
279000,2510,0.5996,21858.7,813
280000,2740,0.5588,32234.3,902
281000,3522,0.5557,35633.7,736
282000,3889,0.5870,42298.4,770
283000,4074,0.5776,48119.3,863
284000,4321,0.5503,50025.8,801
285000,4354,0.5726,53329.0,849
286000,4404,0.5881,54992.7,900
287000,4440,0.5782,53025.6,842
288000,4254,0.5886,52965.6,834
289000,4180,0.5835,45640.2,808
290000,3537,0.6344,39199.7,919
291000,2793,0.6745,33851.6,1005
292000,2379,0.6230,27273.7,951
293000,2002,0.6738,19241.1,997
294000,1513,0.6603,13704.4,1106
295000,1324,0.5861,11925.4,1029
296000,1284,0.5740,10621.0,859
297000,1780,0.5719,12605.7,691
298000,2268,0.5648,14778.3,664
299000,2668,0.6031,20331.3,702
300000,2922,0.5657,28887.2,804
