step,pop,on_fat,fat_stock,age_mean
58000,1365,0.5458,11916.6,635
59000,1729,0.5934,14132.5,690
60000,2142,0.5546,20885.3,682
61000,2536,0.5402,23277.8,657
62000,3130,0.5527,26343.4,647
63000,3420,0.5389,29988.4,665
64000,3780,0.5307,31813.1,669
65000,4493,0.5119,32943.0,616
66000,4653,0.5289,33969.9,566
67000,4704,0.5183,31183.3,556
68000,4411,0.5294,29797.7,584
69000,4181,0.5518,28630.1,567
70000,3282,0.5795,22960.9,638
71000,2931,0.6018,19535.0,599
72000,1996,0.6007,16200.8,712
73000,1477,0.6371,13931.6,835
74000,1145,0.6227,10676.0,879
75000,839,0.6186,7186.0,865
76000,829,0.7334,6037.8,940
77000,834,0.6199,7944.8,889
78000,955,0.5435,11325.4,678
79000,1182,0.5161,14970.0,632
80000,1475,0.5403,19096.4,623
81000,1664,0.5204,22063.3,726
82000,2001,0.5337,25709.9,748
83000,2458,0.5452,29255.1,733
84000,2896,0.5297,30498.2,715
85000,3209,0.5516,30672.4,698
86000,3485,0.5033,29296.4,646
87000,3933,0.5273,31136.2,580
88000,4096,0.5325,30349.5,608
89000,3842,0.5294,26143.4,559
90000,3011,0.5656,23187.3,619
91000,2511,0.6018,18368.6,645
92000,1576,0.6022,13576.1,696
93000,1139,0.6839,10978.3,773
94000,799,0.7584,6508.1,967
95000,639,0.7465,5068.3,1014
96000,709,0.6502,6018.3,917
97000,879,0.5586,7724.8,570
98000,1221,0.5586,11174.6,570
99000,1484,0.5236,14296.9,547
100000,1774,0.5186,18302.0,577
101000,2088,0.5187,23895.7,637
102000,2381,0.5052,27431.0,649
103000,2614,0.4813,24362.0,576
104000,3124,0.5150,28180.7,572
105000,3183,0.4961,29894.5,649
106000,2963,0.4549,26857.0,561
107000,3102,0.4632,28872.3,523
108000,3116,0.5067,31002.2,584
109000,2968,0.5040,26340.8,578
110000,2523,0.5379,21650.6,581
111000,2140,0.5280,16949.7,499
112000,1761,0.6093,14155.9,542
113000,1127,0.6610,9395.3,663
114000,755,0.6675,4769.9,748
115000,598,0.6472,4862.7,779
116000,619,0.6365,4849.7,678
117000,1066,0.5094,6721.9,417
118000,1423,0.5179,10027.4,446
119000,1782,0.5258,10928.4,444
120000,2438,0.4934,14366.5,385
121000,2912,0.4924,18224.1,414
122000,3312,0.5263,25667.8,532
123000,3869,0.5040,26527.1,499
124000,3912,0.4890,30620.6,523
125000,4184,0.4897,32508.4,549
126000,4119,0.4766,28277.2,440
127000,3778,0.4690,28416.7,436
128000,3615,0.5076,31800.5,497
129000,3227,0.4763,29575.0,502
130000,2900,0.4745,23361.2,449
131000,2102,0.5052,14491.0,403
132000,1692,0.5975,11830.8,500
133000,1258,0.6224,10382.3,646
134000,872,0.6170,8453.3,754
135000,836,0.5550,9076.7,739
136000,933,0.5723,13281.3,933
137000,1291,0.5352,14859.5,801
138000,1532,0.4719,11770.9,474
139000,1763,0.5111,13491.6,456
140000,2402,0.5071,18447.5,430
141000,2648,0.4747,22025.8,449
142000,3144,0.4364,20861.0,363
143000,3624,0.4401,24556.1,374
144000,4197,0.4070,23338.5,336
145000,4564,0.4152,20552.6,271
146000,4659,0.4149,24367.0,344
147000,4270,0.4218,21933.5,347
148000,4190,0.4451,21196.3,348
149000,3650,0.4682,20365.9,393
150000,3044,0.4895,17672.6,389
151000,2440,0.5266,15864.3,443
152000,2087,0.5391,11823.5,498
153000,1587,0.5495,9154.4,537
154000,1239,0.5569,8121.1,581
155000,1157,0.5134,7893.5,588
156000,1227,0.5118,7692.5,521
157000,1457,0.4640,7856.8,407
158000,1838,0.4592,12103.8,405
159000,2465,0.4949,16012.5,478
160000,2872,0.4697,17773.8,432
161000,3563,0.4738,24038.9,466
162000,4224,0.4624,27736.1,466
163000,4419,0.4659,30120.6,515
164000,4830,0.4569,32014.2,523
165000,5098,0.4614,32846.8,513
166000,5211,0.4757,35420.6,539
167000,4686,0.4819,33028.8,563
168000,4762,0.4822,33619.3,571
169000,4266,0.4796,28898.6,532
170000,3744,0.5016,25595.7,563
171000,3098,0.5320,23433.5,640
172000,2552,0.5133,18702.2,566
173000,1823,0.5699,13775.2,642
174000,1422,0.5478,11874.8,693
175000,1130,0.5177,9593.1,709
176000,1235,0.5215,9139.0,606
177000,1469,0.5439,9488.3,501
178000,2003,0.4823,11066.2,401
179000,2277,0.4879,14248.5,445
180000,2569,0.4912,20160.3,520
181000,2785,0.4855,29203.7,599
182000,3255,0.4240,33698.4,564
183000,3447,0.4534,37606.6,573
184000,3510,0.4575,42702.7,642
185000,3558,0.4292,42393.7,631
186000,3728,0.4311,41678.4,588
187000,3352,0.4690,42599.6,668
188000,2888,0.4526,39859.6,697
189000,2787,0.4593,36791.3,679
190000,2637,0.5047,32227.3,682
191000,2265,0.5020,28807.1,703
192000,2025,0.5225,24458.5,701
193000,1580,0.5538,16204.9,678
194000,1203,0.5644,10843.0,677
195000,997,0.5647,9907.5,780
196000,1063,0.5710,8564.9,695
197000,1295,0.5035,10081.1,556
198000,1704,0.5106,12103.7,506
199000,2050,0.4839,14503.7,453
200000,2139,0.4783,21252.0,567
201000,2363,0.4507,29625.3,653
202000,2674,0.4207,32095.2,581
203000,2891,0.4552,37244.1,655
204000,3129,0.4401,42986.0,689
205000,3176,0.4040,42511.2,647
206000,3128,0.4169,40805.4,638
207000,2918,0.4414,43582.4,689
208000,2851,0.4188,44960.3,753
209000,2468,0.4275,42061.9,800
210000,2361,0.4668,37070.5,757
211000,2241,0.5033,29622.8,688
212000,1764,0.5533,20792.4,724
213000,1280,0.5258,12828.4,657
214000,1215,0.5745,10521.4,623
215000,910,0.6055,7957.9,778
216000,968,0.5702,8371.0,711
217000,1180,0.5178,9014.9,569
218000,1734,0.4919,11368.6,466
219000,1841,0.4829,15095.2,509
220000,2154,0.4452,20407.8,535
221000,2443,0.4376,26613.1,587
222000,2872,0.4391,34147.5,613
223000,2943,0.4067,37693.8,629
224000,3025,0.4083,41842.9,687
225000,2862,0.4329,42012.3,695
226000,2989,0.4068,41747.4,667
227000,2804,0.4223,42296.9,725
228000,2790,0.4315,41243.8,729
229000,2679,0.4543,39474.0,737
230000,2417,0.4762,34862.6,741
231000,2179,0.4787,28127.7,682
232000,1888,0.5032,22607.4,690
233000,1544,0.5525,14826.6,669
234000,1004,0.6016,8881.0,702
235000,919,0.5495,8047.9,746
236000,1014,0.5611,9220.9,708
237000,1302,0.4823,8496.6,547
238000,1495,0.4281,11048.3,494
239000,1880,0.4814,12833.1,457
240000,2232,0.4386,19836.1,490
241000,2523,0.4352,28846.5,605
242000,2598,0.4303,34490.1,623
243000,2581,0.4177,38264.8,696
244000,2607,0.4246,43562.5,762
245000,2660,0.4372,43575.9,743
246000,2692,0.4450,44594.5,757
247000,2428,0.4428,43854.7,809
248000,2484,0.4420,42335.2,777
249000,2482,0.4351,38869.1,738
250000,2086,0.4784,36555.6,821
251000,1993,0.4782,27732.4,756
252000,1677,0.5110,19080.5,674
253000,1394,0.5538,12684.6,664
254000,961,0.6035,8557.4,713
255000,873,0.5991,8211.6,797
256000,990,0.5798,8979.1,706
257000,1203,0.5204,9121.7,595
258000,1544,0.4858,9461.8,472
259000,1813,0.4870,12389.6,428
260000,2267,0.4393,18872.9,467
261000,2595,0.4401,26610.2,566
262000,2682,0.4206,33448.6,627
263000,2652,0.4272,38608.9,691
264000,3062,0.4167,40335.6,647
265000,2905,0.4031,43449.0,692
266000,2742,0.3953,44290.6,751
267000,2827,0.3941,46521.5,718
268000,2644,0.4334,46435.8,775
269000,2899,0.4250,42849.6,697
270000,2341,0.4554,36433.4,776
271000,2281,0.4783,28943.3,723
272000,1812,0.5342,19198.9,686
273000,1407,0.5537,13750.6,692
274000,1067,0.5989,9641.9,720
275000,916,0.5983,8837.0,783
276000,989,0.5642,9307.4,746
277000,1192,0.5201,9229.7,609
278000,1494,0.5007,11302.1,554
279000,1775,0.4885,14272.3,497
280000,2270,0.4251,20338.3,477
281000,2562,0.4403,27596.0,561
282000,2541,0.4490,34566.2,664
283000,2474,0.4236,36924.5,678
284000,2716,0.3778,43465.9,689
285000,2925,0.4421,47754.4,754
286000,2751,0.4144,46437.6,763
287000,2549,0.4386,45056.6,778
288000,2541,0.4404,44777.2,799
289000,2703,0.4488,39411.4,727
290000,2499,0.4606,35629.8,727
291000,2195,0.4843,29445.1,730
292000,1864,0.5102,22805.1,700
293000,1492,0.5483,15665.1,672
294000,1020,0.5882,8193.2,633
295000,877,0.5872,9071.4,767
296000,1009,0.5292,9122.4,639
297000,1200,0.5317,9141.8,552
298000,1547,0.4512,10834.0,503
299000,1828,0.4819,13472.7,446
300000,2063,0.4392,21525.0,539
