step,pop,on_fat,fat_stock,age_mean
238000,1611,0.5127,15277.0,661
239000,1850,0.5141,20707.4,717
240000,2081,0.4229,30122.4,691
241000,2282,0.4334,40049.5,736
242000,2464,0.4123,48024.3,769
243000,2641,0.4328,53179.3,806
244000,2890,0.4225,54434.0,743
245000,2653,0.4376,58901.7,866
246000,2718,0.4010,59441.9,838
247000,2819,0.4331,59275.5,829
248000,2662,0.4343,55059.7,841
249000,2374,0.4575,50995.4,856
250000,2180,0.4734,47353.3,823
251000,2127,0.4640,39518.5,789
252000,1740,0.5161,32166.1,830
253000,1370,0.5401,21009.9,864
254000,1152,0.5564,12601.5,820
255000,924,0.5812,9970.8,885
256000,1025,0.5580,10080.5,825
257000,1294,0.5464,13017.2,744
258000,1595,0.5135,16092.9,689
259000,1973,0.4734,22365.5,650
260000,2183,0.4453,31741.7,686
261000,2528,0.4494,42170.8,709
262000,2704,0.4615,47258.5,758
263000,2795,0.4597,54194.2,825
264000,3079,0.4378,55195.6,770
265000,3089,0.4374,55457.2,792
266000,2997,0.4444,57489.1,838
267000,3116,0.4493,55605.0,762
268000,2922,0.4288,55928.6,792
269000,2882,0.4663,52999.0,825
270000,2650,0.4702,47029.9,833
271000,2323,0.5015,40609.7,825
272000,1955,0.5427,31902.4,832
273000,1614,0.5421,22365.9,809
274000,1189,0.5753,13497.2,903
275000,969,0.5893,10251.6,926
276000,998,0.5471,10574.8,877
277000,1337,0.5355,14379.0,801
278000,1505,0.4983,17394.5,758
279000,1784,0.4669,25208.1,750
280000,2089,0.4375,34582.9,739
281000,2370,0.4152,42112.5,755
282000,2581,0.4165,48315.0,788
283000,2673,0.4246,52328.0,849
284000,2752,0.4451,54152.2,831
285000,2688,0.4438,54399.2,830
286000,2691,0.4470,54804.1,850
287000,2517,0.4215,54992.9,910
288000,2583,0.4332,54312.7,881
289000,2547,0.4429,52272.9,860
290000,2293,0.4649,47932.0,865
291000,2134,0.4672,44833.7,906
292000,1832,0.5207,37745.3,961
293000,1370,0.5445,25772.0,1011
294000,1068,0.5777,17511.9,1043
295000,870,0.6023,12972.5,1024
296000,957,0.5319,12118.7,866
297000,1166,0.5446,14869.2,813
298000,1451,0.5100,20693.2,819
299000,1555,0.4675,28156.3,925
300000,1624,0.4310,37647.7,938
