step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat
110000,2988,2.079,0.692,15.59,278344,222800,15,49906,5155,2409195,1014455.5,2244356.8,0.049,0.726,0.022,0.203,77,20.59,10.96,0.22,1.57,2.86,4.32,0.06,0.81,9.73,6.74,0.00,0.00,0.102,0.148,1173,0.059,0.025,0.948,0.000,0.026,553268,420949,3,0.511,0.042,0.009,230723,0.197,2.644,0.047,21.27,236043,137,0.932,0.362,0.741,17484018,1.09,6.01,0.285,0.412,0.000,6.0,21.1,32.0,97.8,38443,0.147,0.00,0.0035,0.070,530,0.645,0.000,0.724,0.516,2.98,3.25,4.42,0.00,0.000,1.07,1.08,1.13,0.684,0.00812,3.63,205.0672,7577.90,99118.9,140234.7,86.261,127.1765,206.642,335.984,0.978,0.324,19.0,24.269,232.521,397,1095.2,88.33,14.472,130.913,2222.7,85.061,0.134,2.00,7.4707,22322.4,1.0965,0.4901,12.87,1.566,0.413,1.4775,0.0000,0.767,0.164,0.974,0.0000,5.30,1.28,4,14,18,64,0.0000,0.0000,0.0000
120000,4193,1.813,0.595,6.81,170481,156994,8,8219,4055,401541,504003.6,1024236.4,0.028,0.674,0.015,0.284,145,16.11,9.07,0.18,1.39,1.73,5.02,0.29,1.25,11.42,5.96,0.00,0.03,0.059,0.166,1047,0.174,0.033,0.936,0.000,0.030,195101,153252,3,0.657,0.017,0.140,1779681,0.155,1.911,0.043,16.52,77084,127,2.551,0.387,0.814,8331166,1.06,8.33,0.005,0.167,0.000,7.2,14.4,28.9,98.5,57076,0.218,0.00,0.0011,0.039,500,0.552,0.000,0.630,0.226,3.22,3.22,5.75,0.04,0.023,1.05,1.07,1.09,0.564,0.00286,1.78,121.5084,8024.43,91243.5,140234.7,25.166,45.9016,127.612,205.978,0.874,0.302,12.8,11.977,79.351,125,248.0,38.60,10.697,42.148,1103.9,35.206,0.133,2.00,7.2205,30275.6,0.8194,0.4852,13.61,1.168,0.137,0.5225,0.0000,0.619,0.057,0.985,0.0000,6.50,0.55,6,12,22,64,0.0000,0.0000,0.0000
130000,2645,2.046,0.569,17.87,279349,217464,5,56633,6795,2187484,983756.5,2135153.2,0.025,0.731,0.039,0.205,70,20.51,11.06,0.19,1.49,2.60,4.01,0.12,0.76,10.77,6.86,0.00,0.07,0.091,0.133,1031,0.034,0.029,0.951,0.000,0.020,526386,404091,3,0.465,0.520,0.062,2859658,0.132,2.100,0.040,20.87,215386,138,0.976,0.344,0.678,17202665,1.07,6.51,0.276,0.353,0.001,6.8,18.8,32.0,124.0,36186,0.138,0.00,0.0035,0.074,486,0.643,0.000,0.774,0.491,3.07,3.29,4.70,0.01,0.006,1.04,1.08,1.09,0.677,0.00907,4.10,193.8921,5619.01,100792.6,140234.7,85.822,129.1217,201.432,316.300,0.936,0.326,16.0,23.980,230.498,365,985.3,48.40,12.924,131.281,2287.9,81.893,0.135,2.00,8.9233,23602.2,1.1256,0.5139,13.68,1.486,0.473,1.4775,0.0000,0.747,0.193,0.991,0.0000,5.59,1.46,5,15,19,64,0.0000,0.0000,0.0000
140000,2680,2.191,0.589,9.75,171531,158987,11,9872,2626,573258,506659.6,1097222.5,0.032,0.718,0.021,0.229,133,24.14,19.57,0.63,2.48,4.45,7.75,0.31,1.86,11.55,7.94,0.07,0.44,0.110,0.168,1456,0.055,0.032,0.950,0.000,0.018,206884,153115,6,0.485,0.242,0.072,2340326,0.146,1.899,0.042,16.69,85921,137,1.914,0.345,0.719,8837256,1.20,6.69,0.164,0.474,0.029,5.7,16.1,51.9,153.2,45371,0.173,0.00,0.0016,0.055,558,0.556,0.000,0.575,0.261,3.44,3.70,5.40,0.13,0.046,1.16,1.22,1.23,0.570,0.00470,2.02,122.9013,5995.61,108979.3,140234.7,23.917,47.9084,129.454,191.280,0.957,0.347,24.5,12.586,78.505,350,879.8,38.95,9.792,42.988,2272.6,35.269,0.136,2.00,5.3772,14410.8,0.6674,0.4774,16.93,1.295,0.359,0.5225,0.0000,0.602,0.086,0.938,0.0000,6.14,0.90,5,14,33,72,0.0000,0.0000,0.0000
150000,2981,2.060,0.623,16.52,273839,226021,12,42229,5276,1852384,978605.1,2118618.0,0.043,0.761,0.045,0.150,72,21.22,12.46,0.21,1.27,2.94,4.50,0.22,1.32,10.71,6.96,0.00,0.08,0.096,0.140,1023,0.086,0.035,0.946,0.000,0.019,555329,416169,4,0.509,0.172,0.063,1344372,0.184,2.282,0.044,19.01,248262,151,1.144,0.341,0.697,18809735,1.08,5.55,0.343,0.315,0.001,6.4,18.2,32.0,128.0,41939,0.160,0.00,0.0031,0.080,576,0.650,0.000,0.707,0.526,3.11,3.36,4.80,0.01,0.002,1.07,1.08,1.11,0.680,0.00691,4.42,201.1354,6690.59,96506.8,140234.7,87.545,128.2508,198.071,297.600,0.962,0.316,17.9,20.607,229.075,348,921.1,55.70,10.339,131.091,2189.2,83.304,0.135,2.00,8.7536,26094.4,1.0008,0.5579,14.07,1.465,0.488,1.4775,0.0000,0.739,0.196,0.955,0.0000,5.43,1.30,6,15,19,64,0.0000,0.0000,0.0000
160000,4659,1.628,0.457,6.93,183732,171113,14,6111,4816,364973,512687.7,1081887.0,0.033,0.707,0.023,0.237,140,12.27,5.31,0.12,1.18,0.00,0.05,0.23,1.57,11.95,4.81,0.00,0.00,0.000,0.005,452,0.175,0.036,0.940,0.000,0.024,214114,165165,1,0.996,0.004,0.047,1893616,0.178,1.606,0.032,15.99,84869,126,2.964,0.370,0.833,9979174,1.04,9.78,0.006,0.001,0.000,8.1,12.2,16.9,64.1,57284,0.219,0.00,0.0009,0.034,513,0.573,0.000,0.598,0.231,3.31,2.64,6.46,0.00,0.000,1.03,1.05,1.05,0.583,0.00248,2.08,130.4656,6342.64,84808.7,140234.7,24.458,46.3621,135.513,196.675,0.895,0.287,8.5,11.540,78.363,110,205.6,35.02,9.236,43.081,652.3,36.801,0.135,2.00,8.4133,39197.7,0.9196,0.4821,12.30,0.997,0.055,0.5225,0.0000,0.562,0.030,0.971,0.0000,6.60,0.50,8,12,17,49,0.0000,0.0000,0.0000
170000,3424,1.978,0.635,16.94,397996,326098,12,57308,15813,2288869,1039585.1,2745891.8,0.038,0.733,0.053,0.175,66,19.37,11.24,0.39,1.61,2.81,4.57,0.19,1.61,9.66,6.80,0.07,0.37,0.100,0.156,1532,0.041,0.039,0.937,0.001,0.023,752932,591261,5,0.511,0.469,0.037,1690821,0.189,2.234,0.044,19.35,272837,143,1.200,0.348,0.723,29160823,1.15,6.78,0.232,0.461,0.035,5.8,18.0,32.0,124.0,44721,0.171,0.00,0.0031,0.066,691,0.727,0.000,0.791,0.486,2.90,3.22,4.76,0.07,0.037,1.13,1.12,1.22,0.755,0.00620,5.20,272.4115,6822.03,101745.3,140234.7,90.059,127.2635,266.944,300.865,0.973,0.327,22.5,21.239,228.788,388,929.8,65.76,10.094,127.459,2200.6,91.429,0.135,2.00,5.8291,19959.0,0.8515,0.5453,13.06,1.436,0.480,1.4775,0.0000,0.395,0.264,0.623,0.0000,5.61,1.39,5,14,19,64,0.0000,0.0000,0.0000
180000,3326,1.820,0.681,8.33,209105,187896,1,16278,5028,690597,510074.8,1184763.6,0.031,0.718,0.030,0.221,126,17.64,15.62,0.56,2.35,3.88,7.22,0.20,1.43,8.12,7.60,0.02,0.21,0.159,0.217,1937,0.027,0.025,0.946,0.001,0.029,244358,182120,2,0.538,0.446,0.044,1243096,0.168,1.820,0.045,17.06,94895,100,1.716,0.468,0.708,10115152,1.21,9.33,0.016,0.498,0.010,4.6,13.5,38.5,128.2,42440,0.162,0.00,0.0019,0.057,708,0.558,0.000,0.590,0.224,3.18,4.12,4.63,0.03,0.014,1.17,1.21,1.28,0.580,0.00383,2.11,127.9281,6362.77,107508.1,140234.7,23.398,47.9509,138.943,205.385,0.967,0.339,22.3,12.730,78.777,513,1410.8,36.61,10.310,43.041,2726.5,35.630,0.134,2.00,4.3033,14312.7,0.7497,0.4771,12.76,1.316,0.296,0.5225,0.0000,0.550,0.079,0.804,0.0000,6.50,0.62,4,10,25,81,0.0000,0.0000,0.0000
190000,2197,2.418,0.655,6.98,226392,194541,18,26366,6596,1873870,1027690.3,2130895.5,0.030,0.741,0.046,0.183,105,27.95,23.38,2.55,4.41,3.71,6.31,0.18,1.48,13.87,9.23,0.51,0.92,0.072,0.124,929,0.082,0.032,0.947,0.000,0.021,456391,389118,2,0.418,0.212,0.037,1082133,0.192,2.587,0.045,17.40,135772,155,1.137,0.336,0.682,16413103,1.84,6.94,0.085,0.378,0.254,5.8,15.6,64.7,136.8,44621,0.170,0.00,0.0034,0.054,450,0.686,0.000,0.695,0.525,3.86,3.85,5.98,0.53,0.255,1.76,1.23,2.38,0.713,0.00845,5.27,217.4343,6717.67,104045.0,140234.7,87.691,130.1996,201.334,274.984,0.920,0.333,21.3,18.559,226.596,278,754.9,57.92,8.590,131.704,2819.5,88.791,0.135,2.00,8.6034,18901.6,0.8585,0.4820,20.31,1.140,0.173,1.4775,0.0000,0.611,0.073,0.966,0.0000,6.62,0.58,6,14,43,81,0.0000,0.0000,0.0000
200000,2370,2.274,0.577,8.96,150654,134905,4,11776,3796,787107,498610.1,983516.4,0.021,0.715,0.026,0.239,161,25.91,23.54,0.70,2.81,4.41,8.87,0.30,2.01,12.76,7.71,0.00,0.00,0.079,0.138,1190,0.089,0.038,0.939,0.000,0.024,169972,134326,3,0.219,0.595,0.044,1147227,0.178,2.085,0.041,17.67,58546,121,1.250,0.339,0.670,6769652,1.18,7.83,0.086,0.433,0.000,6.2,14.8,62.7,172.8,43062,0.164,0.00,0.0016,0.062,469,0.520,0.000,0.561,0.228,3.57,3.60,5.81,0.16,0.052,1.13,1.20,1.22,0.540,0.00558,2.08,104.2733,6079.86,107216.8,140234.7,22.956,47.6600,116.965,194.043,0.962,0.341,23.7,13.232,78.049,344,867.6,44.39,10.933,42.906,2039.0,33.149,0.135,2.00,7.1423,16927.3,0.7461,0.4080,18.17,1.254,0.353,0.5225,0.0000,0.595,0.064,0.968,0.0000,6.61,0.65,6,14,36,81,0.0000,0.0000,0.0000
210000,3226,2.247,0.629,21.82,263124,211979,50,43391,6848,1804266,975159.2,2049376.1,0.047,0.775,0.039,0.139,67,23.20,11.08,0.14,1.35,2.53,3.88,0.09,1.01,11.27,5.74,0.01,0.12,0.084,0.127,947,0.142,0.031,0.955,0.000,0.014,524165,388020,6,0.294,0.308,0.017,726144,0.191,2.702,0.041,19.09,247975,142,1.136,0.345,0.752,18842177,1.05,4.30,0.466,0.276,0.003,8.0,30.0,32.0,128.0,45262,0.173,0.00,0.0027,0.056,518,0.670,0.000,0.666,0.518,3.15,3.43,4.59,0.01,0.005,1.04,1.06,1.06,0.699,0.00614,4.28,199.2935,7820.71,78645.4,140234.7,89.476,125.6510,195.485,288.743,0.943,0.261,17.1,19.799,229.846,241,568.7,97.53,10.897,129.217,1483.7,82.939,0.135,2.00,13.1799,42518.4,1.1812,0.5329,14.03,1.602,0.478,1.4775,0.0000,0.790,0.196,0.984,0.0000,5.06,1.28,7,16,16,64,0.0000,0.0000,0.0000
220000,3997,2.012,0.793,7.95,179191,166414,34,7336,4636,390295,503572.9,1146525.8,0.039,0.714,0.027,0.220,126,19.61,16.33,0.56,2.33,4.45,7.34,0.35,1.66,9.89,6.82,0.08,0.49,0.134,0.206,1733,0.090,0.025,0.950,0.001,0.025,224944,172418,1,1.000,0.000,0.091,1335646,0.170,2.268,0.060,15.25,97215,134,2.938,0.356,0.847,10838091,1.16,7.33,0.125,0.444,0.031,4.9,12.4,45.4,113.6,60935,0.232,0.00,0.0013,0.062,569,0.612,0.000,0.583,0.279,3.31,3.38,5.38,0.23,0.069,1.12,1.17,1.18,0.622,0.00258,2.05,138.8581,10341.62,95804.9,140234.7,25.384,49.5961,135.798,168.424,0.967,0.312,26.0,10.303,78.119,188,376.7,43.54,8.341,42.931,1826.0,36.676,0.135,2.00,5.4542,21800.5,0.7284,0.5050,15.25,1.176,0.227,0.5225,0.0000,0.577,0.060,0.925,0.0000,6.15,0.70,4,12,31,64,0.0000,0.0000,0.0000
230000,3133,1.813,0.655,14.53,301997,243052,17,50384,9408,1995762,978559.6,2211188.8,0.033,0.714,0.060,0.192,81,16.98,11.44,0.32,1.42,2.65,4.83,0.20,1.79,8.34,5.99,0.04,0.32,0.098,0.164,1284,0.115,0.033,0.942,0.000,0.024,594997,451205,1,0.417,0.583,0.045,1485663,0.165,2.571,0.041,18.70,240001,154,1.108,0.312,0.699,19929977,1.13,7.31,0.205,0.451,0.020,4.4,13.0,32.0,199.9,36075,0.138,0.00,0.0037,0.058,653,0.660,0.000,0.746,0.511,2.79,2.93,4.58,0.06,0.025,1.12,1.11,1.17,0.691,0.00667,4.91,206.6783,6774.60,105236.2,140234.7,87.305,129.8881,209.105,282.803,0.952,0.335,20.6,20.909,227.744,328,824.8,74.32,9.318,131.153,2618.7,84.182,0.135,2.00,5.5849,17497.4,0.9953,0.5757,11.51,1.399,0.473,1.4775,0.0000,0.656,0.145,0.952,0.0000,5.52,1.25,4,12,16,100,0.0000,0.0000,0.0000
240000,3532,1.940,0.603,7.78,194659,174641,2,13927,5690,613961,505454.4,1160876.8,0.031,0.690,0.030,0.249,132,19.36,17.98,0.46,2.22,3.61,7.97,0.31,1.93,10.97,8.17,0.03,0.35,0.119,0.218,1734,0.094,0.035,0.939,0.002,0.025,234302,174889,3,0.957,0.012,0.082,1536815,0.171,1.824,0.041,16.36,96374,131,1.891,0.368,0.781,9228792,1.15,9.82,0.037,0.434,0.011,4.9,12.6,46.9,161.9,54211,0.207,0.00,0.0013,0.048,554,0.547,0.000,0.587,0.252,3.23,3.55,5.35,0.10,0.032,1.10,1.22,1.15,0.564,0.00340,2.07,125.5629,6861.49,103768.7,140234.7,24.170,47.2073,133.346,191.454,0.958,0.331,25.5,12.017,78.475,322,757.5,40.20,9.427,43.007,1774.0,35.685,0.134,2.00,5.1909,18334.1,0.7050,0.5033,15.35,1.187,0.192,0.5225,0.0000,0.578,0.052,0.946,0.0000,6.81,0.73,4,12,33,100,0.0000,0.0000,0.0000
250000,3016,1.958,0.652,8.68,268817,220442,30,38808,10053,1914164,1006327.4,2225331.5,0.027,0.740,0.045,0.188,90,18.53,14.50,1.50,2.82,2.93,5.51,0.21,1.39,9.11,6.30,0.53,1.17,0.085,0.151,1514,0.126,0.026,0.955,0.000,0.019,539237,412284,11,0.380,0.410,0.052,1972128,0.142,2.233,0.046,18.92,198478,164,1.163,0.304,0.730,20055016,1.58,8.01,0.088,0.454,0.195,4.5,12.3,42.4,85.1,41449,0.158,0.00,0.0037,0.056,481,0.691,0.000,0.752,0.522,3.02,3.31,4.86,0.54,0.197,1.61,1.19,1.87,0.717,0.00697,5.17,218.7340,7083.93,101013.6,140234.7,89.484,126.1116,215.701,283.539,0.927,0.328,20.6,21.025,226.860,326,813.2,47.33,9.324,128.497,2294.4,87.076,0.135,2.00,7.1260,21491.9,1.0507,0.5488,13.74,1.180,0.235,1.4775,0.0000,0.528,0.091,0.714,0.0000,6.05,0.71,4,12,25,56,0.0000,0.0000,0.0000
