step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat
110000,4947,1.928,0.696,24.56,584425,497356,13,64014,22583,2053162,996798.1,2586049.8,0.032,0.695,0.133,0.140,30,19.41,9.48,0.10,0.85,1.64,2.76,0.03,0.42,9.14,5.69,0.00,0.06,0.081,0.125,2612,0.012,0.017,0.949,0.003,0.031,767983,608837,4,0.180,0.549,0.012,769542,0.177,1.861,0.048,17.62,352507,93,1.260,0.570,0.819,41112537,1.03,32.00,0.000,0.347,0.001,8.0,18.0,32.0,80.0,53951,0.206,0.00,0.0022,0.062,569,0.772,0.001,0.891,0.250,3.52,9.11,3.05,0.00,0.002,1.02,1.05,1.03,0.802,0.00302,5.39,290.3372,8636.13,66324.8,139882.8,85.859,134.1580,324.709,318.863,0.922,0.208,12.2,14.951,230.554,348,889.3,40.61,9.382,133.204,1360.6,94.240,0.134,2.00,10.2456,50684.9,1.2761,0.6097,10.91,1.817,0.365,1.4775,0.0000,0.805,0.237,0.795,0.0000,12.64,2.87,5,10,18,58,0.0000,0.0000,0.0000
120000,3887,2.010,0.621,8.53,192222,184206,12,3950,5114,382075,526601.1,1182860.2,0.036,0.673,0.136,0.155,87,19.65,20.36,0.40,2.15,2.82,8.77,0.05,0.64,12.45,7.85,0.03,0.31,0.050,0.143,1536,0.051,0.037,0.944,0.000,0.019,210082,148060,2,0.867,0.051,0.016,341623,0.170,2.003,0.044,16.15,90510,132,3.096,0.382,0.798,11567663,1.10,11.05,0.038,0.268,0.011,6.0,13.8,42.7,141.9,61085,0.233,0.00,0.0011,0.057,579,0.628,0.000,0.776,0.164,3.49,3.99,5.86,0.04,0.016,1.06,1.12,1.11,0.640,0.00280,2.16,143.9906,8038.11,91970.1,139882.8,22.345,52.7977,149.952,175.862,0.965,0.275,18.2,10.875,78.734,151,310.7,39.63,9.240,44.959,1454.3,38.047,0.134,2.00,7.3020,28382.9,0.8109,0.5650,15.72,1.154,0.149,0.5225,0.0000,0.382,0.074,0.073,0.0000,7.62,0.68,5,12,30,100,0.0000,0.0000,0.0000
130000,3162,2.048,0.649,14.49,375172,288990,4,74411,12492,2360672,1078669.8,2553327.0,0.063,0.611,0.147,0.179,60,20.99,17.94,0.30,1.46,3.56,6.56,0.02,0.29,9.82,6.86,0.01,0.18,0.089,0.153,1425,0.029,0.030,0.953,0.000,0.016,696048,523350,4,0.571,0.392,0.014,745955,0.178,2.329,0.045,17.18,280658,140,1.082,0.346,0.706,21177184,1.10,10.07,0.183,0.372,0.003,5.1,15.0,50.0,162.0,43331,0.165,0.00,0.0035,0.082,558,0.670,0.001,0.818,0.476,3.13,3.79,4.88,0.02,0.008,1.06,1.13,1.12,0.705,0.00679,4.28,248.2551,7126.61,91634.4,139882.8,76.205,140.0945,252.216,324.752,0.965,0.279,19.3,21.458,230.939,287,679.5,63.52,9.094,144.404,2399.7,99.285,0.135,2.00,9.4204,29787.3,1.0417,0.5866,13.70,1.376,0.414,1.4775,0.0000,0.351,0.121,0.083,0.0000,6.78,1.50,4,12,25,81,0.0000,0.0000,0.0000
140000,4757,1.719,0.486,7.98,176575,163265,9,6364,5342,348104,532414.9,1063809.4,0.038,0.647,0.137,0.177,141,13.92,6.18,0.16,1.12,0.02,0.46,0.01,0.25,12.39,4.87,0.00,0.03,0.001,0.012,673,0.095,0.039,0.941,0.000,0.020,200818,156178,1,0.999,0.001,0.003,130121,0.189,1.637,0.035,15.73,72922,130,3.056,0.338,0.827,8933170,1.04,10.08,0.002,0.011,0.000,8.0,13.1,19.7,79.3,59813,0.228,0.00,0.0009,0.039,538,0.567,0.000,0.716,0.203,3.42,3.24,6.77,0.00,0.000,1.02,1.06,1.05,0.577,0.00245,2.18,131.1364,6705.62,81154.9,139882.8,20.987,49.7585,137.591,180.379,0.896,0.248,8.3,11.644,78.451,92,193.2,37.22,8.864,46.720,773.4,39.181,0.134,2.00,8.6715,41250.3,0.9158,0.5086,12.57,1.093,0.076,0.5225,0.0000,0.346,0.054,0.009,0.0000,7.46,0.61,7,12,17,64,0.0000,0.0000,0.0000
150000,6748,1.817,0.684,25.10,535406,430783,5,68877,33750,2615998,1050623.1,2838212.8,0.055,0.731,0.106,0.108,42,17.70,8.83,0.04,0.61,2.09,2.60,0.00,0.04,7.36,4.90,0.00,0.00,0.118,0.128,3351,0.076,0.017,0.928,0.003,0.052,776351,615115,2,0.857,0.013,0.000,1469710,0.105,1.773,0.044,19.81,295824,116,1.085,0.409,0.846,35797298,1.01,35.02,0.000,0.440,0.000,7.6,18.0,28.0,100.0,64021,0.244,0.00,0.0021,0.100,1064,0.720,0.001,0.849,0.322,3.06,7.47,2.20,0.00,0.000,1.01,1.02,1.01,0.756,0.00351,5.19,285.5545,8549.82,70276.5,139882.8,79.381,132.6975,318.150,358.029,0.972,0.215,26.2,23.707,231.224,389,964.1,38.49,12.412,137.685,1215.9,95.575,0.135,2.00,6.4790,43720.6,1.0745,0.5408,9.49,1.886,0.293,1.4775,0.0000,0.832,0.208,0.856,0.0000,13.26,2.56,4,9,15,56,0.0000,0.0000,0.0000
160000,4232,1.879,0.616,8.71,198836,188763,2,4129,8458,369683,538795.2,1200104.2,0.025,0.716,0.099,0.159,96,17.83,12.79,0.21,1.35,3.19,6.36,0.02,0.52,10.86,6.88,0.01,0.15,0.121,0.207,1731,0.055,0.029,0.943,0.001,0.027,214570,157413,1,0.996,0.004,0.003,41566,0.224,1.835,0.043,16.92,85439,147,3.246,0.371,0.820,12011541,1.06,11.19,0.001,0.304,0.002,6.5,15.1,31.6,99.6,60437,0.231,0.00,0.0012,0.055,557,0.609,0.000,0.709,0.152,3.42,3.70,5.85,0.04,0.009,1.04,1.09,1.07,0.621,0.00310,2.36,145.0217,7926.04,90806.3,139882.8,20.829,51.3581,154.806,203.302,0.922,0.275,17.2,13.117,78.382,148,298.1,31.89,9.865,45.499,1490.0,38.793,0.135,2.00,6.9714,29503.1,0.8330,0.5788,14.28,1.203,0.144,0.5225,0.0000,0.337,0.052,0.005,0.0000,7.50,0.65,5,13,23,66,0.0000,0.0000,0.0000
170000,3751,2.110,0.628,10.13,404235,318230,22,59460,27004,2342219,1109112.5,2760440.8,0.054,0.656,0.131,0.159,65,21.95,22.24,1.59,4.58,2.49,6.05,0.04,0.50,10.42,7.25,0.28,1.01,0.054,0.123,1851,0.038,0.031,0.949,0.001,0.019,665464,497863,5,0.590,0.312,0.016,552296,0.135,2.012,0.043,19.48,236241,144,1.179,0.346,0.749,26538063,1.46,14.33,0.029,0.377,0.083,4.9,13.8,53.5,156.0,54560,0.208,0.00,0.0028,0.061,625,0.718,0.001,0.827,0.409,3.23,3.76,5.06,0.32,0.090,1.55,1.26,1.54,0.748,0.00646,5.02,277.2480,7251.24,90869.2,139882.8,79.666,133.1436,291.344,347.697,0.977,0.277,24.4,24.246,230.898,244,588.8,51.68,10.748,137.900,2028.6,102.384,0.135,2.00,7.7693,29142.7,0.9904,0.5775,14.55,1.300,0.316,1.4775,0.0000,0.366,0.105,0.057,0.0000,7.95,1.15,4,11,31,77,0.0000,0.0000,0.0000
180000,2475,2.301,0.577,9.26,162930,144229,3,14809,5165,832620,532988.8,1087845.5,0.033,0.683,0.104,0.181,145,26.90,23.49,0.53,2.14,4.52,9.09,0.10,1.05,13.55,8.63,0.00,0.00,0.087,0.161,1312,0.037,0.032,0.939,0.000,0.029,177773,131421,1,0.715,0.285,0.014,334160,0.145,1.900,0.039,18.32,65015,123,1.307,0.339,0.653,6911874,1.15,9.56,0.006,0.381,0.000,7.3,18.1,60.9,226.1,46251,0.176,0.00,0.0016,0.072,439,0.501,0.000,0.667,0.189,4.00,4.05,6.69,0.13,0.036,1.08,1.20,1.17,0.523,0.00655,2.18,111.8108,5769.40,105253.0,139882.8,18.856,49.8069,130.625,212.537,0.902,0.320,19.3,16.203,78.314,306,710.9,40.35,11.512,46.250,2485.2,36.003,0.134,2.00,7.3270,18134.3,0.7023,0.4484,18.69,1.299,0.297,0.5225,0.0000,0.351,0.069,0.032,0.0000,7.68,0.83,6,15,36,90,0.0000,0.0000,0.0000
190000,6579,1.488,0.895,23.84,524537,434138,22,64741,21532,2005776,960641.1,2405987.5,0.035,0.767,0.081,0.116,45,10.92,7.42,0.34,0.94,1.03,1.88,0.25,1.85,5.34,6.39,0.37,0.94,0.095,0.130,2867,0.070,0.021,0.915,0.002,0.061,747974,535709,2,0.336,0.331,0.054,1213932,0.049,3.405,0.052,16.62,342603,119,1.200,0.468,0.812,35434001,1.20,12.49,0.006,0.512,0.152,4.0,10.0,19.7,101.0,45816,0.175,0.00,0.0027,0.090,895,0.683,0.000,0.810,0.314,2.45,4.11,3.03,0.39,0.157,1.48,1.16,1.18,0.716,0.00293,5.42,246.1670,11416.60,70741.3,139882.8,76.638,137.2872,281.281,321.284,0.976,0.221,23.8,19.272,229.365,184,359.8,88.89,7.762,143.390,2444.7,93.480,0.135,2.00,6.5706,43228.0,2.0152,0.6436,6.96,1.696,0.405,1.4775,0.0000,0.737,0.289,0.651,0.0000,6.19,1.38,2,5,16,81,0.0000,0.0000,0.0000
200000,4039,1.784,0.807,8.85,226450,211737,14,11865,5374,733068,526938.3,1310055.6,0.017,0.758,0.067,0.158,101,17.21,11.89,0.20,1.33,4.38,6.28,0.11,1.20,6.82,6.60,0.00,0.09,0.213,0.243,2107,0.037,0.026,0.915,0.002,0.056,264658,183378,1,0.982,0.018,0.020,718292,0.060,2.371,0.054,16.73,107974,173,1.787,0.325,0.778,12252792,1.09,13.74,0.003,0.456,0.001,4.8,14.8,31.8,130.4,46472,0.177,0.00,0.0019,0.074,607,0.547,0.000,0.665,0.205,2.90,3.64,4.43,0.03,0.014,1.08,1.11,1.10,0.573,0.00366,2.61,134.2039,8959.06,100567.0,139882.8,19.507,51.6849,152.687,205.510,0.952,0.307,25.6,14.788,77.111,283,647.9,62.51,8.624,46.757,3066.4,37.554,0.135,2.00,4.3252,17469.6,0.7448,0.5733,11.51,1.478,0.197,0.5225,0.0000,0.313,0.053,0.004,0.0000,7.39,0.63,3,10,20,64,0.0000,0.0000,0.0000
210000,4805,1.445,0.681,20.21,480757,397302,3,68719,13967,2027379,937101.0,2316543.2,0.034,0.767,0.078,0.121,53,11.71,8.03,0.39,1.02,1.39,2.27,0.08,0.52,5.62,6.72,0.73,1.41,0.123,0.143,2479,0.041,0.015,0.922,0.002,0.061,701993,519968,2,0.408,0.575,0.050,1148090,0.092,2.313,0.038,16.80,299214,120,1.143,0.480,0.738,29775440,1.20,15.82,0.003,0.586,0.247,4.0,10.0,20.6,118.0,35956,0.137,0.00,0.0035,0.102,1082,0.650,0.000,0.775,0.332,2.69,5.00,3.11,0.73,0.250,1.58,1.07,1.17,0.686,0.00434,6.18,220.3933,6257.87,102843.2,139882.8,74.704,140.5652,252.946,319.280,0.952,0.309,24.0,20.843,226.481,210,470.4,42.37,7.670,144.380,3934.1,88.039,0.135,2.00,3.7035,17795.5,1.0851,0.6387,7.48,1.645,0.423,1.4775,0.0000,0.551,0.218,0.499,0.0000,7.20,1.47,2,5,16,64,0.0000,0.0000,0.0000
220000,2959,2.149,0.600,6.43,205669,193267,0,8847,5401,734654,530669.6,1248640.5,0.022,0.741,0.050,0.186,105,21.59,15.35,0.17,1.28,3.88,7.87,0.08,0.98,12.81,8.05,0.02,0.28,0.124,0.200,1267,0.045,0.032,0.946,0.001,0.020,233291,164508,1,0.987,0.013,0.014,848503,0.054,2.148,0.043,17.34,89551,154,1.700,0.339,0.772,10539513,1.05,8.42,0.079,0.321,0.006,6.9,17.6,46.9,97.0,50116,0.191,0.00,0.0014,0.054,414,0.534,0.000,0.595,0.198,3.69,4.28,5.62,0.03,0.009,1.06,1.04,1.05,0.561,0.00520,3.24,126.2684,6968.12,98112.7,139882.8,18.660,47.8540,146.638,195.425,0.896,0.301,16.0,15.385,75.586,150,316.4,46.34,8.177,46.377,2135.7,37.081,0.136,2.00,8.2072,24285.0,0.8432,0.5264,16.94,1.245,0.127,0.5225,0.0000,0.360,0.046,0.006,0.0000,6.90,0.56,6,15,36,64,0.0000,0.0000,0.0000
230000,4876,1.687,0.630,17.82,415749,337427,2,59377,17026,2099364,1011424.1,2395197.2,0.067,0.704,0.065,0.164,63,14.47,9.78,0.09,0.99,1.71,3.42,0.00,0.20,7.74,6.92,0.00,0.07,0.118,0.144,2077,0.076,0.025,0.935,0.001,0.039,690595,539474,2,0.401,0.226,0.001,412673,0.201,2.232,0.042,15.83,266506,132,1.141,0.418,0.779,25435136,1.03,11.21,0.012,0.349,0.001,6.0,12.0,24.0,194.0,46565,0.178,0.00,0.0027,0.082,747,0.666,0.000,0.765,0.414,2.84,4.56,3.54,0.00,0.001,1.03,1.03,1.05,0.703,0.00412,6.11,237.9333,7969.14,69103.1,139882.8,75.064,137.9037,250.979,316.084,0.960,0.213,18.0,20.090,226.524,189,395.6,54.46,6.711,145.066,1582.0,94.127,0.135,2.00,10.4200,50807.8,1.9816,0.5914,9.55,1.632,0.423,1.4775,0.0000,0.663,0.278,0.565,0.0000,6.50,1.52,4,7,18,97,0.0000,0.0000,0.0000
240000,2277,2.280,0.673,6.68,200445,184491,73,10729,7751,681264,533051.8,1299781.2,0.034,0.714,0.054,0.199,126,26.08,21.29,0.35,1.96,5.17,11.25,0.56,3.38,13.73,8.49,0.10,0.65,0.096,0.191,972,0.136,0.039,0.935,0.000,0.026,240844,176924,3,0.925,0.011,0.044,135084,0.172,2.334,0.048,15.91,91577,127,1.908,0.396,0.705,11216015,1.09,8.34,0.035,0.375,0.030,6.9,20.6,59.1,124.5,45117,0.172,0.00,0.0017,0.064,485,0.589,0.000,0.613,0.243,4.04,4.23,6.33,0.12,0.036,1.08,1.09,1.12,0.609,0.00620,2.64,143.8543,6882.11,107650.9,139882.8,20.326,52.3793,150.475,187.292,0.939,0.326,20.5,14.124,76.964,225,532.4,52.27,7.598,46.742,3106.7,38.845,0.136,2.00,6.5046,14810.9,0.6614,0.4711,19.81,1.254,0.167,0.5225,0.0000,0.361,0.042,0.011,0.0000,7.29,0.67,6,18,44,81,0.0000,0.0000,0.0000
250000,4902,2.022,0.683,25.89,500575,417627,41,57901,22381,2036818,963052.5,2302079.0,0.048,0.794,0.050,0.108,31,19.74,10.60,0.02,0.42,1.02,2.48,0.07,0.85,10.05,6.26,0.00,0.01,0.053,0.105,2339,0.032,0.014,0.947,0.002,0.037,666234,500978,4,0.195,0.450,0.020,889674,0.083,2.112,0.047,17.23,311254,103,1.130,0.506,0.849,37032833,1.01,36.14,0.003,0.304,0.000,8.0,18.0,32.0,108.0,54729,0.209,0.00,0.0020,0.055,520,0.738,0.001,0.761,0.267,3.70,10.56,2.93,0.00,0.001,1.02,1.01,1.01,0.770,0.00355,6.86,237.4974,8965.95,54561.7,139882.8,81.250,131.2455,271.971,312.635,0.885,0.174,12.3,17.398,224.444,248,652.9,42.59,8.021,136.727,1185.9,88.555,0.135,2.00,12.7024,62267.4,1.5264,0.5714,11.16,1.835,0.336,1.4775,0.0000,0.721,0.261,0.704,0.0000,13.79,3.50,4,10,18,54,0.0000,0.0000,0.0000
