step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat
110000,5467,1.747,0.618,9.90,345262,304850,512,16246,21718,414411,752514.5,2307335.0,0.114,0.682,0.113,0.090,68,13.59,6.97,0.04,0.49,0.71,1.98,0.02,0.37,8.34,5.17,0.00,0.00,0.055,0.120,2327,0.055,0.004,0.964,0.008,0.024,679908,670417,1,0.914,0.086,0.007,234281,0.118,1.541,0.037,9.78,160431,142,5.568,0.520,0.900,55572766,1.01,32.01,0.000,0.384,0.000,5.9,12.6,21.0,90.8,49829,0.190,0.00,0.0016,0.014,277,0.959,0.001,0.871,0.494,4.95,10.73,10.89,0.00,0.003,1.02,1.01,1.02,0.963,0.00038,9.98,324.4133,7434.55,52439.7,140196.6,132.059,96.1562,291.281,202.970,0.666,0.178,2.0,2.079,201.906,565,1199.8,21.67,4.272,90.255,781.5,79.064,0.135,2.00,12.1814,66595.9,1.8457,1.1891,9.11,1.559,0.405,1.4775,0.0000,0.400,0.109,0.183,0.0000,11.98,1.78,4,9,15,73,0.0000,0.0000,0.0000
120000,3502,1.900,0.533,6.12,159131,151810,16,2790,6480,186113,445039.3,1198309.6,0.123,0.710,0.090,0.077,115,14.73,5.11,0.07,0.72,0.13,0.98,0.00,0.15,13.62,4.53,0.00,0.00,0.011,0.068,396,0.343,0.005,0.979,0.000,0.015,225309,218554,1,0.994,0.006,0.001,122420,0.163,1.734,0.034,11.52,64396,135,6.439,0.583,0.854,22941864,1.02,20.42,0.001,0.055,0.000,10.5,15.3,18.8,83.4,48415,0.185,0.00,0.0009,0.010,137,0.927,0.000,0.783,0.305,7.07,9.87,9.73,0.00,0.000,1.02,1.02,1.02,0.931,0.00062,2.75,149.6212,6499.61,69392.7,140196.6,30.328,52.0666,144.040,156.884,0.625,0.233,1.9,2.164,74.315,318,805.6,39.08,6.882,41.015,856.2,34.413,0.135,2.00,15.5285,54380.8,1.2995,0.9775,13.82,1.057,0.036,0.5225,0.0000,0.298,0.026,0.000,0.0000,10.04,0.33,10,14,18,81,0.0000,0.0000,0.0000
130000,4970,1.845,0.832,12.60,356845,288981,701,39597,26098,705604,760347.5,2501684.0,0.114,0.698,0.097,0.091,77,18.96,12.88,0.17,1.20,3.33,4.49,0.16,1.39,7.29,8.35,0.00,0.04,0.181,0.184,3072,0.019,0.013,0.926,0.004,0.057,742711,728681,1,0.716,0.284,0.049,153020,0.154,1.744,0.056,11.07,147527,95,3.545,0.517,0.785,50266692,1.06,30.79,0.000,0.604,0.001,5.8,15.8,35.0,123.2,54435,0.208,0.00,0.0021,0.051,505,0.928,0.000,0.826,0.521,3.60,7.34,4.36,0.02,0.008,1.06,1.12,1.05,0.939,0.00069,9.96,325.2597,8596.79,93340.8,140196.6,133.347,97.7217,278.915,211.208,0.951,0.288,19.7,3.434,205.383,673,1830.8,23.74,5.487,87.687,2510.3,76.340,0.135,2.00,4.4567,22149.6,0.8064,0.8188,10.95,1.804,0.294,1.4775,0.0000,0.588,0.180,0.729,0.0000,12.27,1.44,3,9,20,100,0.0000,0.0000,0.0000
140000,3100,1.988,0.509,5.14,130623,123672,30,4007,4784,472793,479716.8,968027.4,0.061,0.745,0.095,0.099,118,16.21,7.50,0.02,0.41,0.21,1.95,0.00,0.11,14.99,6.49,0.00,0.00,0.008,0.070,376,0.265,0.007,0.975,0.000,0.017,186771,161453,2,0.992,0.000,0.001,982934,0.196,1.705,0.032,15.08,54558,129,2.047,0.326,0.798,12295465,1.00,16.13,0.001,0.023,0.000,9.3,15.8,20.7,91.6,47156,0.180,0.00,0.0010,0.016,159,0.774,0.000,0.741,0.326,6.74,8.97,8.56,0.00,0.001,1.00,1.00,1.00,0.797,0.00228,2.09,113.0905,5645.97,73652.6,140196.6,23.467,51.0072,116.533,210.517,0.634,0.246,2.5,7.079,76.955,364,943.2,43.18,10.260,44.972,1166.3,33.730,0.135,2.00,16.4605,51027.6,1.2540,0.4847,15.21,1.067,0.068,0.5225,0.0000,0.340,0.077,0.004,0.0000,9.40,0.97,8,15,20,81,0.0000,0.0000,0.0000
150000,3908,1.870,0.611,5.04,191528,173060,922,148,16590,15832,782375.8,2103605.5,0.038,0.713,0.077,0.172,98,13.22,5.79,0.03,0.57,0.15,1.90,0.00,0.16,12.27,4.86,0.00,0.00,0.006,0.056,338,0.330,0.003,0.986,0.001,0.010,582537,578983,2,0.979,0.000,0.001,50204,0.263,2.072,0.037,10.22,89526,31,132.870,0.919,0.914,46047094,1.01,19.05,0.000,0.022,0.000,8.2,12.0,15.8,85.5,48639,0.186,0.00,0.0016,0.010,243,0.965,0.000,0.879,0.673,6.73,9.05,8.81,0.00,0.000,1.01,1.01,1.01,0.965,0.00045,8.73,307.8096,7739.79,29758.9,140196.6,136.651,90.5183,237.890,172.775,0.578,0.094,2.1,1.778,203.213,414,893.8,52.62,4.518,86.468,650.8,76.066,0.134,2.00,23.5612,92077.1,2.1794,0.5277,12.45,1.064,0.082,1.4775,0.0000,0.351,0.093,0.009,0.0000,9.27,1.01,7,12,15,81,0.0000,0.0000,0.0000
160000,3341,1.971,0.465,6.33,130454,123848,235,616,6322,41067,435566.0,1201177.4,0.056,0.716,0.072,0.157,139,15.60,5.26,0.04,0.44,0.16,1.65,0.01,0.26,14.21,4.51,0.00,0.00,0.008,0.063,326,0.613,0.004,0.980,0.000,0.016,234389,232504,1,1.000,0.000,0.001,58747,0.254,1.390,0.028,10.94,41850,293,29.249,0.349,0.844,23074323,1.01,18.76,0.001,0.027,0.000,10.9,15.8,18.6,81.2,48167,0.184,0.00,0.0009,0.013,137,0.934,0.000,0.817,0.452,7.01,9.86,9.53,0.00,0.001,1.01,1.01,1.01,0.935,0.00058,2.98,165.6028,5630.78,71131.8,140196.6,32.094,52.7398,142.288,164.868,0.607,0.239,1.9,1.935,70.547,287,639.0,28.60,5.963,39.594,737.0,34.122,0.135,2.00,16.1059,53809.8,1.2877,0.9577,14.42,1.084,0.092,0.5225,0.0000,0.282,0.026,0.000,0.0000,10.07,0.34,10,15,17,73,0.0000,0.0000,0.0000
170000,3710,1.881,0.629,6.28,183793,167977,932,183,14332,15672,780878.3,2034035.5,0.064,0.583,0.111,0.241,100,13.57,6.60,0.04,0.65,0.12,1.39,0.01,0.14,12.01,5.09,0.00,0.11,0.005,0.053,348,0.355,0.003,0.983,0.000,0.014,556777,556219,1,1.000,0.000,0.002,64447,0.273,2.265,0.041,9.48,88665,13,129.788,0.973,0.915,37430049,1.01,22.51,0.000,0.023,0.000,7.8,11.6,15.8,135.9,45146,0.172,0.00,0.0018,0.011,166,0.962,0.000,0.900,0.672,6.50,10.01,10.01,0.00,0.001,1.01,1.01,1.01,0.962,0.00041,8.32,299.2350,8019.28,27718.2,140196.6,139.038,88.8333,232.011,167.659,0.592,0.089,1.8,1.533,199.959,416,958.8,62.62,4.173,85.229,598.2,76.340,0.135,2.00,25.3862,94182.8,2.3891,0.5251,12.17,1.116,0.082,1.4775,0.0000,0.291,0.024,0.000,0.0000,10.46,0.57,7,10,15,101,0.0000,0.0000,0.0000
180000,2997,2.112,0.906,6.98,120315,113743,292,1579,5414,94120,427503.8,1173705.6,0.076,0.655,0.095,0.174,143,18.78,17.69,0.17,1.29,3.95,8.94,0.14,1.43,11.40,7.37,0.00,0.00,0.100,0.199,1089,0.232,0.008,0.967,0.000,0.025,218183,215707,1,1.000,0.000,0.021,48060,0.252,2.446,0.064,10.47,42344,175,12.470,0.343,0.820,20161218,1.04,18.51,0.001,0.428,0.000,4.4,14.8,45.4,147.2,46921,0.179,0.00,0.0013,0.032,163,0.931,0.000,0.861,0.457,5.50,8.14,7.76,0.04,0.013,1.03,1.05,1.04,0.933,0.00069,2.41,160.4487,10480.10,90902.2,140196.6,32.897,54.5499,134.959,173.421,0.809,0.287,10.8,2.075,72.412,425,973.1,39.93,5.938,39.838,2555.9,33.708,0.134,2.00,9.0063,26992.0,1.0328,0.7046,15.66,1.139,0.124,0.5225,0.0000,0.286,0.037,0.000,0.0000,9.81,0.80,4,14,33,105,0.0000,0.0000,0.0000
190000,2516,2.500,0.882,14.04,251295,202088,12,40931,8745,1741967,1001165.9,2151538.8,0.048,0.691,0.096,0.165,68,32.39,23.55,0.72,2.51,5.46,9.34,0.14,1.11,12.03,10.65,0.01,0.20,0.116,0.176,1763,0.014,0.019,0.936,0.000,0.045,475021,389390,7,0.450,0.319,0.035,1389794,0.128,2.046,0.069,19.42,167268,148,1.235,0.358,0.667,23000735,1.23,16.87,0.004,0.451,0.003,7.8,26.0,64.0,163.9,46200,0.176,0.00,0.0033,0.052,283,0.836,0.001,0.878,0.481,4.24,4.90,7.07,0.07,0.029,1.18,1.22,1.30,0.857,0.00570,4.33,228.2278,7341.85,99976.4,140196.6,83.984,140.3080,217.600,308.171,0.961,0.309,18.7,14.349,227.578,953,3227.7,28.87,13.349,134.332,3207.4,86.596,0.135,2.00,7.0884,17834.3,0.7722,0.5327,18.36,1.654,0.404,1.4775,0.0000,0.556,0.144,0.597,0.0000,9.96,1.92,5,15,35,82,0.0000,0.0000,0.0000
200000,5277,1.467,1.007,11.73,148103,127635,4,14034,3669,680238,471021.3,969710.6,0.047,0.714,0.117,0.121,114,11.61,9.63,0.09,0.98,3.41,4.65,0.38,1.87,4.00,5.66,0.00,0.03,0.280,0.242,2746,0.038,0.013,0.923,0.003,0.061,188091,154000,1,0.925,0.075,0.114,3280423,0.152,2.157,0.067,15.40,74977,105,1.426,0.445,0.819,9677389,1.03,18.43,0.000,0.519,0.001,3.1,8.7,23.7,89.7,41618,0.159,0.00,0.0022,0.058,485,0.719,0.000,0.720,0.262,2.66,3.71,3.60,0.01,0.003,1.03,1.04,1.03,0.739,0.00171,1.54,108.6683,10549.34,101567.1,140196.6,23.762,51.4426,114.610,193.860,0.918,0.318,23.1,9.027,79.974,500,1094.1,32.76,11.473,44.907,4019.6,32.713,0.136,2.00,2.4909,13144.6,0.7373,0.4232,7.89,1.524,0.241,0.5225,0.0000,0.400,0.112,0.220,0.0000,7.93,1.18,2,6,16,77,0.0000,0.0000,0.0000
210000,3557,2.202,0.785,22.57,349976,309814,20,34149,7713,2232324,965069.7,2177866.2,0.028,0.851,0.042,0.079,28,24.21,13.58,0.06,0.71,1.98,4.08,0.45,1.57,11.26,6.80,0.00,0.00,0.062,0.109,1806,0.034,0.016,0.963,0.001,0.020,488787,355759,4,0.630,0.165,0.140,7098115,0.087,2.035,0.061,22.20,264576,122,0.976,0.382,0.761,35366369,1.02,36.01,0.000,0.256,0.000,10.0,21.0,39.2,124.0,48897,0.187,0.00,0.0024,0.043,471,0.791,0.001,0.848,0.297,4.19,10.93,4.90,0.00,0.001,1.01,1.02,1.02,0.822,0.00550,3.56,214.8647,8287.81,71706.0,140196.6,82.450,133.5169,253.940,365.669,0.957,0.236,10.4,19.551,233.431,782,2250.9,42.31,18.462,133.855,1806.0,83.358,0.135,2.00,12.9506,46065.1,1.3019,0.5076,13.75,1.816,0.370,1.4775,0.0000,0.477,0.147,0.402,0.0000,14.18,3.39,6,12,22,72,0.0000,0.0000,0.0000
220000,4811,1.660,0.517,7.75,158856,153757,13,1052,2780,171801,502229.1,1013310.1,0.047,0.705,0.137,0.112,97,12.07,5.80,0.15,1.12,0.11,0.74,0.10,0.77,10.65,4.49,0.00,0.05,0.007,0.046,885,0.156,0.031,0.944,0.000,0.025,187553,153482,1,1.000,0.000,0.031,1460405,0.125,1.693,0.036,14.91,76841,137,5.898,0.356,0.838,13820025,1.04,8.55,0.001,0.037,0.001,7.2,11.2,17.0,65.8,52992,0.202,0.00,0.0010,0.022,456,0.752,0.000,0.713,0.218,3.45,3.25,6.27,0.00,0.002,1.02,1.04,1.05,0.758,0.00147,1.83,136.4693,7011.19,78792.9,140196.6,23.942,53.4781,134.788,167.998,0.804,0.258,5.5,7.072,78.812,135,277.0,29.94,9.938,44.934,851.3,36.853,0.133,2.00,9.1003,43781.7,1.0780,0.5766,11.01,1.086,0.093,0.5225,0.0000,0.467,0.057,0.328,0.0000,6.78,0.67,7,10,16,49,0.0000,0.0000,0.0000
230000,3661,1.813,0.696,10.61,356461,320007,69,24632,12903,912107,977884.1,2784907.2,0.071,0.587,0.187,0.154,72,16.42,13.12,0.56,2.22,2.21,4.57,0.63,2.27,8.56,6.73,0.00,0.10,0.077,0.148,1901,0.038,0.021,0.953,0.001,0.026,794721,683659,3,0.628,0.224,0.162,3055786,0.163,2.151,0.050,11.80,279749,181,3.053,0.294,0.715,35416590,1.19,10.01,0.101,0.433,0.003,4.2,12.0,34.0,95.8,43771,0.167,0.00,0.0031,0.047,582,0.860,0.000,0.880,0.558,3.07,3.49,4.97,0.02,0.008,1.13,1.24,1.21,0.871,0.00229,5.36,359.9935,7657.15,98410.5,140196.6,108.085,122.2023,301.786,239.164,0.951,0.307,18.1,8.382,226.213,370,935.6,54.75,5.211,116.824,2337.8,97.620,0.135,2.00,6.1522,22523.1,1.0320,0.6745,11.96,1.305,0.403,1.4775,0.0000,0.532,0.185,0.409,0.0000,6.61,1.51,4,11,23,73,0.0000,0.0000,0.0000
240000,2573,2.531,0.636,8.35,170370,155672,0,13540,2246,771810,527008.8,1186662.0,0.064,0.654,0.158,0.124,134,27.76,24.16,1.12,3.02,3.99,7.52,0.09,0.82,14.67,9.81,0.09,0.48,0.083,0.139,1427,0.054,0.029,0.956,0.000,0.015,225169,176568,1,0.908,0.092,0.028,2027930,0.168,2.177,0.044,15.40,86860,137,1.538,0.341,0.737,10030341,1.20,6.46,0.038,0.382,0.040,7.1,16.2,66.9,124.2,51130,0.195,0.00,0.0014,0.046,402,0.647,0.000,0.666,0.299,4.37,5.06,5.96,0.11,0.049,1.18,1.18,1.23,0.667,0.00414,2.05,125.4804,7242.60,95808.3,140196.6,19.828,52.8105,133.300,183.102,0.901,0.305,16.8,10.660,78.645,307,666.4,48.04,9.302,48.327,2025.4,38.591,0.135,1.99,10.1116,26017.1,0.8734,0.4890,19.87,1.234,0.201,0.5225,0.0000,0.437,0.072,0.142,0.0000,7.03,0.64,6,14,43,86,0.0000,0.0000,0.0000
250000,5274,1.815,0.822,26.01,556431,480748,1,51298,21683,2238956,1012438.5,2774236.5,0.033,0.729,0.130,0.107,29,17.88,11.28,0.41,1.51,1.94,2.31,0.20,1.08,7.33,5.61,0.02,0.24,0.116,0.129,2992,0.077,0.017,0.941,0.004,0.038,803831,563440,2,0.339,0.486,0.083,4061066,0.133,2.125,0.057,17.26,391183,124,1.239,0.465,0.805,43324663,1.14,24.86,0.002,0.406,0.012,7.0,16.0,32.0,105.0,52134,0.199,0.00,0.0026,0.052,759,0.782,0.000,0.841,0.318,3.25,7.70,3.38,0.05,0.038,1.23,1.13,1.12,0.816,0.00325,5.36,299.5587,9626.23,71036.5,140196.6,83.741,133.3659,331.344,325.243,0.980,0.232,13.4,17.124,230.618,544,1487.4,86.81,9.541,135.707,1815.4,99.133,0.135,2.00,8.3842,44218.2,1.2412,0.6450,9.89,1.791,0.399,1.4775,0.0000,0.773,0.224,0.780,0.0000,10.32,3.17,4,8,17,69,0.0000,0.0000,0.0000
