run,bodies,share,in_crowns
crown 11,186,0.0022548,0
crown 11,177,0.0021457,0
crown 11,334,0.004049,0
crown 11,54,0.00065462,0
crown 11,51,0.00061826,0
crown 11,56,0.00067887,0
crown 11,62,0.00075161,0
crown 11,92,0.0011153,0
crown 11,77,0.00093345,0
crown 11,61,0.00073948,0
crown 11,1433,0.017372,0
crown 11,355,0.0043036,0
crown 11,75,0.0009092,0
crown 11,136,0.0016487,0
crown 11,79,0.00095769,0
crown 11,185,0.0022427,0
crown 11,60,0.00072736,0
crown 11,93,0.0011274,0.010753
crown 11,117,0.0014184,0
crown 11,52,0.00063038,0
crown 11,53,0.0006425,0
crown 11,69,0.00083647,0
crown 11,251,0.0030428,0.32271
crown 11,357,0.0043278,0.0028011
crown 11,135,0.0016366,0
crown 11,87,0.0010547,0
crown 11,162,0.0019639,0
crown 11,141,0.0017093,0
crown 11,62,0.00075161,0
crown 11,91,0.0011032,0
crown 11,68,0.00082434,0
crown 11,61,0.00073948,0
crown 11,52,0.00063038,0
crown 11,175,0.0021215,0
crown 11,150,0.0018184,0
crown 11,78,0.00094557,0
crown 11,86,0.0010426,0.5
crown 11,270,0.0032731,0
crown 11,279,0.0033822,0
crown 11,313,0.0037944,0
crown 11,171,0.002073,0
crown 11,79,0.00095769,0
crown 11,264,0.0032004,0.0037879
crown 11,90,0.001091,0
crown 11,282,0.0034186,0
crown 11,74,0.00089708,0
crown 11,65,0.00078797,0
crown 11,113,0.0013699,0
crown 11,58,0.00070312,0
crown 11,95,0.0011517,0
crown 11,97,0.0011759,0
crown 11,139,0.0016851,0
crown 11,57,0.00069099,0
crown 11,114,0.001382,0
crown 11,174,0.0021093,0
crown 11,194,0.0023518,0
crown 11,173,0.0020972,0
crown 11,66,0.0008001,0
crown 11,77,0.00093345,0
crown 11,88,0.0010668,0
crown 11,76,0.00092132,0
crown 11,69,0.00083647,0
crown 11,77,0.00093345,0
crown 11,111,0.0013456,0
crown 11,51,0.00061826,0
crown 11,201,0.0024367,0
crown 11,133,0.0016123,0
crown 11,57,0.00069099,0
crown 11,80,0.00096981,0
crown 11,110,0.0013335,0
crown 11,82,0.00099406,0
crown 11,236,0.002861,0
crown 11,119,0.0014426,0
crown 11,87,0.0010547,0
crown 11,64,0.00077585,0
crown 11,54,0.00065462,0
crown 11,134,0.0016244,0.17164
crown 11,52,0.00063038,0
crown 11,114,0.001382,0
crown 11,97,0.0011759,0
crown 11,92,0.0011153,0
crown 11,62,0.00075161,0
crown 11,162,0.0019639,0
crown 11,93,0.0011274,0
crown 11,77,0.00093345,0
crown 11,81,0.00098194,0
crown 11,53,0.0006425,0
crown 11,55,0.00066675,0
crown 11,126,0.0015275,0
crown 11,59,0.00071524,0
