step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
110000,0,74,11.95,3.47,0.28,0.01,8.18,0.18,2.14,0.054,2,1149.9,425.3,8,74
120000,8,1680,5.69,0.05,0.03,0.17,5.44,0.00,1.02,0.001,6,816076.6,14.9,9,1
120000,1,553,26.97,11.09,3.42,0.03,12.42,1.74,4.29,0.514,58,760396.7,165249.8,3,1
120000,0,57,14.95,1.04,0.53,0.00,13.39,0.07,1.31,0.035,2,1141.2,386.6,7,57
130000,8,1488,7.57,0.11,0.06,0.25,7.15,0.01,1.03,0.002,6,817581.2,9229.6,7,11
130000,1,723,24.85,9.14,3.02,0.15,12.54,1.28,3.43,0.358,49,744328.0,173286.7,3,3
130000,0,60,11.33,0.67,0.57,0.55,9.55,0.13,1.13,0.033,4,773.2,384.4,6,60
140000,8,1566,6.26,0.02,0.06,0.23,5.94,0.00,1.01,0.000,6,814311.7,1484.9,10,7
140000,1,797,21.54,7.88,1.69,0.07,11.91,0.89,3.28,0.274,61,752537.5,164600.8,2,2
140000,0,118,14.08,2.57,1.18,0.27,10.06,0.13,1.72,0.051,2,863.5,352.8,10,118
150000,8,1563,6.38,0.09,0.07,0.37,5.84,0.01,1.02,0.001,6,818190.8,706.2,11,2
150000,1,699,27.67,9.39,2.49,0.24,15.55,1.23,3.66,0.393,53,780375.9,160150.0,3,2
150000,0,108,14.98,1.71,0.56,0.19,12.52,0.26,1.52,0.074,5,810.9,388.7,4,108
160000,8,1573,6.69,0.13,0.11,0.20,6.25,0.01,1.04,0.003,7,817551.2,2580.0,10,11
160000,1,723,25.67,10.65,2.37,0.13,12.53,1.32,4.10,0.380,67,778720.2,175865.7,4,1
160000,0,90,12.40,2.43,0.37,0.00,9.60,0.16,1.77,0.067,3,928.1,444.9,7,90
170000,8,1563,6.40,0.09,0.07,0.32,5.93,0.01,1.02,0.004,6,821689.1,449.8,8,14
170000,1,562,37.37,13.23,2.99,0.46,20.69,1.27,4.48,0.374,51,774395.0,157144.8,3,6
170000,0,78,11.81,2.38,0.09,0.01,9.32,0.04,1.59,0.013,2,837.8,587.0,6,78
180000,8,1542,7.00,0.21,0.18,0.31,6.30,0.04,1.06,0.007,5,820022.7,1702.6,8,16
180000,1,652,26.33,12.91,2.06,0.07,11.29,1.15,4.75,0.347,64,761567.9,164321.1,3,4
180000,0,95,12.94,2.57,1.09,0.01,9.26,0.41,1.71,0.095,3,778.5,327.0,7,95
190000,8,1598,6.50,0.13,0.08,0.15,6.14,0.02,1.04,0.007,8,810825.4,5774.6,8,29
190000,1,799,22.48,9.73,2.69,0.01,10.05,1.38,3.87,0.418,62,802846.6,151649.7,3,6
190000,0,83,9.36,0.52,0.54,0.19,8.11,0.11,1.16,0.024,2,638.5,163.8,5,83
200000,8,1486,7.70,0.08,0.15,0.84,6.62,0.01,1.03,0.003,6,808507.5,24551.7,10,14
200000,1,733,25.15,11.88,2.48,0.03,10.76,1.37,4.65,0.379,73,783648.2,167193.1,4,7
200000,0,77,9.19,1.00,0.31,0.04,7.84,0.18,1.29,0.065,3,595.4,189.1,6,77
210000,8,1549,6.64,0.12,0.05,0.34,6.13,0.01,1.04,0.004,6,814563.3,1298.9,10,17
210000,1,692,23.19,8.58,2.03,0.09,12.49,0.97,3.32,0.322,54,789547.2,167603.5,1,0
210000,0,77,12.83,1.35,1.05,0.08,10.35,0.09,1.30,0.026,3,674.3,308.2,8,77
220000,8,1604,6.25,0.08,0.04,0.20,5.94,0.00,1.03,0.000,8,810662.9,36.3,8,0
220000,1,586,32.77,16.70,2.72,0.28,13.07,0.96,5.60,0.268,41,776843.1,189256.4,5,2
220000,0,73,17.64,4.51,1.33,0.10,11.71,0.38,2.18,0.096,1,827.5,545.8,9,72
230000,8,1603,6.39,0.07,0.04,0.24,6.04,0.00,1.03,0.000,10,809288.4,382.2,8,0
230000,1,722,27.53,12.55,2.22,0.08,12.67,1.36,4.45,0.528,56,782234.5,176728.8,3,0
230000,0,99,14.67,3.44,1.32,0.04,9.86,0.51,2.00,0.172,2,734.3,269.9,10,98
240000,8,1621,5.88,0.03,0.02,0.12,5.71,0.00,1.01,0.001,5,815096.2,174.8,9,1
240000,1,687,26.28,12.48,3.36,0.02,10.41,1.49,4.36,0.461,54,784949.9,166576.9,6,0
240000,0,87,15.74,3.51,1.89,0.06,10.29,0.49,2.26,0.149,4,867.0,472.3,11,87
250000,8,1643,6.21,0.03,0.04,0.31,5.83,0.00,1.01,0.001,5,817473.4,474.1,7,0
250000,1,665,28.96,12.15,3.20,0.04,13.57,1.51,4.27,0.433,55,757229.1,171515.5,1,0
250000,0,67,13.99,4.45,0.93,0.15,8.46,0.19,2.37,0.075,2,962.5,560.5,5,67
260000,8,1590,6.57,0.02,0.03,0.26,6.26,0.00,1.00,0.001,8,818032.9,196.4,6,0
260000,1,630,28.09,12.19,2.06,0.11,13.74,1.01,4.46,0.303,43,765222.1,180124.2,2,1
260000,0,87,19.38,7.34,1.54,0.01,10.48,0.55,2.89,0.195,3,884.9,588.4,3,87
270000,8,1633,6.15,0.09,0.03,0.22,5.81,0.00,1.03,0.001,5,816590.3,537.8,7,8
270000,1,607,32.90,15.95,2.24,0.31,14.39,1.08,5.17,0.298,42,776525.4,181873.2,4,1
270000,0,46,15.00,3.28,1.37,0.17,10.17,0.67,1.65,0.152,4,699.1,249.2,4,46
280000,8,1658,6.10,0.03,0.06,0.24,5.77,0.00,1.01,0.001,7,811309.7,1425.7,8,0
280000,1,551,32.32,12.15,2.84,0.80,16.53,1.34,3.98,0.403,47,777638.4,197062.0,3,0
280000,0,73,16.42,2.38,1.81,0.12,12.11,0.36,1.48,0.096,2,691.3,272.5,8,72
290000,8,1645,6.66,0.16,0.11,0.34,6.06,0.01,1.05,0.002,5,816049.6,656.7,6,7
290000,1,751,24.26,7.07,2.63,0.63,13.93,1.14,2.80,0.328,57,796452.3,202576.2,4,1
290000,0,36,18.44,2.83,1.83,0.00,13.78,0.44,1.71,0.083,2,572.9,201.7,8,36
300000,8,1614,6.53,0.07,0.09,0.22,6.15,0.01,1.01,0.003,6,822420.8,75.5,6,1
300000,1,730,25.43,10.40,2.28,0.44,12.31,1.14,3.72,0.373,58,766328.2,191624.0,3,8
300000,0,37,15.49,3.03,1.24,0.38,10.84,0.68,1.85,0.189,2,765.6,368.2,6,37
310000,8,1648,5.80,0.18,0.11,0.09,5.42,0.03,1.05,0.007,7,820235.9,1088.1,7,21
310000,1,743,24.46,8.68,3.12,0.12,12.53,1.50,3.44,0.425,59,776220.9,203397.2,1,0
310000,0,69,9.42,1.58,0.84,0.06,6.94,0.19,1.42,0.058,3,656.6,475.1,6,69
320000,8,1659,6.61,0.30,0.09,0.09,6.14,0.02,1.09,0.006,9,815785.1,5712.8,7,77
320000,1,659,27.85,11.93,2.45,0.13,13.34,1.18,4.40,0.326,60,719238.8,172290.8,6,14
320000,0,53,12.64,3.17,1.32,0.00,8.15,0.57,1.66,0.151,2,614.4,449.2,6,53
330000,8,1574,6.59,0.34,0.16,0.06,6.03,0.06,1.11,0.016,7,812240.1,3973.0,8,49
330000,1,717,21.33,9.63,1.94,0.65,9.11,1.20,3.93,0.354,83,763530.1,169294.6,5,14
330000,0,91,10.51,1.20,1.03,0.18,8.10,0.26,1.36,0.066,3,518.0,413.7,8,91
340000,8,1652,6.41,0.20,0.07,0.19,5.95,0.01,1.06,0.003,13,805845.4,3624.7,8,51
340000,1,641,31.38,8.10,1.59,0.13,21.55,0.81,3.09,0.285,48,803542.4,126340.3,7,6
340000,0,43,10.16,1.51,0.81,0.00,7.84,0.19,1.39,0.070,2,473.5,214.4,5,43
350000,8,1652,6.16,0.06,0.09,0.18,5.83,0.00,1.02,0.000,10,812703.9,79.3,9,12
350000,1,637,27.99,5.09,1.03,0.83,21.04,0.42,2.41,0.129,42,813825.6,88387.3,7,11
350000,0,123,11.82,3.67,0.46,0.04,7.65,0.37,2.18,0.114,34,520.3,228.2,9,123
360000,8,1628,6.38,0.03,0.09,0.28,5.98,0.00,1.01,0.000,7,816250.7,14.6,6,1
360000,1,728,27.70,5.84,2.74,1.52,17.59,0.91,2.76,0.324,64,809893.4,74517.2,2,0
360000,0,51,17.18,3.80,1.90,0.43,11.04,1.06,1.95,0.275,4,513.9,172.9,6,51
370000,8,1614,6.29,0.01,0.06,0.12,6.10,0.00,1.01,0.000,7,822201.3,13.2,8,0
370000,1,806,23.97,3.67,2.12,0.37,17.80,0.62,2.07,0.206,59,800796.8,69741.0,3,2
370000,0,72,12.60,2.21,0.42,0.18,9.79,0.17,1.74,0.042,6,613.7,177.3,7,72
380000,8,1663,6.08,0.10,0.10,0.16,5.72,0.01,1.03,0.002,8,814981.1,505.1,9,16
380000,1,766,25.08,5.13,2.07,1.00,16.88,0.61,2.50,0.209,55,793829.3,79603.5,4,2
380000,0,39,10.56,1.10,1.13,0.03,8.31,0.15,1.28,0.026,2,475.9,108.5,8,38
390000,8,1468,7.65,0.36,0.29,0.20,6.79,0.08,1.10,0.019,7,811570.3,4318.9,9,63
390000,1,701,25.23,4.69,1.79,2.26,16.49,0.88,2.34,0.274,43,814395.2,88313.6,7,26
390000,0,73,9.40,0.05,0.00,0.16,9.18,0.00,1.02,0.000,4,389.6,7.7,7,73
400000,8,1577,6.63,0.12,0.15,0.11,6.24,0.02,1.03,0.006,9,816582.9,8909.8,8,29
400000,1,796,20.49,2.91,1.08,1.39,15.11,0.49,1.84,0.148,61,780860.9,81625.3,4,2
400000,0,129,13.70,2.91,1.20,1.57,8.02,0.70,1.88,0.233,12,449.4,45.8,8,127
410000,8,1585,6.61,0.13,0.17,0.25,6.05,0.01,1.04,0.003,7,815945.1,3828.6,11,2
410000,1,714,27.60,4.37,1.44,0.31,21.49,0.49,2.23,0.155,56,807027.0,97868.0,2,0
410000,0,76,13.45,0.67,0.33,0.00,12.45,0.20,1.19,0.066,4,638.2,243.7,10,76
420000,8,1630,6.13,0.06,0.10,0.19,5.78,0.01,1.02,0.002,8,815001.1,1495.1,8,7
420000,1,756,27.64,5.17,1.29,0.13,21.05,0.52,2.62,0.189,52,788923.4,78740.6,6,3
420000,0,77,13.16,2.16,1.13,0.00,9.87,0.45,1.62,0.104,4,625.3,122.7,8,77
430000,8,1614,6.09,0.06,0.18,0.13,5.73,0.01,1.02,0.002,6,816940.8,846.7,9,12
430000,1,776,25.13,4.67,1.70,0.15,18.61,0.87,2.40,0.280,51,807707.8,89815.3,5,5
430000,0,94,11.61,0.53,0.28,0.07,10.72,0.03,1.18,0.011,3,617.2,145.7,9,94
440000,8,1594,6.40,0.06,0.10,0.15,6.09,0.01,1.02,0.002,5,818432.0,1420.0,10,14
440000,1,674,29.43,6.34,1.52,0.07,21.50,0.79,2.90,0.254,45,796835.5,84358.2,4,1
440000,0,94,13.11,0.66,0.70,0.00,11.74,0.11,1.24,0.032,3,670.1,147.1,8,94
450000,8,1603,6.40,0.11,0.06,0.20,6.04,0.01,1.04,0.006,6,821121.0,2482.8,8,50
450000,1,710,26.87,4.83,0.78,0.10,21.15,0.38,2.50,0.121,46,801963.2,73806.8,1,0
450000,0,81,12.48,1.73,0.25,0.01,10.49,0.15,1.54,0.049,3,582.9,88.9,6,81
460000,8,1592,6.19,0.09,0.08,0.13,5.89,0.00,1.03,0.001,6,816289.0,1588.1,11,4
460000,1,752,27.34,2.73,0.85,1.41,22.34,0.30,1.72,0.094,47,801686.7,67830.3,1,0
460000,0,96,14.08,1.57,0.19,1.26,11.06,0.04,1.41,0.021,4,636.2,118.0,7,96
470000,8,1562,5.98,0.06,0.11,0.21,5.60,0.00,1.02,0.001,9,820117.8,125.5,11,1
470000,1,714,29.33,6.69,1.51,0.34,20.78,0.97,3.09,0.305,72,804437.9,78131.9,2,0
470000,0,78,11.24,1.18,0.63,0.14,9.29,0.14,1.31,0.038,7,595.8,117.2,11,78
480000,8,1604,6.47,0.10,0.11,0.21,6.05,0.01,1.03,0.003,6,817097.5,401.0,11,3
480000,1,506,40.35,4.78,1.20,2.18,32.19,0.57,2.39,0.188,41,810121.2,94264.0,2,0
480000,0,86,13.93,4.59,1.23,0.26,7.85,0.83,2.29,0.256,3,767.8,181.5,8,86
490000,8,1577,6.62,0.07,0.12,0.25,6.18,0.00,1.03,0.003,5,816234.2,1048.0,11,1
490000,1,660,30.33,5.43,1.51,1.45,21.93,0.66,2.55,0.197,51,795902.2,85347.0,2,0
490000,0,86,15.91,3.92,0.12,0.99,10.88,0.00,2.09,0.000,11,840.1,198.2,8,86
500000,8,1651,5.82,0.26,0.08,0.16,5.31,0.01,1.10,0.004,4,818989.4,494.8,15,19
500000,1,596,35.10,7.64,2.43,1.00,24.03,0.91,3.21,0.290,58,794828.4,86513.4,6,12
500000,0,61,13.25,0.92,2.72,0.48,9.13,0.21,1.27,0.049,3,808.3,113.5,10,61
510000,8,1553,7.90,0.86,0.20,0.07,6.76,0.05,1.28,0.016,13,806446.4,11680.9,13,103
510000,1,567,35.35,6.25,1.22,0.75,27.13,0.62,2.87,0.220,59,802731.4,75992.2,6,14
510000,0,53,13.40,0.04,0.21,0.08,13.08,0.04,1.01,0.019,2,673.7,5.5,8,53
520000,8,1342,9.20,1.05,0.67,0.11,7.38,0.18,1.24,0.041,10,803184.3,9795.3,11,38
520000,1,811,20.75,7.86,2.75,0.13,10.01,1.18,3.19,0.337,62,811621.1,90933.8,7,21
520000,0,44,16.82,3.93,2.36,0.68,9.84,0.59,2.00,0.114,3,510.0,40.9,6,44
530000,8,1545,7.69,0.36,0.16,0.16,7.01,0.07,1.12,0.020,5,812537.4,10395.1,13,62
530000,1,580,25.18,11.14,3.25,0.38,10.41,1.43,4.10,0.440,44,793017.0,178843.3,6,14
530000,0,48,12.62,3.67,1.79,0.00,7.17,0.90,1.82,0.271,1,200.0,137.6,6,48
540000,8,1558,7.49,0.45,0.27,0.17,6.60,0.06,1.12,0.013,6,806708.6,5419.7,12,79
540000,1,751,24.36,9.96,2.48,0.03,11.89,1.22,3.83,0.411,63,775294.1,158581.5,7,19
540000,0,48,7.00,0.08,0.00,0.00,6.92,0.00,1.03,0.000,2,170.7,25.7,8,48
550000,8,1568,7.20,0.12,0.16,0.15,6.77,0.02,1.04,0.006,6,803188.2,7853.7,8,23
550000,1,847,20.95,8.99,1.85,0.00,10.10,0.98,3.87,0.302,68,796272.8,139563.6,5,6
550000,0,45,11.47,2.67,0.60,0.04,8.16,0.36,1.88,0.111,2,202.1,48.0,4,45
560000,8,1597,7.12,0.36,0.19,0.17,6.40,0.04,1.12,0.014,7,809611.1,1469.1,11,76
560000,1,838,21.10,8.72,3.05,0.02,9.32,1.30,3.67,0.416,77,782938.1,152227.0,7,9
560000,0,47,6.74,0.04,0.30,0.34,6.06,0.00,1.01,0.000,1,299.1,105.5,8,47
570000,8,1568,7.03,0.24,0.14,0.07,6.59,0.02,1.08,0.006,8,815183.9,2105.4,12,33
570000,1,696,22.90,11.13,1.93,0.00,9.84,1.12,4.41,0.339,60,781914.5,152198.9,5,1
570000,0,56,11.61,1.66,0.55,0.00,9.39,0.23,1.61,0.054,3,336.2,88.3,10,56
580000,8,1571,6.39,0.16,0.07,0.17,6.00,0.01,1.04,0.003,5,817596.4,1943.5,9,10
580000,1,784,19.71,8.22,1.82,0.23,9.43,1.04,3.38,0.360,68,795459.6,154877.1,4,1
580000,0,64,18.77,5.08,2.88,0.00,10.81,1.05,2.28,0.328,3,612.2,167.6,7,64
590000,8,1570,6.07,0.06,0.06,0.29,5.66,0.00,1.02,0.001,6,815410.9,1319.6,8,2
590000,1,720,26.28,12.90,1.70,0.41,11.27,0.96,4.84,0.282,60,794632.1,157174.8,4,1
590000,0,62,11.53,1.03,1.02,0.23,9.26,0.15,1.25,0.032,2,804.3,211.2,9,62
600000,8,1563,7.27,0.17,0.37,0.49,6.25,0.01,1.05,0.005,6,820167.4,6893.7,11,1
600000,1,753,23.42,11.09,1.96,0.00,10.37,1.10,4.37,0.336,69,776431.5,139494.1,3,1
600000,0,52,14.38,4.17,0.33,0.00,9.88,0.29,2.43,0.115,4,797.1,298.7,6,51
610000,8,1615,6.45,0.14,0.14,0.21,5.95,0.01,1.04,0.004,6,819294.8,550.3,8,1
610000,1,702,28.09,11.13,1.99,0.06,14.90,1.19,4.43,0.385,69,794600.1,149210.6,6,3
610000,0,77,18.84,5.66,0.79,0.00,12.39,0.31,2.83,0.091,4,685.1,245.3,9,77
620000,8,1578,6.55,0.08,0.10,0.24,6.13,0.01,1.02,0.002,6,818362.4,492.2,7,2
620000,1,797,23.72,9.71,2.61,0.05,11.36,1.24,3.81,0.395,60,793568.8,150428.9,5,1
620000,0,73,9.81,1.49,0.22,0.08,8.01,0.12,1.35,0.041,2,647.6,269.9,9,73
630000,8,1625,6.02,0.12,0.05,0.28,5.58,0.00,1.03,0.001,8,818331.6,65.6,7,0
630000,1,611,23.39,10.17,2.58,0.11,10.54,1.05,3.95,0.309,73,757542.2,169567.1,4,2
630000,0,86,17.45,2.45,1.43,0.36,13.21,0.37,1.64,0.093,3,733.2,405.7,9,86
640000,8,1594,5.96,0.10,0.13,0.21,5.52,0.01,1.03,0.006,7,819835.6,13.6,7,0
640000,1,577,26.05,11.40,3.24,0.45,10.96,1.95,4.16,0.527,53,727572.4,189400.0,4,1
640000,0,96,17.31,4.65,1.96,0.00,10.71,1.02,2.28,0.260,4,874.0,1322.5,9,96
650000,8,1646,5.89,0.04,0.05,0.27,5.53,0.00,1.01,0.000,5,817170.8,292.5,9,4
650000,1,789,24.47,8.96,2.65,0.36,12.50,1.18,3.59,0.357,67,774314.8,198908.1,4,0
650000,0,50,17.58,3.30,2.08,0.68,11.52,0.52,1.82,0.120,2,793.4,893.0,10,49
660000,8,1650,5.74,0.04,0.07,0.19,5.44,0.00,1.02,0.001,6,815682.1,82.5,8,2
660000,1,573,28.44,7.10,1.94,0.08,19.32,1.17,3.05,0.337,52,791881.1,190637.0,3,2
660000,0,55,22.42,7.27,4.16,0.11,10.87,1.02,3.27,0.236,2,748.3,759.9,7,54
670000,8,1627,6.15,0.15,0.13,0.38,5.49,0.00,1.05,0.001,7,822573.9,123.4,11,0
670000,1,723,23.99,8.72,3.80,0.03,11.45,1.62,3.44,0.437,58,799941.1,200541.7,3,0
670000,0,38,18.45,4.53,0.58,0.42,12.92,0.26,2.33,0.079,2,794.1,655.4,11,38
680000,8,1641,6.30,0.10,0.07,0.19,5.94,0.01,1.03,0.001,6,820266.8,109.1,8,2
680000,1,613,26.75,10.85,2.75,0.48,12.67,0.96,4.00,0.310,52,766167.8,195335.2,3,3
680000,0,52,20.58,3.08,0.79,1.19,15.52,0.29,1.90,0.096,4,781.3,864.9,7,52
690000,8,1657,6.10,0.05,0.14,0.23,5.69,0.01,1.02,0.002,8,824332.0,15.7,9,0
690000,1,613,35.66,7.63,1.94,0.22,25.87,0.78,2.81,0.237,50,762282.1,103152.6,3,0
690000,0,39,20.51,2.15,0.26,0.21,17.90,0.10,1.58,0.026,2,772.1,389.2,8,39
700000,8,1648,6.13,0.11,0.08,0.27,5.67,0.01,1.05,0.001,6,818866.9,2.2,7,0
700000,1,731,26.79,4.54,1.78,0.28,20.19,0.49,2.32,0.138,68,807119.5,79178.3,3,0
700000,0,72,19.81,2.33,1.78,0.44,15.25,0.26,1.59,0.069,5,505.1,177.9,9,72
710000,8,1689,5.68,0.04,0.02,0.20,5.41,0.00,1.02,0.001,7,819599.4,41.1,7,0
710000,1,584,38.20,7.74,2.04,0.04,28.38,0.47,3.06,0.139,46,808101.1,88310.7,4,0
710000,0,47,16.64,2.43,2.53,0.04,11.64,0.57,1.44,0.128,3,659.8,233.7,8,47
720000,8,1639,5.92,0.06,0.02,0.19,5.64,0.00,1.03,0.000,5,818599.2,2.4,9,1
720000,1,679,27.64,5.31,1.73,0.13,20.47,0.77,2.40,0.209,43,766650.2,103523.6,4,0
720000,0,48,17.02,6.67,2.00,0.00,8.35,0.73,2.69,0.188,4,782.5,444.8,7,48
730000,8,1636,6.08,0.11,0.05,0.19,5.73,0.01,1.04,0.001,6,818583.2,0.3,7,0
730000,1,707,28.98,4.99,1.69,0.04,22.26,0.64,2.20,0.178,49,794598.9,95198.3,2,0
730000,0,75,14.00,2.45,0.81,0.04,10.69,0.27,1.59,0.080,4,909.5,261.4,8,74
740000,8,1621,5.75,0.08,0.01,0.18,5.48,0.00,1.03,0.000,6,818062.3,49.9,9,0
740000,1,670,26.86,9.27,3.87,0.04,13.69,1.70,3.19,0.460,58,768080.4,208558.1,2,0
740000,0,79,19.05,4.03,2.29,0.00,12.73,0.61,1.93,0.152,5,807.9,606.4,9,78
750000,8,1613,6.09,0.14,0.01,0.16,5.79,0.00,1.04,0.000,7,820499.5,4.2,9,0
750000,1,591,30.35,12.20,4.27,0.34,13.55,1.51,4.06,0.415,66,754162.7,218536.1,3,0
750000,0,84,17.69,2.55,1.11,0.17,13.87,0.29,1.68,0.060,2,1063.7,582.2,10,84
760000,8,1637,6.14,0.07,0.02,0.34,5.70,0.00,1.03,0.001,10,817780.9,1.5,9,0
760000,1,823,21.67,8.68,2.93,0.22,9.83,1.27,3.40,0.324,71,747300.9,192481.1,2,0
760000,0,73,14.64,3.23,0.85,0.00,10.56,0.26,1.87,0.068,3,898.8,488.9,8,73
770000,8,1569,6.11,0.04,0.05,0.17,5.85,0.00,1.02,0.000,6,816479.9,6.3,8,1
770000,1,736,26.16,12.21,2.22,0.28,11.45,1.02,4.45,0.314,57,771357.4,182027.0,3,1
770000,0,82,14.71,3.37,1.59,0.55,9.21,0.12,1.96,0.024,2,886.5,333.4,9,82
780000,8,1619,5.83,0.07,0.05,0.19,5.52,0.00,1.03,0.000,6,819794.7,10.1,10,1
780000,1,814,21.11,9.91,2.33,0.14,8.74,1.05,3.69,0.316,69,772406.8,201648.1,3,1
780000,0,77,10.70,2.00,0.92,0.00,7.78,0.22,1.59,0.065,4,895.5,464.2,9,77
790000,8,1561,5.92,0.12,0.10,0.07,5.62,0.01,1.05,0.001,5,819866.1,424.1,8,0
790000,1,753,21.04,9.03,2.27,0.15,9.59,0.99,3.52,0.307,59,776035.0,201853.5,3,0
790000,0,95,13.32,3.42,1.45,0.03,8.41,0.52,1.85,0.116,6,1029.2,434.4,10,94
800000,8,1569,6.28,0.15,0.10,0.24,5.79,0.00,1.05,0.000,6,824309.7,19.0,9,1
800000,1,753,23.97,8.69,2.73,0.10,12.46,0.98,3.25,0.290,64,792818.5,190283.9,2,0
800000,0,90,14.53,1.83,1.89,0.01,10.80,0.27,1.42,0.056,3,1028.0,288.6,6,90
810000,8,1581,5.99,0.02,0.02,0.08,5.86,0.01,1.01,0.001,7,816823.8,33.4,8,1
810000,1,795,20.69,8.11,2.50,0.24,9.85,1.10,3.26,0.336,69,756811.5,180608.7,5,1
810000,0,84,14.02,3.36,0.74,0.01,9.92,0.44,1.99,0.119,5,1090.1,372.2,9,84
820000,8,1594,5.71,0.00,0.01,0.08,5.61,0.00,1.00,0.000,6,817807.8,8.8,7,0
820000,1,830,23.24,5.14,2.95,0.15,15.01,0.66,2.40,0.188,58,798568.9,125411.4,3,0
820000,0,77,10.66,0.43,1.12,0.12,9.00,0.06,1.10,0.013,4,743.5,196.7,7,77
830000,8,1607,5.88,0.06,0.07,0.11,5.64,0.00,1.02,0.000,6,812383.3,41.4,6,0
830000,1,742,28.09,7.64,2.13,0.06,18.25,0.60,2.99,0.179,52,808987.6,99025.8,4,1
830000,0,84,13.13,2.19,1.18,0.00,9.76,0.11,1.65,0.024,4,781.6,200.5,8,84
840000,8,1602,5.95,0.03,0.03,0.07,5.82,0.00,1.02,0.001,6,812425.9,83.7,7,0
840000,1,625,30.49,11.51,3.37,0.38,15.22,1.27,3.87,0.326,66,786924.0,173851.7,4,3
840000,0,67,13.33,1.67,1.51,0.00,10.15,0.27,1.42,0.060,2,838.9,332.4,8,67
850000,8,1598,6.03,0.06,0.02,0.05,5.90,0.00,1.02,0.000,5,815047.1,1223.3,7,0
850000,1,521,34.78,13.34,5.65,1.15,14.64,1.84,4.37,0.489,48,782557.8,195078.1,3,0
