step,place,pop,mass,hard,muscle,sensor,digestive,bite,shell,biters,crowd_max,plant_intake,meat_intake,lineages,movers
850000,0,58,20.05,4.43,0.86,0.53,14.22,0.21,2.09,0.069,3,725.9,151.6,10,58
860000,8,1698,5.59,0.13,0.10,0.06,5.31,0.00,1.05,0.001,6,819568.4,92.4,11,0
860000,1,595,29.30,15.70,1.09,0.06,12.46,0.48,5.37,0.161,44,783793.2,146791.3,4,0
860000,0,67,11.70,1.06,0.21,0.00,10.43,0.07,1.29,0.030,2,818.5,203.3,9,67
870000,8,1686,5.75,0.13,0.19,0.02,5.41,0.00,1.05,0.002,5,822089.9,140.2,11,0
870000,1,592,32.82,15.67,1.44,0.18,15.53,0.55,5.45,0.194,41,803643.9,157906.9,4,0
870000,0,50,19.34,3.04,0.54,0.30,15.46,0.20,1.74,0.060,2,889.8,154.7,8,50
880000,8,1665,5.63,0.12,0.18,0.03,5.31,0.00,1.04,0.001,5,814006.4,196.9,11,0
880000,1,701,27.53,11.76,1.92,0.18,13.67,0.55,4.37,0.177,51,797326.8,148916.5,6,2
880000,0,73,15.56,2.41,2.12,0.36,10.67,0.08,1.72,0.027,5,801.4,199.8,7,73
890000,8,1670,5.46,0.10,0.05,0.01,5.30,0.00,1.04,0.001,7,816354.5,180.0,9,1
890000,1,814,23.12,9.02,1.21,0.26,12.62,0.43,3.61,0.150,65,810122.4,177264.7,4,1
890000,0,63,12.67,1.35,0.37,0.00,10.95,0.05,1.39,0.032,2,642.9,166.0,8,63
900000,8,1669,5.50,0.12,0.11,0.02,5.24,0.01,1.04,0.004,4,820309.2,350.2,9,4
900000,1,888,18.61,7.99,0.63,0.23,9.76,0.24,3.31,0.078,82,806651.6,157432.6,4,1
900000,0,52,8.87,1.17,0.17,0.08,7.44,0.06,1.35,0.019,2,580.6,169.3,8,51
910000,8,1654,5.85,0.15,0.06,0.07,5.57,0.00,1.05,0.002,6,815324.6,352.5,9,0
910000,1,648,31.53,13.15,0.80,0.15,17.43,0.28,4.54,0.083,53,769949.8,154036.1,3,0
910000,0,72,16.19,2.08,0.44,0.00,13.67,0.01,1.29,0.014,3,628.5,247.2,5,71
920000,8,1691,5.53,0.19,0.15,0.07,5.12,0.00,1.07,0.001,6,824113.7,136.4,9,0
920000,1,713,26.92,11.54,1.36,0.12,13.90,0.46,4.33,0.129,67,810549.1,179490.6,3,1
920000,0,72,12.79,2.07,1.11,0.07,9.54,0.11,1.53,0.028,3,767.2,220.4,9,72
930000,8,1698,5.65,0.08,0.08,0.07,5.42,0.00,1.03,0.001,5,824204.1,216.4,11,5
930000,1,807,22.41,9.59,0.94,0.07,11.82,0.34,3.76,0.099,57,811825.9,171481.0,5,1
930000,0,60,13.43,2.10,0.65,0.02,10.67,0.18,1.60,0.050,3,670.5,214.9,10,60
940000,8,1703,5.27,0.15,0.07,0.05,5.00,0.01,1.05,0.004,6,822917.8,109.4,15,10
940000,1,709,26.39,11.91,1.09,0.00,13.39,0.37,4.43,0.124,69,806760.7,154172.5,8,4
940000,0,66,15.38,4.18,0.71,0.00,10.48,0.24,2.22,0.076,4,587.9,192.6,11,66
950000,8,1711,5.58,0.20,0.04,0.08,5.27,0.01,1.07,0.002,5,819266.1,1330.1,12,16
950000,1,730,24.55,10.07,1.10,0.14,13.25,0.38,3.86,0.133,58,800922.5,164228.3,6,6
950000,0,65,15.37,3.82,0.86,0.54,10.15,0.15,1.86,0.046,2,412.0,110.6,9,64
960000,8,1770,5.48,0.31,0.06,0.05,5.06,0.01,1.09,0.003,6,825056.9,191.9,15,21
960000,1,364,38.42,19.81,1.68,0.03,16.90,0.66,6.43,0.220,43,763576.7,135878.3,5,2
960000,0,75,20.85,5.55,0.53,0.79,13.99,0.08,2.43,0.027,3,732.3,307.1,7,75
970000,8,1715,5.12,0.17,0.03,0.12,4.80,0.00,1.06,0.002,5,827725.5,379.0,12,2
970000,1,551,33.87,17.56,2.12,0.06,14.13,0.62,5.68,0.200,51,727464.1,137237.7,2,2
970000,0,85,16.20,4.32,1.41,0.20,10.27,0.26,2.25,0.082,3,752.2,401.6,7,84
980000,8,1639,6.47,0.51,0.20,0.08,5.67,0.02,1.15,0.007,7,827287.8,6231.7,12,35
980000,1,458,32.12,16.83,2.09,0.08,13.12,0.56,5.59,0.190,54,719635.2,139183.9,5,15
980000,0,52,16.08,4.08,1.48,0.00,10.52,0.27,2.06,0.096,2,671.6,248.8,9,52
990000,8,1693,6.38,0.34,0.15,0.07,5.81,0.00,1.09,0.001,8,822749.9,5792.8,13,34
990000,1,580,39.09,22.42,1.14,0.07,15.46,0.41,6.95,0.145,56,746739.2,117393.4,5,16
990000,0,35,15.14,2.09,0.06,0.00,13.00,0.00,1.45,0.000,1,514.4,192.9,6,35
1000000,8,1631,6.10,0.21,0.04,0.12,5.72,0.00,1.07,0.002,6,813521.4,2768.2,11,14
1000000,1,454,40.29,23.81,1.93,0.05,14.50,0.67,7.40,0.282,53,755602.9,110199.2,7,15
1000000,0,68,13.10,4.87,0.88,0.13,7.22,0.24,2.30,0.088,2,788.4,198.4,7,68
