step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
110000,2362,1.583,0.019,7.92,244520,229471,857,5637,8486,2219219,1556172.9,153997.7,0.526,0.081,0.065,0.165,0.162,615,13.19,14.66,3.76,9.00,0.63,2.47,0.21,2.16,8.59,9.00,0.31,1.01,0.021,0.075,585,0.128,0.713,0.146,0.021,0.121,234087,214210,13,0.181,0.236,0.026,664489,0.053,0.123,0.000,155.99,89969,59,0.069,0.687,0.062,84835779,2.06,16.63,0.017,0.250,0.094,4,6,36,64,1240,73,7.45,0.0077,0.000,74
120000,2290,1.589,0.023,7.65,250276,233487,1167,7064,8630,2296526,1581439.2,165651.7,0.521,0.074,0.057,0.176,0.171,595,11.06,13.13,2.74,7.25,0.86,2.75,0.13,1.17,7.32,9.10,0.42,1.18,0.034,0.101,470,0.124,0.710,0.152,0.009,0.128,239092,219978,11,0.210,0.352,0.028,786561,0.043,0.206,0.001,157.42,90057,56,0.072,0.682,0.058,111400641,1.81,17.75,0.018,0.208,0.126,4,6,28,64,1271,58,6.02,0.0094,0.001,57
130000,2271,1.596,0.017,7.98,236295,214617,758,13205,7734,2358837,1565962.6,182940.5,0.479,0.085,0.070,0.185,0.180,607,13.17,13.48,3.00,8.34,1.01,3.47,0.23,1.68,8.93,8.29,0.42,1.21,0.029,0.086,561,0.071,0.749,0.124,0.014,0.113,225280,199660,8,0.264,0.193,0.049,1046530,0.033,0.093,0.000,155.43,88811,108,0.078,0.616,0.074,91431100,1.80,15.60,0.013,0.272,0.116,4,8,32,64,1182,49,8.01,0.0077,0.006,60
140000,2481,1.536,0.016,8.61,254942,233410,879,11161,9282,2229728,1578650.4,166433.7,0.489,0.074,0.084,0.177,0.176,566,11.54,11.52,2.67,7.03,0.64,2.98,0.18,1.87,8.05,6.56,0.29,0.99,0.020,0.075,586,0.088,0.709,0.128,0.016,0.148,244154,221242,11,0.312,0.251,0.033,937116,0.033,0.064,0.000,156.17,95925,64,0.075,0.693,0.047,99259658,1.77,16.68,0.008,0.248,0.090,4,6,24,64,1244,61,7.27,0.0079,0.004,118
150000,2370,1.566,0.015,7.84,273568,256131,1138,6416,9994,2284059,1597664.8,161244.6,0.519,0.063,0.073,0.174,0.172,525,13.05,15.01,2.91,7.67,0.81,3.16,0.33,2.41,9.01,11.19,0.38,1.10,0.026,0.082,584,0.097,0.707,0.144,0.011,0.138,262177,241691,11,0.590,0.037,0.062,1290458,0.021,0.060,0.000,158.66,101538,72,0.071,0.680,0.049,113689125,1.82,16.27,0.028,0.290,0.120,4,6,36,64,1273,53,4.77,0.0075,0.002,108
160000,2386,1.579,0.016,7.95,251167,235514,899,5962,8776,2702123,1610216.2,178904.3,0.489,0.065,0.079,0.184,0.183,583,12.66,13.58,3.41,8.21,0.80,3.26,0.17,1.56,8.28,8.28,0.41,1.18,0.027,0.085,536,0.083,0.688,0.163,0.012,0.137,239187,220348,11,0.190,0.229,0.032,1070535,0.024,0.067,0.000,159.19,92460,70,0.066,0.679,0.048,102602350,1.99,16.43,0.019,0.256,0.120,4,6,31,64,1221,67,4.25,0.0082,0.005,90
170000,2203,1.643,0.020,8.22,259611,242630,1155,7190,8819,2280961,1575025.2,158182.1,0.525,0.069,0.080,0.162,0.164,602,14.49,18.05,3.52,8.42,0.81,3.62,0.34,2.42,9.81,11.84,0.34,1.09,0.024,0.086,469,0.110,0.731,0.116,0.009,0.145,248311,227728,9,0.177,0.271,0.050,897791,0.039,0.162,0.001,158.54,92108,59,0.069,0.676,0.023,80944577,1.93,16.60,0.083,0.165,0.099,3,6,53,64,1216,51,4.90,0.0073,0.009,78
180000,2289,1.590,0.020,8.47,247396,231394,1085,6139,8692,2467962,1560568.1,166352.0,0.516,0.064,0.075,0.173,0.172,600,12.75,14.04,3.93,9.13,0.75,3.20,0.23,2.01,7.84,8.36,0.37,1.12,0.029,0.098,677,0.084,0.704,0.182,0.008,0.106,236185,217776,8,0.194,0.291,0.040,796054,0.032,0.127,0.000,157.19,89224,92,0.067,0.630,0.062,99600364,2.14,16.56,0.021,0.336,0.107,3,6,32,64,1212,64,6.25,0.0087,0.009,95
190000,2480,1.548,0.017,8.25,252949,237148,758,6691,8161,2128243,1592481.8,157627.0,0.520,0.060,0.071,0.175,0.174,548,11.74,12.60,3.24,7.54,0.94,3.22,0.10,1.20,7.47,7.58,0.46,1.21,0.033,0.095,637,0.069,0.691,0.185,0.009,0.115,241352,222260,8,0.297,0.183,0.040,1169055,0.023,0.099,0.000,160.29,98351,123,0.074,0.636,0.052,96415901,1.96,16.56,0.017,0.350,0.140,3,7,26,64,1226,62,3.15,0.0086,0.014,83
200000,2296,1.667,0.018,8.53,244156,227768,537,9716,6319,2489247,1617699.0,191984.1,0.406,0.065,0.083,0.222,0.224,519,13.32,13.02,3.88,8.26,0.90,3.12,0.56,2.12,7.98,7.10,0.45,1.23,0.032,0.094,599,0.054,0.679,0.186,0.004,0.132,231309,202884,11,0.190,0.268,0.140,1260963,0.025,0.117,0.000,159.03,96031,107,0.077,0.558,0.044,130221471,2.19,15.60,0.025,0.301,0.125,4,8,28,64,1222,73,4.41,0.0088,0.009,77
210000,2318,1.552,0.018,8.37,266872,253937,1248,4129,7536,2486883,1605237.9,169222.8,0.535,0.050,0.064,0.176,0.175,595,11.78,13.61,2.69,7.76,0.67,2.72,0.26,1.38,8.17,9.56,0.30,0.97,0.022,0.082,625,0.084,0.770,0.133,0.002,0.095,254513,235085,10,0.150,0.460,0.123,3075973,0.010,0.133,0.000,159.97,94641,88,0.068,0.583,0.039,86218376,1.73,16.59,0.022,0.318,0.100,4,6,27,64,1218,54,3.47,0.0085,0.007,77
220000,2263,1.637,0.021,7.95,265449,252255,1050,4060,8139,2929231,1593309.6,189844.6,0.513,0.056,0.071,0.180,0.179,596,13.49,16.20,4.52,10.62,0.77,3.24,0.22,1.42,7.97,8.58,0.26,0.97,0.020,0.079,491,0.094,0.743,0.138,0.004,0.115,252851,233717,11,0.509,0.001,0.064,1808326,0.013,0.167,0.000,158.55,93874,91,0.065,0.572,0.053,91793416,2.25,16.58,0.033,0.215,0.072,4,6,40,64,1211,41,4.89,0.0088,0.001,73
230000,2424,1.591,0.017,8.36,270689,257132,1131,3886,8379,2631376,1594831.5,177381.2,0.538,0.053,0.071,0.170,0.169,561,13.02,13.96,3.93,8.98,0.74,2.51,0.18,1.50,8.17,8.43,0.43,1.05,0.030,0.079,600,0.110,0.674,0.199,0.012,0.114,258143,240256,11,0.203,0.117,0.048,1257436,0.022,0.102,0.000,159.28,94046,78,0.067,0.597,0.036,102420557,2.09,16.24,0.024,0.262,0.164,4,7,30,64,1281,56,4.16,0.0081,0.000,99
240000,2395,1.587,0.019,8.33,275771,261428,1208,4559,8605,2398125,1602377.4,167228.1,0.529,0.048,0.061,0.181,0.181,545,12.09,13.32,3.73,8.63,1.05,3.36,0.09,0.91,7.22,7.27,0.45,1.18,0.036,0.099,529,0.130,0.673,0.189,0.013,0.126,263288,246388,14,0.206,0.002,0.026,991813,0.018,0.130,0.000,159.66,100761,72,0.070,0.643,0.063,109402188,2.02,16.71,0.020,0.259,0.138,4,6,28,64,1243,54,3.78,0.0093,0.000,87
250000,2375,1.587,0.016,8.24,256306,240586,1343,5878,8519,2556555,1578408.1,172551.4,0.513,0.047,0.061,0.189,0.190,557,12.80,14.57,3.55,9.14,0.95,3.26,0.23,1.84,8.07,8.26,0.43,1.20,0.030,0.093,621,0.131,0.688,0.147,0.024,0.140,244484,224513,8,0.205,0.141,0.051,910607,0.017,0.112,0.000,157.21,93887,73,0.067,0.624,0.061,99213472,1.96,16.35,0.024,0.250,0.124,4,6,32,64,1313,55,6.22,0.0082,0.000,67
260000,2307,1.591,0.018,8.82,260598,244360,1449,6716,8141,2603700,1583257.6,180910.3,0.516,0.047,0.055,0.191,0.191,569,12.93,15.14,3.62,9.88,0.64,2.49,0.21,1.81,8.47,9.82,0.30,0.99,0.023,0.082,587,0.115,0.734,0.129,0.009,0.128,248937,228040,7,0.164,0.492,0.036,1136306,0.016,0.116,0.000,157.53,93917,69,0.069,0.625,0.071,98101670,2.02,16.46,0.031,0.232,0.091,4,6,35,64,1242,43,5.90,0.0081,0.000,87
270000,2286,1.658,0.016,8.33,257128,243230,1255,4364,8300,2733110,1597796.4,182662.5,0.555,0.053,0.061,0.166,0.165,611,13.43,16.49,4.37,10.37,0.64,2.54,0.24,1.80,8.18,9.60,0.30,1.04,0.019,0.070,513,0.131,0.720,0.149,0.007,0.123,246562,225633,9,0.190,0.133,0.060,1480544,0.028,0.093,0.000,158.79,91176,76,0.067,0.586,0.049,57605574,2.14,16.55,0.034,0.242,0.083,4,6,41,64,1256,42,4.65,0.0085,0.004,46
280000,2282,1.554,0.018,8.55,254046,240481,1260,4289,8020,2976600,1602523.0,198772.1,0.536,0.059,0.062,0.171,0.172,630,12.76,15.53,3.03,8.37,0.78,2.90,0.37,2.58,8.57,10.73,0.34,1.06,0.022,0.073,469,0.128,0.730,0.128,0.011,0.130,244272,223318,11,0.227,0.148,0.047,1023889,0.040,0.139,0.000,158.79,86129,79,0.067,0.585,0.056,66344115,1.74,16.79,0.033,0.216,0.101,4,6,37,64,1252,47,4.65,0.0082,0.000,73
290000,2432,1.519,0.012,7.69,273771,259408,1390,4014,8809,3254918,1595850.1,203439.8,0.561,0.053,0.057,0.163,0.165,591,12.27,14.90,2.33,7.89,0.91,3.26,0.42,3.07,8.60,10.54,0.37,1.12,0.028,0.091,571,0.098,0.722,0.113,0.007,0.157,266719,245680,8,0.616,0.022,0.048,913120,0.024,0.079,0.000,160.21,93875,86,0.063,0.578,0.054,90898038,1.60,16.41,0.028,0.286,0.104,3,6,33,64,1135,57,3.23,0.0076,0.003,36
300000,2381,1.587,0.015,8.04,302069,284332,1696,6275,9817,2934259,1566092.9,192064.9,0.682,0.031,0.033,0.126,0.127,560,12.47,14.57,3.28,8.84,0.78,2.87,0.29,2.20,8.11,8.97,0.36,1.06,0.026,0.088,575,0.099,0.674,0.166,0.007,0.153,295922,284757,7,0.437,0.202,0.045,1251676,0.015,0.119,0.000,157.71,103637,74,0.065,0.595,0.048,86789760,1.85,16.26,0.036,0.267,0.119,3,6,32,64,1117,58,5.72,0.0081,0.004,37
310000,2460,1.492,0.016,8.35,260770,244141,1287,7173,8090,3208719,1552221.0,204963.5,0.551,0.056,0.058,0.166,0.169,581,11.54,13.61,2.79,7.58,1.04,3.43,0.10,1.16,7.61,8.95,0.48,1.28,0.033,0.095,527,0.124,0.753,0.148,0.006,0.093,252105,234382,8,0.342,0.279,0.015,877498,0.018,0.103,0.000,158.82,93838,91,0.064,0.594,0.069,99367343,1.78,17.30,0.022,0.297,0.135,3,6,30,64,1238,59,4.61,0.0083,0.009,69
320000,2371,1.567,0.016,8.61,231132,211184,1098,11479,7460,2407705,1516283.4,178467.0,0.497,0.061,0.068,0.186,0.188,652,12.65,15.02,3.59,9.60,0.77,3.19,0.10,1.04,8.18,8.82,0.35,1.12,0.022,0.076,615,0.085,0.756,0.141,0.008,0.094,220969,201123,8,0.334,0.073,0.020,669131,0.036,0.098,0.000,152.85,81132,95,0.074,0.625,0.046,83280680,2.02,16.95,0.037,0.366,0.098,3,6,32,64,1233,60,10.59,0.0078,0.038,53
330000,2382,1.527,0.019,8.85,249486,234942,1015,5748,7770,2480923,1546048.1,173703.7,0.487,0.067,0.080,0.184,0.182,574,11.18,11.91,3.17,7.35,0.73,2.56,0.24,2.13,7.03,7.07,0.41,1.16,0.029,0.090,625,0.066,0.735,0.185,0.001,0.079,238912,218931,8,0.372,0.088,0.027,566871,0.036,0.174,0.000,156.81,89804,133,0.070,0.528,0.028,105710810,1.97,16.99,0.012,0.331,0.120,3,6,24,64,1199,83,6.63,0.0092,0.026,91
340000,2336,1.572,0.016,8.64,270424,257150,1007,4224,8089,1796152,1583942.6,130178.8,0.531,0.056,0.066,0.175,0.172,565,13.33,16.25,2.40,6.90,0.50,2.28,0.17,1.46,10.27,13.49,0.23,0.85,0.017,0.067,607,0.068,0.713,0.118,0.005,0.164,259640,236516,10,0.408,0.068,0.033,822567,0.024,0.110,0.000,160.47,98052,130,0.072,0.565,0.022,86009221,1.62,16.28,0.044,0.278,0.082,3,6,39,64,1240,48,2.97,0.0066,0.024,43
350000,2412,1.511,0.017,8.42,307911,295630,1160,2111,8934,1319438,1609931.1,88695.0,0.575,0.051,0.060,0.157,0.158,554,12.21,13.24,1.57,6.16,0.35,2.18,0.34,2.22,9.94,10.48,0.13,0.68,0.014,0.075,564,0.092,0.737,0.068,0.001,0.194,297359,273673,12,0.509,0.041,0.041,1147425,0.020,0.131,0.000,162.17,105038,59,0.067,0.718,0.012,59003106,1.45,16.23,0.019,0.137,0.040,3,6,30,64,1256,42,1.27,0.0067,0.010,123
360000,2407,1.538,0.010,7.93,332540,319179,1363,1393,10610,1055308,1615867.6,74704.5,0.627,0.041,0.048,0.141,0.142,558,13.06,13.88,1.87,5.90,0.93,3.47,0.66,3.27,9.60,10.32,0.30,0.95,0.033,0.110,529,0.092,0.664,0.103,0.002,0.231,324332,301449,8,0.464,0.108,0.098,1904185,0.014,0.070,0.000,162.10,114342,106,0.071,0.543,0.027,69939325,1.56,15.80,0.021,0.128,0.104,3,7,31,64,1176,64,1.34,0.0070,0.000,51
370000,2492,1.521,0.015,8.06,322737,309362,1885,2433,8972,961961,1608213.9,69931.6,0.691,0.050,0.055,0.100,0.104,593,12.19,12.52,1.26,4.44,0.74,3.11,0.20,2.18,9.99,10.43,0.20,0.81,0.031,0.110,588,0.085,0.694,0.074,0.009,0.223,316526,302491,9,0.392,0.000,0.035,1320598,0.016,0.109,0.000,161.26,113092,53,0.073,0.736,0.039,57946767,1.37,15.96,0.014,0.175,0.068,3,7,28,64,1248,59,2.18,0.0065,0.001,72
380000,2468,1.517,0.014,8.57,309236,295839,1542,2967,8912,1069523,1573728.2,80216.7,0.589,0.062,0.075,0.136,0.138,553,12.05,13.05,1.68,6.11,0.73,3.60,0.42,2.78,9.23,9.78,0.20,0.79,0.028,0.116,540,0.096,0.694,0.092,0.001,0.214,300111,280579,10,0.380,0.043,0.048,754263,0.023,0.068,0.000,160.27,114318,86,0.075,0.599,0.031,69154307,1.49,16.47,0.015,0.135,0.067,3,6,28,64,1256,55,3.16,0.0069,0.007,39
390000,2242,1.585,0.016,8.97,302703,288589,1370,3949,9021,1260756,1593506.9,92640.6,0.579,0.065,0.078,0.139,0.138,547,13.20,13.67,1.71,5.82,0.75,3.07,0.84,4.53,9.90,9.92,0.33,1.06,0.029,0.100,628,0.063,0.730,0.101,0.002,0.168,293058,272229,9,0.277,0.013,0.078,1255056,0.014,0.097,0.000,161.92,110218,154,0.073,0.580,0.035,69205747,1.49,16.19,0.022,0.246,0.098,3,7,32,64,1148,43,1.52,0.0072,0.040,73
400000,2502,1.434,0.016,9.02,277535,260103,618,7782,8772,1013881,1579709.0,90579.7,0.473,0.095,0.108,0.161,0.163,561,11.40,10.35,1.15,4.73,0.50,2.05,0.60,3.57,9.15,7.82,0.21,0.84,0.024,0.093,558,0.094,0.724,0.067,0.006,0.203,268202,239646,9,0.229,0.078,0.062,1413214,0.016,0.089,0.000,159.09,98759,149,0.089,0.604,0.036,65088991,1.33,16.27,0.007,0.163,0.063,4,7,23,64,1224,61,4.35,0.0069,0.012,129
410000,2375,1.528,0.015,8.75,280813,269854,836,2208,8042,1577972,1628935.8,101911.0,0.505,0.085,0.093,0.156,0.160,582,13.14,13.93,1.42,5.76,0.56,2.93,0.26,2.02,10.89,12.08,0.16,0.73,0.022,0.099,540,0.121,0.728,0.072,0.003,0.197,270650,248154,12,0.323,0.020,0.043,1304236,0.017,0.076,0.000,161.67,97434,245,0.065,0.495,0.031,60085422,1.40,15.80,0.014,0.166,0.051,4,6,37,64,1231,56,1.77,0.0063,0.001,76
420000,2463,1.521,0.016,8.93,276769,262768,1213,4196,8504,1058497,1606465.8,80358.4,0.541,0.065,0.084,0.152,0.158,591,12.95,14.57,1.69,5.67,0.50,2.41,0.16,1.28,10.60,12.99,0.18,0.76,0.020,0.089,522,0.090,0.700,0.074,0.005,0.220,266052,244041,10,0.218,0.140,0.039,1156945,0.018,0.093,0.000,160.05,96568,87,0.076,0.650,0.022,62437586,1.53,16.17,0.015,0.128,0.063,4,6,32,64,1239,52,3.39,0.0062,0.004,77
430000,2484,1.516,0.016,8.82,304646,292004,1146,2094,9381,1299592,1618771.1,90806.9,0.561,0.057,0.074,0.153,0.156,569,12.25,11.99,1.52,4.56,0.65,2.36,0.13,1.10,9.94,10.38,0.28,0.95,0.032,0.109,527,0.151,0.700,0.091,0.002,0.207,293671,271432,9,0.385,0.035,0.033,834649,0.016,0.098,0.000,161.94,102193,130,0.070,0.585,0.029,71479532,1.46,16.40,0.007,0.147,0.089,4,6,30,64,1248,51,1.50,0.0066,0.007,94
440000,2362,1.544,0.016,9.53,282584,268162,976,4652,8916,1175436,1618471.4,85923.4,0.532,0.071,0.085,0.153,0.160,551,13.24,13.58,1.88,6.15,0.53,2.42,0.12,1.41,10.71,11.60,0.23,0.88,0.022,0.085,493,0.102,0.712,0.084,0.003,0.202,271488,250820,11,0.161,0.111,0.022,636433,0.025,0.065,0.000,160.96,101870,99,0.073,0.678,0.025,66093429,1.56,15.85,0.015,0.144,0.075,4,6,32,64,1250,45,2.48,0.0064,0.006,94
450000,2394,1.505,0.014,9.42,286459,273212,1127,3559,8529,960926,1590175.6,76378.9,0.541,0.063,0.072,0.160,0.164,521,12.68,11.98,1.57,5.60,0.28,1.47,0.16,0.94,10.67,10.46,0.13,0.64,0.011,0.067,596,0.122,0.741,0.054,0.011,0.194,275934,253782,9,0.152,0.306,0.057,857413,0.039,0.053,0.000,161.58,101563,115,0.079,0.613,0.033,65732498,1.49,16.07,0.006,0.211,0.041,3,6,30,64,1221,46,1.86,0.0062,0.021,81
460000,2440,1.493,0.014,9.69,294500,281923,1003,3294,8234,829039,1622453.5,69537.2,0.548,0.059,0.067,0.161,0.165,507,13.02,12.91,0.96,4.50,0.32,2.28,0.57,2.82,11.16,10.99,0.09,0.58,0.012,0.070,616,0.103,0.731,0.027,0.005,0.236,283914,258872,11,0.191,0.233,0.093,1488283,0.049,0.046,0.000,161.78,110409,136,0.084,0.632,0.018,62565862,1.26,15.53,0.011,0.153,0.030,4,6,32,64,1238,47,1.66,0.0060,0.002,96
470000,2354,1.550,0.017,9.71,308309,295125,1037,2637,9596,1026058,1621994.1,78374.9,0.544,0.070,0.080,0.149,0.157,471,13.23,14.58,2.11,6.17,0.55,2.08,0.25,1.88,10.33,12.69,0.30,0.98,0.025,0.087,515,0.102,0.704,0.104,0.007,0.185,297714,275558,13,0.144,0.064,0.062,1109307,0.065,0.087,0.000,162.05,119873,98,0.076,0.527,0.030,59761618,1.66,16.17,0.024,0.135,0.095,4,6,34,64,1159,72,1.39,0.0067,0.000,78
480000,2196,1.642,0.015,9.63,280245,268686,1144,2484,8089,1455606,1619562.4,94843.9,0.551,0.060,0.075,0.153,0.161,537,14.57,18.08,1.36,5.94,0.40,1.86,0.67,3.34,12.14,16.22,0.17,0.74,0.019,0.082,525,0.128,0.764,0.060,0.004,0.172,269363,248713,12,0.173,0.132,0.101,1648746,0.047,0.100,0.000,162.29,105415,122,0.065,0.537,0.033,55283424,1.39,15.93,0.071,0.128,0.056,4,6,50,64,1254,41,1.15,0.0061,0.001,86
490000,2323,1.592,0.018,9.62,269430,255194,1053,4158,8898,1209825,1622871.6,86594.1,0.509,0.062,0.079,0.172,0.177,547,13.70,15.29,1.74,5.25,0.51,2.46,0.62,3.81,10.83,12.67,0.19,0.81,0.025,0.104,518,0.123,0.717,0.084,0.008,0.191,260265,237406,12,0.191,0.066,0.070,1732767,0.043,0.131,0.000,160.70,100097,129,0.072,0.596,0.036,65213410,1.50,15.89,0.029,0.130,0.058,4,7,32,64,1217,51,2.74,0.0065,0.000,86
500000,2308,1.625,0.019,9.90,247030,234992,1209,3844,7000,1208250,1583085.1,87121.4,0.515,0.054,0.069,0.181,0.182,523,13.57,17.53,2.19,5.82,0.75,3.85,0.39,3.36,10.25,15.24,0.25,0.92,0.025,0.098,459,0.078,0.723,0.120,0.003,0.153,237226,216690,16,0.209,0.010,0.050,1323854,0.040,0.151,0.000,160.87,97523,69,0.072,0.676,0.021,75487444,1.65,16.88,0.072,0.204,0.079,3,6,40,64,1248,58,2.57,0.0067,0.013,61
510000,2173,1.634,0.012,9.64,233026,220571,581,6159,5850,1023857,1613817.8,87678.6,0.468,0.067,0.084,0.191,0.190,583,15.20,18.22,2.25,6.13,0.47,2.31,0.25,1.98,12.23,16.64,0.20,0.80,0.017,0.073,561,0.072,0.685,0.136,0.007,0.172,225755,196810,14,0.157,0.029,0.034,1002301,0.045,0.092,0.000,160.71,89344,273,0.086,0.541,0.026,71297317,1.69,15.42,0.100,0.338,0.069,4,7,63,64,1136,59,2.73,0.0061,0.054,53
