step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
110000,2741,1.402,0.027,9.32,397737,382257,1272,6,14271,3179,1627337.6,217.8,0.754,0.083,0.069,0.043,0.051,428,10.76,8.12,0.18,1.96,0.48,3.55,0.64,2.71,9.46,5.99,0.00,0.10,0.017,0.093,553,0.086,0.696,0.001,0.000,0.302,385364,356657,10,0.221,0.151,0.142,3193342,0.073,0.135,0.000,163.27,150520,25,0.069,1.000,0.000,1269138,1.06,16.83,0.005,0.009,0.003,5,8,18,64,1343,32,0.04,0.0063,0.000,69
120000,2528,1.513,0.033,8.84,371249,356633,1402,1,13426,5108,1635640.8,200.8,0.750,0.088,0.069,0.041,0.051,482,12.23,10.88,0.18,1.78,1.12,5.17,1.26,4.41,9.67,6.20,0.01,0.17,0.034,0.130,543,0.080,0.711,0.003,0.000,0.286,359324,331449,10,0.192,0.063,0.172,4134061,0.087,0.200,0.000,163.27,136361,1830,0.039,0.000,0.000,1170262,1.06,16.27,0.004,0.018,0.003,5,8,26,64,1335,19,0.05,0.0067,0.004,73
130000,2763,1.419,0.021,9.73,381562,366316,1306,5,13700,5007,1641029.4,166.6,0.746,0.093,0.072,0.042,0.047,455,10.17,8.37,0.28,2.07,0.58,3.31,0.38,1.99,8.94,6.56,0.01,0.14,0.026,0.115,494,0.102,0.699,0.002,0.001,0.299,370879,338565,11,0.312,0.027,0.076,3315524,0.066,0.123,0.000,163.28,139276,348,0.033,0.600,0.001,1078076,1.09,16.89,0.001,0.003,0.004,4,8,19,64,1368,24,0.04,0.0066,0.017,43
140000,2761,1.438,0.021,9.77,375093,360423,1294,64,13314,5491,1635713.4,490.2,0.738,0.099,0.079,0.040,0.044,412,10.21,7.95,0.40,2.16,0.75,3.95,0.49,2.15,8.57,5.27,0.02,0.25,0.027,0.120,554,0.062,0.694,0.006,0.000,0.300,366727,330618,11,0.305,0.062,0.120,2315675,0.071,0.082,0.000,163.29,151382,248,0.089,0.625,0.000,845980,1.13,16.80,0.001,0.020,0.005,4,7,20,64,1319,21,0.02,0.0069,0.008,69
150000,2656,1.443,0.023,9.92,369746,355259,1385,10,13197,7364,1630453.8,410.7,0.748,0.094,0.078,0.037,0.042,411,11.20,8.60,0.17,1.58,0.77,3.89,0.41,1.88,9.85,6.84,0.01,0.16,0.030,0.126,525,0.066,0.699,0.003,0.001,0.298,361122,328729,15,0.340,0.099,0.120,2974974,0.102,0.101,0.000,163.30,145197,344,0.056,0.600,0.001,1114156,1.05,16.05,0.003,0.021,0.003,4,9,21,64,1314,26,0.01,0.0062,0.009,72
160000,2601,1.473,0.019,11.03,368875,354319,1207,27,13377,6960,1628826.0,498.8,0.755,0.092,0.075,0.037,0.042,371,11.68,10.31,0.14,1.77,1.26,5.72,0.55,2.00,9.72,7.48,0.01,0.17,0.040,0.145,590,0.099,0.734,0.001,0.000,0.265,360216,329967,13,0.457,0.133,0.163,3929300,0.119,0.067,0.000,163.31,154972,262,0.072,0.556,0.000,758821,1.05,16.12,0.005,0.016,0.002,5,9,22,64,1338,22,0.00,0.0064,0.023,56
170000,2707,1.472,0.019,11.70,364404,349857,1128,1,13312,5362,1627693.9,449.3,0.736,0.094,0.077,0.043,0.050,310,10.93,8.51,0.39,1.65,1.12,4.57,0.47,2.26,8.95,5.70,0.05,0.38,0.043,0.143,736,0.083,0.715,0.010,0.001,0.274,355845,324184,12,0.503,0.026,0.140,4385425,0.086,0.083,0.000,163.31,173034,486,0.084,0.000,0.001,1038905,1.13,16.05,0.000,0.008,0.025,4,8,20,63,1347,23,0.00,0.0067,0.013,81
180000,2833,1.429,0.018,11.33,372403,356795,1076,8,14398,3085,1634384.5,316.6,0.732,0.098,0.078,0.044,0.048,311,9.94,8.16,0.07,0.82,0.78,3.83,0.59,3.17,8.50,5.60,0.00,0.02,0.032,0.127,607,0.100,0.705,0.000,0.000,0.295,363957,328864,12,0.453,0.184,0.116,4229757,0.089,0.068,0.000,163.31,174651,563,0.103,0.250,0.000,1101943,1.02,17.02,0.001,0.004,0.000,4,7,18,64,1365,24,0.00,0.0068,0.014,80
190000,2814,1.434,0.018,9.99,386096,368732,1269,20,16094,2203,1632722.1,219.3,0.742,0.096,0.076,0.040,0.046,350,9.64,7.52,0.16,1.45,0.20,1.61,0.73,3.27,8.55,5.91,0.01,0.12,0.009,0.061,579,0.073,0.720,0.001,0.000,0.279,377173,345992,15,0.459,0.047,0.152,2914008,0.092,0.070,0.000,163.31,171216,643,0.100,0.500,0.000,988385,1.06,17.16,0.001,0.006,0.003,4,8,17,64,1330,37,0.00,0.0068,0.036,65
200000,2782,1.415,0.017,10.32,380881,363250,1258,7,16398,5233,1626308.5,399.6,0.746,0.090,0.074,0.043,0.047,382,10.30,8.60,0.31,2.58,0.68,3.45,0.44,2.34,8.86,6.64,0.01,0.20,0.031,0.128,648,0.066,0.726,0.004,0.000,0.270,373083,342729,15,0.293,0.046,0.107,4095609,0.082,0.073,0.000,163.31,158843,235,0.076,0.571,0.001,1224236,1.10,16.72,0.003,0.032,0.001,4,7,21,64,1333,25,0.00,0.0066,0.027,79
210000,2788,1.415,0.017,10.50,381342,363147,1231,9,16949,4158,1615290.2,350.8,0.738,0.097,0.077,0.044,0.044,387,9.72,8.00,0.10,0.96,0.75,3.53,0.24,1.90,8.63,6.43,0.00,0.11,0.040,0.146,626,0.041,0.740,0.003,0.000,0.257,372660,342742,14,0.188,0.235,0.067,2508223,0.072,0.063,0.000,163.31,159254,344,0.084,0.444,0.000,1035154,1.03,16.59,0.001,0.018,0.001,4,7,19,64,1359,22,0.00,0.0067,0.020,79
220000,2726,1.435,0.017,11.05,360928,344446,1039,4,15501,4307,1632850.1,323.2,0.712,0.105,0.084,0.050,0.049,386,10.54,8.74,0.25,1.82,1.11,4.30,0.37,1.83,8.81,6.48,0.02,0.25,0.047,0.151,686,0.060,0.726,0.003,0.000,0.271,351626,319771,23,0.301,0.076,0.112,2821990,0.066,0.064,0.000,163.31,156098,247,0.075,0.750,0.000,1114236,1.08,16.81,0.002,0.007,0.007,4,8,21,64,1354,23,0.01,0.0068,0.018,72
230000,2741,1.441,0.019,10.42,374533,357014,1240,2,16262,1881,1604663.1,171.6,0.729,0.095,0.077,0.050,0.049,351,10.76,7.69,0.24,1.65,0.55,3.17,0.81,3.24,9.16,5.69,0.00,0.09,0.025,0.106,630,0.040,0.703,0.005,0.000,0.291,365464,336530,17,0.281,0.061,0.163,2887536,0.070,0.078,0.000,163.31,161908,104,0.091,0.500,0.000,1012381,1.08,16.71,0.001,0.003,0.001,4,8,20,64,1371,22,0.00,0.0064,0.007,84
240000,2647,1.439,0.019,10.27,381686,364099,1447,1,16233,1136,1623074.9,83.1,0.738,0.095,0.079,0.045,0.043,367,11.26,9.35,0.06,0.74,0.35,2.21,0.62,3.56,10.23,7.67,0.01,0.10,0.017,0.083,572,0.067,0.718,0.002,0.000,0.280,372437,346457,18,0.224,0.038,0.091,2894903,0.057,0.090,0.000,163.31,160949,1066,0.073,0.000,0.000,1075829,1.02,16.96,0.003,0.005,0.004,4,8,21,64,1365,20,0.00,0.0060,0.003,87
250000,2667,1.456,0.018,10.67,368445,351353,1482,1,15589,1710,1615379.8,137.9,0.725,0.094,0.078,0.053,0.049,359,11.65,11.33,0.09,1.27,0.29,1.75,0.79,3.52,10.48,10.06,0.00,0.09,0.019,0.100,659,0.066,0.726,0.000,0.000,0.274,358555,333032,17,0.189,0.100,0.138,2983182,0.061,0.086,0.000,163.31,156374,16,0.081,1.000,0.000,1446620,1.02,17.16,0.003,0.004,0.002,4,7,29,64,1380,21,0.01,0.0058,0.004,95
260000,2633,1.485,0.017,9.97,361135,344500,1410,3,15256,6162,1628398.5,496.3,0.712,0.097,0.081,0.054,0.055,360,11.13,9.17,0.25,1.97,0.87,3.33,0.58,2.60,9.42,6.97,0.01,0.18,0.043,0.136,613,0.055,0.739,0.002,0.000,0.259,351358,326918,20,0.176,0.049,0.152,2747395,0.064,0.099,0.000,163.30,156900,48,0.081,0.667,0.000,1710176,1.07,16.35,0.002,0.004,0.003,4,8,23,64,1378,22,0.01,0.0066,0.006,86
270000,2796,1.410,0.013,11.41,349574,334214,1091,8,14098,5508,1629265.0,417.3,0.688,0.107,0.088,0.057,0.060,397,10.31,9.24,0.06,0.91,0.66,3.48,0.21,1.60,9.39,8.20,0.01,0.19,0.031,0.131,611,0.071,0.711,0.000,0.000,0.288,340923,312449,14,0.270,0.022,0.047,2511162,0.061,0.057,0.000,163.31,143328,137,0.076,0.375,0.000,1487826,1.01,16.93,0.001,0.018,0.001,4,7,23,64,1362,28,0.00,0.0062,0.021,70
280000,2743,1.434,0.016,11.89,358978,342600,1326,8,15097,6355,1631410.9,544.1,0.717,0.090,0.073,0.058,0.061,343,10.23,8.51,0.08,1.05,0.68,2.97,0.58,3.01,8.90,6.59,0.00,0.08,0.034,0.133,599,0.091,0.724,0.000,0.000,0.276,351151,321362,14,0.354,0.136,0.084,1559451,0.062,0.075,0.000,163.32,156808,473,0.086,0.500,0.000,1370553,1.03,17.08,0.001,0.007,0.001,4,7,21,64,1356,28,0.00,0.0067,0.012,63
290000,2783,1.406,0.015,12.15,384089,364666,1518,12,17853,2934,1633636.9,238.4,0.773,0.073,0.060,0.046,0.048,294,10.12,9.40,0.14,1.34,1.09,4.38,0.42,2.67,8.47,6.75,0.01,0.15,0.046,0.150,683,0.118,0.709,0.001,0.000,0.291,378512,350412,11,0.483,0.154,0.061,1887835,0.039,0.095,0.000,163.31,172800,196,0.081,0.583,0.000,1097541,1.04,16.73,0.002,0.002,0.003,4,7,22,64,1290,23,0.00,0.0069,0.010,39
300000,2888,1.370,0.015,12.43,411399,389766,1996,7,19525,1371,1627055.4,109.6,0.842,0.053,0.044,0.030,0.031,261,9.26,7.70,0.06,0.71,0.53,2.85,0.32,2.22,8.35,6.50,0.01,0.17,0.029,0.127,594,0.148,0.682,0.000,0.000,0.318,407135,387030,14,0.307,0.021,0.069,2788177,0.025,0.098,0.000,163.30,189968,590,0.080,0.000,0.000,743047,1.02,17.46,0.001,0.002,0.003,4,6,17,64,1288,27,0.02,0.0067,0.016,44
310000,2740,1.433,0.014,12.38,391682,370800,1886,4,19140,1802,1626086.8,120.9,0.793,0.071,0.059,0.037,0.039,268,10.51,9.33,0.14,1.68,0.65,2.88,0.25,1.65,9.47,7.74,0.01,0.19,0.028,0.110,624,0.081,0.727,0.003,0.000,0.270,386199,359685,17,0.262,0.048,0.049,1425618,0.037,0.071,0.000,163.30,183456,218,0.067,0.500,0.000,879168,1.04,16.35,0.001,0.004,0.003,4,6,22,64,1443,19,0.01,0.0063,0.029,57
320000,2911,1.406,0.016,12.46,390521,371596,1821,6,16927,4373,1609483.4,481.9,0.777,0.080,0.063,0.039,0.041,262,9.04,7.32,0.07,0.71,0.56,2.61,0.31,1.95,8.10,5.89,0.00,0.07,0.028,0.112,613,0.070,0.705,0.002,0.000,0.294,384135,356643,12,0.352,0.144,0.063,1702937,0.041,0.066,0.000,163.31,188999,728,0.110,0.167,0.000,971567,1.02,17.01,0.000,0.003,0.001,4,6,20,61,1323,28,0.01,0.0068,0.039,51
330000,2984,1.351,0.015,11.81,386153,368089,1442,4,16545,2126,1630912.5,167.6,0.759,0.087,0.070,0.041,0.043,282,8.76,6.77,0.03,0.50,0.58,2.95,0.23,1.79,7.92,5.29,0.00,0.07,0.027,0.114,574,0.078,0.710,0.002,0.000,0.288,379567,347843,15,0.265,0.131,0.050,1577144,0.053,0.061,0.000,163.31,180343,475,0.079,0.250,0.000,1108709,1.01,16.98,0.000,0.003,0.000,4,6,16,60,1337,27,0.00,0.0069,0.041,69
340000,2870,1.391,0.014,12.00,386556,368292,1553,1,16824,1438,1619546.0,157.8,0.771,0.080,0.064,0.041,0.043,288,9.56,8.07,0.11,1.15,0.51,2.53,0.60,2.52,8.35,6.15,0.01,0.18,0.025,0.106,688,0.075,0.717,0.002,0.000,0.280,379410,349497,16,0.315,0.102,0.147,2758011,0.035,0.055,0.000,163.32,178971,507,0.110,0.000,0.000,1014261,1.04,16.53,0.001,0.007,0.003,4,7,19,64,1345,25,0.00,0.0068,0.050,50
350000,2917,1.372,0.015,12.32,373331,355613,1415,10,16246,5209,1618508.5,517.6,0.741,0.092,0.075,0.045,0.047,290,8.98,7.79,0.09,1.06,0.69,3.39,0.29,2.09,7.91,5.91,0.01,0.24,0.033,0.130,568,0.109,0.756,0.002,0.000,0.242,366783,339319,11,0.269,0.055,0.054,3025474,0.042,0.053,0.000,163.31,171130,475,0.099,0.400,0.000,1392484,1.03,17.20,0.000,0.006,0.003,4,6,19,64,1405,25,0.00,0.0070,0.021,74
360000,2809,1.393,0.012,12.21,378853,359664,1493,13,17791,2386,1641871.2,267.6,0.770,0.082,0.066,0.040,0.042,267,10.60,9.64,0.12,0.99,0.82,3.52,0.26,1.76,9.41,8.03,0.01,0.22,0.036,0.126,666,0.098,0.694,0.002,0.000,0.304,373244,348362,12,0.465,0.202,0.055,1953460,0.042,0.071,0.000,163.31,182302,729,0.112,0.385,0.000,1373174,1.04,16.35,0.004,0.009,0.006,4,7,21,64,1318,26,0.00,0.0062,0.001,48
370000,2984,1.380,0.017,11.65,404766,383614,1978,14,18985,8503,1635416.6,788.2,0.829,0.061,0.046,0.030,0.034,267,8.65,7.69,0.13,0.88,0.69,3.35,0.15,1.31,7.68,5.86,0.01,0.15,0.035,0.127,592,0.081,0.712,0.006,0.001,0.282,399438,376939,14,0.204,0.032,0.031,1233480,0.056,0.101,0.000,163.28,188579,442,0.093,0.643,0.001,1151777,1.04,17.97,0.002,0.009,0.002,4,6,16,64,1426,31,0.04,0.0071,0.007,37
380000,2839,1.404,0.018,11.73,394112,373071,1738,18,19430,6062,1625033.0,465.2,0.775,0.084,0.065,0.037,0.040,300,9.28,8.35,0.23,2.44,0.67,3.39,0.52,2.85,7.85,5.33,0.02,0.19,0.031,0.123,555,0.073,0.736,0.003,0.000,0.261,387111,357645,15,0.369,0.026,0.080,1424988,0.054,0.109,0.000,163.31,173677,132,0.077,0.778,0.000,2038037,1.08,17.64,0.003,0.003,0.010,4,6,17,64,1373,21,0.01,0.0073,0.025,29
390000,2818,1.433,0.018,11.95,390193,369936,1748,11,18519,3788,1619562.5,325.3,0.776,0.085,0.066,0.036,0.037,297,10.03,8.97,0.19,1.44,0.69,3.45,0.41,2.40,8.74,6.99,0.02,0.23,0.029,0.123,622,0.110,0.699,0.002,0.000,0.299,382541,352800,13,0.197,0.092,0.080,2232549,0.049,0.075,0.000,163.30,174181,37,0.086,0.636,0.000,1173636,1.06,17.07,0.001,0.006,0.009,4,7,21,64,1307,24,0.01,0.0066,0.064,35
400000,2880,1.369,0.015,12.38,382730,362954,1476,8,18230,3555,1623312.6,327.2,0.755,0.092,0.069,0.043,0.042,278,9.61,8.60,0.14,1.19,0.46,2.90,0.39,2.07,8.61,6.96,0.01,0.12,0.020,0.101,591,0.122,0.727,0.002,0.000,0.271,374683,344796,14,0.225,0.157,0.072,1962745,0.060,0.054,0.000,163.31,174184,387,0.092,0.500,0.000,1542370,1.05,17.55,0.001,0.022,0.003,4,7,19,64,1389,26,0.00,0.0065,0.024,63
410000,2747,1.408,0.017,11.90,349610,331115,1307,1818,15503,348210,1620493.5,31342.5,0.699,0.102,0.078,0.060,0.061,294,10.68,10.89,0.10,1.14,0.83,3.93,0.45,2.64,9.29,8.71,0.02,0.32,0.034,0.137,575,0.128,0.747,0.001,0.000,0.252,341536,308604,15,0.200,0.032,0.059,1670136,0.063,0.084,0.000,163.31,165458,241,0.090,0.322,0.000,5931900,1.03,17.14,0.012,0.010,0.004,4,7,22,64,1417,25,0.00,0.0063,0.010,68
420000,2727,1.419,0.016,12.30,368524,349579,1366,2,17597,2070,1625919.8,173.7,0.721,0.100,0.076,0.049,0.054,299,10.66,8.47,0.37,2.00,0.59,2.55,0.21,1.55,9.49,7.14,0.02,0.26,0.031,0.122,639,0.155,0.708,0.004,0.000,0.287,360720,330010,13,0.233,0.260,0.048,1423260,0.071,0.076,0.000,163.31,168283,28,0.084,1.000,0.000,1599493,1.11,16.28,0.001,0.006,0.011,4,7,23,64,1375,26,0.01,0.0063,0.006,62
430000,2799,1.400,0.017,12.20,373531,355614,1552,25,16268,10449,1611364.5,777.5,0.741,0.096,0.074,0.043,0.045,290,9.81,9.05,0.66,3.15,0.80,4.15,0.16,1.39,8.19,6.61,0.05,0.45,0.032,0.134,607,0.171,0.722,0.013,0.001,0.265,366092,340317,13,0.257,0.009,0.033,1109984,0.078,0.081,0.000,163.31,171748,395,0.074,0.320,0.001,1204716,1.20,17.18,0.003,0.019,0.018,4,7,20,64,1426,24,0.01,0.0070,0.013,55
440000,2935,1.359,0.017,12.27,376692,358436,1570,15,16535,10866,1627618.5,834.4,0.749,0.097,0.072,0.041,0.041,311,8.52,6.50,0.05,0.63,0.52,2.79,0.11,0.74,7.83,5.47,0.01,0.13,0.028,0.126,521,0.147,0.730,0.001,0.000,0.268,369084,344554,9,0.276,0.130,0.046,1116473,0.083,0.091,0.000,163.31,164750,376,0.077,0.667,0.000,1696853,1.02,18.04,0.000,0.013,0.003,4,7,15,59,1444,25,0.01,0.0071,0.013,108
450000,2776,1.428,0.015,12.35,368975,350710,1303,723,16398,123305,1630944.6,11526.4,0.720,0.101,0.074,0.052,0.054,282,10.49,9.71,0.13,1.23,0.44,2.71,0.12,1.40,9.80,8.88,0.01,0.15,0.022,0.104,628,0.179,0.737,0.003,0.000,0.260,361046,333895,10,0.339,0.065,0.024,1376665,0.050,0.068,0.000,163.30,167818,259,0.093,0.521,0.000,3786881,1.05,16.68,0.003,0.023,0.003,4,6,26,64,1408,25,0.01,0.0060,0.036,52
460000,2776,1.405,0.018,12.94,366038,347533,1566,18,16921,12684,1617622.9,935.5,0.751,0.089,0.067,0.046,0.048,312,10.13,10.13,0.14,1.23,0.57,2.56,0.15,1.34,9.27,9.23,0.01,0.17,0.035,0.129,639,0.208,0.754,0.005,0.000,0.241,357600,333428,9,0.628,0.017,0.024,484925,0.103,0.101,0.000,163.25,158327,660,0.074,0.556,0.000,1652210,1.04,16.76,0.004,0.030,0.005,4,6,21,64,1424,28,0.07,0.0063,0.023,56
470000,2804,1.394,0.017,12.69,367519,348535,1519,52,17385,6872,1602336.1,613.4,0.756,0.080,0.063,0.050,0.051,268,9.98,8.80,0.19,1.71,0.55,3.08,0.45,2.60,8.79,6.45,0.01,0.22,0.026,0.112,624,0.131,0.721,0.004,0.001,0.275,359175,339198,13,0.270,0.022,0.059,1479377,0.054,0.104,0.000,163.30,175815,474,0.089,0.308,0.001,1475949,1.05,17.03,0.001,0.017,0.004,4,7,19,64,1420,21,0.01,0.0065,0.006,69
480000,2936,1.372,0.015,12.12,369278,350554,1884,44,16664,12706,1593219.8,1009.2,0.776,0.074,0.059,0.045,0.045,299,9.14,7.48,0.19,1.77,0.55,3.23,0.27,1.67,8.13,5.93,0.00,0.10,0.026,0.121,608,0.148,0.710,0.002,0.000,0.287,361471,339614,13,0.218,0.131,0.056,1643044,0.061,0.071,0.000,163.29,165180,521,0.079,0.364,0.000,1516671,1.07,17.32,0.000,0.013,0.002,4,7,18,61,1486,27,0.03,0.0067,0.001,65
490000,2749,1.423,0.017,11.48,371645,353898,1764,23,16147,4544,1619981.4,368.9,0.757,0.079,0.064,0.049,0.051,324,10.44,9.21,0.11,1.09,0.57,3.26,0.18,1.55,9.58,8.28,0.01,0.10,0.028,0.123,544,0.131,0.707,0.003,0.000,0.291,364744,340332,10,0.281,0.078,0.042,1424685,0.079,0.110,0.000,163.31,158518,786,0.081,0.348,0.000,2137035,1.04,16.64,0.001,0.009,0.003,4,7,21,64,1424,22,0.00,0.0061,0.004,40
500000,2680,1.453,0.014,12.22,359978,342116,1531,16,16384,6759,1618806.2,462.4,0.746,0.091,0.071,0.045,0.047,324,11.17,11.79,0.13,1.47,0.55,3.22,0.24,2.44,10.25,10.47,0.00,0.10,0.024,0.107,550,0.221,0.719,0.002,0.000,0.278,352686,330730,10,0.422,0.011,0.032,1178417,0.088,0.085,0.000,163.30,154896,448,0.068,0.562,0.000,1581944,1.04,16.33,0.008,0.034,0.001,4,6,25,64,1430,26,0.01,0.0059,0.018,34
510000,2779,1.409,0.014,11.71,409586,385818,1977,225,21467,16009,1612986.1,3060.2,0.807,0.072,0.056,0.034,0.031,293,9.91,7.40,0.14,1.24,0.40,2.44,0.15,1.31,9.22,6.78,0.01,0.22,0.022,0.109,584,0.168,0.680,0.004,0.000,0.316,403646,383510,10,0.405,0.015,0.028,1028443,0.115,0.083,0.000,163.31,174214,548,0.191,0.231,0.002,1873730,1.05,16.73,0.000,0.067,0.006,4,7,20,64,1259,27,0.01,0.0063,0.085,27
