step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,crowd_max,wasted,intake_per_gut,crossers,pop_none
110000,2375,1.592,0.024,8.89,244081,234562,1240,2504,5909,2448778,1512498.0,195396.6,0.607,0.103,0.113,0.087,0.090,621,12.07,16.41,4.42,12.22,0.44,1.95,0.07,0.81,7.14,7.97,0.15,0.71,0.017,0.081,482,0.128,0.785,0.110,0.000,0.104,233107,215438,12,0.400,0.213,0.014,576131,0.115,0.150,0.000,154.71,91563,173,0.080,0.244,0.040,55399705,2.23,17.60,0.055,0.217,0.046,3,6,37,64,1215,41,8.73,0.0089,0.000,62
120000,2297,1.632,0.025,8.70,241511,234115,1634,856,4984,2484717,1528648.2,167682.5,0.620,0.107,0.111,0.079,0.083,642,12.35,17.41,4.47,11.99,0.65,2.99,0.04,0.45,7.19,8.28,0.15,0.75,0.023,0.101,420,0.185,0.784,0.106,0.000,0.110,230679,212735,9,0.593,0.043,0.020,581622,0.102,0.177,0.001,159.04,90621,137,0.067,0.291,0.037,47141854,2.19,17.79,0.054,0.185,0.044,3,6,48,64,1250,47,4.40,0.0093,0.002,85
130000,2246,1.732,0.024,8.73,210441,203256,1364,996,4876,1687426,1529086.1,137104.3,0.585,0.119,0.123,0.084,0.089,731,13.76,18.48,5.76,13.94,0.39,1.99,0.18,2.09,7.42,8.32,0.11,0.61,0.019,0.089,437,0.153,0.780,0.099,0.000,0.120,200306,181184,11,0.378,0.227,0.024,660937,0.090,0.140,0.000,156.02,77154,125,0.081,0.380,0.024,35800980,2.55,17.14,0.066,0.175,0.033,3,6,51,64,1236,49,7.42,0.0092,0.000,93
140000,2432,1.557,0.023,8.35,235209,227186,1492,1111,5234,2458160,1552841.2,169699.3,0.608,0.112,0.115,0.081,0.084,682,11.83,16.64,3.47,12.14,0.48,2.44,0.19,1.82,7.69,8.96,0.14,0.69,0.016,0.086,422,0.137,0.809,0.062,0.003,0.126,224982,206471,14,0.589,0.033,0.031,630942,0.067,0.136,0.000,159.09,86245,152,0.069,0.230,0.032,43271505,2.01,18.02,0.071,0.234,0.044,3,6,31,64,1271,67,4.35,0.0083,0.000,73
150000,2397,1.583,0.023,8.46,236263,227576,1536,1565,5621,2419984,1558223.8,175976.3,0.609,0.115,0.114,0.080,0.081,649,12.01,17.53,3.83,12.43,0.36,1.75,0.06,0.68,7.76,10.07,0.13,0.66,0.012,0.062,383,0.165,0.812,0.074,0.000,0.113,225567,209308,14,0.403,0.204,0.015,368586,0.066,0.122,0.000,158.90,85040,182,0.073,0.181,0.032,51661328,2.10,18.24,0.080,0.275,0.039,3,6,39,64,1245,44,4.54,0.0084,0.001,77
160000,2683,1.458,0.021,8.26,269957,259669,1711,1207,7084,2157280,1562490.2,147903.4,0.634,0.111,0.107,0.074,0.075,597,10.49,14.51,2.47,10.15,0.31,1.64,0.04,0.69,7.67,8.38,0.11,0.60,0.009,0.063,543,0.167,0.793,0.044,0.002,0.161,258224,241436,15,0.641,0.023,0.013,492623,0.091,0.121,0.000,161.99,96841,228,0.069,0.238,0.020,50026632,1.71,18.54,0.050,0.252,0.033,3,6,24,64,1301,67,1.45,0.0076,0.007,70
170000,2499,1.559,0.020,8.73,270667,261432,1838,1031,6550,2367469,1551835.9,150073.4,0.656,0.102,0.097,0.072,0.072,604,11.17,15.68,2.97,11.36,0.48,2.38,0.02,0.33,7.70,8.40,0.14,0.68,0.011,0.061,478,0.237,0.818,0.056,0.002,0.124,259312,242120,13,0.205,0.464,0.010,382619,0.141,0.141,0.000,162.43,95464,195,0.063,0.328,0.026,44700954,1.87,18.40,0.060,0.216,0.042,3,6,30,64,1314,63,1.01,0.0081,0.001,72
180000,2548,1.537,0.022,8.58,269998,260308,1741,739,7161,2359476,1557814.5,155110.7,0.650,0.108,0.105,0.071,0.066,606,10.77,15.82,3.23,11.79,0.47,2.30,0.15,1.20,6.92,7.42,0.13,0.66,0.014,0.076,507,0.210,0.812,0.062,0.002,0.124,258750,241456,18,0.414,0.255,0.049,537423,0.096,0.132,0.000,162.28,93251,260,0.066,0.217,0.028,50059187,1.94,18.69,0.061,0.223,0.038,3,5,26,64,1288,59,1.16,0.0088,0.001,66
190000,2477,1.589,0.021,8.70,260279,251173,1714,969,6494,2426868,1556646.1,160100.9,0.641,0.110,0.104,0.074,0.071,614,12.15,17.04,3.60,12.36,0.48,2.43,0.10,1.10,7.97,9.53,0.15,0.71,0.012,0.068,442,0.193,0.786,0.066,0.003,0.145,248953,231917,14,0.550,0.016,0.022,608754,0.108,0.122,0.000,161.59,92211,242,0.066,0.138,0.033,52191835,2.04,18.09,0.073,0.199,0.050,3,6,36,64,1323,47,1.85,0.0079,0.000,72
200000,2553,1.535,0.020,8.49,254239,245865,1634,759,5905,2531201,1530869.9,158584.1,0.633,0.117,0.111,0.071,0.069,600,10.50,15.09,3.10,11.46,0.32,1.66,0.10,1.23,6.98,6.79,0.11,0.59,0.009,0.059,471,0.257,0.826,0.055,0.001,0.118,244152,225931,15,0.626,0.004,0.026,537504,0.127,0.121,0.000,162.06,87789,246,0.063,0.173,0.019,51038337,1.90,18.68,0.057,0.219,0.036,3,6,24,64,1310,59,1.38,0.0086,0.000,72
210000,2324,1.601,0.024,8.99,241153,233364,1765,902,5351,2443561,1549282.6,154259.0,0.628,0.128,0.120,0.065,0.060,655,11.84,17.54,3.75,12.40,0.40,2.17,0.08,1.16,7.60,9.73,0.11,0.58,0.011,0.062,372,0.228,0.814,0.067,0.000,0.119,231923,217513,10,0.373,0.243,0.015,642769,0.109,0.178,0.001,160.77,84774,213,0.063,0.139,0.021,49691581,2.08,18.55,0.077,0.157,0.036,3,5,44,64,1268,47,2.66,0.0088,0.006,56
220000,2478,1.560,0.026,8.74,240246,231829,1708,1124,5431,2541107,1543121.6,161916.7,0.630,0.124,0.117,0.067,0.062,638,11.87,16.91,3.45,11.85,0.59,3.06,0.07,0.77,7.76,9.79,0.16,0.76,0.012,0.066,469,0.218,0.792,0.072,0.005,0.131,231380,217923,8,0.646,0.015,0.027,688462,0.149,0.197,0.001,160.84,86462,258,0.064,0.195,0.040,47315052,2.01,18.39,0.071,0.216,0.051,3,5,38,64,1321,52,2.60,0.0080,0.007,63
230000,2560,1.501,0.020,8.83,273447,264877,1944,549,5995,2711299,1555225.0,162195.6,0.652,0.117,0.111,0.063,0.057,626,11.49,15.55,2.75,10.86,0.51,2.57,0.07,0.93,8.16,9.27,0.15,0.72,0.011,0.060,473,0.184,0.779,0.049,0.004,0.169,264166,250889,8,0.641,0.017,0.028,813716,0.134,0.096,0.000,162.65,93957,267,0.060,0.206,0.031,45997761,1.80,18.17,0.062,0.217,0.044,3,6,26,64,1283,61,0.79,0.0074,0.000,58
240000,2577,1.503,0.020,8.46,292762,284341,1593,306,6505,2723890,1582560.9,167947.9,0.644,0.119,0.110,0.067,0.060,611,11.00,15.02,2.83,10.64,0.41,2.71,0.15,1.75,7.62,8.15,0.11,0.60,0.009,0.060,467,0.157,0.787,0.049,0.003,0.162,283253,267450,9,0.470,0.205,0.041,675236,0.144,0.106,0.000,162.71,92678,224,0.062,0.239,0.019,42880645,1.81,18.37,0.056,0.206,0.037,3,6,25,64,1272,64,0.73,0.0081,0.000,60
250000,2483,1.538,0.018,8.99,286947,278356,1635,514,6536,2833116,1571675.1,172799.0,0.652,0.110,0.103,0.070,0.064,600,12.03,16.91,3.31,11.74,0.51,2.43,0.13,1.07,8.08,9.75,0.16,0.71,0.010,0.052,491,0.159,0.804,0.065,0.004,0.127,277552,263088,8,0.594,0.019,0.050,1020729,0.158,0.103,0.000,162.45,95579,231,0.061,0.208,0.032,44231031,1.96,18.03,0.074,0.207,0.052,3,6,34,64,1302,52,0.99,0.0078,0.000,61
260000,2526,1.525,0.019,8.92,269241,258663,1861,2578,6096,2298524,1556939.9,152119.7,0.656,0.112,0.104,0.066,0.062,587,11.24,15.35,2.93,11.31,0.43,2.47,0.10,0.72,7.79,8.02,0.13,0.64,0.009,0.055,492,0.196,0.793,0.055,0.004,0.147,260180,246059,10,0.426,0.227,0.044,952164,0.145,0.095,0.000,161.81,94552,246,0.066,0.149,0.023,62058240,1.87,18.32,0.056,0.222,0.044,3,6,28,64,1291,49,1.63,0.0079,0.000,68
270000,2474,1.547,0.020,8.93,269753,260416,1936,1303,6150,2388324,1571961.0,154779.8,0.654,0.114,0.106,0.066,0.060,612,11.58,15.84,3.25,11.78,0.42,2.27,0.06,0.93,7.86,7.94,0.14,0.64,0.011,0.059,523,0.186,0.789,0.062,0.005,0.144,259955,246320,10,0.228,0.421,0.025,811136,0.160,0.107,0.000,162.06,94245,196,0.065,0.302,0.022,50492442,1.95,18.13,0.062,0.230,0.049,3,6,30,64,1263,60,1.38,0.0081,0.000,43
280000,2500,1.565,0.022,9.25,271803,263457,1715,751,5854,2217335,1566523.5,144192.8,0.652,0.111,0.107,0.069,0.061,595,11.58,16.20,3.49,12.29,0.43,2.12,0.12,1.15,7.54,7.48,0.13,0.65,0.010,0.057,440,0.194,0.791,0.061,0.004,0.144,262231,247091,9,0.221,0.214,0.038,931177,0.145,0.125,0.000,162.45,95261,316,0.065,0.091,0.029,47847430,2.02,18.28,0.071,0.217,0.040,3,6,28,64,1274,53,0.99,0.0083,0.001,64
290000,2476,1.544,0.021,8.66,269603,260929,1967,644,6087,2431631,1580103.4,153865.6,0.647,0.111,0.106,0.072,0.064,609,11.14,16.03,3.41,12.04,0.32,1.69,0.10,1.26,7.31,7.72,0.14,0.63,0.007,0.050,455,0.152,0.796,0.064,0.005,0.135,259876,244392,9,0.226,0.204,0.036,918222,0.137,0.152,0.000,162.46,94108,269,0.063,0.177,0.023,49770741,1.99,18.61,0.066,0.231,0.051,3,5,29,64,1289,56,0.98,0.0087,0.000,70
300000,2505,1.545,0.019,8.98,263380,254513,1942,910,5986,2210292,1580532.2,146701.9,0.645,0.113,0.106,0.071,0.065,603,11.77,15.83,3.27,11.88,0.38,1.75,0.08,0.78,8.05,7.75,0.14,0.65,0.008,0.046,473,0.137,0.779,0.056,0.004,0.161,254459,237868,9,0.620,0.058,0.021,688440,0.142,0.101,0.000,162.36,88339,292,0.066,0.163,0.025,52151677,1.96,18.17,0.064,0.221,0.051,3,6,30,64,1271,44,1.08,0.0078,0.000,50
310000,2570,1.524,0.023,8.28,266541,257399,1860,978,6239,2395425,1559022.2,153747.0,0.652,0.104,0.099,0.076,0.068,635,11.30,15.22,2.99,11.41,0.48,2.53,0.07,0.75,7.75,7.41,0.15,0.71,0.011,0.062,500,0.195,0.786,0.052,0.005,0.157,256862,241646,11,0.661,0.020,0.028,663171,0.131,0.168,0.000,162.30,90087,238,0.064,0.259,0.026,49719097,1.87,18.21,0.058,0.239,0.047,3,6,26,64,1307,50,1.14,0.0078,0.001,55
320000,2552,1.550,0.019,8.16,270222,260470,1861,1294,6615,2382024,1572752.8,160495.3,0.646,0.105,0.098,0.079,0.071,625,11.09,15.57,3.02,11.20,0.37,1.91,0.05,0.66,7.66,8.20,0.12,0.62,0.008,0.046,503,0.181,0.793,0.060,0.003,0.145,260852,245261,14,0.648,0.015,0.009,645941,0.138,0.107,0.000,162.01,88715,213,0.067,0.279,0.024,52169420,1.87,18.39,0.058,0.274,0.041,3,6,27,64,1289,66,1.43,0.0080,0.007,54
330000,2559,1.550,0.016,8.91,266317,257477,1594,1337,5902,2355176,1589420.2,158475.5,0.636,0.109,0.100,0.082,0.074,597,11.34,15.06,3.38,11.53,0.30,1.60,0.06,0.68,7.61,6.59,0.11,0.56,0.007,0.043,601,0.145,0.783,0.077,0.005,0.136,257122,238577,14,0.592,0.001,0.021,642797,0.111,0.087,0.000,162.10,92759,377,0.067,0.209,0.022,53590887,1.96,17.88,0.056,0.300,0.040,3,6,27,64,1267,62,1.34,0.0082,0.013,42
340000,2494,1.544,0.018,8.78,259432,250404,1711,1277,6105,2296101,1586719.0,155477.2,0.636,0.103,0.096,0.087,0.078,606,11.50,16.63,3.63,12.25,0.49,1.99,0.04,0.43,7.33,7.99,0.14,0.65,0.023,0.084,468,0.130,0.803,0.065,0.003,0.130,251060,234614,12,0.389,0.098,0.018,783481,0.141,0.084,0.000,161.84,90739,208,0.068,0.251,0.024,50565947,2.03,18.63,0.069,0.241,0.049,3,5,32,64,1284,61,1.60,0.0087,0.014,60
350000,2469,1.570,0.014,8.53,252214,243314,1682,826,6417,2355007,1573633.0,157949.8,0.633,0.109,0.103,0.080,0.075,603,11.97,16.36,3.43,12.28,0.48,2.41,0.09,1.03,7.96,8.23,0.14,0.65,0.013,0.069,461,0.134,0.782,0.059,0.009,0.150,244308,227845,11,0.528,0.128,0.033,648802,0.106,0.075,0.000,161.27,88342,227,0.067,0.212,0.028,50908141,2.01,18.08,0.068,0.254,0.053,3,6,34,64,1294,51,2.17,0.0080,0.013,28
360000,2371,1.610,0.016,9.21,264882,254266,2041,2572,6101,2145586,1562010.4,153548.2,0.665,0.099,0.096,0.072,0.067,589,12.14,17.01,4.02,12.88,0.46,2.28,0.06,0.85,7.60,8.13,0.16,0.66,0.012,0.069,461,0.143,0.786,0.076,0.004,0.134,258877,241647,11,0.220,0.391,0.027,1027977,0.132,0.106,0.000,160.89,93979,177,0.072,0.306,0.027,53114377,2.15,18.02,0.072,0.218,0.062,3,6,39,64,1298,47,2.55,0.0087,0.004,40
370000,2479,1.575,0.017,8.92,254789,244759,1906,2186,5830,2148499,1566707.2,151211.7,0.645,0.106,0.098,0.079,0.073,582,11.90,16.42,3.77,12.35,0.41,2.31,0.10,0.85,7.62,7.56,0.13,0.63,0.010,0.058,528,0.161,0.802,0.067,0.004,0.127,248368,230334,13,0.464,0.020,0.042,1072668,0.134,0.103,0.000,161.13,93505,264,0.070,0.269,0.025,52585495,2.10,17.87,0.069,0.213,0.044,3,6,33,64,1271,40,2.30,0.0083,0.003,54
380000,2354,1.634,0.017,8.16,245306,232108,1902,4646,6775,1994862,1527297.8,149423.6,0.650,0.108,0.101,0.072,0.069,658,11.53,17.26,4.38,13.32,0.34,1.77,0.06,0.48,6.75,6.69,0.14,0.61,0.008,0.051,393,0.196,0.791,0.091,0.002,0.116,239272,221795,10,0.641,0.022,0.030,877042,0.145,0.162,0.000,159.49,86193,148,0.075,0.401,0.019,53212762,2.27,18.53,0.082,0.160,0.055,3,5,36,64,1299,44,3.95,0.0096,0.003,46
390000,2515,1.572,0.018,8.37,237450,227128,1989,1864,6308,2377773,1532866.9,157372.9,0.647,0.109,0.103,0.072,0.069,698,11.39,17.32,4.07,12.87,0.39,2.07,0.08,0.93,6.87,8.09,0.13,0.59,0.010,0.060,432,0.244,0.816,0.081,0.001,0.102,231021,216204,11,0.612,0.009,0.029,853931,0.150,0.133,0.000,159.82,80246,123,0.066,0.419,0.026,51242000,2.15,18.73,0.074,0.199,0.051,3,5,40,64,1313,55,3.62,0.0089,0.002,41
400000,2520,1.558,0.016,8.53,242924,234358,2050,549,5962,2415607,1538811.6,155480.6,0.643,0.117,0.108,0.067,0.065,627,11.75,16.96,3.61,12.48,0.49,2.20,0.05,0.41,7.60,8.72,0.17,0.74,0.012,0.068,433,0.244,0.807,0.067,0.004,0.121,235208,219893,12,0.629,0.010,0.027,787606,0.145,0.088,0.000,161.65,82385,211,0.064,0.240,0.035,50172005,2.04,18.38,0.071,0.195,0.058,3,5,34,64,1320,41,1.79,0.0080,0.001,40
410000,2575,1.524,0.014,8.42,259379,250945,1881,755,5743,2340669,1551814.4,154998.2,0.643,0.120,0.113,0.064,0.060,613,11.11,16.02,3.58,12.20,0.41,1.96,0.14,1.80,6.99,6.89,0.14,0.64,0.011,0.059,525,0.185,0.803,0.057,0.007,0.132,252009,233428,12,0.625,0.012,0.028,715100,0.134,0.080,0.000,161.84,87997,270,0.066,0.191,0.023,49496193,2.05,18.38,0.064,0.235,0.054,3,5,27,64,1291,49,1.60,0.0086,0.005,51
420000,2412,1.607,0.020,8.23,238500,229765,1650,1392,5856,1995243,1542363.6,149390.3,0.619,0.114,0.109,0.082,0.077,662,11.67,17.20,3.93,12.54,0.45,2.17,0.10,1.26,7.19,7.79,0.12,0.53,0.015,0.072,439,0.189,0.807,0.075,0.002,0.116,230994,211967,15,0.604,0.077,0.032,633620,0.140,0.151,0.000,160.05,80802,189,0.075,0.201,0.017,52348539,2.10,18.37,0.066,0.204,0.052,3,5,42,64,1308,49,3.39,0.0089,0.003,45
430000,2358,1.616,0.024,9.18,223265,213901,1856,1970,5592,2142048,1520786.4,157480.2,0.621,0.118,0.113,0.077,0.071,690,12.32,18.51,4.37,13.21,0.52,2.31,0.09,0.98,7.33,9.30,0.16,0.68,0.015,0.062,375,0.157,0.827,0.092,0.004,0.078,214762,199899,12,0.524,0.075,0.020,857222,0.127,0.148,0.000,158.13,77739,157,0.074,0.194,0.034,48822176,2.21,18.46,0.084,0.291,0.060,2,5,53,64,1273,45,5.31,0.0088,0.001,79
440000,2211,1.687,0.023,9.31,183089,175697,1227,1706,4606,1551971,1453385.5,132577.9,0.545,0.143,0.132,0.093,0.088,736,13.13,18.65,5.60,13.77,0.51,2.71,0.06,0.68,6.97,7.46,0.13,0.59,0.020,0.086,456,0.133,0.796,0.115,0.001,0.088,174057,154612,11,0.237,0.270,0.013,598565,0.099,0.197,0.001,148.85,65739,196,0.085,0.224,0.025,39927193,2.48,17.64,0.071,0.254,0.057,3,5,52,64,1279,37,14.59,0.0094,0.002,88
450000,2040,1.701,0.024,10.08,196677,189634,1325,1211,4678,1573420,1523265.9,132191.1,0.551,0.131,0.122,0.101,0.096,662,14.91,19.75,5.63,14.13,0.63,2.44,0.17,1.70,8.47,9.79,0.21,0.76,0.019,0.071,587,0.124,0.797,0.126,0.000,0.076,186331,167633,9,0.260,0.410,0.049,465039,0.076,0.201,0.001,155.29,70681,290,0.084,0.211,0.032,51387339,2.57,16.42,0.099,0.287,0.080,3,6,63,64,1178,55,8.15,0.0088,0.002,133
460000,2226,1.591,0.026,8.78,210632,203853,1426,518,4649,1817864,1494119.9,127040.3,0.546,0.137,0.128,0.097,0.092,690,11.71,17.83,4.12,12.99,0.54,2.23,0.18,1.83,6.88,8.70,0.14,0.63,0.024,0.087,350,0.257,0.809,0.083,0.000,0.108,199619,181957,9,0.252,0.326,0.036,801029,0.067,0.224,0.001,154.24,76088,189,0.070,0.292,0.026,47370723,2.17,18.67,0.083,0.128,0.056,3,5,45,64,1317,40,9.20,0.0098,0.003,66
470000,2262,1.647,0.035,8.87,212812,205366,1769,462,5179,1910639,1499704.1,138497.5,0.601,0.121,0.114,0.084,0.079,710,12.54,19.05,4.21,13.15,0.52,2.52,0.09,1.15,7.72,10.85,0.13,0.60,0.021,0.080,335,0.278,0.812,0.085,0.000,0.103,201674,187074,10,0.236,0.436,0.014,808582,0.052,0.321,0.002,156.56,74158,134,0.072,0.312,0.023,48233785,2.20,18.50,0.097,0.131,0.048,3,5,60,64,1274,46,6.87,0.0086,0.000,45
480000,2264,1.666,0.023,9.02,219667,212714,1786,530,4635,2210468,1519993.5,146902.1,0.605,0.119,0.113,0.084,0.080,638,12.80,17.99,4.17,12.94,0.46,1.87,0.10,0.75,8.07,9.61,0.16,0.70,0.014,0.058,443,0.256,0.814,0.083,0.002,0.100,208544,192420,13,0.505,0.158,0.031,549411,0.066,0.164,0.000,159.69,82394,167,0.066,0.236,0.025,50505650,2.20,17.85,0.083,0.180,0.058,3,6,48,64,1285,43,3.75,0.0083,0.003,96
490000,2474,1.600,0.021,8.65,253098,246207,1540,419,4722,2760441,1557109.0,164280.5,0.619,0.116,0.110,0.079,0.076,612,11.43,16.38,3.22,11.88,0.47,1.98,0.05,0.66,7.69,9.02,0.17,0.72,0.014,0.062,425,0.222,0.803,0.062,0.003,0.132,242095,225866,16,0.304,0.338,0.012,565234,0.057,0.143,0.000,162.29,88940,238,0.060,0.263,0.027,51129129,1.95,18.52,0.075,0.213,0.055,3,6,28,64,1295,44,1.15,0.0082,0.001,69
500000,2398,1.604,0.020,9.60,263359,255414,1803,789,5429,2579712,1582125.6,168626.7,0.633,0.114,0.108,0.072,0.072,505,12.40,17.39,3.90,12.77,0.51,2.29,0.15,1.37,7.83,8.80,0.15,0.69,0.020,0.069,455,0.141,0.791,0.078,0.002,0.129,252421,237526,14,0.201,0.296,0.029,611091,0.054,0.137,0.000,161.51,100355,224,0.065,0.213,0.024,54620584,2.15,17.85,0.077,0.212,0.052,3,6,45,64,1249,56,1.93,0.0084,0.000,52
510000,2431,1.585,0.018,9.50,215816,207719,1476,1005,5583,1739196,1540057.6,136807.6,0.587,0.125,0.119,0.086,0.084,585,12.05,17.11,4.08,12.82,0.38,1.92,0.14,1.64,7.45,7.76,0.11,0.54,0.015,0.073,472,0.126,0.784,0.084,0.003,0.130,204888,187149,14,0.185,0.090,0.020,530315,0.073,0.125,0.000,157.25,85479,187,0.079,0.265,0.026,54930339,2.17,17.97,0.075,0.208,0.048,3,6,40,64,1273,48,6.19,0.0085,0.004,63
