step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std
110000,3464,1.956,0.653,4.88,322637,253108,10,48260,21293,1871876,942666.1,2638396.2,0.010,0.650,0.146,0.193,113,18.04,18.21,1.79,4.98,2.24,6.19,0.03,0.57,12.20,7.70,0.39,1.04,0.042,0.117,802,0.158,0.030,0.951,0.000,0.020,605760,499241,2,0.819,0.000,0.003,124704,0.200,2.322,0.044,13.28,143824,137,1.409,0.326,0.765,20962398,1.42,13.05,0.011,0.290,0.136,5.0,11.0,53.0,128.0,56340,0.215,0.00,0.0022,0.070,551,0.753,0.001,0.885,0.482,3.46,4.82,4.70,0.41,0.137,1.51,1.13,1.57,0.775,0.00433,2.87,270.3329,8023.91,92100.5,140040.5,43.473,102.3632,249.413,267.881,0.927,0.320,13.2,15.009,155.687,227,514.1,50.77,6.457,104.219,1737.9,87.524,0.134,2.00,8.4282,29195.3,0.9200,0.5386,16.26,1.000,0.000
120000,3786,1.954,0.633,4.94,333643,258877,7,51155,23282,1903273,940255.5,2678920.0,0.009,0.651,0.136,0.203,113,18.14,18.45,1.84,4.87,2.61,6.77,0.01,0.41,11.84,7.47,0.44,1.12,0.050,0.133,877,0.135,0.032,0.944,0.000,0.024,615542,504108,2,0.808,0.002,0.001,135434,0.187,2.101,0.044,13.51,145295,136,1.408,0.327,0.785,21293548,1.43,13.36,0.011,0.318,0.143,5.0,10.0,56.0,128.0,61729,0.235,0.00,0.0021,0.068,562,0.749,0.001,0.890,0.472,3.48,4.93,4.43,0.46,0.145,1.52,1.13,1.57,0.771,0.00405,2.91,272.8692,7754.50,93870.4,140040.5,43.607,102.1805,253.202,270.989,0.927,0.324,16.5,15.316,155.504,237,517.2,46.98,6.549,103.809,1670.7,87.212,0.135,2.00,7.1345,27011.1,0.8259,0.5442,16.30,1.000,0.000
130000,3634,1.963,0.714,4.99,331853,256987,5,52640,22373,1947585,943472.1,2667923.5,0.010,0.643,0.135,0.212,114,17.97,18.58,1.75,4.59,2.82,7.36,0.03,0.65,11.63,7.67,0.45,1.15,0.053,0.138,902,0.133,0.030,0.951,0.000,0.019,611361,501333,2,0.808,0.000,0.004,123510,0.189,2.494,0.048,13.82,148267,134,1.370,0.330,0.796,20672793,1.40,13.46,0.010,0.338,0.145,5.0,10.0,55.0,128.0,59009,0.225,0.00,0.0022,0.075,516,0.743,0.001,0.887,0.472,3.42,4.86,4.45,0.48,0.148,1.48,1.10,1.54,0.766,0.00431,2.93,270.6349,9098.93,92602.2,140040.5,43.529,101.5999,252.373,270.311,0.944,0.320,17.5,15.651,155.669,176,372.4,46.23,6.876,103.556,1828.5,87.157,0.135,2.00,7.5074,27281.9,0.8939,0.5375,16.24,1.000,0.000
140000,3759,1.953,0.665,5.31,341138,265426,1,53452,22134,1994950,945660.6,2739715.2,0.010,0.650,0.136,0.205,113,18.22,18.67,1.81,4.61,2.50,6.65,0.03,0.72,12.09,7.88,0.44,1.13,0.046,0.122,1003,0.089,0.030,0.946,0.000,0.023,625347,506163,2,0.812,0.000,0.003,153871,0.192,2.287,0.045,13.45,152653,134,1.373,0.331,0.792,21485326,1.41,13.30,0.011,0.326,0.143,5.0,10.0,56.0,119.0,61739,0.236,0.00,0.0021,0.075,613,0.743,0.001,0.883,0.469,3.46,4.88,4.53,0.45,0.143,1.51,1.11,1.55,0.765,0.00422,2.91,276.9868,8532.48,92607.1,140040.5,43.323,101.7350,258.811,272.004,0.933,0.321,17.0,15.871,156.102,164,357.4,53.08,6.544,104.153,1611.6,88.095,0.135,2.00,7.3987,27811.6,0.8601,0.5341,16.42,1.000,0.000
150000,3901,1.877,0.661,5.14,337530,263580,2,52586,21220,1892013,948290.3,2675025.5,0.011,0.641,0.147,0.201,113,16.38,17.43,1.44,4.46,2.06,6.23,0.03,0.61,11.43,7.55,0.34,1.01,0.038,0.117,802,0.159,0.035,0.938,0.000,0.027,612570,499423,2,0.848,0.000,0.005,129942,0.187,2.426,0.044,13.41,146856,134,1.414,0.331,0.769,20687185,1.33,13.86,0.014,0.275,0.111,5.0,10.0,50.0,128.0,58362,0.223,0.00,0.0021,0.076,568,0.730,0.001,0.878,0.465,3.32,4.86,4.24,0.36,0.112,1.40,1.09,1.45,0.752,0.00410,2.91,273.6517,8539.81,91801.7,140040.5,42.766,102.0667,256.077,273.802,0.924,0.320,15.1,16.013,156.326,147,295.8,105.69,6.502,104.754,1621.6,88.316,0.135,2.00,7.3815,28795.2,0.8895,0.5450,14.96,1.000,0.000
160000,3665,1.937,0.659,5.39,334406,262871,0,50299,21472,1888755,946939.0,2658492.8,0.012,0.646,0.146,0.195,114,18.06,18.82,1.77,4.81,2.58,6.71,0.05,0.96,11.91,8.06,0.44,1.11,0.050,0.132,928,0.124,0.037,0.938,0.000,0.025,609112,499228,1,0.805,0.195,0.007,132858,0.201,2.258,0.046,13.39,148173,135,1.408,0.336,0.783,20609506,1.41,13.30,0.013,0.321,0.145,5.0,10.0,55.0,128.0,59783,0.228,0.00,0.0022,0.067,540,0.727,0.001,0.872,0.467,3.43,4.86,4.52,0.46,0.146,1.49,1.11,1.55,0.749,0.00438,2.89,272.1967,8422.82,92354.9,140040.5,42.926,102.0326,254.141,274.772,0.937,0.320,15.6,16.046,156.450,174,364.4,51.44,6.570,104.636,1635.9,88.188,0.135,2.00,7.7644,28456.6,0.9060,0.5408,16.31,1.000,0.000
170000,3801,1.934,0.628,5.38,337791,264418,2,51241,21994,1884007,948896.5,2651564.0,0.012,0.648,0.152,0.187,113,18.11,19.13,1.87,5.24,2.56,6.92,0.00,0.17,11.81,7.91,0.44,1.15,0.047,0.127,920,0.159,0.031,0.947,0.000,0.022,607684,493001,2,0.820,0.002,0.001,137239,0.159,2.144,0.045,13.39,150516,135,1.407,0.332,0.786,20875897,1.43,13.34,0.013,0.309,0.135,5.0,11.0,55.0,128.0,61731,0.235,0.00,0.0021,0.066,623,0.727,0.001,0.873,0.460,3.47,4.83,4.54,0.46,0.136,1.53,1.13,1.58,0.749,0.00422,2.89,271.8332,7945.04,92300.6,140040.5,42.536,102.3777,254.924,272.436,0.931,0.318,14.5,16.035,156.472,174,382.3,39.43,6.636,105.026,1621.1,88.321,0.135,2.00,7.5530,28708.8,0.9115,0.5445,16.24,1.000,0.000
180000,3596,1.964,0.688,5.55,346212,271863,4,51387,23163,1874037,944008.9,2682954.2,0.012,0.646,0.156,0.186,112,18.80,20.06,2.08,4.99,2.80,7.11,0.05,1.25,11.81,8.24,0.49,1.16,0.049,0.122,936,0.081,0.031,0.946,0.000,0.023,607600,491843,1,0.792,0.208,0.004,112527,0.186,2.332,0.048,13.23,153551,134,1.432,0.334,0.782,21072859,1.50,13.40,0.025,0.339,0.159,4.0,10.0,58.0,116.0,60217,0.230,0.00,0.0022,0.071,664,0.720,0.001,0.864,0.447,3.40,4.77,4.56,0.50,0.162,1.60,1.10,1.70,0.742,0.00453,2.95,275.0765,8653.44,93850.8,140040.5,43.116,101.6563,259.350,272.719,0.944,0.328,18.2,16.277,156.677,190,395.9,56.84,6.330,104.551,1829.0,88.283,0.135,2.00,7.3627,26476.4,0.8932,0.5470,16.75,1.000,0.000
190000,3409,1.983,0.674,5.75,322901,246522,0,55884,20682,2101865,933011.9,2534248.8,0.012,0.655,0.159,0.174,114,19.00,20.93,2.06,5.51,2.98,8.39,0.08,1.37,11.86,8.40,0.43,1.18,0.049,0.137,906,0.088,0.034,0.943,0.000,0.023,549287,432314,1,0.914,0.086,0.005,193523,0.136,2.396,0.046,14.64,135277,128,1.206,0.338,0.745,18415721,1.55,13.09,0.055,0.325,0.125,4.0,11.0,58.0,128.0,57898,0.221,0.00,0.0023,0.078,575,0.692,0.001,0.848,0.433,3.39,4.55,4.93,0.44,0.126,1.63,1.12,1.79,0.718,0.00552,2.97,246.9643,8185.49,97749.2,140040.5,41.248,101.1855,242.639,285.583,0.962,0.337,20.1,18.825,156.409,177,395.6,55.13,7.761,104.978,2119.9,84.625,0.136,2.00,6.7959,23167.2,0.8459,0.5036,16.98,1.000,0.000
200000,3071,2.149,0.642,5.73,304415,231579,1,55126,18047,2396535,944279.3,2518594.8,0.015,0.679,0.155,0.151,115,22.01,23.01,2.26,5.37,3.79,9.08,0.12,1.77,13.64,9.66,0.51,1.23,0.059,0.137,1029,0.053,0.036,0.937,0.000,0.027,519654,415642,1,0.975,0.025,0.010,226549,0.116,2.227,0.046,15.61,131101,124,1.051,0.346,0.724,17143981,1.64,12.24,0.102,0.377,0.159,5.0,12.0,70.0,128.0,60842,0.232,0.00,0.0023,0.072,523,0.674,0.001,0.833,0.437,3.60,4.67,5.27,0.52,0.160,1.65,1.15,2.04,0.703,0.00690,2.90,235.3547,7483.66,102574.5,140040.5,39.931,100.3045,235.771,295.160,0.946,0.350,23.1,21.186,156.577,257,618.3,46.23,8.701,105.400,2026.0,83.701,0.135,2.00,6.1798,18978.1,0.7167,0.4575,19.81,1.000,0.000
