step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,4480,1.265,0.694,9.28,613240,563125,0,33714,16815,2979422,734573.0,2192483.0,0.013,0.860,0.083,0.044,72,8.70,5.48,1.30,1.68,2.14,3.03,0.30,1.89,4.97,5.54,0.99,1.16,0.248,0.251,1512,0.205,0.024,0.913,0.002,0.061,686733,408412,1,0.995,0.005,0.064,3132364,0.106,2.089,0.039,21.76,231398,129,0.736,0.295,0.722,24874720,1.77,18.96,0.000,0.511,0.476,3,8,16,61,38993,0.149,0.00,0.0033,0.085,947,0.522,0.002,0.727,0.137,2.40,3.97,2.79,0.99,0.477,2.19,1.19,1.85,0.568,0.00458,5.49,167.2909,6037.24,110097.7,139851.5,45.361,92.6987,245.738,272.502,0.940,0.346,19.9,20.344,151.956,467,1175.5,39.38,10.924,91.227,3516.5,58.093,0.135,2.00,2.6584,11909.4,0.6265,0.4637
120000,4992,1.244,0.661,9.26,656507,599179,0,38019,18797,3213724,746431.0,2282608.0,0.012,0.868,0.077,0.043,69,8.54,5.50,1.34,1.89,2.08,2.74,0.35,2.15,4.76,5.56,1.00,1.15,0.250,0.253,1647,0.216,0.027,0.906,0.003,0.065,728674,424284,2,0.770,0.011,0.079,3480013,0.105,1.981,0.035,22.51,245644,125,0.710,0.303,0.746,26401203,1.79,19.17,0.000,0.520,0.483,3,8,14,54,42639,0.163,0.00,0.0031,0.070,1061,0.525,0.002,0.730,0.128,2.41,3.97,2.69,1.00,0.483,2.21,1.21,1.89,0.571,0.00421,5.45,171.0271,6044.18,109444.2,139799.7,44.483,92.9753,254.592,281.093,0.953,0.348,21.1,20.863,152.279,417,979.5,34.53,12.213,91.390,3168.2,59.012,0.135,2.00,2.4922,12440.8,0.6024,0.4578
130000,4582,1.266,0.657,9.31,646822,591035,0,37481,18716,3168804,746569.8,2275321.8,0.011,0.862,0.082,0.045,70,8.60,5.57,1.32,1.85,2.09,3.03,0.28,1.55,4.91,5.57,0.96,1.16,0.242,0.254,1514,0.211,0.022,0.910,0.002,0.067,723594,421896,1,0.794,0.206,0.075,3438305,0.104,2.001,0.035,21.71,244796,125,0.718,0.301,0.721,25978042,1.78,19.10,0.000,0.503,0.465,3,8,15,57,39417,0.150,0.00,0.0033,0.085,1050,0.522,0.002,0.725,0.136,2.44,3.97,2.71,0.96,0.466,2.18,1.22,1.86,0.569,0.00459,5.52,171.4064,6019.92,109666.2,139747.3,43.814,93.6542,253.540,279.620,0.925,0.344,20.4,20.877,152.063,361,833.3,33.29,11.158,92.804,3253.5,59.648,0.135,2.00,2.7732,12706.8,0.6598,0.4608
140000,4779,1.286,0.652,9.25,631822,577340,0,35874,18411,3102177,744450.5,2249658.0,0.012,0.853,0.088,0.046,70,8.91,5.83,1.37,2.07,2.10,3.13,0.34,2.29,5.10,5.68,0.97,1.21,0.235,0.254,1620,0.182,0.030,0.899,0.002,0.069,711677,438087,2,0.784,0.005,0.065,3134480,0.108,1.953,0.034,21.91,248172,129,0.725,0.298,0.712,25441513,1.78,18.78,0.000,0.504,0.453,3,8,16,64,42565,0.162,0.00,0.0031,0.076,1072,0.523,0.002,0.732,0.141,2.45,4.02,2.84,0.97,0.453,2.21,1.24,1.85,0.570,0.00435,5.60,171.0481,5964.61,109016.4,139697.9,44.553,93.0058,251.373,273.566,0.931,0.345,20.1,20.612,151.823,365,874.3,44.05,11.162,91.774,3172.7,59.253,0.135,2.00,2.7178,12988.4,0.6531,0.4624
150000,5094,1.266,0.659,9.27,632230,578047,0,35624,18244,3060018,740128.7,2247406.2,0.012,0.858,0.083,0.047,74,8.41,5.39,1.32,1.72,2.18,3.06,0.32,2.05,4.60,5.25,1.00,1.15,0.253,0.255,1636,0.220,0.023,0.906,0.003,0.069,710567,409179,2,0.792,0.001,0.065,3063537,0.105,1.984,0.035,21.69,238724,131,0.734,0.291,0.735,25534272,1.78,19.29,0.000,0.521,0.487,3,8,15,62,42845,0.163,0.00,0.0032,0.081,1162,0.522,0.002,0.730,0.140,2.37,3.90,2.68,1.00,0.488,2.20,1.18,1.87,0.568,0.00409,5.72,170.6846,6198.09,108299.3,139646.3,44.905,92.4701,251.322,273.058,0.949,0.344,23.2,20.671,151.576,393,961.9,42.67,10.692,91.522,2986.9,59.117,0.134,2.00,2.5965,13226.4,0.6423,0.4676
160000,4903,1.254,0.669,9.32,650883,594451,0,37501,19122,3168144,743560.6,2286584.8,0.012,0.859,0.081,0.049,77,8.24,5.14,1.32,1.65,2.16,3.11,0.25,1.59,4.51,5.06,0.98,1.12,0.253,0.255,1537,0.236,0.024,0.905,0.004,0.067,725538,410437,2,0.790,0.003,0.053,3248433,0.107,1.997,0.035,22.35,240295,128,0.722,0.296,0.738,25924670,1.80,19.45,0.000,0.522,0.493,3,8,14,64,40377,0.154,0.00,0.0034,0.079,1181,0.520,0.002,0.723,0.134,2.35,3.87,2.64,0.98,0.493,2.22,1.18,1.89,0.566,0.00430,5.87,172.3553,5994.95,108738.3,139594.0,44.494,92.5899,255.241,268.378,0.936,0.343,20.2,20.929,151.403,376,891.1,35.74,11.187,91.121,3412.5,58.808,0.135,2.00,2.6347,12918.0,0.6575,0.4634
170000,4536,1.277,0.652,9.11,627909,568667,0,41095,18514,3223438,742321.9,2277072.5,0.012,0.859,0.080,0.049,82,8.93,5.63,1.45,2.08,2.18,3.14,0.29,1.72,5.00,5.76,1.03,1.28,0.243,0.255,1706,0.205,0.027,0.906,0.002,0.065,707224,417650,1,0.767,0.233,0.072,3214619,0.108,2.018,0.033,22.09,235672,122,0.706,0.311,0.730,24566504,1.82,18.86,0.000,0.546,0.472,3,8,16,54,40498,0.154,0.00,0.0033,0.080,1014,0.509,0.002,0.720,0.143,2.45,4.13,2.75,1.03,0.473,2.35,1.22,1.89,0.558,0.00480,5.80,167.8191,5941.69,109876.2,139537.3,44.216,92.3348,249.722,274.290,0.938,0.345,22.0,21.604,151.444,338,793.5,39.98,10.933,91.740,3311.5,58.552,0.135,2.00,2.7222,12348.1,0.6260,0.4536
180000,4187,1.297,0.675,8.94,587762,528787,0,42028,17296,3212076,737447.4,2221610.8,0.012,0.850,0.087,0.051,85,9.25,5.87,1.41,2.02,2.44,3.70,0.24,1.66,5.15,5.74,1.13,1.49,0.247,0.264,1667,0.145,0.023,0.914,0.001,0.062,673273,388718,2,0.744,0.015,0.060,2999181,0.114,2.117,0.034,22.05,215736,119,0.692,0.327,0.728,22307109,1.77,18.44,0.000,0.560,0.453,3,8,16,63,38709,0.148,0.00,0.0034,0.084,1035,0.491,0.002,0.718,0.158,2.55,4.37,2.77,1.13,0.453,2.44,1.16,1.80,0.544,0.00532,5.86,162.2668,5859.36,110762.3,139478.1,44.534,91.4562,240.818,272.406,0.944,0.349,22.8,22.082,151.088,397,900.5,29.24,10.692,91.396,3627.5,57.784,0.134,2.00,2.7306,11433.2,0.6357,0.4423
190000,4493,1.256,0.675,9.06,604466,540110,0,45997,18053,3263923,741428.0,2252947.2,0.011,0.847,0.088,0.054,84,8.87,5.57,1.43,2.20,2.35,3.36,0.32,1.88,4.76,5.38,1.09,1.40,0.253,0.263,1663,0.201,0.026,0.899,0.002,0.073,693229,399200,2,0.516,0.230,0.067,2897248,0.107,2.037,0.035,21.95,225032,118,0.690,0.326,0.736,22654670,1.81,18.82,0.000,0.539,0.472,3,8,16,52,39869,0.152,0.00,0.0035,0.079,1142,0.489,0.002,0.722,0.159,2.49,4.15,2.71,1.10,0.474,2.39,1.22,1.86,0.542,0.00498,5.92,163.6911,6006.59,110200.9,139417.2,44.135,91.5285,243.886,272.350,0.940,0.349,21.8,22.205,151.111,350,779.8,31.19,10.616,91.837,3611.0,58.613,0.135,2.00,2.6022,11691.8,0.6302,0.4472
200000,4513,1.311,0.625,9.02,605570,543187,0,44396,17967,3271358,743420.6,2249979.8,0.012,0.847,0.090,0.051,83,9.05,5.72,1.25,1.81,2.11,3.36,0.34,2.15,5.35,5.63,0.95,1.30,0.226,0.256,1633,0.206,0.024,0.909,0.002,0.065,691624,395682,2,0.503,0.233,0.074,3035860,0.110,2.022,0.032,22.24,221120,118,0.688,0.323,0.720,22795449,1.71,18.80,0.000,0.521,0.427,3,8,16,58,40863,0.156,0.00,0.0031,0.078,1068,0.491,0.002,0.722,0.155,2.46,4.02,2.82,0.96,0.428,2.20,1.17,1.76,0.544,0.00495,5.98,163.8992,5609.45,110181.5,139357.4,44.037,91.6477,244.463,274.918,0.927,0.348,21.9,22.172,151.031,353,819.8,33.25,10.919,91.581,3193.9,58.442,0.135,2.00,2.7003,12186.5,0.6455,0.4451
210000,4494,1.283,0.678,9.13,618192,555915,0,44303,17993,3308268,743721.1,2268742.5,0.012,0.856,0.081,0.051,83,8.87,5.66,1.37,1.78,2.18,3.02,0.38,2.44,4.94,5.75,1.03,1.29,0.246,0.257,1656,0.221,0.024,0.905,0.001,0.070,704942,403739,2,0.679,0.094,0.073,2963367,0.108,2.029,0.036,21.95,228470,118,0.686,0.322,0.723,23674173,1.79,18.90,0.000,0.539,0.472,3,8,16,64,39862,0.152,0.00,0.0033,0.078,1068,0.499,0.002,0.719,0.153,2.47,4.05,2.80,1.03,0.473,2.31,1.20,1.86,0.551,0.00495,5.67,165.1908,6003.21,110161.7,139298.9,43.924,92.2080,246.339,285.212,0.939,0.347,21.9,22.041,151.660,408,923.8,39.00,10.986,92.305,3494.8,58.801,0.135,2.00,2.5482,11451.5,0.6225,0.4453
220000,4550,1.284,0.658,9.03,607401,545296,0,44060,17989,3331613,744423.8,2263034.2,0.012,0.851,0.084,0.054,84,9.03,5.91,1.39,1.96,2.31,3.58,0.32,2.08,5.01,5.71,1.05,1.36,0.247,0.263,1646,0.196,0.025,0.900,0.002,0.073,696527,395290,2,0.724,0.019,0.063,3077580,0.109,2.026,0.036,21.87,225656,118,0.679,0.323,0.738,22735380,1.79,18.88,0.000,0.538,0.462,3,8,16,61,41088,0.157,0.00,0.0033,0.080,1083,0.490,0.002,0.715,0.158,2.49,4.07,2.76,1.06,0.463,2.34,1.20,1.85,0.544,0.00495,5.67,164.2022,6029.34,109916.6,139236.4,43.702,92.0964,244.259,284.133,0.952,0.347,22.6,22.348,151.566,349,798.5,31.07,10.860,92.602,3354.6,58.939,0.135,2.00,2.6038,11847.4,0.6239,0.4390
230000,4697,1.278,0.647,9.20,609606,548249,0,42588,18622,3298199,743292.0,2262689.0,0.011,0.852,0.084,0.053,83,8.52,5.24,1.23,1.64,2.04,2.98,0.28,1.70,4.97,5.37,0.96,1.21,0.235,0.258,1551,0.193,0.026,0.905,0.001,0.068,697101,396379,2,0.749,0.028,0.061,2989451,0.108,1.950,0.034,21.78,230367,120,0.686,0.315,0.725,23152431,1.72,19.27,0.000,0.512,0.445,3,8,15,50,40034,0.153,0.00,0.0032,0.087,1003,0.495,0.002,0.713,0.157,2.37,3.93,2.66,0.96,0.445,2.11,1.17,1.80,0.547,0.00476,5.72,165.1262,5910.78,108922.3,139175.5,44.080,91.7531,245.419,281.894,0.944,0.346,21.0,22.183,151.500,428,1002.2,35.80,10.733,92.256,3061.4,58.888,0.135,2.00,2.7298,12822.0,0.6771,0.4428
240000,4726,1.249,0.667,9.31,649491,592062,0,38102,19298,3195297,740243.4,2280469.0,0.012,0.866,0.076,0.046,81,8.52,5.45,1.29,1.76,2.05,2.93,0.40,2.25,4.78,5.52,0.95,1.10,0.247,0.256,1554,0.236,0.022,0.902,0.001,0.074,723622,426139,3,0.794,0.008,0.083,3330440,0.107,1.990,0.036,22.02,246152,126,0.714,0.300,0.729,25810962,1.78,19.36,0.000,0.518,0.467,3,8,15,57,40267,0.154,0.00,0.0033,0.083,1086,0.520,0.002,0.727,0.132,2.39,3.85,2.71,0.95,0.468,2.17,1.19,1.88,0.567,0.00448,5.73,170.0956,6221.30,109182.0,139124.0,44.689,92.4559,252.736,274.686,0.927,0.345,19.7,20.994,151.468,344,763.9,34.40,11.015,91.399,3280.7,58.532,0.135,2.00,2.6008,12291.5,0.6291,0.4579
250000,4686,1.271,0.659,9.31,660576,603159,0,38077,19380,3259433,744302.2,2301272.2,0.012,0.871,0.073,0.045,79,8.48,5.29,1.29,1.69,2.08,2.97,0.30,1.87,4.81,5.57,0.98,1.15,0.249,0.258,1510,0.242,0.027,0.902,0.002,0.070,734171,432128,2,0.809,0.009,0.069,3378374,0.104,1.964,0.037,22.15,246769,124,0.706,0.304,0.741,26458654,1.78,19.34,0.000,0.517,0.478,3,8,15,62,39749,0.152,0.00,0.0033,0.085,1028,0.524,0.002,0.729,0.129,2.40,3.85,2.71,0.98,0.479,2.18,1.19,1.87,0.571,0.00454,5.70,171.4657,6053.78,108711.5,139074.0,44.032,92.9838,255.334,278.388,0.957,0.345,19.7,21.081,151.577,356,866.5,28.27,11.251,91.957,3263.1,58.969,0.135,2.00,2.7292,12789.0,0.6518,0.4551
260000,4724,1.258,0.676,9.24,657277,600604,0,37232,19403,3269286,746105.8,2297818.0,0.012,0.871,0.073,0.044,80,8.52,5.37,1.36,1.93,2.13,2.93,0.31,1.79,4.72,5.42,0.99,1.11,0.255,0.251,1546,0.256,0.028,0.912,0.002,0.059,730870,414808,2,0.779,0.002,0.074,3490101,0.103,2.084,0.037,22.41,243748,125,0.703,0.301,0.747,26494225,1.80,19.30,0.000,0.516,0.495,3,8,15,58,40272,0.154,0.00,0.0033,0.085,1076,0.524,0.002,0.731,0.129,2.40,3.87,2.74,0.99,0.497,2.22,1.18,1.90,0.572,0.00452,5.63,171.3715,6215.62,109214.8,139021.4,44.085,93.0049,255.519,276.683,0.932,0.345,21.3,21.165,151.840,316,746.7,33.61,11.680,91.710,3472.6,59.015,0.135,2.00,2.5316,11959.2,0.6134,0.4541
270000,4774,1.279,0.650,9.21,646274,590086,0,36333,19805,3159169,739849.2,2276254.5,0.012,0.861,0.079,0.048,82,8.61,5.52,1.36,1.95,1.97,2.89,0.28,1.67,5.00,5.59,0.92,1.10,0.234,0.250,1520,0.237,0.027,0.907,0.003,0.063,721426,411936,2,0.770,0.022,0.062,3330566,0.108,1.989,0.034,22.23,238595,130,0.721,0.289,0.734,25455134,1.80,19.25,0.000,0.508,0.462,3,8,15,55,41089,0.157,0.00,0.0031,0.083,956,0.515,0.002,0.725,0.135,2.38,3.91,2.69,0.92,0.462,2.18,1.21,1.90,0.562,0.00445,5.85,170.6720,5990.56,108057.2,138967.1,44.747,92.0560,253.070,271.731,0.943,0.342,20.5,21.070,151.283,399,932.5,34.68,10.726,91.016,3082.0,58.390,0.134,2.00,2.7878,13309.1,0.6540,0.4609
280000,4258,1.325,0.647,9.01,615113,555301,0,41239,19089,3225556,743000.6,2253363.5,0.012,0.861,0.080,0.047,82,9.34,5.99,1.36,1.90,2.27,3.45,0.32,1.92,5.38,5.83,1.05,1.45,0.230,0.259,1669,0.138,0.028,0.905,0.002,0.066,697517,398679,2,0.712,0.016,0.078,3210385,0.111,2.123,0.034,22.08,228936,120,0.699,0.320,0.721,23832272,1.73,18.46,0.000,0.541,0.429,3,8,16,62,39773,0.152,0.00,0.0032,0.085,952,0.502,0.002,0.723,0.149,2.52,4.25,2.80,1.05,0.430,2.31,1.17,1.77,0.553,0.00515,5.69,165.9036,5748.56,109815.8,138910.5,43.901,92.6616,245.912,276.043,0.921,0.346,21.9,21.761,151.426,344,789.6,36.85,10.908,92.172,3431.0,58.370,0.135,2.00,2.8263,12034.4,0.6377,0.4476
290000,4488,1.302,0.647,9.11,613020,551936,0,42292,18562,3177350,737316.4,2237336.5,0.011,0.856,0.084,0.049,84,9.01,6.25,1.43,2.06,2.33,3.60,0.29,2.11,4.96,5.82,1.08,1.41,0.242,0.260,1566,0.193,0.026,0.904,0.003,0.068,696311,408563,2,0.769,0.009,0.058,3034256,0.110,1.973,0.034,21.54,229261,121,0.704,0.318,0.719,23304414,1.79,18.92,0.001,0.538,0.454,3,8,16,64,40431,0.154,0.00,0.0033,0.087,1043,0.496,0.002,0.726,0.151,2.46,4.17,2.63,1.08,0.455,2.37,1.21,1.84,0.546,0.00489,5.85,164.6616,5894.78,109841.6,138853.0,44.308,91.9259,244.317,278.697,0.923,0.346,23.4,21.759,151.167,367,804.8,32.64,10.155,92.139,3230.0,58.436,0.135,2.00,2.6158,11739.8,0.6541,0.4517
