step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,2371,2.370,0.589,6.25,245004,206393,6,27088,11325,2152749,986266.8,2242354.0,0.067,0.693,0.141,0.099,88,26.39,20.77,3.44,6.26,4.46,8.65,0.20,2.20,18.29,11.81,0.63,1.23,0.079,0.147,1042,0.125,0.027,0.954,0.000,0.019,449319,348343,4,0.599,0.070,0.013,755621,0.184,2.108,0.039,18.15,136324,133,1.042,0.324,0.733,13921669,1.94,9.64,0.150,0.427,0.226,6,20,64,64,62561,0.239,0.00,0.0023,0.091,445,0.657,0.001,0.800,0.478,4.52,4.82,6.45,0.63,0.227,1.96,1.27,2.49,0.687,0.00921,3.60,219.5199,6769.84,103273.3,139131.5,37.950,90.4127,224.742,343.780,0.924,0.350,32.8,31.819,154.447,208,419.5,48.29,9.998,104.142,2038.2,84.510,0.134,2.00,8.1432,19307.5,0.6853,0.3901
120000,2116,2.459,0.620,5.50,223831,189017,1,26348,8720,2606940,985327.2,2236661.0,0.039,0.745,0.143,0.072,95,29.07,22.10,3.92,6.39,6.21,10.25,0.23,2.23,18.70,12.14,0.87,1.43,0.111,0.174,946,0.132,0.029,0.950,0.000,0.021,430178,343892,4,0.871,0.032,0.022,420618,0.232,2.190,0.039,18.69,105104,138,0.858,0.312,0.722,12801232,2.07,8.84,0.190,0.490,0.289,6,22,64,64,61506,0.235,0.00,0.0025,0.087,443,0.626,0.001,0.776,0.503,4.71,5.18,6.48,0.88,0.289,2.10,1.21,2.77,0.664,0.01163,4.09,205.5769,6737.66,106451.7,139073.8,36.128,89.9897,215.303,345.164,0.975,0.356,38.4,33.947,152.675,309,712.7,46.00,9.662,104.933,2282.8,83.065,0.134,2.00,7.5555,15987.5,0.6259,0.3559
130000,2168,2.447,0.582,5.07,215894,180359,0,27651,7832,2829841,989745.4,2245113.8,0.020,0.775,0.156,0.049,97,28.21,20.21,3.20,5.82,5.02,9.06,0.21,2.45,19.78,11.49,0.69,1.30,0.093,0.164,847,0.199,0.033,0.949,0.000,0.018,424417,343348,1,0.643,0.357,0.017,466367,0.219,2.134,0.040,19.20,97019,136,0.793,0.300,0.719,12431307,1.87,8.13,0.163,0.457,0.233,7,22,64,64,61164,0.233,0.00,0.0023,0.077,486,0.617,0.001,0.760,0.513,4.75,4.99,7.05,0.70,0.234,1.90,1.13,2.53,0.659,0.01185,4.08,201.0778,6209.95,107051.7,139012.4,35.309,89.6252,213.136,347.672,0.956,0.361,34.4,34.881,152.939,269,652.1,44.44,10.590,105.244,2244.4,82.812,0.135,2.00,7.3164,15861.9,0.5564,0.3421
140000,2063,2.507,0.632,4.90,209435,175924,1,26365,7250,2712654,984874.2,2209374.2,0.015,0.784,0.155,0.046,98,28.72,20.67,3.19,5.66,5.57,9.73,0.33,2.99,19.62,11.30,0.75,1.32,0.103,0.172,828,0.141,0.029,0.954,0.000,0.016,420306,350052,1,0.640,0.360,0.026,468214,0.215,2.242,0.043,18.65,95550,139,0.814,0.292,0.704,12496258,1.86,7.97,0.170,0.464,0.257,8,22,64,64,59240,0.226,0.00,0.0024,0.093,461,0.623,0.001,0.754,0.523,4.89,5.06,7.07,0.76,0.257,1.88,1.15,2.44,0.664,0.01208,4.09,200.0162,7277.64,106399.1,138943.9,36.232,89.4986,209.172,342.542,0.959,0.359,34.3,33.951,152.553,241,578.8,54.54,9.818,104.870,2056.5,82.777,0.135,2.00,7.6561,15794.5,0.5884,0.3473
150000,2051,2.449,0.588,4.87,209056,175681,2,25945,7440,2716057,983324.2,2199214.5,0.016,0.782,0.157,0.045,98,28.30,20.68,3.24,5.70,5.87,9.89,0.26,2.70,18.94,10.94,0.79,1.38,0.112,0.177,819,0.168,0.031,0.953,0.000,0.016,418463,343512,2,0.638,0.000,0.024,418979,0.216,2.239,0.039,18.65,93883,140,0.810,0.294,0.707,12390749,1.88,8.05,0.173,0.478,0.265,7,22,64,64,58045,0.221,0.00,0.0025,0.097,452,0.622,0.001,0.755,0.522,4.75,5.00,7.07,0.80,0.266,1.91,1.11,2.47,0.663,0.01220,3.96,198.5674,6384.54,106981.2,138883.2,36.025,89.9195,208.435,347.448,0.939,0.362,34.5,33.994,153.074,227,532.0,49.80,10.080,105.209,2283.2,82.566,0.135,2.00,7.8253,16049.8,0.6132,0.3462
160000,2063,2.499,0.584,4.95,211007,176427,1,26813,7754,2729317,977949.6,2193979.0,0.021,0.771,0.160,0.049,98,28.58,20.63,3.29,5.80,5.96,10.17,0.23,2.24,19.10,10.98,0.76,1.38,0.109,0.175,865,0.158,0.031,0.952,0.000,0.017,417222,336246,1,0.632,0.368,0.022,411574,0.228,2.148,0.039,18.67,95548,138,0.804,0.293,0.704,12110437,1.91,8.21,0.171,0.458,0.252,7,22,64,64,58956,0.225,0.00,0.0025,0.095,475,0.615,0.001,0.758,0.517,4.77,4.97,7.00,0.77,0.253,1.94,1.13,2.52,0.657,0.01215,4.11,197.5104,6274.99,107247.2,138817.6,35.692,90.0447,207.951,343.334,0.950,0.359,33.4,34.024,152.572,213,550.0,55.92,9.817,105.369,2300.3,82.089,0.135,2.00,7.5768,15630.9,0.5830,0.3448
170000,2051,2.443,0.600,4.85,214095,178325,0,27960,7822,2846296,981414.1,2226832.8,0.018,0.773,0.159,0.051,97,27.90,20.31,3.19,5.69,5.53,9.63,0.24,2.50,18.94,10.79,0.76,1.37,0.107,0.177,869,0.143,0.026,0.948,0.000,0.026,422755,335768,1,0.646,0.354,0.016,572929,0.214,2.225,0.040,18.91,97234,136,0.782,0.301,0.719,12326012,1.86,8.26,0.160,0.471,0.253,7,22,64,64,57220,0.218,0.00,0.0025,0.079,428,0.620,0.001,0.767,0.516,4.76,4.90,7.08,0.77,0.253,1.90,1.11,2.43,0.663,0.01240,4.02,198.3157,6414.75,107351.6,138754.3,35.577,89.7624,210.332,346.960,0.961,0.360,33.6,34.489,153.032,279,720.1,60.38,10.287,105.328,2215.5,82.160,0.134,2.00,7.5029,15388.4,0.5857,0.3410
180000,2120,2.449,0.602,4.93,209773,175818,1,26008,7877,2640722,979346.9,2174559.8,0.017,0.770,0.164,0.048,98,27.38,20.39,3.20,6.01,4.89,9.02,0.25,2.83,19.04,11.52,0.68,1.28,0.090,0.162,872,0.181,0.032,0.949,0.000,0.019,415141,347306,1,0.653,0.347,0.017,575763,0.209,2.193,0.040,18.46,97621,141,0.823,0.297,0.692,12198471,1.88,8.51,0.158,0.440,0.236,7,22,64,64,58052,0.221,0.00,0.0024,0.092,425,0.621,0.001,0.763,0.517,4.69,4.79,7.07,0.68,0.236,1.91,1.16,2.47,0.661,0.01162,3.99,198.1516,6328.66,105411.4,138687.2,35.856,90.2263,207.445,344.425,0.932,0.357,34.5,33.577,152.772,267,701.6,51.71,9.723,105.534,2353.4,82.439,0.135,2.00,8.0324,17028.7,0.6233,0.3486
190000,1956,2.553,0.621,4.89,211037,177163,0,26281,7757,2765691,988929.9,2233565.5,0.017,0.779,0.157,0.047,103,29.26,21.00,3.75,6.53,5.78,9.60,0.18,1.94,19.55,11.49,0.80,1.35,0.107,0.168,833,0.167,0.032,0.949,0.000,0.019,422963,347205,1,0.621,0.379,0.026,475216,0.214,2.223,0.043,19.19,97916,141,0.808,0.292,0.696,12498682,2.01,7.87,0.184,0.467,0.276,7,22,64,64,57235,0.218,0.00,0.0026,0.099,369,0.626,0.001,0.761,0.522,4.84,5.12,7.08,0.81,0.276,2.07,1.15,2.67,0.667,0.01286,3.99,201.4927,6653.56,105191.7,138629.9,35.893,89.6655,211.155,348.024,0.943,0.356,33.1,34.265,152.952,287,678.8,53.33,10.594,104.758,2375.3,82.644,0.134,2.00,8.7426,17100.5,0.6336,0.3446
200000,2042,2.554,0.628,5.00,206568,174723,2,24323,7434,2684528,985095.2,2203653.5,0.017,0.786,0.150,0.046,104,30.05,20.98,3.81,5.93,6.05,9.51,0.14,1.36,20.06,11.30,0.90,1.44,0.116,0.170,861,0.125,0.042,0.941,0.000,0.017,416203,343434,1,0.587,0.413,0.016,551810,0.213,2.486,0.040,18.61,93676,142,0.821,0.295,0.718,12371929,2.03,7.64,0.183,0.484,0.301,7,22,64,64,61371,0.234,0.00,0.0024,0.090,426,0.626,0.001,0.753,0.525,4.94,5.21,7.09,0.90,0.301,2.06,1.17,2.77,0.666,0.01215,4.11,200.9306,7037.92,105264.6,138567.4,35.801,90.0986,209.211,343.492,0.945,0.354,36.2,33.842,152.644,202,529.6,83.74,9.926,105.319,2312.0,82.715,0.135,2.00,8.0958,16531.6,0.5891,0.3451
