step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
110000,3628,1.775,0.520,7.38,158181,136261,1139,0,20910,10,563082.6,1891352.0,0.531,0.252,0.140,0.077,94,11.64,2.45,0.02,0.30,0.01,0.16,0.03,0.59,11.58,2.45,0.00,0.00,0.002,0.040,147,0.819,0.005,0.985,0.000,0.010,473977,468475,4,0.741,0.028,0.015,691046,0.142,1.979,0.036,7.96,125939,0,189135.200,0.000,0.935,12082745,1.01,16.05,0.000,0.000,0.000,10,12,12,42,42245,0.161,0.00,0.0013,0.011,96,0.855,0.000,0.185,0.672,6.93,7.72,7.52,0.00,0.001,1.01,1.01,1.01,0.855,0.00039,1.85,260.9989,6091.87,33993.9,139688.5,95.826,64.8843,202.505,122.536,0.420,0.112,1.5,1.393,147.385,400,1109.7,42.93,4.490,58.209,662.6,51.962,0.135,2.00,24.7775,89892.7,2.2627,0.3481
120000,3635,1.785,0.468,7.29,157897,135918,1095,0,20877,25,563397.6,1900637.1,0.543,0.249,0.134,0.075,95,11.85,2.36,0.01,0.18,0.01,0.32,0.12,0.81,11.71,2.32,0.00,0.10,0.001,0.030,148,0.807,0.006,0.985,0.000,0.009,472664,467943,3,0.699,0.098,0.072,1474437,0.127,1.693,0.034,7.99,124545,0,76025.485,0.000,0.927,11857277,1.00,15.87,0.000,0.000,0.000,12,12,12,52,43083,0.164,0.00,0.0013,0.013,137,0.858,0.000,0.193,0.672,6.91,7.69,7.49,0.00,0.000,1.00,1.01,1.00,0.858,0.00042,2.07,261.4979,5706.35,32252.3,139682.2,95.783,64.3022,203.655,122.346,0.443,0.107,1.8,1.511,144.384,309,829.5,34.85,4.391,57.995,552.3,51.889,0.134,2.00,25.4239,92415.7,2.2994,0.5652
130000,3695,1.756,0.474,7.31,159111,137570,1177,0,20304,46,563647.2,1914716.0,0.541,0.240,0.139,0.080,96,11.85,2.91,0.01,0.29,0.01,0.25,0.14,0.82,11.69,2.81,0.00,0.00,0.001,0.026,142,0.804,0.005,0.985,0.000,0.009,472126,467998,4,0.714,0.000,0.078,2198738,0.126,1.889,0.034,8.21,123570,0,41624.261,0.000,0.923,11420956,1.00,15.91,0.000,0.000,0.000,12,12,12,62,43775,0.167,0.00,0.0013,0.013,127,0.849,0.000,0.194,0.669,6.91,7.68,7.47,0.00,0.000,1.00,1.00,1.00,0.849,0.00044,2.22,263.3386,5749.19,32322.7,139675.8,95.523,64.4708,205.574,122.922,0.435,0.108,1.6,1.635,143.329,324,858.9,43.55,4.439,57.893,542.5,51.789,0.135,2.00,24.9581,92220.2,2.2657,0.9892
140000,3671,1.806,0.486,7.12,159818,138443,1146,0,20253,21,565178.3,1899770.8,0.522,0.259,0.140,0.079,95,11.85,2.68,0.02,0.29,0.02,0.49,0.12,1.13,11.69,2.49,0.00,0.00,0.002,0.042,139,0.816,0.003,0.990,0.000,0.007,471217,466986,5,0.716,0.006,0.048,1993330,0.132,1.924,0.033,8.16,123673,0,90465.274,0.000,0.935,12515200,1.01,15.88,0.000,0.000,0.000,12,12,12,64,43496,0.166,0.00,0.0013,0.012,97,0.865,0.000,0.181,0.667,6.91,7.73,7.50,0.00,0.000,1.01,1.01,1.01,0.865,0.00043,2.13,261.7587,5865.93,32033.3,139669.5,95.407,64.6947,204.289,124.222,0.438,0.109,1.6,1.577,144.265,331,878.0,39.14,4.504,58.138,623.3,51.977,0.134,2.00,25.1068,92167.0,2.2843,0.3193
150000,3538,1.785,0.435,6.94,155773,134241,1216,0,20449,37,560850.8,1897498.2,0.520,0.274,0.132,0.074,95,11.81,2.25,0.01,0.29,0.01,0.24,0.09,0.69,11.70,2.17,0.00,0.00,0.001,0.027,117,0.850,0.002,0.989,0.000,0.009,472417,468415,4,0.715,0.000,0.040,1884014,0.132,1.615,0.030,7.99,119351,0,51283.736,0.000,0.939,13551212,1.00,15.98,0.000,0.000,0.000,12,12,12,60,41791,0.159,0.00,0.0014,0.014,88,0.877,0.000,0.163,0.676,7.11,7.78,7.63,0.00,0.000,1.00,1.00,1.00,0.877,0.00043,2.11,260.8995,4761.04,31695.0,139663.0,96.013,64.1556,202.779,123.078,0.410,0.107,1.4,1.525,142.852,440,1236.5,31.80,4.292,57.726,474.6,51.658,0.135,2.00,26.4798,93685.5,2.3986,0.5829
160000,3518,1.811,0.526,6.94,152752,131225,1279,0,20268,41,556518.6,1876900.4,0.522,0.277,0.130,0.071,98,11.99,3.52,0.02,0.78,0.02,0.52,0.14,1.12,11.81,3.13,0.00,0.00,0.002,0.039,151,0.838,0.003,0.989,0.000,0.009,471539,467829,4,0.739,0.000,0.049,2243815,0.128,2.030,0.037,8.20,112427,0,45778.058,0.000,0.933,13502294,1.01,15.87,0.001,0.000,0.000,12,12,12,64,42197,0.161,0.00,0.0013,0.014,84,0.867,0.000,0.169,0.682,7.05,7.78,7.59,0.00,0.000,1.01,1.01,1.01,0.867,0.00046,2.09,257.7486,6148.58,32762.8,139656.6,96.576,63.6637,199.031,121.118,0.434,0.111,1.2,1.615,143.832,397,1157.5,48.09,4.460,56.975,626.6,50.838,0.134,2.00,25.8836,91058.5,2.3529,0.7647
170000,3567,1.777,0.492,7.03,153413,131849,1253,0,20262,41,559617.4,1870528.4,0.539,0.262,0.128,0.071,98,11.81,2.70,0.02,0.40,0.05,1.00,0.10,0.69,11.63,2.21,0.00,0.12,0.004,0.054,126,0.844,0.004,0.984,0.000,0.012,470863,467351,3,0.746,0.003,0.060,2273472,0.134,1.828,0.035,8.12,110385,0,45622.643,0.000,0.932,12458461,1.00,15.98,0.001,0.000,0.000,12,12,12,64,42110,0.161,0.00,0.0013,0.015,100,0.862,0.000,0.158,0.680,7.00,7.70,7.50,0.00,0.000,1.00,1.01,1.01,0.862,0.00045,2.13,257.1685,5922.71,31670.8,139650.3,96.084,63.9320,199.040,123.550,0.409,0.107,1.5,1.590,143.016,355,956.2,35.55,4.411,57.513,574.1,51.247,0.135,2.00,25.9978,92734.2,2.3576,0.6157
180000,3563,1.801,0.453,7.07,156788,135005,1288,0,20499,35,560228.2,1904626.4,0.576,0.221,0.130,0.073,99,11.88,2.71,0.01,0.27,0.02,0.90,0.08,0.46,11.77,2.55,0.00,0.02,0.002,0.047,108,0.851,0.004,0.986,0.000,0.011,470442,466696,3,0.733,0.000,0.045,2384251,0.129,1.792,0.030,8.45,110491,0,54417.896,0.000,0.934,10077974,1.00,15.92,0.001,0.000,0.000,12,12,12,64,42346,0.162,0.00,0.0013,0.013,97,0.825,0.000,0.157,0.673,7.15,7.75,7.53,0.00,0.000,1.00,1.00,1.00,0.825,0.00050,2.34,261.1039,5181.29,30923.2,139643.8,95.892,63.7565,203.358,124.990,0.418,0.103,1.9,1.782,142.009,371,1021.2,41.29,4.492,57.168,616.4,51.102,0.135,2.00,26.3901,94027.8,2.3886,0.5014
190000,3490,1.727,0.424,7.06,150355,128146,1351,0,20931,37,546234.2,1894728.1,0.583,0.217,0.130,0.070,105,11.94,2.78,0.02,0.27,0.01,0.32,0.17,1.30,11.74,2.58,0.00,0.00,0.001,0.034,127,0.850,0.005,0.985,0.000,0.011,468903,465563,3,0.718,0.000,0.067,1784317,0.131,1.611,0.029,7.57,113292,0,51208.868,0.000,0.929,10234057,1.00,15.84,0.001,0.000,0.000,12,12,12,64,41673,0.159,0.00,0.0013,0.009,94,0.856,0.000,0.138,0.684,7.12,7.70,7.52,0.00,0.000,1.00,1.00,1.00,0.856,0.00040,1.99,258.7153,4723.69,30016.1,139637.2,98.129,62.2380,200.402,122.644,0.423,0.099,1.4,1.393,142.515,375,1045.1,41.12,4.141,56.152,553.2,50.302,0.134,2.00,27.4518,95806.9,2.4712,0.1898
200000,3672,1.718,0.409,7.08,154599,131770,1308,0,21339,38,554347.9,1892719.1,0.586,0.225,0.119,0.070,104,11.95,2.83,0.02,0.49,0.01,0.17,0.15,1.26,11.77,2.48,0.00,0.00,0.001,0.033,124,0.833,0.006,0.985,0.000,0.009,466658,462812,3,0.731,0.000,0.072,1779438,0.129,1.696,0.026,8.24,112006,0,49808.398,0.000,0.924,10434625,1.01,15.81,0.001,0.000,0.000,12,12,12,64,43872,0.167,0.00,0.0013,0.009,119,0.837,0.000,0.161,0.675,7.06,7.68,7.43,0.00,0.000,1.01,1.01,1.00,0.837,0.00044,2.13,259.1705,4794.79,30110.1,139630.6,96.925,63.1865,201.486,123.250,0.437,0.101,1.6,1.604,143.282,322,811.5,50.20,4.513,56.545,558.3,50.517,0.135,2.00,26.0415,95624.2,2.3488,0.5884
210000,3689,1.763,0.464,7.10,153678,131445,1339,1,20876,31,548509.2,1905574.4,0.625,0.188,0.118,0.068,114,11.69,2.66,0.01,0.26,0.02,0.45,0.10,1.09,11.57,2.55,0.00,0.00,0.001,0.035,131,0.838,0.005,0.984,0.000,0.011,463766,460068,3,0.761,0.000,0.050,1911688,0.126,1.978,0.029,8.12,107492,21,61470.141,1.000,0.933,8350222,1.00,16.03,0.001,0.000,0.000,12,12,12,64,43133,0.165,0.00,0.0013,0.013,98,0.810,0.000,0.158,0.675,7.09,7.66,7.40,0.00,0.000,1.00,1.00,1.00,0.810,0.00044,2.16,259.9983,5723.68,29253.4,139623.9,97.779,62.2107,202.698,121.579,0.422,0.098,1.8,1.604,141.796,277,708.5,42.49,4.391,55.782,606.6,49.985,0.135,2.00,25.8601,95397.9,2.3531,0.8769
220000,3612,1.812,0.500,7.06,150420,128278,1389,1,20829,46,538416.4,1907858.5,0.656,0.149,0.126,0.068,116,11.93,2.57,0.01,0.25,0.02,0.42,0.13,0.81,11.77,2.36,0.00,0.00,0.002,0.041,123,0.870,0.004,0.987,0.000,0.008,460441,457303,3,0.782,0.000,0.063,2099813,0.126,2.062,0.034,8.01,104914,361,41475.185,0.000,0.937,6195395,1.00,15.87,0.001,0.000,0.000,12,12,12,64,43087,0.164,0.00,0.0013,0.014,85,0.767,0.000,0.144,0.679,7.28,7.75,7.55,0.00,0.000,1.00,1.00,1.00,0.767,0.00042,2.09,259.4621,6131.71,29022.2,139617.0,99.172,61.0307,202.234,118.880,0.419,0.098,1.5,1.526,142.442,346,890.4,42.49,4.336,54.566,578.8,48.993,0.135,2.00,26.2976,94986.9,2.3791,0.1128
230000,3582,1.788,0.493,7.05,149910,127380,1399,0,21161,17,539545.7,1902404.8,0.665,0.153,0.115,0.067,116,11.95,2.33,0.04,1.05,0.01,0.16,0.11,0.82,11.79,2.00,0.00,0.00,0.001,0.025,105,0.876,0.004,0.989,0.000,0.007,460559,456711,3,0.800,0.000,0.056,2095352,0.123,2.097,0.034,8.18,109337,0,111906.162,0.000,0.939,6223031,1.01,15.88,0.000,0.000,0.000,12,12,12,64,42802,0.163,0.00,0.0013,0.008,87,0.760,0.000,0.165,0.681,7.30,7.76,7.57,0.00,0.000,1.01,1.02,1.01,0.760,0.00043,2.11,258.6164,6007.79,29027.4,139610.2,99.065,61.1213,201.203,119.418,0.402,0.097,1.4,1.546,142.852,326,880.2,48.02,4.457,54.491,586.8,48.894,0.134,2.00,26.5882,95239.0,2.3981,0.7016
240000,3480,1.805,0.490,7.09,143665,121553,1442,0,20772,22,526497.9,1885547.1,0.683,0.140,0.115,0.062,116,11.97,2.98,0.01,0.47,0.04,0.48,0.09,0.65,11.84,2.82,0.00,0.00,0.003,0.046,102,0.863,0.004,0.987,0.000,0.009,459456,456924,3,0.798,0.034,0.049,1908877,0.125,1.948,0.032,7.35,109193,0,85706.688,0.000,0.941,5753704,1.00,15.88,0.000,0.000,0.000,12,12,12,54,41670,0.159,0.00,0.0013,0.009,71,0.783,0.000,0.140,0.693,7.26,7.77,7.59,0.00,0.000,1.00,1.00,1.00,0.783,0.00038,1.94,255.4509,5882.17,30901.9,139603.4,101.025,59.7510,197.220,117.802,0.420,0.102,1.2,1.316,141.370,350,881.2,41.69,3.970,53.528,623.1,48.139,0.135,2.00,26.8842,93557.1,2.4334,0.9935
250000,3524,1.770,0.432,7.17,142562,121093,1362,0,20063,49,527930.2,1866750.4,0.645,0.150,0.137,0.068,114,11.88,2.83,0.01,0.45,0.02,0.58,0.13,1.19,11.72,2.61,0.00,0.00,0.002,0.040,121,0.865,0.005,0.988,0.000,0.008,458543,455924,3,0.832,0.000,0.060,2107952,0.125,1.801,0.028,7.32,106746,0,38096.946,0.000,0.936,6277919,1.00,15.95,0.000,0.000,0.000,12,12,12,64,41854,0.160,0.00,0.0013,0.010,81,0.798,0.000,0.131,0.694,7.29,7.75,7.60,0.00,0.000,1.00,1.00,1.00,0.798,0.00034,1.87,253.2775,5010.30,30973.8,139596.6,100.650,60.1248,195.387,120.348,0.372,0.104,1.0,1.203,141.009,334,902.6,42.81,4.004,53.998,534.4,48.343,0.135,2.00,26.8083,94472.3,2.4202,0.4764
260000,3445,1.780,0.421,7.09,143024,121828,1380,0,19895,22,525951.8,1873124.6,0.665,0.137,0.131,0.067,116,11.82,2.59,0.03,1.05,0.02,0.49,0.08,0.68,11.69,2.34,0.00,0.00,0.001,0.023,99,0.873,0.003,0.989,0.000,0.008,457901,455145,3,0.838,0.002,0.045,2011428,0.120,1.519,0.030,7.08,109198,0,85142.028,0.000,0.947,5642813,1.01,16.00,0.000,0.000,0.000,12,12,12,60,40719,0.155,0.00,0.0013,0.008,40,0.781,0.000,0.133,0.692,7.25,7.81,7.59,0.00,0.000,1.01,1.01,1.01,0.781,0.00035,1.84,253.8752,4625.90,30282.2,139589.9,100.912,59.8109,196.314,119.259,0.381,0.101,0.8,1.206,141.198,377,1016.1,33.84,3.834,54.005,529.9,48.379,0.134,2.00,27.7114,95465.7,2.5005,0.5840
270000,3353,1.775,0.435,7.19,140525,118781,1375,0,20461,41,521500.9,1858977.5,0.673,0.148,0.118,0.061,117,11.82,2.44,0.02,0.34,0.01,0.20,0.07,0.61,11.73,2.48,0.00,0.00,0.001,0.031,106,0.907,0.003,0.988,0.001,0.008,461234,458336,3,0.865,0.000,0.032,1467007,0.106,1.766,0.027,6.56,108766,0,45340.915,0.000,0.946,6317563,1.01,16.03,0.000,0.000,0.000,12,12,12,56,39637,0.151,0.00,0.0013,0.006,57,0.813,0.000,0.132,0.699,7.33,7.82,7.68,0.00,0.000,1.01,1.01,1.01,0.813,0.00031,1.68,251.9855,4781.57,30376.1,139583.2,101.597,59.5400,193.335,120.487,0.350,0.103,0.7,1.032,138.328,443,1145.8,41.23,3.592,54.006,430.9,48.391,0.135,2.00,28.4344,95340.5,2.5585,0.7611
280000,3484,1.754,0.427,7.26,142827,120344,1328,0,21024,64,526089.5,1863660.5,0.664,0.158,0.117,0.061,116,11.75,2.41,0.02,0.33,0.02,0.42,0.05,0.42,11.67,2.40,0.00,0.00,0.001,0.032,113,0.877,0.003,0.991,0.000,0.006,466177,462756,3,0.837,0.003,0.020,1070938,0.107,1.664,0.031,6.45,109937,0,29119.695,0.000,0.943,6830487,1.01,16.00,0.000,0.000,0.000,12,12,12,64,40939,0.156,0.00,0.0013,0.009,86,0.819,0.000,0.142,0.698,7.16,7.77,7.49,0.00,0.000,1.01,1.01,1.01,0.819,0.00030,1.62,253.2327,4825.52,31695.6,139576.6,101.075,60.2410,193.911,121.835,0.391,0.106,1.2,1.036,139.822,361,1000.8,40.15,3.575,54.697,507.8,48.962,0.135,2.00,26.9693,93961.0,2.4400,0.1422
290000,3442,1.720,0.447,7.33,143351,121411,1295,0,20687,49,528861.8,1860313.4,0.638,0.156,0.138,0.068,115,11.71,2.87,0.01,0.16,0.00,0.09,0.06,0.91,11.64,2.73,0.00,0.00,0.001,0.026,104,0.861,0.005,0.988,0.000,0.007,463907,460456,3,0.825,0.048,0.019,678533,0.116,1.956,0.028,6.54,112847,0,37965.579,0.000,0.937,6717599,1.01,16.00,0.000,0.000,0.000,10,12,12,64,40316,0.154,0.00,0.0013,0.013,99,0.817,0.000,0.126,0.695,7.10,7.75,7.45,0.00,0.000,1.01,1.01,1.01,0.817,0.00031,1.62,253.0170,5339.27,31593.9,139569.9,100.693,60.4663,194.323,122.886,0.366,0.106,1.2,1.047,141.716,315,797.9,43.64,3.663,54.984,549.9,49.221,0.135,2.00,27.2879,93924.9,2.4732,0.3832
300000,3354,1.851,0.590,7.15,142659,119920,1288,3,21536,125,528542.1,1860735.0,0.646,0.153,0.136,0.065,114,11.77,2.44,0.02,0.35,0.01,0.26,0.01,0.24,11.73,2.48,0.00,0.00,0.001,0.027,86,0.891,0.001,0.991,0.000,0.007,469358,466170,3,0.858,0.002,0.005,259741,0.130,2.391,0.038,6.30,114284,88,14885.880,0.333,0.951,6652240,1.01,16.03,0.000,0.000,0.000,12,12,12,64,39486,0.151,0.00,0.0013,0.006,40,0.829,0.000,0.113,0.700,7.28,7.84,7.69,0.00,0.000,1.01,1.01,1.00,0.829,0.00029,1.64,253.2069,6983.40,31259.0,139563.3,100.727,60.4704,193.181,122.451,0.361,0.106,0.5,0.966,140.867,456,1355.0,45.12,3.414,55.174,605.5,49.471,0.135,2.00,27.3228,91640.6,2.4776,0.4614
