step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain
310000,3455,1.704,0.424,6.06,201898,188843,459,0,12503,66,962914.9,1232367.8,0.010,0.815,0.053,0.122,128,11.99,5.51,0.03,0.72,0.09,1.21,0.07,1.19,11.79,4.93,0.00,0.00,0.003,0.038,260,0.418,0.017,0.968,0.000,0.015,395251,382252,2,0.843,0.011,0.006,198630,0.216,1.538,0.026,23.67,97361,0,18672.239,0.000,0.620,33756987,1.01,14.35,0.001,0.000,0.000,8,12,16,64,41416,0.158,0.00,0.0024,0.018,673,0.877,0.000,0.558,0.502,5.56,7.28,7.68,0.00,0.001,1.00,1.01,1.01,0.877,0.00124,7.73,170.6813,4089.45,89628.6,140152.9,41.175,55.1750,188.244,534.043,0.981,0.296,62.0,59.468,145.248,315,823.6,46.25,9.996,91.269,1406.5,77.780,0.135,2.00,10.6493,36793.3,1.1716,0.5641
320000,3160,1.704,0.451,6.12,207596,195062,379,0,12450,60,977775.8,1284343.0,0.008,0.830,0.049,0.113,127,12.26,5.10,0.02,0.46,0.07,1.19,0.07,1.05,12.10,4.75,0.00,0.00,0.003,0.038,269,0.414,0.014,0.975,0.000,0.012,404871,391677,2,0.843,0.012,0.005,184695,0.224,2.094,0.026,23.77,99751,0,21405.717,0.000,0.609,35560917,1.01,14.01,0.001,0.000,0.000,8,12,16,64,38744,0.148,0.00,0.0026,0.018,613,0.885,0.000,0.553,0.499,5.57,7.15,7.65,0.00,0.000,1.01,1.01,1.01,0.885,0.00134,8.04,176.3960,4653.83,90013.7,140149.9,39.783,54.5104,195.312,547.503,0.967,0.297,57.6,61.548,145.521,264,738.5,102.51,10.221,92.248,1441.8,79.269,0.134,2.00,11.5614,36534.1,1.1778,0.4402
330000,3289,1.704,0.382,6.12,203253,190400,423,0,12301,33,972490.3,1262289.6,0.008,0.827,0.053,0.112,128,12.15,4.90,0.03,0.65,0.05,0.71,0.03,0.77,12.04,4.61,0.00,0.00,0.002,0.027,293,0.358,0.012,0.976,0.001,0.012,402149,389667,2,0.828,0.025,0.004,206293,0.235,1.479,0.021,23.98,96769,0,38251.201,0.000,0.604,34109036,1.01,13.82,0.000,0.000,0.000,8,12,16,64,39975,0.152,0.00,0.0025,0.020,611,0.876,0.000,0.588,0.507,5.55,7.13,7.58,0.00,0.001,1.00,1.01,1.01,0.876,0.00138,7.73,173.4321,3696.53,89231.0,140147.1,40.596,55.0389,190.802,537.203,0.961,0.296,60.2,60.399,144.922,273,758.3,49.65,9.965,91.534,1200.2,78.258,0.135,2.00,11.6140,38198.4,1.1954,0.3930
340000,3280,1.704,0.441,6.11,201664,189263,400,0,12010,51,973748.2,1266350.9,0.010,0.818,0.053,0.120,128,12.46,5.76,0.01,0.30,0.08,1.26,0.07,0.98,12.30,5.36,0.00,0.00,0.003,0.038,282,0.318,0.020,0.965,0.000,0.015,406658,392896,2,0.813,0.012,0.009,235446,0.219,1.729,0.026,23.28,98732,0,24830.409,0.000,0.609,33407016,1.00,13.71,0.002,0.000,0.000,8,12,16,64,40859,0.156,0.00,0.0024,0.017,593,0.876,0.000,0.596,0.516,5.60,7.03,7.81,0.00,0.000,1.00,1.00,1.01,0.876,0.00137,7.38,174.8480,4540.71,91930.3,140144.8,40.920,55.7572,189.752,543.353,0.967,0.306,60.1,60.054,146.020,295,766.1,37.54,9.794,92.259,1391.6,78.974,0.135,2.00,10.5245,34520.3,1.0907,0.2237
350000,3314,1.701,0.418,6.07,205423,193001,382,0,12006,84,975919.4,1266715.6,0.010,0.825,0.052,0.114,127,12.29,5.73,0.02,0.46,0.12,1.34,0.05,0.91,12.09,5.29,0.00,0.00,0.005,0.054,294,0.355,0.018,0.968,0.000,0.014,396786,382673,2,0.870,0.000,0.008,209593,0.219,1.524,0.025,23.99,96303,0,15079.948,0.000,0.618,34690203,1.01,14.14,0.001,0.000,0.000,8,12,16,64,40714,0.155,0.00,0.0024,0.014,619,0.879,0.000,0.555,0.495,5.58,7.30,7.72,0.00,0.000,1.01,1.01,1.01,0.879,0.00134,8.04,173.9373,4232.29,89835.0,140142.3,40.126,54.3317,193.466,541.588,0.976,0.300,60.7,61.136,145.192,280,746.6,37.05,10.185,91.690,1259.9,78.779,0.135,2.00,11.1505,36952.7,1.1382,0.4459
360000,3443,1.652,0.442,6.11,203074,189922,482,0,12541,114,970340.2,1256043.0,0.009,0.823,0.051,0.117,128,12.11,6.00,0.02,0.57,0.08,1.29,0.10,1.32,11.91,5.41,0.00,0.00,0.003,0.036,289,0.385,0.019,0.969,0.000,0.012,402582,388546,2,0.882,0.005,0.010,206637,0.234,1.601,0.026,23.58,97279,0,11017.921,0.000,0.618,34517309,1.01,14.50,0.003,0.000,0.000,8,12,15,64,41709,0.159,0.00,0.0024,0.017,637,0.880,0.000,0.539,0.507,5.78,7.32,7.66,0.00,0.000,1.01,1.01,1.01,0.880,0.00124,7.87,173.6973,4404.19,90127.2,140139.4,40.578,55.2201,190.768,538.597,0.983,0.297,61.7,60.201,145.679,337,1009.1,40.35,10.083,91.810,1229.9,78.602,0.134,2.00,10.5092,36183.1,1.1105,0.5819
370000,3431,1.676,0.397,6.19,205024,191552,418,0,13066,58,974241.0,1275875.5,0.009,0.818,0.050,0.122,128,11.89,5.55,0.04,0.88,0.09,1.16,0.03,0.55,11.73,5.10,0.00,0.00,0.004,0.046,320,0.267,0.023,0.961,0.000,0.016,404124,390140,2,0.866,0.000,0.004,189007,0.230,1.492,0.024,24.11,96375,0,21997.853,0.000,0.643,34850288,1.01,14.48,0.001,0.001,0.000,8,12,16,64,40794,0.156,0.00,0.0024,0.017,683,0.881,0.000,0.521,0.504,5.58,7.20,7.70,0.00,0.000,1.01,1.01,1.01,0.881,0.00124,9.11,175.4300,4060.58,89854.5,140136.4,39.172,54.4125,193.845,531.877,0.977,0.296,61.2,61.115,143.695,248,676.5,35.89,9.556,91.441,1149.1,78.592,0.135,2.00,10.8283,37151.8,1.1517,0.7522
380000,3492,1.656,0.405,6.10,208494,195243,464,0,12726,49,972405.0,1263672.9,0.008,0.815,0.049,0.128,128,11.60,5.21,0.04,0.93,0.08,1.13,0.04,0.66,11.43,4.79,0.00,0.00,0.004,0.048,243,0.353,0.011,0.978,0.000,0.011,396801,383867,2,0.897,0.004,0.005,215555,0.229,1.564,0.022,24.75,98966,0,25789.242,0.000,0.655,34975531,1.01,14.93,0.001,0.000,0.000,8,11,14,64,40494,0.154,0.00,0.0024,0.018,717,0.878,0.000,0.519,0.486,5.70,7.42,7.80,0.00,0.001,1.01,1.01,1.01,0.878,0.00123,10.31,173.7422,4120.49,89238.3,140133.1,37.751,54.1291,195.311,524.772,0.971,0.293,61.5,61.589,142.217,232,569.2,49.07,9.362,91.025,1294.9,77.970,0.135,2.00,10.7690,37605.3,1.1534,0.4115
390000,3605,1.620,0.419,6.07,207464,194295,408,0,12648,66,970633.9,1272277.2,0.007,0.823,0.035,0.134,127,11.05,4.84,0.01,0.37,0.04,0.72,0.06,0.90,10.94,4.64,0.00,0.00,0.003,0.048,208,0.437,0.010,0.977,0.000,0.013,395048,385508,2,0.997,0.000,0.007,239005,0.215,1.440,0.022,24.42,98975,0,19276.928,0.000,0.620,36071740,1.00,15.73,0.001,0.000,0.000,8,10,12,64,39851,0.152,0.00,0.0025,0.015,768,0.887,0.000,0.462,0.485,5.87,7.72,7.71,0.00,0.000,1.00,1.00,1.00,0.887,0.00108,11.63,175.1455,4057.30,88175.2,140129.7,36.665,53.6121,197.075,524.965,0.977,0.286,62.1,61.828,141.523,325,858.5,30.78,9.076,91.124,1212.4,78.435,0.136,2.00,10.6488,38388.8,1.1726,0.3038
400000,3626,1.641,0.425,6.09,207857,194168,424,0,13244,16,978951.9,1289307.2,0.008,0.822,0.030,0.140,126,11.19,5.79,0.02,0.52,0.05,0.78,0.04,0.84,11.08,5.44,0.00,0.00,0.002,0.031,212,0.446,0.014,0.975,0.001,0.010,401268,394066,1,1.000,0.000,0.006,181925,0.253,1.555,0.024,24.72,100704,0,80581.703,0.000,0.653,36451363,1.01,15.71,0.001,0.000,0.000,8,10,12,64,40570,0.155,0.00,0.0024,0.019,772,0.888,0.000,0.433,0.491,5.77,7.73,7.74,0.00,0.000,1.00,1.01,1.01,0.888,0.00103,13.28,177.6056,4320.70,87906.1,140126.3,34.170,53.8839,199.599,513.761,0.977,0.291,62.9,62.482,139.565,263,680.3,34.68,8.685,91.677,1307.8,78.906,0.134,2.00,10.5975,38426.4,1.2020,0.0559
410000,3602,1.637,0.402,6.11,208111,195092,354,0,12689,46,977499.1,1282287.1,0.010,0.816,0.030,0.145,126,11.25,5.23,0.03,0.85,0.08,1.42,0.06,1.05,11.08,4.72,0.00,0.00,0.003,0.037,196,0.461,0.008,0.984,0.000,0.008,392361,382806,1,1.000,0.000,0.005,221083,0.233,1.423,0.022,24.53,100478,0,27875.807,0.000,0.630,35996730,1.01,15.48,0.002,0.000,0.000,8,10,14,64,40514,0.155,0.00,0.0024,0.020,800,0.890,0.000,0.442,0.478,5.84,7.78,7.66,0.00,0.001,1.01,1.01,1.01,0.890,0.00103,12.61,176.7377,3978.09,89255.2,140123.1,34.968,53.8612,199.849,521.537,0.969,0.292,62.7,62.537,140.781,229,607.1,33.76,9.171,91.736,1256.9,79.018,0.135,2.00,10.4139,37510.8,1.1686,0.5400
420000,3616,1.665,0.412,6.14,212140,198779,341,0,13006,84,981319.9,1290476.8,0.007,0.824,0.028,0.141,126,11.10,5.47,0.03,0.50,0.06,0.88,0.05,0.85,10.97,5.15,0.00,0.00,0.002,0.031,197,0.459,0.010,0.977,0.000,0.013,387281,378122,1,0.983,0.017,0.006,199310,0.249,1.415,0.022,24.61,101691,0,15362.818,0.000,0.635,37082922,1.01,15.72,0.001,0.000,0.000,8,10,13,64,40154,0.153,0.00,0.0025,0.019,780,0.892,0.000,0.437,0.462,5.82,7.69,7.80,0.00,0.000,1.01,1.01,1.01,0.892,0.00103,12.90,177.4466,4033.21,89592.4,140119.7,34.231,53.2144,203.155,528.693,0.980,0.295,62.2,63.532,140.366,284,763.6,42.17,9.012,92.107,1272.6,79.565,0.135,2.00,10.2000,36883.2,1.1713,0.4081
430000,3671,1.643,0.379,6.05,211150,197946,352,0,12797,56,974708.5,1277076.1,0.009,0.815,0.030,0.146,126,11.11,5.04,0.03,1.08,0.03,0.77,0.05,1.09,11.00,4.72,0.00,0.00,0.001,0.026,179,0.505,0.007,0.983,0.000,0.010,384204,374644,1,1.000,0.000,0.007,220858,0.252,1.266,0.020,24.58,101271,0,22804.931,0.000,0.609,36370229,1.01,15.63,0.001,0.000,0.000,8,10,12,64,40801,0.156,0.00,0.0024,0.017,781,0.890,0.000,0.454,0.460,5.87,7.73,7.86,0.00,0.000,1.01,1.01,1.01,0.890,0.00101,12.87,175.7513,3638.43,89675.8,140116.4,34.891,53.1382,201.248,528.364,0.977,0.292,63.1,62.948,140.444,250,628.4,37.83,9.096,91.495,1202.3,78.911,0.135,2.00,10.1656,37317.9,1.1398,0.4816
440000,3569,1.608,0.410,6.05,209737,196260,365,0,13214,36,974660.8,1274585.0,0.007,0.817,0.030,0.146,127,10.91,4.63,0.04,0.73,0.08,1.05,0.05,0.73,10.75,4.14,0.00,0.00,0.003,0.040,178,0.456,0.008,0.983,0.001,0.008,387663,378265,1,1.000,0.000,0.007,224445,0.242,1.513,0.021,24.59,100092,0,35405.139,0.000,0.628,36550745,1.01,15.78,0.001,0.000,0.000,8,10,13,64,38955,0.149,0.00,0.0025,0.016,790,0.889,0.000,0.449,0.468,5.80,7.77,7.86,0.00,0.000,1.01,1.01,1.01,0.889,0.00104,12.95,175.4953,3968.42,87942.3,140113.1,34.644,53.4449,200.164,526.304,0.970,0.287,61.3,62.630,140.217,265,666.9,44.90,8.889,91.660,1310.4,78.863,0.134,2.00,10.8927,38876.2,1.2168,0.5772
450000,3637,1.634,0.413,6.27,206240,192608,443,0,13121,80,974043.4,1273016.8,0.010,0.803,0.031,0.155,124,11.05,5.22,0.06,1.05,0.07,1.23,0.09,1.35,10.82,4.44,0.00,0.07,0.002,0.037,215,0.477,0.010,0.980,0.000,0.009,391545,382242,1,1.000,0.000,0.007,365213,0.230,1.497,0.023,24.48,103476,0,15912.709,0.000,0.618,35386088,1.02,15.60,0.001,0.000,0.000,8,10,14,64,40187,0.153,0.00,0.0025,0.018,827,0.886,0.000,0.484,0.482,5.89,7.70,7.80,0.00,0.000,1.01,1.02,1.02,0.886,0.00101,13.53,175.4586,4119.03,86266.0,140109.8,34.101,54.1784,197.654,508.743,0.972,0.285,63.2,61.866,138.772,245,586.2,42.91,8.268,91.730,1326.6,78.740,0.135,2.00,11.0729,40272.3,1.2440,0.5237
460000,3666,1.612,0.365,6.38,210287,196313,355,0,13590,58,976972.1,1292541.5,0.010,0.804,0.028,0.158,125,11.17,5.13,0.02,0.47,0.04,0.75,0.11,1.33,11.01,4.76,0.00,0.07,0.002,0.034,202,0.491,0.012,0.976,0.000,0.013,392008,382974,1,1.000,0.000,0.009,325299,0.229,1.280,0.019,24.81,104021,0,22285.198,0.000,0.635,36081933,1.01,15.55,0.001,0.000,0.000,8,10,14,64,40945,0.156,0.00,0.0024,0.018,812,0.885,0.000,0.482,0.472,5.84,7.72,7.85,0.00,0.000,1.00,1.01,1.01,0.886,0.00103,14.37,177.4539,3500.24,87146.9,140106.7,33.105,53.2343,201.946,510.717,0.957,0.288,63.5,63.216,137.521,208,522.8,38.19,7.928,91.554,1127.4,78.976,0.135,2.00,10.9604,40180.8,1.2113,0.6264
470000,3633,1.598,0.406,6.42,207940,194082,408,1,13482,69,975068.3,1297888.1,0.011,0.806,0.025,0.159,126,11.00,4.83,0.03,0.72,0.04,0.72,0.11,1.29,10.82,4.16,0.00,0.00,0.002,0.036,184,0.553,0.011,0.978,0.000,0.011,395957,386755,1,1.000,0.000,0.011,389382,0.225,1.548,0.020,24.80,103387,2,18809.973,1.000,0.638,35897222,1.00,15.55,0.001,0.000,0.000,8,10,14,64,39968,0.152,0.00,0.0025,0.016,830,0.884,0.000,0.468,0.483,5.89,7.74,7.86,0.00,0.000,1.00,1.00,1.00,0.884,0.00106,14.83,178.1249,4003.60,87796.0,140103.3,32.874,53.0389,201.626,507.085,0.951,0.290,62.6,63.163,136.593,216,565.4,49.94,7.483,91.337,1273.5,78.826,0.135,2.00,10.7331,38993.4,1.1855,0.1179
480000,3711,1.636,0.397,6.60,207996,194673,369,0,12876,132,973067.2,1287528.0,0.012,0.798,0.024,0.166,126,11.02,5.46,0.07,1.28,0.04,0.91,0.14,1.54,10.77,4.77,0.00,0.00,0.002,0.030,189,0.554,0.013,0.978,0.000,0.009,389788,380245,1,1.000,0.000,0.012,447636,0.225,1.445,0.020,24.70,106206,0,9754.000,0.000,0.633,35344414,1.01,15.53,0.001,0.000,0.000,8,10,14,64,40894,0.156,0.00,0.0024,0.018,847,0.882,0.000,0.484,0.475,5.80,7.70,7.89,0.00,0.000,1.01,1.02,1.02,0.882,0.00103,15.08,176.8860,3845.30,87601.5,140099.9,32.346,53.4686,200.872,502.124,0.952,0.289,63.9,62.922,136.079,229,553.4,36.14,7.330,91.708,1366.0,78.800,0.134,2.00,10.5211,39043.8,1.2076,0.4094
490000,3610,1.633,0.372,6.64,206416,193302,386,0,12829,184,971790.6,1286414.8,0.008,0.800,0.022,0.171,132,10.81,4.80,0.05,0.95,0.07,0.92,0.10,1.16,10.59,4.29,0.00,0.00,0.003,0.043,176,0.570,0.009,0.979,0.000,0.012,388090,377773,1,1.000,0.000,0.011,466199,0.216,1.321,0.019,24.98,107970,0,6991.385,0.000,0.636,35513738,1.01,15.68,0.001,0.000,0.000,8,10,14,64,39037,0.149,0.00,0.0025,0.015,772,0.880,0.000,0.507,0.477,5.85,7.66,7.93,0.00,0.000,1.01,1.01,1.02,0.880,0.00108,16.00,176.4567,3630.22,86987.3,140096.8,31.594,53.1236,201.119,494.665,0.973,0.286,61.6,63.064,134.643,205,560.0,33.65,6.820,91.273,1214.2,78.374,0.135,2.00,11.1586,40282.4,1.2818,0.4516
500000,3705,1.593,0.367,6.74,206653,193751,391,0,12416,56,968861.9,1285424.1,0.008,0.803,0.020,0.169,136,10.96,5.22,0.06,1.22,0.05,0.92,0.17,1.79,10.68,4.52,0.00,0.00,0.002,0.035,199,0.553,0.014,0.970,0.000,0.016,382880,373970,1,1.000,0.000,0.014,474422,0.218,1.220,0.019,24.90,107815,0,22954.002,0.000,0.642,35518203,1.01,15.64,0.001,0.000,0.000,8,10,13,64,40621,0.155,0.00,0.0024,0.018,881,0.880,0.000,0.484,0.469,5.82,7.69,7.88,0.00,0.000,1.01,1.02,1.02,0.880,0.00106,15.73,175.9238,3522.22,87295.6,140093.4,32.293,52.5486,201.905,502.284,0.964,0.290,63.4,63.301,135.200,233,576.9,36.56,6.992,90.923,1037.1,78.242,0.135,2.00,10.7963,40000.2,1.2339,0.1439
