id,n_blocks_before,n_blocks_after,dist1,dist2
428,64,64,0,0
429,64,64,0,0
430,64,64,0,0
431,18,12,6,0
432,14,14,0,0
433,43,43,0,14
434,29,29,0,0
435,64,64,0,0
436,64,64,0,0
437,44,44,0,15
438,64,64,0,0
439,21,15,10,0
440,64,64,0,42
441,1,1,0,1
442,52,52,0,0
443,36,36,0,0
444,22,22,0,0
445,64,64,0,12
446,64,64,0,0
447,64,64,0,0
448,64,64,0,0
449,14,53,41,0
450,34,34,0,17
451,64,64,0,0
452,1,1,0,1
453,64,64,0,0
454,60,60,0,18
455,64,64,0,10
456,60,60,0,0
457,64,64,0,0
458,14,14,0,8
459,64,64,11,0
460,64,64,0,0
461,64,64,0,0
462,0,0,0,0
463,0,0,0,38
464,20,20,0,0
465,64,64,0,20
466,64,64,0,0
467,41,41,0,21
468,39,39,0,6
469,47,47,1,0
470,42,42,0,21
471,0,0,0,0
472,64,64,0,17
473,1,1,0,0
474,64,64,0,0
475,64,64,0,0
476,0,0,0,0
477,50,50,0,0
478,64,64,0,0
479,64,64,0,0
480,64,64,0,0
481,44,44,0,0
482,53,53,0,6
483,32,32,0,0
484,64,64,0,0
485,64,64,0,0
486,0,0,0,0
487,45,45,0,14
488,50,50,0,6
489,64,64,0,0
490,11,11,0,0
491,64,62,2,0
492,35,35,0,16
493,64,64,0,0
494,52,52,0,23
495,40,40,0,0
496,32,12,20,0
497,4,4,0,0
498,39,28,11,6
499,63,63,0,3
500,64,64,0,0
501,64,64,0,0
502,64,64,0,0
503,38,38,0,0
504,64,64,0,0
505,64,64,0,0
506,64,64,0,0
507,21,14,7,27
508,64,64,0,0
509,54,54,0,0
510,64,64,0,19
511,64,64,0,1
512,64,64,0,2
513,64,64,0,0
514,64,64,0,0
515,64,64,0,0
516,64,64,0,0
517,64,64,0,0
518,64,64,2,0
519,64,64,0,0
520,64,64,4,0
521,64,64,0,0
522,17,17,0,0
523,64,64,0,0
524,64,64,0,0
525,50,49,29,41
526,64,64,0,0
527,40,53,13,5
528,64,51,20,0
529,6,6,0,0
530,64,64,0,18
531,64,64,0,0
532,64,64,0,0
533,20,20,0,0
534,0,0,0,28
535,64,64,0,0
536,64,64,0,0
537,64,64,0,0
538,37,37,0,0
539,64,64,0,0
540,17,17,0,0
541,64,64,0,0
542,64,64,0,6
543,44,44,0,17
544,64,64,0,0
545,64,64,0,0
546,64,64,0,0
547,64,64,0,0
548,64,64,0,14
549,64,64,0,0
550,64,64,0,64
551,64,64,0,0
552,64,64,37,0
553,64,64,0,0
554,29,29,0,0
555,19,10,9,7
556,64,64,0,40
557,64,64,0,0
558,64,60,4,0
559,64,64,0,58
560,60,60,0,0
561,64,64,0,0
562,64,64,0,18
563,53,53,0,0
564,58,58,0,0
565,64,64,0,0
566,63,63,0,0
567,43,43,0,0
568,64,64,0,0
569,19,19,0,0
570,64,64,0,5
571,64,64,0,19
572,25,25,0,0
573,51,51,0,2
574,28,27,1,0
575,59,64,5,0
576,11,11,0,28
577,64,64,0,0
578,64,64,0,0
579,64,64,40,0
580,64,64,0,4
581,64,64,0,0
582,28,0,28,36
583,64,64,0,0
584,64,64,0,0
585,54,54,0,0
586,64,64,0,0
587,64,64,0,0
588,64,64,0,0
589,64,64,0,13
590,64,64,0,0
591,64,64,0,0
592,25,25,0,0
593,16,16,0,0
594,64,64,0,0
595,12,12,0,0
596,64,64,0,0
597,64,64,0,0
598,64,64,0,0
599,47,47,0,23
600,9,9,0,0
601,0,0,0,0
602,0,0,0,0
603,64,64,0,0
604,24,24,0,0
605,64,64,0,0
606,64,64,0,0
607,26,26,0,0
608,64,64,0,9
609,64,64,0,22
610,22,38,22,17
611,61,61,0,0
612,46,46,0,0
613,0,0,0,0
614,30,34,4,0
615,29,29,0,0
616,32,32,0,0
617,64,64,0,0
618,56,56,0,0
619,64,64,0,0
620,6,6,0,8
621,64,64,0,0
622,64,64,0,34
623,64,57,22,19
624,53,53,0,0
625,64,64,0,0
626,64,64,0,0
627,56,56,0,0
628,37,37,0,0
629,41,27,28,0
630,50,50,0,0
631,18,18,0,0
632,11,11,0,0
633,9,9,0,2
634,64,64,0,0
635,0,0,0,0
636,64,64,0,28
637,64,64,10,0
638,17,17,0,0
639,64,57,11,0
640,64,64,0,0
641,63,64,32,0
642,64,64,0,0
643,34,34,0,0
644,6,6,0,0
645,19,19,0,0
646,43,43,0,22
647,53,53,0,0
648,64,64,0,3
649,33,33,0,0
650,48,48,0,2
651,64,64,0,0
652,64,64,0,46
653,64,64,0,0
654,63,63,0,0
655,31,31,0,0
656,0,0,0,0
657,7,7,0,0
658,64,64,0,0
659,0,0,0,64
660,64,56,17,31
661,64,64,0,36
662,24,24,0,0
663,54,64,25,0
664,64,64,0,0
665,64,64,0,0
666,64,64,0,26
667,64,64,0,0
668,64,64,0,10
669,60,61,1,0
670,47,47,0,0
671,61,58,6,0
672,64,64,0,0
673,41,41,0,0
674,64,64,0,0
675,26,53,27,0
676,64,64,0,0
677,39,48,24,0
678,63,64,48,0
679,64,64,0,0
680,34,34,0,4
681,64,64,0,0
682,15,15,0,0
683,64,64,0,0
684,58,58,0,0
685,17,17,0,0
686,29,29,0,0
687,51,51,0,12
688,41,41,0,32
689,24,24,0,0
690,64,64,0,0
691,64,64,14,0
692,64,64,0,0
693,64,64,0,0
694,64,64,0,0
695,56,56,0,0
696,12,12,0,0
697,0,0,0,0
698,64,64,20,4
699,51,51,0,19
700,51,51,0,0
701,38,38,0,0
702,64,55,9,23
703,64,64,0,0
704,64,64,0,26
705,64,64,0,0
706,64,64,0,0
707,64,64,0,2
708,53,53,0,0
709,38,38,0,0
710,63,64,6,6
711,0,0,0,0
712,64,64,0,23
713,32,32,0,0
714,54,54,0,0
715,29,20,9,0
716,64,64,0,1
717,64,64,0,0
718,55,55,0,0
719,64,64,0,0
720,64,64,0,0
721,8,8,0,0
722,64,64,29,0
723,64,64,0,0
724,46,46,0,0
725,64,64,0,0
726,0,0,0,0
727,64,64,33,40
728,64,64,0,5
729,64,64,0,0
730,64,64,0,0
731,64,64,0,4
732,47,47,0,0
733,51,51,0,0
734,59,59,0,0
735,64,64,8,0
736,23,23,0,0
737,64,64,0,0
738,64,64,0,0
739,64,64,39,0
740,64,64,0,0
741,21,21,0,0
742,13,11,2,10
743,64,64,17,0
744,30,33,3,17
745,64,64,0,0
746,40,40,0,0
747,0,0,0,15
748,64,64,0,0
749,64,64,0,0
750,64,64,0,0
751,64,64,0,0
752,64,64,0,0
753,64,64,0,6
754,37,37,0,0
755,64,64,3,0
756,64,64,0,0
757,43,43,0,0
758,64,64,0,0
759,64,64,0,0
760,60,60,0,28
761,26,16,18,0
762,64,64,0,0
763,64,64,0,0
764,50,50,0,11
765,64,64,0,15
766,59,64,24,0
767,25,25,0,0
768,21,21,0,0
769,64,64,0,0
770,55,55,0,0
771,56,56,0,0
772,61,61,0,48
773,0,0,0,0
774,59,59,0,13
775,34,34,0,0
776,49,49,0,0
777,60,36,26,0
778,55,55,0,34
779,64,64,0,0
780,26,26,0,10
781,64,64,18,0
782,64,64,0,11
783,42,42,0,0
784,42,42,0,0
785,63,63,0,0
786,57,57,0,0
787,64,64,3,0
788,55,55,0,0
789,64,64,0,0
790,54,54,0,36
791,64,64,10,21
792,64,64,5,0
793,8,8,0,0
794,62,62,0,0
795,64,64,0,10
796,63,63,0,4
797,0,0,0,0
798,64,64,8,0
799,64,64,0,0
800,37,37,0,0
801,17,17,0,0
802,64,64,0,0
803,64,64,0,0
804,11,11,0,2
805,3,3,0,0
806,0,0,0,0
807,64,64,0,0
808,59,59,0,0
809,64,64,5,10
810,64,64,0,0
811,64,64,22,43
812,48,48,0,0
813,63,63,0,0
814,56,56,0,0
815,64,64,0,0
816,0,0,0,8
817,64,64,0,0
818,12,24,14,0
819,45,45,0,0
820,64,64,0,0
821,28,28,0,0
822,61,61,0,15
823,64,64,0,16
824,17,17,0,0
825,56,56,0,0
826,22,22,0,0
827,64,64,0,0
828,3,3,0,0
829,64,64,21,0
830,64,63,9,9
831,27,30,6,2
832,64,64,0,0
833,64,64,0,17
834,3,3,0,0
835,63,63,0,0
836,25,25,3,0
837,64,64,0,0
838,0,0,0,0
839,43,43,0,21
840,64,64,0,39
841,15,15,0,4
842,45,38,18,0
843,60,60,0,0
844,50,50,0,0
845,16,16,0,16
846,54,54,0,18
847,64,64,0,0
848,64,64,0,28
849,64,64,0,19
850,64,64,0,0
851,9,9,0,9
852,64,64,0,0
853,18,20,4,41
854,0,0,0,0
855,41,41,0,17
856,61,61,0,0
857,47,47,0,0
858,64,64,0,0
859,60,60,0,18
860,64,64,0,0
861,7,8,1,0
862,64,64,0,0
863,64,64,0,44
864,64,64,0,0
865,64,64,0,0
866,63,63,0,0
867,64,64,0,0
868,64,64,5,49
869,0,0,0,0
870,32,32,0,0
871,45,45,0,0
872,64,64,42,8
873,24,24,0,0
874,64,64,0,0
875,64,64,0,18
876,0,0,0,0
877,31,36,5,0
878,60,60,0,0
879,36,36,0,0
880,64,64,0,0
881,48,48,0,0
882,56,56,0,0
883,64,64,0,8
884,53,53,0,0
885,64,64,0,0
886,49,49,0,26
887,18,18,0,0
888,0,0,0,0
889,64,64,26,0
890,38,38,0,0
891,64,64,0,0
892,0,0,0,0
893,64,52,12,0
894,40,61,21,24
895,64,64,0,0
896,46,46,0,0
897,12,12,0,12
898,55,55,0,0
899,64,64,0,0
900,36,36,0,0
901,64,64,0,21
902,64,64,0,0
903,64,64,0,1
904,9,9,0,0
905,64,64,0,0
906,27,27,0,0
907,0,0,0,0
908,64,64,10,0
909,64,64,0,0
910,44,31,36,32
911,38,38,0,0
912,64,64,0,5
913,64,64,1,6
914,64,64,0,0
915,8,8,0,13
916,36,36,0,0
917,64,64,0,0
918,64,64,0,0
919,64,64,0,0
920,64,64,0,0
921,43,43,0,0
922,64,64,0,0
923,64,64,27,7
924,25,25,0,0
925,64,64,0,0
926,64,64,0,0
927,64,64,9,6
928,58,58,0,0
929,7,7,0,0
930,29,29,0,0
931,60,60,0,0
932,64,64,0,0
933,45,56,23,0
934,64,64,0,0
935,64,64,0,0
936,64,64,0,0
937,33,33,0,0
938,54,54,0,0
939,26,58,32,0
940,60,60,0,0
941,64,64,7,0
942,64,64,0,18
943,59,59,0,5
944,64,64,0,0
945,63,63,0,0
946,64,64,8,38
947,0,0,0,0
948,0,24,24,0
949,64,64,0,0
950,64,64,5,0
951,45,32,14,0
952,36,38,6,0
953,64,64,0,0
954,62,62,0,0
955,3,3,0,0
956,34,34,0,0
957,48,48,0,0
958,64,64,0,5
959,34,34,0,0
960,0,0,0,0
961,2,2,0,0
962,64,64,0,0
963,64,64,0,0
964,64,64,10,12
965,64,64,0,0
966,0,7,7,0
967,64,64,0,13
968,34,34,0,0
969,64,64,0,0
970,22,22,0,0
971,64,64,0,0
972,64,64,0,0
973,44,44,0,0
974,64,64,0,0
975,64,64,0,0
976,50,30,20,0
977,64,64,0,0
978,64,64,2,0
979,56,56,0,25
980,64,64,0,0
981,5,5,0,0
982,27,27,0,0
983,64,64,1,0
984,32,32,0,0
985,64,64,0,0
986,0,0,0,0
987,64,64,0,8
988,0,0,0,7
989,64,64,0,0
990,64,64,0,0
991,1,5,4,0
992,64,64,0,0
993,63,63,0,0
994,48,48,0,0
995,25,6,19,0
996,64,64,0,0
997,64,59,5,0
998,59,59,0,28
999,64,64,0,0
1000,29,29,0,0
1001,58,58,0,0
1002,63,64,5,0
1003,52,47,23,0
1004,59,59,0,0
1005,64,64,0,0
1006,64,64,0,3
1007,19,19,0,0
1008,64,64,15,35
1009,64,64,0,0
1010,2,2,0,0
1011,64,64,0,0
1012,33,33,0,0
1013,64,64,0,34
1014,48,48,0,8
1015,64,64,0,6
1016,18,18,0,0
1017,43,43,0,0
1018,64,64,0,0
1019,64,64,0,0
1020,64,64,0,1
1021,64,64,0,0
1022,61,61,0,0
1023,47,47,3,16
1024,37,37,0,21
1025,64,64,0,10
1026,64,64,0,0
1027,42,42,0,17
1028,64,64,0,0
1029,64,64,2,0
1030,42,42,0,0
1031,52,52,0,0
1032,64,64,0,0
1033,64,64,21,19
1034,64,64,0,0
1035,30,30,0,0
1036,64,64,0,0
1037,32,32,0,0
1038,62,62,0,17
1039,64,64,0,11
1040,20,22,5,0
1041,1,1,0,0
1042,64,64,0,0
1043,49,26,25,22
1044,64,64,0,0
1045,28,28,0,0
1046,22,22,0,0
1047,64,64,0,0
1048,64,64,0,0
1049,64,64,0,0
1050,41,41,0,0
1051,64,64,10,0
1052,46,46,0,12
1053,64,64,0,17
1054,64,64,0,0
1055,64,64,0,0
1056,64,23,41,0
1057,58,62,36,0
1058,13,13,0,0
1059,64,64,0,0
1060,0,0,0,0
1061,47,34,22,0
1062,0,0,0,0
1063,64,64,0,26
1064,24,24,0,9
1065,59,59,0,28
1066,44,44,0,0
1067,64,64,15,0
1068,61,61,0,0
1069,17,17,0,0
1070,46,46,0,0
1071,64,64,0,2
1072,64,64,0,0
1073,64,64,0,0
1074,64,64,0,0
1075,48,48,0,0
1076,40,40,0,0
1077,64,64,0,0
1078,38,41,11,0
1079,64,64,0,0
1080,35,35,0,14
1081,64,64,0,0
1082,64,64,0,0
1083,56,56,0,28
1084,55,55,0,0
1085,63,63,0,0
1086,53,53,0,9
1087,0,42,42,0
1088,64,64,0,17
1089,64,64,0,7
1090,64,64,0,0
1091,64,64,0,0
1092,48,48,0,0
1093,62,62,0,27
1094,27,26,7,0
1095,63,63,0,0
1096,64,64,0,0
1097,46,50,15,0
1098,60,60,0,0
1099,64,64,0,0
1100,64,64,56,0
1101,47,3,45,14
1102,64,64,0,0
1103,64,64,7,0
1104,5,5,0,0
1105,64,64,0,0
1106,64,64,0,0
1107,28,36,8,0
1108,60,60,0,7
1109,64,64,0,9
1110,64,64,0,0
1111,44,44,0,22
1112,64,64,0,0
1113,64,64,0,16
1114,64,64,0,22
1115,64,64,0,0
1116,56,56,0,0
1117,0,0,0,0
1118,58,58,0,0
1119,5,7,2,0
1120,64,64,0,0
1121,0,0,0,0
1122,64,64,0,47
1123,64,64,0,3
1124,64,64,0,0
1125,64,64,0,0
1126,57,57,0,0
1127,34,34,0,0
1128,54,54,0,0
1129,40,42,15,0
1130,9,9,0,2
1131,29,40,25,0
1132,64,64,0,0
1133,60,60,3,23
1134,64,64,0,0
1135,55,55,0,0
1136,28,28,16,14
1137,64,64,0,0
1138,64,64,0,0
1139,0,0,0,0
1140,0,0,0,0
1141,54,54,0,0
1142,27,25,2,0
1143,64,64,0,0
1144,64,64,0,0
1145,64,64,0,5
1146,64,64,0,0
1147,64,64,0,0
1148,64,64,0,1
1149,64,64,0,0
1150,34,34,0,0
1151,37,43,6,4
1152,29,29,0,14
1153,64,64,0,0
1154,64,64,0,14
1155,62,64,11,6
1156,57,57,0,0
1157,20,20,0,14
1158,64,64,0,8
1159,64,64,0,4
1160,30,30,0,0
1161,17,17,0,0
1162,58,58,0,0
1163,64,64,0,22
1164,64,64,0,0
1165,64,64,5,0
1166,64,64,0,0
1167,26,34,8,0
1168,64,64,0,0
1169,64,64,16,1
1170,64,64,0,0
1171,53,53,0,6
1172,9,10,1,0
1173,64,64,0,0
1174,64,64,0,0
1175,48,48,0,0
1176,64,64,0,0
1177,64,64,0,2
1178,64,64,0,0
1179,64,64,0,0
1180,56,56,0,22
1181,34,42,20,0
1182,64,64,0,0
1183,60,60,0,0
1184,55,55,0,8
1185,64,64,0,0
1186,64,64,0,25
1187,39,39,0,0
1188,64,64,0,0
1189,32,32,0,0
1190,29,29,0,0
1191,64,64,0,0
1192,64,64,0,29
1193,8,33,25,0
1194,48,38,10,0
1195,64,64,0,0
1196,0,0,0,0
1197,64,64,0,0
1198,64,64,0,0
1199,57,57,6,6
1200,64,64,0,0
1201,43,43,0,29
1202,61,61,0,4
1203,64,64,0,0
1204,15,15,0,0
1205,64,64,0,34
1206,46,6,40,0
1207,64,64,0,0
1208,40,40,0,0
1209,20,20,0,0
1210,57,62,5,0
1211,42,42,0,0
1212,63,63,0,0
1213,64,64,0,0
1214,46,46,0,5
1215,64,38,28,0
1216,3,3,0,3
1217,54,54,0,3
1218,64,64,0,0
1219,64,64,0,0
1220,62,62,0,0
1221,64,64,0,6
1222,16,16,0,0
1223,64,54,46,0
1224,64,64,0,17
1225,64,64,0,0
1226,64,64,0,0
1227,64,64,7,0
1228,0,0,0,0
1229,64,64,0,0
1230,62,62,0,21
1231,64,64,0,7
1232,64,64,0,0
1233,62,62,0,0
1234,64,64,0,0
1235,38,38,0,0
1236,64,64,0,0
1237,64,52,13,0
1238,36,11,25,0
1239,64,64,0,0
1240,64,64,10,0
1241,64,64,0,0
1242,64,64,0,31
1243,64,64,0,0
1244,13,13,0,3
1245,28,28,0,0
1246,64,64,0,0
1247,60,60,0,4
1248,49,49,0,0
1249,64,64,0,22
1250,64,64,0,0
1251,60,60,0,0
1252,64,64,47,45
1253,0,0,0,0
1254,62,62,0,0
1255,26,26,2,0
1256,64,64,0,13
1257,64,64,0,10
1258,30,30,0,40
1259,62,62,0,2
1260,64,64,20,0
1261,64,64,0,0
1262,64,64,0,0
1263,64,64,0,0
1264,64,64,0,0
1265,64,40,30,0
1266,22,22,0,0
1267,64,64,0,0
1268,64,64,0,27
1269,64,64,0,15
1270,36,36,0,0
1271,64,64,0,6
1272,64,64,0,0
1273,64,64,0,9
1274,64,64,0,0
1275,11,11,0,0
1276,64,64,0,0
1277,0,8,8,0
1278,64,64,0,0
1279,34,34,0,0
1280,64,64,0,0
1281,64,64,0,18
1282,64,64,0,0
1283,4,4,0,0
1284,23,45,24,0
1285,36,43,15,0
1286,64,64,0,0
1287,62,61,1,0
1288,0,29,29,0
1289,64,64,0,30
1290,41,41,0,0
1291,48,48,0,16
1292,35,35,0,23
1293,64,64,0,0
1294,56,56,0,0
1295,64,64,10,0
1296,64,64,0,0
1297,64,64,0,0
1298,64,64,0,1
1299,64,64,0,0
1300,0,0,0,0
1301,0,0,0,0
1302,64,64,0,0
1303,64,64,0,0
1304,64,64,0,0
1305,64,64,0,0
1306,54,54,0,0
1307,64,64,0,26
1308,6,6,0,0
1309,64,64,0,0
1310,61,61,0,0
1311,22,22,0,24
1312,0,0,0,0
1313,5,5,0,0
1314,64,64,0,0
1315,63,63,0,0
1316,54,54,0,0
1317,64,64,0,38
1318,4,4,0,0
1319,10,10,0,0
1320,64,64,0,0
1321,34,34,0,21
1322,64,64,0,0
1323,64,64,0,0
1324,64,64,8,8
1325,0,0,0,0
1326,50,50,0,10
1327,64,64,0,5
1328,64,64,0,0
1329,64,64,0,0
1330,64,64,0,0
1331,64,64,0,0
1332,64,64,0,0
1333,27,27,0,0
1334,60,64,16,2
1335,48,48,0,0
1336,30,30,0,0
1337,64,64,0,0
1338,64,64,0,28
1339,64,64,0,0
1340,52,59,25,0
1341,64,64,0,0
1342,50,46,10,0
1343,64,64,0,0
1344,58,55,4,4
1345,0,0,0,0
1346,46,46,0,0
1347,57,57,0,0
1348,64,64,0,26
1349,63,63,0,0
1350,64,64,0,0
1351,64,64,0,0
1352,64,64,0,0
1353,54,54,0,0
1354,39,39,0,0
1355,64,64,0,0
1356,64,64,0,0
1357,59,59,0,14
