id,n_genes,gene_edges,morph_edges,n_blocks,hard,muscle,sensor,digestive,largest,connected,dev_ns
48,14,7,30,9,0,9,0,0,9,1,469125
49,12,2,14,24,24,0,0,0,24,1,366750
50,3,0,4,64,0,49,0,15,64,1,71792
51,13,4,20,64,0,35,29,0,64,1,417625
52,10,6,21,59,9,17,0,33,59,1,280167
53,6,4,5,64,46,18,0,0,64,1,156000
54,5,1,6,64,58,0,6,0,64,1,103000
55,9,3,12,64,0,0,44,20,64,1,242833
56,10,8,17,56,51,2,3,0,56,1,281625
57,5,1,6,64,0,0,64,0,64,1,106583
58,6,3,14,27,21,0,0,6,27,1,155333
59,5,1,8,64,36,0,0,28,64,1,103084
60,11,7,14,28,0,0,28,0,28,1,325625
61,10,2,17,52,18,0,31,3,52,1,278666
62,11,6,21,64,0,0,0,64,64,1,336750
63,10,8,18,64,10,39,13,2,64,1,294541
64,5,4,7,64,0,32,24,8,64,1,104666
65,9,0,6,64,52,12,0,0,64,1,239250
66,8,4,8,64,0,0,38,26,64,1,204000
67,5,2,15,61,46,15,0,0,61,1,114750
68,9,1,12,64,0,32,0,32,64,1,245708
69,5,1,11,34,14,6,0,14,34,1,107583
70,6,0,10,64,23,13,28,0,64,1,150083
71,9,7,13,63,44,0,19,0,63,1,245375
72,4,2,5,64,0,0,21,43,64,1,90708
73,7,3,12,64,50,0,0,14,64,1,188333
74,4,0,1,0,0,0,0,0,0,0,84625
75,4,0,5,62,42,20,0,0,62,1,87000
76,8,6,16,64,0,34,0,30,64,1,219000
77,4,1,7,64,51,12,1,0,64,1,87250
78,13,7,23,48,7,18,22,1,48,1,438791
79,7,1,6,64,53,0,0,11,64,1,179333
80,7,0,14,14,0,12,2,0,13,0,185291
81,11,3,21,42,0,38,0,4,42,1,320750
82,11,6,11,29,0,0,28,1,29,1,361584
83,9,2,10,49,2,33,0,14,49,1,249542
84,8,5,12,64,30,0,34,0,64,1,204083
85,6,2,14,64,0,0,50,14,64,1,158166
86,8,8,13,49,42,0,0,7,49,1,203916
87,7,3,5,0,0,0,0,0,0,0,180208
88,13,11,16,52,52,0,0,0,52,1,447250
89,7,3,10,64,0,59,0,5,64,1,196791
90,12,8,20,64,0,0,64,0,64,1,385458
91,12,7,15,64,64,0,0,0,64,1,376667
92,6,2,14,64,2,0,15,47,64,1,158208
93,12,7,15,64,14,49,1,0,64,1,381458
94,7,2,10,41,41,0,0,0,41,1,180459
95,4,1,4,64,46,0,10,8,64,1,87458
96,12,4,20,64,0,0,56,8,64,1,377833
97,5,3,7,64,6,0,0,58,64,1,107375
98,7,3,7,64,22,0,31,11,64,1,198834
99,7,2,10,33,22,0,11,0,33,1,177459
100,15,14,15,38,0,17,21,0,37,0,543458
101,15,12,17,64,64,0,0,0,64,1,519875
102,8,3,10,64,43,8,13,0,64,1,203208
103,13,9,20,29,0,16,13,0,28,0,422334
104,7,3,15,64,14,2,46,2,64,1,182416
105,7,1,12,64,12,0,43,9,64,1,182250
106,6,1,8,64,0,0,64,0,64,1,147708
107,8,5,13,9,1,0,2,6,7,0,218958
108,7,2,13,64,21,0,28,15,64,1,182833
109,7,4,14,64,64,0,0,0,64,1,171875
110,12,6,22,64,4,35,24,1,64,1,363292
111,5,2,5,60,30,30,0,0,60,1,101417
112,6,1,12,43,2,10,31,0,43,1,147708
113,6,3,10,59,46,0,13,0,59,1,183167
114,9,6,15,64,64,0,0,0,64,1,235000
115,8,3,13,56,0,32,0,24,56,1,204792
116,11,5,15,64,0,63,1,0,64,1,326708
117,11,5,14,43,43,0,0,0,43,1,324833
118,8,1,11,64,64,0,0,0,64,1,212500
119,8,1,7,64,38,18,8,0,64,1,203875
120,6,3,14,64,64,0,0,0,64,1,179500
121,3,1,4,31,0,31,0,0,31,1,68917
122,5,2,7,64,0,0,0,64,64,1,108292
123,6,4,9,64,14,0,0,50,64,1,188083
124,6,0,17,64,14,14,36,0,64,1,175250
125,10,4,11,64,0,53,0,11,64,1,278625
126,12,8,19,64,19,22,23,0,64,1,374250
127,3,0,6,64,64,0,0,0,64,1,69875
128,7,1,9,64,60,0,0,4,64,1,185958
129,14,10,17,64,3,0,0,61,64,1,469375
130,5,0,6,64,17,25,0,22,64,1,105542
131,10,4,21,64,64,0,0,0,64,1,294958
132,4,3,5,64,56,0,8,0,64,1,84750
133,12,8,15,0,0,0,0,0,0,0,390541
134,8,5,17,64,0,0,64,0,64,1,240791
135,6,1,6,64,0,0,64,0,64,1,178041
136,12,7,14,64,0,0,0,64,64,1,386708
137,10,1,15,18,0,13,0,5,18,1,282375
138,7,4,9,64,64,0,0,0,64,1,186333
139,10,5,14,64,36,19,3,6,64,1,275542
140,7,4,15,0,0,0,0,0,0,0,180208
141,14,15,21,64,8,56,0,0,64,1,469500
142,12,14,14,64,7,6,50,1,64,1,365875
143,5,1,9,1,0,0,1,0,1,1,111083
144,6,3,10,64,64,0,0,0,64,1,196791
145,6,1,12,64,0,8,56,0,64,1,182083
146,14,10,24,64,0,64,0,0,64,1,465958
147,10,7,18,49,9,0,0,40,49,1,287417
148,2,0,2,64,0,0,0,64,64,1,74750
149,10,2,10,38,27,11,0,0,38,1,275959
150,8,2,10,5,0,0,5,0,3,0,207166
151,14,10,29,64,64,0,0,0,64,1,446792
152,8,2,7,64,0,0,20,44,64,1,205583
153,5,1,9,55,3,0,0,52,55,1,113917
154,13,4,27,64,44,20,0,0,64,1,409875
155,7,0,15,64,0,0,0,64,64,1,180208
156,3,1,2,12,0,0,0,12,3,0,67000
157,8,1,9,64,26,0,38,0,64,1,203667
158,7,4,9,64,13,5,0,46,64,1,196083
159,8,5,16,64,2,14,48,0,64,1,198167
160,4,0,6,64,0,28,36,0,64,1,85833
161,11,7,18,64,30,0,0,34,64,1,327500
162,7,2,10,64,0,64,0,0,64,1,177291
163,5,2,10,64,0,8,3,53,64,1,108084
164,5,3,9,63,63,0,0,0,63,1,105500
165,9,1,8,27,0,2,25,0,27,1,239500
166,5,2,11,56,8,20,2,26,56,1,100583
167,9,6,18,16,0,0,0,16,16,1,253167
168,11,8,17,50,34,8,8,0,50,1,326084
169,3,1,8,34,0,0,0,34,34,1,70375
170,6,4,9,36,1,15,20,0,36,1,182292
171,9,5,9,64,28,36,0,0,64,1,228500
172,4,0,7,64,0,0,64,0,64,1,84708
173,7,1,15,19,6,0,13,0,19,1,193667
174,10,4,13,64,0,0,64,0,64,1,275583
175,4,0,6,46,4,42,0,0,46,1,91708
176,7,3,12,64,0,0,41,23,64,1,175750
177,7,5,12,64,50,14,0,0,64,1,178625
178,7,3,13,64,64,0,0,0,64,1,195875
179,11,5,15,64,10,0,42,12,64,1,341375
180,8,4,14,64,0,7,57,0,64,1,223875
181,6,2,8,62,0,0,0,62,62,1,190292
182,7,1,10,64,23,0,41,0,64,1,183875
183,3,0,5,43,27,0,0,16,43,1,76125
184,6,2,8,29,0,0,29,0,29,1,175625
185,6,2,10,64,0,45,19,0,64,1,177750
186,10,3,17,63,48,0,15,0,63,1,277083
187,8,4,8,18,6,12,0,0,18,1,204333
188,5,2,7,64,21,2,41,0,64,1,112084
189,4,2,6,61,37,3,21,0,61,1,84791
190,5,0,8,64,64,0,0,0,64,1,105459
191,5,4,11,60,59,1,0,0,60,1,101292
192,13,12,19,58,0,6,5,47,58,1,458667
193,6,0,8,0,0,0,0,0,0,0,187541
194,9,5,8,64,30,0,0,34,64,1,239667
195,12,2,17,60,60,0,0,0,60,1,382583
196,14,4,18,0,0,0,0,0,0,0,471750
197,8,3,11,63,2,23,23,15,63,1,203416
198,13,11,17,64,1,45,10,8,64,1,422375
199,4,0,11,64,0,0,0,64,64,1,81875
200,6,2,11,45,0,45,0,0,45,1,187792
201,5,0,4,40,0,12,22,6,40,1,101125
202,11,6,19,64,60,4,0,0,64,1,331875
203,5,0,8,64,2,0,0,62,64,1,107000
204,7,2,7,55,18,0,37,0,55,1,172291
205,8,2,17,64,2,0,0,62,64,1,203875
206,7,2,10,64,25,0,14,25,64,1,190500
207,7,2,14,38,8,30,0,0,38,1,172041
208,4,0,5,64,0,64,0,0,64,1,84583
209,7,2,14,64,22,0,0,42,64,1,172459
210,7,2,9,49,42,7,0,0,49,1,177958
211,10,4,15,49,15,34,0,0,49,1,287833
212,7,3,10,0,0,0,0,0,0,0,172417
213,10,4,12,63,63,0,0,0,63,1,275625
214,3,0,3,64,48,16,0,0,64,1,67167
215,11,6,18,45,24,21,0,0,45,1,316792
216,13,10,24,64,23,41,0,0,64,1,437875
217,6,4,11,33,4,18,0,11,33,1,171292
218,10,2,14,0,0,0,0,0,0,0,274625
219,11,5,14,64,39,25,0,0,64,1,312333
220,7,2,4,64,0,0,0,64,64,1,177833
221,10,5,20,64,0,0,41,23,64,1,285417
222,6,3,8,64,0,0,39,25,64,1,176000
223,16,13,31,64,0,0,0,64,64,1,592916
224,4,2,8,47,12,26,9,0,47,1,84750
225,9,3,10,64,64,0,0,0,64,1,238000
226,7,0,17,64,0,1,26,37,64,1,186125
227,12,11,18,63,1,62,0,0,63,1,378916
228,9,3,17,64,0,64,0,0,64,1,237958
229,9,6,21,58,0,54,0,4,58,1,235083
230,7,1,12,7,0,7,0,0,7,1,177167
231,8,2,14,55,0,23,0,32,55,1,203875
232,7,2,14,49,15,24,10,0,49,1,177292
233,9,3,18,64,0,32,0,32,64,1,235791
234,4,0,5,64,51,0,0,13,64,1,83333
235,7,4,7,64,6,0,48,10,64,1,178625
236,9,3,13,64,60,0,4,0,64,1,247791
237,8,2,14,64,0,0,64,0,64,1,203834
238,5,1,5,52,48,4,0,0,52,1,103458
239,6,1,9,62,12,47,0,3,62,1,175167
240,6,0,10,64,58,6,0,0,64,1,182334
241,10,6,9,64,0,27,0,37,64,1,279041
242,9,5,13,31,0,10,21,0,31,1,238583
243,7,4,15,64,15,0,6,43,64,1,179417
244,6,2,9,64,60,4,0,0,64,1,182959
245,7,3,16,64,0,16,48,0,64,1,193541
246,5,4,7,37,11,26,0,0,37,1,112583
247,5,3,8,64,39,0,25,0,64,1,112708
248,8,4,9,56,5,51,0,0,56,1,214209
249,8,5,12,49,29,20,0,0,49,1,208375
250,4,1,7,64,0,41,0,23,64,1,85042
251,5,1,7,50,0,0,21,29,50,1,105167
252,7,4,18,64,64,0,0,0,64,1,176375
253,9,8,13,64,0,64,0,0,64,1,229209
254,9,4,14,64,16,0,19,29,64,1,242000
255,6,0,13,64,14,50,0,0,64,1,170500
256,9,6,19,61,0,0,60,1,61,1,228750
257,7,1,10,0,0,0,0,0,0,0,172000
258,11,9,16,50,0,0,50,0,50,1,315958
259,7,1,11,42,0,37,0,5,42,1,184792
260,12,8,18,64,20,44,0,0,64,1,362709
261,5,0,9,64,36,0,0,28,64,1,100708
262,8,5,10,53,0,53,0,0,53,1,198292
263,8,4,13,43,0,34,9,0,43,1,198292
264,12,12,25,64,26,0,23,15,64,1,356208
265,6,1,7,46,39,7,0,0,46,1,170250
266,11,7,20,64,8,0,32,24,64,1,312709
267,8,2,12,32,0,29,3,0,29,0,198292
268,7,4,6,58,38,0,0,20,58,1,179125
269,4,0,5,64,58,6,0,0,64,1,88208
270,5,3,10,16,7,0,9,0,16,1,107459
271,11,9,16,64,0,61,3,0,64,1,346375
272,13,6,19,64,3,16,45,0,64,1,453750
273,4,1,8,57,48,0,0,9,57,1,84708
274,6,2,13,64,0,47,17,0,64,1,186292
275,4,0,7,64,0,0,64,0,64,1,89709
276,7,3,8,22,22,0,0,0,22,1,182333
277,7,2,12,64,0,0,26,38,64,1,185667
278,6,2,14,64,45,13,6,0,64,1,171042
279,3,0,4,64,0,0,64,0,64,1,71166
280,4,2,9,64,16,0,48,0,64,1,86583
281,10,4,19,49,36,9,4,0,48,0,291916
282,4,1,6,0,0,0,0,0,0,0,84417
283,10,7,18,58,55,0,3,0,58,1,295000
284,9,4,18,58,34,0,0,24,58,1,242000
285,8,3,13,35,35,0,0,0,35,1,217292
286,7,3,6,13,13,0,0,0,13,1,172125
287,5,1,8,64,0,54,0,10,64,1,111833
288,12,11,14,64,9,55,0,0,64,1,359875
289,6,0,11,64,33,21,10,0,64,1,170333
290,7,1,7,6,0,0,0,6,6,1,177083
291,5,3,9,64,0,0,0,64,64,1,108208
292,8,5,14,64,0,64,0,0,64,1,215166
293,8,6,12,64,0,0,0,64,64,1,198291
294,12,4,23,64,0,64,0,0,64,1,359875
295,10,4,17,64,24,31,2,7,64,1,267375
296,5,0,6,64,0,64,0,0,64,1,100708
297,4,0,8,64,2,5,25,32,64,1,81084
298,4,0,8,58,0,0,0,58,58,1,81041
299,10,4,10,0,0,0,0,0,0,0,289917
300,8,3,13,13,0,13,0,0,13,1,207959
301,6,2,10,64,0,0,28,36,64,1,170417
302,4,1,12,62,0,0,32,30,62,1,84458
303,3,0,5,31,0,31,0,0,31,1,67041
304,10,5,13,27,14,0,9,4,18,0,267750
305,8,5,13,64,26,38,0,0,64,1,202083
306,9,5,16,59,0,0,0,59,59,1,249458
307,10,7,20,64,0,58,6,0,64,1,282125
308,8,1,10,64,51,0,0,13,64,1,198334
309,4,1,5,0,0,0,0,0,0,0,81125
310,4,1,7,44,0,33,0,11,44,1,81083
311,8,6,10,23,23,0,0,0,23,1,206834
312,10,4,16,53,0,15,19,19,53,1,279166
313,9,14,14,64,2,62,0,0,64,1,238708
314,5,4,8,43,43,0,0,0,43,1,103584
315,9,7,13,64,0,64,0,0,64,1,235000
316,8,3,17,64,26,21,0,17,64,1,205542
317,11,8,13,64,46,0,4,14,64,1,327958
318,11,4,19,48,17,15,0,16,33,0,320834
319,10,5,22,63,31,1,5,26,63,1,282000
320,9,4,15,64,24,40,0,0,64,1,238458
321,9,3,20,41,38,3,0,0,41,1,235042
322,6,3,8,64,64,0,0,0,64,1,175166
323,10,7,17,51,1,0,50,0,51,1,287542
324,9,8,12,0,0,0,0,0,0,0,235042
325,8,4,11,63,23,0,40,0,63,1,204083
326,5,0,9,41,0,24,0,17,41,1,103542
327,10,6,15,49,0,0,17,32,49,1,280458
328,11,3,16,6,6,0,0,0,5,0,324292
329,12,3,21,64,0,64,0,0,64,1,391959
330,1,0,3,64,0,0,64,0,64,1,62709
331,5,1,8,64,24,40,0,0,64,1,103542
332,5,1,10,64,35,29,0,0,64,1,107042
333,10,10,10,64,31,7,0,26,64,1,278500
334,8,5,11,2,0,2,0,0,2,1,211417
335,5,4,8,64,0,32,32,0,64,1,103334
336,9,4,15,59,0,0,0,59,59,1,235000
337,10,5,22,64,64,0,0,0,64,1,274834
338,11,7,14,64,2,0,62,0,64,1,324333
339,5,0,8,63,0,0,63,0,63,1,103375
340,9,3,16,64,23,12,0,29,64,1,235000
341,10,8,14,36,13,14,0,9,36,1,274833
342,10,4,14,64,64,0,0,0,64,1,274834
343,11,7,17,0,0,0,0,0,0,0,324458
344,10,5,10,64,9,36,0,19,64,1,274917
345,4,0,6,64,64,0,0,0,64,1,83208
346,9,5,9,41,0,36,0,5,41,1,234958
347,7,1,12,64,15,49,0,0,64,1,180500
348,11,8,14,63,45,18,0,0,63,1,324458
349,7,0,11,64,43,21,0,0,64,1,176708
350,7,3,6,60,14,0,0,46,60,1,188500
351,11,8,24,64,10,45,9,0,64,1,324334
352,4,2,14,47,44,3,0,0,47,1,83292
353,10,4,15,63,36,27,0,0,63,1,274834
354,8,0,14,34,0,0,34,0,34,1,203708
355,8,3,14,34,32,0,0,2,34,1,214833
356,6,2,11,62,21,0,35,6,62,1,175084
357,7,0,9,45,43,2,0,0,45,1,180375
358,6,1,11,53,0,0,41,12,53,1,175000
359,6,2,11,0,0,0,0,0,0,0,175083
360,9,3,17,64,19,39,0,6,64,1,246333
361,3,0,5,64,0,64,0,0,64,1,68833
362,6,4,9,64,0,0,0,64,64,1,174958
363,10,4,13,64,13,37,14,0,64,1,275125
364,8,6,13,64,0,64,0,0,64,1,207375
365,11,11,19,64,19,0,0,45,64,1,320875
366,1,0,1,64,0,0,0,64,64,1,62708
367,10,8,19,64,56,0,8,0,64,1,278417
368,9,1,15,64,19,0,45,0,64,1,235000
369,13,9,19,55,42,4,9,0,55,1,419916
370,10,8,9,64,14,50,0,0,64,1,274792
371,7,1,15,37,7,13,17,0,37,1,176917
372,6,2,12,3,0,0,0,3,3,1,178666
373,10,2,11,64,49,15,0,0,64,1,278459
374,7,5,12,64,0,0,52,12,64,1,176833
375,8,8,9,0,0,0,0,0,0,0,230167
376,8,7,12,10,0,5,5,0,10,1,203875
377,7,3,11,64,59,0,0,5,64,1,183667
378,7,2,13,64,14,50,0,0,64,1,176791
379,12,6,19,49,26,8,0,15,49,1,366500
380,14,9,27,64,40,3,4,17,64,1,465250
381,5,0,10,24,0,0,4,20,20,0,103500
382,7,4,11,64,14,0,15,35,64,1,180458
383,8,2,12,64,52,12,0,0,64,1,204000
384,7,2,15,28,14,0,0,14,28,1,176875
385,4,1,1,64,0,0,0,64,64,1,87709
386,6,3,12,64,0,19,40,5,64,1,175166
387,8,3,12,64,0,41,0,23,64,1,207125
388,8,2,10,64,0,47,17,0,64,1,203750
389,11,4,17,16,0,16,0,0,16,1,324417
390,5,6,13,64,34,30,0,0,64,1,103542
391,8,5,11,22,22,0,0,0,22,1,203875
392,8,5,10,64,13,31,1,19,64,1,207459
393,8,6,9,36,36,0,0,0,36,1,203833
394,7,2,9,64,35,29,0,0,64,1,176791
395,11,3,23,39,10,1,0,28,39,1,325000
396,6,2,7,64,28,36,0,0,64,1,175250
397,10,9,17,57,0,8,1,48,57,1,278333
398,12,10,19,64,2,62,0,0,64,1,368917
399,13,6,23,64,58,6,0,0,64,1,417042
400,3,1,4,64,18,46,0,0,64,1,69042
401,10,4,19,0,0,0,0,0,0,0,274958
402,7,5,13,64,0,56,0,8,64,1,177042
403,6,0,10,61,0,1,0,60,61,1,175375
404,10,4,13,64,25,36,3,0,64,1,275041
405,8,3,13,64,40,0,24,0,64,1,207291
406,9,3,13,64,0,17,33,14,64,1,235000
407,11,6,21,64,22,0,13,29,64,1,324500
408,11,8,19,64,64,0,0,0,64,1,320791
409,10,8,15,46,0,0,13,33,46,1,278708
410,6,1,18,64,46,0,0,18,64,1,178417
411,8,3,12,56,30,15,0,11,56,1,203958
412,11,5,12,64,0,24,40,0,64,1,322542
413,3,0,4,64,15,0,49,0,64,1,86416
414,7,5,15,64,29,35,0,0,64,1,183416
415,11,7,14,21,0,0,5,16,21,1,330875
416,3,1,4,64,10,50,4,0,64,1,69917
417,14,12,20,42,0,0,0,42,42,1,466250
418,13,12,14,64,10,44,10,0,64,1,420625
419,8,5,19,11,0,2,9,0,9,0,209167
420,7,0,8,64,0,0,64,0,64,1,196375
421,12,9,17,64,0,64,0,0,64,1,360541
422,4,2,2,64,0,0,64,0,64,1,88959
423,12,10,23,64,9,28,14,13,64,1,356334
424,11,10,15,7,5,2,0,0,7,1,315667
425,8,1,13,64,16,0,48,0,64,1,202500
426,11,9,15,47,0,47,0,0,47,1,312250
427,7,1,13,24,21,0,0,3,24,1,172042
428,8,3,10,31,4,0,27,0,31,1,198333
429,6,2,11,64,6,0,20,38,64,1,170417
430,10,4,9,51,37,14,0,0,51,1,268542
431,11,4,20,0,0,0,0,0,0,0,328708
432,4,0,8,44,26,18,0,0,44,1,81000
433,9,6,17,64,10,0,54,0,64,1,233708
434,4,1,5,64,62,2,0,0,64,1,81041
435,8,1,18,50,22,0,28,0,50,1,201667
436,12,14,20,3,2,0,0,1,2,0,359834
437,11,8,16,27,0,0,0,27,27,1,311875
438,6,1,7,64,0,64,0,0,64,1,170416
439,6,1,11,59,59,0,0,0,59,1,170292
440,13,10,16,39,29,0,8,2,39,1,416333
441,8,9,9,64,35,0,4,25,64,1,198500
442,6,3,11,56,56,0,0,0,56,1,173625
443,11,6,18,64,0,0,64,0,64,1,326542
444,7,3,13,0,0,0,0,0,0,0,175625
445,9,3,13,45,17,0,28,0,45,1,241667
446,8,6,15,64,0,60,2,2,64,1,198375
447,13,6,27,64,0,0,27,37,64,1,408959
448,8,2,21,64,7,57,0,0,64,1,198208
449,5,2,10,62,0,34,17,11,62,1,100708
450,4,0,9,64,0,0,39,25,64,1,84375
451,13,11,18,64,1,29,18,16,64,1,409167
452,13,7,17,41,29,0,12,0,41,1,411667
453,10,6,17,56,37,0,19,0,56,1,274916
454,9,5,18,11,11,0,0,0,11,1,244875
455,4,0,9,64,25,0,0,39,64,1,84583
456,13,8,20,63,0,0,58,5,63,1,424375
457,6,1,7,14,14,0,0,0,14,1,177917
458,16,18,21,12,2,10,0,0,12,1,587791
459,4,0,9,64,16,0,0,48,64,1,87041
460,6,3,9,10,0,10,0,0,10,1,177625
461,4,0,8,64,1,0,60,3,64,1,86250
462,11,6,16,64,36,28,0,0,64,1,342375
463,4,0,7,64,39,25,0,0,64,1,84458
464,7,2,13,12,0,0,12,0,12,1,179833
465,13,8,22,64,0,0,64,0,64,1,423458
466,8,6,15,64,64,0,0,0,64,1,219917
467,7,6,14,34,0,34,0,0,34,1,176834
468,9,2,13,64,24,0,15,25,64,1,235083
469,11,7,19,7,7,0,0,0,7,1,322000
470,6,1,13,62,18,32,0,12,62,1,175250
471,8,3,14,44,26,3,15,0,29,0,204292
472,8,5,9,25,7,18,0,0,25,1,215500
473,14,11,22,44,1,7,36,0,44,1,459916
474,7,0,15,62,1,0,29,32,62,1,190417
475,7,4,14,36,19,0,2,15,36,1,179459
476,7,2,11,64,0,0,58,6,64,1,179416
477,6,2,13,64,30,1,33,0,64,1,177667
478,14,9,23,64,0,0,64,0,64,1,465708
479,9,8,12,60,39,21,0,0,60,1,238458
480,9,8,15,64,19,23,0,22,64,1,238292
481,8,1,16,0,0,0,0,0,0,0,206834
482,9,7,15,15,0,0,10,5,15,1,244084
483,4,1,4,64,0,64,0,0,64,1,84458
484,6,3,8,64,1,19,39,5,64,1,177750
485,6,0,12,45,0,29,16,0,45,1,177708
486,6,5,9,64,32,32,0,0,64,1,177791
487,4,0,6,44,17,27,0,0,44,1,84750
488,5,2,14,42,0,42,0,0,42,1,105125
489,8,3,10,64,0,57,0,7,64,1,207084
490,10,3,22,64,22,15,0,27,64,1,278875
491,5,0,10,64,0,0,64,0,64,1,104917
492,9,5,14,10,0,0,0,10,10,1,244459
493,4,1,6,54,51,0,0,3,54,1,87084
494,5,2,3,64,0,0,0,64,64,1,125917
495,11,3,16,50,0,3,47,0,50,1,338875
496,7,2,15,42,0,0,42,0,42,1,181750
497,7,4,9,16,8,0,8,0,8,0,179875
498,9,4,10,50,0,50,0,0,50,1,244209
499,10,7,11,56,28,0,0,28,56,1,280041
500,9,6,11,0,0,0,0,0,0,0,239125
501,5,2,11,60,0,50,10,0,60,1,106083
502,7,5,8,64,50,0,0,14,64,1,182625
503,7,2,15,0,0,0,0,0,0,0,179375
504,8,3,18,17,17,0,0,0,17,1,207084
505,9,6,8,64,16,24,11,13,64,1,239250
506,7,4,11,55,0,0,40,15,55,1,179792
507,8,2,12,64,4,60,0,0,64,1,206959
508,9,4,16,64,60,0,4,0,64,1,230917
509,6,3,9,30,0,0,30,0,30,1,170792
510,10,6,17,26,0,0,26,0,26,1,267583
511,10,8,21,39,28,0,0,11,39,1,267500
512,5,1,9,64,33,0,0,31,64,1,101000
513,10,6,16,64,37,0,27,0,64,1,267541
514,7,1,9,0,0,0,0,0,0,0,172041
515,7,3,8,4,4,0,0,0,4,1,176250
516,11,11,13,64,0,1,63,0,64,1,316083
517,7,3,13,64,40,0,0,24,64,1,175500
518,7,2,10,52,52,0,0,0,52,1,171875
519,5,0,11,64,23,5,20,16,64,1,100666
520,11,4,21,60,0,13,0,47,60,1,315667
521,7,1,10,34,0,2,8,24,34,1,172000
522,7,4,15,64,24,0,40,0,64,1,174625
523,6,3,11,64,0,29,35,0,64,1,170375
524,9,0,10,64,64,0,0,0,64,1,228583
525,5,4,6,64,64,0,0,0,64,1,104208
526,8,3,16,64,24,0,40,0,64,1,205167
527,6,2,17,64,0,37,0,27,64,1,174791
528,9,2,12,31,6,25,0,0,31,1,232250
529,7,2,14,29,0,0,0,29,29,1,189375
530,9,4,15,64,0,51,13,0,64,1,236333
531,8,4,12,64,64,0,0,0,64,1,207750
532,8,2,12,64,22,42,0,0,64,1,198083
533,9,2,14,64,42,1,0,21,64,1,228584
534,4,2,6,64,0,0,64,0,64,1,86875
535,14,9,18,14,7,0,0,7,14,1,468250
536,7,1,11,64,48,16,0,0,64,1,172083
537,12,9,24,25,21,0,0,4,25,1,382542
538,8,4,12,64,0,8,0,56,64,1,198375
539,5,4,9,64,64,0,0,0,64,1,104125
540,8,3,13,64,64,0,0,0,64,1,205542
541,6,2,13,21,0,0,0,21,21,1,170334
542,11,13,20,64,47,6,11,0,64,1,312375
543,11,9,24,64,43,9,12,0,64,1,312334
544,7,2,10,64,0,0,64,0,64,1,172250
545,11,3,23,0,0,0,0,0,0,0,312166
546,4,0,7,64,28,0,9,27,64,1,89583
547,10,8,19,64,16,6,0,42,64,1,267500
548,10,6,14,64,36,28,0,0,64,1,267583
549,7,2,12,64,0,60,0,4,64,1,172084
550,13,10,20,41,38,0,0,3,41,1,410416
551,6,1,11,64,42,0,14,8,64,1,170417
552,11,3,12,64,15,0,7,42,64,1,312042
553,8,2,17,64,35,27,2,0,64,1,198417
554,7,4,8,61,0,0,4,57,61,1,172042
