a,b,dist
4738,541,50
3105,4879,57
265,1120,52
1238,3600,48
834,3840,17
3077,1746,31
3166,2417,47
1821,1557,57
2869,1325,64
370,4913,64
4759,4016,63
3798,574,64
39,115,59
174,1502,45
2520,4047,64
2888,3499,58
3406,1330,64
1292,710,61
1003,613,64
988,1758,33
2022,2140,64
3680,1920,64
3828,1273,44
2347,186,60
1901,2847,55
4289,3306,19
1458,1820,54
3924,2874,64
3980,1783,18
3526,3624,62
2755,3991,36
149,406,64
3460,477,64
4354,633,25
1626,1017,42
565,3698,64
4157,3365,52
396,3175,45
2497,631,45
3942,4094,64
19,4417,64
1194,3877,62
4803,1212,19
836,3215,64
1148,728,63
2409,1801,41
3693,3442,50
3378,2961,56
1052,1160,39
2322,4176,57
1307,3904,64
3478,2905,8
2965,3134,64
1468,3567,36
4467,4830,64
1053,1333,58
4883,4381,64
1878,3758,57
858,593,64
1256,2299,64
1195,3655,37
2759,3315,62
4030,3080,64
4547,295,56
4592,1893,64
1607,2622,61
2860,578,0
3626,522,46
2627,1607,64
4601,1209,60
2599,234,24
1992,2572,28
272,2027,53
4306,567,43
1338,3004,64
1139,3571,60
4988,4513,64
510,1203,26
139,3542,47
3373,4528,63
3984,3967,62
3593,918,57
3210,2879,64
2977,4762,39
649,2192,51
1536,1041,61
2114,4671,53
2068,2135,64
2924,1568,64
1351,3493,23
3735,471,56
2042,1601,49
612,3011,63
867,511,60
2906,4558,48
4749,1131,64
4039,1188,55
3064,2780,63
3834,4562,38
4145,4929,57
2803,68,28
3584,2378,64
3857,2629,64
2564,372,61
2037,3997,10
3553,2883,64
409,3605,37
2397,2337,57
3523,2210,51
816,1120,64
1022,3558,54
2229,20,64
3940,3415,64
1631,4088,64
659,1747,59
2538,4198,64
1421,4688,64
4478,2600,0
3887,4431,64
2553,576,57
521,3465,56
3133,2928,59
3035,1195,37
1472,3899,55
193,4174,58
4492,567,62
4207,2128,61
2951,212,64
4348,2820,43
4504,2508,64
462,2860,28
2552,3634,64
4054,4765,53
3494,2122,35
4757,4433,63
51,1712,64
3443,3853,57
2576,2467,38
3117,1281,64
2389,3016,64
2987,73,40
4699,270,57
1536,2157,39
3681,2387,64
2272,3534,64
941,1367,41
453,2082,54
4953,946,37
2509,4728,64
4506,1953,61
1764,3594,60
2904,4211,43
1007,1337,64
4799,1240,50
4741,4723,55
2286,4491,51
2632,2226,0
1884,1873,51
3835,2435,64
1220,937,64
1818,4685,47
119,4299,45
3932,2176,25
3353,4903,48
1564,3895,63
4924,920,51
4362,4266,53
4631,3157,49
4325,3238,64
1903,4069,52
51,1312,36
1171,4031,64
4394,4450,64
1400,3368,64
2758,1179,41
4967,1691,64
1789,1049,36
809,2347,64
842,1192,64
4509,571,56
2589,3663,58
4002,4624,64
3184,435,50
117,4365,59
4283,4112,28
4600,1136,58
3297,3049,64
4061,2433,23
2109,1115,56
310,2080,63
2641,4,51
4268,4579,64
122,3728,64
2430,3704,64
210,4112,63
3474,907,10
2468,12,64
240,4776,64
3593,4053,51
2261,3526,35
2270,60,28
1012,226,45
1587,2670,64
3305,233,64
1165,151,64
432,3205,53
2164,3532,36
2380,978,63
2799,3189,63
1772,845,43
1026,3430,64
3037,4219,64
861,2120,64
110,3780,63
773,4775,39
384,476,64
610,1988,52
2299,1523,54
4843,2660,64
1973,4319,64
4167,3859,64
2955,4520,64
1161,437,41
292,3332,64
1158,3502,0
4389,1771,60
1490,457,9
2805,4014,64
4197,3384,64
3173,426,64
4352,1661,34
1909,860,64
2458,3598,53
1306,4054,31
2999,43,64
2412,4674,55
2362,1051,52
4058,2874,64
2375,3339,50
237,1653,64
2084,4435,58
4515,1850,23
3978,2406,36
4877,3987,30
4525,601,64
2282,1622,52
1698,4556,64
4311,709,64
1555,541,64
829,3995,34
2711,2637,56
1666,434,64
2227,3570,64
3826,3278,56
2038,3197,62
346,4002,41
4600,1256,62
3306,212,35
293,4577,64
733,743,48
2817,1375,23
2000,4553,45
269,2624,64
3814,2295,64
3220,3181,64
4765,2390,37
1803,208,64
3556,345,25
2783,3532,47
3671,3278,57
629,3943,33
4797,3525,59
1227,1304,64
3354,47,64
1580,488,55
2095,3039,56
4298,4794,48
419,3691,48
711,4632,37
3506,4226,64
4461,4418,47
937,3301,47
3198,4125,38
2840,1855,64
1719,4349,56
3238,4679,45
3982,2280,64
2380,1890,21
3290,3642,49
461,3156,64
95,4804,59
4983,225,3
4829,4387,55
1780,4150,63
766,2022,64
4875,4065,52
4277,786,64
3888,1023,60
2956,4298,63
4069,3581,40
3344,3620,64
2291,4489,55
4769,2009,19
1538,4647,64
3710,1892,50
4227,2355,60
2589,3119,64
459,4774,64
4258,4024,49
3302,3778,64
900,2462,50
764,546,48
2520,4549,46
4423,4511,47
1782,1640,50
1935,4898,59
3785,3815,59
233,3590,64
406,2921,64
2536,2226,64
3591,4540,64
612,1679,57
1477,1681,14
4880,4282,64
1262,435,49
4217,1490,57
1800,4006,64
1368,2227,64
1556,503,33
958,1685,64
1919,4928,61
4973,372,64
4535,2520,43
3604,3502,64
1710,979,64
1471,2066,58
4676,2010,64
2406,606,64
1237,4835,30
279,3832,56
74,4141,12
4101,4642,60
2642,2521,19
3931,501,20
1503,900,48
4332,389,16
4202,2179,63
648,4335,51
2121,1324,48
597,1462,62
2598,1678,64
1116,3852,64
3110,2022,62
3208,3015,64
92,1448,49
3071,1828,63
4820,180,57
4476,2654,64
3683,1199,40
4985,4372,64
3197,1174,64
868,448,64
4722,3290,45
2457,2278,64
453,895,56
830,123,64
930,4045,33
4413,326,47
4784,760,44
4740,2690,43
3899,4533,64
1222,4202,64
240,3592,34
2267,1323,60
1676,4985,64
3922,4082,64
4934,2855,60
4488,985,63
1857,4775,52
1386,2602,9
4058,4514,64
3904,2773,64
2916,4727,62
3910,3653,64
736,789,55
227,384,63
263,4768,55
3146,2880,64
3025,3928,60
2429,2015,53
468,1656,43
4534,3316,52
1898,823,40
2783,571,56
4748,1960,64
1641,3352,0
4966,2874,9
2349,3572,64
1929,3597,43
99,3084,58
3919,2108,64
1883,1546,49
3158,2219,62
1915,3396,61
3020,620,63
1617,2987,49
3195,3415,64
1834,1928,46
66,1516,64
3953,3223,51
3643,4379,50
756,307,61
4124,2784,64
1766,394,49
4443,989,64
1400,3024,50
3972,3014,63
3613,4763,13
1476,1004,56
1518,3924,64
3022,1788,36
2875,1187,47
4520,1144,46
4303,1866,64
3778,1016,46
1683,3328,53
361,2009,64
3428,4432,37
4345,2530,64
2416,1436,64
253,2800,64
4244,3162,45
3920,1850,64
539,4141,52
1392,3972,24
2712,3519,64
1911,3979,50
2192,3696,64
3831,3165,64
1303,1580,35
1901,2313,55
593,1840,64
497,622,60
4217,2803,64
4784,1257,60
1546,4090,64
4096,2970,41
3543,2366,51
4039,1843,31
3528,1925,52
4438,2779,64
374,2726,44
2136,4771,64
285,699,35
4818,418,64
1759,3442,64
3512,4679,64
1421,4180,49
2709,1831,48
772,557,29
1628,3813,21
2431,2529,64
3038,2646,36
3292,2536,64
1521,1079,0
1200,2771,64
1605,3509,61
1811,1698,64
1310,3074,62
2511,1697,52
2059,3764,42
1482,2425,64
3476,1591,55
2421,2349,34
2664,1926,49
4573,2983,38
221,4657,60
3044,460,64
4433,111,25
1108,1743,62
2312,1659,64
4525,3734,63
4835,2593,64
786,1107,61
4681,1954,56
1601,1732,63
231,1072,55
346,1884,59
3188,2700,43
4879,3705,43
4377,4222,63
3617,939,63
487,1261,45
3782,4658,63
4460,764,38
3706,2203,42
4145,2996,48
2190,4037,54
2245,3119,16
2354,2117,64
353,4643,64
2250,697,64
3667,4362,46
2870,1721,55
3736,651,56
2532,3000,64
866,2400,64
2278,614,54
34,3625,51
3258,4449,63
4850,3478,64
2286,157,64
2650,669,63
811,227,63
82,760,61
1398,3759,47
2664,501,64
1297,943,64
128,39,50
3485,4219,64
2986,1938,50
1951,4553,62
22,2391,46
608,1393,52
2378,141,64
3176,4354,43
1564,635,47
1673,2243,43
4173,425,28
2179,3446,49
2928,4166,51
4787,979,58
3030,4283,34
4077,1792,64
2288,2109,31
1470,403,64
967,100,52
1463,924,55
4581,4150,62
4262,4018,64
1402,2460,61
2693,1497,63
818,1153,54
1583,3818,56
3769,1365,64
4522,1858,42
2455,1179,61
4472,811,30
1198,3043,64
231,4284,64
650,699,25
147,493,52
2070,2606,53
1343,933,64
1533,3541,64
2713,1342,47
3100,1009,29
928,2370,30
3743,4904,43
2082,2328,37
2172,3732,64
4900,734,62
2478,4281,41
1971,4056,42
720,1908,64
506,3513,64
868,1773,33
2102,3323,49
115,3284,64
259,2487,64
2472,4819,64
2187,2647,61
4383,2809,64
208,4793,63
3398,1631,64
673,3929,35
4445,3005,47
1524,3633,17
4042,3029,47
1927,2622,64
1828,4660,56
1857,3753,35
4734,3003,62
3333,3163,64
3675,2683,62
259,243,62
3952,3381,59
375,1049,64
860,4510,50
1108,892,31
1091,4936,35
56,1451,58
2133,3761,57
2073,4511,64
3954,4733,64
3595,4633,48
2966,3512,37
3201,4917,62
3112,2025,41
2946,3848,43
552,3440,62
2236,3342,50
1586,786,64
29,396,59
2188,4778,64
2646,2170,63
1496,55,63
779,2873,51
2169,4541,47
2891,3009,47
1441,3914,64
2988,3022,64
322,4895,3
1363,1876,64
4765,1531,58
