a,b,dist
2666,1974,64
2606,1589,64
4667,4789,63
129,4969,58
343,3126,63
3283,1593,58
4088,2423,34
1828,2789,64
3156,2576,47
4918,4274,47
3850,2086,64
622,3108,49
1435,11,64
2559,4448,64
2642,3752,64
837,3944,64
4151,1529,39
4702,1628,64
1370,4279,64
4597,1581,46
4366,272,64
3282,3512,51
4399,2542,64
516,2115,28
3259,3382,59
4993,2913,19
2887,1728,64
3583,3049,64
2960,1601,42
1485,1522,49
2085,1923,54
3890,2222,50
849,702,64
728,246,64
3790,4545,64
3278,4695,59
1744,2260,64
1368,751,64
642,4466,55
1918,3420,64
3539,2053,64
1351,1423,62
2054,3728,64
3925,1690,58
2670,218,9
266,1936,64
1439,4613,59
2668,2626,64
2324,2247,29
3587,2895,17
2274,3856,64
768,78,64
1714,1829,40
4199,375,64
2670,682,58
37,4275,48
4689,3841,25
3980,3980,0
3566,4252,60
2282,3252,51
567,1802,38
2580,4052,64
242,4184,43
2011,4948,50
4252,3084,55
931,1608,0
1782,1493,52
4582,3775,63
4075,2346,64
3088,3259,64
2835,4394,6
3142,185,35
1196,1318,9
2847,1980,64
2193,559,51
911,2610,64
2545,2593,64
2036,1459,64
2880,2236,64
4666,4415,38
3379,2459,52
3089,1085,60
1202,1385,64
1652,4041,64
2193,210,64
4024,2176,11
3464,3103,29
2986,3803,61
4698,2412,64
4853,4757,31
1732,3717,58
4096,4318,56
4774,2058,64
1113,4260,0
2932,2275,8
946,90,64
1307,316,64
2388,2149,64
3120,3777,35
3391,1494,36
3587,649,62
343,3009,64
1110,730,17
2841,3229,56
1218,1971,38
4971,4621,46
2460,1838,64
605,1089,64
3802,3691,49
4317,2556,64
3816,1619,28
573,2189,42
1115,3921,16
3799,758,9
226,3706,57
812,557,50
581,1143,62
710,4771,30
2091,2022,57
4869,4741,28
3173,3615,64
1521,1106,64
2306,1747,35
3417,4987,13
3396,1972,45
4352,2938,37
3617,4622,25
4512,651,64
398,1900,37
2000,2940,62
2053,2851,19
782,2825,62
3143,1495,64
4555,2889,24
4422,4737,64
78,4588,64
4507,1328,64
1535,3304,42
789,3586,60
2880,680,36
3130,4696,35
4334,3803,64
4722,4923,43
2814,3717,46
2407,3450,64
3899,2518,64
1476,4377,64
2956,2637,56
566,729,58
425,2733,52
3263,2653,41
1550,2202,20
2125,198,64
3408,2879,62
3967,4938,64
615,1231,63
1225,1294,62
812,518,26
2060,653,64
3167,2687,42
2415,1575,48
554,1486,56
1317,1174,46
2395,4021,54
1601,2497,40
3766,59,63
288,787,64
3654,457,64
4053,509,54
683,4785,64
1674,1093,33
1532,4414,64
199,2422,33
2603,2936,59
1355,462,60
3564,3739,49
3106,3526,48
4641,1896,64
3235,4169,25
1311,53,64
1461,2230,64
3145,108,54
2646,4519,27
1916,4,52
1239,4207,58
2397,539,64
2694,1675,60
262,403,60
368,2504,56
2292,1286,51
3786,792,0
2107,4340,53
4676,2225,63
4097,884,64
1089,818,48
2890,4480,43
2880,4374,52
1580,604,38
4410,3565,56
1383,4474,7
2355,99,64
4499,1113,35
4370,3481,54
3903,482,24
3241,1743,61
2126,3763,57
256,1355,23
4189,4320,64
1963,2403,64
745,3062,9
3925,947,58
1352,1191,64
489,3717,39
152,4602,64
2503,251,64
3171,3301,64
3591,3114,46
4523,4416,64
1415,4691,64
19,866,64
3838,902,62
1915,2757,32
591,383,56
759,3548,64
2746,2288,47
1442,1970,61
3665,2889,24
1462,2139,52
3389,2977,64
1286,2829,29
3910,3968,64
3577,201,48
3306,3614,59
3648,2586,38
596,3185,23
2153,4368,64
1475,1815,21
493,4059,53
3679,4010,64
419,2416,60
4082,3631,64
1723,1901,45
4609,3525,45
3345,867,4
3902,559,12
3817,4530,53
1769,2433,54
2700,1776,64
2649,2337,51
2431,3067,52
2603,4100,64
2484,3048,56
2870,4203,61
4402,3170,63
3302,2256,64
3807,2520,64
412,4907,59
4940,1206,50
3913,3994,34
3583,3502,64
2660,2329,64
306,402,29
4619,3269,64
528,3389,59
3264,500,24
2160,4440,64
851,2661,64
2906,1888,59
4531,2880,26
398,3303,36
313,953,37
3779,4084,52
867,2403,61
4015,4277,56
1307,4867,48
184,4873,53
4067,1643,64
759,3461,64
452,1266,49
3660,832,58
1530,3178,61
3933,351,64
2281,584,64
1739,464,59
3581,3783,60
1042,674,59
1434,3618,38
4630,1689,53
826,863,37
4150,2293,50
1809,2155,45
1040,454,64
1002,232,49
283,1383,52
4053,4292,64
1806,298,25
1034,1865,52
2088,2720,55
216,1528,64
3324,3985,0
500,1244,53
2955,2400,64
4009,3045,51
1322,3751,52
2146,3241,37
1724,3114,45
638,2298,48
3879,184,33
2059,1090,0
471,3505,63
1386,3856,0
450,2390,15
1332,2260,59
4604,107,52
566,444,64
3881,721,55
2006,1230,11
1239,35,43
4,634,64
704,3930,64
1846,1423,21
3175,1521,64
2133,3443,64
17,1984,64
2437,2971,63
1392,2985,61
3418,1767,57
3558,1114,48
163,3983,57
4535,125,6
248,1270,58
4345,534,43
558,1809,16
570,4700,62
2933,469,58
1044,3514,56
25,319,42
4315,564,53
176,579,24
4329,4545,61
1,2771,64
3347,2735,20
3399,2270,54
1964,334,61
3401,3899,21
4273,388,64
3426,323,28
4501,3778,64
1793,2761,59
3593,399,46
3333,2736,64
2679,2836,20
1353,4723,64
4304,2443,44
4324,73,64
1564,3738,45
1185,736,29
3909,487,64
1552,4323,12
2419,3183,64
3271,851,64
3127,3873,43
773,4128,64
4212,4195,55
4228,877,64
1705,4833,60
1296,232,61
4281,2806,63
1193,1769,64
327,3686,64
3920,2495,23
1973,3153,51
86,1031,15
4616,1315,61
3545,432,64
3551,2680,47
2617,2605,62
1005,576,64
2820,4720,56
1406,2559,64
781,4194,61
4412,1719,52
1262,2737,63
2204,1859,59
3034,4472,40
374,1014,48
164,748,64
1040,1595,47
4274,3245,64
3381,1084,61
3967,3853,12
3485,1266,16
664,3091,64
1474,413,64
2078,4865,56
2771,2949,64
1694,3278,62
4561,3329,64
2616,2127,39
1430,1419,47
4706,697,37
3040,2135,63
1228,140,61
3294,1850,64
969,3070,64
3054,585,41
3247,2902,63
3642,3785,43
4119,758,41
1723,1941,35
3918,2908,45
2287,3358,29
3025,1244,38
3589,4544,27
4669,377,53
1264,3718,64
1620,2817,64
1561,896,64
4355,2773,41
382,1487,63
2797,3149,47
1234,337,10
3764,1084,40
614,118,43
1979,542,64
1126,850,53
4361,2919,54
3390,4298,47
1841,4085,0
556,4595,41
2883,325,43
2216,84,27
4668,2222,50
1884,910,50
1014,1132,64
2458,3176,61
3976,4761,37
4918,454,52
739,360,62
2928,3720,48
2988,2959,64
254,1371,52
2323,1252,64
4539,2615,51
3216,2638,37
834,609,40
230,1627,53
2147,954,64
4640,841,47
4117,998,64
2354,356,64
3558,1727,28
3160,4429,64
2738,1379,61
626,1781,55
4597,3612,64
576,2090,64
2244,2839,62
1071,3114,16
4762,3158,44
2637,4919,48
632,757,64
77,2192,61
2712,3878,50
2513,1429,54
1181,789,51
761,4158,33
3352,4766,58
1470,2343,52
4673,2601,64
2719,549,63
3468,328,59
4282,4027,64
4786,3054,45
4851,2565,63
1210,1171,64
4303,1919,64
1413,89,51
3464,2370,42
1877,543,62
3051,3412,64
281,848,52
361,2623,64
3295,1689,63
4583,1457,64
1576,230,41
3709,4592,63
2319,4465,48
2586,4093,40
2431,3718,26
2959,934,64
2250,2325,64
1721,2707,53
3119,3601,47
3712,3194,57
3385,377,38
3653,620,1
827,2166,64
366,223,64
618,2381,64
3958,1655,63
1311,3503,64
3976,4735,56
1372,1219,24
348,1415,41
4420,1498,47
39,281,63
1014,1266,40
1005,677,50
2989,4043,61
1750,104,62
1220,1977,40
2730,2129,47
1109,1216,64
313,4421,64
1532,4402,47
3721,3780,49
4963,4907,64
3464,3658,55
3072,964,57
875,1390,64
2942,2365,33
1506,1166,56
3819,1061,55
918,4130,10
4637,3524,48
4747,592,64
3477,2908,52
1951,4820,59
4428,4651,59
1224,2846,20
3072,644,64
2619,60,64
386,1180,48
4461,1049,42
2656,3798,0
3273,4837,64
3833,4673,45
694,2130,14
4134,662,64
3354,2540,64
1920,46,64
431,4641,64
2437,150,64
1777,1181,55
713,3305,54
3609,4915,64
1421,4964,44
1283,631,64
922,2279,63
1894,4768,62
3621,4345,64
2044,12,64
661,4133,57
185,182,51
4305,746,64
4291,4412,64
1500,779,64
2205,3811,44
2521,3942,64
4035,2402,27
990,3575,54
2002,2816,45
763,1720,48
4445,4979,64
3562,3981,64
2700,2433,53
1613,1883,46
1044,4547,30
2336,509,58
1009,3161,54
1239,1434,64
860,594,64
4266,2715,18
4804,4778,64
1489,2938,47
2190,4879,39
4621,384,48
3285,2918,37
141,2341,54
680,336,64
3724,3925,52
4060,2215,64
2896,3707,19
4802,1859,31
4566,1453,39
4946,2819,0
2054,1836,62
3313,911,62
3226,2300,39
4638,4698,64
1701,3497,34
2485,4377,61
4656,3680,41
2540,3322,64
175,701,31
1719,3440,41
3761,62,53
4247,1453,27
4379,4758,0
975,2344,45
278,2066,63
1197,55,64
2742,4382,61
3897,4071,51
627,3619,46
193,4844,37
3534,4041,60
3446,1386,0
4075,1958,40
1145,4106,46
1011,764,28
363,2215,64
2543,1752,53
186,1664,51
3790,4596,49
2729,1729,43
3034,1001,64
873,2633,64
2004,3740,64
2276,2237,64
977,3979,48
4737,1043,61
1210,3332,64
4298,1678,64
3482,3438,47
1307,3908,60
3748,2959,64
4439,285,64
2459,3030,41
665,1291,62
3078,1713,29
4432,2538,64
2835,335,17
1334,2559,64
1823,2613,29
978,4254,64
778,936,64
2412,3454,42
748,1143,64
36,3486,39
495,1687,51
89,65,55
3372,1762,64
594,2086,56
3098,2115,63
904,3049,42
2571,728,24
495,1176,62
645,4413,59
625,2478,19
2253,208,64
563,421,64
867,1049,62
2946,2732,41
3678,3213,64
3822,4801,25
4807,2901,59
245,3783,59
4687,3352,49
3624,3162,64
4737,2117,47
1956,1900,45
798,2976,64
2388,398,51
2980,1116,64
1932,3241,34
60,1119,27
3053,1746,60
3002,1125,64
39,4723,12
2926,1170,46
395,2372,8
3805,1675,46
2032,1784,32
191,2263,34
2564,1148,64
1227,1999,36
760,2266,57
3467,1609,51
4208,2999,61
2781,781,48
2511,1533,45
4718,1898,38
3479,55,64
692,2906,64
362,3134,47
4310,4448,64
2,3237,46
3829,3119,62
4518,3158,64
894,3926,28
534,973,38
2697,3828,64
4342,4728,50
641,1,51
1757,3754,61
2085,3626,64
3837,2727,37
2318,3185,28
3104,3553,51
1925,903,28
3574,1381,62
2524,3573,12
2564,1126,56
489,401,63
1119,192,22
4600,3617,55
1863,3295,64
32,533,64
1809,1109,64
2891,2115,57
2867,302,46
671,4053,64
2357,3529,34
95,2906,59
1880,1587,33
680,253,59
4761,4257,23
2898,3624,34
4519,684,52
2277,579,36
1581,3245,52
3427,2267,64
1687,612,26
4641,1459,64
4597,2360,48
1913,2687,34
921,1781,25
3372,2174,31
3012,4821,53
4176,4945,52
211,393,42
1152,973,0
1457,4546,64
1790,3135,54
4436,4983,64
1458,1758,40
4042,4409,16
3360,1396,64
3878,773,43
2140,1223,59
4894,355,61
820,518,48
4116,2040,57
3271,1922,23
3203,3267,30
3283,1818,48
572,2758,64
2968,4336,52
1098,3459,64
1589,1185,29
821,538,64
279,2597,64
2861,4703,12
4745,4457,48
4216,2222,48
1518,2853,64
195,1015,47
1371,679,48
1235,1836,53
2721,511,64
3968,194,64
2888,3358,64
3996,1277,64
4044,1100,56
3381,456,58
1884,3929,27
2590,4631,31
2359,4903,58
4199,952,64
2981,4863,64
3422,48,1
448,3245,64
1322,3668,63
4022,4492,64
2428,847,52
4504,567,52
2845,589,11
2655,1497,45
2542,533,64
4115,3601,59
716,3919,56
858,112,58
4732,702,59
3217,3052,35
3207,2539,62
4282,1236,61
4305,2355,38
4683,2015,57
3489,2890,46
4127,4042,56
1340,3257,64
4314,1373,64
4746,2264,64
2066,4077,63
1129,1861,64
3775,1992,63
838,4696,54
4905,2628,48
3302,1040,48
26,3183,64
2370,521,36
4476,569,64
99,1826,64
4292,3452,64
4113,4108,57
360,2152,64
4549,4059,57
346,2751,54
1473,243,50
1172,4729,6
1441,1905,56
4552,2717,64
1899,1321,48
1071,144,47
2449,2078,64
3587,3838,57
2915,2732,43
759,2479,1
1926,3105,51
3368,4553,64
825,605,64
4199,701,64
730,3204,46
63,2600,64
849,2548,55
3443,3458,64
960,3094,44
3719,1312,60
4143,695,62
2967,4382,64
4924,4800,63
3706,258,58
1246,2795,43
2148,1320,62
2767,206,1
3456,3029,59
2492,934,49
4710,3575,64
645,4991,64
1817,2858,19
1108,2460,55
4336,2464,54
897,854,62
2203,1295,64
1359,4378,63
2248,2473,64
1360,2673,32
3097,66,64
4923,4033,44
501,1593,63
4417,726,32
1075,2758,11
1718,2503,29
1755,402,53
3379,908,54
4165,1033,56
4189,872,28
230,168,64
827,3102,54
1784,3936,63
2992,808,22
126,3510,64
1876,900,64
1648,3491,58
3119,2496,57
372,4746,13
1628,445,63
121,3574,50
1146,1383,33
3490,1277,46
2410,724,45
4400,4609,23
374,2129,42
2011,240,58
332,2974,62
1680,803,64
3662,702,57
678,111,31
4932,2377,64
2122,3630,54
4030,2476,61
3303,2997,54
4784,4015,36
4330,894,31
4587,3012,39
4511,736,32
2131,4559,64
4309,2572,58
4209,3823,64
3742,3082,64
3740,1839,55
3204,1905,46
1843,4481,64
4054,2322,48
1780,3079,64
4868,277,55
4317,2532,64
2865,3420,38
1439,1845,64
3869,2671,57
1345,1862,64
4768,2867,47
3939,4739,64
1431,1833,41
1699,992,64
1258,1534,53
3677,553,14
4437,2856,58
957,3287,62
4835,612,56
592,4608,64
995,1574,64
651,1577,64
4379,2131,7
1151,1754,64
4571,3839,54
504,3002,64
2670,2657,47
4869,2938,51
4352,273,64
2532,614,64
4087,4672,23
481,965,37
440,3046,64
3912,816,64
4518,533,39
1711,1891,46
1445,1924,15
4054,1426,32
1974,157,39
2755,1134,64
1678,4843,63
3417,4826,38
4510,4656,28
4813,510,57
3197,1009,37
3291,588,53
281,937,64
3153,3153,0
3929,4740,0
3127,593,64
1832,2495,62
844,4107,58
2996,1758,64
4871,2182,34
1487,964,31
4295,2814,64
4788,4764,14
2639,3054,62
2528,2844,17
3853,3486,60
4804,2549,64
1739,2496,46
662,1651,0
2082,3555,64
3028,3297,5
2522,3343,38
2278,4686,53
3811,2738,57
2219,2740,57
801,1307,51
3123,2478,50
506,4061,58
1816,3796,27
1652,1280,64
2743,1800,64
4778,3638,64
2659,3852,64
4640,1959,49
4782,435,64
3076,4291,64
792,1290,18
1120,3244,61
86,2301,64
4087,405,16
2555,3223,57
3172,4672,41
439,962,57
2574,1302,64
4384,1414,23
3374,2581,62
3943,3306,64
4553,1093,64
195,2032,39
1458,4739,11
3858,3085,64
2577,613,53
1366,93,54
207,1827,56
2422,2640,64
3356,1782,60
2040,2172,55
813,2595,64
707,1051,56
1138,3418,64
1130,2967,64
1824,4679,22
776,2475,64
1582,3956,64
60,4701,60
3723,1865,60
3371,2622,42
4235,3045,49
3259,854,64
2932,3829,56
1383,2780,64
4303,3135,64
9,39,64
1285,4634,58
2773,249,61
2660,4789,64
446,2237,61
799,165,45
249,2152,45
4279,2652,64
2482,3099,17
1994,2496,60
4318,3931,64
3675,3832,55
2848,3382,59
4733,3254,60
3280,4937,44
1062,2435,64
484,2856,44
4287,3894,60
4146,2862,60
4530,3504,64
414,2241,59
4168,2801,64
2495,479,45
3708,4478,31
2551,4133,45
1346,2245,61
2357,4511,60
4268,288,35
586,1683,61
4177,532,64
2822,4667,31
4969,1059,30
3153,3936,54
3311,3518,64
2607,1426,38
3735,1072,63
2668,4308,62
2694,440,64
4457,3829,64
2819,3829,64
3207,3296,62
1321,2003,64
2811,3720,64
2240,2807,64
2995,4469,64
1477,3341,60
3989,4607,64
2459,3943,44
1634,2851,58
1621,1909,64
4647,661,61
4676,1672,60
4369,499,53
360,617,44
2644,822,42
3643,3035,64
125,1520,58
2371,2042,46
1476,4010,57
172,1255,12
1790,3891,64
1329,1458,24
2804,3175,58
3520,3007,50
856,4547,28
3175,4143,44
2660,877,64
523,2678,11
791,4262,64
938,3774,64
3103,495,58
1388,604,64
3649,4535,64
1058,769,63
394,3531,64
4142,1600,18
4883,3819,47
2465,2062,64
3930,1974,50
2670,4965,61
2719,4117,64
146,3738,46
870,4943,10
2388,2514,64
4646,2096,50
1352,3268,30
444,1718,2
370,3097,63
2717,1746,63
3309,1962,53
1301,4712,51
280,4686,64
4434,2997,34
4485,4940,36
1669,152,64
1685,3004,53
4181,1988,63
3787,3052,64
4797,508,64
148,4441,51
345,4437,26
2713,3159,64
1946,2653,46
3696,4877,51
3399,1525,45
2828,1222,64
3777,1207,52
4817,1523,21
3157,2757,60
3984,1264,64
4818,4541,46
2203,4383,63
2595,1397,53
3105,4642,61
3735,982,40
262,482,51
3779,3734,64
2699,1115,63
531,289,64
236,83,64
3141,3571,8
464,71,62
1309,1147,64
1935,1686,55
2804,2676,51
2873,4342,57
4495,3025,16
4489,3625,47
1725,4427,23
2268,1741,64
1302,2,59
4480,1596,42
191,4085,34
1193,23,63
2574,2993,36
1192,3852,48
3657,3745,51
4147,3831,53
4668,1411,58
1475,3108,26
3507,4469,64
4750,28,64
4863,2450,64
4184,1511,57
4612,3478,56
3370,1518,58
4846,4168,64
480,3048,64
3098,4412,53
2546,265,49
2824,1401,44
5,2991,30
3556,3669,9
1469,16,34
1626,1370,49
1012,453,35
4831,1274,64
3439,1831,49
3477,1969,64
287,3971,64
1782,75,64
2880,1578,64
201,873,39
4416,533,10
1397,1645,64
2868,4448,60
2965,1763,64
1019,4730,40
1746,1568,64
2368,3603,61
1840,916,57
3897,4427,56
682,3694,36
1076,831,20
803,3574,57
3425,1074,61
484,4041,16
3233,2837,47
690,158,52
4841,3907,62
4159,1075,64
4005,2586,58
2833,2895,53
2725,924,64
2425,4477,64
3565,637,47
4535,2103,45
3496,4701,64
4227,1615,5
614,975,25
4041,4308,36
3294,1229,35
1725,3219,63
3707,2501,54
3564,1252,59
3608,1074,41
3926,3266,43
1418,526,35
1874,1163,9
605,1339,61
4954,978,48
4033,377,64
2842,735,50
1771,3228,64
2076,1115,64
2192,1832,64
2400,1116,63
813,460,31
2805,777,61
2779,3503,53
4411,1174,42
2091,1853,64
4067,3467,64
496,3483,47
1408,756,41
881,1999,52
3145,1751,50
3844,1107,51
3548,31,57
1210,3501,64
1974,3848,22
3366,1158,49
2,1886,64
807,3382,63
785,1876,58
904,2177,45
627,1003,53
294,2841,55
2676,3579,57
3460,4344,35
1406,4437,59
2056,3778,64
3761,623,40
3637,4155,42
3989,360,64
2017,1472,64
445,4521,49
1768,3188,16
2246,880,61
2044,1919,64
2774,4341,54
2393,2519,51
3941,3259,64
1072,1737,51
1744,3287,64
3020,3125,59
2685,3168,61
4193,2884,49
80,2053,50
3749,3066,64
4881,4732,55
276,3933,54
1464,3128,45
1885,2690,57
923,4642,64
1799,1278,48
1701,2044,44
4181,4567,51
2693,4933,35
1795,1167,60
3718,4989,51
843,1344,45
1449,1300,64
305,3939,27
2998,4864,24
2968,2299,52
370,1074,61
1737,4106,31
907,4682,12
3262,4868,0
1551,4685,60
3801,1579,64
1632,977,64
1323,2867,64
2895,3289,37
2098,2124,23
4608,4928,60
2881,86,64
460,2807,64
1699,4275,64
46,3368,64
1727,2251,45
1669,4978,47
2990,2788,37
4851,4213,60
2140,3150,42
2808,403,4
3786,4650,9
3797,972,64
4148,1398,64
4577,587,54
2840,4534,64
3993,3474,11
883,1118,20
798,1965,28
3245,4211,64
2269,970,61
719,4680,33
2020,1006,64
2631,4854,31
552,1917,59
304,2998,54
1334,1870,32
4541,3060,57
868,2069,55
214,104,56
4225,2601,30
4871,135,49
173,4523,64
174,3340,13
4080,681,64
1401,3963,30
4183,2206,43
2375,1227,64
2129,2322,63
4264,4075,40
4646,1917,46
4667,1613,34
1563,2143,20
431,1630,64
107,666,35
839,2875,54
4092,1318,64
2404,3913,64
4650,419,19
1109,4550,64
104,1158,37
3821,1022,41
230,4590,53
2297,3384,35
4814,3867,64
4849,2259,36
322,2824,32
4003,2701,46
227,254,60
1294,3403,7
1949,1486,50
4538,2337,23
3012,2912,64
3361,2765,59
3585,4963,44
2793,1912,64
2846,611,64
839,1854,58
1635,2491,8
3312,918,64
2343,2442,52
4554,1785,0
517,2468,50
3764,2303,64
1933,4482,46
1790,481,39
2569,1714,31
425,4395,58
1065,3164,64
1799,3239,58
43,4047,60
892,2118,0
4732,4978,45
2011,2165,42
4949,2291,14
642,677,55
2568,1505,31
721,3652,52
1503,1064,64
916,875,8
2193,2619,64
2393,1539,57
3115,3736,60
2476,2980,29
2219,719,64
4714,780,33
3258,2412,64
3244,1920,57
1115,73,64
4925,18,56
969,3945,64
4402,3164,64
4271,481,64
4428,4204,64
2570,2486,64
4640,3849,55
314,1865,46
2648,4618,64
3824,4180,64
88,752,55
767,2079,34
