step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_eaten,deaths_body,escapes,plant_intake,meat_intake,stay,n,s,e,w,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,attack_mean,attack_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none
110000,401,2.690,0.102,8.22,24244,17253,33,6838,117,117,410296.2,11530.0,0.002,0.001,0.503,0.446,0.048,1949,31.88,14.65,19.38,12.42,0.78,3.54,0.11,1.17,11.61,4.82,0.51,2.16,0.015,0.061,102,0.314,0.905,0.067,0.000,0.027
120000,255,3.768,0.143,10.04,16575,8745,0,7852,124,169,409794.5,19021.1,0.004,0.023,0.386,0.397,0.190,2042,51.28,5.94,29.92,3.05,1.39,4.13,0.01,0.12,19.96,3.98,1.38,4.13,0.022,0.065,57,0.427,0.890,0.086,0.000,0.024
130000,427,2.650,0.105,8.31,20375,11005,19,8969,210,167,410023.0,17259.3,0.007,0.108,0.318,0.407,0.161,1843,28.50,13.57,14.31,8.60,1.71,4.62,0.08,0.97,12.41,6.36,1.05,2.66,0.035,0.102,92,0.136,0.859,0.122,0.000,0.019
140000,271,3.643,0.161,9.21,19596,8574,17,11061,100,409,409439.7,24295.2,0.004,0.018,0.349,0.445,0.184,1803,47.57,19.44,27.34,14.19,4.15,8.79,0.01,0.14,16.07,6.40,3.09,6.46,0.068,0.142,71,0.144,0.771,0.188,0.000,0.041
150000,295,3.736,0.136,9.13,19689,7816,27,11712,110,417,409178.2,20406.8,0.002,0.003,0.365,0.478,0.152,1763,47.36,7.83,30.54,6.53,1.83,3.80,0.11,0.77,14.88,4.23,1.82,3.81,0.036,0.076,63,0.237,0.854,0.132,0.000,0.014
160000,230,3.834,0.156,9.77,18090,8612,25,9447,71,425,409916.2,20639.0,0.003,0.008,0.414,0.342,0.233,1859,54.95,15.08,33.97,12.54,1.53,4.76,0.25,0.70,19.20,5.05,1.23,3.96,0.027,0.077,75,0.178,0.813,0.178,0.000,0.009
170000,307,3.426,0.140,9.07,19493,8645,23,10633,115,245,411010.9,20108.4,0.002,0.017,0.391,0.372,0.219,1727,44.89,12.61,28.88,9.95,2.05,4.51,0.24,1.51,13.73,4.35,1.80,3.65,0.035,0.074,88,0.316,0.752,0.218,0.000,0.029
180000,282,3.650,0.138,9.90,21073,8510,24,12319,245,485,410042.6,20968.2,0.001,0.028,0.474,0.325,0.171,1595,45.73,16.69,27.47,12.90,3.61,6.07,0.10,0.49,14.55,3.04,3.41,5.97,0.065,0.118,72,0.301,0.727,0.262,0.000,0.011
190000,259,3.646,0.171,10.50,22192,7227,42,14836,110,731,409868.6,30619.1,0.000,0.010,0.491,0.383,0.116,1459,44.82,20.12,20.22,13.25,9.50,10.15,0.10,0.56,15.00,5.11,8.09,8.67,0.162,0.172,63,0.336,0.591,0.363,0.000,0.046
200000,278,3.684,0.123,10.03,32045,8417,31,22982,596,544,409722.2,33543.9,0.007,0.008,0.463,0.397,0.125,1169,49.73,4.77,34.32,5.03,0.74,3.67,0.00,0.00,14.67,2.28,0.68,3.37,0.012,0.059,51,0.576,0.957,0.036,0.000,0.007
210000,331,3.100,0.126,9.75,27418,7609,63,19295,398,509,410698.5,28544.7,0.000,0.021,0.463,0.372,0.143,1290,39.50,19.90,24.08,16.36,2.07,5.95,0.02,0.20,13.34,4.14,1.79,5.28,0.036,0.110,83,0.317,0.870,0.103,0.000,0.027
220000,311,3.359,0.124,10.24,25525,7861,51,17308,325,270,410184.2,25612.9,0.000,0.020,0.459,0.373,0.147,1270,42.78,18.30,27.34,14.51,2.37,6.39,0.05,0.64,13.03,3.64,2.04,5.69,0.041,0.112,49,0.466,0.868,0.113,0.000,0.019
230000,316,3.197,0.134,9.71,27289,7292,33,19400,559,283,409885.8,30301.2,0.000,0.011,0.497,0.370,0.122,1095,39.14,22.30,20.64,16.07,5.12,8.69,0.05,0.53,13.34,5.07,4.37,7.69,0.092,0.162,51,0.256,0.766,0.212,0.000,0.022
240000,238,4.266,0.152,10.48,24376,7435,47,16596,376,277,410413.3,25259.8,0.001,0.013,0.462,0.376,0.149,1468,55.21,5.92,35.09,5.69,3.82,8.14,0.00,0.06,16.30,3.43,3.20,6.66,0.061,0.130,59,0.315,0.861,0.139,0.000,0.000
250000,286,3.437,0.156,9.56,25347,7863,30,16927,479,454,410317.7,27749.2,0.000,0.016,0.432,0.414,0.138,1427,38.83,22.18,17.61,15.25,7.47,9.73,0.05,0.30,13.70,5.07,5.36,7.63,0.157,0.187,78,0.213,0.622,0.336,0.000,0.042
260000,379,2.919,0.120,10.12,22046,7709,43,14025,176,1073,410669.5,25251.6,0.011,0.016,0.431,0.387,0.155,1623,33.47,19.37,18.98,14.90,1.59,4.78,0.13,0.93,12.77,4.41,1.58,4.74,0.027,0.077,125,0.079,0.889,0.090,0.000,0.021
270000,391,2.778,0.126,9.57,21180,8380,10,12646,132,378,410800.5,23540.3,0.001,0.007,0.536,0.262,0.194,1598,31.77,24.08,15.82,17.01,3.18,6.98,0.11,0.80,12.65,6.11,2.79,6.58,0.069,0.148,88,0.164,0.795,0.153,0.000,0.051
280000,227,4.408,0.150,11.47,26445,6451,4,19866,288,506,410338.0,34814.5,0.002,0.007,0.569,0.289,0.133,1205,59.10,3.77,39.35,4.54,0.92,4.08,0.00,0.00,18.83,3.47,0.92,4.08,0.016,0.069,47,0.317,0.952,0.035,0.000,0.013
290000,297,3.485,0.133,10.77,19276,6957,26,12062,161,294,411141.1,21341.5,0.001,0.005,0.310,0.501,0.185,1455,43.79,20.86,23.36,15.95,4.77,8.22,0.00,0.06,15.66,4.95,4.66,8.15,0.085,0.145,60,0.256,0.768,0.202,0.000,0.030
300000,421,2.560,0.100,11.27,19937,7238,18,12225,332,228,411187.8,22825.4,0.001,0.003,0.273,0.576,0.148,1438,32.29,15.36,15.68,12.46,0.66,2.55,0.46,1.79,15.49,5.91,0.25,1.03,0.017,0.064,181,0.050,0.910,0.045,0.000,0.045
310000,284,3.501,0.138,10.12,18737,8073,8,10621,172,238,409996.0,21214.6,0.005,0.011,0.276,0.552,0.157,1679,45.60,10.05,29.75,7.06,1.22,3.08,0.55,1.75,14.08,3.93,1.22,3.08,0.021,0.051,85,0.158,0.877,0.106,0.000,0.018
320000,207,4.513,0.194,10.78,19763,7040,21,12516,263,450,409991.7,26295.6,0.002,0.017,0.238,0.599,0.144,1513,52.97,13.19,26.79,9.70,8.76,9.20,0.23,1.08,17.19,4.98,6.85,6.82,0.151,0.166,68,0.222,0.575,0.401,0.000,0.024
330000,292,3.229,0.133,9.34,15891,7520,9,8153,124,367,410258.8,16791.3,0.002,0.010,0.214,0.607,0.167,1996,44.92,6.62,26.60,5.40,1.10,2.70,0.38,1.44,16.85,3.44,0.98,2.33,0.021,0.050,85,0.182,0.860,0.130,0.000,0.010
340000,205,4.904,0.200,9.89,13305,7796,5,5531,60,298,407476.2,13523.5,0.015,0.016,0.407,0.329,0.233,2422,63.89,1.14,40.56,5.77,2.31,5.87,0.13,1.24,20.88,3.17,2.20,5.42,0.036,0.092,52,0.229,0.917,0.068,0.000,0.015
350000,224,4.205,0.181,10.33,13913,6432,14,7259,189,251,410063.2,16036.9,0.015,0.129,0.457,0.100,0.299,2395,59.00,12.68,37.00,11.06,3.60,6.95,0.07,0.81,18.33,3.90,3.59,6.96,0.059,0.116,54,0.125,0.817,0.174,0.000,0.009
360000,293,3.413,0.165,9.62,14831,6166,7,8427,162,387,409320.0,21388.2,0.017,0.100,0.492,0.086,0.305,2013,44.19,25.34,25.02,20.29,1.15,4.32,0.18,0.72,17.84,8.57,1.06,4.04,0.022,0.089,84,0.212,0.884,0.085,0.000,0.031
370000,224,4.314,0.177,8.44,13717,6349,12,7322,103,341,409202.8,16361.3,0.015,0.032,0.579,0.105,0.268,2074,61.32,6.65,38.40,9.51,2.20,6.46,0.22,0.82,20.51,3.76,1.96,5.76,0.037,0.105,45,0.562,0.915,0.076,0.000,0.009
380000,216,4.139,0.185,7.34,31024,6169,8,23722,1133,943,408468.9,37253.1,0.016,0.036,0.675,0.104,0.168,1105,62.88,1.54,40.20,7.19,1.41,5.38,0.17,0.69,21.10,4.86,1.30,4.93,0.022,0.084,31,0.713,0.944,0.051,0.000,0.005
390000,264,3.563,0.155,9.47,22681,5694,8,16449,482,359,408518.6,26616.5,0.019,0.058,0.492,0.165,0.266,1631,45.77,22.12,19.48,18.13,7.89,10.45,1.37,4.07,17.02,5.67,5.72,9.27,0.163,0.197,59,0.265,0.705,0.265,0.000,0.030
400000,229,4.212,0.190,8.29,28077,6241,9,21065,797,621,408206.5,34409.4,0.021,0.032,0.629,0.107,0.212,1303,59.38,10.65,33.47,14.84,4.63,9.21,0.80,1.61,20.48,5.01,4.23,8.41,0.072,0.144,32,0.498,0.817,0.162,0.000,0.022
410000,261,3.635,0.168,9.15,17369,7023,8,10028,278,168,409092.2,19856.7,0.022,0.045,0.525,0.174,0.234,2361,48.84,21.12,23.78,17.50,7.29,10.22,1.03,2.36,16.74,4.28,5.98,9.45,0.135,0.174,37,0.337,0.728,0.234,0.000,0.038
420000,220,4.052,0.194,7.87,25109,6524,8,17925,693,732,408537.9,28602.5,0.022,0.038,0.586,0.139,0.215,1473,61.98,1.26,39.60,7.23,2.93,7.57,0.47,1.45,18.98,2.61,2.63,6.85,0.046,0.118,25,0.532,0.909,0.086,0.000,0.005
430000,213,3.986,0.195,7.73,13401,6721,16,6505,166,150,408681.8,12328.0,0.027,0.057,0.356,0.225,0.335,2639,61.35,1.47,39.16,7.90,2.92,7.51,0.39,1.18,18.88,2.97,2.54,6.61,0.046,0.118,27,0.671,0.920,0.066,0.000,0.014
440000,227,4.352,0.185,7.93,9530,6781,9,2715,11,65,408923.8,9313.7,0.027,0.061,0.345,0.248,0.320,3996,61.63,1.56,39.17,7.95,3.06,7.77,0.38,0.99,19.02,3.91,2.76,7.01,0.048,0.122,28,0.639,0.907,0.084,0.000,0.009
450000,222,4.547,0.187,7.68,9167,7368,17,1779,8,33,408760.0,5844.8,0.026,0.063,0.335,0.250,0.326,4477,61.30,1.94,40.11,6.39,2.11,6.51,0.34,1.51,18.74,2.58,1.91,5.92,0.033,0.102,25,0.788,0.928,0.072,0.000,0.000
460000,222,4.464,0.200,7.76,9152,7085,11,2040,16,46,408865.2,5876.3,0.025,0.065,0.336,0.254,0.320,4574,61.51,1.65,39.90,7.82,2.43,7.16,0.42,1.62,18.76,4.18,2.14,6.30,0.038,0.112,32,0.599,0.901,0.077,0.000,0.023
470000,214,4.520,0.206,7.81,9105,7211,11,1879,12,41,409067.5,5849.5,0.025,0.066,0.332,0.253,0.324,4559,61.39,2.66,39.43,8.01,2.77,7.38,0.34,0.95,18.85,4.10,2.46,6.64,0.044,0.117,26,0.659,0.897,0.079,0.000,0.023
480000,220,4.334,0.203,8.40,9572,7076,11,2446,33,55,409363.5,6858.5,0.026,0.063,0.344,0.248,0.319,4195,61.85,3.01,38.09,8.85,4.61,9.17,0.64,1.36,18.52,3.31,4.23,8.40,0.072,0.143,27,0.282,0.818,0.145,0.000,0.036
490000,219,4.412,0.198,7.71,8184,5801,30,2353,1,46,409426.8,8268.8,0.038,0.041,0.365,0.268,0.288,4535,62.55,1.14,40.30,6.86,2.39,6.96,0.33,0.95,19.53,2.81,2.17,6.34,0.037,0.109,29,0.379,0.922,0.068,0.000,0.009
500000,205,4.287,0.220,8.41,8480,5892,28,2568,6,65,409469.5,8590.3,0.037,0.043,0.387,0.251,0.281,4179,63.46,1.61,40.03,7.66,3.20,7.89,0.48,1.04,19.75,2.96,2.93,7.20,0.050,0.123,34,0.332,0.898,0.098,0.000,0.005
510000,203,4.439,0.193,7.97,8529,6328,20,2182,1,55,409253.9,7680.0,0.027,0.059,0.364,0.234,0.316,4354,63.40,1.49,40.87,8.31,3.04,7.71,0.54,2.43,18.95,3.59,2.78,7.04,0.047,0.120,28,0.360,0.882,0.108,0.000,0.010
520000,223,4.399,0.178,8.53,8797,6830,15,1932,0,53,409664.0,6069.0,0.025,0.063,0.340,0.249,0.324,4569,60.00,10.63,34.70,13.03,5.50,9.62,0.83,2.06,18.96,3.81,4.85,8.67,0.088,0.153,33,0.462,0.789,0.202,0.000,0.009
530000,222,4.522,0.174,7.54,9074,5767,23,3222,63,69,409408.5,8751.8,0.025,0.053,0.355,0.284,0.283,4175,63.44,2.16,41.86,4.65,0.83,4.29,0.14,0.77,20.60,2.90,0.76,3.91,0.013,0.067,38,0.297,0.968,0.032,0.000,0.000
540000,198,4.724,0.208,12.91,9809,6006,23,3763,41,48,409249.7,8940.4,0.023,0.049,0.368,0.284,0.275,3952,63.92,0.36,26.58,9.23,18.45,9.14,2.39,1.19,16.50,1.48,16.87,8.36,0.288,0.143,19,0.783,0.439,0.551,0.000,0.010
550000,318,3.192,0.153,9.68,21263,5360,9,15353,421,155,408967.0,26327.8,0.021,0.020,0.488,0.064,0.407,1560,41.89,23.08,25.38,18.93,3.04,7.72,0.67,2.56,12.79,4.26,2.73,7.00,0.048,0.121,47,0.469,0.843,0.113,0.000,0.044
560000,240,4.105,0.171,9.50,23550,5422,27,17681,498,163,409273.2,28792.3,0.017,0.008,0.518,0.016,0.441,1338,56.34,5.84,39.28,7.66,2.30,6.90,0.48,2.89,14.27,2.32,2.10,6.30,0.036,0.108,20,0.804,0.913,0.079,0.000,0.008
570000,300,3.225,0.148,11.39,28481,5501,22,22314,584,254,409574.4,36614.5,0.020,0.005,0.546,0.014,0.415,1105,39.61,23.48,18.01,17.70,6.38,10.27,0.94,1.56,14.27,3.80,5.84,9.38,0.100,0.160,63,0.273,0.717,0.257,0.000,0.027
580000,326,3.076,0.155,9.88,26402,5695,15,20062,604,242,409629.6,32301.8,0.018,0.003,0.536,0.017,0.425,1268,37.82,24.38,17.66,18.06,5.76,9.95,1.01,2.67,13.39,4.12,5.19,9.06,0.094,0.164,71,0.230,0.755,0.199,0.000,0.046
590000,336,3.025,0.127,10.93,26938,5236,30,20979,683,197,409496.7,34237.9,0.018,0.007,0.541,0.013,0.421,1223,32.77,25.36,12.20,15.17,6.51,10.32,1.53,3.74,12.53,5.27,5.96,9.43,0.102,0.161,64,0.271,0.699,0.250,0.000,0.051
600000,250,3.820,0.182,9.80,23775,5248,24,18082,507,154,409181.7,29518.1,0.016,0.008,0.538,0.017,0.421,1364,44.57,21.65,26.96,17.85,3.85,9.01,0.58,1.62,13.18,5.02,3.28,7.58,0.060,0.141,29,0.504,0.840,0.144,0.000,0.016
610000,245,4.005,0.160,10.40,24279,5429,41,18234,580,151,409659.6,30472.9,0.017,0.006,0.526,0.015,0.437,1338,49.50,18.55,25.82,16.42,7.38,10.71,0.94,1.39,15.35,3.47,6.74,9.78,0.115,0.167,29,0.420,0.702,0.273,0.000,0.024
620000,234,4.517,0.195,11.73,23573,5541,24,17485,534,184,409354.3,29561.5,0.017,0.005,0.541,0.014,0.423,1404,55.69,15.56,26.14,13.22,12.70,11.40,1.73,1.62,15.13,1.98,11.56,10.37,0.198,0.178,24,0.543,0.568,0.423,0.000,0.009
630000,367,2.860,0.141,9.66,25131,5381,21,19060,536,180,409649.6,32097.4,0.018,0.004,0.536,0.015,0.428,1318,33.22,24.01,14.85,17.26,4.95,9.40,0.75,1.52,12.66,4.27,4.34,8.47,0.082,0.152,64,0.204,0.763,0.199,0.000,0.038
640000,227,4.288,0.168,11.34,27620,5494,43,21570,653,173,408243.5,34456.0,0.020,0.021,0.539,0.016,0.404,1244,59.02,9.51,30.91,12.24,10.73,11.47,1.50,1.60,15.88,1.67,9.78,10.46,0.168,0.179,25,0.463,0.626,0.370,0.000,0.004
650000,287,3.341,0.138,10.35,29512,5851,14,22942,645,243,408053.2,37940.8,0.018,0.006,0.507,0.018,0.451,1198,43.83,22.51,19.54,17.37,7.60,10.70,1.03,1.50,15.66,3.16,6.85,9.80,0.121,0.168,50,0.314,0.704,0.275,0.000,0.021
660000,266,3.521,0.167,11.29,31739,5575,14,25345,826,228,407827.6,41209.8,0.019,0.005,0.543,0.018,0.415,1067,42.86,24.95,16.76,14.26,10.64,11.47,1.74,2.79,13.73,3.55,9.71,10.47,0.166,0.179,43,0.462,0.590,0.383,0.000,0.026
670000,232,4.543,0.172,11.63,23819,5521,17,17860,455,175,408005.0,29429.1,0.024,0.010,0.558,0.018,0.390,1396,55.89,16.19,26.16,13.38,12.49,11.46,1.80,1.85,15.44,2.16,11.41,10.46,0.195,0.179,20,0.543,0.560,0.418,0.000,0.022
680000,252,4.027,0.151,9.79,23748,5610,21,17671,426,133,408150.1,29989.3,0.020,0.006,0.579,0.013,0.382,1347,55.47,11.86,35.38,12.81,3.40,8.14,0.72,2.73,15.97,3.22,3.11,7.43,0.053,0.127,33,0.635,0.873,0.107,0.000,0.020
690000,316,3.101,0.147,10.07,24445,5860,16,18105,400,131,408064.3,30639.2,0.019,0.009,0.557,0.016,0.399,1308,37.11,23.48,15.46,15.27,6.52,10.53,1.19,2.45,13.95,4.19,5.78,9.32,0.102,0.164,61,0.259,0.725,0.250,0.000,0.025
700000,219,4.280,0.170,10.68,23496,5595,30,17514,454,142,407917.0,28907.4,0.020,0.018,0.546,0.017,0.399,1397,59.84,4.04,35.66,9.80,7.37,10.72,1.09,2.04,15.72,1.48,6.73,9.78,0.115,0.167,18,0.543,0.726,0.269,0.000,0.005
710000,219,4.184,0.179,10.33,27612,5594,23,21477,518,192,408207.5,35212.2,0.018,0.003,0.525,0.017,0.437,1256,58.91,4.50,37.08,9.09,5.16,9.47,1.05,3.26,15.62,2.17,4.72,8.65,0.081,0.148,25,0.493,0.763,0.219,0.000,0.018
720000,211,4.482,0.182,10.48,21978,5409,9,16159,409,198,409197.2,29354.3,0.017,0.006,0.574,0.027,0.376,1377,59.90,3.94,39.15,7.99,3.82,8.32,0.48,1.09,16.45,3.79,3.50,7.60,0.060,0.130,31,0.427,0.844,0.152,0.000,0.005
730000,353,3.032,0.132,11.17,22762,5391,22,16805,402,195,409598.3,27660.5,0.019,0.009,0.569,0.029,0.374,1409,34.34,25.06,16.48,18.12,4.39,9.03,1.15,3.46,12.32,4.15,3.93,8.19,0.070,0.142,60,0.187,0.799,0.178,0.000,0.023
740000,216,4.381,0.192,11.61,26113,5634,33,20084,499,180,408600.2,31046.3,0.022,0.010,0.535,0.020,0.413,1299,53.63,18.75,24.51,13.85,12.56,11.38,1.89,1.61,14.66,2.84,11.30,10.41,0.200,0.186,24,0.532,0.523,0.458,0.000,0.019
750000,231,4.031,0.164,10.22,25502,6115,12,19010,350,176,409984.4,32425.6,0.020,0.004,0.480,0.022,0.475,1332,55.31,12.82,32.88,13.23,6.37,10.29,0.94,1.77,15.11,1.92,5.82,9.40,0.100,0.161,24,0.494,0.753,0.247,0.000,0.000
760000,217,4.336,0.162,9.65,23875,6421,17,17095,356,165,410084.6,29098.9,0.018,0.005,0.495,0.019,0.463,1385,58.56,3.69,39.28,7.36,2.97,7.71,0.66,1.98,15.65,2.40,2.71,7.04,0.046,0.120,21,0.465,0.880,0.106,0.000,0.014
770000,277,3.748,0.152,9.62,31397,6312,4,24671,350,383,409756.3,40128.6,0.018,0.009,0.512,0.018,0.442,1141,45.72,23.52,26.00,17.98,5.38,9.70,0.96,2.83,13.38,4.54,4.83,8.79,0.085,0.152,40,0.224,0.751,0.220,0.000,0.029
780000,314,3.185,0.133,10.15,26713,6482,12,19796,386,209,410717.8,32092.4,0.016,0.002,0.498,0.019,0.464,1291,38.69,23.93,19.54,18.03,4.77,9.44,1.33,4.22,13.04,3.83,4.24,8.41,0.075,0.148,65,0.296,0.783,0.185,0.000,0.032
790000,271,3.654,0.140,10.74,26198,6595,7,19260,379,199,410344.2,33609.7,0.017,0.007,0.514,0.023,0.440,1211,46.62,21.04,24.16,17.57,6.21,10.30,1.23,2.53,15.02,3.31,5.41,9.02,0.097,0.161,37,0.387,0.753,0.221,0.000,0.026
800000,231,3.732,0.171,10.26,26562,5987,13,20261,341,258,409995.4,32902.7,0.019,0.006,0.546,0.022,0.407,1256,54.15,14.95,32.86,14.31,5.45,9.68,1.29,4.27,14.55,2.23,4.95,8.85,0.085,0.151,32,0.554,0.749,0.225,0.004,0.022
810000,209,4.118,0.205,13.94,21110,5716,13,15127,276,184,407591.3,25277.7,0.019,0.006,0.548,0.025,0.401,1494,64.00,0.00,22.00,0.00,23.00,0.00,3.00,0.00,16.00,0.00,21.00,0.00,0.359,0.000,1,1.000,0.632,0.368,0.000,0.000
820000,198,4.180,0.199,14.30,8229,5705,79,2456,0,98,409453.8,8254.5,0.027,0.000,0.750,0.003,0.219,2401,64.00,0.00,41.40,8.31,3.60,7.75,0.86,1.46,18.14,2.87,3.34,7.13,0.056,0.121,53,0.207,0.874,0.121,0.000,0.005
830000,202,4.333,0.194,14.09,9874,8098,4,1768,0,38,409588.3,5845.7,0.023,0.002,0.729,0.003,0.242,1859,63.58,3.22,40.67,7.18,1.40,5.46,1.17,2.97,20.33,4.71,1.28,4.97,0.022,0.085,62,0.366,0.921,0.050,0.000,0.030
840000,212,4.177,0.167,13.96,11172,8949,6,2207,0,30,409408.6,7163.9,0.032,0.001,0.681,0.005,0.282,1715,63.97,0.48,39.65,7.97,2.77,7.37,0.94,3.76,20.61,4.02,2.54,6.75,0.043,0.115,39,0.524,0.892,0.099,0.000,0.009
850000,228,4.431,0.177,13.93,10088,8103,10,1957,2,30,408861.8,6416.8,0.025,0.001,0.670,0.004,0.300,1916,63.99,0.09,40.99,7.02,1.88,6.17,1.01,3.04,20.11,2.97,1.72,5.63,0.029,0.096,48,0.364,0.939,0.061,0.000,0.000
860000,226,4.111,0.165,13.85,9940,7810,18,2113,1,54,409048.7,6608.0,0.019,0.001,0.705,0.003,0.272,2005,63.58,4.04,40.40,7.85,1.64,5.90,1.53,3.54,20.01,4.89,1.50,5.39,0.026,0.092,47,0.181,0.912,0.058,0.000,0.031
870000,215,4.223,0.165,13.79,13688,8756,13,4833,97,132,409050.8,11336.4,0.022,0.001,0.738,0.004,0.235,1476,63.90,1.02,39.91,7.49,2.19,6.69,1.82,3.72,19.98,3.37,2.00,6.11,0.034,0.105,54,0.223,0.898,0.079,0.000,0.023
880000,208,4.542,0.195,14.20,10701,8611,11,2085,1,45,409330.4,6904.2,0.025,0.001,0.714,0.004,0.255,1803,63.98,0.22,39.87,8.25,2.69,7.27,1.71,3.16,19.72,4.31,2.45,6.60,0.042,0.114,48,0.216,0.933,0.058,0.000,0.010
890000,213,4.651,0.172,14.51,10297,8391,16,1885,0,27,409432.6,6281.5,0.030,0.001,0.676,0.005,0.289,1819,64.00,0.00,41.92,6.48,0.71,3.87,1.82,4.80,19.55,4.07,0.66,3.55,0.011,0.061,42,0.319,0.962,0.023,0.000,0.014
900000,208,4.747,0.180,14.67,10464,8179,9,2281,0,38,408881.0,7742.6,0.032,0.001,0.621,0.006,0.341,1735,64.00,0.00,39.26,8.70,3.97,8.62,1.45,1.91,19.32,3.59,3.69,8.02,0.062,0.135,41,0.303,0.880,0.115,0.000,0.005
910000,211,4.552,0.193,14.48,9843,6959,13,2868,0,62,409241.4,9975.9,0.031,0.001,0.642,0.005,0.321,1882,63.79,1.78,39.17,8.88,4.09,8.62,1.65,3.66,18.87,3.62,3.76,7.89,0.064,0.135,47,0.199,0.886,0.109,0.000,0.005
920000,214,4.571,0.189,14.53,10179,7208,11,2956,1,46,408959.8,10038.1,0.027,0.006,0.605,0.005,0.358,1801,64.00,0.00,41.42,5.62,1.18,5.08,0.90,0.92,20.50,3.26,1.08,4.64,0.018,0.079,43,0.528,0.953,0.042,0.000,0.005
930000,229,4.505,0.177,13.99,9451,7694,15,1727,0,29,408967.3,5706.3,0.024,0.003,0.654,0.003,0.316,2026,64.00,0.00,40.48,7.06,1.91,6.34,1.49,3.03,20.13,3.56,1.74,5.79,0.030,0.099,45,0.406,0.921,0.057,0.000,0.022
940000,211,4.374,0.197,13.98,10470,6770,15,3661,42,57,409914.6,10878.1,0.026,0.001,0.623,0.004,0.345,1883,64.00,0.00,40.87,8.91,1.62,5.66,1.36,5.43,20.16,3.16,1.61,5.66,0.025,0.089,39,0.626,0.943,0.057,0.000,0.000
