step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent
250000,386,1.523,0.047,9.14,15020,13968,180,2,890,42,230305.0,4866.0,0.004,0.166,0.542,0.288,2305,9.29,3.38,0.01,0.10,0.03,0.46,0.03,0.51,9.23,3.36,0.00,0.00,0.003,0.051,41,0.236,0.210,0.788,0.000,0.003,8047,7144,3,0.290,0.342,0.003,9558,0.235,0.227,0.001,23.03,5428,242,115.857,0.000,0.000,60432,1.00,19.02,0.000,0.000,0.000,5,9,15,25,3585,0.014,0.14,0.0065,0.000,1,0.082,0.000,0.177,0.020,2.25,3.32,3.18,0.00,0.000,1.00,1.00,1.00,0.082,0.00163,75.04,0.5771,8.30,73116.9,74539.0,65.231,0.0909,22.937
260000,372,1.505,0.097,9.03,11967,11028,191,0,762,2,208802.0,3903.5,0.002,0.162,0.581,0.255,2474,10.49,3.76,0.02,0.15,0.12,1.86,0.00,0.00,10.35,3.05,0.00,0.00,0.003,0.041,37,0.360,0.237,0.763,0.000,0.000,5672,4771,4,0.556,0.000,0.000,6232,0.225,0.539,0.005,20.94,4298,0,1951.727,0.000,0.000,35836,1.01,18.38,0.000,0.000,0.000,6,9,15,52,3902,0.015,4.02,0.0054,0.000,1,0.055,0.000,0.135,0.017,2.16,3.42,3.40,0.00,0.000,1.00,1.01,1.01,0.055,0.00148,31.64,0.4655,9.90,72308.6,74539.0,106.844,0.0750,20.782
270000,371,1.494,0.057,8.95,12293,11330,166,0,798,4,190690.6,3959.3,0.007,0.151,0.567,0.275,2679,10.98,3.88,0.00,0.00,0.04,0.67,0.04,0.73,10.90,3.64,0.00,0.00,0.001,0.018,43,0.270,0.197,0.782,0.000,0.022,6328,5313,3,0.423,0.000,0.008,5243,0.204,0.271,0.001,19.00,4561,0,989.834,0.000,0.003,49209,1.00,18.13,0.000,0.000,0.000,8,9,15,37,4074,0.016,4.63,0.0047,0.000,3,0.088,0.000,0.179,0.021,2.21,3.53,3.41,0.00,0.000,1.00,1.00,1.00,0.088,0.00122,67.36,0.4790,9.05,72977.0,74538.9,72.450,0.0832,18.982
280000,319,1.511,0.112,8.78,12726,11901,188,0,689,1,196953.8,3947.7,0.006,0.128,0.569,0.298,2591,8.74,3.31,0.01,0.11,0.03,0.45,0.00,0.00,8.70,3.01,0.00,0.00,0.000,0.009,39,0.426,0.235,0.762,0.000,0.003,6399,5633,3,0.552,0.000,0.000,5462,0.209,0.601,0.007,19.80,4561,0,3947.691,0.000,0.000,44812,1.01,19.39,0.000,0.000,0.000,7,8,9,52,2787,0.011,6.71,0.0071,0.000,0,0.093,0.000,0.155,0.016,2.33,3.16,3.15,0.00,0.000,1.01,1.01,1.01,0.093,0.00135,66.30,0.4797,9.50,72163.6,74538.9,70.634,0.0849,19.632
290000,371,1.480,0.087,8.50,10556,9749,168,0,587,7,157346.8,2851.0,0.006,0.141,0.578,0.275,2980,8.46,1.86,0.00,0.00,0.01,0.21,0.00,0.00,8.45,1.86,0.00,0.00,0.001,0.019,28,0.531,0.235,0.763,0.000,0.003,3829,3422,2,0.666,0.000,0.000,2960,0.148,0.420,0.003,15.72,3747,0,407.279,0.000,0.000,40649,1.00,19.57,0.000,0.000,0.000,7,8,10,23,3138,0.012,7.60,0.0050,0.008,0,0.088,0.000,0.138,0.011,2.28,3.10,3.11,0.00,0.000,1.00,1.00,1.00,0.088,0.00099,45.59,0.3634,5.52,72498.1,74538.9,94.531,0.0787,15.675
300000,325,1.498,0.061,8.44,12319,11531,134,0,700,16,177040.5,3059.5,0.003,0.159,0.570,0.268,2773,8.18,1.91,0.01,0.11,0.00,0.06,0.00,0.06,8.17,1.90,0.00,0.00,0.000,0.005,28,0.735,0.200,0.797,0.000,0.003,4850,4255,2,0.505,0.000,0.003,3938,0.149,0.246,0.001,17.69,4129,0,191.220,0.000,0.000,51435,1.00,19.53,0.000,0.000,0.000,7,8,9,26,2660,0.010,0.08,0.0067,0.031,1,0.088,0.000,0.166,0.007,2.35,3.11,3.14,0.00,0.000,1.00,1.01,1.00,0.088,0.00136,53.78,0.3840,6.54,73005.4,74539.0,91.893,0.0781,17.658
310000,316,1.495,0.071,8.74,9990,9282,169,0,548,4,157251.5,2390.7,0.003,0.176,0.577,0.244,3039,7.61,1.16,0.02,0.28,0.00,0.00,0.00,0.00,7.59,1.09,0.00,0.00,0.000,0.000,30,0.446,0.222,0.775,0.000,0.003,3249,2933,2,0.623,0.000,0.000,2654,0.155,0.386,0.002,15.76,3468,0,597.680,0.000,0.000,46905,1.01,19.47,0.000,0.000,0.000,7,8,8,15,2405,0.009,1.48,0.0066,0.006,1,0.081,0.000,0.132,0.004,2.30,3.02,3.25,0.00,0.000,1.01,1.01,1.01,0.081,0.00135,56.83,0.3112,5.54,72861.6,74539.0,89.365,0.0723,15.678
320000,349,1.418,0.085,8.22,10791,9956,167,0,635,3,169973.6,2787.2,0.002,0.147,0.574,0.277,2821,8.20,2.09,0.00,0.00,0.00,0.00,0.00,0.00,8.20,2.09,0.00,0.00,0.000,0.000,33,0.556,0.215,0.782,0.000,0.003,4237,3645,2,0.722,0.000,0.000,3635,0.154,0.421,0.003,17.04,3679,0,929.064,0.000,0.000,38243,1.00,19.53,0.000,0.000,0.000,7,8,9,27,2862,0.011,0.12,0.0059,0.000,2,0.074,0.000,0.162,0.006,2.22,3.19,3.06,0.00,0.000,1.00,1.00,1.00,0.074,0.00112,48.80,0.3423,5.44,72599.9,74539.0,97.475,0.0636,16.949
330000,334,1.455,0.065,8.10,11871,11019,212,0,655,5,172237.4,3474.3,0.009,0.118,0.547,0.327,2872,8.40,3.56,0.06,1.09,0.04,0.71,0.01,0.11,8.29,3.07,0.01,0.11,0.001,0.017,30,0.629,0.192,0.799,0.000,0.009,6081,5676,2,0.763,0.000,0.003,5009,0.169,0.283,0.001,17.21,3806,0,694.869,0.000,0.003,50627,1.01,19.55,0.000,0.006,0.003,7,8,8,41,2805,0.011,0.23,0.0062,0.000,2,0.119,0.000,0.185,0.017,2.25,3.13,3.10,0.01,0.003,1.02,1.00,1.01,0.119,0.00094,73.30,0.4159,10.92,72939.7,74538.9,72.702,0.0680,17.177
340000,305,1.528,0.069,8.23,12280,11444,195,0,670,7,172201.3,3333.7,0.015,0.119,0.540,0.326,2848,8.34,3.07,0.04,0.52,0.08,1.31,0.09,1.49,8.14,2.11,0.00,0.00,0.002,0.034,32,0.590,0.167,0.816,0.000,0.016,5176,4863,3,0.469,0.000,0.003,8279,0.137,0.321,0.001,17.25,4038,0,476.240,0.000,0.000,37286,1.01,19.44,0.000,0.000,0.000,7,8,9,39,2544,0.010,0.79,0.0069,0.000,2,0.086,0.000,0.145,0.013,2.38,3.10,3.18,0.00,0.000,1.00,1.02,1.01,0.086,0.00107,63.15,0.4163,9.01,72887.7,74539.0,82.253,0.0831,17.157
350000,415,1.414,0.132,8.37,13403,12475,110,0,708,9,182240.2,3390.9,0.011,0.148,0.546,0.294,2658,8.67,2.77,0.05,0.70,0.05,0.73,0.00,0.00,8.57,2.55,0.00,0.00,0.002,0.033,43,0.383,0.239,0.747,0.000,0.014,5701,5215,2,0.564,0.000,0.000,9938,0.146,0.633,0.006,18.33,4628,0,376.765,0.000,0.000,55803,1.02,19.12,0.000,0.000,0.000,7,8,12,27,3596,0.014,5.84,0.0051,0.034,1,0.098,0.000,0.169,0.010,2.40,3.33,3.13,0.00,0.000,1.02,1.04,1.02,0.098,0.00103,60.59,0.4174,5.25,71721.5,74539.0,78.689,0.0787,18.133
360000,406,1.499,0.170,8.24,16600,15687,82,0,840,18,224656.6,4340.8,0.008,0.161,0.537,0.294,2296,8.62,2.87,0.09,1.57,0.00,0.00,0.00,0.00,8.52,2.27,0.00,0.00,0.000,0.000,40,0.549,0.192,0.800,0.000,0.007,7738,6828,2,0.537,0.000,0.000,7324,0.180,0.720,0.009,22.52,5536,0,241.154,0.000,0.002,79516,1.03,19.41,0.000,0.000,0.000,7,8,11,44,3499,0.013,1.34,0.0065,0.052,1,0.107,0.000,0.209,0.015,2.30,3.19,3.10,0.00,0.000,1.03,1.04,1.03,0.107,0.00139,72.26,0.5159,7.45,71076.6,74538.8,67.315,0.0817,22.377
370000,445,1.581,0.169,8.42,13893,13059,97,0,698,0,191483.7,3758.1,0.011,0.152,0.511,0.326,2604,10.01,4.97,0.21,0.90,0.07,1.08,0.04,0.85,9.68,4.15,0.00,0.00,0.002,0.023,60,0.281,0.196,0.789,0.000,0.016,6684,6130,2,0.548,0.000,0.002,7135,0.170,0.747,0.010,19.14,4845,0,3758.143,0.000,0.000,65447,1.06,17.97,0.000,0.000,0.000,6,8,12,48,4454,0.017,3.00,0.0044,0.029,43,0.111,0.000,0.188,0.019,2.51,3.54,3.47,0.01,0.002,1.06,1.08,1.05,0.111,0.00102,67.94,0.4556,14.53,70970.4,74538.9,73.354,0.0791,19.049
380000,400,1.428,0.060,8.24,15373,14479,107,0,832,7,216948.2,4252.4,0.008,0.166,0.521,0.305,2357,8.56,3.13,0.07,1.06,0.06,0.97,0.00,0.00,8.44,2.71,0.00,0.10,0.003,0.042,39,0.430,0.172,0.822,0.000,0.005,6834,6257,2,0.577,0.130,0.000,8102,0.182,0.258,0.001,21.51,5196,0,607.485,0.000,0.005,66769,1.02,19.44,0.000,0.000,0.002,7,8,10,49,3426,0.013,0.19,0.0064,0.043,3,0.092,0.000,0.175,0.018,2.34,3.20,3.09,0.01,0.002,1.02,1.02,1.02,0.092,0.00144,78.40,0.5243,6.92,72910.8,74538.9,63.332,0.0998,21.604
