step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
16000,700,0.6071,7889.3,719,463,159,78,14,135,77,36002,44799,49254,0,0,0,1.000,1.000,1.000,396,38,0
17000,1004,0.5000,10891.3,715,607,224,173,30,179,164,35061,43311,48181,0,0,0,1.000,1.000,1.000,504,58,3
18000,1429,0.4878,13922.1,607,743,365,321,51,169,201,33334,41646,46920,0,0,0,1.000,1.000,1.000,634,98,11
19000,1980,0.5379,19832.9,636,874,615,491,95,135,194,31215,38219,44457,0,0,0,1.000,1.000,1.000,680,148,24
20000,2312,0.5324,26001.2,631,897,808,607,108,80,161,30523,33128,40331,0,0,0,1.000,1.000,1.000,693,254,36
21000,2498,0.5556,34317.5,608,971,856,671,107,88,118,28234,29876,35696,0,0,0,1.000,1.000,1.000,766,224,20
22000,2839,0.5513,49813.5,735,1078,955,806,106,76,121,23005,23911,30230,0,0,0,1.000,1.000,1.000,826,225,27
23000,3070,0.4987,54783.8,714,1036,1083,951,99,92,133,20129,21331,28023,0,0,0,1.000,1.000,1.000,818,226,35
24000,3295,0.5344,52597.5,626,1190,1157,948,117,85,126,21450,21153,27433,0,0,0,1.000,1.000,1.000,964,264,25
25000,3264,0.5417,58645.1,702,1144,1177,943,113,74,144,18669,20592,25808,0,0,0,1.000,1.000,1.000,872,308,25
26000,3248,0.5437,55904.2,715,1237,1065,946,82,97,127,19625,20343,26447,0,0,0,1.000,1.000,1.000,957,324,18
27000,3195,0.5552,53062.3,670,1252,1199,744,122,101,79,21273,21313,27450,0,0,0,1.000,1.000,1.000,1003,281,21
28000,2922,0.5739,51559.2,752,1144,1106,672,102,120,97,21008,22858,28920,0,0,0,1.000,1.000,1.000,920,307,22
29000,3073,0.5919,47791.0,764,1175,1174,724,114,114,120,22323,25024,31249,0,0,0,1.000,1.000,1.000,850,252,14
30000,3091,0.5846,39158.9,659,1170,1083,838,122,132,141,25345,28120,35187,0,0,0,1.000,1.000,1.000,924,232,23
31000,2441,0.6206,31367.7,737,935,838,668,109,105,142,28242,33613,38313,0,0,0,1.000,1.000,1.000,733,235,32
32000,2107,0.6559,22499.2,824,930,672,505,97,110,115,31863,37416,41451,0,0,0,1.000,1.000,1.000,771,139,10
33000,1581,0.7097,14643.5,857,830,453,298,73,122,106,35591,41320,44144,0,0,0,1.000,1.000,1.000,712,106,18
34000,1102,0.6515,8490.8,919,710,247,145,49,107,78,37007,44220,47083,0,0,0,1.000,1.000,1.000,599,50,9
35000,745,0.6698,7416.1,954,560,145,40,22,88,32,36259,45228,48802,0,0,0,1.000,1.000,1.000,458,36,0
36000,696,0.5761,7902.7,702,506,132,58,23,105,56,35126,45006,49328,0,0,0,1.000,1.000,1.000,440,35,1
37000,1030,0.5951,10698.7,668,634,251,145,33,174,127,33873,43731,48877,0,0,0,1.000,1.000,1.000,531,66,7
38000,1977,0.5908,12740.5,518,1027,549,401,97,202,202,32479,42127,47860,0,0,0,1.000,1.000,1.000,859,151,14
39000,2655,0.5736,18559.5,538,1266,790,599,133,158,170,30795,38715,45225,0,0,0,1.000,1.000,1.000,1017,229,17
40000,3072,0.5977,27934.8,605,1291,1056,725,170,128,160,27104,33834,41206,0,0,0,1.000,1.000,1.000,1003,342,16
41000,3556,0.6164,35269.3,669,1463,1255,838,199,143,165,25172,29077,37284,0,0,0,1.000,1.000,1.000,1096,352,22
42000,3572,0.5882,44334.0,688,1416,1313,843,166,113,147,21587,24878,33212,0,0,0,1.000,1.000,1.000,1087,369,33
43000,4232,0.5586,49232.4,617,1690,1520,1022,147,158,133,20743,23152,30267,0,0,0,1.000,1.000,1.000,1353,355,57
44000,4591,0.5618,51218.9,606,1544,1597,1450,145,150,181,20220,22114,28856,0,0,0,1.000,1.000,1.000,1238,392,87
45000,6272,0.4444,46265.9,394,2147,2300,1825,238,250,245,20957,23186,29663,0,0,0,1.000,1.000,1.000,1682,620,80
46000,6012,0.4702,43253.5,398,2197,2382,1433,273,280,277,22886,24545,31256,0,0,0,1.000,1.000,1.000,1704,534,57
47000,6398,0.4816,39236.9,367,2388,2397,1613,312,342,406,23577,26223,33285,0,0,0,1.000,1.000,1.000,1826,668,31
48000,4867,0.5449,34765.8,446,1833,1753,1281,251,250,259,25105,28049,35914,0,0,0,1.000,1.000,1.000,1477,520,26
49000,4157,0.6271,32838.7,548,1607,1604,946,167,221,238,26364,29123,36129,0,0,0,1.000,1.000,1.000,1296,516,38
50000,3176,0.6659,23779.0,695,1323,1094,759,155,160,188,28530,33389,40230,0,0,0,1.000,1.000,1.000,1061,318,44
51000,2354,0.7137,17892.0,831,962,823,569,121,140,155,30719,36248,43117,0,0,0,1.000,1.000,1.000,762,168,17
52000,1762,0.7633,13013.4,969,818,542,402,77,123,132,33695,39083,44794,0,0,0,1.000,1.000,1.000,631,126,13
53000,1414,0.7143,10208.2,953,802,358,254,73,94,106,35540,41932,45889,0,0,0,1.000,1.000,1.000,651,94,8
54000,1027,0.7975,6805.9,1124,614,240,173,45,76,80,37305,43646,47196,0,0,0,1.000,1.000,1.000,519,53,1
55000,724,0.7583,6313.8,1070,513,175,36,30,95,26,37292,44794,48635,0,0,0,1.000,1.000,1.000,439,56,1
56000,813,0.5486,8500.3,734,600,151,62,23,107,60,35745,44457,49083,0,0,0,1.000,1.000,1.000,520,25,1
57000,1187,0.5190,11918.9,623,727,261,199,22,191,179,33545,43216,48762,0,0,0,1.000,1.000,1.000,603,63,7
58000,1897,0.5040,12688.4,470,1036,481,380,67,216,213,32419,41879,48226,0,0,0,1.000,1.000,1.000,869,107,15
59000,2617,0.5281,17920.6,456,1206,808,603,119,186,214,30035,38847,46313,0,0,0,1.000,1.000,1.000,979,203,32
60000,3487,0.5159,25108.4,460,1494,1112,881,174,165,242,27482,34788,43392,0,0,0,1.000,1.000,1.000,1208,318,43
61000,4131,0.5386,34027.5,498,1555,1407,1169,166,161,243,25611,30241,38701,0,0,0,1.000,1.000,1.000,1260,372,55
62000,4865,0.5122,40683.8,507,1734,1776,1355,189,210,207,23755,26814,34890,0,0,0,1.000,1.000,1.000,1396,516,53
63000,5514,0.4893,44099.4,476,2176,1937,1401,199,176,233,22702,25490,32681,0,0,0,1.000,1.000,1.000,1775,537,59
64000,5764,0.5196,48383.1,515,2347,2001,1416,234,225,258,20578,24418,31747,0,0,0,1.000,1.000,1.000,1845,501,73
65000,5923,0.5178,52221.6,549,2378,2033,1512,210,210,271,19511,23094,30088,0,0,0,1.000,1.000,1.000,1885,482,75
66000,5483,0.5313,51401.5,590,1955,1941,1587,231,218,257,20208,22794,29274,0,0,0,1.000,1.000,1.000,1517,549,96
67000,5214,0.5489,53315.8,635,1954,1829,1431,194,189,231,19430,22178,28639,0,0,0,1.000,1.000,1.000,1528,442,80
68000,5247,0.5401,46885.3,586,2128,1724,1395,206,183,197,21842,24322,30106,0,0,0,1.000,1.000,1.000,1648,415,55
69000,4802,0.5589,38538.3,556,1927,1622,1253,184,181,220,25194,28135,33876,0,0,0,1.000,1.000,1.000,1601,444,34
70000,4026,0.5837,32864.2,558,1639,1408,979,161,172,168,27790,31428,36680,0,0,0,1.000,1.000,1.000,1356,447,37
71000,3483,0.6104,24132.4,583,1442,1263,778,136,196,191,30767,35696,40208,0,0,0,1.000,1.000,1.000,1193,298,34
72000,2263,0.6673,16622.3,707,1092,716,455,132,144,152,34645,39375,42549,0,0,0,1.000,1.000,1.000,887,211,20
73000,1694,0.6865,12797.1,798,899,448,347,85,155,168,36396,41949,44266,0,0,0,1.000,1.000,1.000,744,106,21
74000,1155,0.6961,8908.6,850,672,304,179,54,156,113,37317,44296,46624,0,0,0,1.000,1.000,1.000,568,72,8
75000,743,0.5545,6870.3,737,548,132,63,22,91,55,37145,45552,48217,0,0,0,1.000,1.000,1.000,467,37,0
76000,874,0.5789,7508.1,607,604,175,95,16,126,93,35877,45560,49119,0,0,0,1.000,1.000,1.000,522,44,1
77000,1311,0.5095,10817.6,582,870,237,204,29,172,178,33338,44168,48707,0,0,0,1.000,1.000,1.000,741,54,1
78000,2030,0.4966,13444.9,515,1029,591,410,64,255,272,32091,42222,48135,0,0,0,1.000,1.000,1.000,839,129,14
79000,2583,0.5176,17637.4,485,1203,778,602,103,194,231,29905,39434,46757,0,0,0,1.000,1.000,1.000,982,194,13
80000,3491,0.4918,26705.7,453,1426,1237,828,139,209,218,26967,34305,43985,0,0,0,1.000,1.000,1.000,1112,324,31
81000,4040,0.4938,35063.6,537,1571,1399,1070,186,181,236,24356,30341,39928,0,0,0,1.000,1.000,1.000,1261,372,52
82000,4672,0.5028,41421.6,535,1754,1633,1285,212,169,218,22804,27143,36471,0,0,0,1.000,1.000,1.000,1349,473,39
83000,4901,0.5015,46546.0,527,1777,1885,1239,191,219,214,20842,24326,34455,0,0,0,1.000,1.000,1.000,1333,575,16
84000,5065,0.4971,49760.1,528,1739,1898,1428,169,184,194,20163,22485,31204,0,0,0,1.000,1.000,1.000,1334,583,38
85000,5029,0.5192,52964.8,558,1770,1791,1468,170,183,216,20309,22029,28998,0,0,0,1.000,1.000,1.000,1381,515,29
86000,5765,0.5058,51934.6,508,2199,1940,1626,206,205,227,20704,22263,28373,0,0,0,1.000,1.000,1.000,1719,504,55
87000,5239,0.5476,47165.2,536,1985,1929,1325,168,186,171,22464,24257,30253,0,0,0,1.000,1.000,1.000,1626,470,49
88000,5024,0.5340,45134.4,545,2038,1751,1235,165,182,178,23251,25332,30979,0,0,0,1.000,1.000,1.000,1625,502,70
89000,4074,0.5731,40401.9,604,1549,1448,1077,124,186,213,25381,27773,32859,0,0,0,1.000,1.000,1.000,1173,381,30
90000,3784,0.5885,35869.3,637,1506,1359,919,144,162,201,26830,30673,35183,0,0,0,1.000,1.000,1.000,1195,416,51
91000,3096,0.6085,23754.6,631,1208,1118,770,140,165,194,31758,35645,39825,0,0,0,1.000,1.000,1.000,984,305,59
92000,2211,0.6242,18733.2,738,1110,675,426,116,137,154,33167,38739,42622,0,0,0,1.000,1.000,1.000,918,181,5
93000,1597,0.6869,12747.4,848,861,433,303,56,120,152,35164,41937,45592,0,0,0,1.000,1.000,1.000,745,118,1
94000,1017,0.7060,9843.3,957,606,265,146,34,101,90,35568,43963,47489,0,0,0,1.000,1.000,1.000,525,59,1
95000,775,0.7019,8101.0,1006,586,132,57,28,82,46,35475,44983,48756,0,0,0,1.000,1.000,1.000,496,21,0
96000,825,0.5648,7967.0,753,600,162,63,23,112,60,35238,44946,49344,0,0,0,1.000,1.000,1.000,495,38,0
97000,1140,0.5158,11010.8,617,681,288,171,36,183,152,33734,43632,48980,0,0,0,1.000,1.000,1.000,564,70,2
98000,1933,0.4749,15807.4,543,1010,541,382,87,237,242,30839,41385,47603,0,0,0,1.000,1.000,1.000,844,130,11
99000,2582,0.5232,18318.9,483,1252,752,578,128,202,248,29560,38926,46826,0,0,0,1.000,1.000,1.000,1029,193,9
100000,3580,0.4746,25526.7,415,1574,1102,904,142,184,227,26927,34949,43802,0,0,0,1.000,1.000,1.000,1233,236,41
