step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
25000,3127,0.5628,59810.8,797,1270,1113,744,67,55,87,17710,21288,28646,0,0,0,1.000,1.000,1.000,1092,315,19
26000,2884,0.5940,55109.9,833,1190,908,786,69,63,71,18720,23537,29821,0,0,0,1.000,1.000,1.000,1015,292,23
27000,2994,0.5939,51098.6,800,1228,1004,762,54,62,90,21197,24304,31527,0,0,0,1.000,1.000,1.000,1000,275,22
28000,2760,0.5967,49593.6,760,986,1043,731,55,75,90,22171,26371,32740,0,0,0,1.000,1.000,1.000,770,271,12
29000,2560,0.5980,45483.4,755,1078,905,577,76,76,83,22308,27779,35286,0,0,0,1.000,1.000,1.000,838,260,21
30000,2217,0.6211,40810.8,855,867,923,427,59,77,53,24618,28968,38033,0,0,0,1.000,1.000,1.000,690,258,15
31000,1697,0.6052,31744.2,887,712,654,331,68,63,59,28680,33151,41056,0,0,0,1.000,1.000,1.000,594,178,12
32000,1312,0.6593,20034.1,850,704,452,156,71,56,55,31823,38366,44813,0,0,0,1.000,1.000,1.000,581,166,2
33000,903,0.7265,11870.9,944,609,206,88,51,52,42,35715,42171,46889,0,0,0,1.000,1.000,1.000,526,62,0
34000,690,0.8188,7766.5,1154,494,145,51,38,47,32,37996,44260,47305,0,0,0,1.000,1.000,1.000,424,36,1
35000,577,0.6932,4280.5,943,492,73,12,15,33,12,40034,45263,47504,0,0,0,1.000,1.000,1.000,446,15,0
36000,504,0.6845,5055.2,844,435,57,12,11,37,12,40001,45175,47248,0,0,0,1.000,1.000,1.000,390,17,0
37000,496,0.6552,5186.9,864,437,39,20,13,21,18,39563,44319,46483,0,0,0,1.000,1.000,1.000,370,6,0
38000,895,0.5777,9582.9,604,712,133,50,25,58,20,36542,43222,46263,0,0,0,1.000,1.000,1.000,585,43,2
39000,1299,0.5527,15588.3,608,756,373,170,38,65,59,32263,40342,46167,0,0,0,1.000,1.000,1.000,603,148,24
40000,2051,0.4754,26721.0,587,1049,653,349,59,89,83,27015,34638,43122,0,0,0,1.000,1.000,1.000,799,250,15
41000,2898,0.5000,34139.9,574,1303,1036,559,96,119,149,25147,29544,41050,0,0,0,1.000,1.000,1.000,1135,346,46
42000,3816,0.5121,43225.3,579,1614,1288,914,135,144,171,21798,26486,36434,0,0,0,1.000,1.000,1.000,1329,356,77
43000,4102,0.5636,46215.4,621,1651,1445,1006,150,163,146,20958,24765,34537,0,0,0,1.000,1.000,1.000,1279,403,46
44000,3875,0.5342,53413.7,689,1439,1505,931,146,128,167,19196,22166,30865,0,0,0,1.000,1.000,1.000,1161,508,51
45000,4078,0.5432,55095.2,693,1494,1618,966,165,162,139,18975,21067,30154,0,0,0,1.000,1.000,1.000,1129,511,46
46000,4960,0.4841,48204.5,535,1762,1944,1254,188,197,194,20890,22210,30692,0,0,0,1.000,1.000,1.000,1387,502,47
47000,4350,0.5349,47577.8,594,1603,1756,991,160,199,211,22141,24262,32294,0,0,0,1.000,1.000,1.000,1379,526,43
48000,4598,0.5274,38872.1,490,1946,1482,1170,202,212,241,24542,27561,34118,0,0,0,1.000,1.000,1.000,1620,408,30
49000,4556,0.5461,27307.5,377,2013,1522,1021,187,201,228,28438,32393,38738,0,0,0,1.000,1.000,1.000,1544,551,89
50000,3586,0.4964,22919.9,401,1579,1171,836,129,169,208,29609,35064,41242,0,0,0,1.000,1.000,1.000,1231,455,76
51000,2328,0.5709,18749.2,456,1188,714,426,132,116,148,31891,37953,44409,0,0,0,1.000,1.000,1.000,971,217,19
52000,1367,0.6613,12377.7,696,808,394,165,114,102,92,34652,41147,46113,0,0,0,1.000,1.000,1.000,662,117,3
53000,996,0.6637,7900.9,749,607,300,89,42,112,63,37366,43605,46982,0,0,0,1.000,1.000,1.000,545,89,0
54000,593,0.6847,5236.3,883,367,160,66,17,84,46,39764,44799,46953,0,0,0,1.000,1.000,1.000,318,58,0
55000,439,0.6059,5108.2,777,343,74,22,8,43,19,40222,45536,46949,0,0,0,1.000,1.000,1.000,301,32,1
56000,348,0.6839,4269.7,752,274,52,22,7,38,22,41260,45648,46694,0,0,0,1.000,1.000,1.000,253,10,3
57000,426,0.5399,5020.4,642,335,62,29,3,39,26,40874,45291,46109,0,0,0,1.000,1.000,1.000,280,27,0
58000,568,0.5775,6135.8,582,420,73,75,11,41,61,39796,45150,46211,0,0,0,1.000,1.000,1.000,347,9,0
59000,1090,0.4972,13109.3,532,762,203,125,23,71,69,34118,42916,46030,0,0,0,1.000,1.000,1.000,629,69,3
60000,1436,0.5063,23903.4,655,878,309,249,47,58,95,28339,38368,44437,0,0,0,1.000,1.000,1.000,726,132,18
61000,1853,0.5283,31316.1,715,893,542,418,51,100,120,25849,33953,42574,0,0,0,1.000,1.000,1.000,730,155,17
62000,2410,0.4996,39243.7,642,1070,838,502,87,103,107,23112,28674,40201,0,0,0,1.000,1.000,1.000,862,309,18
63000,2509,0.5285,46597.7,714,926,1024,559,87,106,119,22591,25093,37174,0,0,0,1.000,1.000,1.000,748,268,35
64000,2617,0.5514,46524.3,738,980,1009,628,104,104,108,22765,26287,36040,0,0,0,1.000,1.000,1.000,733,360,65
65000,2847,0.4942,49500.8,704,1191,946,710,97,84,140,21312,25633,33640,0,0,0,1.000,1.000,1.000,929,286,36
66000,2944,0.5533,50305.8,738,1066,1190,688,114,87,135,23230,24757,33222,0,0,0,1.000,1.000,1.000,850,336,24
67000,2635,0.5271,53168.4,807,1049,951,635,98,91,88,21245,24239,31733,0,0,0,1.000,1.000,1.000,825,224,21
68000,2848,0.5228,48719.5,747,1186,943,719,89,100,97,21396,26218,32677,0,0,0,1.000,1.000,1.000,915,271,17
69000,3083,0.5443,45456.9,694,1291,1124,668,102,98,122,21969,27024,34725,0,0,0,1.000,1.000,1.000,1026,381,33
70000,2836,0.5423,29108.2,559,1260,989,587,119,88,139,28081,32309,38918,0,0,0,1.000,1.000,1.000,1043,334,14
71000,1953,0.6088,22208.7,644,917,614,422,90,79,142,31767,36413,41536,0,0,0,1.000,1.000,1.000,769,187,23
72000,1446,0.6874,17268.6,855,729,428,289,69,85,88,34163,38907,42653,0,0,0,1.000,1.000,1.000,637,135,26
73000,1051,0.7621,10796.8,992,648,232,171,42,73,78,37118,42148,44898,0,0,0,1.000,1.000,1.000,540,46,9
74000,718,0.8134,7289.1,1250,452,149,117,35,58,72,38452,44142,46136,0,0,0,1.000,1.000,1.000,362,21,7
75000,430,0.7395,4993.8,1317,332,70,28,18,29,20,40172,44847,46167,0,0,0,1.000,1.000,1.000,269,18,0
76000,400,0.6025,4728.0,759,329,57,14,9,39,14,41034,44911,45956,0,0,0,1.000,1.000,1.000,274,16,0
77000,347,0.7320,4746.9,884,277,41,29,7,29,22,40814,44415,45289,0,0,0,1.000,1.000,1.000,223,17,1
78000,795,0.5145,9090.7,554,563,132,100,21,49,37,37918,42851,44463,0,0,0,1.000,1.000,1.000,437,30,12
79000,1160,0.5250,16899.4,610,652,345,163,54,59,67,33577,39535,43256,0,0,0,1.000,1.000,1.000,504,102,20
80000,1542,0.5350,31940.8,808,848,465,229,56,74,70,25320,33824,40748,0,0,0,1.000,1.000,1.000,706,122,13
81000,2107,0.4718,35536.5,649,965,767,375,70,98,73,24025,28721,38710,0,0,0,1.000,1.000,1.000,730,188,40
82000,2419,0.4758,47059.7,707,976,982,461,67,101,95,20341,23267,32758,0,0,0,1.000,1.000,1.000,732,272,26
83000,2880,0.4938,50102.7,698,1186,1054,640,89,116,94,19681,22254,29509,0,0,0,1.000,1.000,1.000,867,309,30
84000,2992,0.4860,43746.3,605,1168,1097,727,88,134,95,22293,23003,29935,0,0,0,1.000,1.000,1.000,845,365,29
85000,2988,0.5080,48806.0,673,1142,1162,684,78,112,100,20460,20959,27856,0,0,0,1.000,1.000,1.000,866,400,22
86000,3150,0.5365,51580.8,710,1162,1188,800,74,124,111,20928,20654,26568,0,0,0,1.000,1.000,1.000,927,341,30
87000,3099,0.5550,48343.5,739,1027,1188,884,93,110,80,22597,21421,27685,0,0,0,1.000,1.000,1.000,823,360,20
88000,3114,0.4261,27627.3,418,1030,1291,793,129,175,147,31239,27910,31146,0,0,0,1.000,1.000,1.000,852,327,37
89000,2764,0.4653,21677.1,385,950,1059,755,129,131,160,34828,32840,34097,0,0,0,1.000,1.000,1.000,774,253,23
90000,2343,0.5386,24980.7,527,962,796,585,123,69,118,34200,33991,36124,0,0,0,1.000,1.000,1.000,792,234,17
91000,1894,0.5665,23011.3,692,907,606,381,85,84,84,34121,35881,38964,0,0,0,1.000,1.000,1.000,767,174,12
92000,1348,0.6380,16694.3,845,705,454,189,65,92,77,36018,39186,42534,0,0,0,1.000,1.000,1.000,553,176,9
93000,853,0.6975,10749.1,917,582,184,87,58,62,49,38438,43199,45190,0,0,0,1.000,1.000,1.000,516,49,4
94000,528,0.6970,7379.6,1056,379,123,26,18,55,18,40251,44578,45711,0,0,0,1.000,1.000,1.000,346,36,0
95000,388,0.6546,5573.7,1119,312,63,13,9,42,12,41313,45478,46004,0,0,0,1.000,1.000,1.000,277,12,0
96000,309,0.6343,3538.4,840,228,61,20,1,43,18,42709,45900,46446,0,0,0,1.000,1.000,1.000,202,16,0
97000,375,0.5493,5545.6,597,299,44,32,2,23,32,41258,45162,45906,0,0,0,1.000,1.000,1.000,290,12,1
98000,501,0.5729,7339.4,699,355,80,66,13,49,64,39889,44614,46259,0,0,0,1.000,1.000,1.000,325,20,0
99000,633,0.4961,11571.3,731,426,122,85,17,56,85,36849,42826,46169,0,0,0,1.000,1.000,1.000,383,47,0
100000,1126,0.4529,18485.8,660,672,300,154,23,76,98,32547,39315,45160,0,0,0,1.000,1.000,1.000,572,105,3
