step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
30000,2124,0.4821,19685.0,395,1133,619,372,83,56,55,28782,34603,43211,0,0,0,0.878,0.583,0.365,895,223,54
31000,1653,0.5638,14015.6,506,1060,377,216,69,59,52,32300,37698,44739,0,0,0,0.867,0.565,0.353,856,137,18
32000,1238,0.6260,8765.5,652,860,272,106,46,49,25,35347,40732,46294,0,0,0,0.930,0.676,0.348,754,91,4
33000,793,0.7327,5878.4,933,648,80,65,44,27,14,36924,42924,47304,0,0,0,0.941,0.766,0.604,590,43,0
34000,607,0.6343,4545.0,766,536,63,8,17,21,6,38809,44551,47767,0,0,0,0.960,0.826,0.480,499,31,0
35000,466,0.7489,3526.5,827,427,32,7,12,22,7,39798,45382,47854,0,0,0,0.947,0.876,0.571,396,15,1
36000,486,0.6955,4109.6,794,453,28,5,9,16,5,39749,45064,47263,0,0,0,0.953,0.788,0.486,409,17,0
37000,512,0.6738,4888.8,640,404,76,32,9,32,24,38718,44528,47074,0,0,0,0.916,0.690,0.509,346,31,4
38000,826,0.5508,7609.0,378,543,149,134,44,30,42,37043,43680,46562,0,0,0,0.902,0.714,0.593,467,54,10
39000,1220,0.4811,14089.3,421,721,327,172,45,44,39,31895,40241,45363,0,0,0,0.901,0.566,0.448,624,84,6
40000,2141,0.4652,23448.4,362,963,704,474,66,65,88,28441,34623,43369,0,0,0,0.864,0.505,0.285,768,224,9
41000,2080,0.4413,22917.6,418,1054,697,329,78,60,76,26539,32536,42372,0,0,0,0.869,0.582,0.471,853,282,40
42000,2446,0.4501,28407.7,457,1180,887,379,81,73,66,23058,29885,40875,0,0,0,0.869,0.637,0.394,960,344,18
43000,3159,0.4277,25670.7,370,1535,1094,530,100,97,87,23061,29514,41431,0,0,0,0.859,0.566,0.473,1244,380,42
44000,2885,0.4308,22760.3,400,1519,985,381,82,114,73,23001,28582,41703,0,0,0,0.894,0.623,0.381,1285,387,31
45000,3482,0.4285,26760.8,401,1599,1248,635,125,113,66,22173,27899,41286,0,0,0,0.825,0.518,0.279,1266,393,31
46000,2801,0.4427,23327.2,410,1257,1064,480,112,92,58,23199,28767,41629,0,0,0,0.838,0.597,0.322,985,437,27
47000,2846,0.3992,27761.9,431,1220,1050,576,95,65,58,22506,28689,39195,0,0,0,0.839,0.486,0.283,935,290,34
48000,2666,0.4179,24963.1,415,1356,900,410,88,93,64,23596,30620,40172,0,0,0,0.863,0.489,0.323,1097,252,43
49000,2705,0.4296,24218.8,409,1276,862,567,111,87,70,24464,31650,42042,0,0,0,0.863,0.440,0.270,1039,240,51
50000,2308,0.4727,21671.2,473,1180,841,287,89,65,54,27383,34115,43106,0,0,0,0.894,0.575,0.294,984,274,12
51000,2074,0.4971,13999.0,396,1091,708,275,82,108,64,31730,37778,44733,0,0,0,0.888,0.608,0.300,911,265,11
52000,1290,0.6341,8477.1,584,802,285,203,81,70,49,33909,41275,47248,0,0,0,0.939,0.636,0.291,716,103,6
53000,843,0.7106,5409.9,792,616,155,72,63,49,21,36725,43216,47843,0,0,0,0.944,0.742,0.447,561,92,6
54000,546,0.7344,3876.4,1051,450,77,19,36,35,12,39052,44245,47474,0,0,0,0.914,0.678,0.680,393,24,3
55000,370,0.7486,3114.3,944,317,46,7,12,30,7,40181,45270,47658,0,0,0,0.960,0.761,0.604,282,15,0
56000,375,0.6720,3179.6,616,328,33,14,11,12,12,40119,45310,47189,0,0,0,0.923,0.848,0.480,283,15,0
57000,546,0.5861,5252.2,566,435,65,46,16,27,22,38347,44761,47025,0,0,0,0.920,0.631,0.472,364,18,0
58000,872,0.5608,9057.6,487,594,147,131,23,30,35,35817,42993,46339,0,0,0,0.930,0.517,0.284,515,39,2
59000,1541,0.4549,13239.5,366,822,461,258,77,54,58,33330,40017,45374,0,0,0,0.856,0.561,0.439,670,144,22
60000,2091,0.4041,20584.8,366,1003,647,441,81,58,67,28722,35919,42766,0,0,0,0.868,0.600,0.419,803,215,27
61000,2468,0.4169,23350.2,363,1034,926,508,90,88,84,27686,32137,40608,0,0,0,0.881,0.553,0.294,870,307,23
62000,3167,0.3994,21889.7,330,1499,1143,525,142,113,114,27297,31448,39885,0,0,0,0.884,0.567,0.467,1248,366,59
63000,3077,0.4131,26494.2,372,1388,1019,670,86,73,80,24120,30333,38907,0,0,0,0.867,0.504,0.359,1141,312,66
64000,3662,0.4003,23636.0,335,1843,1345,474,177,135,104,23150,28908,40911,0,0,0,0.852,0.605,0.447,1419,495,50
65000,4017,0.3921,23535.9,287,1901,1408,708,127,171,141,22809,29144,41145,0,0,0,0.863,0.580,0.389,1480,492,51
66000,3989,0.4565,23896.4,298,1883,1553,553,140,201,135,22499,29171,42359,0,0,0,0.865,0.580,0.458,1459,537,108
67000,3432,0.4417,21359.6,303,1568,1326,538,102,166,116,23487,30466,44002,0,0,0,0.826,0.519,0.375,1162,393,14
68000,3120,0.4340,18579.9,287,1519,1225,376,89,122,119,24005,32025,45496,0,0,0,0.825,0.562,0.341,1065,416,7
69000,2821,0.3963,17368.3,310,1362,1042,417,95,128,76,26055,33489,46172,0,0,0,0.807,0.547,0.447,973,333,88
70000,2684,0.4661,16286.7,314,1335,918,431,101,110,90,27388,35941,47531,0,0,0,0.856,0.598,0.413,1036,278,48
71000,2177,0.4543,14146.4,299,1180,574,423,82,102,80,29150,38522,48983,0,0,0,0.870,0.548,0.422,955,131,12
72000,1215,0.5695,9867.5,454,748,248,219,46,67,40,32564,41262,50052,0,0,0,0.889,0.590,0.417,594,56,4
73000,939,0.5559,6350.0,423,699,147,93,29,55,42,34805,43945,50754,0,0,0,0.913,0.638,0.387,573,50,1
74000,529,0.6030,3303.9,434,430,74,25,17,45,22,37047,45834,51403,0,0,0,0.909,0.677,0.532,351,16,0
75000,416,0.5913,2828.9,499,341,58,17,3,39,17,38264,46147,50890,0,0,0,0.939,0.693,0.739,291,11,0
76000,337,0.6053,3184.6,443,294,27,16,2,23,15,38517,45751,49849,0,0,0,0.974,0.735,0.806,269,4,1
77000,474,0.5000,4594.3,391,363,77,34,1,28,24,37896,45179,49241,0,0,0,0.953,0.506,0.655,332,13,2
78000,811,0.4846,7821.9,365,593,161,57,22,41,27,35111,43324,48736,0,0,0,0.920,0.571,0.357,498,51,1
79000,1427,0.4625,14544.4,377,744,417,266,50,56,42,30899,40086,47111,0,0,0,0.919,0.511,0.291,634,121,7
80000,2046,0.4257,23160.8,392,967,590,489,54,65,86,25698,35289,44867,0,0,0,0.873,0.565,0.328,781,148,24
81000,2504,0.4018,28337.5,393,1103,858,543,59,75,64,22247,31827,43352,0,0,0,0.883,0.522,0.341,892,199,32
82000,2931,0.4019,29775.9,368,1077,1190,664,59,84,90,21949,29968,41780,0,0,0,0.839,0.501,0.369,800,287,43
83000,2660,0.3647,31264.5,395,1034,1028,598,56,65,56,20155,29071,40067,0,0,0,0.833,0.508,0.349,788,278,41
84000,2927,0.3577,32890.0,378,1053,1170,704,60,83,80,19177,27298,40470,0,0,0,0.854,0.438,0.291,834,280,19
85000,3057,0.3660,32665.0,363,1175,1219,663,75,92,72,18708,27223,40271,0,0,0,0.802,0.435,0.312,844,283,17
86000,3406,0.3600,32662.9,332,1311,1302,793,77,77,77,19002,27869,40132,0,0,0,0.791,0.378,0.239,900,217,45
87000,2876,0.3477,31362.9,343,1128,1127,621,80,78,68,19825,28628,39879,0,0,0,0.795,0.464,0.340,799,287,45
88000,2671,0.3583,30727.7,380,1185,877,609,73,70,56,20098,29392,40826,0,0,0,0.845,0.579,0.323,905,269,19
89000,2751,0.3951,32273.0,404,1100,1011,640,62,75,54,22067,29660,41744,0,0,0,0.798,0.504,0.290,821,282,44
90000,2265,0.4313,24209.6,407,930,936,399,55,65,89,24746,33507,45159,0,0,0,0.850,0.502,0.408,728,260,20
91000,1823,0.4295,19520.5,429,850,717,256,43,73,53,27759,37069,46473,0,0,0,0.876,0.501,0.306,670,172,15
92000,1298,0.5324,15554.3,517,604,415,279,36,63,58,30919,39941,47911,0,0,0,0.889,0.463,0.319,503,79,7
93000,866,0.5497,9230.3,514,571,196,99,28,45,39,33871,43177,49257,0,0,0,0.951,0.649,0.462,511,30,1
94000,574,0.6202,5203.7,536,461,74,39,10,29,33,36675,45337,50153,0,0,0,0.920,0.713,0.546,403,18,2
95000,427,0.5410,3115.7,448,406,13,8,3,10,8,38605,46160,50132,0,0,0,0.959,0.875,0.744,362,6,0
96000,356,0.7135,3085.9,574,320,20,16,3,14,15,39032,46148,49688,0,0,0,0.979,0.691,0.658,299,3,0
97000,493,0.5619,3932.1,513,416,40,37,7,24,28,38339,45608,48807,0,0,0,0.947,0.814,0.598,382,16,2
98000,867,0.5040,7063.0,367,580,175,112,13,27,38,35632,43867,48350,0,0,0,0.910,0.764,0.446,458,85,7
99000,1434,0.4407,11448.6,314,791,358,285,59,47,54,32507,41639,47494,0,0,0,0.862,0.628,0.349,613,97,14
100000,1779,0.3924,21747.8,375,800,635,344,51,67,59,27594,35656,44000,0,0,0,0.865,0.563,0.371,639,220,10
