step,pop,on_fat,fat_stock,age_mean,pop0,pop1,pop2,cross0,cross1,cross2,soil0,soil1,soil2,root0,root1,root2,fill0,fill1,fill2,drink0,drink1,drink2
30000,2172,0.5069,22278.4,456,1086,785,301,76,86,109,26452,34017,43693,0,0,0,0.873,0.581,0.341,883,300,5
31000,1728,0.5399,18977.4,540,901,558,269,78,56,61,27749,36711,45775,0,0,0,0.895,0.586,0.344,759,213,16
32000,1348,0.5972,12229.2,533,780,390,178,61,60,58,31721,40268,47729,0,0,0,0.920,0.533,0.367,691,124,11
33000,963,0.6511,8755.3,674,651,220,92,49,61,44,33445,42872,49079,0,0,0,0.951,0.731,0.569,568,92,12
34000,715,0.5804,7914.9,716,551,122,42,23,51,31,34667,44148,49670,0,0,0,0.957,0.615,0.609,509,37,4
35000,572,0.6626,6189.5,683,493,59,20,11,45,19,35200,45111,50608,0,0,0,0.967,0.769,0.599,458,21,1
36000,651,0.5653,6274.9,615,544,91,16,14,65,16,34511,45179,50659,0,0,0,0.964,0.730,0.658,483,27,0
37000,997,0.5306,9045.9,498,691,170,136,33,91,77,32984,43737,50121,0,0,0,0.917,0.599,0.438,594,48,2
38000,1506,0.4615,11234.2,348,864,378,264,74,94,109,31890,41931,49419,0,0,0,0.902,0.626,0.397,711,120,13
39000,1854,0.4763,14864.5,355,924,501,429,72,104,104,29538,39427,48008,0,0,0,0.929,0.578,0.345,794,157,14
40000,2386,0.4413,18885.5,362,1074,722,590,102,87,102,28396,35976,45968,0,0,0,0.914,0.622,0.358,907,245,13
41000,2615,0.4226,22677.3,341,1027,864,724,93,70,102,28080,32712,42243,0,0,0,0.874,0.528,0.290,837,292,31
42000,2529,0.4199,24307.5,370,1206,868,455,113,82,102,26298,30834,39784,0,0,0,0.886,0.578,0.307,984,331,30
43000,2625,0.4400,24692.0,401,1193,986,446,125,64,78,25146,29835,38922,0,0,0,0.926,0.650,0.393,1037,347,48
44000,2692,0.4354,28350.3,422,1281,951,460,148,77,73,23199,27776,38926,0,0,0,0.904,0.451,0.269,1097,263,30
45000,2699,0.4220,28152.6,408,1322,850,527,128,106,107,22972,27388,38560,0,0,0,0.899,0.553,0.345,1138,257,22
46000,2916,0.3992,34045.2,419,1262,961,693,155,71,125,20716,25788,38351,0,0,0,0.903,0.536,0.299,1087,301,32
47000,2957,0.4126,33037.4,431,1403,1002,552,134,104,107,21619,25488,38729,0,0,0,0.908,0.549,0.352,1181,304,41
48000,2734,0.4386,24356.4,407,1434,858,442,153,113,92,24682,28843,41013,0,0,0,0.921,0.602,0.344,1240,333,44
49000,2758,0.4706,25933.7,424,1279,861,618,159,67,84,25935,29966,42688,0,0,0,0.897,0.513,0.239,1069,295,29
50000,2029,0.4953,22219.5,542,1092,671,266,163,87,88,26169,32354,44395,0,0,0,0.917,0.583,0.362,942,230,26
51000,1677,0.5057,17520.0,508,884,525,268,119,74,66,29857,35272,45777,0,0,0,0.907,0.588,0.318,785,228,20
52000,1447,0.5460,12398.6,494,782,436,229,101,70,72,33554,38894,47475,0,0,0,0.906,0.693,0.488,662,179,18
53000,926,0.6274,6238.6,503,638,208,80,63,57,50,36492,41886,49248,0,0,0,0.932,0.673,0.551,564,76,2
54000,760,0.6329,5366.9,609,585,114,61,45,57,46,36985,43465,49834,0,0,0,0.962,0.771,0.540,535,47,5
55000,651,0.5975,5393.6,654,520,105,26,21,86,26,36601,44634,50542,0,0,0,0.965,0.813,0.604,467,38,1
56000,672,0.5223,5544.0,493,549,87,36,14,71,36,36226,44476,50554,0,0,0,0.945,0.813,0.655,455,32,0
57000,970,0.4608,8215.3,452,627,227,116,24,116,91,34667,43210,49918,0,0,0,0.934,0.709,0.527,540,70,3
58000,1245,0.4651,11175.1,379,712,295,238,60,93,116,33080,41266,48641,0,0,0,0.917,0.605,0.373,622,83,6
59000,1670,0.4497,12973.1,293,752,560,358,75,106,96,32263,38772,46742,0,0,0,0.914,0.528,0.373,634,127,25
60000,2054,0.4255,19042.0,301,927,687,440,89,56,88,29398,34954,44115,0,0,0,0.886,0.575,0.392,745,225,14
61000,2470,0.3842,23454.9,340,1019,798,653,116,79,100,27701,31906,41322,0,0,0,0.870,0.541,0.322,823,283,7
62000,2646,0.4097,26769.3,369,1102,937,607,130,105,87,26539,30132,38554,0,0,0,0.830,0.503,0.322,829,266,3
63000,2802,0.3712,33852.6,381,1051,931,820,124,67,69,23616,27497,35689,0,0,0,0.884,0.560,0.274,857,307,14
64000,2948,0.3633,33423.9,381,1219,1017,712,114,77,103,22850,25836,34633,0,0,0,0.877,0.498,0.344,997,274,22
65000,2875,0.3527,30785.7,366,1262,927,686,110,94,84,24200,26752,34705,0,0,0,0.900,0.549,0.326,1086,334,30
66000,3280,0.3631,31735.4,345,1300,1180,800,88,91,126,24529,27381,33970,0,0,0,0.896,0.585,0.336,1079,411,31
67000,2858,0.3688,28214.5,364,1177,1133,548,127,97,111,25439,28125,35175,0,0,0,0.892,0.540,0.247,999,380,35
68000,2844,0.3917,30457.6,403,1249,1147,448,124,77,92,25652,28704,35992,0,0,0,0.839,0.591,0.353,994,402,34
69000,2727,0.4041,27017.4,392,1234,926,567,102,118,82,26920,30617,37777,0,0,0,0.863,0.636,0.341,971,405,32
70000,2316,0.3964,20439.0,378,1078,857,381,104,101,76,30031,33813,40284,0,0,0,0.908,0.626,0.417,889,362,21
71000,1924,0.4491,15433.6,357,847,637,440,107,84,79,33447,37486,42454,0,0,0,0.878,0.615,0.288,698,245,19
72000,1275,0.5004,9646.5,376,716,360,199,75,67,60,37349,40246,43547,0,0,0,0.908,0.662,0.330,603,149,9
73000,1131,0.4828,7199.7,366,772,243,116,64,102,73,38768,42588,45807,0,0,0,0.925,0.735,0.489,652,95,3
74000,766,0.5379,4603.2,392,597,114,55,34,66,46,39492,44703,47484,0,0,0,0.954,0.669,0.562,535,32,1
75000,628,0.5494,4232.5,392,509,92,27,11,80,27,38454,45895,49003,0,0,0,0.975,0.815,0.715,465,27,1
76000,596,0.6007,4350.5,478,478,87,31,10,68,31,37297,45672,49443,0,0,0,0.959,0.805,0.694,428,31,1
77000,942,0.4798,5670.8,355,641,190,111,25,111,85,36276,44349,48850,0,0,0,0.944,0.721,0.522,559,77,4
78000,1457,0.4736,8996.1,294,835,362,260,66,104,94,35192,42295,47677,0,0,0,0.925,0.576,0.500,727,109,13
79000,2065,0.3869,12169.8,259,1018,650,397,110,136,107,33161,39394,46016,0,0,0,0.915,0.562,0.397,863,210,39
80000,2299,0.4097,15200.9,269,1018,767,514,124,53,109,32028,36211,44222,0,0,0,0.934,0.555,0.346,898,248,34
81000,2705,0.3911,20034.4,302,1222,939,544,117,106,94,30548,32917,40556,0,0,0,0.897,0.568,0.322,1026,322,29
82000,3287,0.3870,24335.4,285,1455,1047,785,134,129,119,27520,31194,38882,0,0,0,0.856,0.542,0.265,1163,344,27
83000,3759,0.3943,30608.9,308,1465,1341,953,132,117,132,23781,29096,37137,0,0,0,0.831,0.546,0.265,1132,428,31
84000,3810,0.3816,32590.2,334,1572,1317,921,137,105,113,22447,28105,35702,0,0,0,0.841,0.494,0.263,1243,402,49
85000,3875,0.3737,34263.7,340,1494,1471,910,154,106,141,22442,27052,35159,0,0,0,0.858,0.561,0.309,1173,475,41
86000,3493,0.3825,33267.8,390,1522,1326,645,168,122,107,21554,26595,35689,0,0,0,0.822,0.529,0.330,1169,413,39
87000,3805,0.3598,33881.7,370,1748,1281,776,133,130,118,20842,26594,37819,0,0,0,0.854,0.562,0.311,1326,385,24
88000,3669,0.4058,27031.4,336,1660,1227,782,170,143,126,24653,29836,39787,0,0,0,0.857,0.596,0.305,1332,458,42
89000,3201,0.4071,22995.1,327,1331,1177,693,106,103,110,26049,32320,42358,0,0,0,0.897,0.576,0.329,1097,364,30
90000,2881,0.4491,23315.2,376,1368,923,590,132,103,132,26134,34590,44105,0,0,0,0.867,0.581,0.388,1079,294,47
91000,2003,0.4833,18920.8,451,1021,601,381,89,107,84,29291,36756,45007,0,0,0,0.877,0.536,0.417,811,178,30
92000,1707,0.4950,14601.0,419,928,518,261,79,87,69,32206,39314,46423,0,0,0,0.907,0.547,0.347,795,151,6
93000,1156,0.5614,10109.4,503,719,271,166,46,96,77,34437,42606,48483,0,0,0,0.918,0.551,0.422,611,60,10
94000,871,0.5568,6630.2,554,649,140,82,43,80,66,35414,44491,50192,0,0,0,0.956,0.715,0.611,589,49,8
95000,670,0.5866,5638.2,591,561,82,27,10,67,26,35147,45469,51173,0,0,0,0.969,0.739,0.701,498,19,0
96000,757,0.5799,6370.0,541,605,106,46,18,89,44,34232,45309,51499,0,0,0,0.962,0.819,0.616,545,44,1
97000,974,0.5082,9697.7,479,678,189,107,24,116,82,32200,43651,50829,0,0,0,0.920,0.666,0.539,573,43,4
98000,1499,0.4690,11005.9,383,864,406,229,78,133,108,31034,41844,50455,0,0,0,0.922,0.573,0.421,724,93,9
99000,2116,0.4310,13261.1,308,1133,621,362,121,123,117,29297,39806,49383,0,0,0,0.910,0.566,0.416,941,127,12
100000,2746,0.4268,18163.1,304,1223,892,631,158,96,157,27240,36327,47899,0,0,0,0.894,0.481,0.277,995,233,43
