step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,stay,n,s,e,w,steps_per_sec,speed_mean,speed_std,metabolism_mean,metabolism_std,sense_mean,sense_std,size_mean,size_std,lifespan_mean,lifespan_std,greed_mean,greed_std,boldness_mean,boldness_std,fertility_mean,fertility_std
150000,727,3.243,0.040,18.89,12568,7081,5504,0.001,0.139,0.044,0.815,0.002,36325,0.0174,0.0136,0.4808,0.2097,0.0322,0.0248,0.0334,0.0218,0.4312,0.1088,0.9615,0.0555,0.3393,0.1512,0.9575,0.0332
160000,748,3.143,0.040,18.50,12539,6949,5569,0.001,0.099,0.068,0.829,0.003,35472,0.0169,0.0131,0.4988,0.2145,0.0332,0.0309,0.0358,0.0259,0.4464,0.0991,0.9589,0.0559,0.3650,0.1457,0.9558,0.0369
170000,762,3.299,0.039,18.43,12497,6386,6097,0.001,0.104,0.082,0.811,0.003,36774,0.0127,0.0132,0.3743,0.1437,0.0291,0.0221,0.0396,0.0320,0.3753,0.1139,0.9523,0.0397,0.3576,0.1356,0.9525,0.0323
180000,762,3.348,0.037,17.48,14491,7147,7344,0.001,0.104,0.106,0.787,0.001,34761,0.0083,0.0099,0.4078,0.1405,0.0262,0.0166,0.0244,0.0224,0.3405,0.0948,0.9472,0.0403,0.4141,0.1074,0.9466,0.0352
190000,783,3.334,0.036,16.73,14107,6735,7351,0.000,0.088,0.108,0.801,0.002,36844,0.0089,0.0088,0.5271,0.1391,0.0350,0.0246,0.0179,0.0167,0.3803,0.1004,0.9539,0.0319,0.3863,0.1020,0.9458,0.0359
200000,771,3.394,0.040,16.28,12640,5501,7151,0.000,0.096,0.104,0.797,0.002,39912,0.0103,0.0090,0.5386,0.1248,0.0340,0.0198,0.0132,0.0114,0.3894,0.0853,0.9663,0.0288,0.4522,0.1264,0.9496,0.0302
210000,765,3.513,0.046,15.62,10721,3152,7575,0.001,0.126,0.147,0.718,0.008,41200,0.0135,0.0119,0.5187,0.1181,0.0349,0.0215,0.0130,0.0123,0.3934,0.0829,0.9718,0.0218,0.5366,0.1005,0.9517,0.0283
220000,738,3.741,0.051,15.66,9901,2613,7315,0.001,0.161,0.188,0.635,0.014,40913,0.0141,0.0126,0.4604,0.1257,0.0342,0.0212,0.0155,0.0123,0.4213,0.0879,0.9709,0.0212,0.5559,0.1031,0.9441,0.0336
230000,739,3.865,0.051,15.29,9149,2175,6973,0.002,0.175,0.207,0.603,0.013,41998,0.0182,0.0159,0.3968,0.1254,0.0376,0.0197,0.0182,0.0137,0.4348,0.0896,0.9626,0.0299,0.5060,0.1368,0.9350,0.0346
240000,733,3.733,0.053,16.09,8652,1703,6955,0.002,0.233,0.247,0.512,0.007,40249,0.0244,0.0188,0.3404,0.1574,0.0367,0.0247,0.0188,0.0140,0.4431,0.0805,0.9503,0.0390,0.4119,0.1744,0.9280,0.0520
250000,738,3.726,0.055,15.63,8478,1595,6878,0.001,0.247,0.270,0.476,0.006,39862,0.0248,0.0225,0.3515,0.1757,0.0365,0.0245,0.0207,0.0189,0.4368,0.0889,0.9569,0.0313,0.4713,0.1802,0.9401,0.0378
260000,737,3.510,0.052,15.47,8545,1652,6894,0.001,0.259,0.268,0.466,0.006,39458,0.0258,0.0213,0.3549,0.1767,0.0356,0.0227,0.0238,0.0215,0.4571,0.0827,0.9494,0.0438,0.4739,0.1743,0.9409,0.0447
270000,735,3.622,0.052,15.34,8429,1653,6778,0.001,0.270,0.263,0.460,0.007,39979,0.0242,0.0199,0.4118,0.2111,0.0360,0.0219,0.0197,0.0182,0.4469,0.0820,0.9569,0.0387,0.4423,0.1557,0.9448,0.0360
280000,720,3.585,0.054,15.09,8517,1783,6749,0.001,0.273,0.262,0.460,0.005,40004,0.0257,0.0200,0.3824,0.2161,0.0363,0.0220,0.0218,0.0172,0.4517,0.0878,0.9530,0.0375,0.4504,0.1443,0.9402,0.0412
290000,739,3.466,0.052,14.53,8490,1696,6775,0.001,0.259,0.261,0.472,0.007,41113,0.0243,0.0197,0.3993,0.2169,0.0374,0.0241,0.0225,0.0188,0.4516,0.0831,0.9540,0.0341,0.4651,0.1324,0.9452,0.0419
300000,718,3.742,0.054,14.95,8385,1790,6616,0.001,0.276,0.251,0.462,0.009,41344,0.0233,0.0169,0.4035,0.2145,0.0349,0.0225,0.0232,0.0219,0.4612,0.0889,0.9522,0.0334,0.4601,0.1169,0.9434,0.0420
310000,735,3.624,0.055,14.79,8343,1784,6542,0.002,0.283,0.255,0.451,0.010,40990,0.0252,0.0171,0.3536,0.2263,0.0336,0.0204,0.0251,0.0199,0.4645,0.0866,0.9506,0.0327,0.4625,0.1138,0.9393,0.0394
320000,704,3.785,0.057,15.26,8160,1686,6505,0.002,0.287,0.256,0.445,0.011,40991,0.0259,0.0192,0.3696,0.2280,0.0337,0.0175,0.0226,0.0187,0.4580,0.0884,0.9527,0.0302,0.4573,0.1205,0.9455,0.0391
330000,716,3.626,0.053,15.63,8240,1691,6537,0.002,0.290,0.260,0.417,0.031,39137,0.0259,0.0193,0.3919,0.2397,0.0340,0.0214,0.0228,0.0183,0.4695,0.0806,0.9452,0.0394,0.4379,0.1196,0.9463,0.0409
340000,743,3.548,0.051,15.79,8361,1674,6660,0.002,0.286,0.250,0.405,0.057,38906,0.0239,0.0141,0.4265,0.2344,0.0314,0.0167,0.0221,0.0178,0.4579,0.0836,0.9469,0.0386,0.4534,0.1340,0.9560,0.0346
350000,734,3.561,0.053,15.49,8390,1706,6693,0.002,0.283,0.247,0.401,0.068,38889,0.0247,0.0201,0.4384,0.2507,0.0311,0.0182,0.0230,0.0222,0.4448,0.0835,0.9455,0.0429,0.4322,0.1265,0.9530,0.0323
360000,734,3.687,0.053,15.59,8519,1698,6821,0.002,0.267,0.255,0.377,0.099,37825,0.0223,0.0171,0.4167,0.2518,0.0279,0.0159,0.0199,0.0140,0.4375,0.0869,0.9482,0.0382,0.4481,0.1333,0.9527,0.0340
370000,741,3.651,0.053,16.47,8664,1760,6897,0.002,0.272,0.262,0.377,0.088,37090,0.0200,0.0134,0.4616,0.2478,0.0256,0.0180,0.0177,0.0123,0.4484,0.0901,0.9499,0.0343,0.4385,0.1313,0.9594,0.0308
380000,722,3.696,0.050,16.49,8438,1645,6812,0.002,0.255,0.264,0.349,0.130,36811,0.0231,0.0179,0.4678,0.2604,0.0295,0.0181,0.0194,0.0151,0.4616,0.0853,0.9415,0.0470,0.4212,0.1159,0.9547,0.0333
390000,738,3.564,0.051,16.07,8410,1708,6686,0.002,0.272,0.265,0.348,0.113,36881,0.0231,0.0180,0.3989,0.2510,0.0311,0.0184,0.0206,0.0179,0.4608,0.0859,0.9467,0.0410,0.4461,0.1150,0.9526,0.0382
400000,725,3.679,0.051,16.26,8501,1763,6751,0.001,0.261,0.268,0.356,0.114,35207,0.0213,0.0134,0.4486,0.2393,0.0338,0.0197,0.0201,0.0155,0.4499,0.0812,0.9443,0.0376,0.4294,0.1053,0.9570,0.0328
410000,736,3.630,0.050,16.51,8470,1732,6727,0.001,0.262,0.262,0.331,0.144,36404,0.0219,0.0177,0.4635,0.2105,0.0355,0.0217,0.0204,0.0175,0.4544,0.0783,0.9383,0.0461,0.4281,0.1308,0.9593,0.0280
420000,725,3.664,0.052,17.06,8577,1674,6914,0.001,0.237,0.275,0.317,0.170,35188,0.0193,0.0141,0.4683,0.1669,0.0375,0.0207,0.0220,0.0178,0.4417,0.0783,0.9345,0.0480,0.4257,0.1339,0.9629,0.0330
430000,717,3.612,0.051,17.00,8610,1762,6856,0.000,0.222,0.285,0.301,0.191,34736,0.0200,0.0149,0.4613,0.1748,0.0384,0.0236,0.0240,0.0186,0.4381,0.0825,0.9326,0.0536,0.4154,0.1234,0.9615,0.0255
440000,746,3.542,0.049,16.92,8750,1730,6991,0.000,0.230,0.293,0.301,0.176,34869,0.0199,0.0134,0.4460,0.1819,0.0389,0.0205,0.0231,0.0148,0.4357,0.0733,0.9374,0.0460,0.4103,0.1273,0.9610,0.0275
450000,739,3.515,0.049,17.20,8672,1695,6984,0.000,0.229,0.287,0.314,0.170,34549,0.0195,0.0131,0.4679,0.1514,0.0418,0.0228,0.0233,0.0155,0.4364,0.0774,0.9373,0.0439,0.4192,0.1233,0.9649,0.0236
460000,718,3.666,0.052,16.86,8648,1670,6999,0.000,0.232,0.279,0.289,0.199,34897,0.0198,0.0140,0.4573,0.1429,0.0424,0.0201,0.0253,0.0161,0.4318,0.0739,0.9431,0.0465,0.4114,0.1121,0.9689,0.0238
470000,728,3.505,0.050,17.28,8829,1816,7003,0.001,0.230,0.296,0.281,0.192,34426,0.0199,0.0171,0.4462,0.1615,0.0408,0.0215,0.0247,0.0162,0.4237,0.0795,0.9439,0.0478,0.4120,0.1208,0.9705,0.0260
480000,720,3.503,0.053,17.56,8838,1754,7092,0.000,0.228,0.298,0.280,0.193,33794,0.0188,0.0138,0.4800,0.1699,0.0393,0.0196,0.0240,0.0158,0.4391,0.0886,0.9440,0.0401,0.4254,0.1197,0.9742,0.0162
490000,737,3.465,0.051,17.33,8646,1930,6699,0.000,0.226,0.289,0.290,0.194,34835,0.0194,0.0161,0.4752,0.1656,0.0429,0.0222,0.0238,0.0145,0.4459,0.0848,0.9423,0.0436,0.4203,0.1205,0.9721,0.0203
500000,738,3.556,0.050,17.30,8884,1977,6906,0.000,0.223,0.290,0.284,0.203,34314,0.0178,0.0128,0.4878,0.1512,0.0458,0.0281,0.0229,0.0146,0.4248,0.0824,0.9424,0.0488,0.4071,0.1069,0.9732,0.0175
510000,755,3.525,0.049,17.15,8906,1845,7044,0.000,0.213,0.293,0.273,0.221,34387,0.0168,0.0135,0.4881,0.1654,0.0419,0.0208,0.0243,0.0170,0.4346,0.0845,0.9445,0.0413,0.4186,0.1150,0.9731,0.0197
520000,747,3.525,0.049,16.86,9076,2004,7080,0.000,0.220,0.287,0.274,0.218,34368,0.0165,0.0123,0.4796,0.1640,0.0396,0.0192,0.0236,0.0160,0.4193,0.0864,0.9460,0.0427,0.4160,0.1136,0.9713,0.0202
530000,742,3.563,0.050,17.00,9059,1879,7185,0.000,0.231,0.293,0.275,0.201,34219,0.0171,0.0124,0.4862,0.1564,0.0381,0.0199,0.0230,0.0156,0.4185,0.0812,0.9447,0.0428,0.4184,0.1047,0.9733,0.0185
540000,730,3.512,0.050,16.93,9035,1944,7103,0.001,0.223,0.297,0.283,0.197,34395,0.0170,0.0150,0.4858,0.1533,0.0384,0.0190,0.0233,0.0156,0.4203,0.0677,0.9424,0.0559,0.4224,0.1016,0.9705,0.0244
550000,751,3.480,0.047,17.11,9138,1852,7265,0.000,0.221,0.293,0.275,0.211,33986,0.0163,0.0129,0.4860,0.1425,0.0375,0.0164,0.0213,0.0127,0.4125,0.0719,0.9476,0.0455,0.4171,0.1058,0.9721,0.0186
560000,759,3.649,0.050,17.01,9181,1881,7292,0.000,0.222,0.292,0.275,0.210,34270,0.0160,0.0119,0.4944,0.1449,0.0350,0.0190,0.0209,0.0122,0.4172,0.0765,0.9505,0.0386,0.4275,0.1093,0.9714,0.0216
570000,736,3.572,0.054,17.59,9059,1882,7200,0.001,0.221,0.283,0.283,0.212,33369,0.0144,0.0115,0.5091,0.1501,0.0317,0.0174,0.0203,0.0141,0.4234,0.0788,0.9478,0.0465,0.4049,0.1059,0.9719,0.0207
580000,740,3.627,0.050,17.62,9153,2057,7092,0.001,0.223,0.273,0.284,0.220,33061,0.0143,0.0119,0.4928,0.1445,0.0312,0.0172,0.0211,0.0141,0.4359,0.0785,0.9543,0.0323,0.4449,0.0961,0.9719,0.0189
590000,750,3.569,0.047,17.61,8945,1993,6942,0.001,0.231,0.263,0.276,0.228,33505,0.0139,0.0133,0.5131,0.1440,0.0304,0.0160,0.0223,0.0159,0.4303,0.0801,0.9536,0.0379,0.4433,0.0928,0.9724,0.0195
600000,741,3.657,0.049,17.63,9043,1995,7057,0.001,0.231,0.270,0.287,0.211,33467,0.0142,0.0119,0.4944,0.1457,0.0297,0.0170,0.0226,0.0169,0.4244,0.0818,0.9538,0.0364,0.4527,0.0973,0.9717,0.0221
610000,746,3.554,0.049,17.36,8980,1894,7081,0.001,0.222,0.277,0.276,0.224,30022,0.0139,0.0096,0.4885,0.1368,0.0317,0.0171,0.0227,0.0125,0.4273,0.0717,0.9552,0.0321,0.4559,0.0900,0.9715,0.0220
620000,747,3.586,0.050,17.56,9099,2038,7060,0.001,0.225,0.265,0.281,0.227,33467,0.0141,0.0108,0.4938,0.1451,0.0306,0.0156,0.0238,0.0135,0.4297,0.0791,0.9565,0.0335,0.4670,0.0955,0.9715,0.0184
630000,740,3.478,0.051,17.95,8975,1981,7001,0.001,0.226,0.274,0.281,0.218,33285,0.0136,0.0104,0.5089,0.1404,0.0295,0.0154,0.0246,0.0150,0.4291,0.0768,0.9605,0.0254,0.4630,0.0969,0.9748,0.0156
640000,727,3.647,0.051,17.52,8871,1939,6945,0.001,0.222,0.266,0.276,0.236,33713,0.0139,0.0115,0.4983,0.1420,0.0303,0.0154,0.0243,0.0150,0.4402,0.0775,0.9573,0.0323,0.4668,0.0923,0.9726,0.0205
650000,736,3.523,0.050,17.77,8810,2022,6779,0.001,0.222,0.270,0.280,0.227,33859,0.0143,0.0125,0.4978,0.1399,0.0268,0.0178,0.0264,0.0172,0.4404,0.0750,0.9628,0.0253,0.4916,0.0881,0.9778,0.0162
660000,730,3.570,0.052,17.83,8837,2018,6825,0.001,0.212,0.274,0.271,0.242,33825,0.0144,0.0111,0.5041,0.1385,0.0246,0.0156,0.0279,0.0173,0.4429,0.0826,0.9627,0.0244,0.4915,0.1045,0.9783,0.0182
670000,726,3.608,0.051,17.84,8805,1966,6843,0.001,0.207,0.286,0.268,0.239,33615,0.0138,0.0104,0.5041,0.1279,0.0227,0.0153,0.0295,0.0163,0.4413,0.0782,0.9639,0.0243,0.5178,0.0920,0.9816,0.0166
680000,715,3.495,0.053,17.92,8829,2003,6837,0.001,0.202,0.293,0.267,0.237,33627,0.0144,0.0111,0.5150,0.1298,0.0225,0.0154,0.0294,0.0161,0.4457,0.0764,0.9644,0.0241,0.5095,0.0935,0.9814,0.0155
690000,751,3.409,0.048,17.93,8844,1983,6825,0.001,0.203,0.291,0.269,0.236,33625,0.0160,0.0147,0.4960,0.1317,0.0220,0.0155,0.0329,0.0202,0.4405,0.0811,0.9622,0.0323,0.5325,0.1092,0.9810,0.0169
700000,737,3.411,0.049,17.95,8949,2156,6807,0.001,0.198,0.303,0.242,0.255,33505,0.0153,0.0125,0.5336,0.1102,0.0206,0.0127,0.0303,0.0166,0.4382,0.0833,0.9657,0.0218,0.5230,0.0913,0.9834,0.0143
710000,737,3.397,0.052,17.63,8889,2001,6888,0.001,0.192,0.301,0.253,0.252,33791,0.0163,0.0140,0.5155,0.1249,0.0222,0.0153,0.0317,0.0203,0.4433,0.0858,0.9645,0.0257,0.5316,0.0993,0.9810,0.0163
720000,741,3.458,0.051,17.73,8883,1947,6932,0.001,0.197,0.301,0.261,0.240,33938,0.0141,0.0099,0.5195,0.1142,0.0212,0.0140,0.0299,0.0159,0.4436,0.0786,0.9668,0.0211,0.5260,0.0916,0.9840,0.0129
730000,732,3.500,0.049,17.74,8930,2047,6892,0.001,0.198,0.306,0.256,0.239,33826,0.0148,0.0127,0.5144,0.1185,0.0202,0.0129,0.0304,0.0166,0.4284,0.0761,0.9645,0.0257,0.5281,0.0927,0.9841,0.0140
740000,734,3.514,0.049,17.38,9116,2071,7043,0.001,0.196,0.306,0.254,0.243,33541,0.0141,0.0103,0.5008,0.1238,0.0221,0.0148,0.0305,0.0177,0.4249,0.0762,0.9658,0.0245,0.5141,0.0883,0.9823,0.0168
750000,736,3.494,0.050,17.44,9241,2052,7187,0.001,0.203,0.298,0.257,0.241,33429,0.0147,0.0115,0.5041,0.1311,0.0234,0.0177,0.0305,0.0177,0.4180,0.0724,0.9649,0.0211,0.4972,0.0995,0.9845,0.0111
760000,748,3.532,0.050,16.99,9268,1936,7320,0.001,0.196,0.303,0.262,0.238,33606,0.0151,0.0131,0.4905,0.1374,0.0223,0.0145,0.0336,0.0194,0.4170,0.0687,0.9665,0.0266,0.4995,0.0901,0.9839,0.0148
770000,724,3.482,0.052,16.94,9176,1993,7207,0.001,0.202,0.312,0.255,0.229,33896,0.0149,0.0116,0.4783,0.1167,0.0209,0.0137,0.0382,0.0215,0.4066,0.0720,0.9668,0.0206,0.4906,0.0982,0.9861,0.0110
780000,728,3.390,0.052,16.81,9213,1943,7266,0.001,0.198,0.314,0.263,0.224,34278,0.0145,0.0122,0.4572,0.1036,0.0208,0.0158,0.0412,0.0215,0.4221,0.0742,0.9691,0.0221,0.4908,0.0937,0.9869,0.0121
790000,750,3.497,0.049,16.61,9149,1964,7163,0.001,0.194,0.320,0.261,0.224,34655,0.0159,0.0131,0.4548,0.1217,0.0221,0.0165,0.0430,0.0255,0.4171,0.0718,0.9676,0.0237,0.5013,0.0908,0.9849,0.0142
800000,730,3.426,0.049,16.57,9236,2044,7212,0.001,0.192,0.320,0.259,0.227,34495,0.0153,0.0131,0.4537,0.1099,0.0198,0.0129,0.0425,0.0256,0.4146,0.0766,0.9717,0.0198,0.5168,0.0970,0.9872,0.0112
810000,733,3.425,0.050,16.49,9305,2091,7211,0.001,0.198,0.325,0.236,0.239,34642,0.0154,0.0120,0.4591,0.1191,0.0202,0.0165,0.0396,0.0213,0.4096,0.0726,0.9711,0.0189,0.5180,0.0980,0.9853,0.0152
820000,744,3.415,0.048,16.74,9351,2028,7312,0.001,0.192,0.327,0.239,0.242,34393,0.0152,0.0116,0.4778,0.1137,0.0211,0.0157,0.0398,0.0208,0.4139,0.0730,0.9696,0.0200,0.5150,0.0913,0.9863,0.0116
830000,722,3.469,0.050,16.85,9290,2131,7181,0.001,0.184,0.330,0.233,0.252,34473,0.0169,0.0177,0.4719,0.1080,0.0190,0.0138,0.0424,0.0232,0.4077,0.0774,0.9706,0.0177,0.5145,0.0981,0.9874,0.0121
840000,721,3.477,0.049,16.64,9328,2068,7261,0.001,0.189,0.346,0.232,0.231,34650,0.0155,0.0119,0.4787,0.1152,0.0192,0.0128,0.0421,0.0211,0.4109,0.0754,0.9684,0.0243,0.5203,0.0974,0.9867,0.0145
850000,745,3.385,0.049,16.60,9319,2170,7125,0.001,0.189,0.326,0.243,0.240,34251,0.0161,0.0142,0.4539,0.1189,0.0228,0.0164,0.0438,0.0230,0.4159,0.0716,0.9686,0.0205,0.5044,0.1014,0.9850,0.0161
860000,748,3.327,0.047,16.74,9313,2185,7125,0.001,0.174,0.334,0.231,0.260,34357,0.0151,0.0124,0.4822,0.1152,0.0189,0.0131,0.0434,0.0221,0.4074,0.0783,0.9691,0.0251,0.5109,0.1038,0.9883,0.0121
870000,723,3.480,0.053,16.44,9336,2132,7229,0.001,0.182,0.332,0.228,0.256,34538,0.0157,0.0131,0.4637,0.1100,0.0195,0.0121,0.0446,0.0225,0.4123,0.0727,0.9716,0.0182,0.5118,0.0994,0.9888,0.0100
880000,721,3.537,0.052,16.36,9400,2075,7327,0.002,0.181,0.348,0.221,0.248,34772,0.0156,0.0129,0.4562,0.1173,0.0187,0.0124,0.0436,0.0213,0.4013,0.0701,0.9714,0.0224,0.5241,0.0975,0.9883,0.0112
890000,726,3.523,0.051,16.54,9375,1919,7451,0.002,0.183,0.338,0.218,0.260,34813,0.0157,0.0136,0.4617,0.1143,0.0180,0.0140,0.0442,0.0248,0.3943,0.0705,0.9719,0.0252,0.5256,0.1019,0.9879,0.0139
900000,737,3.527,0.048,16.60,9509,2133,7365,0.001,0.186,0.333,0.242,0.238,34425,0.0158,0.0122,0.4656,0.1173,0.0193,0.0126,0.0461,0.0270,0.4024,0.0776,0.9699,0.0213,0.5124,0.0943,0.9878,0.0112
910000,724,3.470,0.052,16.46,9336,2143,7206,0.001,0.186,0.331,0.238,0.244,34927,0.0148,0.0125,0.4492,0.1252,0.0200,0.0129,0.0456,0.0235,0.4019,0.0677,0.9707,0.0196,0.5023,0.0997,0.9868,0.0123
920000,724,3.473,0.051,16.26,9273,2013,7260,0.002,0.194,0.330,0.245,0.229,35347,0.0148,0.0123,0.4412,0.1126,0.0212,0.0171,0.0457,0.0229,0.4025,0.0701,0.9720,0.0194,0.5069,0.0964,0.9864,0.0161
930000,737,3.486,0.049,16.18,9484,2172,7299,0.002,0.184,0.326,0.247,0.241,34743,0.0143,0.0111,0.4314,0.1174,0.0215,0.0140,0.0482,0.0251,0.4058,0.0676,0.9716,0.0188,0.5025,0.0887,0.9866,0.0134
940000,722,3.497,0.050,16.18,9425,2184,7256,0.002,0.183,0.330,0.239,0.245,35164,0.0149,0.0109,0.4389,0.1198,0.0192,0.0114,0.0460,0.0210,0.4021,0.0719,0.9716,0.0203,0.5138,0.0920,0.9859,0.0159
950000,721,3.486,0.052,16.35,9385,2133,7253,0.001,0.181,0.340,0.248,0.230,35341,0.0145,0.0124,0.4431,0.1192,0.0214,0.0154,0.0477,0.0248,0.4100,0.0708,0.9715,0.0221,0.5054,0.0905,0.9863,0.0146
960000,733,3.497,0.052,16.39,9337,2157,7168,0.002,0.187,0.317,0.258,0.235,35189,0.0153,0.0134,0.4445,0.1212,0.0218,0.0151,0.0464,0.0234,0.4045,0.0670,0.9705,0.0230,0.4955,0.0884,0.9858,0.0145
970000,733,3.477,0.050,16.32,9343,2075,7268,0.002,0.188,0.328,0.261,0.222,35747,0.0146,0.0113,0.4405,0.1223,0.0234,0.0179,0.0462,0.0217,0.4105,0.0710,0.9721,0.0205,0.4945,0.0907,0.9841,0.0205
980000,730,3.421,0.054,16.26,9269,1998,7274,0.001,0.177,0.340,0.251,0.231,35650,0.0149,0.0110,0.4427,0.1277,0.0233,0.0157,0.0464,0.0211,0.4068,0.0707,0.9704,0.0198,0.4878,0.0879,0.9849,0.0144
990000,716,3.483,0.050,16.33,9284,2096,7202,0.001,0.189,0.330,0.252,0.229,35619,0.0142,0.0101,0.4340,0.1310,0.0234,0.0173,0.0444,0.0214,0.4099,0.0715,0.9726,0.0198,0.4975,0.0939,0.9847,0.0207
1000000,718,3.404,0.048,16.09,9293,2093,7198,0.001,0.189,0.337,0.243,0.230,36288,0.0152,0.0125,0.4353,0.1260,0.0221,0.0150,0.0463,0.0235,0.4095,0.0648,0.9708,0.0228,0.4907,0.0864,0.9850,0.0181
