step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
110000,2498,1.129,0.695,26.45,63958,52131,2511,9014,175,375410,1085469.2,715468.2,0.168,0.645,0.106,0.082,79,27.02,10.81,0.68,2.72,5.21,3.98,0.10,1.33,9.03,5.68,0.00,0.07,0.176,0.125,864,0.181,0.068,0.919,0.000,0.012,318645,270250,11,0.320,0.324,0.024,1002935,0.221,2.849,0.057,4.96,163263,464,1.906,0.227,0.290,19451509,1.23,1.59,0.565,0.371,0.002,9.7,32.0,32.0,108.0,37543,0.143,0.00,0.0048,0.073,717,0.877,0.000,0.771,0.800,3.26,4.00,4.07,0.01,0.007,1.17,1.22,1.28,0.884,0.00142,1.80,84.8132,2662.70,79606.4,140234.7,19.309,112.9765,173.127,0.000,1.000,0.005,62.5,69.641,244.887,670,2659.4,52.30,12.482,4.61,178.975,5848.6,106.763,0.134,2.00,18.0178,45008.4,1.4244,0.7671,15.03,1.791,0.470,1.5131,0.0000,0.887,0.240,0.835,0.0000,4.42,0.86,7,16,18,54,62.4224,3.6780,0.5496,0.0000,0.0000,42.8568,100.00,52.5246,448.1488,0.0,0.0000,0.0000
120000,2103,1.350,0.539,24.30,30171,26065,909,3538,54,193474,411725.0,234534.4,0.161,0.644,0.111,0.084,157,28.39,14.80,0.50,2.73,4.69,4.25,0.19,1.68,11.13,7.12,0.00,0.04,0.144,0.119,907,0.159,0.094,0.898,0.000,0.008,92047,76660,7,0.262,0.079,0.022,415764,0.184,2.549,0.043,6.20,44547,383,1.212,0.219,0.341,6598398,1.16,2.22,0.488,0.442,0.000,7.1,32.0,50.0,128.0,34723,0.132,0.00,0.0018,0.092,651,0.742,0.000,0.644,0.677,3.27,4.23,4.21,0.01,0.005,1.14,1.15,1.18,0.751,0.00134,0.86,21.6160,2292.75,96441.5,140234.7,0.811,35.4101,75.158,0.000,1.000,0.250,50.7,33.363,75.736,449,1770.4,98.01,8.275,4.97,60.888,4560.1,35.112,0.136,1.99,14.6815,30875.2,1.1621,0.5856,16.51,1.715,0.525,0.4869,0.0000,0.853,0.254,0.780,0.0000,4.75,0.98,6,16,25,64,30.1504,0.3880,0.4584,0.0000,0.0000,11.0194,100.00,98.6798,295.7865,0.0,0.0000,0.0000
130000,2159,1.544,0.533,29.31,51588,41740,2658,7115,19,336806,1103468.1,650376.8,0.117,0.758,0.062,0.063,83,37.72,14.70,0.01,0.13,5.74,4.05,0.00,0.09,13.11,6.91,0.00,0.00,0.155,0.100,595,0.074,0.081,0.914,0.000,0.006,259354,218257,12,0.634,0.119,0.001,111318,0.255,2.649,0.041,6.16,150658,448,1.931,0.234,0.205,17868012,1.00,0.67,0.767,0.233,0.000,24.0,32.0,50.0,162.0,40713,0.155,0.00,0.0039,0.072,626,0.829,0.000,0.568,0.802,3.53,4.34,4.37,0.00,0.001,1.00,1.00,1.00,0.835,0.00251,1.90,87.7480,3415.29,71896.8,140234.7,27.448,107.0263,166.220,0.000,1.000,0.008,64.3,65.971,244.499,329,1239.7,56.49,12.926,4.68,169.292,3867.4,106.293,0.135,2.00,25.2810,54581.6,1.5925,0.6497,18.86,2.000,0.000,1.5131,0.0000,0.979,0.039,1.000,0.0000,4.52,0.71,12,16,25,81,59.3498,1.2003,0.4826,0.0000,0.0000,43.1021,100.00,49.5224,430.7029,0.0,0.0000,0.0000
140000,1897,1.575,0.423,29.42,22428,19373,1426,1891,0,105471,469506.7,211354.1,0.064,0.774,0.074,0.087,162,34.56,13.72,0.00,0.00,4.80,3.73,0.00,0.00,12.48,6.26,0.00,0.00,0.138,0.092,497,0.152,0.104,0.888,0.000,0.008,78646,65318,12,0.250,0.232,0.000,5877,0.178,2.547,0.029,8.14,48117,441,2.004,0.228,0.160,6553546,1.00,0.63,0.721,0.276,0.000,22.0,32.0,50.0,160.0,32780,0.125,0.00,0.0020,0.091,546,0.656,0.000,0.306,0.718,3.46,4.17,4.20,0.00,0.000,1.00,1.00,1.00,0.660,0.00213,1.35,27.3275,2555.18,81811.9,140234.7,3.574,29.5191,79.632,0.000,1.000,0.168,50.3,35.583,73.160,254,969.5,111.06,6.555,4.41,55.971,3095.4,38.983,0.135,2.01,24.8491,47138.8,1.6923,0.5873,17.28,2.000,0.000,0.4869,0.0000,0.963,0.050,0.999,0.0000,4.34,0.66,11,16,25,80,31.4418,0.0949,0.4507,0.0000,0.0000,10.7443,100.00,92.5639,327.3556,0.0,0.0000,0.0000
150000,2158,1.603,0.568,29.34,44066,35984,3455,4343,23,194066,1117556.4,670394.3,0.039,0.776,0.084,0.101,81,32.24,11.39,0.00,0.00,4.69,3.53,0.00,0.00,11.43,5.59,0.00,0.00,0.145,0.101,519,0.180,0.081,0.911,0.000,0.008,286113,245520,18,0.462,0.173,0.000,2918,0.170,3.775,0.032,7.25,168862,545,3.454,0.221,0.241,16910610,1.00,0.67,0.756,0.244,0.000,22.0,32.0,48.0,162.0,34783,0.133,0.00,0.0045,0.082,599,0.789,0.000,0.343,0.846,3.33,4.02,4.05,0.00,0.000,1.00,1.00,1.00,0.792,0.00214,3.13,104.4810,5009.86,62274.6,140234.7,37.055,103.6394,158.006,0.000,1.000,0.002,53.9,59.491,240.114,148,569.7,120.13,6.604,4.17,157.836,3446.7,106.456,0.135,2.00,29.5435,63754.9,2.1218,0.8069,16.12,2.000,0.000,1.5131,0.0000,0.959,0.071,0.993,0.0000,4.21,0.55,11,16,24,81,53.4280,1.4509,0.4259,0.0000,0.0000,42.6290,100.00,42.9548,385.3174,0.0,0.0000,0.0000
160000,2013,1.609,0.465,29.41,22261,18090,1851,2465,0,95261,492054.3,250683.7,0.020,0.780,0.094,0.106,160,31.74,10.30,0.00,0.17,4.96,3.69,0.00,0.00,10.90,5.77,0.00,0.00,0.158,0.112,441,0.260,0.104,0.885,0.000,0.010,93444,79893,9,0.529,0.200,0.000,1373,0.024,2.663,0.030,10.54,56206,510,2.632,0.224,0.192,7010853,1.00,0.65,0.772,0.228,0.000,22.0,32.0,40.0,162.0,31941,0.122,0.00,0.0022,0.086,555,0.634,0.000,0.249,0.763,3.40,3.99,4.01,0.00,0.000,1.00,1.00,1.00,0.638,0.00196,2.41,34.4603,2951.24,78119.0,140234.7,3.457,30.9268,81.250,0.000,1.000,0.057,46.0,34.278,66.912,206,761.5,75.33,3.247,4.11,53.080,3495.9,38.856,0.135,2.00,24.8075,49937.6,1.8175,0.7482,15.87,2.000,0.000,0.4869,0.0000,0.966,0.059,0.998,0.0000,4.16,0.45,11,16,20,81,30.0570,0.2682,0.4272,0.0000,0.0000,10.2940,100.00,88.3108,297.9384,0.0,0.0000,0.0000
170000,2169,1.564,0.494,29.56,44822,36209,3782,4675,0,178283,1113656.8,701124.8,0.023,0.775,0.094,0.108,80,32.23,10.42,0.00,0.07,4.44,3.83,0.00,0.00,11.67,6.07,0.00,0.04,0.140,0.116,471,0.225,0.072,0.918,0.000,0.009,298392,254962,21,0.520,0.134,0.000,391,0.020,3.208,0.029,8.25,177406,551,3.933,0.216,0.269,17742491,1.00,0.57,0.790,0.210,0.001,24.0,32.0,44.0,160.0,34944,0.133,0.00,0.0044,0.075,631,0.798,0.000,0.269,0.850,3.31,4.03,4.04,0.00,0.002,1.00,1.00,1.00,0.801,0.00201,4.00,107.7547,4216.77,60575.0,140234.7,38.889,104.1545,159.135,0.000,1.000,0.000,57.7,58.826,237.281,97,342.5,81.96,5.522,4.14,156.490,3181.9,104.916,0.135,2.00,30.7588,66715.9,2.1705,0.8738,16.11,2.000,0.000,1.5131,0.0000,0.970,0.069,0.993,0.0000,4.17,0.48,12,16,22,80,52.7518,1.7090,0.4435,0.0000,0.0000,40.2731,100.00,39.9637,365.9009,0.0,0.0000,0.0000
180000,2045,1.568,0.394,29.85,21674,17710,1908,2180,0,89296,498405.8,265798.0,0.013,0.758,0.099,0.131,155,32.23,11.90,0.01,0.22,4.16,4.12,0.00,0.00,11.94,6.42,0.00,0.00,0.131,0.123,504,0.210,0.117,0.875,0.000,0.007,98474,83487,13,0.335,0.121,0.000,2,0.500,2.398,0.025,12.60,59991,513,2.977,0.226,0.212,6608548,1.00,0.61,0.786,0.214,0.000,22.0,32.0,40.0,192.0,32949,0.126,0.00,0.0020,0.078,575,0.622,0.000,0.205,0.781,3.35,4.02,4.05,0.00,0.000,1.00,1.00,1.00,0.625,0.00209,3.23,37.5245,2623.09,78663.6,140234.7,3.322,30.5411,81.170,0.000,1.000,0.038,48.1,34.127,62.928,123,438.3,53.73,2.307,4.14,50.255,3041.1,37.374,0.135,2.00,24.7184,50549.1,1.8028,0.7347,16.11,2.000,0.000,0.4869,0.0000,0.971,0.049,1.000,0.0000,4.18,0.53,11,16,20,96,29.4511,0.4100,0.4308,0.0000,0.0000,10.3702,100.00,86.9878,281.0263,0.0,0.0000,0.0000
190000,2140,1.562,0.475,30.02,42835,34548,3720,4472,0,176404,1090527.0,685938.0,0.011,0.748,0.091,0.150,80,31.32,9.29,0.01,0.17,3.98,4.15,0.00,0.00,11.67,5.28,0.00,0.00,0.126,0.122,519,0.264,0.073,0.919,0.000,0.008,288489,244951,13,0.385,0.170,0.000,2492,0.641,3.300,0.027,9.69,174965,607,3.888,0.207,0.285,16504857,1.00,0.60,0.782,0.218,0.000,22.0,32.0,32.0,118.0,33497,0.128,0.00,0.0044,0.083,651,0.788,0.000,0.253,0.852,3.23,3.96,4.01,0.00,0.000,1.00,1.00,1.00,0.791,0.00207,5.01,105.5290,3992.15,64213.7,140234.7,41.011,103.6076,154.705,0.000,1.000,0.007,53.7,56.852,233.496,68,242.5,122.79,4.787,4.07,152.217,3197.5,101.134,0.135,2.00,29.6733,63500.8,2.1554,0.9262,15.65,2.000,0.000,1.5131,0.0000,0.968,0.059,0.997,0.0000,4.13,0.42,11,16,16,59,50.5153,1.9116,0.4290,0.0000,0.0000,39.9768,100.00,41.9511,365.2152,0.0,0.0000,0.0000
200000,2025,1.569,0.389,30.17,21722,17540,1912,2385,0,90432,498637.0,273041.1,0.013,0.748,0.081,0.158,155,30.74,9.85,0.00,0.00,4.43,4.20,0.00,0.00,10.94,5.57,0.00,0.00,0.142,0.127,530,0.204,0.106,0.885,0.000,0.009,99667,82300,18,0.427,0.127,0.000,92,0.348,2.397,0.026,14.25,61304,540,3.019,0.220,0.207,6108083,1.00,0.74,0.760,0.240,0.000,18.0,32.0,32.0,150.0,31120,0.119,0.00,0.0023,0.077,546,0.572,0.000,0.205,0.783,3.20,3.93,3.97,0.00,0.000,1.00,1.00,1.00,0.576,0.00224,3.92,37.0072,2475.69,79015.4,140234.7,3.721,29.1329,81.566,0.000,1.000,0.076,47.0,34.275,59.343,109,361.8,64.40,1.597,4.05,47.673,3133.7,35.695,0.134,2.00,24.8748,50371.4,1.8954,0.8097,15.37,2.000,0.000,0.4869,0.0000,0.968,0.058,0.997,0.0000,4.13,0.42,9,16,16,75,29.3537,0.3911,0.4163,0.0000,0.0000,10.2042,100.00,87.6912,289.4202,0.0,0.0000,0.0000
210000,2162,1.535,0.408,30.04,44461,35422,3787,5115,0,186236,1096950.8,700184.1,0.016,0.744,0.073,0.167,80,30.95,9.08,0.00,0.09,4.53,4.07,0.00,0.00,10.93,5.31,0.00,0.00,0.145,0.124,512,0.195,0.068,0.925,0.000,0.006,291087,246936,21,0.510,0.201,0.000,5002,0.228,2.603,0.027,10.45,176344,550,3.760,0.206,0.275,16451561,1.00,0.64,0.801,0.199,0.000,20.0,32.0,32.0,104.0,33452,0.128,0.00,0.0046,0.088,585,0.764,0.000,0.239,0.848,3.25,3.95,3.97,0.00,0.000,1.00,1.00,1.00,0.768,0.00216,6.05,106.0984,3211.40,59686.1,140234.7,40.310,100.6053,158.813,0.000,1.000,0.000,53.6,58.140,230.662,40,114.5,68.48,3.655,4.03,150.224,3058.4,101.451,0.136,2.00,31.9823,69145.7,2.2831,0.8941,15.47,2.000,0.000,1.5131,0.0000,0.969,0.054,1.000,0.0000,4.11,0.38,10,16,16,52,51.8713,1.5892,0.4445,0.0000,0.0000,40.8650,100.00,39.7869,355.7890,0.0,0.0000,0.0000
220000,1950,1.590,0.405,29.91,21501,17271,2009,2433,0,90108,498004.6,263421.6,0.009,0.778,0.057,0.156,158,30.78,8.73,0.00,0.10,4.75,4.31,0.00,0.00,10.63,5.15,0.00,0.00,0.152,0.131,467,0.222,0.093,0.894,0.000,0.012,96577,81320,16,0.278,0.142,0.000,741,0.335,2.649,0.026,13.73,60065,498,2.923,0.230,0.189,6423375,1.00,0.61,0.802,0.198,0.000,20.0,32.0,32.0,128.0,30005,0.114,0.00,0.0024,0.087,572,0.577,0.000,0.206,0.779,3.18,3.93,3.96,0.00,0.001,1.00,1.00,1.00,0.580,0.00227,3.71,37.3366,2609.60,76479.5,140234.7,3.176,30.7922,80.920,0.000,1.000,0.023,40.9,33.670,60.189,132,413.5,97.95,1.539,4.01,49.057,3217.1,36.173,0.136,1.99,27.0646,52776.0,1.9985,0.7660,15.39,2.000,0.000,0.4869,0.0000,0.971,0.046,0.999,0.0000,4.10,0.37,10,16,16,64,28.8666,0.3854,0.4072,0.0000,0.0000,10.1112,100.00,86.1217,279.2346,0.0,0.0000,0.0000
