step,pop,mean_energy,mean_res,mean_genes,births,deaths_energy,deaths_age,deaths_broken,deaths_body,cells_broken,plant_intake,meat_intake,stay,forward,left,right,steps_per_sec,mass_mean,mass_std,hard_mean,hard_std,muscle_mean,muscle_std,sensor_mean,sensor_std,digestive_mean,digestive_std,bite_mean,bite_std,speed_mean,speed_std,distinct_bodies,top_body_share,diet_plants,diet_mixed,diet_meat,diet_none,births_with_neighbor,sexual_births,lineages,top_lineage_share,no_lineage_share,sensor_agents_share,sense_decisions,sense_used,res_std,res_above_half,regrowth,develops,prey_age_mean,meat_per_cell,kills_young_share,meat_majority,contacts,shell_mean,open_mean,full_share,damaged_share,biters_share,mass_p10,mass_p50,mass_p90,mass_max,occupied_cells,cover,wasted,intake_per_gut,crossers,pop_none,blocked,shoves,turns_blocked,births_no_room,foot_mean,len_fwd,len_side,bite_any_mean,biters_any_share,shell_front,shell_back,shell_side,pushes,move_spent,shaded,dead,carrion,soil,matter,barren,rot,spent,flow,soil_cells,deep,air,rain,shade,trees,tree_res,res_max,tree_eaten,tree_len,fruit,fruit_stock,fruit_eaten,clones,mutations,fat_mean,fat_stock,worth,kill_gain,size_mean,density_mean,density_std,sun,cloud_std,digest_mean,digest_std,flesh_guts,dung,side_mean,side_std,size_p10,size_p50,size_p90,size_max,fat_spent,fat_over,on_fat,breed_share,breed_denied,dry,water,leached,mixed,root_stock,stored,dug
110000,2830,0.854,0.642,17.09,101066,74099,2635,20428,3482,688733,992824.9,593828.1,0.008,0.733,0.149,0.110,104,23.05,13.24,0.41,2.48,6.12,6.07,0.33,1.93,7.21,6.88,0.00,0.11,0.197,0.176,1107,0.172,0.081,0.908,0.000,0.012,224713,179064,5,0.413,0.087,0.113,4529934,0.103,2.800,0.052,5.01,92653,326,0.862,0.198,0.320,22479937,1.15,10.06,0.386,0.422,0.002,4.8,28.0,32.0,105.5,39826,0.152,0.00,0.0049,0.111,824,0.839,0.000,0.826,0.555,3.24,4.01,4.14,0.01,0.003,1.15,1.17,1.16,0.851,0.00195,2.27,56.1347,2654.08,83612.4,139882.8,10.697,116.9385,177.796,0.000,1.000,0.000,66.4,68.718,241.298,473,1754.9,89.44,9.464,4.63,182.436,5882.8,97.498,0.136,2.00,14.8272,41960.9,1.2775,0.5341,14.07,1.576,0.495,1.5005,0.0000,0.294,0.155,0.060,0.0000,6.52,2.82,4,16,21,73,60.9146,2.2928,0.5551,0.0000,0.0000,45.4279,100.00,61.3558,455.0935,0.0,0.0000,0.0000
120000,2490,0.956,0.509,16.32,47969,36923,977,9251,1158,379448,423401.0,252126.3,0.008,0.708,0.144,0.140,168,21.36,12.79,0.25,2.16,5.73,5.91,0.41,2.09,6.99,7.12,0.00,0.02,0.196,0.185,1069,0.198,0.088,0.899,0.000,0.014,78581,59761,4,0.453,0.004,0.098,1853135,0.116,2.189,0.042,7.38,34453,321,0.664,0.208,0.356,8499253,1.08,10.99,0.366,0.452,0.000,4.0,23.0,32.0,117.9,33314,0.127,0.00,0.0024,0.104,653,0.705,0.000,0.752,0.410,3.11,3.71,4.35,0.00,0.002,1.05,1.10,1.09,0.720,0.00168,1.45,15.7583,1249.53,101247.8,139882.8,0.257,34.3256,83.685,0.000,1.000,0.151,52.0,35.939,75.154,446,1659.9,46.37,6.719,4.68,61.123,5188.8,35.155,0.136,2.00,10.7647,26804.1,1.0955,0.4664,13.38,1.557,0.489,0.4995,0.0000,0.256,0.179,0.096,0.0000,6.72,2.96,3,16,19,81,31.2745,0.4743,0.5016,0.0000,0.0000,11.6335,100.00,105.6534,281.5156,0.0,0.0000,0.0000
130000,2395,0.964,0.632,17.73,101232,73245,2640,22180,3262,714473,956105.7,568550.6,0.010,0.746,0.129,0.115,107,23.88,12.52,0.22,1.97,6.76,5.84,0.24,1.76,7.13,7.78,0.00,0.06,0.223,0.178,872,0.173,0.070,0.924,0.000,0.006,207662,165341,3,0.426,0.032,0.082,3386675,0.110,2.682,0.052,4.69,88578,296,0.796,0.220,0.301,22059552,1.07,8.25,0.479,0.375,0.001,5.0,31.0,32.0,89.0,34342,0.131,0.00,0.0056,0.112,652,0.835,0.000,0.812,0.518,3.27,3.82,4.41,0.00,0.002,1.05,1.07,1.08,0.848,0.00237,2.01,53.3915,2015.91,85025.0,139882.8,9.882,120.4232,172.469,0.000,1.000,0.003,57.8,65.539,242.235,463,1719.6,53.05,10.139,4.40,182.895,6414.7,93.891,0.135,2.00,17.1164,40993.8,1.4067,0.5081,14.34,1.635,0.479,1.5005,0.0000,0.228,0.174,0.028,0.0000,6.11,2.73,4,16,19,81,57.8346,2.0281,0.5424,0.0000,0.0000,46.3613,100.00,61.3596,437.7584,0.0,0.0000,0.0000
140000,2351,1.008,0.564,16.72,42995,32346,903,8662,1128,380373,389490.4,239637.0,0.013,0.733,0.116,0.138,161,23.43,13.36,0.30,2.05,6.15,5.97,0.41,2.04,8.12,10.75,0.00,0.04,0.214,0.187,1056,0.097,0.086,0.897,0.001,0.016,72572,55527,6,0.468,0.035,0.119,1156948,0.110,2.620,0.043,5.98,31454,311,0.630,0.220,0.394,7969340,1.11,8.45,0.387,0.466,0.002,4.2,28.1,32.0,133.7,35190,0.134,0.00,0.0020,0.091,666,0.722,0.000,0.721,0.424,3.34,3.85,4.64,0.01,0.006,1.09,1.11,1.13,0.739,0.00169,1.17,15.4116,1836.07,101059.8,139882.8,0.240,37.9134,76.316,0.000,1.000,0.129,49.3,32.408,77.052,423,1543.6,81.56,7.332,4.48,62.733,5602.0,33.129,0.135,2.00,11.0851,26061.1,1.0863,0.4428,14.97,1.595,0.485,0.4995,0.0000,0.242,0.170,0.031,0.0000,6.24,2.69,4,16,25,139,28.0171,0.4271,0.5036,0.0000,0.0000,11.7195,100.00,105.2238,269.7484,0.0,0.0000,0.0000
150000,2499,0.890,0.663,18.23,85125,62056,2680,17259,2982,620428,938732.8,542983.8,0.014,0.754,0.132,0.099,104,23.85,12.88,0.47,3.40,6.31,5.63,0.31,2.58,7.20,7.34,0.00,0.02,0.215,0.173,1014,0.174,0.070,0.922,0.000,0.008,196979,155924,9,0.428,0.067,0.067,2527115,0.130,2.939,0.051,4.85,86690,357,0.875,0.209,0.290,22715580,1.15,7.43,0.410,0.431,0.000,6.0,29.0,32.0,132.8,35711,0.136,0.00,0.0052,0.094,680,0.872,0.000,0.818,0.572,3.25,3.86,4.48,0.00,0.002,1.13,1.17,1.16,0.882,0.00189,1.90,53.7756,2722.11,82040.8,139882.8,9.980,122.2144,166.391,0.000,1.000,0.009,60.5,63.273,242.425,445,1553.4,85.34,11.203,4.37,182.535,6333.6,92.038,0.134,2.00,17.4058,43497.2,1.4677,0.5386,14.29,1.650,0.463,1.5005,0.0000,0.256,0.169,0.072,0.0000,5.93,2.56,5,16,18,92,56.3829,2.1565,0.5698,0.0000,0.0000,46.5673,100.00,60.2662,430.3136,0.0,0.0000,0.0000
160000,2436,0.909,0.513,16.11,40604,31708,962,7131,866,297762,386401.5,225162.7,0.020,0.710,0.177,0.093,167,21.52,12.57,0.74,3.04,4.69,5.34,0.19,1.34,8.05,8.48,0.00,0.06,0.169,0.177,1234,0.108,0.074,0.913,0.000,0.013,73329,57014,5,0.476,0.044,0.076,1103964,0.125,2.359,0.041,6.52,33194,362,0.756,0.206,0.348,8548983,1.22,9.84,0.240,0.545,0.002,4.7,23.3,32.0,102.4,33314,0.127,0.00,0.0020,0.094,662,0.756,0.000,0.787,0.461,3.28,3.92,4.79,0.02,0.014,1.21,1.25,1.23,0.769,0.00135,1.25,15.4330,1443.48,100683.4,139882.8,0.295,37.9326,75.714,0.000,1.000,0.183,52.2,32.473,76.315,394,1499.1,46.16,7.099,4.97,62.021,5197.7,32.329,0.134,2.00,11.2807,27479.9,1.1694,0.5089,13.68,1.528,0.481,0.4995,0.0000,0.289,0.160,0.062,0.0000,6.66,2.71,4,14,21,80,28.6901,0.4872,0.5357,0.0000,0.0000,11.7530,100.00,104.4180,279.5751,0.0,0.0000,0.0000
170000,2809,0.911,0.606,16.78,80530,62534,2698,12838,2087,506049,978106.3,557698.6,0.010,0.731,0.172,0.086,105,23.72,13.75,1.23,4.23,5.02,5.17,0.20,1.65,7.81,7.82,0.01,0.12,0.178,0.169,1269,0.132,0.066,0.924,0.001,0.010,209897,171239,4,0.357,0.216,0.060,2248203,0.122,2.678,0.050,4.45,93797,428,1.102,0.209,0.282,24045021,1.34,8.12,0.244,0.547,0.006,6.0,26.0,32.0,120.7,40043,0.153,0.00,0.0045,0.089,813,0.885,0.000,0.876,0.619,3.30,3.90,4.87,0.04,0.023,1.28,1.38,1.36,0.894,0.00144,2.10,56.8054,2491.06,81001.6,139882.8,14.608,115.0659,171.701,0.000,1.000,0.010,63.9,66.489,242.142,426,1679.7,63.62,9.425,4.47,179.070,5517.9,96.717,0.135,2.00,16.0166,44990.7,1.4593,0.6497,14.26,1.590,0.461,1.5005,0.0000,0.294,0.152,0.067,0.0000,6.31,2.60,5,15,23,81,59.6157,2.8374,0.5675,0.0000,0.0000,45.6063,100.00,58.3096,440.6951,0.0,0.0000,0.0000
180000,2489,0.978,0.511,14.05,35336,29704,1344,4040,568,195309,430495.0,208689.0,0.011,0.687,0.188,0.113,178,23.28,13.87,1.59,4.18,3.88,5.16,0.25,1.47,9.37,8.46,0.01,0.18,0.141,0.171,1221,0.080,0.085,0.900,0.000,0.014,72583,60698,7,0.579,0.025,0.059,767686,0.136,2.589,0.040,5.99,30157,411,1.069,0.232,0.316,9296119,1.36,9.68,0.143,0.545,0.004,6.4,24.1,33.9,116.2,37553,0.143,0.00,0.0018,0.088,708,0.795,0.000,0.818,0.522,3.63,3.97,5.96,0.05,0.032,1.30,1.41,1.36,0.802,0.00104,1.59,18.0077,2112.51,90941.3,139882.8,0.786,34.2522,80.894,0.000,1.000,0.072,51.8,34.743,75.863,342,1394.5,61.30,5.522,4.50,62.007,4696.3,37.254,0.136,1.99,14.8327,36918.6,1.3289,0.6296,15.09,1.471,0.438,0.4995,0.0000,0.274,0.138,0.018,0.0000,7.15,2.59,5,15,24,81,31.3606,0.7923,0.5279,0.0000,0.0000,11.4691,100.00,100.1770,281.1606,0.0,0.0000,0.0000
190000,2653,1.007,0.607,17.48,73871,59163,2963,10301,1280,397117,962687.4,517969.7,0.008,0.695,0.208,0.089,108,25.44,13.47,1.34,4.22,5.53,5.19,0.08,0.62,7.92,7.87,0.01,0.15,0.191,0.169,1061,0.168,0.069,0.917,0.000,0.014,197816,167595,8,0.387,0.114,0.037,1318054,0.149,2.917,0.047,4.24,88922,450,1.304,0.224,0.239,23012423,1.34,7.05,0.294,0.518,0.004,7.0,28.0,32.0,123.0,39455,0.151,0.00,0.0046,0.099,860,0.891,0.000,0.884,0.628,3.50,3.94,5.10,0.02,0.014,1.31,1.35,1.36,0.898,0.00124,2.11,55.9282,2524.04,76864.4,139882.8,17.396,112.6329,169.766,0.000,1.000,0.000,63.1,66.221,242.104,414,1588.6,96.89,8.966,4.27,176.022,5617.6,95.626,0.136,2.00,18.4655,48989.0,1.5310,0.7325,14.87,1.635,0.436,1.5005,0.0000,0.204,0.153,0.014,0.0000,6.16,2.60,5,15,23,95,60.0124,2.9168,0.5680,0.0000,0.0000,46.0656,100.00,55.6875,434.9251,0.0,0.0000,0.0000
200000,2436,0.941,0.489,14.68,32789,27599,1476,3494,437,173668,414466.6,184277.3,0.020,0.672,0.195,0.114,176,23.29,13.71,1.54,4.40,3.66,4.94,0.27,1.81,9.51,8.38,0.00,0.09,0.134,0.166,1210,0.082,0.072,0.912,0.000,0.016,64107,53802,6,0.577,0.029,0.068,692078,0.160,2.622,0.037,5.78,27957,387,1.061,0.245,0.278,8904838,1.37,9.65,0.158,0.536,0.003,6.8,24.7,32.0,140.6,36484,0.139,0.00,0.0018,0.080,635,0.801,0.000,0.826,0.498,3.65,3.94,5.92,0.03,0.016,1.30,1.44,1.39,0.809,0.00096,1.43,16.9062,2071.74,91057.8,139882.8,0.406,36.0584,78.264,0.000,1.000,0.025,52.7,33.685,75.834,324,1295.2,81.10,5.770,4.37,62.539,4451.4,35.872,0.135,2.00,15.3288,37341.1,1.3807,0.6219,14.98,1.494,0.437,0.4995,0.0000,0.302,0.133,0.036,0.0000,7.12,2.69,5,15,24,94,30.7730,0.5752,0.5562,0.0000,0.0000,11.6820,100.00,99.7920,267.1123,0.0,0.0000,0.0000
210000,2719,1.004,0.581,18.01,70679,56583,3205,9289,1319,369692,977289.8,516058.0,0.024,0.701,0.191,0.085,107,25.27,12.50,1.43,4.40,5.32,5.07,0.19,2.11,8.00,6.94,0.00,0.07,0.190,0.169,1152,0.145,0.074,0.914,0.000,0.013,198381,171993,5,0.411,0.020,0.045,1781845,0.146,2.938,0.044,3.80,89822,473,1.396,0.234,0.251,22949523,1.35,6.63,0.264,0.547,0.003,9.1,28.0,32.0,146.2,40643,0.155,0.00,0.0045,0.068,828,0.894,0.000,0.883,0.645,3.49,3.82,5.39,0.02,0.011,1.27,1.40,1.38,0.900,0.00113,2.16,59.1200,2706.32,72083.7,139882.8,15.523,115.3985,168.287,0.000,1.000,0.000,61.5,64.743,241.827,302,1183.0,76.78,8.047,4.09,178.241,5474.6,97.523,0.135,2.00,19.9009,54110.6,1.6519,0.7622,14.95,1.635,0.439,1.5005,0.0000,0.265,0.163,0.047,0.0000,6.13,2.58,6,15,22,81,58.4573,3.2271,0.5579,0.0000,0.0000,46.1170,100.00,53.0241,430.5010,0.0,0.0000,0.0000
220000,2361,1.030,0.510,16.94,33737,28050,1546,4137,362,196992,428902.6,207089.6,0.025,0.691,0.161,0.123,176,23.76,12.04,1.07,3.65,5.01,5.36,0.16,0.87,8.55,7.70,0.01,0.12,0.180,0.181,1056,0.137,0.090,0.896,0.000,0.013,68817,56983,7,0.489,0.082,0.070,745303,0.144,2.393,0.042,5.90,30839,399,1.051,0.242,0.296,9579107,1.24,7.87,0.266,0.507,0.003,7.4,26.0,32.0,143.0,34930,0.133,0.00,0.0021,0.093,742,0.801,0.000,0.821,0.518,3.52,3.87,5.70,0.02,0.011,1.17,1.32,1.25,0.809,0.00107,1.41,18.2372,1536.06,93372.5,139882.8,0.208,35.7684,81.960,0.000,1.000,0.042,47.9,35.121,76.035,368,1452.8,70.84,5.444,4.06,62.859,5191.7,37.324,0.135,2.00,14.6315,34544.9,1.2902,0.6412,14.79,1.564,0.446,0.4995,0.0000,0.266,0.144,0.033,0.0000,6.55,2.63,5,16,22,94,31.9357,0.6505,0.5269,0.0000,0.0000,11.4675,100.00,100.0943,279.5897,0.0,0.0000,0.0000
